iso3,year,activity,item,value,unit_mult
AUT,2022,H50,N117N,1.59,6
AUT,2022,H50,N11ON,18.277,6
AUT,2022,H51,N112N,190.556,6
AUT,2022,H51,N1131N,3033.872,6
AUT,2022,H51,N1132N,87.715,6
AUT,2022,H51,N115N,0,6
AUT,2022,H51,N117N,78.695,6
AUT,2022,H51,N11ON,109.868,6
AUT,2022,H52,N112N,87814.643,6
AUT,2022,H52,N1131N,413.056,6
AUT,2022,H52,N1132N,925.212,6
AUT,2022,H52,N115N,0,6
AUT,2022,H52,N117N,1137.117,6
AUT,2022,H52,N11ON,3438.678,6
AUT,2022,H53,N112N,703.928,6
AUT,2022,H53,N1131N,24.07,6
AUT,2022,H53,N1132N,27.06,6
AUT,2022,H53,N115N,0,6
AUT,2022,H53,N117N,123.323,6
AUT,2022,H53,N11ON,634.685,6
AUT,2022,I,N112N,20932.346,6
AUT,2022,I,N1131N,218.307,6
AUT,2022,I,N1132N,482.972,6
AUT,2022,I,N115N,0,6
AUT,2022,I,N117N,342.709,6
AUT,2022,I,N11ON,3693.778,6
AUT,2022,J,N112N,7766.511,6
AUT,2022,J,N1131N,171.818,6
AUT,2022,J,N1132N,5389.531,6
AUT,2022,J,N115N,0,6
AUT,2022,J,N117N,8263.453,6
AUT,2022,J,N11ON,1936.81,6
AUT,2022,J58,N112N,272.347,6
AUT,2022,J58,N1131N,9.318,6
AUT,2022,J58,N1132N,76.232,6
AUT,2022,J58,N115N,0,6
AUT,2022,J58,N117N,644.861,6
AUT,2022,J58,N11ON,230.691,6
AUT,2022,J58T60,N112N,850.502,6
AUT,2022,J58T60,N1131N,26.464,6
AUT,2022,J58T60,N1132N,354.322,6
AUT,2022,J58T60,N115N,0,6
AUT,2022,J58T60,N117N,1327.306,6
AUT,2022,J58T60,N11ON,377.912,6
AUT,2022,J59_60,N112N,578.154,6
AUT,2022,J59_60,N1131N,17.146,6
AUT,2022,J59_60,N1132N,278.09,6
AUT,2022,J59_60,N115N,0,6
AUT,2022,J59_60,N117N,682.446,6
AUT,2022,J59_60,N11ON,147.221,6
AUT,2022,J61,N112N,6244.338,6
AUT,2022,J61,N1131N,12.059,6
AUT,2022,J61,N1132N,3998.015,6
AUT,2022,J61,N115N,0,6
AUT,2022,J61,N117N,2058.343,6
AUT,2022,J61,N11ON,106.742,6
AUT,2022,J62_63,N112N,671.671,6
AUT,2022,J62_63,N1131N,133.296,6
AUT,2022,J62_63,N1132N,1037.195,6
AUT,2022,J62_63,N115N,0,6
AUT,2022,J62_63,N117N,4877.804,6
AUT,2022,J62_63,N11ON,1452.157,6
AUT,2022,K,N112N,13925.907,6
AUT,2022,K,N1131N,5415.531,6
AUT,2022,K,N1132N,609.852,6
AUT,2022,K,N115N,0,6
AUT,2022,K,N117N,3576.97,6
AUT,2022,K,N11ON,1572.066,6
AUT,2022,K64,N112N,10601.676,6
AUT,2022,K64,N1131N,5377.334,6
AUT,2022,K64,N1132N,483.264,6
AUT,2022,K64,N115N,0,6
AUT,2022,K64,N117N,2030.457,6
AUT,2022,K64,N11ON,1239.7,6
AUT,2022,K65,N112N,3201.101,6
AUT,2022,K65,N1131N,18.442,6
AUT,2022,K65,N1132N,82.668,6
AUT,2022,K65,N115N,0,6
AUT,2022,K65,N117N,1248.226,6
AUT,2022,K65,N11ON,205.185,6
AUT,2022,K66,N112N,123.13,6
AUT,2022,K66,N1131N,19.755,6
AUT,2022,K66,N1132N,43.921,6
AUT,2022,K66,N115N,0,6
AUT,2022,K66,N117N,298.287,6
AUT,2022,K66,N11ON,127.182,6
AUT,2022,L,N112N,170461.025,6
AUT,2022,L,N1131N,2115.08,6
AUT,2022,L,N1132N,596.182,6
AUT,2022,L,N115N,0,6
AUT,2022,L,N117N,359.462,6
AUT,2022,L,N11ON,5850.137,6
AUT,2022,L68A,N112N,0,6
AUT,2022,L68A,N1131N,0,6
AUT,2022,L68A,N1132N,0,6
AUT,2022,L68A,N115N,0,6
AUT,2022,L68A,N117N,0,6
AUT,2022,L68A,N11ON,0,6
AUT,2022,M,N112N,11182.543,6
AUT,2022,M,N1131N,463.467,6
AUT,2022,M,N1132N,1462.291,6
AUT,2022,M,N115N,0,6
AUT,2022,M,N117N,7712.751,6
AUT,2022,M,N11ON,4361.423,6
AUT,2022,M69T71,N112N,9375.081,6
AUT,2022,M69T71,N1131N,388.886,6
AUT,2022,M69T71,N1132N,948.383,6
AUT,2022,M69T71,N115N,0,6
AUT,2022,M69T71,N117N,4717.497,6
AUT,2022,M69T71,N11ON,3381.984,6
AUT,2022,M69_70,N112N,5662.166,6
AUT,2022,M69_70,N1131N,271.349,6
AUT,2022,M69_70,N1132N,632.873,6
AUT,2022,M69_70,N115N,0,6
AUT,2022,M69_70,N117N,2520.722,6
AUT,2022,M69_70,N11ON,2489.976,6
AUT,2022,M71,N112N,3712.915,6
AUT,2022,M71,N1131N,117.537,6
AUT,2022,M71,N1132N,315.51,6
AUT,2022,M71,N115N,0,6
AUT,2022,M71,N117N,2196.775,6
AUT,2022,M71,N11ON,892.008,6
AUT,2022,M72,N112N,820.816,6
AUT,2022,M72,N1131N,10.803,6
AUT,2022,M72,N1132N,368.018,6
AUT,2022,M72,N115N,0,6
AUT,2022,M72,N117N,2481.434,6
AUT,2022,M72,N11ON,563.389,6
AUT,2022,M73,N112N,507.441,6
AUT,2022,M73,N1131N,29.059,6
AUT,2022,M73,N1132N,81.341,6
AUT,2022,M73,N115N,0,6
AUT,2022,M73,N117N,275.579,6
AUT,2022,M73,N11ON,280.242,6
AUT,2022,M73T75,N112N,986.646,6
AUT,2022,M73T75,N1131N,63.778,6
AUT,2022,M73T75,N1132N,145.89,6
AUT,2022,M73T75,N115N,0,6
AUT,2022,M73T75,N117N,513.82,6
AUT,2022,M73T75,N11ON,416.049,6
AUT,2022,M74_75,N112N,479.206,6
AUT,2022,M74_75,N1131N,34.719,6
AUT,2022,M74_75,N1132N,64.549,6
AUT,2022,M74_75,N115N,0,6
AUT,2022,M74_75,N117N,238.241,6
AUT,2022,M74_75,N11ON,135.808,6
AUT,2022,N,N112N,5631.703,6
AUT,2022,N,N1131N,14951.61,6
AUT,2022,N,N1132N,1723.292,6
AUT,2022,N,N115N,0,6
AUT,2022,N,N117N,726.334,6
AUT,2022,N,N11ON,13854.593,6
AUT,2022,N77,N112N,2430.869,6
AUT,2022,N77,N1131N,14611.12,6
AUT,2022,N77,N1132N,1498.531,6
AUT,2022,N77,N115N,0,6
AUT,2022,N77,N117N,193.906,6
AUT,2022,N77,N11ON,12494.502,6
AUT,2022,N78,N112N,204.824,6
AUT,2022,N78,N1131N,25.303,6
AUT,2022,N78,N1132N,35.503,6
AUT,2022,N78,N115N,0,6
AUT,2022,N78,N117N,61.032,6
AUT,2022,N78,N11ON,86.418,6
AUT,2022,N79,N112N,522.579,6
AUT,2022,N79,N1131N,41.574,6
AUT,2022,N79,N1132N,20.817,6
AUT,2022,N79,N115N,0,6
AUT,2022,N79,N117N,64.688,6
AUT,2022,N79,N11ON,74.373,6
AUT,2022,N80T82,N112N,2473.431,6
AUT,2022,N80T82,N1131N,273.614,6
AUT,2022,N80T82,N1132N,168.44,6
AUT,2022,N80T82,N115N,0,6
AUT,2022,N80T82,N117N,406.708,6
AUT,2022,N80T82,N11ON,1199.301,6
AUT,2022,O,N112N,55853.603,6
AUT,2022,O,N1131N,1018.043,6
AUT,2022,O,N1132N,924.546,6
AUT,2022,O,N115N,0,6
AUT,2022,O,N117N,1772.351,6
AUT,2022,O,N11ON,4735.861,6
AUT,2022,P,N112N,18023.26,6
AUT,2022,P,N1131N,34.378,6
AUT,2022,P,N1132N,607.067,6
AUT,2022,P,N115N,0,6
AUT,2022,P,N117N,12816.348,6
AUT,2022,P,N11ON,1963.514,6
AUT,2022,Q,N112N,32384.885,6
AUT,2022,Q,N1131N,603.964,6
AUT,2022,Q,N1132N,3374.665,6
AUT,2022,Q,N115N,0,6
AUT,2022,Q,N117N,1921.784,6
AUT,2022,Q,N11ON,1869.315,6
AUT,2022,Q86,N112N,25196.663,6
AUT,2022,Q86,N1131N,406.272,6
AUT,2022,Q86,N1132N,3225.709,6
AUT,2022,Q86,N115N,0,6
AUT,2022,Q86,N117N,1821.381,6
AUT,2022,Q86,N11ON,1173.084,6
AUT,2022,Q87_88,N112N,7188.222,6
AUT,2022,Q87_88,N1131N,197.692,6
AUT,2022,Q87_88,N1132N,148.955,6
AUT,2022,Q87_88,N115N,0,6
AUT,2022,Q87_88,N117N,100.403,6
AUT,2022,Q87_88,N11ON,696.231,6
AUT,2022,R,N112N,8095.448,6
AUT,2022,R,N1131N,72.312,6
AUT,2022,R,N1132N,463.269,6
AUT,2022,R,N115N,0,6
AUT,2022,R,N117N,1041.537,6
AUT,2022,R,N11ON,1123.327,6
AUT,2022,R90T92,N112N,2621.476,6
AUT,2022,R90T92,N1131N,31.662,6
AUT,2022,R90T92,N1132N,316.832,6
AUT,2022,R90T92,N115N,0,6
AUT,2022,R90T92,N117N,973.251,6
AUT,2022,R90T92,N11ON,599.351,6
AUT,2022,R93,N112N,5473.972,6
AUT,2022,R93,N1131N,40.65,6
AUT,2022,R93,N1132N,146.437,6
AUT,2022,R93,N115N,0,6
AUT,2022,R93,N117N,68.287,6
AUT,2022,R93,N11ON,523.975,6
AUT,2022,S,N112N,8660.662,6
AUT,2022,S,N1131N,186.253,6
AUT,2022,S,N1132N,170.371,6
AUT,2022,S,N115N,0,6
AUT,2022,S,N117N,297.474,6
AUT,2022,S,N11ON,1320.499,6
AUT,2022,S94,N112N,6003.69,6
AUT,2022,S94,N1131N,125.92,6
AUT,2022,S94,N1132N,122.648,6
AUT,2022,S94,N115N,0,6
AUT,2022,S94,N117N,158.288,6
AUT,2022,S94,N11ON,327.572,6
AUT,2022,S95,N112N,53.097,6
AUT,2022,S95,N1131N,3.77,6
AUT,2022,S95,N1132N,5.631,6
AUT,2022,S95,N115N,0,6
AUT,2022,S95,N117N,91.158,6
AUT,2022,S95,N11ON,18.95,6
AUT,2022,S96,N112N,2603.875,6
AUT,2022,S96,N1131N,56.563,6
AUT,2022,S96,N1132N,42.091,6
AUT,2022,S96,N115N,0,6
AUT,2022,S96,N117N,48.028,6
AUT,2022,S96,N11ON,973.977,6
AUT,2022,T,N112N,0,6
AUT,2022,T,N1131N,0,6
AUT,2022,T,N1132N,0,6
AUT,2022,T,N115N,0,6
AUT,2022,T,N117N,0,6
AUT,2022,T,N11ON,0,6
AUT,2022,_T,N112N,665809.115,6
AUT,2022,_T,N1131N,45664.903,6
AUT,2022,_T,N1132N,26750.759,6
AUT,2022,_T,N115N,762.226,6
AUT,2022,_T,N117N,91922.808,6
AUT,2022,_T,N11ON,152662.744,6
BEL,2018,A,N112N,6084.2,6
BEL,2018,A,N1131N,745,6
BEL,2018,A,N1132N,77.2,6
BEL,2018,A,N115N,1123.4,6
BEL,2018,A,N117N,131.9,6
BEL,2018,A,N11ON,5251.9,6
BEL,2018,B,N112N,243.7,6
BEL,2018,B,N1131N,34.4,6
BEL,2018,B,N1132N,2.8,6
BEL,2018,B,N115N,0,6
BEL,2018,B,N117N,25.3,6
BEL,2018,B,N11ON,478.7,6
BEL,2018,C,N112N,31176.5,6
BEL,2018,C,N1131N,1030.5,6
BEL,2018,C,N1132N,1353.8,6
BEL,2018,C,N115N,0,6
BEL,2018,C,N117N,26784.3,6
BEL,2018,C,N11ON,54196.2,6
BEL,2018,C10T12,N112N,5133.6,6
BEL,2018,C10T12,N1131N,182.9,6
BEL,2018,C10T12,N1132N,147.3,6
BEL,2018,C10T12,N115N,0,6
BEL,2018,C10T12,N117N,967.8,6
BEL,2018,C10T12,N11ON,12687,6
BEL,2018,C13T15,N112N,700.7,6
BEL,2018,C13T15,N1131N,26.1,6
BEL,2018,C13T15,N1132N,15.1,6
BEL,2018,C13T15,N115N,0,6
BEL,2018,C13T15,N117N,233.8,6
BEL,2018,C13T15,N11ON,1461.2,6
BEL,2018,C16T18,N112N,2797.9,6
BEL,2018,C16T18,N1131N,107.3,6
BEL,2018,C16T18,N1132N,90.3,6
BEL,2018,C16T18,N115N,0,6
BEL,2018,C16T18,N117N,250.1,6
BEL,2018,C16T18,N11ON,4045.6,6
BEL,2018,C19,N112N,1827,6
BEL,2018,C19,N1131N,19.8,6
BEL,2018,C19,N1132N,23.8,6
BEL,2018,C19,N115N,0,6
BEL,2018,C19,N117N,278.2,6
BEL,2018,C19,N11ON,2276.2,6
BEL,2018,C20,N112N,5220.5,6
BEL,2018,C20,N1131N,65.8,6
BEL,2018,C20,N1132N,227.9,6
BEL,2018,C20,N115N,0,6
BEL,2018,C20,N117N,1817,6
BEL,2018,C20,N11ON,9601.5,6
BEL,2018,C21,N112N,3115.5,6
BEL,2018,C21,N1131N,19.5,6
BEL,2018,C21,N1132N,102.1,6
BEL,2018,C21,N115N,0,6
BEL,2018,C21,N117N,14551.5,6
BEL,2018,C21,N11ON,3536.2,6
BEL,2018,C22_23,N112N,3064.6,6
BEL,2018,C22_23,N1131N,128.6,6
BEL,2018,C22_23,N1132N,71.5,6
BEL,2018,C22_23,N115N,0,6
BEL,2018,C22_23,N117N,1089.3,6
BEL,2018,C22_23,N11ON,5383.5,6
BEL,2018,C24_25,N112N,3595.1,6
BEL,2018,C24_25,N1131N,174.5,6
BEL,2018,C24_25,N1132N,148.9,6
BEL,2018,C24_25,N115N,0,6
BEL,2018,C24_25,N117N,1384.2,6
BEL,2018,C24_25,N11ON,6755.6,6
BEL,2018,C26,N112N,816.7,6
BEL,2018,C26,N1131N,9.7,6
BEL,2018,C26,N1132N,86.6,6
BEL,2018,C26,N115N,0,6
BEL,2018,C26,N117N,1866.2,6
BEL,2018,C26,N11ON,504.7,6
BEL,2018,C27,N112N,627.4,6
BEL,2018,C27,N1131N,20.3,6
BEL,2018,C27,N1132N,63,6
BEL,2018,C27,N115N,0,6
BEL,2018,C27,N117N,617.5,6
BEL,2018,C27,N11ON,798.1,6
BEL,2018,C28,N112N,923.6,6
BEL,2018,C28,N1131N,51.3,6
BEL,2018,C28,N1132N,108.4,6
BEL,2018,C28,N115N,0,6
BEL,2018,C28,N117N,1640.1,6
BEL,2018,C28,N11ON,1829.3,6
BEL,2018,C29_30,N112N,2240.3,6
BEL,2018,C29_30,N1131N,125.1,6
BEL,2018,C29_30,N1132N,150.5,6
BEL,2018,C29_30,N115N,0,6
BEL,2018,C29_30,N117N,1616.8,6
BEL,2018,C29_30,N11ON,3745.5,6
BEL,2018,C31T33,N112N,1113.5,6
BEL,2018,C31T33,N1131N,99.7,6
BEL,2018,C31T33,N1132N,118.4,6
BEL,2018,C31T33,N115N,0,6
BEL,2018,C31T33,N117N,471.9,6
BEL,2018,C31T33,N11ON,1571.7,6
BEL,2018,D,N112N,16195.1,6
BEL,2018,D,N1131N,403.5,6
BEL,2018,D,N1132N,1032.1,6
BEL,2018,D,N115N,0,6
BEL,2018,D,N117N,838.4,6
BEL,2018,D,N11ON,9401.8,6
BEL,2018,E,N112N,12565.4,6
BEL,2018,E,N1131N,461.1,6
BEL,2018,E,N1132N,105.2,6
BEL,2018,E,N115N,0,6
BEL,2018,E,N117N,371.9,6
BEL,2018,E,N11ON,8120.8,6
BEL,2018,F,N112N,20975.5,6
BEL,2018,F,N1131N,3397.7,6
BEL,2018,F,N1132N,422.3,6
BEL,2018,F,N115N,0,6
BEL,2018,F,N117N,662.7,6
BEL,2018,F,N11ON,11252,6
BEL,2018,G,N112N,37317.7,6
BEL,2018,G,N1131N,2848.5,6
BEL,2018,G,N1132N,1518.7,6
BEL,2018,G,N115N,0,6
BEL,2018,G,N117N,5983.4,6
BEL,2018,G,N11ON,22751.9,6
BEL,2018,H,N112N,112002.6,6
BEL,2018,H,N1131N,12664.7,6
BEL,2018,H,N1132N,492.1,6
BEL,2018,H,N115N,0,6
BEL,2018,H,N117N,908.2,6
BEL,2018,H,N11ON,9988.4,6
BEL,2018,I,N112N,8179.8,6
BEL,2018,I,N1131N,212,6
BEL,2018,I,N1132N,205.4,6
BEL,2018,I,N115N,0,6
BEL,2018,I,N117N,52.6,6
BEL,2018,I,N11ON,3933.7,6
BEL,2018,J,N112N,5351.6,6
BEL,2018,J,N1131N,251.7,6
BEL,2018,J,N1132N,3355.6,6
BEL,2018,J,N115N,0,6
BEL,2018,J,N117N,9164.3,6
BEL,2018,J,N11ON,5372.4,6
BEL,2018,J58T60,N112N,1008.6,6
BEL,2018,J58T60,N1131N,82.7,6
BEL,2018,J58T60,N1132N,213.8,6
BEL,2018,J58T60,N115N,0,6
BEL,2018,J58T60,N117N,3021.5,6
BEL,2018,J58T60,N11ON,560.4,6
BEL,2018,J61,N112N,2869,6
BEL,2018,J61,N1131N,46.2,6
BEL,2018,J61,N1132N,1094.2,6
BEL,2018,J61,N115N,0,6
BEL,2018,J61,N117N,1393.2,6
BEL,2018,J61,N11ON,4153.9,6
BEL,2018,J62_63,N112N,1474,6
BEL,2018,J62_63,N1131N,122.9,6
BEL,2018,J62_63,N1132N,2047.7,6
BEL,2018,J62_63,N115N,0,6
BEL,2018,J62_63,N117N,4749.6,6
BEL,2018,J62_63,N11ON,658.1,6
BEL,2018,K,N112N,19084.3,6
BEL,2018,K,N1131N,4560.6,6
BEL,2018,K,N1132N,1084.1,6
BEL,2018,K,N115N,0,6
BEL,2018,K,N117N,3912.5,6
BEL,2018,K,N11ON,5807.3,6
BEL,2018,L,N112N,29126.8,6
BEL,2018,L,N1131N,242.8,6
BEL,2018,L,N1132N,82.2,6
BEL,2018,L,N115N,0,6
BEL,2018,L,N117N,96,6
BEL,2018,L,N11ON,1927.9,6
BEL,2018,M,N112N,20316.3,6
BEL,2018,M,N1131N,1763.4,6
BEL,2018,M,N1132N,3488.9,6
BEL,2018,M,N115N,0,6
BEL,2018,M,N117N,9173.6,6
BEL,2018,M,N11ON,8905,6
BEL,2018,M69T71,N112N,17357.1,6
BEL,2018,M69T71,N1131N,1429.5,6
BEL,2018,M69T71,N1132N,3254.5,6
BEL,2018,M69T71,N115N,0,6
BEL,2018,M69T71,N117N,5330.4,6
BEL,2018,M69T71,N11ON,6539.4,6
BEL,2018,M72,N112N,666.7,6
BEL,2018,M72,N1131N,38.5,6
BEL,2018,M72,N1132N,34.1,6
BEL,2018,M72,N115N,0,6
BEL,2018,M72,N117N,3464,6
BEL,2018,M72,N11ON,955.4,6
BEL,2018,M73T75,N112N,2292.6,6
BEL,2018,M73T75,N1131N,295.4,6
BEL,2018,M73T75,N1132N,200.2,6
BEL,2018,M73T75,N115N,0,6
BEL,2018,M73T75,N117N,379.1,6
BEL,2018,M73T75,N11ON,1410.2,6
BEL,2018,N,N112N,16328.8,6
BEL,2018,N,N1131N,8687.3,6
BEL,2018,N,N1132N,977.4,6
BEL,2018,N,N115N,0,6
BEL,2018,N,N117N,6136.4,6
BEL,2018,N,N11ON,5928.8,6
BEL,2018,O,N112N,51100.9,6
BEL,2018,O,N1131N,4882.6,6
BEL,2018,O,N1132N,220.3,6
BEL,2018,O,N115N,0,6
BEL,2018,O,N117N,3511.1,6
BEL,2018,O,N11ON,997.3,6
BEL,2018,P,N112N,25568.3,6
BEL,2018,P,N1131N,55,6
BEL,2018,P,N1132N,105.5,6
BEL,2018,P,N115N,0,6
BEL,2018,P,N117N,10180.4,6
BEL,2018,P,N11ON,494.6,6
BEL,2018,Q,N112N,37135.1,6
BEL,2018,Q,N1131N,717,6
BEL,2018,Q,N1132N,624.3,6
BEL,2018,Q,N115N,0,6
BEL,2018,Q,N117N,700.8,6
BEL,2018,Q,N11ON,7193.7,6
BEL,2018,Q86,N112N,27216.5,6
BEL,2018,Q86,N1131N,355.5,6
BEL,2018,Q86,N1132N,496,6
BEL,2018,Q86,N115N,0,6
BEL,2018,Q86,N117N,588.2,6
BEL,2018,Q86,N11ON,5454.9,6
BEL,2018,Q87_88,N112N,9918.6,6
BEL,2018,Q87_88,N1131N,361.6,6
BEL,2018,Q87_88,N1132N,128.4,6
BEL,2018,Q87_88,N115N,0,6
BEL,2018,Q87_88,N117N,112.5,6
BEL,2018,Q87_88,N11ON,1738.8,6
BEL,2018,R,N112N,3628.3,6
BEL,2018,R,N1131N,135.3,6
BEL,2018,R,N1132N,191.9,6
BEL,2018,R,N115N,0,6
BEL,2018,R,N117N,489.2,6
BEL,2018,R,N11ON,2300.9,6
BEL,2018,S,N112N,4003.2,6
BEL,2018,S,N1131N,142.6,6
BEL,2018,S,N1132N,134,6
BEL,2018,S,N115N,0,6
BEL,2018,S,N117N,280.9,6
BEL,2018,S,N11ON,1876.6,6
BEL,2018,T,N112N,0,6
BEL,2018,T,N1131N,0,6
BEL,2018,T,N1132N,0,6
BEL,2018,T,N115N,0,6
BEL,2018,T,N117N,0,6
BEL,2018,T,N11ON,0,6
BEL,2018,U,N112N,0,6
BEL,2018,U,N1131N,0,6
BEL,2018,U,N1132N,0,6
BEL,2018,U,N115N,0,6
BEL,2018,U,N117N,0,6
BEL,2018,U,N11ON,0,6
BEL,2018,_T,N112N,456384,6
BEL,2018,_T,N1131N,43236,6
BEL,2018,_T,N1132N,15473.7,6
BEL,2018,_T,N115N,1123.4,6
BEL,2018,_T,N117N,79404,6
BEL,2018,_T,N11ON,166179.9,6
BEL,2019,A,N112N,6402.1,6
BEL,2019,A,N1131N,692,6
BEL,2019,A,N1132N,81.9,6
BEL,2019,A,N115N,1107.5,6
BEL,2019,A,N117N,146.1,6
BEL,2019,A,N11ON,5730.2,6
BEL,2019,B,N112N,240.5,6
BEL,2019,B,N1131N,41.2,6
BEL,2019,B,N1132N,3.3,6
BEL,2019,B,N115N,0,6
BEL,2019,B,N117N,30.5,6
BEL,2019,B,N11ON,488.2,6
BEL,2019,C,N112N,31914.7,6
BEL,2019,C,N1131N,1119.9,6
BEL,2019,C,N1132N,1353.5,6
BEL,2019,C,N115N,0,6
BEL,2019,C,N117N,27417.1,6
BEL,2019,C,N11ON,55137.6,6
BEL,2019,C10T12,N112N,5330.1,6
BEL,2019,C10T12,N1131N,196.2,6
BEL,2019,C10T12,N1132N,152.3,6
BEL,2019,C10T12,N115N,0,6
BEL,2019,C10T12,N117N,995.7,6
BEL,2019,C10T12,N11ON,13284.9,6
BEL,2019,C13T15,N112N,678,6
BEL,2019,C13T15,N1131N,26.1,6
BEL,2019,C13T15,N1132N,15.3,6
BEL,2019,C13T15,N115N,0,6
BEL,2019,C13T15,N117N,233.7,6
BEL,2019,C13T15,N11ON,1444.7,6
BEL,2019,C16T18,N112N,2803,6
BEL,2019,C16T18,N1131N,112.4,6
BEL,2019,C16T18,N1132N,88.4,6
BEL,2019,C16T18,N115N,0,6
BEL,2019,C16T18,N117N,268.2,6
BEL,2019,C16T18,N11ON,3961.1,6
BEL,2019,C19,N112N,2040.6,6
BEL,2019,C19,N1131N,14.2,6
BEL,2019,C19,N1132N,10.2,6
BEL,2019,C19,N115N,0,6
BEL,2019,C19,N117N,375.5,6
BEL,2019,C19,N11ON,2130.2,6
BEL,2019,C20,N112N,5406.2,6
BEL,2019,C20,N1131N,70.2,6
BEL,2019,C20,N1132N,234,6
BEL,2019,C20,N115N,0,6
BEL,2019,C20,N117N,1862.1,6
BEL,2019,C20,N11ON,9924.8,6
BEL,2019,C21,N112N,3348.4,6
BEL,2019,C21,N1131N,19.8,6
BEL,2019,C21,N1132N,91.3,6
BEL,2019,C21,N115N,0,6
BEL,2019,C21,N117N,14797.9,6
BEL,2019,C21,N11ON,3539.5,6
BEL,2019,C22_23,N112N,3023.8,6
BEL,2019,C22_23,N1131N,139.6,6
BEL,2019,C22_23,N1132N,75.7,6
BEL,2019,C22_23,N115N,0,6
BEL,2019,C22_23,N117N,1087.5,6
BEL,2019,C22_23,N11ON,5543.9,6
BEL,2019,C24_25,N112N,3637.9,6
BEL,2019,C24_25,N1131N,204.8,6
BEL,2019,C24_25,N1132N,155.6,6
BEL,2019,C24_25,N115N,0,6
BEL,2019,C24_25,N117N,1465,6
BEL,2019,C24_25,N11ON,6954.1,6
BEL,2019,C26,N112N,803.2,6
BEL,2019,C26,N1131N,8.7,6
BEL,2019,C26,N1132N,79.4,6
BEL,2019,C26,N115N,0,6
BEL,2019,C26,N117N,1950.4,6
BEL,2019,C26,N11ON,467.9,6
BEL,2019,C27,N112N,596.6,6
BEL,2019,C27,N1131N,21,6
BEL,2019,C27,N1132N,61.1,6
BEL,2019,C27,N115N,0,6
BEL,2019,C27,N117N,630.3,6
BEL,2019,C27,N11ON,784.3,6
BEL,2019,C28,N112N,928.2,6
BEL,2019,C28,N1131N,56.2,6
BEL,2019,C28,N1132N,114.8,6
BEL,2019,C28,N115N,0,6
BEL,2019,C28,N117N,1663,6
BEL,2019,C28,N11ON,1799,6
BEL,2019,C29_30,N112N,2205,6
BEL,2019,C29_30,N1131N,134.7,6
BEL,2019,C29_30,N1132N,145.7,6
BEL,2019,C29_30,N115N,0,6
BEL,2019,C29_30,N117N,1585.6,6
BEL,2019,C29_30,N11ON,3664.6,6
BEL,2019,C31T33,N112N,1113.7,6
BEL,2019,C31T33,N1131N,116,6
BEL,2019,C31T33,N1132N,129.8,6
BEL,2019,C31T33,N115N,0,6
BEL,2019,C31T33,N117N,502.3,6
BEL,2019,C31T33,N11ON,1638.6,6
BEL,2019,D,N112N,17393.2,6
BEL,2019,D,N1131N,502,6
BEL,2019,D,N1132N,1178.3,6
BEL,2019,D,N115N,0,6
BEL,2019,D,N117N,882.5,6
BEL,2019,D,N11ON,10054.7,6
BEL,2019,E,N112N,12987.9,6
BEL,2019,E,N1131N,525.6,6
BEL,2019,E,N1132N,106.9,6
BEL,2019,E,N115N,0,6
BEL,2019,E,N117N,397.3,6
BEL,2019,E,N11ON,8439.7,6
BEL,2019,F,N112N,22621.9,6
BEL,2019,F,N1131N,3349,6
BEL,2019,F,N1132N,421.9,6
BEL,2019,F,N115N,0,6
BEL,2019,F,N117N,711.4,6
BEL,2019,F,N11ON,10940.4,6
BEL,2019,G,N112N,38828.5,6
BEL,2019,G,N1131N,3004.9,6
BEL,2019,G,N1132N,1495,6
BEL,2019,G,N115N,0,6
BEL,2019,G,N117N,6202.5,6
BEL,2019,G,N11ON,22742.2,6
BEL,2019,H,N112N,115167.2,6
BEL,2019,H,N1131N,12685.1,6
BEL,2019,H,N1132N,489,6
BEL,2019,H,N115N,0,6
BEL,2019,H,N117N,1009.7,6
BEL,2019,H,N11ON,10254.1,6
BEL,2019,I,N112N,8832.8,6
BEL,2019,I,N1131N,165.2,6
BEL,2019,I,N1132N,224.4,6
BEL,2019,I,N115N,0,6
BEL,2019,I,N117N,50.9,6
BEL,2019,I,N11ON,3959.2,6
BEL,2019,J,N112N,5575.7,6
BEL,2019,J,N1131N,227.5,6
BEL,2019,J,N1132N,3511.6,6
BEL,2019,J,N115N,0,6
BEL,2019,J,N117N,9821.9,6
BEL,2019,J,N11ON,5751.4,6
BEL,2019,J58T60,N112N,1039.5,6
BEL,2019,J58T60,N1131N,56.1,6
BEL,2019,J58T60,N1132N,203.5,6
BEL,2019,J58T60,N115N,0,6
BEL,2019,J58T60,N117N,3059.1,6
BEL,2019,J58T60,N11ON,565.9,6
BEL,2019,J61,N112N,2908,6
BEL,2019,J61,N1131N,32.8,6
BEL,2019,J61,N1132N,932.7,6
BEL,2019,J61,N115N,0,6
BEL,2019,J61,N117N,1350,6
BEL,2019,J61,N11ON,4499.1,6
BEL,2019,J62_63,N112N,1628.2,6
BEL,2019,J62_63,N1131N,138.6,6
BEL,2019,J62_63,N1132N,2375.4,6
BEL,2019,J62_63,N115N,0,6
BEL,2019,J62_63,N117N,5412.8,6
BEL,2019,J62_63,N11ON,686.3,6
BEL,2019,K,N112N,18796.3,6
BEL,2019,K,N1131N,5048.9,6
BEL,2019,K,N1132N,1244.6,6
