iso3,year,activity,item,value,unit_mult
GRC,2019,H52,N1131N,452.832,6
GRC,2019,H52,N1132N,21.149,6
GRC,2019,H52,N115N,0,6
GRC,2019,H52,N117N,43.503,6
GRC,2019,H52,N11ON,484.508,6
GRC,2019,H53,N112N,220.473,6
GRC,2019,H53,N1131N,8.594,6
GRC,2019,H53,N1132N,3.92,6
GRC,2019,H53,N115N,0,6
GRC,2019,H53,N117N,2.578,6
GRC,2019,H53,N11ON,47.53,6
GRC,2019,I,N112N,7293.805,6
GRC,2019,I,N1131N,109.664,6
GRC,2019,I,N1132N,208.633,6
GRC,2019,I,N115N,0,6
GRC,2019,I,N117N,107.291,6
GRC,2019,I,N11ON,1942.592,6
GRC,2019,J,N112N,9937.206,6
GRC,2019,J,N1131N,39.894,6
GRC,2019,J,N1132N,1011.421,6
GRC,2019,J,N115N,0,6
GRC,2019,J,N117N,1206.326,6
GRC,2019,J,N11ON,974.692,6
GRC,2019,J58,N112N,333.849,6
GRC,2019,J58,N1131N,3.139,6
GRC,2019,J58,N1132N,4.003,6
GRC,2019,J58,N115N,0,6
GRC,2019,J58,N117N,55.696,6
GRC,2019,J58,N11ON,358.199,6
GRC,2019,J58T60,N112N,1143.134,6
GRC,2019,J58T60,N1131N,14.389,6
GRC,2019,J58T60,N1132N,79.792,6
GRC,2019,J58T60,N115N,0,6
GRC,2019,J58T60,N117N,300.554,6
GRC,2019,J58T60,N11ON,575.801,6
GRC,2019,J59_60,N112N,809.285,6
GRC,2019,J59_60,N1131N,11.249,6
GRC,2019,J59_60,N1132N,75.789,6
GRC,2019,J59_60,N115N,0,6
GRC,2019,J59_60,N117N,244.858,6
GRC,2019,J59_60,N11ON,217.602,6
GRC,2019,J61,N112N,8558.624,6
GRC,2019,J61,N1131N,11.361,6
GRC,2019,J61,N1132N,857.253,6
GRC,2019,J61,N115N,0,6
GRC,2019,J61,N117N,499.523,6
GRC,2019,J61,N11ON,296.956,6
GRC,2019,J62_63,N112N,235.448,6
GRC,2019,J62_63,N1131N,14.144,6
GRC,2019,J62_63,N1132N,74.376,6
GRC,2019,J62_63,N115N,0,6
GRC,2019,J62_63,N117N,406.249,6
GRC,2019,J62_63,N11ON,101.935,6
GRC,2019,K,N112N,2700.139,6
GRC,2019,K,N1131N,6.608,6
GRC,2019,K,N1132N,255.887,6
GRC,2019,K,N115N,0,6
GRC,2019,K,N117N,1105.246,6
GRC,2019,K,N11ON,379.224,6
GRC,2019,K64,N112N,2448.847,6
GRC,2019,K64,N1131N,0.652,6
GRC,2019,K64,N1132N,247.476,6
GRC,2019,K64,N115N,0,6
GRC,2019,K64,N117N,997.172,6
GRC,2019,K64,N11ON,332.754,6
GRC,2019,K65,N112N,151.982,6
GRC,2019,K65,N1131N,3.768,6
GRC,2019,K65,N1132N,3.777,6
GRC,2019,K65,N115N,0,6
GRC,2019,K65,N117N,83.402,6
GRC,2019,K65,N11ON,19.983,6
GRC,2019,K66,N112N,99.31,6
GRC,2019,K66,N1131N,2.188,6
GRC,2019,K66,N1132N,4.634,6
GRC,2019,K66,N115N,0,6
GRC,2019,K66,N117N,24.672,6
GRC,2019,K66,N11ON,26.487,6
GRC,2019,L,N112N,3518.51,6
GRC,2019,L,N1131N,3.674,6
GRC,2019,L,N1132N,148.851,6
GRC,2019,L,N115N,0,6
GRC,2019,L,N117N,39.392,6
GRC,2019,L,N11ON,27.006,6
GRC,2019,M,N112N,1111.978,6
GRC,2019,M,N1131N,91.436,6
GRC,2019,M,N1132N,148.049,6
GRC,2019,M,N115N,0,6
GRC,2019,M,N117N,1371.31,6
GRC,2019,M,N11ON,506.212,6
GRC,2019,M69T71,N112N,779.253,6
GRC,2019,M69T71,N1131N,64.676,6
GRC,2019,M69T71,N1132N,106.734,6
GRC,2019,M69T71,N115N,0,6
GRC,2019,M69T71,N117N,198.898,6
GRC,2019,M69T71,N11ON,283.223,6
GRC,2019,M69_70,N112N,571.434,6
GRC,2019,M69_70,N1131N,22.379,6
GRC,2019,M69_70,N1132N,104.318,6
GRC,2019,M69_70,N115N,0,6
GRC,2019,M69_70,N117N,85.441,6
GRC,2019,M69_70,N11ON,173.938,6
GRC,2019,M71,N112N,207.819,6
GRC,2019,M71,N1131N,42.297,6
GRC,2019,M71,N1132N,2.416,6
GRC,2019,M71,N115N,0,6
GRC,2019,M71,N117N,113.457,6
GRC,2019,M71,N11ON,109.285,6
GRC,2019,M72,N112N,207.214,6
GRC,2019,M72,N1131N,10.573,6
GRC,2019,M72,N1132N,19.482,6
GRC,2019,M72,N115N,0,6
GRC,2019,M72,N117N,1130.734,6
GRC,2019,M72,N11ON,152.499,6
GRC,2019,M73,N112N,79.956,6
GRC,2019,M73,N1131N,8.053,6
GRC,2019,M73,N1132N,10.913,6
GRC,2019,M73,N115N,0,6
GRC,2019,M73,N117N,28.563,6
GRC,2019,M73,N11ON,32.241,6
GRC,2019,M73T75,N112N,125.51,6
GRC,2019,M73T75,N1131N,16.187,6
GRC,2019,M73T75,N1132N,21.833,6
GRC,2019,M73T75,N115N,0,6
GRC,2019,M73T75,N117N,41.678,6
GRC,2019,M73T75,N11ON,70.49,6
GRC,2019,M74_75,N112N,45.554,6
GRC,2019,M74_75,N1131N,8.134,6
GRC,2019,M74_75,N1132N,10.92,6
GRC,2019,M74_75,N115N,0,6
GRC,2019,M74_75,N117N,13.115,6
GRC,2019,M74_75,N11ON,38.25,6
GRC,2019,N,N112N,800.037,6
GRC,2019,N,N1131N,517.332,6
GRC,2019,N,N1132N,404.819,6
GRC,2019,N,N115N,0,6
GRC,2019,N,N117N,46.16,6
GRC,2019,N,N11ON,1109.088,6
GRC,2019,N77,N112N,314.914,6
GRC,2019,N77,N1131N,447.036,6
GRC,2019,N77,N1132N,339.181,6
GRC,2019,N77,N115N,0,6
GRC,2019,N77,N117N,16.622,6
GRC,2019,N77,N11ON,781.323,6
GRC,2019,N78,N112N,40.766,6
GRC,2019,N78,N1131N,1.245,6
GRC,2019,N78,N1132N,1.83,6
GRC,2019,N78,N115N,0,6
GRC,2019,N78,N117N,0.786,6
GRC,2019,N78,N11ON,5.765,6
GRC,2019,N79,N112N,277.299,6
GRC,2019,N79,N1131N,21.454,6
GRC,2019,N79,N1132N,27.426,6
GRC,2019,N79,N115N,0,6
GRC,2019,N79,N117N,8.786,6
GRC,2019,N79,N11ON,59.743,6
GRC,2019,N80T82,N112N,167.058,6
GRC,2019,N80T82,N1131N,47.597,6
GRC,2019,N80T82,N1132N,36.382,6
GRC,2019,N80T82,N115N,0,6
GRC,2019,N80T82,N117N,19.966,6
GRC,2019,N80T82,N11ON,262.257,6
GRC,2019,O,N112N,65406.319,6
GRC,2019,O,N1131N,942.929,6
GRC,2019,O,N1132N,538.552,6
GRC,2019,O,N115N,7.711,6
GRC,2019,O,N117N,884.303,6
GRC,2019,O,N11ON,17758.258,6
GRC,2019,P,N112N,5468.153,6
GRC,2019,P,N1131N,39.375,6
GRC,2019,P,N1132N,102.807,6
GRC,2019,P,N115N,0,6
GRC,2019,P,N117N,2581.552,6
GRC,2019,P,N11ON,447.089,6
GRC,2019,Q,N112N,1405.454,6
GRC,2019,Q,N1131N,25.448,6
GRC,2019,Q,N1132N,91.633,6
GRC,2019,Q,N115N,0,6
GRC,2019,Q,N117N,652.831,6
GRC,2019,Q,N11ON,1210.279,6
GRC,2019,Q86,N112N,1039.65,6
GRC,2019,Q86,N1131N,20.996,6
GRC,2019,Q86,N1132N,64.273,6
GRC,2019,Q86,N115N,0,6
GRC,2019,Q86,N117N,651.651,6
GRC,2019,Q86,N11ON,1127.073,6
GRC,2019,Q87_88,N112N,365.804,6
GRC,2019,Q87_88,N1131N,4.452,6
GRC,2019,Q87_88,N1132N,27.361,6
GRC,2019,Q87_88,N115N,0,6
GRC,2019,Q87_88,N117N,1.18,6
GRC,2019,Q87_88,N11ON,83.206,6
GRC,2019,R,N112N,2553.486,6
GRC,2019,R,N1131N,89.431,6
GRC,2019,R,N1132N,40.15,6
GRC,2019,R,N115N,0,6
GRC,2019,R,N117N,24.563,6
GRC,2019,R,N11ON,445.142,6
GRC,2019,R90T92,N112N,1996.969,6
GRC,2019,R90T92,N1131N,70.005,6
GRC,2019,R90T92,N1132N,29.917,6
GRC,2019,R90T92,N115N,0,6
GRC,2019,R90T92,N117N,24.367,6
GRC,2019,R90T92,N11ON,306.009,6
GRC,2019,R93,N112N,556.517,6
GRC,2019,R93,N1131N,19.426,6
GRC,2019,R93,N1132N,10.232,6
GRC,2019,R93,N115N,0,6
GRC,2019,R93,N117N,0.196,6
GRC,2019,R93,N11ON,139.133,6
GRC,2019,S,N112N,1318.357,6
GRC,2019,S,N1131N,12.987,6
GRC,2019,S,N1132N,62.296,6
GRC,2019,S,N115N,0,6
GRC,2019,S,N117N,60.777,6
GRC,2019,S,N11ON,632.17,6
GRC,2019,S94,N112N,1084.77,6
GRC,2019,S94,N1131N,5.04,6
GRC,2019,S94,N1132N,25.16,6
GRC,2019,S94,N115N,0,6
GRC,2019,S94,N117N,50.577,6
GRC,2019,S94,N11ON,215.809,6
GRC,2019,S95,N112N,108.186,6
GRC,2019,S95,N1131N,1.356,6
GRC,2019,S95,N1132N,0.68,6
GRC,2019,S95,N115N,0,6
GRC,2019,S95,N117N,10.062,6
GRC,2019,S95,N11ON,41.019,6
GRC,2019,S96,N112N,125.402,6
GRC,2019,S96,N1131N,6.591,6
GRC,2019,S96,N1132N,36.457,6
GRC,2019,S96,N115N,0,6
GRC,2019,S96,N117N,0.138,6
GRC,2019,S96,N11ON,375.342,6
GRC,2019,T,N112N,0,6
GRC,2019,T,N1131N,0,6
GRC,2019,T,N1132N,0,6
GRC,2019,T,N115N,0,6
GRC,2019,T,N117N,0,6
GRC,2019,T,N11ON,0,6
GRC,2019,U,N112N,0,6
GRC,2019,U,N1131N,0,6
GRC,2019,U,N1132N,0,6
GRC,2019,U,N115N,0,6
GRC,2019,U,N117N,0,6
GRC,2019,U,N11ON,0,6
GRC,2019,_T,N112N,157739.321,6
GRC,2019,_T,N1131N,24533.912,6
GRC,2019,_T,N1132N,4130.472,6
GRC,2019,_T,N115N,591.199,6
GRC,2019,_T,N117N,9902.013,6
GRC,2019,_T,N11ON,47147.685,6
GRC,2020,A,N112N,5299.821,6
GRC,2020,A,N1131N,2141.59,6
GRC,2020,A,N1132N,354.153,6
GRC,2020,A,N115N,572.798,6
GRC,2020,A,N117N,13.568,6
GRC,2020,A,N11ON,4776.927,6
GRC,2020,A01,N112N,4555.865,6
GRC,2020,A01,N1131N,1161.011,6
GRC,2020,A01,N1132N,126.387,6
GRC,2020,A01,N115N,550.542,6
GRC,2020,A01,N117N,4.893,6
GRC,2020,A01,N11ON,4546.917,6
GRC,2020,A02,N112N,303.466,6
GRC,2020,A02,N1131N,0.032,6
GRC,2020,A02,N1132N,0,6
GRC,2020,A02,N115N,22.256,6
GRC,2020,A02,N117N,0,6
GRC,2020,A02,N11ON,1.488,6
GRC,2020,A03,N112N,440.49,6
GRC,2020,A03,N1131N,980.548,6
GRC,2020,A03,N1132N,227.767,6
GRC,2020,A03,N115N,0,6
GRC,2020,A03,N117N,8.675,6
GRC,2020,A03,N11ON,228.522,6
GRC,2020,B,N112N,2265.344,6
GRC,2020,B,N1131N,4.864,6
GRC,2020,B,N1132N,5.231,6
GRC,2020,B,N115N,0,6
GRC,2020,B,N117N,24.33,6
GRC,2020,B,N11ON,364.819,6
GRC,2020,C,N112N,5527.564,6
GRC,2020,C,N1131N,133.336,6
GRC,2020,C,N1132N,106.779,6
GRC,2020,C,N115N,0,6
GRC,2020,C,N117N,1002.268,6
GRC,2020,C,N11ON,9380.19,6
GRC,2020,C10T12,N112N,1574.408,6
GRC,2020,C10T12,N1131N,52.145,6
GRC,2020,C10T12,N1132N,35.19,6
GRC,2020,C10T12,N115N,0,6
GRC,2020,C10T12,N117N,113.306,6
GRC,2020,C10T12,N11ON,2482.257,6
GRC,2020,C13T15,N112N,462.807,6
GRC,2020,C13T15,N1131N,0,6
GRC,2020,C13T15,N1132N,1.485,6
GRC,2020,C13T15,N115N,0,6
GRC,2020,C13T15,N117N,16.295,6
GRC,2020,C13T15,N11ON,343.372,6
GRC,2020,C16,N112N,81.315,6
GRC,2020,C16,N1131N,0.202,6
GRC,2020,C16,N1132N,0.205,6
GRC,2020,C16,N115N,0,6
GRC,2020,C16,N117N,1.228,6
GRC,2020,C16,N11ON,131.73,6
GRC,2020,C16T18,N112N,312.213,6
GRC,2020,C16T18,N1131N,6.378,6
GRC,2020,C16T18,N1132N,10.053,6
GRC,2020,C16T18,N115N,0,6
GRC,2020,C16T18,N117N,52.586,6
GRC,2020,C16T18,N11ON,596.947,6
GRC,2020,C17,N112N,135.136,6
GRC,2020,C17,N1131N,4.642,6
GRC,2020,C17,N1132N,2.124,6
GRC,2020,C17,N115N,0,6
GRC,2020,C17,N117N,10.328,6
GRC,2020,C17,N11ON,346.822,6
GRC,2020,C18,N112N,95.762,6
GRC,2020,C18,N1131N,1.535,6
GRC,2020,C18,N1132N,7.723,6
GRC,2020,C18,N115N,0,6
GRC,2020,C18,N117N,41.031,6
GRC,2020,C18,N11ON,118.394,6
GRC,2020,C19,N112N,547.512,6
GRC,2020,C19,N1131N,12.1,6
GRC,2020,C19,N1132N,2.715,6
GRC,2020,C19,N115N,0,6
GRC,2020,C19,N117N,114.522,6
GRC,2020,C19,N11ON,2027.169,6
GRC,2020,C20,N112N,272.104,6
GRC,2020,C20,N1131N,5.129,6
GRC,2020,C20,N1132N,5.762,6
GRC,2020,C20,N115N,0,6
GRC,2020,C20,N117N,78.205,6
GRC,2020,C20,N11ON,359.656,6
GRC,2020,C21,N112N,233.295,6
GRC,2020,C21,N1131N,1.191,6
GRC,2020,C21,N1132N,19.879,6
GRC,2020,C21,N115N,0,6
GRC,2020,C21,N117N,236.592,6
GRC,2020,C21,N11ON,320.209,6
GRC,2020,C22,N112N,224.373,6
GRC,2020,C22,N1131N,15.458,6
GRC,2020,C22,N1132N,2.614,6
GRC,2020,C22,N115N,0,6
GRC,2020,C22,N117N,17.278,6
GRC,2020,C22,N11ON,513.972,6
GRC,2020,C22_23,N112N,591.854,6
GRC,2020,C22_23,N1131N,23.479,6
GRC,2020,C22_23,N1132N,6.872,6
GRC,2020,C22_23,N115N,0,6
GRC,2020,C22_23,N117N,50.863,6
GRC,2020,C22_23,N11ON,959.178,6
GRC,2020,C23,N112N,367.481,6
GRC,2020,C23,N1131N,8.02,6
GRC,2020,C23,N1132N,4.258,6
GRC,2020,C23,N115N,0,6
GRC,2020,C23,N117N,33.585,6
GRC,2020,C23,N11ON,445.206,6
GRC,2020,C24,N112N,349.636,6
GRC,2020,C24,N1131N,8.148,6
GRC,2020,C24,N1132N,10.662,6
GRC,2020,C24,N115N,0,6
GRC,2020,C24,N117N,54.322,6
GRC,2020,C24,N11ON,983.248,6
GRC,2020,C24_25,N112N,761.411,6
GRC,2020,C24_25,N1131N,15.585,6
GRC,2020,C24_25,N1132N,16.553,6
GRC,2020,C24_25,N115N,0,6
GRC,2020,C24_25,N117N,140.437,6
GRC,2020,C24_25,N11ON,1596.783,6
GRC,2020,C25,N112N,411.775,6
GRC,2020,C25,N1131N,7.437,6
GRC,2020,C25,N1132N,5.891,6
GRC,2020,C25,N115N,0,6
GRC,2020,C25,N117N,86.115,6
GRC,2020,C25,N11ON,613.535,6
GRC,2020,C26,N112N,47.2,6
GRC,2020,C26,N1131N,0,6
GRC,2020,C26,N1132N,1.163,6
GRC,2020,C26,N115N,0,6
GRC,2020,C26,N117N,81.204,6
GRC,2020,C26,N11ON,72.798,6
GRC,2020,C27,N112N,190.61,6
GRC,2020,C27,N1131N,2.752,6
GRC,2020,C27,N1132N,3.15,6
GRC,2020,C27,N115N,0,6
GRC,2020,C27,N117N,48.359,6
GRC,2020,C27,N11ON,225.92,6
GRC,2020,C28,N112N,166.579,6
GRC,2020,C28,N1131N,5.7,6
GRC,2020,C28,N1132N,1.023,6
GRC,2020,C28,N115N,0,6
GRC,2020,C28,N117N,37.128,6
GRC,2020,C28,N11ON,123.982,6
GRC,2020,C29,N112N,22.104,6
GRC,2020,C29,N1131N,0.179,6
GRC,2020,C29,N1132N,0.165,6
GRC,2020,C29,N115N,0,6
GRC,2020,C29,N117N,1.59,6
GRC,2020,C29,N11ON,23.792,6
GRC,2020,C29_30,N112N,82.757,6
GRC,2020,C29_30,N1131N,1.141,6
GRC,2020,C29_30,N1132N,0.654,6
GRC,2020,C29_30,N115N,0,6
GRC,2020,C29_30,N117N,12.06,6
GRC,2020,C29_30,N11ON,85.011,6
GRC,2020,C30,N112N,60.653,6
GRC,2020,C30,N1131N,0.962,6
GRC,2020,C30,N1132N,0.489,6
GRC,2020,C30,N115N,0,6
GRC,2020,C30,N117N,10.471,6
GRC,2020,C30,N11ON,61.219,6
GRC,2020,C31T33,N112N,284.814,6
GRC,2020,C31T33,N1131N,7.736,6
GRC,2020,C31T33,N1132N,2.28,6
GRC,2020,C31T33,N115N,0,6
GRC,2020,C31T33,N117N,20.709,6
GRC,2020,C31T33,N11ON,186.909,6
GRC,2020,C31_32,N112N,221.47,6
GRC,2020,C31_32,N1131N,2.486,6
GRC,2020,C31_32,N1132N,1.623,6
GRC,2020,C31_32,N115N,0,6
GRC,2020,C31_32,N117N,17.436,6
GRC,2020,C31_32,N11ON,120.652,6
GRC,2020,C33,N112N,63.344,6
GRC,2020,C33,N1131N,5.25,6
GRC,2020,C33,N1132N,0.657,6
GRC,2020,C33,N115N,0,6
GRC,2020,C33,N117N,3.273,6
GRC,2020,C33,N11ON,66.257,6
GRC,2020,D,N112N,11681.003,6
GRC,2020,D,N1131N,20.166,6
GRC,2020,D,N1132N,415.834,6
GRC,2020,D,N115N,0,6
GRC,2020,D,N117N,93.473,6
GRC,2020,D,N11ON,1557.301,6
GRC,2020,E,N112N,4797.445,6
GRC,2020,E,N1131N,85.05,6
GRC,2020,E,N1132N,36.528,6
GRC,2020,E,N115N,0,6
GRC,2020,E,N117N,24.796,6
GRC,2020,E,N11ON,431.96,6
GRC,2020,E36,N112N,2761.063,6
GRC,2020,E36,N1131N,62.224,6
GRC,2020,E36,N1132N,30.442,6
GRC,2020,E36,N115N,0,6
GRC,2020,E36,N117N,16.031,6
GRC,2020,E36,N11ON,315.343,6
GRC,2020,E37T39,N112N,2036.382,6
GRC,2020,E37T39,N1131N,22.825,6
GRC,2020,E37T39,N1132N,6.086,6
GRC,2020,E37T39,N115N,0,6
GRC,2020,E37T39,N117N,8.765,6
GRC,2020,E37T39,N11ON,116.617,6
GRC,2020,F,N112N,2728.957,6
GRC,2020,F,N1131N,123.602,6
GRC,2020,F,N1132N,7.237,6
GRC,2020,F,N115N,0,6
GRC,2020,F,N117N,53.544,6
GRC,2020,F,N11ON,1499.607,6
GRC,2020,G,N112N,10844.192,6
GRC,2020,G,N1131N,835.546,6
GRC,2020,G,N1132N,317.447,6
GRC,2020,G,N115N,0,6
GRC,2020,G,N117N,597.614,6
GRC,2020,G,N11ON,3617.987,6
GRC,2020,G45,N112N,1126.201,6
GRC,2020,G45,N1131N,217.933,6
GRC,2020,G45,N1132N,20.388,6
GRC,2020,G45,N115N,0,6
GRC,2020,G45,N117N,15.039,6
GRC,2020,G45,N11ON,301.747,6
GRC,2020,G46,N112N,4519.523,6
GRC,2020,G46,N1131N,386.803,6
GRC,2020,G46,N1132N,172.716,6
GRC,2020,G46,N115N,0,6
GRC,2020,G46,N117N,435.382,6
GRC,2020,G46,N11ON,1882.974,6
GRC,2020,G47,N112N,5198.469,6
GRC,2020,G47,N1131N,230.81,6
GRC,2020,G47,N1132N,124.342,6
GRC,2020,G47,N115N,0,6
GRC,2020,G47,N117N,147.193,6
GRC,2020,G47,N11ON,1433.266,6
GRC,2020,H,N112N,11995.368,6
GRC,2020,H,N1131N,17736.041,6
GRC,2020,H,N1132N,35.563,6
GRC,2020,H,N115N,0,6
GRC,2020,H,N117N,123.511,6
GRC,2020,H,N11ON,642.648,6
GRC,2020,H49,N112N,10758.203,6
GRC,2020,H49,N1131N,3249.982,6
GRC,2020,H49,N1132N,13.331,6
GRC,2020,H49,N115N,0,6
GRC,2020,H49,N117N,49.277,6
GRC,2020,H49,N11ON,106.121,6
GRC,2020,H50,N112N,12.764,6
GRC,2020,H50,N1131N,13726.315,6
GRC,2020,H50,N1132N,0.436,6
GRC,2020,H50,N115N,0,6
GRC,2020,H50,N117N,16.288,6
GRC,2020,H50,N11ON,41.366,6
GRC,2020,H51,N112N,64.812,6
GRC,2020,H51,N1131N,377.372,6
GRC,2020,H51,N1132N,2.523,6
GRC,2020,H51,N115N,0,6
GRC,2020,H51,N117N,7.632,6
GRC,2020,H51,N11ON,6.936,6
GRC,2020,H52,N112N,952.807,6
GRC,2020,H52,N1131N,374.932,6
GRC,2020,H52,N1132N,16.087,6
GRC,2020,H52,N115N,0,6
GRC,2020,H52,N117N,47.086,6
GRC,2020,H52,N11ON,444.712,6
GRC,2020,H53,N112N,206.783,6
GRC,2020,H53,N1131N,7.44,6
GRC,2020,H53,N1132N,3.188,6
GRC,2020,H53,N115N,0,6
GRC,2020,H53,N117N,3.227,6
GRC,2020,H53,N11ON,43.512,6
GRC,2020,I,N112N,7338.134,6
GRC,2020,I,N1131N,93.274,6
GRC,2020,I,N1132N,189.353,6
GRC,2020,I,N115N,0,6
GRC,2020,I,N117N,94.541,6
GRC,2020,I,N11ON,1808.96,6
GRC,2020,J,N112N,9796.498,6
GRC,2020,J,N1131N,38.106,6
GRC,2020,J,N1132N,936.765,6
GRC,2020,J,N115N,0,6
GRC,2020,J,N117N,1308.514,6
GRC,2020,J,N11ON,936.752,6
GRC,2020,J58,N112N,324.353,6
GRC,2020,J58,N1131N,2.525,6
GRC,2020,J58,N1132N,2.923,6
GRC,2020,J58,N115N,0,6
GRC,2020,J58,N117N,68.615,6
GRC,2020,J58,N11ON,322.507,6
GRC,2020,J58T60,N112N,1126.51,6
GRC,2020,J58T60,N1131N,14.588,6
GRC,2020,J58T60,N1132N,95.171,6
GRC,2020,J58T60,N115N,0,6
GRC,2020,J58T60,N117N,335.369,6
GRC,2020,J58T60,N11ON,561.58,6
GRC,2020,J59_60,N112N,802.157,6
GRC,2020,J59_60,N1131N,12.063,6
GRC,2020,J59_60,N1132N,92.249,6
GRC,2020,J59_60,N115N,0,6
GRC,2020,J59_60,N117N,266.754,6
GRC,2020,J59_60,N11ON,239.073,6
GRC,2020,J61,N112N,8411.609,6
GRC,2020,J61,N1131N,9.801,6
GRC,2020,J61,N1132N,781.126,6
GRC,2020,J61,N115N,0,6
GRC,2020,J61,N117N,525.068,6
GRC,2020,J61,N11ON,275.342,6
GRC,2020,J62_63,N112N,258.378,6
GRC,2020,J62_63,N1131N,13.717,6
GRC,2020,J62_63,N1132N,60.467,6
GRC,2020,J62_63,N115N,0,6
GRC,2020,J62_63,N117N,448.077,6
GRC,2020,J62_63,N11ON,99.829,6
GRC,2020,K,N112N,2671.954,6
GRC,2020,K,N1131N,6.453,6
GRC,2020,K,N1132N,315.591,6
GRC,2020,K,N115N,0,6
GRC,2020,K,N117N,1186.052,6
GRC,2020,K,N11ON,390.463,6
GRC,2020,K64,N112N,2379.339,6
GRC,2020,K64,N1131N,0.253,6
GRC,2020,K64,N1132N,301.708,6
GRC,2020,K64,N115N,0,6
GRC,2020,K64,N117N,1077.562,6
GRC,2020,K64,N11ON,348.736,6
GRC,2020,K65,N112N,193.93,6
GRC,2020,K65,N1131N,4.202,6
GRC,2020,K65,N1132N,10.04,6
GRC,2020,K65,N115N,0,6
GRC,2020,K65,N117N,83.246,6
GRC,2020,K65,N11ON,16.817,6
GRC,2020,K66,N112N,98.685,6
GRC,2020,K66,N1131N,1.998,6
GRC,2020,K66,N1132N,3.843,6
GRC,2020,K66,N115N,0,6
GRC,2020,K66,N117N,25.245,6
GRC,2020,K66,N11ON,24.909,6
GRC,2020,L,N112N,3538.87,6
GRC,2020,L,N1131N,0,6
GRC,2020,L,N1132N,303.06,6
GRC,2020,L,N115N,0,6
GRC,2020,L,N117N,48.34,6
GRC,2020,L,N11ON,12.406,6
GRC,2020,M,N112N,1106.551,6
GRC,2020,M,N1131N,100.756,6
GRC,2020,M,N1132N,154.51,6
GRC,2020,M,N115N,0,6
GRC,2020,M,N117N,1423.272,6
GRC,2020,M,N11ON,492.888,6
GRC,2020,M69T71,N112N,785.194,6
GRC,2020,M69T71,N1131N,76.96,6
GRC,2020,M69T71,N1132N,116.422,6
GRC,2020,M69T71,N115N,0,6
GRC,2020,M69T71,N117N,216.569,6
GRC,2020,M69T71,N11ON,283.488,6
GRC,2020,M69_70,N112N,566.896,6
GRC,2020,M69_70,N1131N,20.074,6
GRC,2020,M69_70,N1132N,105.007,6
GRC,2020,M69_70,N115N,0,6
GRC,2020,M69_70,N117N,84.964,6
GRC,2020,M69_70,N11ON,162.189,6
GRC,2020,M71,N112N,218.298,6
GRC,2020,M71,N1131N,56.886,6
GRC,2020,M71,N1132N,11.416,6
GRC,2020,M71,N115N,0,6
GRC,2020,M71,N117N,131.605,6
GRC,2020,M71,N11ON,121.298,6
GRC,2020,M72,N112N,199.272,6
GRC,2020,M72,N1131N,9.734,6
GRC,2020,M72,N1132N,19.021,6
GRC,2020,M72,N115N,0,6
GRC,2020,M72,N117N,1163.928,6
GRC,2020,M72,N11ON,146.581,6
GRC,2020,M73,N112N,77.343,6
GRC,2020,M73,N1131N,6.918,6
GRC,2020,M73,N1132N,9.23,6
GRC,2020,M73,N115N,0,6
GRC,2020,M73,N117N,30.089,6
GRC,2020,M73,N11ON,28.662,6
GRC,2020,M73T75,N112N,122.086,6
GRC,2020,M73T75,N1131N,14.063,6
GRC,2020,M73T75,N1132N,19.067,6
GRC,2020,M73T75,N115N,0,6
GRC,2020,M73T75,N117N,42.776,6
GRC,2020,M73T75,N11ON,62.82,6
GRC,2020,M74_75,N112N,44.743,6
GRC,2020,M74_75,N1131N,7.144,6
GRC,2020,M74_75,N1132N,9.836,6
GRC,2020,M74_75,N115N,0,6
GRC,2020,M74_75,N117N,12.687,6
GRC,2020,M74_75,N11ON,34.158,6
GRC,2020,N,N112N,780.033,6
GRC,2020,N,N1131N,442.429,6
GRC,2020,N,N1132N,407.187,6
GRC,2020,N,N115N,0,6
GRC,2020,N,N117N,45.829,6
GRC,2020,N,N11ON,1072.352,6
GRC,2020,N77,N112N,307.848,6
GRC,2020,N77,N1131N,380.621,6
GRC,2020,N77,N1132N,350.091,6
GRC,2020,N77,N115N,0,6
GRC,2020,N77,N117N,14.726,6
GRC,2020,N77,N11ON,767.54,6
GRC,2020,N78,N112N,39.173,6
GRC,2020,N78,N1131N,0.991,6
GRC,2020,N78,N1132N,1.494,6
GRC,2020,N78,N115N,0,6
GRC,2020,N78,N117N,0.74,6
GRC,2020,N78,N11ON,5.068,6
GRC,2020,N79,N112N,269.969,6
GRC,2020,N79,N1131N,17.754,6
GRC,2020,N79,N1132N,21.083,6
GRC,2020,N79,N115N,0,6
GRC,2020,N79,N117N,8.451,6
GRC,2020,N79,N11ON,54.445,6
GRC,2020,N80T82,N112N,163.043,6
GRC,2020,N80T82,N1131N,43.063,6
GRC,2020,N80T82,N1132N,34.518,6
GRC,2020,N80T82,N115N,0,6
GRC,2020,N80T82,N117N,21.912,6
GRC,2020,N80T82,N11ON,245.299,6
GRC,2020,O,N112N,65035.578,6
GRC,2020,O,N1131N,853.003,6
GRC,2020,O,N1132N,534.398,6
GRC,2020,O,N115N,6.826,6
GRC,2020,O,N117N,892.332,6
GRC,2020,O,N11ON,16908.422,6
GRC,2020,P,N112N,5329.234,6
GRC,2020,P,N1131N,33.213,6
GRC,2020,P,N1132N,103.787,6
GRC,2020,P,N115N,0,6
