iso3,year,tenure,share
ESP,2015,rent_subsidised,0.024074
ESP,2016,other,0.066099
ESP,2016,own_mortgage,0.265854
ESP,2016,own_outright,0.505249
ESP,2016,rent_private,0.137639
ESP,2016,rent_subsidised,0.025159
ESP,2017,other,0.064764
ESP,2017,own_mortgage,0.252810
ESP,2017,own_outright,0.513972
ESP,2017,rent_private,0.142889
ESP,2017,rent_subsidised,0.025565
ESP,2018,other,0.064882
ESP,2018,own_mortgage,0.250089
ESP,2018,own_outright,0.508833
ESP,2018,rent_private,0.148132
ESP,2018,rent_subsidised,0.028064
ESP,2019,other,0.061457
ESP,2019,own_mortgage,0.244028
ESP,2019,own_outright,0.512173
ESP,2019,rent_private,0.155262
ESP,2019,rent_subsidised,0.027081
ESP,2020,other,0.068937
ESP,2020,own_mortgage,0.263967
ESP,2020,own_outright,0.490113
ESP,2020,rent_private,0.144311
ESP,2020,rent_subsidised,0.032673
ESP,2021,other,0.063106
ESP,2021,own_mortgage,0.267471
ESP,2021,own_outright,0.492754
ESP,2021,rent_private,0.148618
ESP,2021,rent_subsidised,0.028051
ESP,2022,other,0.061592
ESP,2022,own_mortgage,0.261399
ESP,2022,own_outright,0.499120
ESP,2022,rent_private,0.148642
ESP,2022,rent_subsidised,0.029247
ESP,2023,other,0.061980
ESP,2023,own_mortgage,0.261664
ESP,2023,own_outright,0.490222
ESP,2023,rent_private,0.153752
ESP,2023,rent_subsidised,0.032383
ESP,2024,other,0.061236
ESP,2024,own_mortgage,0.245010
ESP,2024,own_outright,0.491423
ESP,2024,rent_private,0.168506
ESP,2024,rent_subsidised,0.033826
EST,2010,other,0.120960
EST,2010,own_mortgage,0.124879
EST,2010,own_outright,0.693226
EST,2010,rent_private,0.029622
EST,2010,rent_subsidised,0.031313
EST,2011,other,0.142630
EST,2011,own_mortgage,0.127444
EST,2011,own_outright,0.671587
EST,2011,rent_private,0.027479
EST,2011,rent_subsidised,0.030860
EST,2012,other,0.143069
EST,2012,own_mortgage,0.134418
EST,2012,own_outright,0.649323
EST,2012,rent_private,0.032871
EST,2012,rent_subsidised,0.040319
EST,2013,other,0.156284
EST,2013,own_mortgage,0.140935
EST,2013,own_outright,0.623690
EST,2013,rent_private,0.037247
EST,2013,rent_subsidised,0.041844
EST,2014,other,0.146868
EST,2014,own_mortgage,0.145657
EST,2014,own_outright,0.625984
EST,2014,rent_private,0.042044
EST,2014,rent_subsidised,0.039448
EST,2015,other,0.148492
EST,2015,own_mortgage,0.142561
EST,2015,own_outright,0.625848
EST,2015,rent_private,0.042004
EST,2015,rent_subsidised,0.041095
EST,2016,other,0.147985
EST,2016,own_mortgage,0.143457
EST,2016,own_outright,0.619703
EST,2016,rent_private,0.048526
EST,2016,rent_subsidised,0.040329
EST,2017,other,0.137874
EST,2017,own_mortgage,0.143130
EST,2017,own_outright,0.628067
EST,2017,rent_private,0.051167
EST,2017,rent_subsidised,0.039760
EST,2018,other,0.137011
EST,2018,own_mortgage,0.158198
EST,2018,own_outright,0.616022
EST,2018,rent_private,0.055085
EST,2018,rent_subsidised,0.033684
EST,2019,other,0.144148
EST,2019,own_mortgage,0.164660
EST,2019,own_outright,0.598961
EST,2019,rent_private,0.055486
EST,2019,rent_subsidised,0.036746
EST,2020,other,0.135178
EST,2020,own_mortgage,0.191216
EST,2020,own_outright,0.575673
EST,2020,rent_private,0.056971
EST,2020,rent_subsidised,0.040962
EST,2021,other,0.133178
EST,2021,own_mortgage,0.193294
EST,2021,own_outright,0.566971
EST,2021,rent_private,0.063001
EST,2021,rent_subsidised,0.043557
EST,2022,other,0.126824
EST,2022,own_mortgage,0.189801
EST,2022,own_outright,0.578646
EST,2022,rent_private,0.059444
EST,2022,rent_subsidised,0.045285
EST,2023,other,0.121865
EST,2023,own_mortgage,0.186249
EST,2023,own_outright,0.575383
EST,2023,rent_private,0.073807
EST,2023,rent_subsidised,0.042695
EST,2024,other,0.123893
EST,2024,own_mortgage,0.189552
EST,2024,own_outright,0.560158
EST,2024,rent_private,0.088545
EST,2024,rent_subsidised,0.037851
FIN,2010,other,0.009429
FIN,2010,own_mortgage,0.325515
FIN,2010,own_outright,0.358500
FIN,2010,rent_private,0.127786
FIN,2010,rent_subsidised,0.178771
FIN,2011,other,0.010685
FIN,2011,own_mortgage,0.323115
FIN,2011,own_outright,0.356135
FIN,2011,rent_private,0.131293
FIN,2011,rent_subsidised,0.178772
FIN,2012,other,0.009540
FIN,2012,own_mortgage,0.323112
FIN,2012,own_outright,0.357713
FIN,2012,rent_private,0.130826
FIN,2012,rent_subsidised,0.178809
FIN,2013,other,0.007996
FIN,2013,own_mortgage,0.323693
FIN,2013,own_outright,0.348963
FIN,2013,rent_private,0.138223
FIN,2013,rent_subsidised,0.181126
FIN,2014,other,0.010861
FIN,2014,own_mortgage,0.325644
FIN,2014,own_outright,0.338434
FIN,2014,rent_private,0.140402
FIN,2014,rent_subsidised,0.184659
FIN,2015,other,0.011101
FIN,2015,own_mortgage,0.319808
FIN,2015,own_outright,0.339255
FIN,2015,rent_private,0.150211
FIN,2015,rent_subsidised,0.179624
FIN,2016,other,0.011712
FIN,2016,own_mortgage,0.317402
FIN,2016,own_outright,0.328773
FIN,2016,rent_private,0.162751
FIN,2016,rent_subsidised,0.179361
FIN,2017,other,0.013584
FIN,2017,own_mortgage,0.318586
FIN,2017,own_outright,0.327022
FIN,2017,rent_private,0.165628
FIN,2017,rent_subsidised,0.175180
FIN,2018,other,0.012350
FIN,2018,own_mortgage,0.315113
FIN,2018,own_outright,0.331626
FIN,2018,rent_private,0.170720
FIN,2018,rent_subsidised,0.170192
FIN,2019,other,0.011397
FIN,2019,own_mortgage,0.308874
FIN,2019,own_outright,0.330515
FIN,2019,rent_private,0.179303
FIN,2019,rent_subsidised,0.169911
FIN,2020,other,0.010569
FIN,2020,own_mortgage,0.304748
FIN,2020,own_outright,0.331868
FIN,2020,rent_private,0.181604
FIN,2020,rent_subsidised,0.171210
FIN,2021,other,0.008270
FIN,2021,own_mortgage,0.299547
FIN,2021,own_outright,0.338063
FIN,2021,rent_private,0.188813
FIN,2021,rent_subsidised,0.165307
FIN,2022,other,0.008959
FIN,2022,own_mortgage,0.289635
FIN,2022,own_outright,0.339266
FIN,2022,rent_private,0.194357
FIN,2022,rent_subsidised,0.167783
FIN,2023,other,0.008587
FIN,2023,own_mortgage,0.289269
FIN,2023,own_outright,0.329743
FIN,2023,rent_private,0.192166
FIN,2023,rent_subsidised,0.180234
FIN,2024,other,0.009274
FIN,2024,own_mortgage,0.282852
FIN,2024,own_outright,0.327181
FIN,2024,rent_private,0.247303
FIN,2024,rent_subsidised,0.133390
FRA,2010,other,0.037629
FRA,2010,own_mortgage,0.210944
FRA,2010,own_outright,0.377037
FRA,2010,rent_private,0.176975
FRA,2010,rent_subsidised,0.197415
FRA,2011,other,0.037531
FRA,2011,own_mortgage,0.215969
FRA,2011,own_outright,0.384377
FRA,2011,rent_private,0.173539
FRA,2011,rent_subsidised,0.188583
FRA,2012,other,0.035216
FRA,2012,own_mortgage,0.219375
FRA,2012,own_outright,0.386998
FRA,2012,rent_private,0.211299
FRA,2012,rent_subsidised,0.147112
FRA,2013,other,0.034747
FRA,2013,own_mortgage,0.232765
FRA,2013,own_outright,0.378011
FRA,2013,rent_private,0.215784
FRA,2013,rent_subsidised,0.138694
FRA,2014,other,0.030599
FRA,2014,own_mortgage,0.227017
FRA,2014,own_outright,0.387340
FRA,2014,rent_private,0.213676
FRA,2014,rent_subsidised,0.141367
FRA,2015,other,0.031423
FRA,2015,own_mortgage,0.225239
FRA,2015,own_outright,0.384166
FRA,2015,rent_private,0.219773
FRA,2015,rent_subsidised,0.139400
FRA,2016,other,0.032370
FRA,2016,own_mortgage,0.227764
FRA,2016,own_outright,0.387135
FRA,2016,rent_private,0.211845
FRA,2016,rent_subsidised,0.140886
FRA,2017,other,0.031432
FRA,2017,own_mortgage,0.226575
FRA,2017,own_outright,0.382848
FRA,2017,rent_private,0.209459
FRA,2017,rent_subsidised,0.149687
FRA,2018,other,0.030601
FRA,2018,own_mortgage,0.239358
FRA,2018,own_outright,0.380145
FRA,2018,rent_private,0.200747
FRA,2018,rent_subsidised,0.149148
FRA,2019,other,0.027651
FRA,2019,own_mortgage,0.235029
FRA,2019,own_outright,0.370899
FRA,2019,rent_private,0.208371
FRA,2019,rent_subsidised,0.158050
FRA,2020,other,0.023349
FRA,2020,own_mortgage,0.228035
FRA,2020,own_outright,0.383507
FRA,2020,rent_private,0.179455
FRA,2020,rent_subsidised,0.185655
FRA,2021,other,0.021680
FRA,2021,own_mortgage,0.228617
FRA,2021,own_outright,0.382489
FRA,2021,rent_private,0.182833
FRA,2021,rent_subsidised,0.184381
FRA,2022,other,0.022904
FRA,2022,own_mortgage,0.228986
FRA,2022,own_outright,0.375683
FRA,2022,rent_private,0.184365
FRA,2022,rent_subsidised,0.188062
FRA,2023,other,0.020530
FRA,2023,own_mortgage,0.237289
FRA,2023,own_outright,0.364366
FRA,2023,rent_private,0.186831
FRA,2023,rent_subsidised,0.190983
FRA,2024,other,0.022711
FRA,2024,own_mortgage,0.239361
FRA,2024,own_outright,0.346288
FRA,2024,rent_private,0.192342
FRA,2024,rent_subsidised,0.199297
GBR,2010,other,0.006458
GBR,2010,own_mortgage,0.354816
GBR,2010,own_outright,0.315368
GBR,2010,rent_private,0.132742
GBR,2010,rent_subsidised,0.190616
GBR,2011,other,0.004948
GBR,2011,own_mortgage,0.336043
GBR,2011,own_outright,0.317773
GBR,2011,rent_private,0.138001
GBR,2011,rent_subsidised,0.203236
GBR,2012,other,0.004790
GBR,2012,own_mortgage,0.326104
GBR,2012,own_outright,0.333300
GBR,2012,rent_private,0.127839
GBR,2012,rent_subsidised,0.207966
GBR,2013,other,0.012001
GBR,2013,own_mortgage,0.318515
GBR,2013,own_outright,0.336111
GBR,2013,rent_private,0.125758
GBR,2013,rent_subsidised,0.207614
GBR,2014,other,0.014200
GBR,2014,own_mortgage,0.310586
GBR,2014,own_outright,0.343890
GBR,2014,rent_private,0.123906
GBR,2014,rent_subsidised,0.207418
GBR,2015,other,0.003097
GBR,2015,own_mortgage,0.307326
GBR,2015,own_outright,0.356326
GBR,2015,rent_private,0.125509
GBR,2015,rent_subsidised,0.207742
GBR,2016,other,0.004367
GBR,2016,own_mortgage,0.298758
GBR,2016,own_outright,0.363552
GBR,2016,rent_private,0.125586
GBR,2016,rent_subsidised,0.207737
GBR,2017,other,0.006845
GBR,2017,own_mortgage,0.295510
GBR,2017,own_outright,0.365592
GBR,2017,rent_private,0.125032
GBR,2017,rent_subsidised,0.207021
GBR,2018,other,0.006046
GBR,2018,own_mortgage,0.295994
GBR,2018,own_outright,0.370217
GBR,2018,rent_private,0.119947
GBR,2018,rent_subsidised,0.207797
GBR,2019,other,0.006520
GBR,2019,own_mortgage,0.294347
GBR,2019,own_outright,0.373832
GBR,2019,rent_private,0.115984
GBR,2019,rent_subsidised,0.209317
GBR,2020,other,0.015766
GBR,2020,own_mortgage,0.280385
GBR,2020,own_outright,0.392802
GBR,2020,rent_private,0.111371
GBR,2020,rent_subsidised,0.199676
GBR,2021,other,0.010927
GBR,2021,own_mortgage,0.283507
GBR,2021,own_outright,0.393061
GBR,2021,rent_private,0.112490
GBR,2021,rent_subsidised,0.200016
GBR,2022,other,0.008851
GBR,2022,own_mortgage,0.289002
GBR,2022,own_outright,0.394766
GBR,2022,rent_private,0.109834
GBR,2022,rent_subsidised,0.197548
GRC,2010,other,0.045407
GRC,2010,own_mortgage,0.139774
GRC,2010,own_outright,0.590801
GRC,2010,rent_private,0.216610
GRC,2010,rent_subsidised,0.007409
GRC,2011,other,0.056298
GRC,2011,own_mortgage,0.127046
GRC,2011,own_outright,0.590133
GRC,2011,rent_private,0.211041
GRC,2011,rent_subsidised,0.015483
GRC,2012,other,0.051135
GRC,2012,own_mortgage,0.122624
GRC,2012,own_outright,0.607596
GRC,2012,rent_private,0.209790
GRC,2012,rent_subsidised,0.008853
GRC,2013,other,0.054112
GRC,2013,own_mortgage,0.124314
GRC,2013,own_outright,0.604063
GRC,2013,rent_private,0.209737
GRC,2013,rent_subsidised,0.007775
GRC,2014,other,0.063343
GRC,2014,own_mortgage,0.101783
GRC,2014,own_outright,0.618916
GRC,2014,rent_private,0.211536
GRC,2014,rent_subsidised,0.004423
GRC,2015,other,0.053153
GRC,2015,own_mortgage,0.106915
GRC,2015,own_outright,0.622332
GRC,2015,rent_private,0.213399
GRC,2015,rent_subsidised,0.004201
GRC,2016,other,0.058243
GRC,2016,own_mortgage,0.105585
GRC,2016,own_outright,0.618372
GRC,2016,rent_private,0.215977
GRC,2016,rent_subsidised,0.001823
GRC,2017,other,0.062510
GRC,2017,own_mortgage,0.122598
GRC,2017,own_outright,0.597371
GRC,2017,rent_private,0.215532
GRC,2017,rent_subsidised,0.001989
GRC,2018,other,0.059058
GRC,2018,own_mortgage,0.115492
GRC,2018,own_outright,0.607939
GRC,2018,rent_private,0.214976
GRC,2018,rent_subsidised,0.002535
GRC,2019,other,0.050452
GRC,2019,own_mortgage,0.101575
GRC,2019,own_outright,0.630462
GRC,2019,rent_private,0.214706
GRC,2019,rent_subsidised,0.002805
GRC,2020,other,0.056859
GRC,2020,own_mortgage,0.094555
GRC,2020,own_outright,0.631074
GRC,2020,rent_private,0.214133
GRC,2020,rent_subsidised,0.003379
GRC,2021,other,0.062713
GRC,2021,own_mortgage,0.092686
GRC,2021,own_outright,0.627090
GRC,2021,rent_private,0.213194
GRC,2021,rent_subsidised,0.004317
GRC,2022,other,0.067467
GRC,2022,own_mortgage,0.084687
GRC,2022,own_outright,0.630334
GRC,2022,rent_private,0.213336
GRC,2022,rent_subsidised,0.004175
GRC,2023,other,0.073976
GRC,2023,own_mortgage,0.074966
GRC,2023,own_outright,0.605781
GRC,2023,rent_private,0.234242
GRC,2023,rent_subsidised,0.011035
GRC,2024,other,0.072768
GRC,2024,own_mortgage,0.064334
GRC,2024,own_outright,0.617402
GRC,2024,rent_private,0.235606
GRC,2024,rent_subsidised,0.009891
HRV,2016,other,0.067713
HRV,2016,own_mortgage,0.047430
HRV,2016,own_outright,0.850805
HRV,2016,rent_private,0.017861
HRV,2016,rent_subsidised,0.016191
HRV,2017,other,0.064529
HRV,2017,own_mortgage,0.056948
HRV,2017,own_outright,0.847240
HRV,2017,rent_private,0.015321
HRV,2017,rent_subsidised,0.015962
HRV,2018,other,0.069931
HRV,2018,own_mortgage,0.054115
HRV,2018,own_outright,0.842945
HRV,2018,rent_private,0.013257
HRV,2018,rent_subsidised,0.019751
HRV,2019,other,0.073579
HRV,2019,own_mortgage,0.057811
HRV,2019,own_outright,0.832971
HRV,2019,rent_private,0.017801
HRV,2019,rent_subsidised,0.017838
HRV,2020,other,0.058958
HRV,2020,own_mortgage,0.063123
HRV,2020,own_outright,0.849014
HRV,2020,rent_private,0.015798
HRV,2020,rent_subsidised,0.013107
HRV,2021,other,0.071701
HRV,2021,own_mortgage,0.060160
HRV,2021,own_outright,0.841945
HRV,2021,rent_private,0.014904
HRV,2021,rent_subsidised,0.011291
HRV,2022,other,0.063434
HRV,2022,own_mortgage,0.052434
HRV,2022,own_outright,0.858021
HRV,2022,rent_private,0.014036
HRV,2022,rent_subsidised,0.012076
HRV,2023,other,0.066911
HRV,2023,own_mortgage,0.052384
HRV,2023,own_outright,0.852795
HRV,2023,rent_private,0.016702
HRV,2023,rent_subsidised,0.011208
HRV,2024,other,0.065313
HRV,2024,own_mortgage,0.060542
HRV,2024,own_outright,0.842575
HRV,2024,rent_private,0.019474
HRV,2024,rent_subsidised,0.012096
HUN,2010,other,0.056755
HUN,2010,own_mortgage,0.188684
HUN,2010,own_outright,0.692734
HUN,2010,rent_private,0.027427
HUN,2010,rent_subsidised,0.034401
HUN,2011,other,0.049711
HUN,2011,own_mortgage,0.181234
HUN,2011,own_outright,0.701446
HUN,2011,rent_private,0.033651
HUN,2011,rent_subsidised,0.033958
HUN,2012,other,0.040138
HUN,2012,own_mortgage,0.168677
HUN,2012,own_outright,0.723157
HUN,2012,rent_private,0.032964
HUN,2012,rent_subsidised,0.035064
HUN,2013,other,0.046831
HUN,2013,own_mortgage,0.157221
HUN,2013,own_outright,0.727718
HUN,2013,rent_private,0.035240
HUN,2013,rent_subsidised,0.032990
HUN,2014,other,0.049472
HUN,2014,own_mortgage,0.135542
HUN,2014,own_outright,0.736720
HUN,2014,rent_private,0.043097
HUN,2014,rent_subsidised,0.035169
HUN,2015,other,0.083812
HUN,2015,own_mortgage,0.137229
HUN,2015,own_outright,0.697546
HUN,2015,rent_private,0.048186
HUN,2015,rent_subsidised,0.033227
HUN,2016,other,0.057728
HUN,2016,own_mortgage,0.116756
HUN,2016,own_outright,0.742610
HUN,2016,rent_private,0.045738
HUN,2016,rent_subsidised,0.037168
HUN,2017,other,0.060883
HUN,2017,own_mortgage,0.119172
HUN,2017,own_outright,0.728355
HUN,2017,rent_private,0.054490
HUN,2017,rent_subsidised,0.037100
HUN,2018,other,0.062793
HUN,2018,own_mortgage,0.115351
HUN,2018,own_outright,0.732532
HUN,2018,rent_private,0.051904
HUN,2018,rent_subsidised,0.037421
IRL,2010,other,0.013782
IRL,2010,own_mortgage,0.291365
IRL,2010,own_outright,0.438097
IRL,2010,rent_private,0.114021
IRL,2010,rent_subsidised,0.142735
IRL,2011,other,0.015840
IRL,2011,own_mortgage,0.287497
IRL,2011,own_outright,0.416884
IRL,2011,rent_private,0.138899
IRL,2011,rent_subsidised,0.140880
IRL,2012,other,0.021787
IRL,2012,own_mortgage,0.284794
IRL,2012,own_outright,0.409826
IRL,2012,rent_private,0.149793
IRL,2012,rent_subsidised,0.133801
IRL,2013,other,0.015251
IRL,2013,own_mortgage,0.289660
IRL,2013,own_outright,0.414228
IRL,2013,rent_private,0.153381
IRL,2013,rent_subsidised,0.127481
IRL,2014,other,0.028998
IRL,2014,own_mortgage,0.282516
IRL,2014,own_outright,0.411381
IRL,2014,rent_private,0.151711
IRL,2014,rent_subsidised,0.125394
IRL,2015,other,0.040210
IRL,2015,own_mortgage,0.269537
IRL,2015,own_outright,0.439061
IRL,2015,rent_private,0.132558
IRL,2015,rent_subsidised,0.118633
IRL,2016,other,0.024469
IRL,2016,own_mortgage,0.269716
IRL,2016,own_outright,0.457069
IRL,2016,rent_private,0.112541
IRL,2016,rent_subsidised,0.136205
IRL,2017,other,0.033911
IRL,2017,own_mortgage,0.260965
IRL,2017,own_outright,0.455251
IRL,2017,rent_private,0.106481
IRL,2017,rent_subsidised,0.143393
IRL,2018,other,0.013589
IRL,2018,own_mortgage,0.260962
IRL,2018,own_outright,0.453882
IRL,2018,rent_private,0.108834
IRL,2018,rent_subsidised,0.162733
IRL,2019,other,0.006144
IRL,2019,own_mortgage,0.264371
IRL,2019,own_outright,0.432869
IRL,2019,rent_private,0.088112
IRL,2019,rent_subsidised,0.208505
IRL,2020,other,0.016768
IRL,2020,own_mortgage,0.306238
IRL,2020,own_outright,0.385423
IRL,2020,rent_private,0.139639
IRL,2020,rent_subsidised,0.151932
IRL,2021,other,0.020283
IRL,2021,own_mortgage,0.272634
IRL,2021,own_outright,0.415742
IRL,2021,rent_private,0.119560
IRL,2021,rent_subsidised,0.171781
IRL,2022,other,0.018109
IRL,2022,own_mortgage,0.294810
IRL,2022,own_outright,0.388069
IRL,2022,rent_private,0.138763
IRL,2022,rent_subsidised,0.160248
IRL,2023,other,0.018201
IRL,2023,own_mortgage,0.290024
IRL,2023,own_outright,0.390089
IRL,2023,rent_private,0.141580
IRL,2023,rent_subsidised,0.160105
IRL,2024,other,0.018422
IRL,2024,own_mortgage,0.287181
IRL,2024,own_outright,0.394636
IRL,2024,rent_private,0.134476
IRL,2024,rent_subsidised,0.165285
ISL,2010,other,0.018161
ISL,2010,own_mortgage,0.593971
ISL,2010,own_outright,0.159690
ISL,2010,rent_private,0.137496
ISL,2010,rent_subsidised,0.090681
ISL,2011,other,0.032079
ISL,2011,own_mortgage,0.545080
ISL,2011,own_outright,0.175630
ISL,2011,rent_private,0.131135
ISL,2011,rent_subsidised,0.116077
ISL,2012,other,0.028004
ISL,2012,own_mortgage,0.544501
ISL,2012,own_outright,0.174414
ISL,2012,rent_private,0.151992
ISL,2012,rent_subsidised,0.101089
ISL,2013,other,0.023007
ISL,2013,own_mortgage,0.552341
ISL,2013,own_outright,0.175565
ISL,2013,rent_private,0.141934
ISL,2013,rent_subsidised,0.107153
ISL,2014,other,0.013833
ISL,2014,own_mortgage,0.550636
ISL,2014,own_outright,0.189216
ISL,2014,rent_private,0.147694
ISL,2014,rent_subsidised,0.098621
ISL,2015,other,0.024182
ISL,2015,own_mortgage,0.546158
ISL,2015,own_outright,0.182047
ISL,2015,rent_private,0.135778
ISL,2015,rent_subsidised,0.111835
ISL,2016,other,0.024593
ISL,2016,own_mortgage,0.555387
ISL,2016,own_outright,0.178756
ISL,2016,rent_private,0.120925
ISL,2016,rent_subsidised,0.120340
ISL,2018,other,0.033608
ISL,2018,own_mortgage,0.485824
ISL,2018,own_outright,0.186691
ISL,2018,rent_private,0.166521
ISL,2018,rent_subsidised,0.127357
ISL,2019,other,0.026552
ISL,2019,own_mortgage,0.567473
ISL,2019,own_outright,0.206108
ISL,2019,rent_private,0.124316
ISL,2019,rent_subsidised,0.075551
ISL,2020,other,0.024126
ISL,2020,own_mortgage,0.591613
ISL,2020,own_outright,0.191920
ISL,2020,rent_private,0.127731
ISL,2020,rent_subsidised,0.064610
ITA,2010,other,0.097269
ITA,2010,own_mortgage,0.136203
ITA,2010,own_outright,0.576242
ITA,2010,rent_private,0.141844
ITA,2010,rent_subsidised,0.048442
ITA,2011,other,0.099941
ITA,2011,own_mortgage,0.131181
ITA,2011,own_outright,0.585397
ITA,2011,rent_private,0.136515
ITA,2011,rent_subsidised,0.046966
ITA,2012,other,0.084767
ITA,2012,own_mortgage,0.134124
ITA,2012,own_outright,0.599189
ITA,2012,rent_private,0.134015
ITA,2012,rent_subsidised,0.047905
ITA,2013,other,0.095302
ITA,2013,own_mortgage,0.141759
ITA,2013,own_outright,0.578297
ITA,2013,rent_private,0.142715
ITA,2013,rent_subsidised,0.041927
ITA,2014,other,0.096345
ITA,2014,own_mortgage,0.142386
ITA,2014,own_outright,0.575774
ITA,2014,rent_private,0.145029
ITA,2014,rent_subsidised,0.040467
ITA,2015,other,0.089650
ITA,2015,own_mortgage,0.137709
ITA,2015,own_outright,0.582648
ITA,2015,rent_private,0.152700
ITA,2015,rent_subsidised,0.037292
ITA,2016,other,0.090802
ITA,2016,own_mortgage,0.126396
ITA,2016,own_outright,0.585630
ITA,2016,rent_private,0.172206
ITA,2016,rent_subsidised,0.024966
ITA,2017,other,0.084710
ITA,2017,own_mortgage,0.109000
ITA,2017,own_outright,0.605687
ITA,2017,rent_private,0.182686
ITA,2017,rent_subsidised,0.017916
ITA,2018,other,0.079582
ITA,2018,own_mortgage,0.102933
ITA,2018,own_outright,0.609731
ITA,2018,rent_private,0.190683
ITA,2018,rent_subsidised,0.017072
ITA,2019,other,0.071905
ITA,2019,own_mortgage,0.107855
ITA,2019,own_outright,0.607756
ITA,2019,rent_private,0.193666
ITA,2019,rent_subsidised,0.018818
ITA,2020,other,0.069686
ITA,2020,own_mortgage,0.122253
ITA,2020,own_outright,0.618192
ITA,2020,rent_private,0.171182
ITA,2020,rent_subsidised,0.018687
ITA,2021,other,0.070609
ITA,2021,own_mortgage,0.125574
ITA,2021,own_outright,0.599223
ITA,2021,rent_private,0.179401
ITA,2021,rent_subsidised,0.025192
ITA,2022,other,0.072760
ITA,2022,own_mortgage,0.117101
ITA,2022,own_outright,0.613894
ITA,2022,rent_private,0.172650
ITA,2022,rent_subsidised,0.023595
ITA,2023,other,0.066997
ITA,2023,own_mortgage,0.107136
ITA,2023,own_outright,0.632341
ITA,2023,rent_private,0.172590
ITA,2023,rent_subsidised,0.020935
ITA,2024,other,0.064376
ITA,2024,own_mortgage,0.100282
ITA,2024,own_outright,0.651731
ITA,2024,rent_private,0.162490
ITA,2024,rent_subsidised,0.021122
KOR,2010,other,0.026592
KOR,2010,own_mortgage,0.201687
KOR,2010,own_outright,0.340823
KOR,2010,rent_private,0.377966
KOR,2010,rent_subsidised,0.052931
KOR,2012,other,0.028365
KOR,2012,own_mortgage,0.117310
KOR,2012,own_outright,0.420521
KOR,2012,rent_private,0.342057
KOR,2012,rent_subsidised,0.091747
KOR,2014,other,0.028435
KOR,2014,own_mortgage,0.158046
KOR,2014,own_outright,0.378385
KOR,2014,rent_private,0.384088
KOR,2014,rent_subsidised,0.051046
KOR,2016,other,0.039458
KOR,2016,own_mortgage,0.161109
KOR,2016,own_outright,0.417874
KOR,2016,rent_private,0.342085
KOR,2016,rent_subsidised,0.039473
KOR,2017,other,0.038062
KOR,2017,own_mortgage,0.144437
KOR,2017,own_outright,0.447080
KOR,2017,rent_private,0.321585
KOR,2017,rent_subsidised,0.048836
KOR,2018,other,0.038620
KOR,2018,own_outright,0.587062
KOR,2018,rent_private,0.322425
KOR,2018,rent_subsidised,0.051894
KOR,2019,other,0.038212
KOR,2019,own_outright,0.591182
KOR,2019,rent_private,0.320112
KOR,2019,rent_subsidised,0.050493
KOR,2020,other,0.038001
KOR,2020,own_outright,0.586943
KOR,2020,rent_private,0.323402
KOR,2020,rent_subsidised,0.051654
KOR,2021,other,0.035852
KOR,2021,own_outright,0.580482
KOR,2021,rent_private,0.329267
KOR,2021,rent_subsidised,0.054399
KOR,2022,other,0.036081
KOR,2022,own_outright,0.582385
KOR,2022,rent_private,0.330643
KOR,2022,rent_subsidised,0.050891
KOR,2023,other,0.036465
KOR,2023,own_outright,0.580236
KOR,2023,rent_private,0.333560
KOR,2023,rent_subsidised,0.049739
LTU,2010,other,0.038776
LTU,2010,own_mortgage,0.054528
LTU,2010,own_outright,0.882524
LTU,2010,rent_private,0.012795
LTU,2010,rent_subsidised,0.011376
LTU,2011,other,0.053681
LTU,2011,own_mortgage,0.050386
LTU,2011,own_outright,0.869805
LTU,2011,rent_private,0.014028
LTU,2011,rent_subsidised,0.012099
LTU,2012,other,0.051275
LTU,2012,own_mortgage,0.047675
LTU,2012,own_outright,0.869787
LTU,2012,rent_private,0.014594
LTU,2012,rent_subsidised,0.016669
LTU,2013,other,0.058671
LTU,2013,own_mortgage,0.060252
LTU,2013,own_outright,0.852441
LTU,2013,rent_private,0.013583
LTU,2013,rent_subsidised,0.015054
LTU,2014,other,0.066491
LTU,2014,own_mortgage,0.057312
LTU,2014,own_outright,0.841946
LTU,2014,rent_private,0.015771
LTU,2014,rent_subsidised,0.018480
LTU,2015,other,0.070449
LTU,2015,own_mortgage,0.056773
LTU,2015,own_outright,0.840006
LTU,2015,rent_private,0.013561
LTU,2015,rent_subsidised,0.019211
LTU,2016,other,0.065679
LTU,2016,own_mortgage,0.075001
LTU,2016,own_outright,0.823598
LTU,2016,rent_private,0.018558
LTU,2016,rent_subsidised,0.017163
LTU,2017,other,0.070062
LTU,2017,own_mortgage,0.080097
LTU,2017,own_outright,0.809526
LTU,2017,rent_private,0.018472
LTU,2017,rent_subsidised,0.021842
LTU,2018,other,0.072169
LTU,2018,own_mortgage,0.092296
LTU,2018,own_outright,0.800470
LTU,2018,rent_private,0.014438
LTU,2018,rent_subsidised,0.020627
LTU,2019,other,0.069382
LTU,2019,own_mortgage,0.090590
LTU,2019,own_outright,0.812141
LTU,2019,rent_private,0.011688
LTU,2019,rent_subsidised,0.016199
LTU,2020,other,0.084410
LTU,2020,own_mortgage,0.110073
LTU,2020,own_outright,0.778143
LTU,2020,rent_private,0.013185
LTU,2020,rent_subsidised,0.014189
LTU,2021,other,0.079090
LTU,2021,own_mortgage,0.125451
LTU,2021,own_outright,0.772166
