iso3,year,measure,share
NLD,2014,rent_burden,0.284315
NLD,2015,mortgage_burden,0.190090
NLD,2015,rent_burden,0.299271
NLD,2016,mortgage_burden,0.172181
NLD,2016,rent_burden,0.305349
NLD,2017,mortgage_burden,0.160568
NLD,2017,rent_burden,0.301237
NLD,2018,mortgage_burden,0.154361
NLD,2018,rent_burden,0.302629
NLD,2019,mortgage_burden,0.139143
NLD,2019,rent_burden,0.299780
NLD,2020,mortgage_burden,0.133661
NLD,2020,rent_burden,0.296951
NLD,2021,mortgage_burden,0.136842
NLD,2021,rent_burden,0.289873
NLD,2022,mortgage_burden,0.129423
NLD,2022,rent_burden,0.288492
NLD,2023,mortgage_burden,0.111320
NLD,2023,rent_burden,0.281302
NLD,2024,mortgage_burden,0.111721
NLD,2024,rent_burden,0.254990
NOR,2010,mortgage_burden,0.151453
NOR,2010,rent_burden,0.275192
NOR,2011,mortgage_burden,0.156045
NOR,2011,rent_burden,0.271609
NOR,2012,mortgage_burden,0.157774
NOR,2012,rent_burden,0.262437
NOR,2013,mortgage_burden,0.161575
NOR,2013,rent_burden,0.288481
NOR,2014,mortgage_burden,0.199879
NOR,2014,rent_burden,0.307927
NOR,2015,mortgage_burden,0.192282
NOR,2015,rent_burden,0.330001
NOR,2016,mortgage_burden,0.183207
NOR,2016,rent_burden,0.322775
NOR,2017,mortgage_burden,0.174362
NOR,2017,rent_burden,0.281148
NOR,2018,mortgage_burden,0.175558
NOR,2018,rent_burden,0.303325
NOR,2019,mortgage_burden,0.172855
NOR,2019,rent_burden,0.293161
NOR,2020,mortgage_burden,0.179497
NOR,2020,rent_burden,0.292227
NOR,2022,mortgage_burden,0.173036
NOR,2022,rent_burden,0.293113
NOR,2023,mortgage_burden,0.170904
NOR,2023,rent_burden,0.283662
NOR,2024,mortgage_burden,0.212310
NOR,2024,rent_burden,0.284585
NZL,2010,mortgage_burden,0.148000
NZL,2010,rent_burden,0.246000
NZL,2011,mortgage_burden,0.150000
NZL,2011,rent_burden,0.279000
NZL,2012,mortgage_burden,0.151000
NZL,2012,rent_burden,0.265000
NZL,2013,mortgage_burden,0.135000
NZL,2013,rent_burden,0.259000
NZL,2014,mortgage_burden,0.149000
NZL,2014,rent_burden,0.271000
NZL,2015,mortgage_burden,0.149000
NZL,2015,rent_burden,0.260000
NZL,2016,mortgage_burden,0.161000
NZL,2016,rent_burden,0.278000
NZL,2017,mortgage_burden,0.157000
NZL,2017,rent_burden,0.259000
POL,2010,mortgage_burden,0.104835
POL,2010,rent_burden,0.166117
POL,2011,mortgage_burden,0.182062
POL,2011,rent_burden,0.159859
POL,2012,mortgage_burden,0.185109
POL,2012,rent_burden,0.170530
POL,2013,mortgage_burden,0.186894
POL,2013,rent_burden,0.180322
POL,2014,mortgage_burden,0.163082
POL,2014,rent_burden,0.179638
POL,2015,mortgage_burden,0.182648
POL,2015,rent_burden,0.176852
POL,2016,mortgage_burden,0.153985
POL,2016,rent_burden,0.175644
POL,2017,mortgage_burden,0.141828
POL,2017,rent_burden,0.187012
POL,2018,mortgage_burden,0.136422
POL,2018,rent_burden,0.209155
POL,2019,mortgage_burden,0.142973
POL,2019,rent_burden,0.200675
POL,2020,mortgage_burden,0.130016
POL,2020,rent_burden,0.198671
POL,2021,mortgage_burden,0.120026
POL,2021,rent_burden,0.184354
POL,2022,mortgage_burden,0.121435
POL,2022,rent_burden,0.177778
POL,2023,mortgage_burden,0.124039
POL,2023,rent_burden,0.175439
POL,2024,mortgage_burden,0.143736
POL,2024,rent_burden,0.179815
PRT,2010,mortgage_burden,0.207706
PRT,2010,rent_burden,0.104369
PRT,2011,mortgage_burden,0.172403
PRT,2011,rent_burden,0.110079
PRT,2012,mortgage_burden,0.193040
PRT,2012,rent_burden,0.150823
PRT,2013,mortgage_burden,0.192142
PRT,2013,rent_burden,0.152498
PRT,2014,mortgage_burden,0.177895
PRT,2014,rent_burden,0.171744
PRT,2015,mortgage_burden,0.174550
PRT,2015,rent_burden,0.185185
PRT,2016,mortgage_burden,0.164837
PRT,2016,rent_burden,0.182214
PRT,2017,mortgage_burden,0.158237
PRT,2017,rent_burden,0.180282
PRT,2018,mortgage_burden,0.155545
PRT,2018,rent_burden,0.179295
PRT,2019,mortgage_burden,0.149401
PRT,2019,rent_burden,0.179806
PRT,2020,mortgage_burden,0.144227
PRT,2020,rent_burden,0.164835
PRT,2021,mortgage_burden,0.136120
PRT,2021,rent_burden,0.164200
PRT,2022,mortgage_burden,0.177792
PRT,2022,rent_burden,0.178201
PRT,2023,mortgage_burden,0.166231
PRT,2023,rent_burden,0.181971
PRT,2024,mortgage_burden,0.234454
PRT,2024,rent_burden,0.205479
ROU,2010,rent_burden,0.240524
ROU,2011,rent_burden,0.245413
ROU,2013,rent_burden,0.215563
ROU,2018,rent_burden,0.210494
ROU,2019,rent_burden,0.193945
ROU,2020,rent_burden,0.173065
ROU,2021,rent_burden,0.182094
ROU,2022,rent_burden,0.203862
ROU,2023,rent_burden,0.208570
ROU,2024,mortgage_burden,0.103727
ROU,2024,rent_burden,0.199610
SVK,2010,mortgage_burden,0.131243
SVK,2010,rent_burden,0.107820
SVK,2011,mortgage_burden,0.136879
SVK,2011,rent_burden,0.112975
SVK,2012,mortgage_burden,0.140612
SVK,2012,rent_burden,0.111860
SVK,2013,mortgage_burden,0.155476
SVK,2013,rent_burden,0.111606
SVK,2014,mortgage_burden,0.165127
SVK,2014,rent_burden,0.125938
SVK,2015,mortgage_burden,0.169849
SVK,2015,rent_burden,0.115047
SVK,2016,mortgage_burden,0.167889
SVK,2016,rent_burden,0.139712
SVK,2017,mortgage_burden,0.163534
SVK,2017,rent_burden,0.162583
SVK,2018,mortgage_burden,0.155839
SVK,2018,rent_burden,0.113784
SVK,2019,mortgage_burden,0.142114
SVK,2019,rent_burden,0.136207
SVK,2020,mortgage_burden,0.139670
SVK,2020,rent_burden,0.187065
SVK,2021,mortgage_burden,0.145612
SVK,2021,rent_burden,0.252680
SVK,2022,mortgage_burden,0.135585
SVK,2022,rent_burden,0.224291
SVK,2023,mortgage_burden,0.142240
SVK,2023,rent_burden,0.230623
SVK,2024,mortgage_burden,0.132712
SVK,2024,rent_burden,0.218941
SVN,2010,mortgage_burden,0.170308
SVN,2010,rent_burden,0.127522
SVN,2011,mortgage_burden,0.174687
SVN,2011,rent_burden,0.132627
SVN,2012,mortgage_burden,0.175312
SVN,2012,rent_burden,0.140316
SVN,2013,mortgage_burden,0.185524
SVN,2013,rent_burden,0.155285
SVN,2014,mortgage_burden,0.183774
SVN,2014,rent_burden,0.152672
SVN,2015,mortgage_burden,0.178054
SVN,2015,rent_burden,0.145184
SVN,2016,mortgage_burden,0.177909
SVN,2016,rent_burden,0.157156
SVN,2017,mortgage_burden,0.168149
SVN,2017,rent_burden,0.152335
SVN,2018,mortgage_burden,0.162257
SVN,2018,rent_burden,0.156856
SVN,2019,mortgage_burden,0.148556
SVN,2019,rent_burden,0.154206
SVN,2020,mortgage_burden,0.142716
SVN,2020,rent_burden,0.140327
SVN,2021,mortgage_burden,0.135445
SVN,2021,rent_burden,0.145455
SVN,2022,mortgage_burden,0.128058
SVN,2022,rent_burden,0.148831
SVN,2023,mortgage_burden,0.126356
SVN,2023,rent_burden,0.154136
SVN,2024,mortgage_burden,0.126049
SVN,2024,rent_burden,0.153649
SWE,2010,rent_burden,0.284874
SWE,2011,rent_burden,0.280346
SWE,2012,mortgage_burden,0.095119
SWE,2012,rent_burden,0.282410
SWE,2013,mortgage_burden,0.095831
SWE,2013,rent_burden,0.284993
SWE,2014,mortgage_burden,0.083159
SWE,2014,rent_burden,0.285192
SWE,2015,mortgage_burden,0.080646
SWE,2015,rent_burden,0.291702
SWE,2016,mortgage_burden,0.078778
SWE,2016,rent_burden,0.288599
SWE,2017,mortgage_burden,0.078388
SWE,2017,rent_burden,0.297346
SWE,2018,mortgage_burden,0.076330
SWE,2018,rent_burden,0.294757
SWE,2019,mortgage_burden,0.075946
SWE,2019,rent_burden,0.298181
SWE,2020,mortgage_burden,0.079592
SWE,2020,rent_burden,0.292954
SWE,2021,mortgage_burden,0.075983
SWE,2021,rent_burden,0.294063
SWE,2022,mortgage_burden,0.070297
SWE,2022,rent_burden,0.291965
SWE,2023,mortgage_burden,0.072576
SWE,2023,rent_burden,0.293105
SWE,2024,mortgage_burden,0.087704
SWE,2024,rent_burden,0.283042
TUR,2010,rent_burden,0.229565
TUR,2011,rent_burden,0.225381
TUR,2012,rent_burden,0.215139
TUR,2013,rent_burden,0.210624
TUR,2014,rent_burden,0.201840
TUR,2015,rent_burden,0.196498
TUR,2016,rent_burden,0.198787
TUR,2017,rent_burden,0.193056
TUR,2018,rent_burden,0.198795
TUR,2019,rent_burden,0.195856
TUR,2020,rent_burden,0.186667
USA,2010,mortgage_burden,0.177778
USA,2010,rent_burden,0.240000
USA,2011,mortgage_burden,0.173585
USA,2011,rent_burden,0.242857
USA,2012,mortgage_burden,0.167250
USA,2012,rent_burden,0.240000
USA,2013,mortgage_burden,0.159787
USA,2013,rent_burden,0.240000
USA,2014,mortgage_burden,0.156000
USA,2014,rent_burden,0.240000
USA,2015,mortgage_burden,0.154455
USA,2015,rent_burden,0.237000
USA,2016,mortgage_burden,0.152381
USA,2016,rent_burden,0.236220
USA,2017,mortgage_burden,0.151574
USA,2017,rent_burden,0.236418
USA,2018,mortgage_burden,0.150968
USA,2018,rent_burden,0.235941
USA,2019,mortgage_burden,0.150000
USA,2019,rent_burden,0.233387
USA,2020,mortgage_burden,0.151111
USA,2020,rent_burden,0.234146
USA,2021,mortgage_burden,0.150000
USA,2021,rent_burden,0.240000
USA,2022,mortgage_burden,0.149606
USA,2022,rent_burden,0.243172
USA,2023,mortgage_burden,0.151309
USA,2023,rent_burden,0.243750
