industry,asset,year,value
3310,RD11,2024,0.0
3310,RD12,2023,0.0
3310,RD12,2024,0.0
3310,RD21,2023,0.0
3310,RD21,2024,0.0
3310,RD22,2023,0.0
3310,RD22,2024,0.0
3310,RD23,2023,0.0
3310,RD23,2024,0.0
3310,RD24,2023,0.0
3310,RD24,2024,0.0
3310,RD25,2023,0.0
3310,RD25,2024,0.0
3310,RD31,2023,0.0
3310,RD31,2024,0.0
3310,RD32,2023,0.0
3310,RD32,2024,0.0
3310,RD40,2023,0.0
3310,RD40,2024,0.0
3310,RD50,2023,0.0
3310,RD50,2024,0.0
3310,RD60,2023,0.0
3310,RD60,2024,0.0
3310,RD70,2023,0.0
3310,RD70,2024,0.0
3310,RD80,2023,0.0
3310,RD80,2024,0.0
3310,RD91,2023,0.0
3310,RD91,2024,0.0
3310,RD92,2023,0.0
3310,RD92,2024,0.0
3310,RDOM,2023,21002.0
3310,RDOM,2024,22019.0
3310,SB10,2023,0.0
3310,SB10,2024,0.0
3310,SB20,2023,0.0
3310,SB20,2024,0.0
3310,SB31,2023,0.0
3310,SB31,2024,0.0
3310,SB32,2023,0.0
3310,SB32,2024,0.0
3310,SB41,2023,0.0
3310,SB41,2024,0.0
3310,SB42,2023,0.0
3310,SB42,2024,0.0
3310,SB43,2023,7.0
3310,SB43,2024,7.0
3310,SB44,2023,0.0
3310,SB44,2024,0.0
3310,SB45,2023,0.0
3310,SB45,2024,0.0
3310,SB46,2023,4.0
3310,SB46,2024,4.0
3310,SC01,2023,1317.0
3310,SC01,2024,1323.0
3310,SC02,2023,212.0
3310,SC02,2024,208.0
3310,SC03,2023,0.0
3310,SC03,2024,0.0
3310,SC04,2023,0.0
3310,SC04,2024,0.0
3310,SI00,2023,99114.0
3310,SI00,2024,100105.0
3310,SM01,2023,21.0
3310,SM01,2024,19.0
3310,SM02,2023,9.0
3310,SM02,2024,9.0
3310,SN00,2023,0.0
3310,SN00,2024,0.0
3310,SO01,2023,103.0
3310,SO01,2024,103.0
3310,SO02,2023,38.0
3310,SO02,2024,37.0
3310,SO03,2023,0.0
3310,SO03,2024,0.0
3310,SO04,2023,270.0
3310,SO04,2024,270.0
3310,SOMO,2023,0.0
3310,SOMO,2024,0.0
3310,SOO1,2023,8355.0
3310,SOO1,2024,8365.0
3310,SOO2,2023,0.0
3310,SOO2,2024,0.0
3310,ST00,2023,109520.0
3310,ST00,2024,110519.0
3310,SU11,2023,0.0
3310,SU11,2024,0.0
3310,SU12,2023,0.0
3310,SU12,2024,0.0
3310,SU20,2023,14.0
3310,SU20,2024,14.0
3310,SU30,2023,18.0
3310,SU30,2024,17.0
3310,SU40,2023,22.0
3310,SU40,2024,21.0
3310,SU50,2023,12.0
3310,SU50,2024,11.0
3310,SU60,2023,5.0
3310,SU60,2024,5.0
3320,AE10,2023,0.0
3320,AE10,2024,0.0
3320,AE20,2023,0.0
3320,AE20,2024,0.0
3320,AE30,2023,0.0
3320,AE30,2024,0.0
3320,AE40,2023,0.0
3320,AE40,2024,0.0
3320,AE50,2023,0.0
3320,AE50,2024,0.0
3320,EI11,2023,0.0
3320,EI11,2024,0.0
3320,EI12,2023,37004.0
3320,EI12,2024,39501.0
3320,EI21,2023,61.0
3320,EI21,2024,59.0
3320,EI22,2023,24.0
3320,EI22,2024,19.0
3320,EI30,2023,77083.0
3320,EI30,2024,78488.0
3320,EI40,2023,1434.0
3320,EI40,2024,1456.0
3320,EI50,2023,22888.0
3320,EI50,2024,23674.0
3320,EI60,2023,2358.0
3320,EI60,2024,2271.0
3320,ENS1,2023,597.0
3320,ENS1,2024,652.0
3320,ENS2,2023,932.0
3320,ENS2,2024,958.0
3320,ENS3,2023,289.0
3320,ENS3,2024,291.0
3320,EO11,2023,0.0
3320,EO11,2024,0.0
3320,EO12,2023,651.0
3320,EO12,2024,620.0
3320,EO21,2023,4.0
3320,EO21,2024,3.0
3320,EO22,2023,59.0
3320,EO22,2024,61.0
3320,EO30,2023,0.0
3320,EO30,2024,0.0
3320,EO40,2023,888.0
3320,EO40,2024,903.0
3320,EO50,2023,115.0
3320,EO50,2024,111.0
3320,EO60,2023,745.0
3320,EO60,2024,754.0
3320,EO71,2023,5.0
3320,EO71,2024,5.0
3320,EO72,2023,42.0
3320,EO72,2024,43.0
3320,EO80,2023,1380.0
3320,EO80,2024,1394.0
3320,EP12,2023,11.0
3320,EP12,2024,11.0
3320,EP1A,2023,19.0
3320,EP1A,2024,21.0
3320,EP1B,2023,133.0
3320,EP1B,2024,131.0
3320,EP1C,2023,0.0
3320,EP1C,2024,0.0
3320,EP1D,2023,15.0
3320,EP1D,2024,16.0
3320,EP1E,2023,33.0
3320,EP1E,2024,31.0
3320,EP1F,2023,0.0
3320,EP1F,2024,0.0
3320,EP1G,2023,9.0
3320,EP1G,2024,9.0
3320,EP1H,2023,215.0
3320,EP1H,2024,212.0
3320,EP20,2023,362.0
3320,EP20,2024,360.0
3320,EP31,2023,89.0
3320,EP31,2024,88.0
3320,EP34,2023,5.0
3320,EP34,2024,4.0
3320,EP35,2023,606.0
3320,EP35,2024,625.0
3320,EP36,2023,819.0
3320,EP36,2024,794.0
3320,EQ00,2023,150269.0
3320,EQ00,2024,154827.0
3320,ET11,2023,1746.0
3320,ET11,2024,1762.0
3320,ET12,2023,881.0
3320,ET12,2024,843.0
3320,ET20,2023,220.0
3320,ET20,2024,199.0
3320,ET30,2023,153.0
3320,ET30,2024,146.0
3320,ET40,2023,213.0
3320,ET40,2024,214.0
3320,ET50,2023,0.0
3320,ET50,2024,0.0
3320,IP00,2023,31696.0
3320,IP00,2024,33226.0
3320,RD11,2023,0.0
3320,RD11,2024,0.0
3320,RD12,2023,0.0
3320,RD12,2024,0.0
3320,RD21,2023,0.0
3320,RD21,2024,0.0
3320,RD22,2023,0.0
3320,RD22,2024,0.0
3320,RD23,2023,0.0
3320,RD23,2024,0.0
3320,RD24,2023,0.0
3320,RD24,2024,0.0
3320,RD25,2023,0.0
3320,RD25,2024,0.0
3320,RD31,2023,0.0
3320,RD31,2024,0.0
3320,RD32,2023,0.0
3320,RD32,2024,0.0
3320,RD40,2023,0.0
3320,RD40,2024,0.0
3320,RD50,2023,0.0
3320,RD50,2024,0.0
3320,RD60,2023,0.0
3320,RD60,2024,0.0
3320,RD70,2023,0.0
3320,RD70,2024,0.0
3320,RD80,2023,0.0
3320,RD80,2024,0.0
3320,RD91,2023,0.0
3320,RD91,2024,0.0
3320,RD92,2023,0.0
3320,RD92,2024,0.0
3320,RDOM,2023,29878.0
3320,RDOM,2024,31325.0
3320,SB10,2023,0.0
3320,SB10,2024,0.0
3320,SB20,2023,5.0
3320,SB20,2024,5.0
3320,SB31,2023,0.0
3320,SB31,2024,0.0
3320,SB32,2023,0.0
3320,SB32,2024,0.0
3320,SB41,2023,0.0
3320,SB41,2024,0.0
3320,SB42,2023,0.0
3320,SB42,2024,0.0
3320,SB43,2023,0.0
3320,SB43,2024,0.0
3320,SB44,2023,0.0
3320,SB44,2024,0.0
3320,SB45,2023,0.0
3320,SB45,2024,0.0
3320,SB46,2023,0.0
3320,SB46,2024,0.0
3320,SC01,2023,3581.0
3320,SC01,2024,3596.0
3320,SC02,2023,302.0
3320,SC02,2024,297.0
3320,SC03,2023,172.0
3320,SC03,2024,169.0
3320,SC04,2023,0.0
3320,SC04,2024,0.0
3320,SI00,2023,91980.0
3320,SI00,2024,93142.0
3320,SM01,2023,0.0
3320,SM01,2024,0.0
3320,SM02,2023,0.0
3320,SM02,2024,0.0
3320,SN00,2023,0.0
3320,SN00,2024,0.0
3320,SO01,2023,53.0
3320,SO01,2024,53.0
3320,SO02,2023,19.0
3320,SO02,2024,19.0
3320,SO03,2023,0.0
3320,SO03,2024,0.0
3320,SO04,2023,104.0
3320,SO04,2024,104.0
3320,SOMO,2023,5.0
3320,SOMO,2024,5.0
3320,SOO1,2023,6996.0
3320,SOO1,2024,7003.0
3320,SOO2,2023,0.0
3320,SOO2,2024,0.0
3320,ST00,2023,103266.0
3320,ST00,2024,104439.0
3320,SU11,2023,0.0
3320,SU11,2024,0.0
3320,SU12,2023,0.0
3320,SU12,2024,0.0
3320,SU20,2023,14.0
3320,SU20,2024,13.0
3320,SU30,2023,22.0
3320,SU30,2024,21.0
3320,SU40,2023,0.0
3320,SU40,2024,0.0
3320,SU50,2023,0.0
3320,SU50,2024,0.0
3320,SU60,2023,13.0
3320,SU60,2024,13.0
3330,AE10,2023,0.0
3330,AE10,2024,0.0
3330,AE20,2023,0.0
3330,AE20,2024,0.0
3330,AE30,2023,0.0
3330,AE30,2024,0.0
3330,AE40,2023,0.0
3330,AE40,2024,0.0
3330,AE50,2023,0.0
3330,AE50,2024,0.0
3330,EI11,2023,0.0
3330,EI11,2024,0.0
3330,EI12,2023,7568.0
3330,EI12,2024,8262.0
3330,EI21,2023,708.0
3330,EI21,2024,718.0
3330,EI22,2023,2728.0
3330,EI22,2024,2783.0
3330,EI30,2023,52410.0
3330,EI30,2024,53285.0
3330,EI40,2023,4513.0
3330,EI40,2024,4619.0
3330,EI50,2023,34807.0
3330,EI50,2024,35965.0
3330,EI60,2023,4853.0
3330,EI60,2024,4726.0
3330,ENS1,2023,1509.0
3330,ENS1,2024,1688.0
3330,ENS2,2023,2297.0
3330,ENS2,2024,2414.0
3330,ENS3,2023,768.0
3330,ENS3,2024,795.0
3330,EO11,2023,0.0
3330,EO11,2024,0.0
3330,EO12,2023,1462.0
3330,EO12,2024,1447.0
3330,EO21,2023,233.0
3330,EO21,2024,236.0
3330,EO22,2023,138.0
3330,EO22,2024,144.0
3330,EO30,2023,0.0
3330,EO30,2024,0.0
3330,EO40,2023,2165.0
3330,EO40,2024,2222.0
3330,EO50,2023,973.0
3330,EO50,2024,960.0
3330,EO60,2023,944.0
3330,EO60,2024,936.0
3330,EO71,2023,0.0
3330,EO71,2024,0.0
3330,EO72,2023,147.0
3330,EO72,2024,138.0
3330,EO80,2023,4154.0
3330,EO80,2024,4277.0
3330,EP12,2023,9.0
3330,EP12,2024,8.0
3330,EP1A,2023,37.0
3330,EP1A,2024,42.0
3330,EP1B,2023,254.0
3330,EP1B,2024,260.0
3330,EP1C,2023,0.0
3330,EP1C,2024,0.0
3330,EP1D,2023,28.0
3330,EP1D,2024,31.0
3330,EP1E,2023,62.0
3330,EP1E,2024,59.0
3330,EP1F,2023,0.0
3330,EP1F,2024,0.0
3330,EP1G,2023,16.0
3330,EP1G,2024,17.0
3330,EP1H,2023,439.0
3330,EP1H,2024,446.0
3330,EP20,2023,1014.0
3330,EP20,2024,1036.0
3330,EP31,2023,126.0
3330,EP31,2024,125.0
3330,EP34,2023,65.0
3330,EP34,2024,60.0
3330,EP35,2023,6.0
3330,EP35,2024,5.0
3330,EP36,2023,3399.0
3330,EP36,2024,3388.0
3330,EQ00,2023,126222.0
3330,EQ00,2024,129262.0
3330,ET11,2023,1324.0
3330,ET11,2024,1401.0
3330,ET12,2023,347.0
3330,ET12,2024,323.0
3330,ET20,2023,177.0
3330,ET20,2024,179.0
3330,ET30,2023,1069.0
3330,ET30,2024,1116.0
3330,ET40,2023,27.0
3330,ET40,2024,26.0
3330,ET50,2023,21.0
3330,ET50,2024,20.0
3330,IP00,2023,88275.0
3330,IP00,2024,92651.0
3330,RD11,2023,0.0
3330,RD11,2024,0.0
3330,RD12,2023,0.0
3330,RD12,2024,0.0
3330,RD21,2023,0.0
3330,RD21,2024,0.0
3330,RD22,2023,0.0
3330,RD22,2024,0.0
3330,RD23,2023,0.0
3330,RD23,2024,0.0
3330,RD24,2023,0.0
3330,RD24,2024,0.0
3330,RD25,2023,0.0
3330,RD25,2024,0.0
3330,RD31,2023,0.0
3330,RD31,2024,0.0
3330,RD32,2023,0.0
3330,RD32,2024,0.0
3330,RD40,2023,0.0
3330,RD40,2024,0.0
3330,RD50,2023,0.0
3330,RD50,2024,0.0
3330,RD60,2023,0.0
3330,RD60,2024,0.0
3330,RD70,2023,0.0
3330,RD70,2024,0.0
3330,RD80,2023,0.0
3330,RD80,2024,0.0
3330,RD91,2023,0.0
3330,RD91,2024,0.0
3330,RD92,2023,0.0
3330,RD92,2024,0.0
3330,RDOM,2023,83701.0
3330,RDOM,2024,87754.0
3330,SB10,2023,0.0
3330,SB10,2024,0.0
3330,SB20,2023,58.0
3330,SB20,2024,61.0
3330,SB31,2023,0.0
3330,SB31,2024,0.0
3330,SB32,2023,0.0
3330,SB32,2024,0.0
3330,SB41,2023,0.0
3330,SB41,2024,0.0
3330,SB42,2023,35.0
3330,SB42,2024,35.0
3330,SB43,2023,17.0
3330,SB43,2024,17.0
3330,SB44,2023,0.0
3330,SB44,2024,0.0
3330,SB45,2023,0.0
3330,SB45,2024,0.0
3330,SB46,2023,0.0
3330,SB46,2024,0.0
3330,SC01,2023,6435.0
3330,SC01,2024,6409.0
3330,SC02,2023,589.0
3330,SC02,2024,584.0
3330,SC03,2023,0.0
3330,SC03,2024,0.0
3330,SC04,2023,0.0
3330,SC04,2024,0.0
3330,SI00,2023,101390.0
3330,SI00,2024,103318.0
3330,SM01,2023,0.0
3330,SM01,2024,0.0
3330,SM02,2023,0.0
3330,SM02,2024,0.0
3330,SN00,2023,0.0
3330,SN00,2024,0.0
3330,SO01,2023,45.0
3330,SO01,2024,45.0
3330,SO02,2023,20.0
3330,SO02,2024,20.0
3330,SO03,2023,0.0
3330,SO03,2024,0.0
3330,SO04,2023,146.0
3330,SO04,2024,148.0
3330,SOMO,2023,5.0
3330,SOMO,2024,5.0
3330,SOO1,2023,12423.0
3330,SOO1,2024,12461.0
3330,SOO2,2023,0.0
3330,SOO2,2024,0.0
3330,ST00,2023,121411.0
3330,ST00,2024,123346.0
3330,SU11,2023,0.0
3330,SU11,2024,0.0
3330,SU12,2023,0.0
3330,SU12,2024,0.0
3330,SU20,2023,115.0
3330,SU20,2024,120.0
3330,SU30,2023,67.0
3330,SU30,2024,62.0
3330,SU40,2023,0.0
3330,SU40,2024,0.0
3330,SU50,2023,0.0
3330,SU50,2024,0.0
3330,SU60,2023,64.0
3330,SU60,2024,61.0
3340,AE10,2023,0.0
3340,AE10,2024,0.0
3340,AE20,2023,0.0
3340,AE20,2024,0.0
3340,AE30,2023,0.0
3340,AE30,2024,0.0
3340,AE40,2023,0.0
3340,AE40,2024,0.0
3340,AE50,2023,0.0
3340,AE50,2024,0.0
3340,EI11,2023,0.0
3340,EI11,2024,0.0
3340,EI12,2023,4937.0
3340,EI12,2024,5416.0
3340,EI21,2023,153.0
3340,EI21,2024,147.0
3340,EI22,2023,12.0
3340,EI22,2024,13.0
3340,EI30,2023,4995.0
3340,EI30,2024,5162.0
3340,EI40,2023,43651.0
3340,EI40,2024,44757.0
3340,EI50,2023,23963.0
3340,EI50,2024,24771.0
3340,EI60,2023,8733.0
3340,EI60,2024,8445.0
3340,ENS1,2023,3733.0
3340,ENS1,2024,4274.0
3340,ENS2,2023,5959.0
3340,ENS2,2024,6247.0
3340,ENS3,2023,853.0
3340,ENS3,2024,882.0
3340,EO11,2023,0.0
3340,EO11,2024,0.0
3340,EO12,2023,2155.0
3340,EO12,2024,2108.0
3340,EO21,2023,0.0
3340,EO21,2024,0.0
3340,EO22,2023,14.0
3340,EO22,2024,15.0
3340,EO30,2023,0.0
3340,EO30,2024,0.0
3340,EO40,2023,344.0
3340,EO40,2024,357.0
3340,EO50,2023,137.0
3340,EO50,2024,126.0
3340,EO60,2023,158.0
3340,EO60,2024,152.0
3340,EO71,2023,0.0
3340,EO71,2024,0.0
3340,EO72,2023,1659.0
3340,EO72,2024,1688.0
3340,EO80,2023,4620.0
3340,EO80,2024,4706.0
3340,EP12,2023,30.0
3340,EP12,2024,28.0
3340,EP1A,2023,191.0
3340,EP1A,2024,228.0
3340,EP1B,2023,1309.0
3340,EP1B,2024,1380.0
3340,EP1C,2023,0.0
3340,EP1C,2024,0.0
3340,EP1D,2023,179.0
3340,EP1D,2024,202.0
3340,EP1E,2023,385.0
3340,EP1E,2024,382.0
3340,EP1F,2023,0.0
3340,EP1F,2024,0.0
3340,EP1G,2023,96.0
3340,EP1G,2024,101.0
3340,EP1H,2023,2433.0
3340,EP1H,2024,2541.0
3340,EP20,2023,14441.0
3340,EP20,2024,15227.0
3340,EP31,2023,554.0
3340,EP31,2024,536.0
3340,EP34,2023,1914.0
3340,EP34,2024,1901.0
3340,EP35,2023,6702.0
3340,EP35,2024,7191.0
3340,EP36,2023,21800.0
3340,EP36,2024,21933.0
3340,EQ00,2023,147353.0
3340,EQ00,2024,151336.0
3340,ET11,2023,266.0
3340,ET11,2024,286.0
3340,ET12,2023,9.0
3340,ET12,2024,7.0
3340,ET20,2023,96.0
3340,ET20,2024,90.0
3340,ET30,2023,1412.0
3340,ET30,2024,1439.0
3340,ET40,2023,2.0
3340,ET40,2024,2.0
3340,ET50,2023,2.0
3340,ET50,2024,2.0
3340,IP00,2023,324322.0
3340,IP00,2024,342079.0
3340,RD11,2023,0.0
3340,RD11,2024,0.0
3340,RD12,2023,0.0
3340,RD12,2024,0.0
3340,RD21,2023,47701.0
3340,RD21,2024,50411.0
3340,RD22,2023,53365.0
3340,RD22,2024,55065.0
3340,RD23,2023,171440.0
3340,RD23,2024,183611.0
3340,RD24,2023,39661.0
3340,RD24,2024,40191.0
3340,RD25,2023,1610.0
3340,RD25,2024,1398.0
3340,RD31,2023,0.0
3340,RD31,2024,0.0
3340,RD32,2023,0.0
3340,RD32,2024,0.0
3340,RD40,2023,0.0
3340,RD40,2024,0.0
3340,RD50,2023,0.0
3340,RD50,2024,0.0
3340,RD60,2023,0.0
3340,RD60,2024,0.0
3340,RD70,2023,0.0
3340,RD70,2024,0.0
3340,RD80,2023,0.0
3340,RD80,2024,0.0
3340,RD91,2023,0.0
3340,RD91,2024,0.0
3340,RD92,2023,0.0
3340,RD92,2024,0.0
3340,RDOM,2023,0.0
3340,RDOM,2024,0.0
3340,SB10,2023,0.0
3340,SB10,2024,0.0
3340,SB20,2023,0.0
3340,SB20,2024,0.0
3340,SB31,2023,0.0
3340,SB31,2024,0.0
3340,SB32,2023,0.0
3340,SB32,2024,0.0
3340,SB41,2023,0.0
3340,SB41,2024,0.0
3340,SB42,2023,21.0
3340,SB42,2024,22.0
3340,SB43,2023,29.0
3340,SB43,2024,32.0
3340,SB44,2023,0.0
3340,SB44,2024,0.0
3340,SB45,2023,0.0
3340,SB45,2024,0.0
3340,SB46,2023,0.0
3340,SB46,2024,0.0
3340,SC01,2023,8082.0
3340,SC01,2024,7975.0
3340,SC02,2023,1125.0
3340,SC02,2024,1114.0
3340,SC03,2023,0.0
3340,SC03,2024,0.0
3340,SC04,2023,0.0
3340,SC04,2024,0.0
3340,SI00,2023,200987.0
3340,SI00,2024,200850.0
3340,SM01,2023,0.0
3340,SM01,2024,0.0
3340,SM02,2023,0.0
3340,SM02,2024,0.0
3340,SN00,2023,0.0
3340,SN00,2024,0.0
3340,SO01,2023,49.0
3340,SO01,2024,48.0
3340,SO02,2023,22.0
3340,SO02,2024,22.0
3340,SO03,2023,0.0
3340,SO03,2024,0.0
3340,SO04,2023,257.0
3340,SO04,2024,258.0
3340,SOMO,2023,12.0
3340,SOMO,2024,12.0
3340,SOO1,2023,29188.0
3340,SOO1,2024,29331.0
3340,SOO2,2023,4.0
3340,SOO2,2024,4.0
3340,ST00,2023,240693.0
3340,ST00,2024,240530.0
3340,SU11,2023,0.0
3340,SU11,2024,0.0
3340,SU12,2023,0.0
3340,SU12,2024,0.0
3340,SU20,2023,29.0
3340,SU20,2024,29.0
3340,SU30,2023,539.0
3340,SU30,2024,499.0
3340,SU40,2023,0.0
3340,SU40,2024,0.0
3340,SU50,2023,0.0
3340,SU50,2024,0.0
3340,SU60,2023,350.0
3340,SU60,2024,334.0
3350,AE10,2023,0.0
3350,AE10,2024,0.0
3350,AE20,2023,0.0
3350,AE20,2024,0.0
3350,AE30,2023,0.0
3350,AE30,2024,0.0
3350,AE40,2023,0.0
3350,AE40,2024,0.0
3350,AE50,2023,0.0
3350,AE50,2024,0.0
3350,EI11,2023,0.0
3350,EI11,2024,0.0
3350,EI12,2023,1337.0
3350,EI12,2024,1432.0
3350,EI21,2023,0.0
3350,EI21,2024,0.0
3350,EI22,2023,11.0
3350,EI22,2024,9.0
3350,EI30,2023,6980.0
3350,EI30,2024,7305.0
3350,EI40,2023,1934.0
3350,EI40,2024,1975.0
3350,EI50,2023,6653.0
3350,EI50,2024,6851.0
3350,EI60,2023,7300.0
3350,EI60,2024,7467.0
3350,ENS1,2023,486.0
3350,ENS1,2024,546.0
3350,ENS2,2023,731.0
3350,ENS2,2024,773.0
3350,ENS3,2023,253.0
3350,ENS3,2024,263.0
3350,EO11,2023,0.0
3350,EO11,2024,0.0
3350,EO12,2023,445.0
3350,EO12,2024,441.0
3350,EO21,2023,0.0
3350,EO21,2024,0.0
3350,EO22,2023,16.0
3350,EO22,2024,16.0
3350,EO30,2023,0.0
3350,EO30,2024,0.0
3350,EO40,2023,406.0
3350,EO40,2024,419.0
3350,EO50,2023,7.0
3350,EO50,2024,6.0
3350,EO60,2023,101.0
3350,EO60,2024,99.0
3350,EO71,2023,0.0
3350,EO71,2024,0.0
3350,EO72,2023,509.0
3350,EO72,2024,500.0
3350,EO80,2023,2360.0
3350,EO80,2024,2445.0
3350,EP12,2023,46.0
3350,EP12,2024,44.0
3350,EP1A,2023,13.0
3350,EP1A,2024,15.0
3350,EP1B,2023,90.0
3350,EP1B,2024,92.0
3350,EP1C,2023,0.0
3350,EP1C,2024,0.0
3350,EP1D,2023,8.0
3350,EP1D,2024,8.0
3350,EP1E,2023,17.0
3350,EP1E,2024,16.0
3350,EP1F,2023,0.0
3350,EP1F,2024,0.0
3350,EP1G,2023,5.0
3350,EP1G,2024,5.0
3350,EP1H,2023,140.0
3350,EP1H,2024,143.0
3350,EP20,2023,177.0
3350,EP20,2024,170.0
3350,EP31,2023,354.0
3350,EP31,2024,373.0
3350,EP34,2023,0.0
3350,EP34,2024,0.0
3350,EP35,2023,1361.0
3350,EP35,2024,1474.0
3350,EP36,2023,558.0
3350,EP36,2024,533.0
3350,EQ00,2023,31230.0
3350,EQ00,2024,32262.0
3350,ET11,2023,79.0
3350,ET11,2024,80.0
3350,ET12,2023,23.0
3350,ET12,2024,22.0
3350,ET20,2023,16.0
3350,ET20,2024,14.0
3350,ET30,2023,287.0
3350,ET30,2024,306.0
3350,ET40,2023,0.0
3350,ET40,2024,0.0
3350,ET50,2023,0.0
3350,ET50,2024,0.0
3350,IP00,2023,34209.0
3350,IP00,2024,35905.0
3350,RD11,2023,0.0
3350,RD11,2024,0.0
3350,RD12,2023,0.0
3350,RD12,2024,0.0
3350,RD21,2023,0.0
3350,RD21,2024,0.0
3350,RD22,2023,0.0
3350,RD22,2024,0.0
3350,RD23,2023,0.0
3350,RD23,2024,0.0
3350,RD24,2023,0.0
3350,RD24,2024,0.0
3350,RD25,2023,0.0
3350,RD25,2024,0.0
3350,RD31,2023,0.0
3350,RD31,2024,0.0
3350,RD32,2023,0.0
3350,RD32,2024,0.0
3350,RD40,2023,0.0
3350,RD40,2024,0.0
3350,RD50,2023,0.0
3350,RD50,2024,0.0
3350,RD60,2023,0.0
3350,RD60,2024,0.0
3350,RD70,2023,0.0
3350,RD70,2024,0.0
3350,RD80,2023,0.0
3350,RD80,2024,0.0
3350,RD91,2023,0.0
3350,RD91,2024,0.0
3350,RD92,2023,0.0
3350,RD92,2024,0.0
3350,RDOM,2023,32740.0
3350,RDOM,2024,34323.0
3350,SB10,2023,0.0
3350,SB10,2024,0.0
3350,SB20,2023,0.0
3350,SB20,2024,0.0
3350,SB31,2023,0.0
3350,SB31,2024,0.0
3350,SB32,2023,0.0
3350,SB32,2024,0.0
3350,SB41,2023,0.0
3350,SB41,2024,0.0
3350,SB42,2023,0.0
3350,SB42,2024,0.0
3350,SB43,2023,0.0
3350,SB43,2024,0.0
3350,SB44,2023,0.0
3350,SB44,2024,0.0
3350,SB45,2023,0.0
3350,SB45,2024,0.0
3350,SB46,2023,0.0
3350,SB46,2024,0.0
3350,SC01,2023,2559.0
3350,SC01,2024,2569.0
3350,SC02,2023,401.0
3350,SC02,2024,394.0
3350,SC03,2023,0.0
3350,SC03,2024,0.0
3350,SC04,2023,0.0
3350,SC04,2024,0.0
3350,SI00,2023,31515.0
3350,SI00,2024,31877.0
3350,SM01,2023,0.0
3350,SM01,2024,0.0
3350,SM02,2023,0.0
3350,SM02,2024,0.0
3350,SN00,2023,0.0
3350,SN00,2024,0.0
3350,SO01,2023,28.0
3350,SO01,2024,27.0
3350,SO02,2023,12.0
3350,SO02,2024,12.0
3350,SO03,2023,0.0
3350,SO03,2024,0.0
3350,SO04,2023,82.0
3350,SO04,2024,82.0
3350,SOMO,2023,0.0
3350,SOMO,2024,0.0
3350,SOO1,2023,9188.0
3350,SOO1,2024,9174.0
3350,SOO2,2023,0.0
3350,SOO2,2024,0.0
3350,ST00,2023,43816.0
3350,ST00,2024,44168.0
3350,SU11,2023,0.0
3350,SU11,2024,0.0
3350,SU12,2023,0.0
3350,SU12,2024,0.0
3350,SU20,2023,18.0
3350,SU20,2024,19.0
3350,SU30,2023,13.0
3350,SU30,2024,13.0
3350,SU40,2023,0.0
3350,SU40,2024,0.0
3350,SU50,2023,0.0
3350,SU50,2024,0.0
3350,SU60,2023,0.0
3350,SU60,2024,0.0
336M,AE10,2023,0.0
336M,AE10,2024,0.0
336M,AE20,2023,0.0
336M,AE20,2024,0.0
336M,AE30,2023,0.0
336M,AE30,2024,0.0
336M,AE40,2023,0.0
336M,AE40,2024,0.0
336M,AE50,2023,0.0
336M,AE50,2024,0.0
336M,EI11,2023,0.0
336M,EI11,2024,0.0
336M,EI12,2023,11148.0
336M,EI12,2024,11106.0
336M,EI21,2023,190.0
336M,EI21,2024,184.0
336M,EI22,2023,210.0
336M,EI22,2024,207.0
336M,EI30,2023,60932.0
336M,EI30,2024,61272.0
336M,EI40,2023,2989.0
336M,EI40,2024,3036.0
336M,EI50,2023,43278.0
336M,EI50,2024,44285.0
336M,EI60,2023,2431.0
336M,EI60,2024,2366.0
336M,ENS1,2023,1191.0
336M,ENS1,2024,1316.0
336M,ENS2,2023,1883.0
336M,ENS2,2024,1939.0
336M,ENS3,2023,132.0
336M,ENS3,2024,131.0
336M,EO11,2023,0.0
336M,EO11,2024,0.0
336M,EO12,2023,698.0
336M,EO12,2024,664.0
336M,EO21,2023,221.0
336M,EO21,2024,231.0
336M,EO22,2023,190.0
336M,EO22,2024,204.0
336M,EO30,2023,0.0
336M,EO30,2024,0.0
336M,EO40,2023,44.0
336M,EO40,2024,37.0
336M,EO50,2023,0.0
336M,EO50,2024,0.0
336M,EO60,2023,5553.0
336M,EO60,2024,5825.0
336M,EO71,2023,0.0
336M,EO71,2024,0.0
336M,EO72,2023,174.0
336M,EO72,2024,145.0
336M,EO80,2023,7208.0
336M,EO80,2024,6904.0
336M,EP12,2023,402.0
336M,EP12,2024,369.0
336M,EP1A,2023,44.0
336M,EP1A,2024,49.0
336M,EP1B,2023,345.0
336M,EP1B,2024,344.0
336M,EP1C,2023,0.0
336M,EP1C,2024,0.0
336M,EP1D,2023,46.0
336M,EP1D,2024,49.0
336M,EP1E,2023,97.0
336M,EP1E,2024,91.0
336M,EP1F,2023,0.0
336M,EP1F,2024,0.0
336M,EP1G,2023,20.0
336M,EP1G,2024,19.0
336M,EP1H,2023,533.0
336M,EP1H,2024,530.0
336M,EP20,2023,916.0
336M,EP20,2024,930.0
336M,EP31,2023,4943.0
336M,EP31,2024,4972.0
336M,EP34,2023,3.0
336M,EP34,2024,3.0
336M,EP35,2023,2.0
336M,EP35,2024,2.0
336M,EP36,2023,7820.0
336M,EP36,2024,8010.0
336M,EQ00,2023,153433.0
