industry,asset,year,value
3230,SB20,2018,0.0
3230,SB20,2019,0.0
3230,SB20,2020,0.0
3230,SB20,2021,0.0
3230,SB20,2022,0.0
3230,SB20,2023,0.0
3230,SB20,2024,0.0
3230,SB31,2015,0.0
3230,SB31,2016,0.0
3230,SB31,2017,0.0
3230,SB31,2018,0.0
3230,SB31,2019,0.0
3230,SB31,2020,0.0
3230,SB31,2021,0.0
3230,SB31,2022,0.0
3230,SB31,2023,0.0
3230,SB31,2024,0.0
3230,SB32,2015,0.0
3230,SB32,2016,0.0
3230,SB32,2017,0.0
3230,SB32,2018,0.0
3230,SB32,2019,0.0
3230,SB32,2020,0.0
3230,SB32,2021,0.0
3230,SB32,2022,0.0
3230,SB32,2023,0.0
3230,SB32,2024,0.0
3230,SB41,2015,0.0
3230,SB41,2016,0.0
3230,SB41,2017,0.0
3230,SB41,2018,0.0
3230,SB41,2019,0.0
3230,SB41,2020,0.0
3230,SB41,2021,0.0
3230,SB41,2022,0.0
3230,SB41,2023,0.0
3230,SB41,2024,0.0
3230,SB42,2015,0.0
3230,SB42,2016,0.0
3230,SB42,2017,0.0
3230,SB42,2018,0.0
3230,SB42,2019,0.0
3230,SB42,2020,0.0
3230,SB42,2021,0.0
3230,SB42,2022,0.0
3230,SB42,2023,0.0
3230,SB42,2024,0.0
3230,SB43,2015,0.0
3230,SB43,2016,0.0
3230,SB43,2017,0.0
3230,SB43,2018,0.0
3230,SB43,2019,0.0
3230,SB43,2020,0.0
3230,SB43,2021,0.0
3230,SB43,2022,0.0
3230,SB43,2023,0.0
3230,SB43,2024,0.0
3230,SB44,2015,0.0
3230,SB44,2016,0.0
3230,SB44,2017,0.0
3230,SB44,2018,0.0
3230,SB44,2019,0.0
3230,SB44,2020,0.0
3230,SB44,2021,0.0
3230,SB44,2022,0.0
3230,SB44,2023,0.0
3230,SB44,2024,0.0
3230,SB45,2015,0.0
3230,SB45,2016,0.0
3230,SB45,2017,0.0
3230,SB45,2018,0.0
3230,SB45,2019,0.0
3230,SB45,2020,0.0
3230,SB45,2021,0.0
3230,SB45,2022,0.0
3230,SB45,2023,0.0
3230,SB45,2024,0.0
3230,SB46,2015,0.0
3230,SB46,2016,0.0
3230,SB46,2017,0.0
3230,SB46,2018,0.0
3230,SB46,2019,0.0
3230,SB46,2020,0.0
3230,SB46,2021,0.0
3230,SB46,2022,0.0
3230,SB46,2023,0.0
3230,SB46,2024,0.0
3230,SC01,2015,0.0
3230,SC01,2016,0.0
3230,SC01,2017,3.0
3230,SC01,2018,5.0
3230,SC01,2019,3.0
3230,SC01,2020,4.0
3230,SC01,2021,5.0
3230,SC01,2022,4.0
3230,SC01,2023,2.0
3230,SC01,2024,2.0
3230,SC02,2015,0.0
3230,SC02,2016,0.0
3230,SC02,2017,1.0
3230,SC02,2018,1.0
3230,SC02,2019,0.0
3230,SC02,2020,1.0
3230,SC02,2021,1.0
3230,SC02,2022,0.0
3230,SC02,2023,0.0
3230,SC02,2024,0.0
3230,SC03,2015,0.0
3230,SC03,2016,0.0
3230,SC03,2017,0.0
3230,SC03,2018,0.0
3230,SC03,2019,0.0
3230,SC03,2020,0.0
3230,SC03,2021,0.0
3230,SC03,2022,0.0
3230,SC03,2023,0.0
3230,SC03,2024,0.0
3230,SC04,2015,0.0
3230,SC04,2016,0.0
3230,SC04,2017,0.0
3230,SC04,2018,0.0
3230,SC04,2019,0.0
3230,SC04,2020,0.0
3230,SC04,2021,0.0
3230,SC04,2022,0.0
3230,SC04,2023,0.0
3230,SC04,2024,0.0
3230,SI00,2015,280.0
3230,SI00,2016,274.0
3230,SI00,2017,440.0
3230,SI00,2018,590.0
3230,SI00,2019,378.0
3230,SI00,2020,379.0
3230,SI00,2021,522.0
3230,SI00,2022,571.0
3230,SI00,2023,585.0
3230,SI00,2024,680.0
3230,SM01,2015,0.0
3230,SM01,2016,0.0
3230,SM01,2017,0.0
3230,SM01,2018,0.0
3230,SM01,2019,0.0
3230,SM01,2020,0.0
3230,SM01,2021,0.0
3230,SM01,2022,0.0
3230,SM01,2023,0.0
3230,SM01,2024,0.0
3230,SM02,2015,0.0
3230,SM02,2016,0.0
3230,SM02,2017,0.0
3230,SM02,2018,0.0
3230,SM02,2019,0.0
3230,SM02,2020,0.0
3230,SM02,2021,0.0
3230,SM02,2022,0.0
3230,SM02,2023,0.0
3230,SM02,2024,0.0
3230,SN00,2015,0.0
3230,SN00,2016,0.0
3230,SN00,2017,0.0
3230,SN00,2018,0.0
3230,SN00,2019,0.0
3230,SN00,2020,0.0
3230,SN00,2021,0.0
3230,SN00,2022,0.0
3230,SN00,2023,0.0
3230,SN00,2024,0.0
3230,SO01,2015,0.0
3230,SO01,2016,0.0
3230,SO01,2017,0.0
3230,SO01,2018,0.0
3230,SO01,2019,0.0
3230,SO01,2020,0.0
3230,SO01,2021,0.0
3230,SO01,2022,0.0
3230,SO01,2023,0.0
3230,SO01,2024,0.0
3230,SO02,2015,0.0
3230,SO02,2016,0.0
3230,SO02,2017,0.0
3230,SO02,2018,0.0
3230,SO02,2019,0.0
3230,SO02,2020,0.0
3230,SO02,2021,0.0
3230,SO02,2022,0.0
3230,SO02,2023,0.0
3230,SO02,2024,0.0
3230,SO03,2015,0.0
3230,SO03,2016,0.0
3230,SO03,2017,0.0
3230,SO03,2018,0.0
3230,SO03,2019,0.0
3230,SO03,2020,0.0
3230,SO03,2021,0.0
3230,SO03,2022,0.0
3230,SO03,2023,0.0
3230,SO03,2024,0.0
3230,SO04,2015,0.0
3230,SO04,2016,0.0
3230,SO04,2017,0.0
3230,SO04,2018,0.0
3230,SO04,2019,0.0
3230,SO04,2020,0.0
3230,SO04,2021,0.0
3230,SO04,2022,0.0
3230,SO04,2023,0.0
3230,SO04,2024,0.0
3230,SOMO,2015,0.0
3230,SOMO,2016,0.0
3230,SOMO,2017,0.0
3230,SOMO,2018,0.0
3230,SOMO,2019,0.0
3230,SOMO,2020,0.0
3230,SOMO,2021,0.0
3230,SOMO,2022,0.0
3230,SOMO,2023,0.0
3230,SOMO,2024,0.0
3230,SOO1,2015,11.0
3230,SOO1,2016,13.0
3230,SOO1,2017,34.0
3230,SOO1,2018,50.0
3230,SOO1,2019,27.0
3230,SOO1,2020,33.0
3230,SOO1,2021,40.0
3230,SOO1,2022,21.0
3230,SOO1,2023,11.0
3230,SOO1,2024,11.0
3230,SOO2,2015,0.0
3230,SOO2,2016,0.0
3230,SOO2,2017,0.0
3230,SOO2,2018,0.0
3230,SOO2,2019,0.0
3230,SOO2,2020,0.0
3230,SOO2,2021,0.0
3230,SOO2,2022,0.0
3230,SOO2,2023,0.0
3230,SOO2,2024,0.0
3230,ST00,2015,291.0
3230,ST00,2016,287.0
3230,ST00,2017,479.0
3230,ST00,2018,647.0
3230,ST00,2019,409.0
3230,ST00,2020,417.0
3230,ST00,2021,569.0
3230,ST00,2022,597.0
3230,ST00,2023,599.0
3230,ST00,2024,693.0
3230,SU11,2015,0.0
3230,SU11,2016,0.0
3230,SU11,2017,0.0
3230,SU11,2018,0.0
3230,SU11,2019,0.0
3230,SU11,2020,0.0
3230,SU11,2021,0.0
3230,SU11,2022,0.0
3230,SU11,2023,0.0
3230,SU11,2024,0.0
3230,SU12,2015,0.0
3230,SU12,2016,0.0
3230,SU12,2017,0.0
3230,SU12,2018,0.0
3230,SU12,2019,0.0
3230,SU12,2020,0.0
3230,SU12,2021,0.0
3230,SU12,2022,0.0
3230,SU12,2023,0.0
3230,SU12,2024,0.0
3230,SU20,2015,0.0
3230,SU20,2016,0.0
3230,SU20,2017,1.0
3230,SU20,2018,1.0
3230,SU20,2019,1.0
3230,SU20,2020,1.0
3230,SU20,2021,1.0
3230,SU20,2022,0.0
3230,SU20,2023,0.0
3230,SU20,2024,0.0
3230,SU30,2015,0.0
3230,SU30,2016,0.0
3230,SU30,2017,0.0
3230,SU30,2018,0.0
3230,SU30,2019,0.0
3230,SU30,2020,0.0
3230,SU30,2021,0.0
3230,SU30,2022,0.0
3230,SU30,2023,0.0
3230,SU30,2024,0.0
3230,SU40,2015,0.0
3230,SU40,2016,0.0
3230,SU40,2017,0.0
3230,SU40,2018,0.0
3230,SU40,2019,0.0
3230,SU40,2020,0.0
3230,SU40,2021,0.0
3230,SU40,2022,0.0
3230,SU40,2023,0.0
3230,SU40,2024,0.0
3230,SU50,2015,0.0
3230,SU50,2016,0.0
3230,SU50,2017,0.0
3230,SU50,2018,0.0
3230,SU50,2019,0.0
3230,SU50,2020,0.0
3230,SU50,2021,0.0
3230,SU50,2022,0.0
3230,SU50,2023,0.0
3230,SU50,2024,0.0
3230,SU60,2015,0.0
3230,SU60,2016,0.0
3230,SU60,2017,0.0
3230,SU60,2018,0.0
3230,SU60,2019,0.0
3230,SU60,2020,0.0
3230,SU60,2021,0.0
3230,SU60,2022,0.0
3230,SU60,2023,0.0
3230,SU60,2024,0.0
3240,AE10,2015,0.0
3240,AE10,2016,0.0
3240,AE10,2017,0.0
3240,AE10,2018,0.0
3240,AE10,2019,0.0
3240,AE10,2020,0.0
3240,AE10,2021,0.0
3240,AE10,2022,0.0
3240,AE10,2023,0.0
3240,AE10,2024,0.0
3240,AE20,2015,0.0
3240,AE20,2016,0.0
3240,AE20,2017,0.0
3240,AE20,2018,0.0
3240,AE20,2019,0.0
3240,AE20,2020,0.0
3240,AE20,2021,0.0
3240,AE20,2022,0.0
3240,AE20,2023,0.0
3240,AE20,2024,0.0
3240,AE30,2015,0.0
3240,AE30,2016,0.0
3240,AE30,2017,0.0
3240,AE30,2018,0.0
3240,AE30,2019,0.0
3240,AE30,2020,0.0
3240,AE30,2021,0.0
3240,AE30,2022,0.0
3240,AE30,2023,0.0
3240,AE30,2024,0.0
3240,AE40,2015,0.0
3240,AE40,2016,0.0
3240,AE40,2017,0.0
3240,AE40,2018,0.0
3240,AE40,2019,0.0
3240,AE40,2020,0.0
3240,AE40,2021,0.0
3240,AE40,2022,0.0
3240,AE40,2023,0.0
3240,AE40,2024,0.0
3240,AE50,2015,0.0
3240,AE50,2016,0.0
3240,AE50,2017,0.0
3240,AE50,2018,0.0
3240,AE50,2019,0.0
3240,AE50,2020,0.0
3240,AE50,2021,0.0
3240,AE50,2022,0.0
3240,AE50,2023,0.0
3240,AE50,2024,0.0
3240,EI11,2015,0.0
3240,EI11,2016,0.0
3240,EI11,2017,0.0
3240,EI11,2018,0.0
3240,EI11,2019,0.0
3240,EI11,2020,0.0
3240,EI11,2021,0.0
3240,EI11,2022,0.0
3240,EI11,2023,0.0
3240,EI11,2024,0.0
3240,EI12,2015,333.0
3240,EI12,2016,377.0
3240,EI12,2017,359.0
3240,EI12,2018,467.0
3240,EI12,2019,437.0
3240,EI12,2020,298.0
3240,EI12,2021,247.0
3240,EI12,2022,309.0
3240,EI12,2023,288.0
3240,EI12,2024,303.0
3240,EI21,2015,0.0
3240,EI21,2016,0.0
3240,EI21,2017,0.0
3240,EI21,2018,0.0
3240,EI21,2019,0.0
3240,EI21,2020,0.0
3240,EI21,2021,0.0
3240,EI21,2022,0.0
3240,EI21,2023,0.0
3240,EI21,2024,0.0
3240,EI22,2015,0.0
3240,EI22,2016,0.0
3240,EI22,2017,0.0
3240,EI22,2018,0.0
3240,EI22,2019,0.0
3240,EI22,2020,0.0
3240,EI22,2021,0.0
3240,EI22,2022,0.0
3240,EI22,2023,0.0
3240,EI22,2024,0.0
3240,EI30,2015,0.0
3240,EI30,2016,0.0
3240,EI30,2017,287.0
3240,EI30,2018,340.0
3240,EI30,2019,301.0
3240,EI30,2020,219.0
3240,EI30,2021,189.0
3240,EI30,2022,220.0
3240,EI30,2023,222.0
3240,EI30,2024,225.0
3240,EI40,2015,2066.0
3240,EI40,2016,2508.0
3240,EI40,2017,2559.0
3240,EI40,2018,3018.0
3240,EI40,2019,3104.0
3240,EI40,2020,2082.0
3240,EI40,2021,1673.0
3240,EI40,2022,1895.0
3240,EI40,2023,1828.0
3240,EI40,2024,1989.0
3240,EI50,2015,4206.0
3240,EI50,2016,4938.0
3240,EI50,2017,5047.0
3240,EI50,2018,6437.0
3240,EI50,2019,6080.0
3240,EI50,2020,4431.0
3240,EI50,2021,3807.0
3240,EI50,2022,4481.0
3240,EI50,2023,4483.0
3240,EI50,2024,4591.0
3240,EI60,2015,45.0
3240,EI60,2016,62.0
3240,EI60,2017,62.0
3240,EI60,2018,84.0
3240,EI60,2019,78.0
3240,EI60,2020,50.0
3240,EI60,2021,42.0
3240,EI60,2022,64.0
3240,EI60,2023,62.0
3240,EI60,2024,65.0
3240,ENS1,2015,721.0
3240,ENS1,2016,814.0
3240,ENS1,2017,682.0
3240,ENS1,2018,914.0
3240,ENS1,2019,867.0
3240,ENS1,2020,710.0
3240,ENS1,2021,555.0
3240,ENS1,2022,648.0
3240,ENS1,2023,643.0
3240,ENS1,2024,714.0
3240,ENS2,2015,661.0
3240,ENS2,2016,784.0
3240,ENS2,2017,689.0
3240,ENS2,2018,885.0
3240,ENS2,2019,804.0
3240,ENS2,2020,622.0
3240,ENS2,2021,476.0
3240,ENS2,2022,550.0
3240,ENS2,2023,529.0
3240,ENS2,2024,552.0
3240,ENS3,2015,96.0
3240,ENS3,2016,122.0
3240,ENS3,2017,111.0
3240,ENS3,2018,134.0
3240,ENS3,2019,127.0
3240,ENS3,2020,96.0
3240,ENS3,2021,65.0
3240,ENS3,2022,72.0
3240,ENS3,2023,72.0
3240,ENS3,2024,76.0
3240,EO11,2015,0.0
3240,EO11,2016,0.0
3240,EO11,2017,0.0
3240,EO11,2018,0.0
3240,EO11,2019,0.0
3240,EO11,2020,0.0
3240,EO11,2021,0.0
3240,EO11,2022,0.0
3240,EO11,2023,0.0
3240,EO11,2024,0.0
3240,EO12,2015,71.0
3240,EO12,2016,77.0
3240,EO12,2017,62.0
3240,EO12,2018,78.0
3240,EO12,2019,68.0
3240,EO12,2020,45.0
3240,EO12,2021,34.0
3240,EO12,2022,41.0
3240,EO12,2023,37.0
3240,EO12,2024,38.0
3240,EO21,2015,0.0
3240,EO21,2016,0.0
3240,EO21,2017,1.0
3240,EO21,2018,2.0
3240,EO21,2019,2.0
3240,EO21,2020,1.0
3240,EO21,2021,1.0
3240,EO21,2022,1.0
3240,EO21,2023,1.0
3240,EO21,2024,1.0
3240,EO22,2015,9.0
3240,EO22,2016,9.0
3240,EO22,2017,5.0
3240,EO22,2018,12.0
3240,EO22,2019,16.0
3240,EO22,2020,12.0
3240,EO22,2021,10.0
3240,EO22,2022,11.0
3240,EO22,2023,11.0
3240,EO22,2024,11.0
3240,EO30,2015,0.0
3240,EO30,2016,0.0
3240,EO30,2017,0.0
3240,EO30,2018,0.0
3240,EO30,2019,0.0
3240,EO30,2020,0.0
3240,EO30,2021,0.0
3240,EO30,2022,0.0
3240,EO30,2023,0.0
3240,EO30,2024,0.0
3240,EO40,2015,170.0
3240,EO40,2016,218.0
3240,EO40,2017,212.0
3240,EO40,2018,183.0
3240,EO40,2019,186.0
3240,EO40,2020,114.0
3240,EO40,2021,107.0
3240,EO40,2022,137.0
3240,EO40,2023,156.0
3240,EO40,2024,152.0
3240,EO50,2015,2124.0
3240,EO50,2016,2758.0
3240,EO50,2017,3054.0
3240,EO50,2018,3782.0
3240,EO50,2019,3135.0
3240,EO50,2020,2673.0
3240,EO50,2021,2226.0
3240,EO50,2022,2310.0
3240,EO50,2023,2304.0
3240,EO50,2024,2188.0
3240,EO60,2015,0.0
3240,EO60,2016,0.0
3240,EO60,2017,58.0
3240,EO60,2018,72.0
3240,EO60,2019,66.0
3240,EO60,2020,51.0
3240,EO60,2021,39.0
3240,EO60,2022,45.0
3240,EO60,2023,46.0
3240,EO60,2024,47.0
3240,EO71,2015,0.0
3240,EO71,2016,0.0
3240,EO71,2017,0.0
3240,EO71,2018,0.0
3240,EO71,2019,0.0
3240,EO71,2020,0.0
3240,EO71,2021,0.0
3240,EO71,2022,0.0
3240,EO71,2023,0.0
3240,EO71,2024,0.0
3240,EO72,2015,5.0
3240,EO72,2016,5.0
3240,EO72,2017,4.0
3240,EO72,2018,5.0
3240,EO72,2019,5.0
3240,EO72,2020,4.0
3240,EO72,2021,3.0
3240,EO72,2022,3.0
3240,EO72,2023,3.0
3240,EO72,2024,3.0
3240,EO80,2015,306.0
3240,EO80,2016,393.0
3240,EO80,2017,372.0
3240,EO80,2018,437.0
3240,EO80,2019,399.0
3240,EO80,2020,314.0
3240,EO80,2021,252.0
3240,EO80,2022,279.0
3240,EO80,2023,258.0
3240,EO80,2024,276.0
3240,EP12,2015,18.0
3240,EP12,2016,10.0
3240,EP12,2017,2.0
3240,EP12,2018,2.0
3240,EP12,2019,2.0
3240,EP12,2020,1.0
3240,EP12,2021,1.0
3240,EP12,2022,1.0
3240,EP12,2023,1.0
3240,EP12,2024,1.0
3240,EP1A,2015,8.0
3240,EP1A,2016,8.0
3240,EP1A,2017,5.0
3240,EP1A,2018,7.0
3240,EP1A,2019,5.0
3240,EP1A,2020,4.0
3240,EP1A,2021,3.0
3240,EP1A,2022,4.0
3240,EP1A,2023,3.0
3240,EP1A,2024,5.0
3240,EP1B,2015,70.0
3240,EP1B,2016,66.0
3240,EP1B,2017,50.0
3240,EP1B,2018,58.0
3240,EP1B,2019,53.0
3240,EP1B,2020,46.0
3240,EP1B,2021,36.0
3240,EP1B,2022,35.0
3240,EP1B,2023,27.0
3240,EP1B,2024,34.0
3240,EP1C,2015,0.0
3240,EP1C,2016,0.0
3240,EP1C,2017,0.0
3240,EP1C,2018,0.0
3240,EP1C,2019,0.0
3240,EP1C,2020,0.0
3240,EP1C,2021,0.0
3240,EP1C,2022,0.0
3240,EP1C,2023,0.0
3240,EP1C,2024,0.0
3240,EP1D,2015,11.0
3240,EP1D,2016,10.0
3240,EP1D,2017,7.0
3240,EP1D,2018,8.0
3240,EP1D,2019,7.0
3240,EP1D,2020,4.0
3240,EP1D,2021,3.0
3240,EP1D,2022,4.0
3240,EP1D,2023,3.0
3240,EP1D,2024,4.0
3240,EP1E,2015,16.0
3240,EP1E,2016,17.0
3240,EP1E,2017,14.0
3240,EP1E,2018,15.0
3240,EP1E,2019,14.0
3240,EP1E,2020,10.0
3240,EP1E,2021,8.0
3240,EP1E,2022,8.0
3240,EP1E,2023,6.0
3240,EP1E,2024,6.0
3240,EP1F,2015,0.0
3240,EP1F,2016,0.0
3240,EP1F,2017,0.0
3240,EP1F,2018,0.0
3240,EP1F,2019,0.0
3240,EP1F,2020,0.0
3240,EP1F,2021,0.0
3240,EP1F,2022,0.0
3240,EP1F,2023,0.0
3240,EP1F,2024,0.0
3240,EP1G,2015,3.0
3240,EP1G,2016,3.0
3240,EP1G,2017,2.0
3240,EP1G,2018,2.0
3240,EP1G,2019,2.0
3240,EP1G,2020,1.0
3240,EP1G,2021,1.0
3240,EP1G,2022,1.0
3240,EP1G,2023,1.0
3240,EP1G,2024,1.0
3240,EP1H,2015,42.0
3240,EP1H,2016,44.0
3240,EP1H,2017,36.0
3240,EP1H,2018,59.0
3240,EP1H,2019,53.0
3240,EP1H,2020,40.0
3240,EP1H,2021,34.0
3240,EP1H,2022,37.0
3240,EP1H,2023,36.0
3240,EP1H,2024,37.0
3240,EP20,2015,191.0
3240,EP20,2016,225.0
3240,EP20,2017,201.0
3240,EP20,2018,237.0
3240,EP20,2019,209.0
3240,EP20,2020,155.0
3240,EP20,2021,114.0
3240,EP20,2022,134.0
3240,EP20,2023,121.0
3240,EP20,2024,120.0
3240,EP31,2015,175.0
3240,EP31,2016,122.0
3240,EP31,2017,16.0
3240,EP31,2018,18.0
3240,EP31,2019,16.0
3240,EP31,2020,12.0
3240,EP31,2021,10.0
3240,EP31,2022,11.0
3240,EP31,2023,10.0
3240,EP31,2024,11.0
3240,EP34,2015,0.0
3240,EP34,2016,0.0
3240,EP34,2017,0.0
3240,EP34,2018,0.0
3240,EP34,2019,0.0
3240,EP34,2020,0.0
3240,EP34,2021,0.0
3240,EP34,2022,0.0
3240,EP34,2023,0.0
3240,EP34,2024,0.0
3240,EP35,2015,17.0
3240,EP35,2016,9.0
3240,EP35,2017,0.0
3240,EP35,2018,0.0
3240,EP35,2019,0.0
3240,EP35,2020,0.0
3240,EP35,2021,0.0
3240,EP35,2022,0.0
3240,EP35,2023,0.0
3240,EP35,2024,0.0
3240,EP36,2015,193.0
3240,EP36,2016,231.0
3240,EP36,2017,187.0
3240,EP36,2018,250.0
3240,EP36,2019,226.0
3240,EP36,2020,149.0
3240,EP36,2021,111.0
3240,EP36,2022,134.0
3240,EP36,2023,126.0
3240,EP36,2024,126.0
3240,EQ00,2015,10752.0
3240,EQ00,2016,13027.0
3240,EQ00,2017,13466.0
3240,EQ00,2018,16710.0
3240,EQ00,2019,15587.0
3240,EQ00,2020,11301.0
3240,EQ00,2021,9356.0
3240,EQ00,2022,10631.0
3240,EQ00,2023,10704.0
3240,EQ00,2024,11006.0
3240,ET11,2015,449.0
3240,ET11,2016,701.0
3240,ET11,2017,683.0
3240,ET11,2018,954.0
3240,ET11,2019,948.0
3240,ET11,2020,502.0
3240,ET11,2021,325.0
3240,ET11,2022,367.0
3240,ET11,2023,544.0
3240,ET11,2024,626.0
3240,ET12,2015,46.0
3240,ET12,2016,46.0
3240,ET12,2017,43.0
3240,ET12,2018,64.0
3240,ET12,2019,63.0
3240,ET12,2020,37.0
3240,ET12,2021,34.0
3240,ET12,2022,47.0
3240,ET12,2023,45.0
3240,ET12,2024,39.0
3240,ET20,2015,130.0
3240,ET20,2016,129.0
3240,ET20,2017,83.0
3240,ET20,2018,62.0
3240,ET20,2019,63.0
3240,ET20,2020,14.0
3240,ET20,2021,23.0
3240,ET20,2022,16.0
3240,ET20,2023,45.0
3240,ET20,2024,64.0
3240,ET30,2015,0.0
3240,ET30,2016,0.0
3240,ET30,2017,0.0
3240,ET30,2018,0.0
3240,ET30,2019,0.0
3240,ET30,2020,0.0
3240,ET30,2021,0.0
3240,ET30,2022,0.0
3240,ET30,2023,0.0
3240,ET30,2024,0.0
3240,ET40,2015,0.0
3240,ET40,2016,0.0
3240,ET40,2017,0.0
3240,ET40,2018,0.0
3240,ET40,2019,0.0
3240,ET40,2020,0.0
3240,ET40,2021,0.0
3240,ET40,2022,0.0
3240,ET40,2023,0.0
3240,ET40,2024,0.0
3240,ET50,2015,45.0
3240,ET50,2016,61.0
3240,ET50,2017,54.0
3240,ET50,2018,56.0
3240,ET50,2019,50.0
3240,ET50,2020,32.0
3240,ET50,2021,21.0
3240,ET50,2022,36.0
3240,ET50,2023,38.0
3240,ET50,2024,43.0
3240,IP00,2015,8978.0
3240,IP00,2016,9578.0
3240,IP00,2017,9831.0
3240,IP00,2018,10741.0
3240,IP00,2019,11259.0
3240,IP00,2020,11130.0
3240,IP00,2021,11542.0
3240,IP00,2022,12630.0
3240,IP00,2023,12986.0
3240,IP00,2024,13364.0
3240,RD11,2015,0.0
3240,RD11,2016,0.0
3240,RD11,2017,0.0
3240,RD11,2018,0.0
3240,RD11,2019,0.0
3240,RD11,2020,0.0
3240,RD11,2021,0.0
3240,RD11,2022,0.0
3240,RD11,2023,0.0
3240,RD11,2024,0.0
3240,RD12,2015,0.0
3240,RD12,2016,0.0
3240,RD12,2017,0.0
3240,RD12,2018,0.0
3240,RD12,2019,0.0
3240,RD12,2020,0.0
3240,RD12,2021,0.0
3240,RD12,2022,0.0
3240,RD12,2023,0.0
3240,RD12,2024,0.0
3240,RD21,2015,0.0
3240,RD21,2016,0.0
3240,RD21,2017,0.0
3240,RD21,2018,0.0
3240,RD21,2019,0.0
3240,RD21,2020,0.0
3240,RD21,2021,0.0
3240,RD21,2022,0.0
3240,RD21,2023,0.0
3240,RD21,2024,0.0
3240,RD22,2015,0.0
3240,RD22,2016,0.0
3240,RD22,2017,0.0
3240,RD22,2018,0.0
3240,RD22,2019,0.0
3240,RD22,2020,0.0
3240,RD22,2021,0.0
3240,RD22,2022,0.0
3240,RD22,2023,0.0
3240,RD22,2024,0.0
3240,RD23,2015,0.0
3240,RD23,2016,0.0
3240,RD23,2017,0.0
3240,RD23,2018,0.0
3240,RD23,2019,0.0
3240,RD23,2020,0.0
3240,RD23,2021,0.0
3240,RD23,2022,0.0
3240,RD23,2023,0.0
3240,RD23,2024,0.0
3240,RD24,2015,0.0
3240,RD24,2016,0.0
3240,RD24,2017,0.0
3240,RD24,2018,0.0
3240,RD24,2019,0.0
3240,RD24,2020,0.0
3240,RD24,2021,0.0
3240,RD24,2022,0.0
3240,RD24,2023,0.0
3240,RD24,2024,0.0
3240,RD25,2015,0.0
3240,RD25,2016,0.0
3240,RD25,2017,0.0
3240,RD25,2018,0.0
3240,RD25,2019,0.0
3240,RD25,2020,0.0
3240,RD25,2021,0.0
3240,RD25,2022,0.0
3240,RD25,2023,0.0
3240,RD25,2024,0.0
3240,RD31,2015,0.0
3240,RD31,2016,0.0
3240,RD31,2017,0.0
3240,RD31,2018,0.0
3240,RD31,2019,0.0
3240,RD31,2020,0.0
3240,RD31,2021,0.0
3240,RD31,2022,0.0
3240,RD31,2023,0.0
3240,RD31,2024,0.0
3240,RD32,2015,0.0
3240,RD32,2016,0.0
3240,RD32,2017,0.0
3240,RD32,2018,0.0
3240,RD32,2019,0.0
3240,RD32,2020,0.0
3240,RD32,2021,0.0
3240,RD32,2022,0.0
3240,RD32,2023,0.0
3240,RD32,2024,0.0
3240,RD40,2015,0.0
3240,RD40,2016,0.0
3240,RD40,2017,0.0
3240,RD40,2018,0.0
3240,RD40,2019,0.0
3240,RD40,2020,0.0
3240,RD40,2021,0.0
3240,RD40,2022,0.0
3240,RD40,2023,0.0
3240,RD40,2024,0.0
3240,RD50,2015,0.0
3240,RD50,2016,0.0
3240,RD50,2017,0.0
3240,RD50,2018,0.0
3240,RD50,2019,0.0
3240,RD50,2020,0.0
3240,RD50,2021,0.0
3240,RD50,2022,0.0
3240,RD50,2023,0.0
3240,RD50,2024,0.0
3240,RD60,2015,0.0
3240,RD60,2016,0.0
3240,RD60,2017,0.0
3240,RD60,2018,0.0
3240,RD60,2019,0.0
3240,RD60,2020,0.0
3240,RD60,2021,0.0
3240,RD60,2022,0.0
3240,RD60,2023,0.0
3240,RD60,2024,0.0
3240,RD70,2015,0.0
3240,RD70,2016,0.0
3240,RD70,2017,0.0
3240,RD70,2018,0.0
3240,RD70,2019,0.0
3240,RD70,2020,0.0
3240,RD70,2021,0.0
3240,RD70,2022,0.0
3240,RD70,2023,0.0
3240,RD70,2024,0.0
3240,RD80,2015,0.0
3240,RD80,2016,0.0
3240,RD80,2017,0.0
3240,RD80,2018,0.0
3240,RD80,2019,0.0
3240,RD80,2020,0.0
3240,RD80,2021,0.0
3240,RD80,2022,0.0
3240,RD80,2023,0.0
3240,RD80,2024,0.0
3240,RD91,2015,0.0
3240,RD91,2016,0.0
3240,RD91,2017,0.0
3240,RD91,2018,0.0
3240,RD91,2019,0.0
3240,RD91,2020,0.0
3240,RD91,2021,0.0
3240,RD91,2022,0.0
3240,RD91,2023,0.0
3240,RD91,2024,0.0
3240,RD92,2015,0.0
3240,RD92,2016,0.0
3240,RD92,2017,0.0
3240,RD92,2018,0.0
3240,RD92,2019,0.0
3240,RD92,2020,0.0
3240,RD92,2021,0.0
3240,RD92,2022,0.0
3240,RD92,2023,0.0
3240,RD92,2024,0.0
3240,RDOM,2015,7499.0
3240,RDOM,2016,7858.0
3240,RDOM,2017,8349.0
3240,RDOM,2018,8809.0
3240,RDOM,2019,9462.0
3240,RDOM,2020,9702.0
3240,RDOM,2021,10446.0
3240,RDOM,2022,11361.0
3240,RDOM,2023,11742.0
3240,RDOM,2024,12022.0
3240,SB10,2015,0.0
3240,SB10,2016,0.0
3240,SB10,2017,0.0
3240,SB10,2018,0.0
3240,SB10,2019,0.0
3240,SB10,2020,0.0
