industry,asset,year,value
313T,SU20,2024,0.0
313T,SU30,2023,0.0
313T,SU30,2024,0.0
313T,SU40,2023,0.0
313T,SU40,2024,0.0
313T,SU50,2023,0.0
313T,SU50,2024,0.0
313T,SU60,2023,0.0
313T,SU60,2024,0.0
315A,AE10,2023,0.0
315A,AE10,2024,0.0
315A,AE20,2023,0.0
315A,AE20,2024,0.0
315A,AE30,2023,0.0
315A,AE30,2024,0.0
315A,AE40,2023,0.0
315A,AE40,2024,0.0
315A,AE50,2023,0.0
315A,AE50,2024,0.0
315A,EI11,2023,0.0
315A,EI11,2024,0.0
315A,EI12,2023,58.0
315A,EI12,2024,60.0
315A,EI21,2023,0.0
315A,EI21,2024,0.0
315A,EI22,2023,0.0
315A,EI22,2024,0.0
315A,EI30,2023,10.0
315A,EI30,2024,9.0
315A,EI40,2023,122.0
315A,EI40,2024,116.0
315A,EI50,2023,65.0
315A,EI50,2024,63.0
315A,EI60,2023,19.0
315A,EI60,2024,18.0
315A,ENS1,2023,74.0
315A,ENS1,2024,76.0
315A,ENS2,2023,66.0
315A,ENS2,2024,64.0
315A,ENS3,2023,17.0
315A,ENS3,2024,16.0
315A,EO11,2023,0.0
315A,EO11,2024,0.0
315A,EO12,2023,24.0
315A,EO12,2024,23.0
315A,EO21,2023,0.0
315A,EO21,2024,0.0
315A,EO22,2023,0.0
315A,EO22,2024,0.0
315A,EO30,2023,0.0
315A,EO30,2024,0.0
315A,EO40,2023,0.0
315A,EO40,2024,0.0
315A,EO50,2023,0.0
315A,EO50,2024,0.0
315A,EO60,2023,18.0
315A,EO60,2024,17.0
315A,EO71,2023,0.0
315A,EO71,2024,0.0
315A,EO72,2023,1.0
315A,EO72,2024,1.0
315A,EO80,2023,25.0
315A,EO80,2024,22.0
315A,EP12,2023,0.0
315A,EP12,2024,0.0
315A,EP1A,2023,2.0
315A,EP1A,2024,2.0
315A,EP1B,2023,18.0
315A,EP1B,2024,17.0
315A,EP1C,2023,0.0
315A,EP1C,2024,0.0
315A,EP1D,2023,3.0
315A,EP1D,2024,2.0
315A,EP1E,2023,4.0
315A,EP1E,2024,4.0
315A,EP1F,2023,0.0
315A,EP1F,2024,0.0
315A,EP1G,2023,2.0
315A,EP1G,2024,1.0
315A,EP1H,2023,34.0
315A,EP1H,2024,32.0
315A,EP20,2023,44.0
315A,EP20,2024,45.0
315A,EP31,2023,3.0
315A,EP31,2024,3.0
315A,EP34,2023,0.0
315A,EP34,2024,0.0
315A,EP35,2023,1.0
315A,EP35,2024,1.0
315A,EP36,2023,5.0
315A,EP36,2024,5.0
315A,EQ00,2023,478.0
315A,EQ00,2024,459.0
315A,ET11,2023,4.0
315A,ET11,2024,4.0
315A,ET12,2023,3.0
315A,ET12,2024,3.0
315A,ET20,2023,2.0
315A,ET20,2024,2.0
315A,ET30,2023,10.0
315A,ET30,2024,9.0
315A,ET40,2023,0.0
315A,ET40,2024,0.0
315A,ET50,2023,0.0
315A,ET50,2024,0.0
315A,IP00,2023,832.0
315A,IP00,2024,863.0
315A,RD11,2023,0.0
315A,RD11,2024,0.0
315A,RD12,2023,0.0
315A,RD12,2024,0.0
315A,RD21,2023,0.0
315A,RD21,2024,0.0
315A,RD22,2023,0.0
315A,RD22,2024,0.0
315A,RD23,2023,0.0
315A,RD23,2024,0.0
315A,RD24,2023,0.0
315A,RD24,2024,0.0
315A,RD25,2023,0.0
315A,RD25,2024,0.0
315A,RD31,2023,0.0
315A,RD31,2024,0.0
315A,RD32,2023,0.0
315A,RD32,2024,0.0
315A,RD40,2023,0.0
315A,RD40,2024,0.0
315A,RD50,2023,0.0
315A,RD50,2024,0.0
315A,RD60,2023,0.0
315A,RD60,2024,0.0
315A,RD70,2023,0.0
315A,RD70,2024,0.0
315A,RD80,2023,0.0
315A,RD80,2024,0.0
315A,RD91,2023,0.0
315A,RD91,2024,0.0
315A,RD92,2023,0.0
315A,RD92,2024,0.0
315A,RDOM,2023,674.0
315A,RDOM,2024,708.0
315A,SB10,2023,0.0
315A,SB10,2024,0.0
315A,SB20,2023,0.0
315A,SB20,2024,0.0
315A,SB31,2023,0.0
315A,SB31,2024,0.0
315A,SB32,2023,0.0
315A,SB32,2024,0.0
315A,SB41,2023,0.0
315A,SB41,2024,0.0
315A,SB42,2023,0.0
315A,SB42,2024,0.0
315A,SB43,2023,0.0
315A,SB43,2024,0.0
315A,SB44,2023,0.0
315A,SB44,2024,0.0
315A,SB45,2023,0.0
315A,SB45,2024,0.0
315A,SB46,2023,0.0
315A,SB46,2024,0.0
315A,SC01,2023,25.0
315A,SC01,2024,25.0
315A,SC02,2023,5.0
315A,SC02,2024,5.0
315A,SC03,2023,9.0
315A,SC03,2024,9.0
315A,SC04,2023,0.0
315A,SC04,2024,0.0
315A,SI00,2023,282.0
315A,SI00,2024,273.0
315A,SM01,2023,0.0
315A,SM01,2024,0.0
315A,SM02,2023,0.0
315A,SM02,2024,0.0
315A,SN00,2023,0.0
315A,SN00,2024,0.0
315A,SO01,2023,0.0
315A,SO01,2024,0.0
315A,SO02,2023,0.0
315A,SO02,2024,0.0
315A,SO03,2023,0.0
315A,SO03,2024,0.0
315A,SO04,2023,0.0
315A,SO04,2024,0.0
315A,SOMO,2023,0.0
315A,SOMO,2024,0.0
315A,SOO1,2023,107.0
315A,SOO1,2024,108.0
315A,SOO2,2023,0.0
315A,SOO2,2024,0.0
315A,ST00,2023,429.0
315A,ST00,2024,421.0
315A,SU11,2023,0.0
315A,SU11,2024,0.0
315A,SU12,2023,0.0
315A,SU12,2024,0.0
315A,SU20,2023,0.0
315A,SU20,2024,0.0
315A,SU30,2023,0.0
315A,SU30,2024,0.0
315A,SU40,2023,0.0
315A,SU40,2024,0.0
315A,SU50,2023,0.0
315A,SU50,2024,0.0
315A,SU60,2023,0.0
315A,SU60,2024,0.0
3210,AE10,2023,0.0
3210,AE10,2024,0.0
3210,AE20,2023,0.0
3210,AE20,2024,0.0
3210,AE30,2023,0.0
3210,AE30,2024,0.0
3210,AE40,2023,0.0
3210,AE40,2024,0.0
3210,AE50,2023,0.0
3210,AE50,2024,0.0
3210,EI11,2023,0.0
3210,EI11,2024,0.0
3210,EI12,2023,226.0
3210,EI12,2024,248.0
3210,EI21,2023,1.0
3210,EI21,2024,1.0
3210,EI22,2023,16.0
3210,EI22,2024,17.0
3210,EI30,2023,15.0
3210,EI30,2024,15.0
3210,EI40,2023,1441.0
3210,EI40,2024,1504.0
3210,EI50,2023,1387.0
3210,EI50,2024,1477.0
3210,EI60,2023,22.0
3210,EI60,2024,22.0
3210,ENS1,2023,185.0
3210,ENS1,2024,201.0
3210,ENS2,2023,140.0
3210,ENS2,2024,148.0
3210,ENS3,2023,23.0
3210,ENS3,2024,24.0
3210,EO11,2023,0.0
3210,EO11,2024,0.0
3210,EO12,2023,48.0
3210,EO12,2024,49.0
3210,EO21,2023,12.0
3210,EO21,2024,14.0
3210,EO22,2023,29.0
3210,EO22,2024,30.0
3210,EO30,2023,0.0
3210,EO30,2024,0.0
3210,EO40,2023,547.0
3210,EO40,2024,582.0
3210,EO50,2023,0.0
3210,EO50,2024,0.0
3210,EO60,2023,65.0
3210,EO60,2024,65.0
3210,EO71,2023,0.0
3210,EO71,2024,0.0
3210,EO72,2023,14.0
3210,EO72,2024,12.0
3210,EO80,2023,208.0
3210,EO80,2024,213.0
3210,EP12,2023,3.0
3210,EP12,2024,2.0
3210,EP1A,2023,2.0
3210,EP1A,2024,2.0
3210,EP1B,2023,22.0
3210,EP1B,2024,21.0
3210,EP1C,2023,0.0
3210,EP1C,2024,0.0
3210,EP1D,2023,2.0
3210,EP1D,2024,2.0
3210,EP1E,2023,4.0
3210,EP1E,2024,3.0
3210,EP1F,2023,0.0
3210,EP1F,2024,0.0
3210,EP1G,2023,1.0
3210,EP1G,2024,1.0
3210,EP1H,2023,29.0
3210,EP1H,2024,31.0
3210,EP20,2023,19.0
3210,EP20,2024,20.0
3210,EP31,2023,8.0
3210,EP31,2024,9.0
3210,EP34,2023,0.0
3210,EP34,2024,0.0
3210,EP35,2023,0.0
3210,EP35,2024,0.0
3210,EP36,2023,11.0
3210,EP36,2024,10.0
3210,EQ00,2023,4452.0
3210,EQ00,2024,4697.0
3210,ET11,2023,194.0
3210,ET11,2024,212.0
3210,ET12,2023,112.0
3210,ET12,2024,118.0
3210,ET20,2023,13.0
3210,ET20,2024,14.0
3210,ET30,2023,1.0
3210,ET30,2024,1.0
3210,ET40,2023,0.0
3210,ET40,2024,0.0
3210,ET50,2023,0.0
3210,ET50,2024,0.0
3210,IP00,2023,470.0
3210,IP00,2024,502.0
3210,RD11,2023,0.0
3210,RD11,2024,0.0
3210,RD12,2023,0.0
3210,RD12,2024,0.0
3210,RD21,2023,0.0
3210,RD21,2024,0.0
3210,RD22,2023,0.0
3210,RD22,2024,0.0
3210,RD23,2023,0.0
3210,RD23,2024,0.0
3210,RD24,2023,0.0
3210,RD24,2024,0.0
3210,RD25,2023,0.0
3210,RD25,2024,0.0
3210,RD31,2023,0.0
3210,RD31,2024,0.0
3210,RD32,2023,0.0
3210,RD32,2024,0.0
3210,RD40,2023,0.0
3210,RD40,2024,0.0
3210,RD50,2023,0.0
3210,RD50,2024,0.0
3210,RD60,2023,0.0
3210,RD60,2024,0.0
3210,RD70,2023,0.0
3210,RD70,2024,0.0
3210,RD80,2023,0.0
3210,RD80,2024,0.0
3210,RD91,2023,0.0
3210,RD91,2024,0.0
3210,RD92,2023,0.0
3210,RD92,2024,0.0
3210,RDOM,2023,123.0
3210,RDOM,2024,129.0
3210,SB10,2023,0.0
3210,SB10,2024,0.0
3210,SB20,2023,0.0
3210,SB20,2024,0.0
3210,SB31,2023,0.0
3210,SB31,2024,0.0
3210,SB32,2023,0.0
3210,SB32,2024,0.0
3210,SB41,2023,0.0
3210,SB41,2024,0.0
3210,SB42,2023,0.0
3210,SB42,2024,0.0
3210,SB43,2023,0.0
3210,SB43,2024,0.0
3210,SB44,2023,0.0
3210,SB44,2024,0.0
3210,SB45,2023,0.0
3210,SB45,2024,0.0
3210,SB46,2023,0.0
3210,SB46,2024,0.0
3210,SC01,2023,33.0
3210,SC01,2024,33.0
3210,SC02,2023,4.0
3210,SC02,2024,4.0
3210,SC03,2023,1.0
3210,SC03,2024,1.0
3210,SC04,2023,0.0
3210,SC04,2024,0.0
3210,SI00,2023,1079.0
3210,SI00,2024,1078.0
3210,SM01,2023,0.0
3210,SM01,2024,0.0
3210,SM02,2023,0.0
3210,SM02,2024,0.0
3210,SN00,2023,0.0
3210,SN00,2024,0.0
3210,SO01,2023,1.0
3210,SO01,2024,1.0
3210,SO02,2023,0.0
3210,SO02,2024,0.0
3210,SO03,2023,0.0
3210,SO03,2024,0.0
3210,SO04,2023,3.0
3210,SO04,2024,3.0
3210,SOMO,2023,5.0
3210,SOMO,2024,5.0
3210,SOO1,2023,48.0
3210,SOO1,2024,48.0
3210,SOO2,2023,0.0
3210,SOO2,2024,0.0
3210,ST00,2023,1175.0
3210,ST00,2024,1175.0
3210,SU11,2023,0.0
3210,SU11,2024,0.0
3210,SU12,2023,0.0
3210,SU12,2024,0.0
3210,SU20,2023,0.0
3210,SU20,2024,0.0
3210,SU30,2023,0.0
3210,SU30,2024,0.0
3210,SU40,2023,0.0
3210,SU40,2024,0.0
3210,SU50,2023,0.0
3210,SU50,2024,0.0
3210,SU60,2023,0.0
3210,SU60,2024,0.0
3220,AE10,2023,0.0
3220,AE10,2024,0.0
3220,AE20,2023,0.0
3220,AE20,2024,0.0
3220,AE30,2023,0.0
3220,AE30,2024,0.0
3220,AE40,2023,0.0
3220,AE40,2024,0.0
3220,AE50,2023,0.0
3220,AE50,2024,0.0
3220,EI11,2023,0.0
3220,EI11,2024,0.0
3220,EI12,2023,311.0
3220,EI12,2024,311.0
3220,EI21,2023,53.0
3220,EI21,2024,52.0
3220,EI22,2023,64.0
3220,EI22,2024,65.0
3220,EI30,2023,823.0
3220,EI30,2024,873.0
3220,EI40,2023,3729.0
3220,EI40,2024,3757.0
3220,EI50,2023,3213.0
3220,EI50,2024,3302.0
3220,EI60,2023,179.0
3220,EI60,2024,174.0
3220,ENS1,2023,458.0
3220,ENS1,2024,489.0
3220,ENS2,2023,374.0
3220,ENS2,2024,380.0
3220,ENS3,2023,60.0
3220,ENS3,2024,59.0
3220,EO11,2023,0.0
3220,EO11,2024,0.0
3220,EO12,2023,117.0
3220,EO12,2024,115.0
3220,EO21,2023,0.0
3220,EO21,2024,0.0
3220,EO22,2023,6.0
3220,EO22,2024,6.0
3220,EO30,2023,0.0
3220,EO30,2024,0.0
3220,EO40,2023,60.0
3220,EO40,2024,62.0
3220,EO50,2023,65.0
3220,EO50,2024,70.0
3220,EO60,2023,218.0
3220,EO60,2024,197.0
3220,EO71,2023,0.0
3220,EO71,2024,0.0
3220,EO72,2023,7.0
3220,EO72,2024,7.0
3220,EO80,2023,223.0
3220,EO80,2024,214.0
3220,EP12,2023,0.0
3220,EP12,2024,0.0
3220,EP1A,2023,9.0
3220,EP1A,2024,9.0
3220,EP1B,2023,65.0
3220,EP1B,2024,61.0
3220,EP1C,2023,0.0
3220,EP1C,2024,0.0
3220,EP1D,2023,7.0
3220,EP1D,2024,7.0
3220,EP1E,2023,12.0
3220,EP1E,2024,11.0
3220,EP1F,2023,0.0
3220,EP1F,2024,0.0
3220,EP1G,2023,4.0
3220,EP1G,2024,3.0
3220,EP1H,2023,87.0
3220,EP1H,2024,88.0
3220,EP20,2023,28.0
3220,EP20,2024,29.0
3220,EP31,2023,5.0
3220,EP31,2024,5.0
3220,EP34,2023,16.0
3220,EP34,2024,14.0
3220,EP35,2023,0.0
3220,EP35,2024,0.0
3220,EP36,2023,33.0
3220,EP36,2024,30.0
3220,EQ00,2023,9409.0
3220,EQ00,2024,9537.0
3220,ET11,2023,46.0
3220,ET11,2024,47.0
3220,ET12,2023,7.0
3220,ET12,2024,6.0
3220,ET20,2023,10.0
3220,ET20,2024,9.0
3220,ET30,2023,12.0
3220,ET30,2024,11.0
3220,ET40,2023,0.0
3220,ET40,2024,0.0
3220,ET50,2023,1.0
3220,ET50,2024,1.0
3220,IP00,2023,3021.0
3220,IP00,2024,3181.0
3220,RD11,2023,0.0
3220,RD11,2024,0.0
3220,RD12,2023,0.0
3220,RD12,2024,0.0
3220,RD21,2023,0.0
3220,RD21,2024,0.0
3220,RD22,2023,0.0
3220,RD22,2024,0.0
3220,RD23,2023,0.0
3220,RD23,2024,0.0
3220,RD24,2023,0.0
3220,RD24,2024,0.0
3220,RD25,2023,0.0
3220,RD25,2024,0.0
3220,RD31,2023,0.0
3220,RD31,2024,0.0
3220,RD32,2023,0.0
3220,RD32,2024,0.0
3220,RD40,2023,0.0
3220,RD40,2024,0.0
3220,RD50,2023,0.0
3220,RD50,2024,0.0
3220,RD60,2023,0.0
3220,RD60,2024,0.0
3220,RD70,2023,0.0
3220,RD70,2024,0.0
3220,RD80,2023,0.0
3220,RD80,2024,0.0
3220,RD91,2023,0.0
3220,RD91,2024,0.0
3220,RD92,2023,0.0
3220,RD92,2024,0.0
3220,RDOM,2023,2130.0
3220,RDOM,2024,2253.0
3220,SB10,2023,0.0
3220,SB10,2024,0.0
3220,SB20,2023,0.0
3220,SB20,2024,0.0
3220,SB31,2023,0.0
3220,SB31,2024,0.0
3220,SB32,2023,0.0
3220,SB32,2024,0.0
3220,SB41,2023,0.0
3220,SB41,2024,0.0
3220,SB42,2023,0.0
3220,SB42,2024,0.0
3220,SB43,2023,1.0
3220,SB43,2024,1.0
3220,SB44,2023,0.0
3220,SB44,2024,0.0
3220,SB45,2023,0.0
3220,SB45,2024,0.0
3220,SB46,2023,0.0
3220,SB46,2024,0.0
3220,SC01,2023,34.0
3220,SC01,2024,34.0
3220,SC02,2023,5.0
3220,SC02,2024,5.0
3220,SC03,2023,0.0
3220,SC03,2024,0.0
3220,SC04,2023,0.0
3220,SC04,2024,0.0
3220,SI00,2023,1972.0
3220,SI00,2024,1979.0
3220,SM01,2023,0.0
3220,SM01,2024,0.0
3220,SM02,2023,0.0
3220,SM02,2024,0.0
3220,SN00,2023,0.0
3220,SN00,2024,0.0
3220,SO01,2023,2.0
3220,SO01,2024,2.0
3220,SO02,2023,1.0
3220,SO02,2024,1.0
3220,SO03,2023,0.0
3220,SO03,2024,0.0
3220,SO04,2023,4.0
3220,SO04,2024,4.0
3220,SOMO,2023,6.0
3220,SOMO,2024,5.0
3220,SOO1,2023,44.0
3220,SOO1,2024,45.0
3220,SOO2,2023,0.0
3220,SOO2,2024,0.0
3220,ST00,2023,2087.0
3220,ST00,2024,2094.0
3220,SU11,2023,0.0
3220,SU11,2024,0.0
3220,SU12,2023,0.0
3220,SU12,2024,0.0
3220,SU20,2023,0.0
3220,SU20,2024,0.0
3220,SU30,2023,18.0
3220,SU30,2024,17.0
3220,SU40,2023,0.0
3220,SU40,2024,0.0
3220,SU50,2023,0.0
3220,SU50,2024,0.0
3220,SU60,2023,0.0
3220,SU60,2024,0.0
3230,AE10,2023,0.0
3230,AE10,2024,0.0
3230,AE20,2023,0.0
3230,AE20,2024,0.0
3230,AE30,2023,0.0
3230,AE30,2024,0.0
3230,AE40,2023,0.0
3230,AE40,2024,0.0
3230,AE50,2023,0.0
3230,AE50,2024,0.0
3230,EI11,2023,0.0
3230,EI11,2024,0.0
3230,EI12,2023,19.0
3230,EI12,2024,19.0
3230,EI21,2023,0.0
3230,EI21,2024,0.0
3230,EI22,2023,0.0
3230,EI22,2024,0.0
3230,EI30,2023,173.0
3230,EI30,2024,183.0
3230,EI40,2023,1334.0
3230,EI40,2024,1299.0
3230,EI50,2023,580.0
3230,EI50,2024,576.0
3230,EI60,2023,23.0
3230,EI60,2024,22.0
3230,ENS1,2023,349.0
3230,ENS1,2024,372.0
3230,ENS2,2023,295.0
3230,ENS2,2024,296.0
3230,ENS3,2023,122.0
3230,ENS3,2024,120.0
3230,EO11,2023,0.0
3230,EO11,2024,0.0
3230,EO12,2023,57.0
3230,EO12,2024,54.0
3230,EO21,2023,0.0
3230,EO21,2024,0.0
3230,EO22,2023,8.0
3230,EO22,2024,8.0
3230,EO30,2023,0.0
3230,EO30,2024,0.0
3230,EO40,2023,3.0
3230,EO40,2024,2.0
3230,EO50,2023,0.0
3230,EO50,2024,0.0
3230,EO60,2023,41.0
3230,EO60,2024,41.0
3230,EO71,2023,0.0
3230,EO71,2024,0.0
3230,EO72,2023,87.0
3230,EO72,2024,85.0
3230,EO80,2023,168.0
3230,EO80,2024,164.0
3230,EP12,2023,22.0
3230,EP12,2024,20.0
3230,EP1A,2023,11.0
3230,EP1A,2024,10.0
3230,EP1B,2023,85.0
3230,EP1B,2024,80.0
3230,EP1C,2023,0.0
3230,EP1C,2024,0.0
3230,EP1D,2023,13.0
3230,EP1D,2024,12.0
3230,EP1E,2023,23.0
3230,EP1E,2024,20.0
3230,EP1F,2023,0.0
3230,EP1F,2024,0.0
3230,EP1G,2023,8.0
3230,EP1G,2024,7.0
3230,EP1H,2023,135.0
3230,EP1H,2024,134.0
3230,EP20,2023,24.0
3230,EP20,2024,24.0
3230,EP31,2023,53.0
3230,EP31,2024,53.0
3230,EP34,2023,0.0
3230,EP34,2024,0.0
3230,EP35,2023,0.0
3230,EP35,2024,0.0
3230,EP36,2023,13.0
3230,EP36,2024,11.0
3230,EQ00,2023,2931.0
3230,EQ00,2024,2875.0
3230,ET11,2023,37.0
3230,ET11,2024,37.0
3230,ET12,2023,4.0
3230,ET12,2024,3.0
3230,ET20,2023,8.0
3230,ET20,2024,7.0
3230,ET30,2023,1.0
3230,ET30,2024,1.0
3230,ET40,2023,0.0
3230,ET40,2024,0.0
3230,ET50,2023,0.0
3230,ET50,2024,0.0
3230,IP00,2023,1546.0
3230,IP00,2024,1591.0
3230,RD11,2023,0.0
3230,RD11,2024,0.0
3230,RD12,2023,0.0
3230,RD12,2024,0.0
3230,RD21,2023,0.0
3230,RD21,2024,0.0
3230,RD22,2023,0.0
3230,RD22,2024,0.0
3230,RD23,2023,0.0
3230,RD23,2024,0.0
3230,RD24,2023,0.0
3230,RD24,2024,0.0
3230,RD25,2023,0.0
3230,RD25,2024,0.0
3230,RD31,2023,0.0
3230,RD31,2024,0.0
3230,RD32,2023,0.0
3230,RD32,2024,0.0
3230,RD40,2023,0.0
3230,RD40,2024,0.0
3230,RD50,2023,0.0
3230,RD50,2024,0.0
3230,RD60,2023,0.0
3230,RD60,2024,0.0
3230,RD70,2023,0.0
3230,RD70,2024,0.0
3230,RD80,2023,0.0
3230,RD80,2024,0.0
3230,RD91,2023,0.0
3230,RD91,2024,0.0
3230,RD92,2023,0.0
3230,RD92,2024,0.0
3230,RDOM,2023,780.0
3230,RDOM,2024,804.0
3230,SB10,2023,0.0
3230,SB10,2024,0.0
3230,SB20,2023,0.0
3230,SB20,2024,0.0
3230,SB31,2023,0.0
3230,SB31,2024,0.0
3230,SB32,2023,0.0
3230,SB32,2024,0.0
3230,SB41,2023,0.0
3230,SB41,2024,0.0
3230,SB42,2023,0.0
3230,SB42,2024,0.0
3230,SB43,2023,0.0
3230,SB43,2024,0.0
3230,SB44,2023,0.0
3230,SB44,2024,0.0
3230,SB45,2023,0.0
3230,SB45,2024,0.0
3230,SB46,2023,0.0
3230,SB46,2024,0.0
3230,SC01,2023,18.0
3230,SC01,2024,18.0
3230,SC02,2023,2.0
3230,SC02,2024,2.0
3230,SC03,2023,0.0
3230,SC03,2024,0.0
3230,SC04,2023,0.0
3230,SC04,2024,0.0
3230,SI00,2023,830.0
3230,SI00,2024,821.0
3230,SM01,2023,0.0
3230,SM01,2024,0.0
3230,SM02,2023,0.0
3230,SM02,2024,0.0
3230,SN00,2023,0.0
3230,SN00,2024,0.0
3230,SO01,2023,0.0
3230,SO01,2024,0.0
3230,SO02,2023,0.0
3230,SO02,2024,0.0
3230,SO03,2023,0.0
3230,SO03,2024,0.0
3230,SO04,2023,0.0
3230,SO04,2024,0.0
3230,SOMO,2023,0.0
3230,SOMO,2024,0.0
3230,SOO1,2023,41.0
3230,SOO1,2024,41.0
3230,SOO2,2023,0.0
3230,SOO2,2024,0.0
3230,ST00,2023,891.0
3230,ST00,2024,883.0
3230,SU11,2023,0.0
3230,SU11,2024,0.0
3230,SU12,2023,0.0
3230,SU12,2024,0.0
3230,SU20,2023,0.0
3230,SU20,2024,0.0
3230,SU30,2023,0.0
3230,SU30,2024,0.0
3230,SU40,2023,0.0
3230,SU40,2024,0.0
3230,SU50,2023,0.0
3230,SU50,2024,0.0
3230,SU60,2023,0.0
3230,SU60,2024,0.0
3240,AE10,2023,0.0
3240,AE10,2024,0.0
3240,AE20,2023,0.0
3240,AE20,2024,0.0
3240,AE30,2023,0.0
3240,AE30,2024,0.0
3240,AE40,2023,0.0
3240,AE40,2024,0.0
3240,AE50,2023,0.0
3240,AE50,2024,0.0
3240,EI11,2023,0.0
3240,EI11,2024,0.0
3240,EI12,2023,411.0
3240,EI12,2024,414.0
3240,EI21,2023,71.0
3240,EI21,2024,69.0
3240,EI22,2023,2.0
3240,EI22,2024,1.0
3240,EI30,2023,137.0
3240,EI30,2024,148.0
3240,EI40,2023,2722.0
3240,EI40,2024,2698.0
3240,EI50,2023,5664.0
3240,EI50,2024,5716.0
3240,EI60,2023,123.0
3240,EI60,2024,122.0
3240,ENS1,2023,637.0
3240,ENS1,2024,671.0
3240,ENS2,2023,581.0
3240,ENS2,2024,564.0
3240,ENS3,2023,82.0
3240,ENS3,2024,79.0
3240,EO11,2023,0.0
3240,EO11,2024,0.0
3240,EO12,2023,76.0
3240,EO12,2024,73.0
3240,EO21,2023,1.0
3240,EO21,2024,1.0
3240,EO22,2023,16.0
3240,EO22,2024,16.0
3240,EO30,2023,0.0
3240,EO30,2024,0.0
3240,EO40,2023,189.0
3240,EO40,2024,186.0
3240,EO50,2023,2664.0
3240,EO50,2024,2675.0
3240,EO60,2023,57.0
3240,EO60,2024,56.0
3240,EO71,2023,0.0
3240,EO71,2024,0.0
3240,EO72,2023,5.0
3240,EO72,2024,5.0
3240,EO80,2023,358.0
3240,EO80,2024,352.0
3240,EP12,2023,4.0
3240,EP12,2024,3.0
3240,EP1A,2023,4.0
3240,EP1A,2024,4.0
3240,EP1B,2023,41.0
3240,EP1B,2024,37.0
3240,EP1C,2023,0.0
3240,EP1C,2024,0.0
3240,EP1D,2023,5.0
3240,EP1D,2024,4.0
3240,EP1E,2023,10.0
3240,EP1E,2024,9.0
3240,EP1F,2023,0.0
3240,EP1F,2024,0.0
3240,EP1G,2023,1.0
3240,EP1G,2024,1.0
3240,EP1H,2023,44.0
3240,EP1H,2024,42.0
3240,EP20,2023,119.0
3240,EP20,2024,121.0
3240,EP31,2023,86.0
3240,EP31,2024,73.0
3240,EP34,2023,0.0
3240,EP34,2024,0.0
3240,EP35,2023,5.0
3240,EP35,2024,5.0
3240,EP36,2023,212.0
3240,EP36,2024,206.0
3240,EQ00,2023,13801.0
3240,EQ00,2024,13795.0
3240,ET11,2023,605.0
3240,ET11,2024,599.0
3240,ET12,2023,58.0
3240,ET12,2024,56.0
3240,ET20,2023,77.0
3240,ET20,2024,72.0
3240,ET30,2023,9.0
3240,ET30,2024,8.0
3240,ET40,2023,0.0
3240,ET40,2024,0.0
3240,ET50,2023,22.0
3240,ET50,2024,23.0
3240,IP00,2023,11362.0
3240,IP00,2024,11883.0
3240,RD11,2023,0.0
3240,RD11,2024,0.0
3240,RD12,2023,0.0
3240,RD12,2024,0.0
3240,RD21,2023,0.0
3240,RD21,2024,0.0
3240,RD22,2023,0.0
3240,RD22,2024,0.0
3240,RD23,2023,0.0
3240,RD23,2024,0.0
3240,RD24,2023,0.0
3240,RD24,2024,0.0
3240,RD25,2023,0.0
3240,RD25,2024,0.0
3240,RD31,2023,0.0
3240,RD31,2024,0.0
3240,RD32,2023,0.0
3240,RD32,2024,0.0
3240,RD40,2023,0.0
3240,RD40,2024,0.0
3240,RD50,2023,0.0
3240,RD50,2024,0.0
3240,RD60,2023,0.0
3240,RD60,2024,0.0
3240,RD70,2023,0.0
3240,RD70,2024,0.0
3240,RD80,2023,0.0
3240,RD80,2024,0.0
3240,RD91,2023,0.0
3240,RD91,2024,0.0
3240,RD92,2023,0.0
3240,RD92,2024,0.0
3240,RDOM,2023,10061.0
3240,RDOM,2024,10569.0
3240,SB10,2023,0.0
3240,SB10,2024,0.0
3240,SB20,2023,0.0
3240,SB20,2024,0.0
3240,SB31,2023,0.0
3240,SB31,2024,0.0
3240,SB32,2023,0.0
3240,SB32,2024,0.0
3240,SB41,2023,15.0
3240,SB41,2024,15.0
3240,SB42,2023,0.0
3240,SB42,2024,0.0
3240,SB43,2023,5.0
3240,SB43,2024,5.0
3240,SB44,2023,0.0
3240,SB44,2024,0.0
3240,SB45,2023,0.0
3240,SB45,2024,0.0
3240,SB46,2023,0.0
3240,SB46,2024,0.0
3240,SC01,2023,26.0
3240,SC01,2024,25.0
3240,SC02,2023,9.0
3240,SC02,2024,8.0
3240,SC03,2023,0.0
3240,SC03,2024,0.0
3240,SC04,2023,0.0
3240,SC04,2024,0.0
3240,SI00,2023,3702.0
3240,SI00,2024,3644.0
3240,SM01,2023,32.0
3240,SM01,2024,30.0
3240,SM02,2023,0.0
3240,SM02,2024,0.0
3240,SN00,2023,0.0
3240,SN00,2024,0.0
3240,SO01,2023,5.0
3240,SO01,2024,5.0
3240,SO02,2023,2.0
3240,SO02,2024,2.0
3240,SO03,2023,0.0
3240,SO03,2024,0.0
3240,SO04,2023,9.0
3240,SO04,2024,9.0
3240,SOMO,2023,0.0
3240,SOMO,2024,0.0
3240,SOO1,2023,241.0
3240,SOO1,2024,243.0
3240,SOO2,2023,0.0
3240,SOO2,2024,0.0
3240,ST00,2023,4307.0
