iso3,year,source,catalog,ages,sex,one_person,couple_only,with_partner,with_children_under_20,with_children_20_plus
AFG,2011,MICS,4983,60 or over,Both sexes,0.15,2.80,74.54,10.63,83.86
AFG,2011,MICS,4983,60 or over,Females,0.09,2.86,49.48,3.05,90.47
AFG,2011,MICS,4983,60 or over,Males,0.18,2.77,87.49,14.55,80.45
AFG,2011,MICS,4983,65 or over,Both sexes,0.14,3.06,70.57,8.54,85.62
AFG,2011,MICS,4983,65 or over,Females,0.17,2.20,41.75,1.12,92.21
AFG,2011,MICS,4983,65 or over,Males,0.13,3.47,84.44,12.10,82.44
AFG,2011,MICS,4983,80 or over,Both sexes,0.36,5.30,58.26,4.20,86.77
AFG,2011,MICS,4983,80 or over,Females,0.17,1.84,21.89,0.00,92.40
AFG,2011,MICS,4983,80 or over,Males,0.43,6.75,73.47,5.96,84.42
AFG,2015,DHS,5689,60 or over,Both sexes,0.17,2.14,74.15,7.08,87.71
AFG,2015,DHS,5689,60 or over,Females,0.08,1.99,52.19,2.62,90.90
AFG,2015,DHS,5689,60 or over,Males,0.22,2.22,87.27,9.74,85.81
AFG,2015,DHS,5689,65 or over,Both sexes,0.26,2.60,70.74,5.57,88.24
AFG,2015,DHS,5689,65 or over,Females,0.09,2.02,45.22,1.64,90.54
AFG,2015,DHS,5689,65 or over,Males,0.35,2.91,84.10,7.62,87.04
AFG,2015,DHS,5689,80 or over,Both sexes,0.36,3.23,51.83,2.01,88.45
AFG,2015,DHS,5689,80 or over,Females,0.13,0.86,14.96,0.00,87.92
AFG,2015,DHS,5689,80 or over,Males,0.47,4.40,70.15,3.00,88.71
AFG,2023,MICS,9218,60 or over,Both sexes,0.12,1.57,69.46,8.17,85.26
AFG,2023,MICS,9218,60 or over,Females,0.21,1.21,42.91,2.67,88.95
AFG,2023,MICS,9218,60 or over,Males,0.06,1.84,88.85,12.19,82.57
AFG,2023,MICS,9218,65 or over,Both sexes,0.15,1.80,66.44,7.39,85.54
AFG,2023,MICS,9218,65 or over,Females,0.23,0.92,34.27,1.85,89.63
AFG,2023,MICS,9218,65 or over,Males,0.09,2.36,87.00,10.93,82.93
AFG,2023,MICS,9218,80 or over,Both sexes,0.14,1.48,55.10,6.22,83.28
AFG,2023,MICS,9218,80 or over,Females,0.30,0.10,17.18,1.20,84.44
AFG,2023,MICS,9218,80 or over,Males,0.04,2.28,76.98,9.11,82.61
AGO,2001,MICS,1937,60 or over,Both sexes,13.90,,,,
AGO,2001,MICS,1937,60 or over,Females,19.76,,,,
AGO,2001,MICS,1937,60 or over,Males,8.04,,,,
AGO,2001,MICS,1937,65 or over,Both sexes,14.58,,,,
AGO,2001,MICS,1937,65 or over,Females,20.63,,,,
AGO,2001,MICS,1937,65 or over,Males,8.67,,,,
AGO,2001,MICS,1937,80 or over,Both sexes,15.86,,,,
AGO,2001,MICS,1937,80 or over,Females,24.81,,,,
AGO,2001,MICS,1937,80 or over,Males,6.54,,,,
AGO,2007,DHS,2272,60 or over,Both sexes,8.17,9.82,50.65,10.93,51.62
AGO,2007,DHS,2272,60 or over,Females,12.55,6.27,25.27,2.05,58.98
AGO,2007,DHS,2272,60 or over,Males,3.73,13.41,76.37,19.93,44.17
AGO,2007,DHS,2272,65 or over,Both sexes,9.24,10.40,47.09,7.76,52.18
AGO,2007,DHS,2272,65 or over,Females,13.92,5.38,20.15,0.78,61.24
AGO,2007,DHS,2272,65 or over,Males,4.28,15.73,75.64,15.16,42.57
AGO,2007,DHS,2272,80 or over,Both sexes,10.17,9.23,45.90,1.87,54.20
AGO,2007,DHS,2272,80 or over,Females,18.53,0.00,14.92,1.53,55.76
AGO,2007,DHS,2272,80 or over,Males,1.64,18.64,77.51,2.21,52.61
AGO,2011,DHS,5077,60 or over,Both sexes,9.47,19.65,57.05,12.46,40.19
AGO,2011,DHS,5077,60 or over,Females,12.17,14.05,33.21,6.78,45.01
AGO,2011,DHS,5077,60 or over,Males,7.27,24.21,76.47,17.08,36.27
AGO,2011,DHS,5077,65 or over,Both sexes,9.72,19.94,53.56,9.40,42.20
AGO,2011,DHS,5077,65 or over,Females,12.96,10.20,24.06,3.93,51.73
AGO,2011,DHS,5077,65 or over,Males,7.32,27.14,75.37,13.44,35.16
AGO,2011,DHS,5077,80 or over,Both sexes,9.97,14.13,35.31,8.02,54.10
AGO,2011,DHS,5077,80 or over,Females,11.33,1.35,7.55,3.80,71.06
AGO,2011,DHS,5077,80 or over,Males,8.65,26.46,62.06,12.09,37.76
AGO,2016,DHS,5805,60 or over,Both sexes,16.60,17.67,51.38,13.55,32.78
AGO,2016,DHS,5805,60 or over,Females,21.86,11.88,26.15,4.97,37.95
AGO,2016,DHS,5805,60 or over,Males,10.93,23.93,78.64,22.82,27.20
AGO,2016,DHS,5805,65 or over,Both sexes,18.67,18.82,46.36,9.77,31.78
AGO,2016,DHS,5805,65 or over,Females,23.87,10.30,19.75,2.57,39.53
AGO,2016,DHS,5805,65 or over,Males,12.79,28.47,76.47,17.91,23.01
AGO,2016,DHS,5805,80 or over,Both sexes,22.06,15.90,31.06,3.25,38.00
AGO,2016,DHS,5805,80 or over,Females,25.07,3.07,5.22,0.19,50.05
AGO,2016,DHS,5805,80 or over,Males,17.59,34.91,69.36,7.79,20.13
AGO,2023,DHS,9204,60 or over,Both sexes,16.01,13.82,51.77,10.41,37.51
AGO,2023,DHS,9204,60 or over,Females,20.92,10.40,29.51,4.06,37.81
AGO,2023,DHS,9204,60 or over,Males,10.52,17.65,76.70,17.51,37.16
AGO,2023,DHS,9204,65 or over,Both sexes,18.55,15.75,47.07,6.83,35.32
AGO,2023,DHS,9204,65 or over,Females,24.18,10.73,23.73,2.23,36.37
AGO,2023,DHS,9204,65 or over,Males,12.06,21.54,73.95,12.13,34.11
AGO,2023,DHS,9204,80 or over,Both sexes,19.70,9.38,30.49,3.61,38.99
AGO,2023,DHS,9204,80 or over,Females,24.64,0.53,5.75,0.87,47.21
AGO,2023,DHS,9204,80 or over,Males,12.31,22.60,67.45,7.71,26.71
ALB,2000,MICS,1943,60 or over,Both sexes,5.75,,,,
ALB,2000,MICS,1943,60 or over,Females,9.34,,,,
ALB,2000,MICS,1943,60 or over,Males,2.03,,,,
ALB,2000,MICS,1943,65 or over,Both sexes,7.07,,,,
ALB,2000,MICS,1943,65 or over,Females,11.62,,,,
ALB,2000,MICS,1943,65 or over,Males,1.97,,,,
ALB,2000,MICS,1943,80 or over,Both sexes,8.68,,,,
ALB,2000,MICS,1943,80 or over,Females,12.29,,,,
ALB,2000,MICS,1943,80 or over,Males,2.44,,,,
ALB,2005,MICS,1906,60 or over,Both sexes,6.55,26.05,71.93,1.53,64.70
ALB,2005,MICS,1906,60 or over,Females,9.86,21.67,55.75,0.30,66.94
ALB,2005,MICS,1906,60 or over,Males,3.22,30.47,88.22,2.77,62.43
ALB,2005,MICS,1906,65 or over,Both sexes,7.83,25.54,66.34,0.83,64.86
ALB,2005,MICS,1906,65 or over,Females,11.64,19.44,47.48,0.25,67.45
ALB,2005,MICS,1906,65 or over,Males,3.96,31.73,85.47,1.41,62.24
ALB,2005,MICS,1906,80 or over,Both sexes,12.17,12.46,38.66,0.00,74.53
ALB,2005,MICS,1906,80 or over,Females,15.77,4.32,11.72,0.00,78.41
ALB,2005,MICS,1906,80 or over,Males,7.58,22.82,72.91,0.00,69.60
ALB,2009,DHS,4483,60 or over,Both sexes,6.94,29.04,70.29,1.31,60.07
ALB,2009,DHS,4483,60 or over,Females,10.52,23.04,53.77,0.28,63.38
ALB,2009,DHS,4483,60 or over,Males,3.08,35.50,88.07,2.42,56.51
ALB,2009,DHS,4483,65 or over,Both sexes,8.30,27.80,63.92,0.54,60.98
ALB,2009,DHS,4483,65 or over,Females,12.52,19.98,44.25,0.02,64.74
ALB,2009,DHS,4483,65 or over,Males,3.71,36.33,85.35,1.11,56.88
ALB,2009,DHS,4483,80 or over,Both sexes,10.52,16.90,37.62,0.00,69.16
ALB,2009,DHS,4483,80 or over,Females,12.76,6.15,14.10,0.00,75.77
ALB,2009,DHS,4483,80 or over,Males,7.39,31.87,70.34,0.00,59.97
ALB,2017,DHS,7474,60 or over,Both sexes,8.79,38.23,73.88,0.72,49.39
ALB,2017,DHS,7474,60 or over,Females,12.59,33.51,61.11,0.07,50.80
ALB,2017,DHS,7474,60 or over,Males,4.98,42.95,86.64,1.36,47.97
ALB,2017,DHS,7474,65 or over,Both sexes,10.57,38.44,69.12,0.32,48.33
ALB,2017,DHS,7474,65 or over,Females,15.78,30.27,52.69,0.00,51.16
ALB,2017,DHS,7474,65 or over,Males,5.37,46.60,85.53,0.64,45.50
ALB,2017,DHS,7474,80 or over,Both sexes,16.69,25.36,44.09,0.07,55.53
ALB,2017,DHS,7474,80 or over,Females,22.38,11.83,19.31,0.00,62.23
ALB,2017,DHS,7474,80 or over,Males,10.49,40.12,71.12,0.14,48.23
ARG,1970,IPUMS,1481,60 or over,Both sexes,10.22,19.70,48.02,,
ARG,1970,IPUMS,1481,60 or over,Females,10.56,15.84,34.30,,
ARG,1970,IPUMS,1481,60 or over,Males,9.82,24.15,63.88,,
ARG,1970,IPUMS,1481,65 or over,Both sexes,11.23,19.19,41.21,,
ARG,1970,IPUMS,1481,65 or over,Females,11.75,13.76,26.37,,
ARG,1970,IPUMS,1481,65 or over,Males,10.59,25.80,59.30,,
ARG,1970,IPUMS,1481,80 or over,Both sexes,10.17,10.79,20.24,,
ARG,1970,IPUMS,1481,80 or over,Females,9.89,4.80,8.71,,
ARG,1970,IPUMS,1481,80 or over,Males,10.61,20.29,38.49,,
ARG,1980,IPUMS,1505,60 or over,Both sexes,10.81,21.63,49.01,3.31,42.86
ARG,1980,IPUMS,1505,60 or over,Females,12.61,17.05,35.33,1.60,45.82
ARG,1980,IPUMS,1505,60 or over,Males,8.54,27.44,66.37,5.47,39.12
ARG,1980,IPUMS,1505,65 or over,Both sexes,11.96,21.21,43.43,2.14,42.97
ARG,1980,IPUMS,1505,65 or over,Females,13.98,15.09,28.60,1.04,46.56
ARG,1980,IPUMS,1505,65 or over,Males,9.27,29.36,63.16,3.59,38.19
ARG,1980,IPUMS,1505,80 or over,Both sexes,11.65,11.01,21.43,1.07,52.43
ARG,1980,IPUMS,1505,80 or over,Females,12.28,4.60,9.06,0.73,56.62
ARG,1980,IPUMS,1505,80 or over,Males,10.57,22.09,42.81,1.65,45.18
ARG,2001,IPUMS,99,60 or over,Both sexes,17.07,26.57,48.09,2.18,41.15
ARG,2001,IPUMS,99,60 or over,Females,20.97,21.48,35.90,0.87,42.35
ARG,2001,IPUMS,99,60 or over,Males,11.74,33.53,64.74,3.97,39.50
ARG,2001,IPUMS,99,65 or over,Both sexes,19.26,27.64,44.18,1.18,38.49
ARG,2001,IPUMS,99,65 or over,Females,23.89,20.63,30.67,0.44,40.19
ARG,2001,IPUMS,99,65 or over,Males,12.53,37.82,63.80,2.24,36.02
ARG,2001,IPUMS,99,80 or over,Both sexes,23.92,18.13,24.62,0.42,41.39
ARG,2001,IPUMS,99,80 or over,Females,28.09,8.51,10.95,0.24,45.22
ARG,2001,IPUMS,99,80 or over,Males,15.57,37.38,51.99,0.78,33.72
ARG,2010,IPUMS,4763,60 or over,Both sexes,18.71,27.02,52.79,2.15,39.67
ARG,2010,IPUMS,4763,60 or over,Females,22.44,22.15,40.34,0.94,41.05
ARG,2010,IPUMS,4763,60 or over,Males,13.72,33.54,69.46,3.77,37.83
ARG,2010,IPUMS,4763,65 or over,Both sexes,21.17,27.96,48.16,1.22,37.02
ARG,2010,IPUMS,4763,65 or over,Females,25.74,21.31,34.52,0.53,38.66
ARG,2010,IPUMS,4763,65 or over,Males,14.62,37.52,67.74,2.21,34.66
ARG,2010,IPUMS,4763,80 or over,Both sexes,27.17,20.12,28.83,0.28,37.81
ARG,2010,IPUMS,4763,80 or over,Females,32.01,10.43,14.44,0.17,41.01
ARG,2010,IPUMS,4763,80 or over,Males,17.61,39.28,57.27,0.49,31.48
ARG,2011,MICS,4985,60 or over,Both sexes,20.87,31.43,55.36,1.86,34.93
ARG,2011,MICS,4985,60 or over,Females,26.29,25.50,41.62,0.61,35.26
ARG,2011,MICS,4985,60 or over,Males,13.02,40.03,75.29,3.67,34.44
ARG,2011,MICS,4985,65 or over,Both sexes,24.39,33.26,51.09,1.01,30.92
ARG,2011,MICS,4985,65 or over,Females,31.66,24.78,35.72,0.21,32.06
ARG,2011,MICS,4985,65 or over,Males,13.24,46.28,74.67,2.24,29.19
ARG,2011,MICS,4985,80 or over,Both sexes,33.06,24.40,31.10,0.18,31.11
ARG,2011,MICS,4985,80 or over,Females,38.73,11.99,15.45,0.07,36.14
ARG,2011,MICS,4985,80 or over,Males,21.67,49.36,62.56,0.40,21.00
ARG,2020,MICS,7574,60 or over,Both sexes,22.28,33.08,54.30,1.45,32.97
ARG,2020,MICS,7574,60 or over,Females,27.03,27.13,42.17,0.64,33.81
ARG,2020,MICS,7574,60 or over,Males,15.76,41.27,70.98,2.57,31.80
ARG,2020,MICS,7574,65 or over,Both sexes,24.55,34.71,51.72,0.75,30.22
ARG,2020,MICS,7574,65 or over,Females,30.17,26.77,38.12,0.23,31.34
ARG,2020,MICS,7574,65 or over,Males,16.39,46.21,71.43,1.51,28.58
ARG,2020,MICS,7574,80 or over,Both sexes,29.92,24.00,33.98,0.58,33.26
ARG,2020,MICS,7574,80 or over,Females,34.90,12.69,18.48,0.61,37.67
ARG,2020,MICS,7574,80 or over,Males,20.20,46.13,64.31,0.51,24.64
ARG,2022,DYB,7292,60 or over,Both sexes,21.11,25.11,,,
ARG,2022,DYB,7292,60 or over,Females,24.09,21.42,,,
ARG,2022,DYB,7292,60 or over,Males,17.26,29.85,,,
ARG,2022,DYB,7292,65 or over,Both sexes,22.96,26.42,,,
ARG,2022,DYB,7292,65 or over,Females,26.81,21.32,,,
ARG,2022,DYB,7292,65 or over,Males,17.75,33.33,,,
ARG,2022,DYB,7292,80 or over,Both sexes,31.16,14.08,,,
ARG,2022,DYB,7292,80 or over,Females,35.67,6.49,,,
ARG,2022,DYB,7292,80 or over,Males,21.25,30.78,,,
ARM,2000,DHS,1848,60 or over,Both sexes,8.69,16.27,60.79,1.10,68.85
ARM,2000,DHS,1848,60 or over,Females,12.16,12.45,44.10,0.45,69.44
ARM,2000,DHS,1848,60 or over,Males,3.81,21.63,84.27,2.01,68.01
ARM,2000,DHS,1848,65 or over,Both sexes,10.02,16.25,54.22,0.49,68.16
ARM,2000,DHS,1848,65 or over,Females,13.64,10.66,35.69,0.17,69.91
ARM,2000,DHS,1848,65 or over,Males,4.89,24.15,80.39,0.95,65.68
ARM,2000,DHS,1848,80 or over,Both sexes,15.74,8.86,23.58,0.00,70.50
ARM,2000,DHS,1848,80 or over,Females,17.60,2.54,7.20,0.00,74.06
ARM,2000,DHS,1848,80 or over,Males,11.96,21.74,56.99,0.00,63.24
ARM,2001,IPUMS,1298,60 or over,Both sexes,10.99,15.76,58.50,0.94,67.23
ARM,2001,IPUMS,1298,60 or over,Females,14.78,12.03,41.87,0.29,67.05
ARM,2001,IPUMS,1298,60 or over,Males,5.64,21.02,81.93,1.85,67.48
ARM,2001,IPUMS,1298,65 or over,Both sexes,12.51,15.89,52.50,0.45,66.37
ARM,2001,IPUMS,1298,65 or over,Females,16.61,10.76,34.78,0.14,66.65
ARM,2001,IPUMS,1298,65 or over,Males,6.48,23.42,78.53,0.91,65.95
ARM,2001,IPUMS,1298,80 or over,Both sexes,17.57,6.48,20.15,0.13,69.51
ARM,2001,IPUMS,1298,80 or over,Females,20.44,2.01,6.20,0.04,70.13
ARM,2001,IPUMS,1298,80 or over,Males,10.21,17.96,56.00,0.34,67.90
ARM,2005,DHS,1843,60 or over,Both sexes,15.51,18.34,55.70,0.61,61.48
ARM,2005,DHS,1843,60 or over,Females,21.50,13.21,38.70,0.10,60.58
ARM,2005,DHS,1843,60 or over,Males,7.02,25.62,79.82,1.33,62.76
ARM,2005,DHS,1843,65 or over,Both sexes,16.47,18.01,51.93,0.17,61.45
ARM,2005,DHS,1843,65 or over,Females,22.50,12.69,35.01,0.05,59.93
ARM,2005,DHS,1843,65 or over,Males,7.50,25.94,77.10,0.35,63.72
ARM,2005,DHS,1843,80 or over,Both sexes,19.40,11.20,22.93,0.00,66.96
ARM,2005,DHS,1843,80 or over,Females,25.10,4.59,9.41,0.00,67.24
ARM,2005,DHS,1843,80 or over,Males,3.74,29.33,60.03,0.00,66.18
ARM,2010,DHS,5046,60 or over,Both sexes,15.47,20.99,55.34,0.63,58.54
ARM,2010,DHS,5046,60 or over,Females,21.08,15.74,38.81,0.18,58.05
ARM,2010,DHS,5046,60 or over,Males,7.27,28.66,79.45,1.29,59.25
ARM,2010,DHS,5046,65 or over,Both sexes,17.40,20.59,49.22,0.20,58.07
ARM,2010,DHS,5046,65 or over,Females,23.31,13.95,31.49,0.02,58.14
ARM,2010,DHS,5046,65 or over,Males,8.63,30.45,75.55,0.48,57.98
ARM,2010,DHS,5046,80 or over,Both sexes,22.78,9.38,25.74,0.00,62.25
ARM,2010,DHS,5046,80 or over,Females,27.18,3.93,12.09,0.00,62.53
ARM,2010,DHS,5046,80 or over,Males,14.62,19.46,51.01,0.00,61.72
ARM,2011,IPUMS,4774,60 or over,Both sexes,11.11,14.05,54.64,0.58,67.61
ARM,2011,IPUMS,4774,60 or over,Females,14.68,10.70,38.22,0.16,66.71
ARM,2011,IPUMS,4774,60 or over,Males,6.02,18.82,78.03,1.18,68.88
ARM,2011,IPUMS,4774,65 or over,Both sexes,12.81,14.12,48.21,0.28,66.16
ARM,2011,IPUMS,4774,65 or over,Females,16.62,9.74,31.28,0.03,65.76
ARM,2011,IPUMS,4774,65 or over,Males,7.18,20.60,73.23,0.64,66.75
ARM,2011,IPUMS,4774,80 or over,Both sexes,15.94,9.10,26.69,0.12,65.89
ARM,2011,IPUMS,4774,80 or over,Females,18.67,4.10,12.21,0.02,66.95
ARM,2011,IPUMS,4774,80 or over,Males,11.01,18.10,52.79,0.30,63.97
ARM,2016,DHS,5806,60 or over,Both sexes,14.61,21.33,57.59,0.49,58.28
ARM,2016,DHS,5806,60 or over,Females,19.46,15.98,40.66,0.08,58.45
ARM,2016,DHS,5806,60 or over,Males,7.91,28.72,80.96,1.05,58.06
ARM,2016,DHS,5806,65 or over,Both sexes,17.32,21.52,50.70,0.12,56.84
ARM,2016,DHS,5806,65 or over,Females,22.55,15.01,33.32,0.00,57.74
ARM,2016,DHS,5806,65 or over,Males,9.66,31.06,76.17,0.31,55.51
ARM,2016,DHS,5806,80 or over,Both sexes,22.62,12.52,29.63,0.00,60.96
ARM,2016,DHS,5806,80 or over,Females,25.34,7.36,12.93,0.00,61.82
ARM,2016,DHS,5806,80 or over,Males,18.49,20.35,54.97,0.00,59.66
AUS,2006,DYB,1506,60 or over,Both sexes,23.77,51.60,,,
AUS,2006,DYB,1506,60 or over,Females,30.25,45.69,,,
AUS,2006,DYB,1506,60 or over,Males,16.59,58.15,,,
AUS,2006,DYB,1506,65 or over,Both sexes,26.99,50.94,,,
AUS,2006,DYB,1506,65 or over,Females,34.91,42.60,,,
AUS,2006,DYB,1506,65 or over,Males,17.81,60.61,,,
AUS,2006,DYB,1506,80 or over,Both sexes,49.39,25.96,,,
AUS,2006,DYB,1506,80 or over,Females,59.87,13.18,,,
AUS,2006,DYB,1506,80 or over,Males,31.16,48.17,,,
AUS,2011,DYB,4857,60 or over,Both sexes,23.19,51.13,,,
AUS,2011,DYB,4857,60 or over,Females,28.82,46.21,,,
AUS,2011,DYB,4857,60 or over,Males,17.00,56.55,,,
AUS,2011,DYB,4857,65 or over,Both sexes,26.27,51.41,,,
AUS,2011,DYB,4857,65 or over,Females,33.49,43.91,,,
AUS,2011,DYB,4857,65 or over,Males,18.09,59.92,,,
AUS,2011,DYB,4857,80 or over,Both sexes,48.97,28.40,,,
AUS,2011,DYB,4857,80 or over,Females,59.81,14.96,,,
AUS,2011,DYB,4857,80 or over,Males,31.54,50.00,,,
AUS,2016,DYB,7141,60 or over,Both sexes,21.69,46.75,,,
AUS,2016,DYB,7141,60 or over,Females,26.21,42.99,,,
AUS,2016,DYB,7141,60 or over,Males,16.71,50.89,,,
AUS,2016,DYB,7141,65 or over,Both sexes,23.90,48.16,,,
AUS,2016,DYB,7141,65 or over,Females,29.72,42.49,,,
AUS,2016,DYB,7141,65 or over,Males,17.40,54.49,,,
AUS,2016,DYB,7141,80 or over,Both sexes,43.54,30.98,,,
AUS,2016,DYB,7141,80 or over,Females,53.59,19.25,,,
AUS,2016,DYB,7141,80 or over,Males,28.58,48.43,,,
AUS,2021,DYB,7142,60 or over,Both sexes,21.93,46.79,,,
AUS,2021,DYB,7142,60 or over,Females,26.03,43.42,,,
AUS,2021,DYB,7142,60 or over,Males,17.40,50.51,,,
AUS,2021,DYB,7142,65 or over,Both sexes,23.87,48.80,,,
AUS,2021,DYB,7142,65 or over,Females,29.14,43.65,,,
AUS,2021,DYB,7142,65 or over,Males,18.00,54.55,,,
AUS,2021,DYB,7142,80 or over,Both sexes,41.85,33.25,,,
AUS,2021,DYB,7142,80 or over,Females,52.19,20.70,,,
AUS,2021,DYB,7142,80 or over,Males,27.32,50.89,,,
AUT,1971,IPUMS,1632,60 or over,Both sexes,25.73,33.68,51.13,2.07,28.05
AUT,1971,IPUMS,1632,60 or over,Females,36.07,24.60,34.94,0.53,27.93
AUT,1971,IPUMS,1632,60 or over,Males,9.91,47.56,75.89,4.42,28.24
AUT,1971,IPUMS,1632,65 or over,Both sexes,29.13,32.04,45.46,0.91,27.49
AUT,1971,IPUMS,1632,65 or over,Females,40.11,21.44,28.78,0.12,27.54
AUT,1971,IPUMS,1632,65 or over,Males,11.41,49.16,72.39,2.19,27.40
AUT,1971,IPUMS,1632,80 or over,Both sexes,36.23,16.99,22.84,0.12,35.78
AUT,1971,IPUMS,1632,80 or over,Females,45.13,6.83,9.24,0.06,36.46
AUT,1971,IPUMS,1632,80 or over,Males,18.10,37.71,50.58,0.25,34.38
AUT,1981,IPUMS,373,60 or over,Both sexes,31.52,34.81,48.83,1.56,24.44
AUT,1981,IPUMS,373,60 or over,Females,42.56,25.03,33.02,0.57,23.75
AUT,1981,IPUMS,373,60 or over,Males,12.85,51.34,75.57,3.22,25.59
AUT,1981,IPUMS,373,65 or over,Both sexes,34.85,33.49,44.12,0.83,23.09
AUT,1981,IPUMS,373,65 or over,Females,46.65,22.23,27.52,0.23,22.78
AUT,1981,IPUMS,373,65 or over,Males,14.30,53.10,73.03,1.87,23.63
AUT,1981,IPUMS,373,80 or over,Both sexes,46.20,17.61,21.47,0.13,27.47
AUT,1981,IPUMS,373,80 or over,Females,55.47,7.16,8.72,0.11,28.38
AUT,1981,IPUMS,373,80 or over,Males,24.21,42.39,51.71,0.20,25.33
AUT,1991,IPUMS,838,60 or over,Both sexes,30.46,36.14,51.71,0.89,25.74
AUT,1991,IPUMS,838,60 or over,Females,41.03,27.08,36.82,0.32,24.52
AUT,1991,IPUMS,838,60 or over,Males,13.27,50.87,75.90,1.81,27.73
AUT,1991,IPUMS,838,65 or over,Both sexes,35.36,34.35,45.23,0.40,23.11
AUT,1991,IPUMS,838,65 or over,Females,46.36,23.75,29.97,0.13,22.65
AUT,1991,IPUMS,838,65 or over,Males,15.14,53.84,73.30,0.88,23.97
AUT,1991,IPUMS,838,80 or over,Both sexes,48.51,19.64,23.83,0.17,24.19
AUT,1991,IPUMS,838,80 or over,Females,58.29,8.40,10.12,0.19,25.39
AUT,1991,IPUMS,838,80 or over,Males,25.68,45.91,55.87,0.11,21.37
AUT,2001,DYB,1229,60 or over,Both sexes,27.98,41.73,,,
AUT,2001,DYB,1229,60 or over,Females,37.48,33.55,,,
AUT,2001,DYB,1229,60 or over,Males,15.05,52.87,,,
AUT,2001,DYB,1229,65 or over,Both sexes,32.09,40.30,,,
AUT,2001,DYB,1229,65 or over,Females,42.93,30.01,,,
AUT,2001,DYB,1229,65 or over,Males,15.73,55.85,,,
AUT,2001,DYB,1229,80 or over,Both sexes,53.66,15.90,,,
AUT,2001,DYB,1229,80 or over,Females,62.07,5.46,,,
AUT,2001,DYB,1229,80 or over,Males,31.37,43.58,,,
AUT,2001,IPUMS,1229,60 or over,Both sexes,29.57,40.88,55.93,0.70,23.91
AUT,2001,IPUMS,1229,60 or over,Females,39.67,31.93,42.09,0.16,23.33
AUT,2001,IPUMS,1229,60 or over,Males,15.30,53.55,75.51,1.46,24.74
AUT,2001,IPUMS,1229,65 or over,Both sexes,33.75,39.27,50.69,0.24,22.01
AUT,2001,IPUMS,1229,65 or over,Females,45.06,28.33,35.35,0.03,21.75
AUT,2001,IPUMS,1229,65 or over,Males,16.00,56.44,74.77,0.56,22.43
AUT,2001,IPUMS,1229,80 or over,Both sexes,50.57,22.66,26.39,0.02,21.56
AUT,2001,IPUMS,1229,80 or over,Females,61.23,10.42,11.67,0.01,22.81
AUT,2001,IPUMS,1229,80 or over,Males,25.38,51.55,61.17,0.05,18.62
AUT,2001,LFS,9493,60 or over,Both sexes,27.49,43.61,,,
AUT,2001,LFS,9493,60 or over,Females,37.50,34.22,,,
AUT,2001,LFS,9493,60 or over,Males,13.30,56.93,,,
AUT,2001,LFS,9493,65 or over,Both sexes,31.96,41.71,,,
AUT,2001,LFS,9493,65 or over,Females,43.31,29.98,,,
AUT,2001,LFS,9493,65 or over,Males,14.07,60.18,,,
AUT,2001,LFS,9493,80 or over,Both sexes,46.70,25.64,,,
AUT,2001,LFS,9493,80 or over,Females,57.72,11.43,,,
AUT,2001,LFS,9493,80 or over,Males,20.71,59.17,,,
AUT,2011,DYB,5302,60 or over,Both sexes,28.17,43.95,,,
AUT,2011,DYB,5302,60 or over,Females,36.07,37.39,,,
AUT,2011,DYB,5302,60 or over,Males,18.38,52.08,,,
AUT,2011,DYB,5302,65 or over,Both sexes,30.90,44.03,,,
AUT,2011,DYB,5302,65 or over,Females,40.20,35.20,,,
AUT,2011,DYB,5302,65 or over,Males,18.72,55.58,,,
AUT,2011,DYB,5302,80 or over,Both sexes,53.95,20.89,,,
AUT,2011,DYB,5302,80 or over,Females,63.69,9.89,,,
AUT,2011,DYB,5302,80 or over,Males,30.42,47.46,,,
AUT,2011,LFS,9494,60 or over,Both sexes,29.98,45.86,,,
AUT,2011,LFS,9494,60 or over,Females,38.82,37.71,,,
AUT,2011,LFS,9494,60 or over,Males,18.78,56.20,,,
AUT,2011,LFS,9494,65 or over,Both sexes,32.60,45.15,,,
AUT,2011,LFS,9494,65 or over,Females,42.90,34.70,,,
AUT,2011,LFS,9494,65 or over,Males,18.75,59.19,,,
AUT,2011,LFS,9494,80 or over,Both sexes,47.21,29.57,,,
AUT,2011,LFS,9494,80 or over,Females,58.47,16.94,,,
AUT,2011,LFS,9494,80 or over,Males,25.71,53.68,,,
AUT,2021,DYB,7120,60 or over,Both sexes,29.30,44.04,,,
AUT,2021,DYB,7120,60 or over,Females,35.83,38.98,,,
AUT,2021,DYB,7120,60 or over,Males,21.62,49.97,,,
AUT,2021,DYB,7120,65 or over,Both sexes,31.65,44.78,,,
AUT,2021,DYB,7120,65 or over,Females,39.76,37.36,,,
AUT,2021,DYB,7120,65 or over,Males,21.60,53.98,,,
AUT,2021,DYB,7120,80 or over,Both sexes,51.26,25.54,,,
AUT,2021,DYB,7120,80 or over,Females,63.16,12.22,,,
AUT,2021,DYB,7120,80 or over,Males,30.40,48.88,,,
AZE,2000,MICS,1912,60 or over,Both sexes,6.80,,,,
AZE,2000,MICS,1912,60 or over,Females,10.78,,,,
AZE,2000,MICS,1912,60 or over,Males,1.72,,,,
AZE,2000,MICS,1912,65 or over,Both sexes,9.02,,,,
AZE,2000,MICS,1912,65 or over,Females,14.03,,,,
