iso3,year,what,group,share
CMR,2012,wealth,p99.9p100,0.1402
CMR,2012,wealth,p99p100,0.2991
CMR,2013,income,p0p50,0.1082
CMR,2013,income,p50p90,0.3738
CMR,2013,income,p90p100,0.518
CMR,2013,income,p99.9p100,0.041
CMR,2013,income,p99p100,0.1582
CMR,2013,wealth,p0p50,0.0372
CMR,2013,wealth,p50p90,0.3217
CMR,2013,wealth,p90p100,0.6411
CMR,2013,wealth,p99.9p100,0.1411
CMR,2013,wealth,p99p100,0.3004
CMR,2014,income,p0p50,0.1063
CMR,2014,income,p50p90,0.3732
CMR,2014,income,p90p100,0.5205000000000001
CMR,2014,income,p99.9p100,0.0409
CMR,2014,income,p99p100,0.1585
CMR,2014,wealth,p0p50,0.0367
CMR,2014,wealth,p50p90,0.3196
CMR,2014,wealth,p90p100,0.6437
CMR,2014,wealth,p99.9p100,0.1434
CMR,2014,wealth,p99p100,0.3033
CMR,2015,income,p0p50,0.1088
CMR,2015,income,p50p90,0.377
CMR,2015,income,p90p100,0.5141
CMR,2015,income,p99.9p100,0.0394
CMR,2015,income,p99p100,0.1548
CMR,2015,wealth,p0p50,0.0375
CMR,2015,wealth,p50p90,0.3229
CMR,2015,wealth,p90p100,0.6396000000000001
CMR,2015,wealth,p99.9p100,0.1398
CMR,2015,wealth,p99p100,0.2986
CMR,2016,income,p0p50,0.1113
CMR,2016,income,p50p90,0.3809
CMR,2016,income,p90p100,0.5078
CMR,2016,income,p99.9p100,0.0378
CMR,2016,income,p99p100,0.1511
CMR,2016,wealth,p0p50,0.0385
CMR,2016,wealth,p50p90,0.3272
CMR,2016,wealth,p90p100,0.6343
CMR,2016,wealth,p99.9p100,0.1352
CMR,2016,wealth,p99p100,0.2925
CMR,2017,income,p0p50,0.1138
CMR,2017,income,p50p90,0.3848
CMR,2017,income,p90p100,0.5014000000000001
CMR,2017,income,p99.9p100,0.0363
CMR,2017,income,p99p100,0.1474
CMR,2017,wealth,p0p50,0.0395
CMR,2017,wealth,p50p90,0.3315
CMR,2017,wealth,p90p100,0.629
CMR,2017,wealth,p99.9p100,0.1307
CMR,2017,wealth,p99p100,0.2865
CMR,2018,income,p0p50,0.1162
CMR,2018,income,p50p90,0.3887
CMR,2018,income,p90p100,0.4951
CMR,2018,income,p99.9p100,0.0348
CMR,2018,income,p99p100,0.1438
CMR,2018,wealth,p0p50,0.0402
CMR,2018,wealth,p50p90,0.3347
CMR,2018,wealth,p90p100,0.625
CMR,2018,wealth,p99.9p100,0.1274
CMR,2018,wealth,p99p100,0.282
CMR,2019,income,p0p50,0.1187
CMR,2019,income,p50p90,0.3926
CMR,2019,income,p90p100,0.4887
CMR,2019,income,p99.9p100,0.0333
CMR,2019,income,p99p100,0.1401
CMR,2019,wealth,p0p50,0.0416
CMR,2019,wealth,p50p90,0.3408
CMR,2019,wealth,p90p100,0.6176
CMR,2019,wealth,p99.9p100,0.1212
CMR,2019,wealth,p99p100,0.2738
CMR,2020,income,p0p50,0.1212
CMR,2020,income,p50p90,0.3964
CMR,2020,income,p90p100,0.4823
CMR,2020,income,p99.9p100,0.0318
CMR,2020,income,p99p100,0.1364
CMR,2020,wealth,p0p50,0.0428
CMR,2020,wealth,p50p90,0.3464
CMR,2020,wealth,p90p100,0.6108
CMR,2020,wealth,p99.9p100,0.1158
CMR,2020,wealth,p99p100,0.2663
CMR,2021,income,p0p50,0.1237
CMR,2021,income,p50p90,0.4003
CMR,2021,income,p90p100,0.476
CMR,2021,income,p99.9p100,0.0303
CMR,2021,income,p99p100,0.1327
CMR,2021,wealth,p0p50,0.0436
CMR,2021,wealth,p50p90,0.3501
CMR,2021,wealth,p90p100,0.6063000000000001
CMR,2021,wealth,p99.9p100,0.1122
CMR,2021,wealth,p99p100,0.2614
CMR,2022,income,p0p50,0.1237
CMR,2022,income,p50p90,0.4003
CMR,2022,income,p90p100,0.476
CMR,2022,income,p99.9p100,0.0303
CMR,2022,income,p99p100,0.1327
CMR,2022,wealth,p0p50,0.0436
CMR,2022,wealth,p50p90,0.3501
CMR,2022,wealth,p90p100,0.6063000000000001
CMR,2022,wealth,p99.9p100,0.1122
CMR,2022,wealth,p99p100,0.2614
CMR,2023,income,p0p50,0.1237
CMR,2023,income,p50p90,0.4003
CMR,2023,income,p90p100,0.476
CMR,2023,income,p99.9p100,0.0303
CMR,2023,income,p99p100,0.1327
CMR,2023,wealth,p0p50,0.0436
CMR,2023,wealth,p50p90,0.35
CMR,2023,wealth,p90p100,0.6063000000000001
CMR,2023,wealth,p99.9p100,0.1122
CMR,2023,wealth,p99p100,0.2614
CMR,2024,income,p0p50,0.1237
CMR,2024,income,p50p90,0.4003
CMR,2024,income,p90p100,0.476
CMR,2024,income,p99.9p100,0.0303
CMR,2024,income,p99p100,0.1327
CMR,2024,wealth,p0p50,0.0436
CMR,2024,wealth,p50p90,0.35
CMR,2024,wealth,p90p100,0.6064
CMR,2024,wealth,p99.9p100,0.1122
CMR,2024,wealth,p99p100,0.2615
COD,2010,income,p0p50,0.1261
COD,2010,income,p50p90,0.3843
COD,2010,income,p90p100,0.4896
COD,2010,income,p99.9p100,0.0375
COD,2010,income,p99p100,0.1458
COD,2010,wealth,p0p50,0.0416
COD,2010,wealth,p50p90,0.3406
COD,2010,wealth,p90p100,0.6178
COD,2010,wealth,p99.9p100,0.1214
COD,2010,wealth,p99p100,0.274
COD,2011,income,p0p50,0.1262
COD,2011,income,p50p90,0.3848
COD,2011,income,p90p100,0.489
COD,2011,income,p99.9p100,0.0378
COD,2011,income,p99p100,0.1461
COD,2011,wealth,p0p50,0.0416
COD,2011,wealth,p50p90,0.3408
COD,2011,wealth,p90p100,0.6176
COD,2011,wealth,p99.9p100,0.1212
COD,2011,wealth,p99p100,0.2737
COD,2012,income,p0p50,0.1264
COD,2012,income,p50p90,0.3852
COD,2012,income,p90p100,0.4884
COD,2012,income,p99.9p100,0.0381
COD,2012,income,p99p100,0.1464
COD,2012,wealth,p0p50,0.042
COD,2012,wealth,p50p90,0.3425
COD,2012,wealth,p90p100,0.6156
COD,2012,wealth,p99.9p100,0.1196
COD,2012,wealth,p99p100,0.2715
COD,2013,income,p0p50,0.125
COD,2013,income,p50p90,0.3802
COD,2013,income,p90p100,0.4948
COD,2013,income,p99.9p100,0.0405
COD,2013,income,p99p100,0.1524
COD,2013,wealth,p0p50,0.0404
COD,2013,wealth,p50p90,0.3353
COD,2013,wealth,p90p100,0.6243000000000001
COD,2013,wealth,p99.9p100,0.1267
COD,2013,wealth,p99p100,0.2812
COD,2014,income,p0p50,0.1237
COD,2014,income,p50p90,0.3751
COD,2014,income,p90p100,0.5012
COD,2014,income,p99.9p100,0.0431
COD,2014,income,p99p100,0.1584
COD,2014,wealth,p0p50,0.0395
COD,2014,wealth,p50p90,0.3316
COD,2014,wealth,p90p100,0.6288
COD,2014,wealth,p99.9p100,0.1306
COD,2014,wealth,p99p100,0.2863
COD,2015,income,p0p50,0.1223
COD,2015,income,p50p90,0.37
COD,2015,income,p90p100,0.5076
COD,2015,income,p99.9p100,0.0456
COD,2015,income,p99p100,0.1643
COD,2015,wealth,p0p50,0.0388
COD,2015,wealth,p50p90,0.3283
COD,2015,wealth,p90p100,0.6329
COD,2015,wealth,p99.9p100,0.1341
COD,2015,wealth,p99p100,0.291
COD,2016,income,p0p50,0.121
COD,2016,income,p50p90,0.365
COD,2016,income,p90p100,0.5141
COD,2016,income,p99.9p100,0.0481
COD,2016,income,p99p100,0.1703
COD,2016,wealth,p0p50,0.0376
COD,2016,wealth,p50p90,0.3235
COD,2016,wealth,p90p100,0.6389
COD,2016,wealth,p99.9p100,0.1392
COD,2016,wealth,p99p100,0.2978
COD,2017,income,p0p50,0.1196
COD,2017,income,p50p90,0.3599
COD,2017,income,p90p100,0.5205000000000001
COD,2017,income,p99.9p100,0.0507
COD,2017,income,p99p100,0.1763
COD,2017,wealth,p0p50,0.0368
COD,2017,wealth,p50p90,0.3199
COD,2017,wealth,p90p100,0.6433
COD,2017,wealth,p99.9p100,0.1431
COD,2017,wealth,p99p100,0.3029
COD,2018,income,p0p50,0.1183
COD,2018,income,p50p90,0.3548
COD,2018,income,p90p100,0.5269
COD,2018,income,p99.9p100,0.0533
COD,2018,income,p99p100,0.1823
COD,2018,wealth,p0p50,0.0358
COD,2018,wealth,p50p90,0.3162
COD,2018,wealth,p90p100,0.648
COD,2018,wealth,p99.9p100,0.1472
COD,2018,wealth,p99p100,0.3084
COD,2019,income,p0p50,0.1169
COD,2019,income,p50p90,0.3498
COD,2019,income,p90p100,0.5333
COD,2019,income,p99.9p100,0.0559
COD,2019,income,p99p100,0.1883
COD,2019,wealth,p0p50,0.0351
COD,2019,wealth,p50p90,0.3132
COD,2019,wealth,p90p100,0.6517000000000001
COD,2019,wealth,p99.9p100,0.1504
COD,2019,wealth,p99p100,0.3126
COD,2020,income,p0p50,0.1156
COD,2020,income,p50p90,0.3447
COD,2020,income,p90p100,0.5397000000000001
COD,2020,income,p99.9p100,0.0585
COD,2020,income,p99p100,0.1943
COD,2020,wealth,p0p50,0.0342
COD,2020,wealth,p50p90,0.3096
COD,2020,wealth,p90p100,0.6562
COD,2020,wealth,p99.9p100,0.1544
COD,2020,wealth,p99p100,0.3179
COD,2021,income,p0p50,0.1156
COD,2021,income,p50p90,0.3447
COD,2021,income,p90p100,0.5397000000000001
COD,2021,income,p99.9p100,0.0585
COD,2021,income,p99p100,0.1943
COD,2021,wealth,p0p50,0.0342
COD,2021,wealth,p50p90,0.3095
COD,2021,wealth,p90p100,0.6563
COD,2021,wealth,p99.9p100,0.1545
COD,2021,wealth,p99p100,0.3181
COD,2022,income,p0p50,0.1156
COD,2022,income,p50p90,0.3447
COD,2022,income,p90p100,0.5397000000000001
COD,2022,income,p99.9p100,0.0585
COD,2022,income,p99p100,0.1943
COD,2022,wealth,p0p50,0.0342
COD,2022,wealth,p50p90,0.3096
COD,2022,wealth,p90p100,0.6562
COD,2022,wealth,p99.9p100,0.1544
COD,2022,wealth,p99p100,0.318
COD,2023,income,p0p50,0.1156
COD,2023,income,p50p90,0.3447
COD,2023,income,p90p100,0.5397000000000001
COD,2023,income,p99.9p100,0.0585
COD,2023,income,p99p100,0.1943
COD,2023,wealth,p0p50,0.0342
COD,2023,wealth,p50p90,0.3095
COD,2023,wealth,p90p100,0.6563
COD,2023,wealth,p99.9p100,0.1544
COD,2023,wealth,p99p100,0.318
COD,2024,income,p0p50,0.1156
COD,2024,income,p50p90,0.3447
COD,2024,income,p90p100,0.5397000000000001
COD,2024,income,p99.9p100,0.0585
COD,2024,income,p99p100,0.1943
COD,2024,wealth,p0p50,0.0342
COD,2024,wealth,p50p90,0.3095
COD,2024,wealth,p90p100,0.6563
COD,2024,wealth,p99.9p100,0.1545
COD,2024,wealth,p99p100,0.318
COG,2010,income,p0p50,0.0999
COG,2010,income,p50p90,0.3431
COG,2010,income,p90p100,0.557
COG,2010,income,p99.9p100,0.0595
COG,2010,income,p99p100,0.202
COG,2010,wealth,p0p50,0.0292
COG,2010,wealth,p50p90,0.2909
COG,2010,wealth,p90p100,0.6799000000000001
COG,2010,wealth,p99.9p100,0.1755
COG,2010,wealth,p99p100,0.3459
COG,2011,income,p0p50,0.0992
COG,2011,income,p50p90,0.3416
COG,2011,income,p90p100,0.5593
COG,2011,income,p99.9p100,0.0603
COG,2011,income,p99p100,0.2052
COG,2011,wealth,p0p50,0.0264
COG,2011,wealth,p50p90,0.2814
COG,2011,wealth,p90p100,0.6921
COG,2011,wealth,p99.9p100,0.1864
COG,2011,wealth,p99p100,0.3604
COG,2012,income,p0p50,0.0992
COG,2012,income,p50p90,0.3416
COG,2012,income,p90p100,0.5593
COG,2012,income,p99.9p100,0.0603
COG,2012,income,p99p100,0.2052
COG,2012,wealth,p0p50,0.0264
COG,2012,wealth,p50p90,0.2814
COG,2012,wealth,p90p100,0.6922
COG,2012,wealth,p99.9p100,0.1864
COG,2012,wealth,p99p100,0.3605
COG,2013,income,p0p50,0.0992
COG,2013,income,p50p90,0.3416
COG,2013,income,p90p100,0.5593
COG,2013,income,p99.9p100,0.0603
COG,2013,income,p99p100,0.2052
COG,2013,wealth,p0p50,0.0264
COG,2013,wealth,p50p90,0.2815
COG,2013,wealth,p90p100,0.6920000000000001
COG,2013,wealth,p99.9p100,0.1863
COG,2013,wealth,p99p100,0.3603
COG,2014,income,p0p50,0.0992
COG,2014,income,p50p90,0.3416
COG,2014,income,p90p100,0.5593
COG,2014,income,p99.9p100,0.0603
COG,2014,income,p99p100,0.2052
COG,2014,wealth,p0p50,0.0265
COG,2014,wealth,p50p90,0.2816
COG,2014,wealth,p90p100,0.6919000000000001
COG,2014,wealth,p99.9p100,0.1862
COG,2014,wealth,p99p100,0.3602
COG,2015,income,p0p50,0.0992
COG,2015,income,p50p90,0.3416
COG,2015,income,p90p100,0.5593
COG,2015,income,p99.9p100,0.0603
COG,2015,income,p99p100,0.2052
COG,2015,wealth,p0p50,0.0264
COG,2015,wealth,p50p90,0.2814
COG,2015,wealth,p90p100,0.6922
COG,2015,wealth,p99.9p100,0.1864
COG,2015,wealth,p99p100,0.3605
COG,2016,income,p0p50,0.0992
COG,2016,income,p50p90,0.3416
COG,2016,income,p90p100,0.5593
COG,2016,income,p99.9p100,0.0603
COG,2016,income,p99p100,0.2052
COG,2016,wealth,p0p50,0.0264
COG,2016,wealth,p50p90,0.2815
COG,2016,wealth,p90p100,0.6921
COG,2016,wealth,p99.9p100,0.1863
COG,2016,wealth,p99p100,0.3604
COG,2017,income,p0p50,0.0992
COG,2017,income,p50p90,0.3416
COG,2017,income,p90p100,0.5593
COG,2017,income,p99.9p100,0.0603
COG,2017,income,p99p100,0.2052
COG,2017,wealth,p0p50,0.0264
COG,2017,wealth,p50p90,0.2815
COG,2017,wealth,p90p100,0.6921
COG,2017,wealth,p99.9p100,0.1863
COG,2017,wealth,p99p100,0.3603
COG,2018,income,p0p50,0.0992
COG,2018,income,p50p90,0.3416
COG,2018,income,p90p100,0.5593
COG,2018,income,p99.9p100,0.0603
COG,2018,income,p99p100,0.2052
COG,2018,wealth,p0p50,0.0264
COG,2018,wealth,p50p90,0.2816
COG,2018,wealth,p90p100,0.6920000000000001
COG,2018,wealth,p99.9p100,0.1862
COG,2018,wealth,p99p100,0.3602
COG,2019,income,p0p50,0.0992
COG,2019,income,p50p90,0.3416
COG,2019,income,p90p100,0.5593
COG,2019,income,p99.9p100,0.0603
COG,2019,income,p99p100,0.2052
COG,2019,wealth,p0p50,0.0264
COG,2019,wealth,p50p90,0.2815
COG,2019,wealth,p90p100,0.6921
COG,2019,wealth,p99.9p100,0.1864
COG,2019,wealth,p99p100,0.3604
COG,2020,income,p0p50,0.0992
COG,2020,income,p50p90,0.3416
COG,2020,income,p90p100,0.5593
COG,2020,income,p99.9p100,0.0603
COG,2020,income,p99p100,0.2052
COG,2020,wealth,p0p50,0.0265
COG,2020,wealth,p50p90,0.2816
COG,2020,wealth,p90p100,0.6920000000000001
COG,2020,wealth,p99.9p100,0.1862
COG,2020,wealth,p99p100,0.3602
COG,2021,income,p0p50,0.0992
COG,2021,income,p50p90,0.3416
COG,2021,income,p90p100,0.5593
COG,2021,income,p99.9p100,0.0603
COG,2021,income,p99p100,0.2052
COG,2021,wealth,p0p50,0.0265
COG,2021,wealth,p50p90,0.2816
COG,2021,wealth,p90p100,0.6919000000000001
COG,2021,wealth,p99.9p100,0.1861
COG,2021,wealth,p99p100,0.3601
COG,2022,income,p0p50,0.0992
COG,2022,income,p50p90,0.3416
COG,2022,income,p90p100,0.5593
COG,2022,income,p99.9p100,0.0603
COG,2022,income,p99p100,0.2052
COG,2022,wealth,p0p50,0.0264
COG,2022,wealth,p50p90,0.2814
COG,2022,wealth,p90p100,0.6922
COG,2022,wealth,p99.9p100,0.1865
COG,2022,wealth,p99p100,0.3605
COG,2023,income,p0p50,0.0992
COG,2023,income,p50p90,0.3416
COG,2023,income,p90p100,0.5593
COG,2023,income,p99.9p100,0.0603
COG,2023,income,p99p100,0.2052
COG,2023,wealth,p0p50,0.0265
COG,2023,wealth,p50p90,0.2816
COG,2023,wealth,p90p100,0.6919000000000001
COG,2023,wealth,p99.9p100,0.1862
COG,2023,wealth,p99p100,0.3601
COG,2024,income,p0p50,0.0992
COG,2024,income,p50p90,0.3416
COG,2024,income,p90p100,0.5593
COG,2024,income,p99.9p100,0.0603
COG,2024,income,p99p100,0.2052
COG,2024,wealth,p0p50,0.0264
COG,2024,wealth,p50p90,0.2813
COG,2024,wealth,p90p100,0.6923
COG,2024,wealth,p99.9p100,0.1865
COG,2024,wealth,p99p100,0.3606
COL,2010,income,p0p50,0.0774
COL,2010,income,p50p90,0.3219
COL,2010,income,p90p100,0.6007
COL,2010,income,p99.9p100,0.0994
COL,2010,income,p99p100,0.2648
COL,2010,wealth,p0p50,0.0198
COL,2010,wealth,p50p90,0.2609
COL,2010,wealth,p90p100,0.7193
COL,2010,wealth,p99.9p100,0.2102
COL,2010,wealth,p99p100,0.3925
COL,2011,income,p0p50,0.079
COL,2011,income,p50p90,0.3154
COL,2011,income,p90p100,0.6056
COL,2011,income,p99.9p100,0.1032
COL,2011,income,p99p100,0.2759
COL,2011,wealth,p0p50,0.0195
COL,2011,wealth,p50p90,0.2599
COL,2011,wealth,p90p100,0.7206
COL,2011,wealth,p99.9p100,0.2113
COL,2011,wealth,p99p100,0.394
COL,2012,income,p0p50,0.086
COL,2012,income,p50p90,0.3316
COL,2012,income,p90p100,0.5825
COL,2012,income,p99.9p100,0.0887
COL,2012,income,p99p100,0.241
COL,2012,wealth,p0p50,0.0212
COL,2012,wealth,p50p90,0.2649
COL,2012,wealth,p90p100,0.7139
COL,2012,wealth,p99.9p100,0.2055
COL,2012,wealth,p99p100,0.3862
COL,2013,income,p0p50,0.0856
COL,2013,income,p50p90,0.3274
COL,2013,income,p90p100,0.5870000000000001
COL,2013,income,p99.9p100,0.0812
COL,2013,income,p99p100,0.2435
COL,2013,wealth,p0p50,0.0207
COL,2013,wealth,p50p90,0.2624
COL,2013,wealth,p90p100,0.7169
COL,2013,wealth,p99.9p100,0.2106
COL,2013,wealth,p99p100,0.3909
COL,2014,income,p0p50,0.0937
COL,2014,income,p50p90,0.3468
COL,2014,income,p90p100,0.5595
COL,2014,income,p99.9p100,0.1091
COL,2014,income,p99p100,0.2445
COL,2014,wealth,p0p50,0.0241
COL,2014,wealth,p50p90,0.2729
COL,2014,wealth,p90p100,0.7031000000000001
COL,2014,wealth,p99.9p100,0.1984
COL,2014,wealth,p99p100,0.3746
COL,2015,income,p0p50,0.0944
COL,2015,income,p50p90,0.343
COL,2015,income,p90p100,0.5626
COL,2015,income,p99.9p100,0.0812
COL,2015,income,p99p100,0.219
COL,2015,wealth,p0p50,0.0232
COL,2015,wealth,p50p90,0.2709
COL,2015,wealth,p90p100,0.7059000000000001
COL,2015,wealth,p99.9p100,0.1985
COL,2015,wealth,p99p100,0.3767
COL,2016,income,p0p50,0.095
COL,2016,income,p50p90,0.338
COL,2016,income,p90p100,0.5670000000000001
COL,2016,income,p99.9p100,0.0872
COL,2016,income,p99p100,0.2274
COL,2016,wealth,p0p50,0.0227
COL,2016,wealth,p50p90,0.2695
COL,2016,wealth,p90p100,0.7078
COL,2016,wealth,p99.9p100,0.2002
COL,2016,wealth,p99p100,0.3789
COL,2017,income,p0p50,0.0841
COL,2017,income,p50p90,0.3261
COL,2017,income,p90p100,0.5897
COL,2017,income,p99.9p100,0.098
COL,2017,income,p99p100,0.2238
COL,2017,wealth,p0p50,0.0207
COL,2017,wealth,p50p90,0.2633
COL,2017,wealth,p90p100,0.7160000000000001
COL,2017,wealth,p99.9p100,0.2074
COL,2017,wealth,p99p100,0.3887
COL,2018,income,p0p50,0.0807
COL,2018,income,p50p90,0.3234
COL,2018,income,p90p100,0.596
COL,2018,income,p99.9p100,0.0919
COL,2018,income,p99p100,0.227
COL,2018,wealth,p0p50,0.02
COL,2018,wealth,p50p90,0.2613
COL,2018,wealth,p90p100,0.7187
COL,2018,wealth,p99.9p100,0.2097
COL,2018,wealth,p99p100,0.3918
COL,2019,income,p0p50,0.0762
COL,2019,income,p50p90,0.3269
COL,2019,income,p90p100,0.5969
COL,2019,income,p99.9p100,0.0876
COL,2019,income,p99p100,0.2244
COL,2019,wealth,p0p50,0.02
COL,2019,wealth,p50p90,0.2612
COL,2019,wealth,p90p100,0.7188
COL,2019,wealth,p99.9p100,0.2098
COL,2019,wealth,p99p100,0.392
COL,2020,income,p0p50,0.0561
COL,2020,income,p50p90,0.3317
COL,2020,income,p90p100,0.6122000000000001
COL,2020,income,p99.9p100,0.0772
COL,2020,income,p99p100,0.2066
COL,2020,wealth,p0p50,0.0192
COL,2020,wealth,p50p90,0.259
COL,2020,wealth,p90p100,0.7218
COL,2020,wealth,p99.9p100,0.2124
COL,2020,wealth,p99p100,0.3955
COL,2021,income,p0p50,0.0636
COL,2021,income,p50p90,0.3272
COL,2021,income,p90p100,0.6092000000000001
COL,2021,income,p99.9p100,0.0748
COL,2021,income,p99p100,0.2091
COL,2021,wealth,p0p50,0.0192
COL,2021,wealth,p50p90,0.2589
COL,2021,wealth,p90p100,0.7218
COL,2021,wealth,p99.9p100,0.213
COL,2021,wealth,p99p100,0.3958
COL,2022,income,p0p50,0.0584
COL,2022,income,p50p90,0.3085
COL,2022,income,p90p100,0.6331
COL,2022,income,p99.9p100,0.1175
COL,2022,income,p99p100,0.2696
COL,2022,wealth,p0p50,0.0186
COL,2022,wealth,p50p90,0.2573
COL,2022,wealth,p90p100,0.7241000000000001
COL,2022,wealth,p99.9p100,0.2144
COL,2022,wealth,p99p100,0.3982
COL,2023,income,p0p50,0.0661
COL,2023,income,p50p90,0.3346
COL,2023,income,p90p100,0.5994
COL,2023,income,p99.9p100,0.0993
COL,2023,income,p99p100,0.2245
COL,2023,wealth,p0p50,0.0199
COL,2023,wealth,p50p90,0.261
COL,2023,wealth,p90p100,0.7191000000000001
COL,2023,wealth,p99.9p100,0.2101
COL,2023,wealth,p99p100,0.3923
COL,2024,income,p0p50,0.0661
COL,2024,income,p50p90,0.3346
COL,2024,income,p90p100,0.5994
COL,2024,income,p99.9p100,0.0993
COL,2024,income,p99p100,0.2245
COL,2024,wealth,p0p50,0.0199
COL,2024,wealth,p50p90,0.261
COL,2024,wealth,p90p100,0.7191000000000001
COL,2024,wealth,p99.9p100,0.21
COL,2024,wealth,p99p100,0.3923
COM,2010,income,p0p50,0.0993
COM,2010,income,p50p90,0.3314
COM,2010,income,p90p100,0.5694
COM,2010,income,p99.9p100,0.0548
COM,2010,income,p99p100,0.2015
COM,2010,wealth,p0p50,0.0228
COM,2010,wealth,p50p90,0.2699
COM,2010,wealth,p90p100,0.7073
COM,2010,wealth,p99.9p100,0.1998
COM,2010,wealth,p99p100,0.3784
COM,2011,income,p0p50,0.1029
COM,2011,income,p50p90,0.3444
COM,2011,income,p90p100,0.5527000000000001
COM,2011,income,p99.9p100,0.0483
COM,2011,income,p99p100,0.1865
COM,2011,wealth,p0p50,0.0306
COM,2011,wealth,p50p90,0.296
COM,2011,wealth,p90p100,0.6734
COM,2011,wealth,p99.9p100,0.1697
COM,2011,wealth,p99p100,0.3382
COM,2012,income,p0p50,0.1066
COM,2012,income,p50p90,0.3574
COM,2012,income,p90p100,0.536
COM,2012,income,p99.9p100,0.042
COM,2012,income,p99p100,0.1715
COM,2012,wealth,p0p50,0.0344
COM,2012,wealth,p50p90,0.3103
COM,2012,wealth,p90p100,0.6553
COM,2012,wealth,p99.9p100,0.1536
COM,2012,wealth,p99p100,0.3169
COM,2013,income,p0p50,0.1103
COM,2013,income,p50p90,0.3705
COM,2013,income,p90p100,0.5193
COM,2013,income,p99.9p100,0.0359
COM,2013,income,p99p100,0.1565
COM,2013,wealth,p0p50,0.0367
COM,2013,wealth,p50p90,0.3198
COM,2013,wealth,p90p100,0.6434000000000001
COM,2013,wealth,p99.9p100,0.1432
COM,2013,wealth,p99p100,0.3031
COM,2014,income,p0p50,0.1139
COM,2014,income,p50p90,0.3835
COM,2014,income,p90p100,0.5026
COM,2014,income,p99.9p100,0.03
COM,2014,income,p99p100,0.1415
COM,2014,wealth,p0p50,0.0392
COM,2014,wealth,p50p90,0.3302
COM,2014,wealth,p90p100,0.6306
COM,2014,wealth,p99.9p100,0.1321
COM,2014,wealth,p99p100,0.2883
COM,2015,income,p0p50,0.1139
COM,2015,income,p50p90,0.3835
COM,2015,income,p90p100,0.5026
COM,2015,income,p99.9p100,0.03
COM,2015,income,p99p100,0.1415
COM,2015,wealth,p0p50,0.0392
COM,2015,wealth,p50p90,0.3302
COM,2015,wealth,p90p100,0.6306
COM,2015,wealth,p99.9p100,0.1321
COM,2015,wealth,p99p100,0.2884
COM,2016,income,p0p50,0.1139
COM,2016,income,p50p90,0.3835
COM,2016,income,p90p100,0.5026
COM,2016,income,p99.9p100,0.03
COM,2016,income,p99p100,0.1415
COM,2016,wealth,p0p50,0.0392
COM,2016,wealth,p50p90,0.3303
COM,2016,wealth,p90p100,0.6305000000000001
COM,2016,wealth,p99.9p100,0.132
COM,2016,wealth,p99p100,0.2882
COM,2017,income,p0p50,0.1139
COM,2017,income,p50p90,0.3835
COM,2017,income,p90p100,0.5026
COM,2017,income,p99.9p100,0.03
COM,2017,income,p99p100,0.1415
COM,2017,wealth,p0p50,0.0392
COM,2017,wealth,p50p90,0.3302
COM,2017,wealth,p90p100,0.6305000000000001
COM,2017,wealth,p99.9p100,0.132
COM,2017,wealth,p99p100,0.2882
COM,2018,income,p0p50,0.1139
COM,2018,income,p50p90,0.3835
COM,2018,income,p90p100,0.5026
COM,2018,income,p99.9p100,0.03
COM,2018,income,p99p100,0.1415
COM,2018,wealth,p0p50,0.0392
COM,2018,wealth,p50p90,0.3303
COM,2018,wealth,p90p100,0.6305000000000001
COM,2018,wealth,p99.9p100,0.132
COM,2018,wealth,p99p100,0.2882
COM,2019,income,p0p50,0.1139
COM,2019,income,p50p90,0.3835
COM,2019,income,p90p100,0.5026
COM,2019,income,p99.9p100,0.03
COM,2019,income,p99p100,0.1415
COM,2019,wealth,p0p50,0.0392
COM,2019,wealth,p50p90,0.3303
COM,2019,wealth,p90p100,0.6304000000000001
COM,2019,wealth,p99.9p100,0.1319
COM,2019,wealth,p99p100,0.2881
COM,2020,income,p0p50,0.1139
COM,2020,income,p50p90,0.3835
COM,2020,income,p90p100,0.5026
COM,2020,income,p99.9p100,0.03
COM,2020,income,p99p100,0.1415
COM,2020,wealth,p0p50,0.0392
COM,2020,wealth,p50p90,0.3302
COM,2020,wealth,p90p100,0.6306
COM,2020,wealth,p99.9p100,0.1321
COM,2020,wealth,p99p100,0.2883
COM,2021,income,p0p50,0.1139
COM,2021,income,p50p90,0.3835
COM,2021,income,p90p100,0.5026
COM,2021,income,p99.9p100,0.03
COM,2021,income,p99p100,0.1415
COM,2021,wealth,p0p50,0.0392
COM,2021,wealth,p50p90,0.3303
COM,2021,wealth,p90p100,0.6305000000000001
COM,2021,wealth,p99.9p100,0.132
COM,2021,wealth,p99p100,0.2882
COM,2022,income,p0p50,0.1139
COM,2022,income,p50p90,0.3835
COM,2022,income,p90p100,0.5026
COM,2022,income,p99.9p100,0.03
COM,2022,income,p99p100,0.1415
COM,2022,wealth,p0p50,0.0392
COM,2022,wealth,p50p90,0.3302
COM,2022,wealth,p90p100,0.6306
COM,2022,wealth,p99.9p100,0.1321
COM,2022,wealth,p99p100,0.2883
COM,2023,income,p0p50,0.1139
COM,2023,income,p50p90,0.3835
COM,2023,income,p90p100,0.5026
COM,2023,income,p99.9p100,0.03
COM,2023,income,p99p100,0.1415
COM,2023,wealth,p0p50,0.0392
COM,2023,wealth,p50p90,0.3303
