iso3,year,what,group,share
MDV,2014,income,p0p50,0.1688
MDV,2014,income,p50p90,0.4162
MDV,2014,income,p90p100,0.415
MDV,2014,income,p99.9p100,0.0452
MDV,2014,income,p99p100,0.1471
MDV,2014,wealth,p0p50,0.0476
MDV,2014,wealth,p50p90,0.3695
MDV,2014,wealth,p90p100,0.5829
MDV,2014,wealth,p99.9p100,0.0953
MDV,2014,wealth,p99p100,0.2374
MDV,2015,income,p0p50,0.176
MDV,2015,income,p50p90,0.4204
MDV,2015,income,p90p100,0.4036
MDV,2015,income,p99.9p100,0.0406
MDV,2015,income,p99p100,0.1377
MDV,2015,wealth,p0p50,0.0479
MDV,2015,wealth,p50p90,0.3711
MDV,2015,wealth,p90p100,0.5810000000000001
MDV,2015,wealth,p99.9p100,0.0941
MDV,2015,wealth,p99p100,0.2356
MDV,2016,income,p0p50,0.1809
MDV,2016,income,p50p90,0.4241
MDV,2016,income,p90p100,0.3949
MDV,2016,income,p99.9p100,0.0375
MDV,2016,income,p99p100,0.1307
MDV,2016,wealth,p0p50,0.0481
MDV,2016,wealth,p50p90,0.3723
MDV,2016,wealth,p90p100,0.5796
MDV,2016,wealth,p99.9p100,0.0932
MDV,2016,wealth,p99p100,0.2342
MDV,2017,income,p0p50,0.1808
MDV,2017,income,p50p90,0.4241
MDV,2017,income,p90p100,0.3951
MDV,2017,income,p99.9p100,0.0375
MDV,2017,income,p99p100,0.1308
MDV,2017,wealth,p0p50,0.0481
MDV,2017,wealth,p50p90,0.3722
MDV,2017,wealth,p90p100,0.5797
MDV,2017,wealth,p99.9p100,0.0933
MDV,2017,wealth,p99p100,0.2343
MDV,2018,income,p0p50,0.1808
MDV,2018,income,p50p90,0.4241
MDV,2018,income,p90p100,0.3951
MDV,2018,income,p99.9p100,0.0375
MDV,2018,income,p99p100,0.1308
MDV,2018,wealth,p0p50,0.0481
MDV,2018,wealth,p50p90,0.3722
MDV,2018,wealth,p90p100,0.5797
MDV,2018,wealth,p99.9p100,0.0933
MDV,2018,wealth,p99p100,0.2343
MDV,2019,income,p0p50,0.1808
MDV,2019,income,p50p90,0.4241
MDV,2019,income,p90p100,0.3951
MDV,2019,income,p99.9p100,0.0375
MDV,2019,income,p99p100,0.1308
MDV,2019,wealth,p0p50,0.0481
MDV,2019,wealth,p50p90,0.3722
MDV,2019,wealth,p90p100,0.5797
MDV,2019,wealth,p99.9p100,0.0933
MDV,2019,wealth,p99p100,0.2343
MDV,2020,income,p0p50,0.1808
MDV,2020,income,p50p90,0.4241
MDV,2020,income,p90p100,0.3951
MDV,2020,income,p99.9p100,0.0375
MDV,2020,income,p99p100,0.1308
MDV,2020,wealth,p0p50,0.0481
MDV,2020,wealth,p50p90,0.3722
MDV,2020,wealth,p90p100,0.5797
MDV,2020,wealth,p99.9p100,0.0933
MDV,2020,wealth,p99p100,0.2343
MDV,2021,income,p0p50,0.1808
MDV,2021,income,p50p90,0.4241
MDV,2021,income,p90p100,0.3951
MDV,2021,income,p99.9p100,0.0375
MDV,2021,income,p99p100,0.1308
MDV,2021,wealth,p0p50,0.0481
MDV,2021,wealth,p50p90,0.3722
MDV,2021,wealth,p90p100,0.5797
MDV,2021,wealth,p99.9p100,0.0932
MDV,2021,wealth,p99p100,0.2343
MDV,2022,income,p0p50,0.1808
MDV,2022,income,p50p90,0.4241
MDV,2022,income,p90p100,0.3951
MDV,2022,income,p99.9p100,0.0375
MDV,2022,income,p99p100,0.1308
MDV,2022,wealth,p0p50,0.0481
MDV,2022,wealth,p50p90,0.3722
MDV,2022,wealth,p90p100,0.5797
MDV,2022,wealth,p99.9p100,0.0932
MDV,2022,wealth,p99p100,0.2343
MDV,2023,income,p0p50,0.1808
MDV,2023,income,p50p90,0.4241
MDV,2023,income,p90p100,0.3951
MDV,2023,income,p99.9p100,0.0375
MDV,2023,income,p99p100,0.1308
MDV,2023,wealth,p0p50,0.0481
MDV,2023,wealth,p50p90,0.3722
MDV,2023,wealth,p90p100,0.5797
MDV,2023,wealth,p99.9p100,0.0933
MDV,2023,wealth,p99p100,0.2343
MDV,2024,income,p0p50,0.1808
MDV,2024,income,p50p90,0.4241
MDV,2024,income,p90p100,0.3951
MDV,2024,income,p99.9p100,0.0375
MDV,2024,income,p99p100,0.1308
MDV,2024,wealth,p0p50,0.0481
MDV,2024,wealth,p50p90,0.3722
MDV,2024,wealth,p90p100,0.5797
MDV,2024,wealth,p99.9p100,0.0933
MDV,2024,wealth,p99p100,0.2343
MEX,2010,income,p0p50,0.0577
MEX,2010,income,p50p90,0.3215
MEX,2010,income,p90p100,0.6208
MEX,2010,income,p99.9p100,0.1815
MEX,2010,income,p99p100,0.3182
MEX,2010,wealth,p0p50,0.0189
MEX,2010,wealth,p50p90,0.2582
MEX,2010,wealth,p90p100,0.7229
MEX,2010,wealth,p99.9p100,0.2134
MEX,2010,wealth,p99p100,0.3968
MEX,2011,income,p0p50,0.0561
MEX,2011,income,p50p90,0.3146
MEX,2011,income,p90p100,0.6293000000000001
MEX,2011,income,p99.9p100,0.1803
MEX,2011,income,p99p100,0.3264
MEX,2011,wealth,p0p50,0.0184
MEX,2011,wealth,p50p90,0.2543
MEX,2011,wealth,p90p100,0.7273000000000001
MEX,2011,wealth,p99.9p100,0.2238
MEX,2011,wealth,p99p100,0.4053
MEX,2012,income,p0p50,0.0545
MEX,2012,income,p50p90,0.3076
MEX,2012,income,p90p100,0.6379
MEX,2012,income,p99.9p100,0.1791
MEX,2012,income,p99p100,0.3347
MEX,2012,wealth,p0p50,0.0182
MEX,2012,wealth,p50p90,0.2536
MEX,2012,wealth,p90p100,0.7281000000000001
MEX,2012,wealth,p99.9p100,0.225
MEX,2012,wealth,p99p100,0.4065
MEX,2013,income,p0p50,0.0556
MEX,2013,income,p50p90,0.3095
MEX,2013,income,p90p100,0.6349
MEX,2013,income,p99.9p100,0.2002
MEX,2013,income,p99p100,0.3499
MEX,2013,wealth,p0p50,0.0183
MEX,2013,wealth,p50p90,0.253
MEX,2013,wealth,p90p100,0.7287
MEX,2013,wealth,p99.9p100,0.2272
MEX,2013,wealth,p99p100,0.4081
MEX,2014,income,p0p50,0.0567
MEX,2014,income,p50p90,0.3113
MEX,2014,income,p90p100,0.6319
MEX,2014,income,p99.9p100,0.2212
MEX,2014,income,p99p100,0.3652
MEX,2014,wealth,p0p50,0.0183
MEX,2014,wealth,p50p90,0.2531
MEX,2014,wealth,p90p100,0.7286
MEX,2014,wealth,p99.9p100,0.2272
MEX,2014,wealth,p99p100,0.408
MEX,2015,income,p0p50,0.0596
MEX,2015,income,p50p90,0.3107
MEX,2015,income,p90p100,0.6298
MEX,2015,income,p99.9p100,0.184
MEX,2015,income,p99p100,0.331
MEX,2015,wealth,p0p50,0.0182
MEX,2015,wealth,p50p90,0.2516
MEX,2015,wealth,p90p100,0.7302000000000001
MEX,2015,wealth,p99.9p100,0.2321
MEX,2015,wealth,p99p100,0.4117
MEX,2016,income,p0p50,0.0624
MEX,2016,income,p50p90,0.31
MEX,2016,income,p90p100,0.6277
MEX,2016,income,p99.9p100,0.1468
MEX,2016,income,p99p100,0.2967
MEX,2016,wealth,p0p50,0.0184
MEX,2016,wealth,p50p90,0.2544
MEX,2016,wealth,p90p100,0.7272000000000001
MEX,2016,wealth,p99.9p100,0.2237
MEX,2016,wealth,p99p100,0.4052
MEX,2017,income,p0p50,0.0621
MEX,2017,income,p50p90,0.2965
MEX,2017,income,p90p100,0.6414000000000001
MEX,2017,income,p99.9p100,0.1439
MEX,2017,income,p99p100,0.3176
MEX,2017,wealth,p0p50,0.0178
MEX,2017,wealth,p50p90,0.2516
MEX,2017,wealth,p90p100,0.7306
MEX,2017,wealth,p99.9p100,0.2293
MEX,2017,wealth,p99p100,0.4105
MEX,2018,income,p0p50,0.0618
MEX,2018,income,p50p90,0.2831
MEX,2018,income,p90p100,0.6551
MEX,2018,income,p99.9p100,0.1411
MEX,2018,income,p99p100,0.3385
MEX,2018,wealth,p0p50,0.0174
MEX,2018,wealth,p50p90,0.2486
MEX,2018,wealth,p90p100,0.734
MEX,2018,wealth,p99.9p100,0.2373
MEX,2018,wealth,p99p100,0.4172
MEX,2019,income,p0p50,0.0637
MEX,2019,income,p50p90,0.3006
MEX,2019,income,p90p100,0.6357
MEX,2019,income,p99.9p100,0.1341
MEX,2019,income,p99p100,0.3134
MEX,2019,wealth,p0p50,0.0182
MEX,2019,wealth,p50p90,0.252
MEX,2019,wealth,p90p100,0.7298
MEX,2019,wealth,p99.9p100,0.2302
MEX,2019,wealth,p99p100,0.4104
MEX,2020,income,p0p50,0.0657
MEX,2020,income,p50p90,0.318
MEX,2020,income,p90p100,0.6163000000000001
MEX,2020,income,p99.9p100,0.1272
MEX,2020,income,p99p100,0.2883
MEX,2020,wealth,p0p50,0.0188
MEX,2020,wealth,p50p90,0.2553
MEX,2020,wealth,p90p100,0.7260000000000001
MEX,2020,wealth,p99.9p100,0.2227
MEX,2020,wealth,p99p100,0.4038
MEX,2021,income,p0p50,0.0713
MEX,2021,income,p50p90,0.3252
MEX,2021,income,p90p100,0.6035
MEX,2021,income,p99.9p100,0.1211
MEX,2021,income,p99p100,0.272
MEX,2021,wealth,p0p50,0.0194
MEX,2021,wealth,p50p90,0.256
MEX,2021,wealth,p90p100,0.7246
MEX,2021,wealth,p99.9p100,0.2243
MEX,2021,wealth,p99p100,0.4036
MEX,2022,income,p0p50,0.0769
MEX,2022,income,p50p90,0.3324
MEX,2022,income,p90p100,0.5907
MEX,2022,income,p99.9p100,0.1149
MEX,2022,income,p99p100,0.2557
MEX,2022,wealth,p0p50,0.0203
MEX,2022,wealth,p50p90,0.2585
MEX,2022,wealth,p90p100,0.7213
MEX,2022,wealth,p99.9p100,0.2217
MEX,2022,wealth,p99p100,0.3998
MEX,2023,income,p0p50,0.0769
MEX,2023,income,p50p90,0.3324
MEX,2023,income,p90p100,0.5907
MEX,2023,income,p99.9p100,0.1149
MEX,2023,income,p99p100,0.2557
MEX,2023,wealth,p0p50,0.0204
MEX,2023,wealth,p50p90,0.261
MEX,2023,wealth,p90p100,0.7185
MEX,2023,wealth,p99.9p100,0.214
MEX,2023,wealth,p99p100,0.3939
MEX,2024,income,p0p50,0.0769
MEX,2024,income,p50p90,0.3324
MEX,2024,income,p90p100,0.5907
MEX,2024,income,p99.9p100,0.1149
MEX,2024,income,p99p100,0.2557
MEX,2024,wealth,p0p50,0.0203
MEX,2024,wealth,p50p90,0.2592
MEX,2024,wealth,p90p100,0.7205
MEX,2024,wealth,p99.9p100,0.2193
MEX,2024,wealth,p99p100,0.398
MHL,2010,income,p0p50,0.1665
MHL,2010,income,p50p90,0.3636
MHL,2010,income,p90p100,0.4699
MHL,2010,income,p99.9p100,0.0535
MHL,2010,income,p99p100,0.1626
MHL,2010,wealth,p0p50,0.0438
MHL,2010,wealth,p50p90,0.351
MHL,2010,wealth,p90p100,0.6052000000000001
MHL,2010,wealth,p99.9p100,0.1113
MHL,2010,wealth,p99p100,0.2602
MHL,2011,income,p0p50,0.1655
MHL,2011,income,p50p90,0.3627
MHL,2011,income,p90p100,0.4718
MHL,2011,income,p99.9p100,0.0535
MHL,2011,income,p99p100,0.1624
MHL,2011,wealth,p0p50,0.0437
MHL,2011,wealth,p50p90,0.3504
MHL,2011,wealth,p90p100,0.6059
MHL,2011,wealth,p99.9p100,0.1119
MHL,2011,wealth,p99p100,0.261
MHL,2012,income,p0p50,0.1645
MHL,2012,income,p50p90,0.3618
MHL,2012,income,p90p100,0.4737
MHL,2012,income,p99.9p100,0.0534
MHL,2012,income,p99p100,0.1622
MHL,2012,wealth,p0p50,0.0434
MHL,2012,wealth,p50p90,0.3493
MHL,2012,wealth,p90p100,0.6072000000000001
MHL,2012,wealth,p99.9p100,0.1129
MHL,2012,wealth,p99p100,0.2624
MHL,2013,income,p0p50,0.1636
MHL,2013,income,p50p90,0.3609
MHL,2013,income,p90p100,0.4754
MHL,2013,income,p99.9p100,0.0534
MHL,2013,income,p99p100,0.162
MHL,2013,wealth,p0p50,0.0434
MHL,2013,wealth,p50p90,0.349
MHL,2013,wealth,p90p100,0.6076
MHL,2013,wealth,p99.9p100,0.1132
MHL,2013,wealth,p99p100,0.2628
MHL,2014,income,p0p50,0.1627
MHL,2014,income,p50p90,0.3601
MHL,2014,income,p90p100,0.4771
MHL,2014,income,p99.9p100,0.0534
MHL,2014,income,p99p100,0.1618
MHL,2014,wealth,p0p50,0.0431
MHL,2014,wealth,p50p90,0.3479
MHL,2014,wealth,p90p100,0.6089
MHL,2014,wealth,p99.9p100,0.1142
MHL,2014,wealth,p99p100,0.2642
MHL,2015,income,p0p50,0.1619
MHL,2015,income,p50p90,0.3593
MHL,2015,income,p90p100,0.4788
MHL,2015,income,p99.9p100,0.0533
MHL,2015,income,p99p100,0.1617
MHL,2015,wealth,p0p50,0.0429
MHL,2015,wealth,p50p90,0.3468
MHL,2015,wealth,p90p100,0.6103000000000001
MHL,2015,wealth,p99.9p100,0.1153
MHL,2015,wealth,p99p100,0.2657
MHL,2016,income,p0p50,0.1611
MHL,2016,income,p50p90,0.3586
MHL,2016,income,p90p100,0.4803
MHL,2016,income,p99.9p100,0.0533
MHL,2016,income,p99p100,0.1615
MHL,2016,wealth,p0p50,0.0427
MHL,2016,wealth,p50p90,0.3459
MHL,2016,wealth,p90p100,0.6113000000000001
MHL,2016,wealth,p99.9p100,0.1162
MHL,2016,wealth,p99p100,0.2669
MHL,2017,income,p0p50,0.1603
MHL,2017,income,p50p90,0.3579
MHL,2017,income,p90p100,0.4818
MHL,2017,income,p99.9p100,0.0533
MHL,2017,income,p99p100,0.1613
MHL,2017,wealth,p0p50,0.0426
MHL,2017,wealth,p50p90,0.3454
MHL,2017,wealth,p90p100,0.612
MHL,2017,wealth,p99.9p100,0.1167
MHL,2017,wealth,p99p100,0.2675
MHL,2018,income,p0p50,0.1596
MHL,2018,income,p50p90,0.3572
MHL,2018,income,p90p100,0.4832
MHL,2018,income,p99.9p100,0.0533
MHL,2018,income,p99p100,0.1612
MHL,2018,wealth,p0p50,0.0424
MHL,2018,wealth,p50p90,0.3444
MHL,2018,wealth,p90p100,0.6132000000000001
MHL,2018,wealth,p99.9p100,0.1176
MHL,2018,wealth,p99p100,0.2689
MHL,2019,income,p0p50,0.1589
MHL,2019,income,p50p90,0.3565
MHL,2019,income,p90p100,0.4846
MHL,2019,income,p99.9p100,0.0532
MHL,2019,income,p99p100,0.161
MHL,2019,wealth,p0p50,0.0421
MHL,2019,wealth,p50p90,0.3432
MHL,2019,wealth,p90p100,0.6147
MHL,2019,wealth,p99.9p100,0.1188
MHL,2019,wealth,p99p100,0.2705
MHL,2020,income,p0p50,0.1582
MHL,2020,income,p50p90,0.3559
MHL,2020,income,p90p100,0.4859
MHL,2020,income,p99.9p100,0.0532
MHL,2020,income,p99p100,0.1609
MHL,2020,wealth,p0p50,0.0417
MHL,2020,wealth,p50p90,0.3413
MHL,2020,wealth,p90p100,0.617
MHL,2020,wealth,p99.9p100,0.1207
MHL,2020,wealth,p99p100,0.273
MHL,2021,income,p0p50,0.1582
MHL,2021,income,p50p90,0.3559
MHL,2021,income,p90p100,0.4859
MHL,2021,income,p99.9p100,0.0532
MHL,2021,income,p99p100,0.1609
MHL,2021,wealth,p0p50,0.0419
MHL,2021,wealth,p50p90,0.3423
MHL,2021,wealth,p90p100,0.6158
MHL,2021,wealth,p99.9p100,0.1198
MHL,2021,wealth,p99p100,0.2717
MHL,2022,income,p0p50,0.1582
MHL,2022,income,p50p90,0.3559
MHL,2022,income,p90p100,0.4859
MHL,2022,income,p99.9p100,0.0532
MHL,2022,income,p99p100,0.1609
MHL,2022,wealth,p0p50,0.0419
MHL,2022,wealth,p50p90,0.3421
MHL,2022,wealth,p90p100,0.616
MHL,2022,wealth,p99.9p100,0.1199
MHL,2022,wealth,p99p100,0.272
MHL,2023,income,p0p50,0.1582
MHL,2023,income,p50p90,0.3559
MHL,2023,income,p90p100,0.4859
MHL,2023,income,p99.9p100,0.0532
MHL,2023,income,p99p100,0.1609
MHL,2023,wealth,p0p50,0.0419
MHL,2023,wealth,p50p90,0.3422
MHL,2023,wealth,p90p100,0.6159
MHL,2023,wealth,p99.9p100,0.1198
MHL,2023,wealth,p99p100,0.2718
MHL,2024,income,p0p50,0.1582
MHL,2024,income,p50p90,0.3559
MHL,2024,income,p90p100,0.4859
MHL,2024,income,p99.9p100,0.0532
MHL,2024,income,p99p100,0.1609
MHL,2024,wealth,p0p50,0.0419
MHL,2024,wealth,p50p90,0.3423
MHL,2024,wealth,p90p100,0.6157
MHL,2024,wealth,p99.9p100,0.1197
MHL,2024,wealth,p99p100,0.2716
MKD,2010,income,p0p50,0.1717
MKD,2010,income,p50p90,0.4891
MKD,2010,income,p90p100,0.3392
MKD,2010,income,p99.9p100,0.0177
MKD,2010,income,p99p100,0.0802
MKD,2010,wealth,p0p50,0.0499
MKD,2010,wealth,p50p90,0.3819
MKD,2010,wealth,p90p100,0.5682
MKD,2010,wealth,p99.9p100,0.0866
MKD,2010,wealth,p99p100,0.2237
MKD,2011,income,p0p50,0.1715
MKD,2011,income,p50p90,0.4863
MKD,2011,income,p90p100,0.3421
MKD,2011,income,p99.9p100,0.0174
MKD,2011,income,p99p100,0.0799
MKD,2011,wealth,p0p50,0.0498
MKD,2011,wealth,p50p90,0.3815
MKD,2011,wealth,p90p100,0.5686
MKD,2011,wealth,p99.9p100,0.0868
MKD,2011,wealth,p99p100,0.224
MKD,2012,income,p0p50,0.1788
MKD,2012,income,p50p90,0.4839
MKD,2012,income,p90p100,0.3373
MKD,2012,income,p99.9p100,0.0181
MKD,2012,income,p99p100,0.0805
MKD,2012,wealth,p0p50,0.05
MKD,2012,wealth,p50p90,0.3822
MKD,2012,wealth,p90p100,0.5678000000000001
MKD,2012,wealth,p99.9p100,0.0864
MKD,2012,wealth,p99p100,0.2233
MKD,2013,income,p0p50,0.1829
MKD,2013,income,p50p90,0.4853
MKD,2013,income,p90p100,0.3318
MKD,2013,income,p99.9p100,0.0214
MKD,2013,income,p99p100,0.0837
MKD,2013,wealth,p0p50,0.0501
MKD,2013,wealth,p50p90,0.383
MKD,2013,wealth,p90p100,0.5669000000000001
MKD,2013,wealth,p99.9p100,0.0859
MKD,2013,wealth,p99p100,0.2225
MKD,2014,income,p0p50,0.1946
MKD,2014,income,p50p90,0.4782
MKD,2014,income,p90p100,0.3271
MKD,2014,income,p99.9p100,0.0224
MKD,2014,income,p99p100,0.0855
MKD,2014,wealth,p0p50,0.0502
MKD,2014,wealth,p50p90,0.3837
MKD,2014,wealth,p90p100,0.5661
MKD,2014,wealth,p99.9p100,0.0855
MKD,2014,wealth,p99p100,0.2218
MKD,2015,income,p0p50,0.1959
MKD,2015,income,p50p90,0.4821
MKD,2015,income,p90p100,0.3221
MKD,2015,income,p99.9p100,0.022
MKD,2015,income,p99p100,0.0832
MKD,2015,wealth,p0p50,0.0504
MKD,2015,wealth,p50p90,0.3846
MKD,2015,wealth,p90p100,0.5650000000000001
MKD,2015,wealth,p99.9p100,0.085
MKD,2015,wealth,p99p100,0.2209
MKD,2016,income,p0p50,0.1994
MKD,2016,income,p50p90,0.4794
MKD,2016,income,p90p100,0.3211
MKD,2016,income,p99.9p100,0.0256
MKD,2016,income,p99p100,0.088
MKD,2016,wealth,p0p50,0.0504
MKD,2016,wealth,p50p90,0.3847
MKD,2016,wealth,p90p100,0.5649000000000001
MKD,2016,wealth,p99.9p100,0.0849
MKD,2016,wealth,p99p100,0.2208
MKD,2017,income,p0p50,0.2004
MKD,2017,income,p50p90,0.4767
MKD,2017,income,p90p100,0.3229
MKD,2017,income,p99.9p100,0.0299
MKD,2017,income,p99p100,0.0941
MKD,2017,wealth,p0p50,0.0504
MKD,2017,wealth,p50p90,0.3845
MKD,2017,wealth,p90p100,0.5651
MKD,2017,wealth,p99.9p100,0.085
MKD,2017,wealth,p99p100,0.2209
MKD,2018,income,p0p50,0.206
MKD,2018,income,p50p90,0.4843
MKD,2018,income,p90p100,0.3097
MKD,2018,income,p99.9p100,0.0228
MKD,2018,income,p99p100,0.0819
MKD,2018,wealth,p0p50,0.0506
MKD,2018,wealth,p50p90,0.3858
MKD,2018,wealth,p90p100,0.5636
MKD,2018,wealth,p99.9p100,0.0842
MKD,2018,wealth,p99p100,0.2196
MKD,2019,income,p0p50,0.2074
MKD,2019,income,p50p90,0.4866
MKD,2019,income,p90p100,0.306
MKD,2019,income,p99.9p100,0.0211
MKD,2019,income,p99p100,0.0787
MKD,2019,wealth,p0p50,0.0507
MKD,2019,wealth,p50p90,0.3863
MKD,2019,wealth,p90p100,0.5630000000000001
MKD,2019,wealth,p99.9p100,0.084
MKD,2019,wealth,p99p100,0.2191
MKD,2020,income,p0p50,0.2074
MKD,2020,income,p50p90,0.4866
MKD,2020,income,p90p100,0.306
MKD,2020,income,p99.9p100,0.0211
MKD,2020,income,p99p100,0.0787
MKD,2020,wealth,p0p50,0.0507
MKD,2020,wealth,p50p90,0.3863
MKD,2020,wealth,p90p100,0.5630000000000001
MKD,2020,wealth,p99.9p100,0.084
MKD,2020,wealth,p99p100,0.2191
MKD,2021,income,p0p50,0.2077
MKD,2021,income,p50p90,0.4872
MKD,2021,income,p90p100,0.3051
MKD,2021,income,p99.9p100,0.0222
MKD,2021,income,p99p100,0.0815
MKD,2021,wealth,p0p50,0.0507
MKD,2021,wealth,p50p90,0.3864
MKD,2021,wealth,p90p100,0.5629000000000001
MKD,2021,wealth,p99.9p100,0.0839
MKD,2021,wealth,p99p100,0.219
MKD,2022,income,p0p50,0.2071
MKD,2022,income,p50p90,0.4857
MKD,2022,income,p90p100,0.3072
MKD,2022,income,p99.9p100,0.0235
MKD,2022,income,p99p100,0.0846
MKD,2022,wealth,p0p50,0.0506
MKD,2022,wealth,p50p90,0.3861
MKD,2022,wealth,p90p100,0.5633
MKD,2022,wealth,p99.9p100,0.0841
MKD,2022,wealth,p99p100,0.2193
MKD,2023,income,p0p50,0.2074
MKD,2023,income,p50p90,0.4866
MKD,2023,income,p90p100,0.3061
MKD,2023,income,p99.9p100,0.0224
MKD,2023,income,p99p100,0.0825
MKD,2023,wealth,p0p50,0.0507
MKD,2023,wealth,p50p90,0.3863
MKD,2023,wealth,p90p100,0.5631
MKD,2023,wealth,p99.9p100,0.084
MKD,2023,wealth,p99p100,0.2191
MKD,2024,income,p0p50,0.2074
MKD,2024,income,p50p90,0.4866
MKD,2024,income,p90p100,0.3061
MKD,2024,income,p99.9p100,0.0224
MKD,2024,income,p99p100,0.0825
MKD,2024,wealth,p0p50,0.0507
MKD,2024,wealth,p50p90,0.3863
MKD,2024,wealth,p90p100,0.5631
MKD,2024,wealth,p99.9p100,0.084
MKD,2024,wealth,p99p100,0.2191
MLI,2010,income,p0p50,0.1617
MLI,2010,income,p50p90,0.422
MLI,2010,income,p90p100,0.4163
MLI,2010,income,p99.9p100,0.0189
MLI,2010,income,p99p100,0.0994
MLI,2010,wealth,p0p50,0.0475
MLI,2010,wealth,p50p90,0.3694
MLI,2010,wealth,p90p100,0.5831000000000001
MLI,2010,wealth,p99.9p100,0.0954
MLI,2010,wealth,p99p100,0.2375
MLI,2011,income,p0p50,0.16
MLI,2011,income,p50p90,0.4201
MLI,2011,income,p90p100,0.4199
MLI,2011,income,p99.9p100,0.0198
MLI,2011,income,p99p100,0.1019
MLI,2011,wealth,p0p50,0.0474
MLI,2011,wealth,p50p90,0.3688
MLI,2011,wealth,p90p100,0.5838
MLI,2011,wealth,p99.9p100,0.0959
MLI,2011,wealth,p99p100,0.2383
MLI,2012,income,p0p50,0.1583
MLI,2012,income,p50p90,0.4181
MLI,2012,income,p90p100,0.4236
MLI,2012,income,p99.9p100,0.0206
MLI,2012,income,p99p100,0.1044
MLI,2012,wealth,p0p50,0.0472
MLI,2012,wealth,p50p90,0.3678
MLI,2012,wealth,p90p100,0.5850000000000001
MLI,2012,wealth,p99.9p100,0.0967
MLI,2012,wealth,p99p100,0.2394
MLI,2013,income,p0p50,0.1567
MLI,2013,income,p50p90,0.4161
MLI,2013,income,p90p100,0.4272
MLI,2013,income,p99.9p100,0.0214
MLI,2013,income,p99p100,0.1069
MLI,2013,wealth,p0p50,0.047
MLI,2013,wealth,p50p90,0.3667
MLI,2013,wealth,p90p100,0.5863
MLI,2013,wealth,p99.9p100,0.0976
MLI,2013,wealth,p99p100,0.2407
MLI,2014,income,p0p50,0.155
MLI,2014,income,p50p90,0.4141
MLI,2014,income,p90p100,0.4309
MLI,2014,income,p99.9p100,0.0223
MLI,2014,income,p99p100,0.1094
MLI,2014,wealth,p0p50,0.0468
MLI,2014,wealth,p50p90,0.3656
MLI,2014,wealth,p90p100,0.5876
MLI,2014,wealth,p99.9p100,0.0984
MLI,2014,wealth,p99p100,0.242
MLI,2015,income,p0p50,0.1533
MLI,2015,income,p50p90,0.4122
MLI,2015,income,p90p100,0.4345
MLI,2015,income,p99.9p100,0.0232
MLI,2015,income,p99p100,0.1119
MLI,2015,wealth,p0p50,0.0466
MLI,2015,wealth,p50p90,0.3647
MLI,2015,wealth,p90p100,0.5886
MLI,2015,wealth,p99.9p100,0.0992
MLI,2015,wealth,p99p100,0.243
MLI,2016,income,p0p50,0.1516
MLI,2016,income,p50p90,0.4102
MLI,2016,income,p90p100,0.4382
MLI,2016,income,p99.9p100,0.024
MLI,2016,income,p99p100,0.1144
MLI,2016,wealth,p0p50,0.0464
MLI,2016,wealth,p50p90,0.3637
MLI,2016,wealth,p90p100,0.5899
MLI,2016,wealth,p99.9p100,0.1
MLI,2016,wealth,p99p100,0.2443
MLI,2017,income,p0p50,0.15
MLI,2017,income,p50p90,0.4082
MLI,2017,income,p90p100,0.4418
MLI,2017,income,p99.9p100,0.0249
MLI,2017,income,p99p100,0.1169
MLI,2017,wealth,p0p50,0.0463
MLI,2017,wealth,p50p90,0.3629
MLI,2017,wealth,p90p100,0.5908
MLI,2017,wealth,p99.9p100,0.1007
MLI,2017,wealth,p99p100,0.2453
MLI,2018,income,p0p50,0.1483
MLI,2018,income,p50p90,0.4062
MLI,2018,income,p90p100,0.4455
MLI,2018,income,p99.9p100,0.0258
MLI,2018,income,p99p100,0.1193
MLI,2018,wealth,p0p50,0.0461
MLI,2018,wealth,p50p90,0.3622
MLI,2018,wealth,p90p100,0.5916
MLI,2018,wealth,p99.9p100,0.1013
MLI,2018,wealth,p99p100,0.2461
MLI,2019,income,p0p50,0.1491
MLI,2019,income,p50p90,0.4041
MLI,2019,income,p90p100,0.4468
MLI,2019,income,p99.9p100,0.0259
MLI,2019,income,p99p100,0.12
MLI,2019,wealth,p0p50,0.0461
MLI,2019,wealth,p50p90,0.3619
MLI,2019,wealth,p90p100,0.5921000000000001
MLI,2019,wealth,p99.9p100,0.1016
MLI,2019,wealth,p99p100,0.2465
MLI,2020,income,p0p50,0.1499
MLI,2020,income,p50p90,0.402
MLI,2020,income,p90p100,0.4481
MLI,2020,income,p99.9p100,0.0261
MLI,2020,income,p99p100,0.1206
MLI,2020,wealth,p0p50,0.046
MLI,2020,wealth,p50p90,0.3616
MLI,2020,wealth,p90p100,0.5924
MLI,2020,wealth,p99.9p100,0.1018
MLI,2020,wealth,p99p100,0.2468
MLI,2021,income,p0p50,0.1507
MLI,2021,income,p50p90,0.3998
MLI,2021,income,p90p100,0.4494
MLI,2021,income,p99.9p100,0.0263
MLI,2021,income,p99p100,0.1212
MLI,2021,wealth,p0p50,0.0459
MLI,2021,wealth,p50p90,0.361
MLI,2021,wealth,p90p100,0.5931000000000001
MLI,2021,wealth,p99.9p100,0.1023
MLI,2021,wealth,p99p100,0.2475
MLI,2022,income,p0p50,0.1507
MLI,2022,income,p50p90,0.3998
MLI,2022,income,p90p100,0.4494
