iso3,sex,age,level,percent
MAR,F,50,6,0.00
MAR,F,50,7,0.00
MAR,F,55,0,70.22
MAR,F,55,1,4.88
MAR,F,55,2,9.17
MAR,F,55,3,5.14
MAR,F,55,4,5.84
MAR,F,55,5,0.00
MAR,F,55,6,0.00
MAR,F,55,7,0.00
MAR,F,60,0,71.58
MAR,F,60,1,5.45
MAR,F,60,2,10.75
MAR,F,60,3,4.63
MAR,F,60,4,4.46
MAR,F,60,5,0.00
MAR,F,60,6,0.00
MAR,F,60,7,0.00
MAR,F,65,0,76.90
MAR,F,65,1,4.74
MAR,F,65,2,9.77
MAR,F,65,3,4.41
MAR,F,65,4,2.63
MAR,F,65,5,0.00
MAR,F,65,6,0.00
MAR,F,65,7,0.00
MAR,F,70,0,81.95
MAR,F,70,1,3.86
MAR,F,70,2,7.62
MAR,F,70,3,3.57
MAR,F,70,4,1.88
MAR,F,70,5,0.00
MAR,F,70,6,0.00
MAR,F,70,7,0.00
MAR,F,75,0,91.34
MAR,F,75,1,2.42
MAR,F,75,2,3.49
MAR,F,75,3,1.49
MAR,F,75,4,0.81
MAR,F,75,5,0.00
MAR,F,75,6,0.00
MAR,F,75,7,0.00
MAR,F,80,0,95.12
MAR,F,80,1,1.60
MAR,F,80,2,1.88
MAR,F,80,3,0.77
MAR,F,80,4,0.41
MAR,F,80,5,0.00
MAR,F,80,6,0.00
MAR,F,80,7,0.00
MAR,F,85,0,97.24
MAR,F,85,1,1.04
MAR,F,85,2,1.01
MAR,F,85,3,0.40
MAR,F,85,4,0.21
MAR,F,85,5,0.00
MAR,F,85,6,0.00
MAR,F,85,7,0.00
MAR,F,90,0,98.53
MAR,F,90,1,0.64
MAR,F,90,2,0.50
MAR,F,90,3,0.19
MAR,F,90,4,0.10
MAR,F,90,5,0.00
MAR,F,90,6,0.00
MAR,F,90,7,0.00
MAR,F,95,0,99.21
MAR,F,95,1,0.39
MAR,F,95,2,0.25
MAR,F,95,3,0.09
MAR,F,95,4,0.04
MAR,F,95,5,0.00
MAR,F,95,6,0.00
MAR,F,95,7,0.00
MAR,F,100,0,99.58
MAR,F,100,1,0.23
MAR,F,100,2,0.12
MAR,F,100,3,0.04
MAR,F,100,4,0.02
MAR,F,100,5,0.00
MAR,F,100,6,0.00
MAR,F,100,7,0.00
MAR,M,15,0,2.30
MAR,M,15,1,10.70
MAR,M,15,2,24.67
MAR,M,15,3,46.86
MAR,M,15,4,14.01
MAR,M,15,5,0.00
MAR,M,15,6,0.00
MAR,M,15,7,0.00
MAR,M,20,0,2.72
MAR,M,20,1,11.69
MAR,M,20,2,17.49
MAR,M,20,3,24.08
MAR,M,20,4,26.85
MAR,M,20,5,0.00
MAR,M,20,6,0.00
MAR,M,20,7,0.00
MAR,M,25,0,8.58
MAR,M,25,1,15.52
MAR,M,25,2,21.48
MAR,M,25,3,19.37
MAR,M,25,4,20.36
MAR,M,25,5,0.00
MAR,M,25,6,0.00
MAR,M,25,7,0.00
MAR,M,30,0,14.66
MAR,M,30,1,18.69
MAR,M,30,2,22.22
MAR,M,30,3,18.95
MAR,M,30,4,14.02
MAR,M,30,5,0.00
MAR,M,30,6,0.00
MAR,M,30,7,0.00
MAR,M,35,0,23.39
MAR,M,35,1,20.46
MAR,M,35,2,17.77
MAR,M,35,3,18.13
MAR,M,35,4,10.98
MAR,M,35,5,0.00
MAR,M,35,6,0.00
MAR,M,35,7,0.00
MAR,M,40,0,26.84
MAR,M,40,1,15.13
MAR,M,40,2,22.89
MAR,M,40,3,17.27
MAR,M,40,4,8.82
MAR,M,40,5,0.00
MAR,M,40,6,0.00
MAR,M,40,7,0.00
MAR,M,45,0,28.21
MAR,M,45,1,12.07
MAR,M,45,2,27.10
MAR,M,45,3,14.75
MAR,M,45,4,8.46
MAR,M,45,5,0.00
MAR,M,45,6,0.00
MAR,M,45,7,0.00
MAR,M,50,0,35.90
MAR,M,50,1,8.80
MAR,M,50,2,22.27
MAR,M,50,3,12.56
MAR,M,50,4,9.92
MAR,M,50,5,0.00
MAR,M,50,6,0.00
MAR,M,50,7,0.00
MAR,M,55,0,45.88
MAR,M,55,1,8.45
MAR,M,55,2,17.93
MAR,M,55,3,8.20
MAR,M,55,4,9.79
MAR,M,55,5,0.00
MAR,M,55,6,0.00
MAR,M,55,7,0.00
MAR,M,60,0,46.95
MAR,M,60,1,9.25
MAR,M,60,2,20.63
MAR,M,60,3,7.34
MAR,M,60,4,7.88
MAR,M,60,5,0.00
MAR,M,60,6,0.00
MAR,M,60,7,0.00
MAR,M,65,0,49.13
MAR,M,65,1,8.52
MAR,M,65,2,20.77
MAR,M,65,3,8.85
MAR,M,65,4,6.49
MAR,M,65,5,0.00
MAR,M,65,6,0.00
MAR,M,65,7,0.00
MAR,M,70,0,57.99
MAR,M,70,1,6.61
MAR,M,70,2,16.03
MAR,M,70,3,8.23
MAR,M,70,4,5.98
MAR,M,70,5,0.00
MAR,M,70,6,0.00
MAR,M,70,7,0.00
MAR,M,75,0,72.03
MAR,M,75,1,5.11
MAR,M,75,2,10.27
MAR,M,75,3,5.40
MAR,M,75,4,4.01
MAR,M,75,5,0.00
MAR,M,75,6,0.00
MAR,M,75,7,0.00
MAR,M,80,0,81.21
MAR,M,80,1,3.64
MAR,M,80,2,6.52
MAR,M,80,3,3.74
MAR,M,80,4,2.83
MAR,M,80,5,0.00
MAR,M,80,6,0.00
MAR,M,80,7,0.00
MAR,M,85,0,87.82
MAR,M,85,1,2.48
MAR,M,85,2,3.98
MAR,M,85,3,2.50
MAR,M,85,4,1.93
MAR,M,85,5,0.00
MAR,M,85,6,0.00
MAR,M,85,7,0.00
MAR,M,90,0,92.46
MAR,M,90,1,1.65
MAR,M,90,2,2.33
MAR,M,90,3,1.58
MAR,M,90,4,1.24
MAR,M,90,5,0.00
MAR,M,90,6,0.00
MAR,M,90,7,0.00
MAR,M,95,0,95.40
MAR,M,95,1,1.07
MAR,M,95,2,1.33
MAR,M,95,3,0.98
MAR,M,95,4,0.79
MAR,M,95,5,0.00
MAR,M,95,6,0.00
MAR,M,95,7,0.00
MAR,M,100,0,97.23
MAR,M,100,1,0.68
MAR,M,100,2,0.75
MAR,M,100,3,0.60
MAR,M,100,4,0.49
MAR,M,100,5,0.00
MAR,M,100,6,0.00
MAR,M,100,7,0.00
MDA,F,15,0,0.08
MDA,F,15,1,0.01
MDA,F,15,2,7.86
MDA,F,15,3,56.04
MDA,F,15,4,36.01
MDA,F,15,5,0.00
MDA,F,15,6,0.00
MDA,F,15,7,0.00
MDA,F,20,0,0.08
MDA,F,20,1,0.01
MDA,F,20,2,1.69
MDA,F,20,3,17.90
MDA,F,20,4,64.49
MDA,F,20,5,0.00
MDA,F,20,6,0.00
MDA,F,20,7,0.00
MDA,F,25,0,0.09
MDA,F,25,1,0.04
MDA,F,25,2,1.81
MDA,F,25,3,11.93
MDA,F,25,4,64.67
MDA,F,25,5,0.00
MDA,F,25,6,0.00
MDA,F,25,7,0.00
MDA,F,30,0,0.10
MDA,F,30,1,0.13
MDA,F,30,2,1.95
MDA,F,30,3,16.53
MDA,F,30,4,61.27
MDA,F,30,5,0.00
MDA,F,30,6,0.00
MDA,F,30,7,0.00
MDA,F,35,0,0.11
MDA,F,35,1,0.48
MDA,F,35,2,2.08
MDA,F,35,3,22.91
MDA,F,35,4,56.36
MDA,F,35,5,0.00
MDA,F,35,6,0.00
MDA,F,35,7,0.00
MDA,F,40,0,0.10
MDA,F,40,1,0.43
MDA,F,40,2,2.10
MDA,F,40,3,29.62
MDA,F,40,4,52.28
MDA,F,40,5,0.00
MDA,F,40,6,0.00
MDA,F,40,7,0.00
MDA,F,45,0,0.08
MDA,F,45,1,0.48
MDA,F,45,2,1.74
MDA,F,45,3,25.36
MDA,F,45,4,56.83
MDA,F,45,5,0.00
MDA,F,45,6,0.00
MDA,F,45,7,0.00
MDA,F,50,0,0.08
MDA,F,50,1,0.49
MDA,F,50,2,1.46
MDA,F,50,3,21.04
MDA,F,50,4,61.45
MDA,F,50,5,0.00
MDA,F,50,6,0.00
MDA,F,50,7,0.00
MDA,F,55,0,0.07
MDA,F,55,1,0.46
MDA,F,55,2,1.63
MDA,F,55,3,20.79
MDA,F,55,4,61.62
MDA,F,55,5,0.00
MDA,F,55,6,0.00
MDA,F,55,7,0.00
MDA,F,60,0,0.06
MDA,F,60,1,0.44
MDA,F,60,2,2.10
MDA,F,60,3,23.24
MDA,F,60,4,58.97
MDA,F,60,5,0.00
MDA,F,60,6,0.00
MDA,F,60,7,0.00
MDA,F,65,0,0.04
MDA,F,65,1,0.61
MDA,F,65,2,4.05
MDA,F,65,3,29.64
MDA,F,65,4,51.59
MDA,F,65,5,0.00
MDA,F,65,6,0.00
MDA,F,65,7,0.00
MDA,F,70,0,0.05
MDA,F,70,1,1.19
MDA,F,70,2,9.75
MDA,F,70,3,30.99
MDA,F,70,4,41.64
MDA,F,70,5,0.00
MDA,F,70,6,0.00
MDA,F,70,7,0.00
MDA,F,75,0,0.03
MDA,F,75,1,4.07
MDA,F,75,2,28.11
MDA,F,75,3,31.29
MDA,F,75,4,25.22
MDA,F,75,5,0.00
MDA,F,75,6,0.00
MDA,F,75,7,0.00
MDA,F,80,0,1.55
MDA,F,80,1,7.32
MDA,F,80,2,38.72
MDA,F,80,3,21.73
MDA,F,80,4,21.12
MDA,F,80,5,0.00
MDA,F,80,6,0.00
MDA,F,80,7,0.00
MDA,F,85,0,1.51
MDA,F,85,1,14.17
MDA,F,85,2,55.87
MDA,F,85,3,13.85
MDA,F,85,4,9.34
MDA,F,85,5,0.00
MDA,F,85,6,0.00
MDA,F,85,7,0.00
MDA,F,90,0,1.97
MDA,F,90,1,27.10
MDA,F,90,2,59.77
MDA,F,90,3,6.21
MDA,F,90,4,2.95
MDA,F,90,5,0.00
MDA,F,90,6,0.00
MDA,F,90,7,0.00
MDA,F,95,0,4.90
MDA,F,95,1,43.42
MDA,F,95,2,48.11
MDA,F,95,3,2.15
MDA,F,95,4,0.79
MDA,F,95,5,0.00
MDA,F,95,6,0.00
MDA,F,95,7,0.00
MDA,F,100,0,9.98
MDA,F,100,1,58.60
MDA,F,100,2,30.54
MDA,F,100,3,0.57
MDA,F,100,4,0.16
MDA,F,100,5,0.00
MDA,F,100,6,0.00
MDA,F,100,7,0.00
MDA,M,15,0,0.12
MDA,M,15,1,0.01
MDA,M,15,2,9.62
MDA,M,15,3,59.28
MDA,M,15,4,30.97
MDA,M,15,5,0.00
MDA,M,15,6,0.00
MDA,M,15,7,0.00
MDA,M,20,0,0.13
MDA,M,20,1,0.01
MDA,M,20,2,1.92
MDA,M,20,3,26.30
MDA,M,20,4,61.94
MDA,M,20,5,0.00
MDA,M,20,6,0.00
MDA,M,20,7,0.00
MDA,M,25,0,0.14
MDA,M,25,1,0.04
MDA,M,25,2,2.11
MDA,M,25,3,18.02
MDA,M,25,4,64.82
MDA,M,25,5,0.00
MDA,M,25,6,0.00
MDA,M,25,7,0.00
MDA,M,30,0,0.15
MDA,M,30,1,0.16
MDA,M,30,2,2.32
MDA,M,30,3,23.16
MDA,M,30,4,60.14
MDA,M,30,5,0.00
MDA,M,30,6,0.00
MDA,M,30,7,0.00
MDA,M,35,0,0.14
MDA,M,35,1,0.62
MDA,M,35,2,2.50
MDA,M,35,3,29.59
MDA,M,35,4,54.09
MDA,M,35,5,0.00
MDA,M,35,6,0.00
MDA,M,35,7,0.00
MDA,M,40,0,0.11
MDA,M,40,1,0.56
MDA,M,40,2,3.06
MDA,M,40,3,35.86
MDA,M,40,4,49.40
MDA,M,40,5,0.00
MDA,M,40,6,0.00
MDA,M,40,7,0.00
MDA,M,45,0,0.10
MDA,M,45,1,0.52
MDA,M,45,2,2.35
MDA,M,45,3,33.01
MDA,M,45,4,53.10
MDA,M,45,5,0.00
MDA,M,45,6,0.00
MDA,M,45,7,0.00
MDA,M,50,0,0.10
MDA,M,50,1,0.53
MDA,M,50,2,2.04
MDA,M,50,3,28.30
MDA,M,50,4,58.00
MDA,M,50,5,0.00
MDA,M,50,6,0.00
MDA,M,50,7,0.00
MDA,M,55,0,0.08
MDA,M,55,1,0.53
MDA,M,55,2,2.09
MDA,M,55,3,26.85
MDA,M,55,4,58.74
MDA,M,55,5,0.00
MDA,M,55,6,0.00
MDA,M,55,7,0.00
MDA,M,60,0,0.06
MDA,M,60,1,0.50
MDA,M,60,2,2.41
MDA,M,60,3,27.99
MDA,M,60,4,56.73
MDA,M,60,5,0.00
MDA,M,60,6,0.00
MDA,M,60,7,0.00
MDA,M,65,0,0.06
MDA,M,65,1,0.52
MDA,M,65,2,3.35
MDA,M,65,3,30.70
MDA,M,65,4,51.88
MDA,M,65,5,0.00
MDA,M,65,6,0.00
MDA,M,65,7,0.00
MDA,M,70,0,0.05
MDA,M,70,1,0.71
MDA,M,70,2,5.51
MDA,M,70,3,30.51
MDA,M,70,4,46.27
MDA,M,70,5,0.00
MDA,M,70,6,0.00
MDA,M,70,7,0.00
MDA,M,75,0,0.03
MDA,M,75,1,2.04
MDA,M,75,2,16.20
MDA,M,75,3,33.88
MDA,M,75,4,34.06
MDA,M,75,5,0.00
MDA,M,75,6,0.00
MDA,M,75,7,0.00
MDA,M,80,0,0.66
MDA,M,80,1,3.84
MDA,M,80,2,30.06
MDA,M,80,3,28.07
MDA,M,80,4,24.29
MDA,M,80,5,0.00
MDA,M,80,6,0.00
MDA,M,80,7,0.00
MDA,M,85,0,0.57
MDA,M,85,1,5.86
MDA,M,85,2,44.10
MDA,M,85,3,23.06
MDA,M,85,4,15.67
MDA,M,85,5,0.00
MDA,M,85,6,0.00
MDA,M,85,7,0.00
MDA,M,90,0,0.64
MDA,M,90,1,9.93
MDA,M,90,2,59.02
MDA,M,90,3,15.58
MDA,M,90,4,8.00
MDA,M,90,5,0.00
MDA,M,90,6,0.00
MDA,M,90,7,0.00
MDA,M,95,0,1.21
MDA,M,95,1,16.48
MDA,M,95,2,66.68
MDA,M,95,3,8.62
MDA,M,95,4,3.37
MDA,M,95,5,0.00
MDA,M,95,6,0.00
MDA,M,95,7,0.00
MDA,M,100,0,1.98
MDA,M,100,1,25.93
MDA,M,100,2,65.13
MDA,M,100,3,4.12
MDA,M,100,4,1.20
MDA,M,100,5,0.00
MDA,M,100,6,0.00
MDA,M,100,7,0.00
MDG,F,15,0,11.30
MDG,F,15,1,31.25
MDG,F,15,2,37.94
MDG,F,15,3,16.11
MDG,F,15,4,3.18
MDG,F,15,5,0.00
MDG,F,15,6,0.00
MDG,F,15,7,0.00
MDG,F,20,0,12.31
MDG,F,20,1,34.48
MDG,F,20,2,23.78
MDG,F,20,3,14.91
MDG,F,20,4,11.54
MDG,F,20,5,0.00
MDG,F,20,6,0.00
MDG,F,20,7,0.00
MDG,F,25,0,13.93
MDG,F,25,1,37.55
MDG,F,25,2,25.36
MDG,F,25,3,10.62
MDG,F,25,4,9.15
MDG,F,25,5,0.00
MDG,F,25,6,0.00
MDG,F,25,7,0.00
MDG,F,30,0,20.16
MDG,F,30,1,40.60
MDG,F,30,2,23.46
MDG,F,30,3,7.61
MDG,F,30,4,5.69
MDG,F,30,5,0.00
MDG,F,30,6,0.00
MDG,F,30,7,0.00
MDG,F,35,0,23.30
MDG,F,35,1,44.09
MDG,F,35,2,21.93
MDG,F,35,3,5.41
MDG,F,35,4,3.43
MDG,F,35,5,0.00
MDG,F,35,6,0.00
MDG,F,35,7,0.00
MDG,F,40,0,23.24
MDG,F,40,1,44.05
MDG,F,40,2,21.98
MDG,F,40,3,6.42
MDG,F,40,4,2.83
MDG,F,40,5,0.00
MDG,F,40,6,0.00
MDG,F,40,7,0.00
MDG,F,45,0,19.70
MDG,F,45,1,44.00
MDG,F,45,2,23.70
MDG,F,45,3,8.26
MDG,F,45,4,2.87
MDG,F,45,5,0.00
MDG,F,45,6,0.00
MDG,F,45,7,0.00
MDG,F,50,0,20.47
MDG,F,50,1,37.61
MDG,F,50,2,25.96
MDG,F,50,3,9.96
MDG,F,50,4,4.07
MDG,F,50,5,0.00
MDG,F,50,6,0.00
MDG,F,50,7,0.00
MDG,F,55,0,22.63
MDG,F,55,1,39.97
MDG,F,55,2,19.06
MDG,F,55,3,11.70
MDG,F,55,4,4.39
MDG,F,55,5,0.00
MDG,F,55,6,0.00
MDG,F,55,7,0.00
MDG,F,60,0,31.01
MDG,F,60,1,43.83
MDG,F,60,2,14.91
MDG,F,60,3,6.02
MDG,F,60,4,2.07
MDG,F,60,5,0.00
MDG,F,60,6,0.00
MDG,F,60,7,0.00
MDG,F,65,0,37.53
MDG,F,65,1,40.04
MDG,F,65,2,13.58
MDG,F,65,3,5.07
MDG,F,65,4,1.96
MDG,F,65,5,0.00
MDG,F,65,6,0.00
MDG,F,65,7,0.00
MDG,F,70,0,43.82
MDG,F,70,1,38.54
MDG,F,70,2,10.02
MDG,F,70,3,4.39
MDG,F,70,4,1.05
MDG,F,70,5,0.00
MDG,F,70,6,0.00
MDG,F,70,7,0.00
MDG,F,75,0,48.77
MDG,F,75,1,37.11
MDG,F,75,2,8.10
MDG,F,75,3,3.33
MDG,F,75,4,0.93
MDG,F,75,5,0.00
MDG,F,75,6,0.00
MDG,F,75,7,0.00
MDG,F,80,0,53.00
MDG,F,80,1,35.20
MDG,F,80,2,6.42
MDG,F,80,3,4.34
MDG,F,80,4,0.70
MDG,F,80,5,0.00
MDG,F,80,6,0.00
MDG,F,80,7,0.00
MDG,F,85,0,59.18
MDG,F,85,1,31.86
MDG,F,85,2,4.68
MDG,F,85,3,3.71
MDG,F,85,4,0.39
MDG,F,85,5,0.00
MDG,F,85,6,0.00
MDG,F,85,7,0.00
MDG,F,90,0,63.77
MDG,F,90,1,29.08
MDG,F,90,2,3.56
MDG,F,90,3,3.10
MDG,F,90,4,0.33
MDG,F,90,5,0.00
MDG,F,90,6,0.00
MDG,F,90,7,0.00
MDG,F,95,0,68.58
MDG,F,95,1,25.96
MDG,F,95,2,2.60
MDG,F,95,3,2.60
MDG,F,95,4,0.19
MDG,F,95,5,0.00
MDG,F,95,6,0.00
MDG,F,95,7,0.00
MDG,F,100,0,72.91
MDG,F,100,1,22.94
MDG,F,100,2,1.88
MDG,F,100,3,2.11
MDG,F,100,4,0.12
MDG,F,100,5,0.00
MDG,F,100,6,0.00
MDG,F,100,7,0.00
MDG,M,15,0,10.89
MDG,M,15,1,33.14
MDG,M,15,2,40.72
MDG,M,15,3,13.57
MDG,M,15,4,1.54
MDG,M,15,5,0.00
MDG,M,15,6,0.00
MDG,M,15,7,0.00
MDG,M,20,0,12.35
MDG,M,20,1,36.30
MDG,M,20,2,23.69
MDG,M,20,3,17.03
MDG,M,20,4,8.21
MDG,M,20,5,0.00
MDG,M,20,6,0.00
MDG,M,20,7,0.00
MDG,M,25,0,13.97
MDG,M,25,1,39.37
MDG,M,25,2,23.65
MDG,M,25,3,11.27
MDG,M,25,4,8.05
MDG,M,25,5,0.00
MDG,M,25,6,0.00
MDG,M,25,7,0.00
MDG,M,30,0,16.14
MDG,M,30,1,42.38
MDG,M,30,2,22.85
MDG,M,30,3,9.55
MDG,M,30,4,5.94
MDG,M,30,5,0.00
MDG,M,30,6,0.00
MDG,M,30,7,0.00
MDG,M,35,0,19.84
MDG,M,35,1,45.81
MDG,M,35,2,19.69
MDG,M,35,3,7.85
MDG,M,35,4,4.22
MDG,M,35,5,0.00
MDG,M,35,6,0.00
MDG,M,35,7,0.00
MDG,M,40,0,21.93
MDG,M,40,1,45.93
MDG,M,40,2,19.77
MDG,M,40,3,7.01
MDG,M,40,4,3.33
MDG,M,40,5,0.00
MDG,M,40,6,0.00
MDG,M,40,7,0.00
MDG,M,45,0,16.52
MDG,M,45,1,45.91
MDG,M,45,2,22.57
MDG,M,45,3,9.55
MDG,M,45,4,3.40
MDG,M,45,5,0.00
MDG,M,45,6,0.00
MDG,M,45,7,0.00
MDG,M,50,0,13.98
MDG,M,50,1,37.25
MDG,M,50,2,26.62
MDG,M,50,3,14.19
MDG,M,50,4,4.89
MDG,M,50,5,0.00
MDG,M,50,6,0.00
MDG,M,50,7,0.00
MDG,M,55,0,17.85
MDG,M,55,1,37.54
MDG,M,55,2,21.07
MDG,M,55,3,14.94
MDG,M,55,4,5.28
MDG,M,55,5,0.00
MDG,M,55,6,0.00
MDG,M,55,7,0.00
MDG,M,60,0,20.09
MDG,M,60,1,45.66
MDG,M,60,2,15.94
MDG,M,60,3,10.15
MDG,M,60,4,4.12
MDG,M,60,5,0.00
MDG,M,60,6,0.00
MDG,M,60,7,0.00
MDG,M,65,0,20.94
MDG,M,65,1,42.89
MDG,M,65,2,18.79
MDG,M,65,3,8.42
MDG,M,65,4,4.91
MDG,M,65,5,0.00
MDG,M,65,6,0.00
MDG,M,65,7,0.00
MDG,M,70,0,26.62
MDG,M,70,1,40.44
MDG,M,70,2,18.51
MDG,M,70,3,8.28
MDG,M,70,4,2.48
MDG,M,70,5,0.00
MDG,M,70,6,0.00
MDG,M,70,7,0.00
MDG,M,75,0,33.37
MDG,M,75,1,38.97
MDG,M,75,2,13.64
MDG,M,75,3,7.99
MDG,M,75,4,2.96
MDG,M,75,5,0.00
MDG,M,75,6,0.00
MDG,M,75,7,0.00
MDG,M,80,0,37.46
MDG,M,80,1,42.93
MDG,M,80,2,11.09
MDG,M,80,3,3.70
MDG,M,80,4,2.69
MDG,M,80,5,0.00
MDG,M,80,6,0.00
MDG,M,80,7,0.00
MDG,M,85,0,43.39
MDG,M,85,1,41.09
MDG,M,85,2,9.61
MDG,M,85,3,2.53
MDG,M,85,4,1.66
MDG,M,85,5,0.00
MDG,M,85,6,0.00
MDG,M,85,7,0.00
MDG,M,90,0,50.18
MDG,M,90,1,36.37
MDG,M,90,2,8.14
MDG,M,90,3,2.37
MDG,M,90,4,1.55
MDG,M,90,5,0.00
MDG,M,90,6,0.00
MDG,M,90,7,0.00
MDG,M,95,0,56.32
MDG,M,95,1,33.53
MDG,M,95,2,6.43
MDG,M,95,3,1.56
MDG,M,95,4,1.14
MDG,M,95,5,0.00
MDG,M,95,6,0.00
MDG,M,95,7,0.00
MDG,M,100,0,62.43
MDG,M,100,1,29.85
MDG,M,100,2,5.03
MDG,M,100,3,1.09
MDG,M,100,4,0.86
MDG,M,100,5,0.00
MDG,M,100,6,0.00
MDG,M,100,7,0.00
MDV,F,15,0,0.27
MDV,F,15,1,0.62
MDV,F,15,2,28.97
MDV,F,15,3,52.86
MDV,F,15,4,16.08
MDV,F,15,5,0.41
MDV,F,15,6,0.00
MDV,F,15,7,0.79
MDV,F,20,0,0.44
MDV,F,20,1,0.90
MDV,F,20,2,3.65
MDV,F,20,3,49.56
MDV,F,20,4,25.77
MDV,F,20,5,11.86
MDV,F,20,6,0.41
MDV,F,20,7,7.40
MDV,F,25,0,1.19
MDV,F,25,1,0.73
MDV,F,25,2,5.45
MDV,F,25,3,53.78
MDV,F,25,4,16.94
MDV,F,25,5,10.28
MDV,F,25,6,1.11
MDV,F,25,7,10.51
MDV,F,30,0,1.04
MDV,F,30,1,1.19
MDV,F,30,2,11.43
MDV,F,30,3,55.77
MDV,F,30,4,11.25
MDV,F,30,5,5.63
MDV,F,30,6,0.58
MDV,F,30,7,13.10
MDV,F,35,0,1.47
MDV,F,35,1,4.51
MDV,F,35,2,26.84
MDV,F,35,3,44.08
MDV,F,35,4,6.58
MDV,F,35,5,3.90
MDV,F,35,6,0.36
MDV,F,35,7,12.25
MDV,F,40,0,4.87
MDV,F,40,1,3.04
MDV,F,40,2,53.24
MDV,F,40,3,23.71
MDV,F,40,4,5.32
MDV,F,40,5,2.36
MDV,F,40,6,0.20
MDV,F,40,7,7.25
MDV,F,45,0,14.70
MDV,F,45,1,9.51
MDV,F,45,2,54.65
MDV,F,45,3,9.26
MDV,F,45,4,5.96
MDV,F,45,5,1.64
MDV,F,45,6,0.14
MDV,F,45,7,4.15
MDV,F,50,0,26.32
MDV,F,50,1,14.97
MDV,F,50,2,47.64
MDV,F,50,3,4.20
MDV,F,50,4,2.11
MDV,F,50,5,1.47
MDV,F,50,6,0.08
MDV,F,50,7,3.22
MDV,F,55,0,50.81
MDV,F,55,1,17.82
MDV,F,55,2,24.69
MDV,F,55,3,3.03
MDV,F,55,4,2.07
MDV,F,55,5,0.52
MDV,F,55,6,0.02
MDV,F,55,7,1.05
MDV,F,60,0,59.73
MDV,F,60,1,14.52
MDV,F,60,2,22.38
MDV,F,60,3,1.83
MDV,F,60,4,1.36
MDV,F,60,5,0.05
MDV,F,60,6,0.00
MDV,F,60,7,0.12
MDV,F,65,0,61.76
MDV,F,65,1,21.16
MDV,F,65,2,13.89
MDV,F,65,3,2.90
MDV,F,65,4,0.13
MDV,F,65,5,0.05
MDV,F,65,6,0.01
MDV,F,65,7,0.12
MDV,F,70,0,70.27
MDV,F,70,1,17.63
MDV,F,70,2,10.48
MDV,F,70,3,1.54
MDV,F,70,4,0.06
MDV,F,70,5,0.00
MDV,F,70,6,0.00
MDV,F,70,7,0.02
MDV,F,75,0,75.56
MDV,F,75,1,16.68
MDV,F,75,2,6.79
MDV,F,75,3,0.95
MDV,F,75,4,0.01
MDV,F,75,5,0.00
MDV,F,75,6,0.00
MDV,F,75,7,0.00
MDV,F,80,0,80.48
MDV,F,80,1,14.69
MDV,F,80,2,4.30
MDV,F,80,3,0.52
MDV,F,80,4,0.00
MDV,F,80,5,0.00
MDV,F,80,6,0.00
MDV,F,80,7,0.00
MDV,F,85,0,84.55
MDV,F,85,1,12.57
MDV,F,85,2,2.60
MDV,F,85,3,0.28
MDV,F,85,4,0.00
MDV,F,85,5,0.00
MDV,F,85,6,0.00
MDV,F,85,7,0.00
MDV,F,90,0,87.91
MDV,F,90,1,10.42
MDV,F,90,2,1.53
MDV,F,90,3,0.14
MDV,F,90,4,0.00
MDV,F,90,5,0.00
MDV,F,90,6,0.00
MDV,F,90,7,0.00
MDV,F,95,0,90.62
MDV,F,95,1,8.43
MDV,F,95,2,0.87
MDV,F,95,3,0.07
MDV,F,95,4,0.00
MDV,F,95,5,0.00
MDV,F,95,6,0.00
MDV,F,95,7,0.00
MDV,F,100,0,92.77
MDV,F,100,1,6.70
MDV,F,100,2,0.49
MDV,F,100,3,0.04
MDV,F,100,4,0.00
MDV,F,100,5,0.00
MDV,F,100,6,0.00
MDV,F,100,7,0.00
MDV,M,15,0,0.54
MDV,M,15,1,1.47
MDV,M,15,2,35.50
MDV,M,15,3,49.40
MDV,M,15,4,11.19
MDV,M,15,5,0.28
MDV,M,15,6,0.00
MDV,M,15,7,1.62
MDV,M,20,0,0.55
MDV,M,20,1,1.97
MDV,M,20,2,10.91
MDV,M,20,3,51.71
MDV,M,20,4,23.52
MDV,M,20,5,3.45
MDV,M,20,6,0.23
MDV,M,20,7,7.66
MDV,M,25,0,0.65
MDV,M,25,1,1.80
MDV,M,25,2,14.03
MDV,M,25,3,51.80
MDV,M,25,4,16.57
MDV,M,25,5,4.31
MDV,M,25,6,0.87
MDV,M,25,7,9.98
MDV,M,30,0,1.67
MDV,M,30,1,2.67
MDV,M,30,2,17.11
MDV,M,30,3,49.64
MDV,M,30,4,9.90
MDV,M,30,5,4.86
MDV,M,30,6,0.92
MDV,M,30,7,13.22
MDV,M,35,0,2.06
MDV,M,35,1,4.68
MDV,M,35,2,25.77
MDV,M,35,3,38.85
MDV,M,35,4,11.79
MDV,M,35,5,4.30
MDV,M,35,6,0.79
MDV,M,35,7,11.77
MDV,M,40,0,4.20
MDV,M,40,1,2.53
MDV,M,40,2,42.48
MDV,M,40,3,28.39
MDV,M,40,4,9.02
MDV,M,40,5,3.48
MDV,M,40,6,0.55
MDV,M,40,7,9.36
MDV,M,45,0,10.50
MDV,M,45,1,5.84
MDV,M,45,2,46.44
MDV,M,45,3,19.26
MDV,M,45,4,6.15
