iso3,sex,age,level,percent
BDI,F,25,1,41.41
BDI,F,25,2,22.65
BDI,F,25,3,5.98
BDI,F,25,4,4.55
BDI,F,25,5,0.00
BDI,F,25,6,0.00
BDI,F,25,7,0.00
BDI,F,30,0,40.97
BDI,F,30,1,27.47
BDI,F,30,2,22.80
BDI,F,30,3,4.22
BDI,F,30,4,1.90
BDI,F,30,5,0.00
BDI,F,30,6,0.00
BDI,F,30,7,0.00
BDI,F,35,0,42.96
BDI,F,35,1,29.28
BDI,F,35,2,18.74
BDI,F,35,3,4.54
BDI,F,35,4,1.95
BDI,F,35,5,0.00
BDI,F,35,6,0.00
BDI,F,35,7,0.00
BDI,F,40,0,43.17
BDI,F,40,1,26.00
BDI,F,40,2,24.29
BDI,F,40,3,3.45
BDI,F,40,4,1.44
BDI,F,40,5,0.00
BDI,F,40,6,0.00
BDI,F,40,7,0.00
BDI,F,45,0,63.99
BDI,F,45,1,14.56
BDI,F,45,2,17.03
BDI,F,45,3,2.59
BDI,F,45,4,0.78
BDI,F,45,5,0.00
BDI,F,45,6,0.00
BDI,F,45,7,0.00
BDI,F,50,0,75.53
BDI,F,50,1,10.42
BDI,F,50,2,11.21
BDI,F,50,3,1.65
BDI,F,50,4,0.61
BDI,F,50,5,0.00
BDI,F,50,6,0.00
BDI,F,50,7,0.00
BDI,F,55,0,79.51
BDI,F,55,1,11.83
BDI,F,55,2,6.85
BDI,F,55,3,0.66
BDI,F,55,4,0.54
BDI,F,55,5,0.00
BDI,F,55,6,0.00
BDI,F,55,7,0.00
BDI,F,60,0,81.06
BDI,F,60,1,11.88
BDI,F,60,2,5.56
BDI,F,60,3,0.56
BDI,F,60,4,0.49
BDI,F,60,5,0.00
BDI,F,60,6,0.00
BDI,F,60,7,0.00
BDI,F,65,0,82.83
BDI,F,65,1,10.01
BDI,F,65,2,5.71
BDI,F,65,3,0.75
BDI,F,65,4,0.37
BDI,F,65,5,0.00
BDI,F,65,6,0.00
BDI,F,65,7,0.00
BDI,F,70,0,85.58
BDI,F,70,1,9.30
BDI,F,70,2,3.98
BDI,F,70,3,0.41
BDI,F,70,4,0.57
BDI,F,70,5,0.00
BDI,F,70,6,0.00
BDI,F,70,7,0.00
BDI,F,75,0,89.57
BDI,F,75,1,7.17
BDI,F,75,2,2.27
BDI,F,75,3,0.46
BDI,F,75,4,0.46
BDI,F,75,5,0.00
BDI,F,75,6,0.00
BDI,F,75,7,0.00
BDI,F,80,0,93.37
BDI,F,80,1,4.59
BDI,F,80,2,1.22
BDI,F,80,3,0.59
BDI,F,80,4,0.19
BDI,F,80,5,0.00
BDI,F,80,6,0.00
BDI,F,80,7,0.00
BDI,F,85,0,95.78
BDI,F,85,1,3.10
BDI,F,85,2,0.68
BDI,F,85,3,0.32
BDI,F,85,4,0.08
BDI,F,85,5,0.00
BDI,F,85,6,0.00
BDI,F,85,7,0.00
BDI,F,90,0,97.88
BDI,F,90,1,1.63
BDI,F,90,2,0.29
BDI,F,90,3,0.13
BDI,F,90,4,0.05
BDI,F,90,5,0.00
BDI,F,90,6,0.00
BDI,F,90,7,0.00
BDI,F,95,0,98.78
BDI,F,95,1,0.99
BDI,F,95,2,0.15
BDI,F,95,3,0.06
BDI,F,95,4,0.02
BDI,F,95,5,0.00
BDI,F,95,6,0.00
BDI,F,95,7,0.00
BDI,F,100,0,99.32
BDI,F,100,1,0.57
BDI,F,100,2,0.07
BDI,F,100,3,0.03
BDI,F,100,4,0.01
BDI,F,100,5,0.00
BDI,F,100,6,0.00
BDI,F,100,7,0.00
BDI,M,15,0,6.25
BDI,M,15,1,45.53
BDI,M,15,2,42.64
BDI,M,15,3,5.03
BDI,M,15,4,0.55
BDI,M,15,5,0.00
BDI,M,15,6,0.00
BDI,M,15,7,0.00
BDI,M,20,0,8.68
BDI,M,20,1,44.87
BDI,M,20,2,26.70
BDI,M,20,3,14.30
BDI,M,20,4,4.68
BDI,M,20,5,0.00
BDI,M,20,6,0.00
BDI,M,20,7,0.00
BDI,M,25,0,11.92
BDI,M,25,1,48.14
BDI,M,25,2,24.51
BDI,M,25,3,5.66
BDI,M,25,4,6.80
BDI,M,25,5,0.00
BDI,M,25,6,0.00
BDI,M,25,7,0.00
BDI,M,30,0,24.52
BDI,M,30,1,29.28
BDI,M,30,2,30.07
BDI,M,30,3,6.13
BDI,M,30,4,5.27
BDI,M,30,5,0.00
BDI,M,30,6,0.00
BDI,M,30,7,0.00
BDI,M,35,0,30.56
BDI,M,35,1,31.43
BDI,M,35,2,24.07
BDI,M,35,3,7.21
BDI,M,35,4,3.40
BDI,M,35,5,0.00
BDI,M,35,6,0.00
BDI,M,35,7,0.00
BDI,M,40,0,29.59
BDI,M,40,1,26.98
BDI,M,40,2,31.76
BDI,M,40,3,3.78
BDI,M,40,4,3.79
BDI,M,40,5,0.00
BDI,M,40,6,0.00
BDI,M,40,7,0.00
BDI,M,45,0,44.91
BDI,M,45,1,19.83
BDI,M,45,2,26.92
BDI,M,45,3,3.22
BDI,M,45,4,1.76
BDI,M,45,5,0.00
BDI,M,45,6,0.00
BDI,M,45,7,0.00
BDI,M,50,0,60.27
BDI,M,50,1,15.81
BDI,M,50,2,16.47
BDI,M,50,3,3.32
BDI,M,50,4,1.36
BDI,M,50,5,0.00
BDI,M,50,6,0.00
BDI,M,50,7,0.00
BDI,M,55,0,58.85
BDI,M,55,1,22.77
BDI,M,55,2,12.77
BDI,M,55,3,2.28
BDI,M,55,4,1.27
BDI,M,55,5,0.00
BDI,M,55,6,0.00
BDI,M,55,7,0.00
BDI,M,60,0,56.46
BDI,M,60,1,24.25
BDI,M,60,2,14.75
BDI,M,60,3,1.79
BDI,M,60,4,0.88
BDI,M,60,5,0.00
BDI,M,60,6,0.00
BDI,M,60,7,0.00
BDI,M,65,0,56.12
BDI,M,65,1,25.32
BDI,M,65,2,15.18
BDI,M,65,3,1.96
BDI,M,65,4,0.27
BDI,M,65,5,0.00
BDI,M,65,6,0.00
BDI,M,65,7,0.00
BDI,M,70,0,59.16
BDI,M,70,1,26.66
BDI,M,70,2,11.23
BDI,M,70,3,1.97
BDI,M,70,4,0.31
BDI,M,70,5,0.00
BDI,M,70,6,0.00
BDI,M,70,7,0.00
BDI,M,75,0,61.81
BDI,M,75,1,26.41
BDI,M,75,2,8.47
BDI,M,75,3,2.14
BDI,M,75,4,0.64
BDI,M,75,5,0.00
BDI,M,75,6,0.00
BDI,M,75,7,0.00
BDI,M,80,0,65.08
BDI,M,80,1,24.66
BDI,M,80,2,6.90
BDI,M,80,3,2.12
BDI,M,80,4,0.80
BDI,M,80,5,0.00
BDI,M,80,6,0.00
BDI,M,80,7,0.00
BDI,M,85,0,71.49
BDI,M,85,1,21.22
BDI,M,85,2,4.93
BDI,M,85,3,1.55
BDI,M,85,4,0.55
BDI,M,85,5,0.00
BDI,M,85,6,0.00
BDI,M,85,7,0.00
BDI,M,90,0,80.93
BDI,M,90,1,14.96
BDI,M,90,2,2.79
BDI,M,90,3,0.86
BDI,M,90,4,0.33
BDI,M,90,5,0.00
BDI,M,90,6,0.00
BDI,M,90,7,0.00
BDI,M,95,0,86.05
BDI,M,95,1,11.40
BDI,M,95,2,1.75
BDI,M,95,3,0.54
BDI,M,95,4,0.20
BDI,M,95,5,0.00
BDI,M,95,6,0.00
BDI,M,95,7,0.00
BDI,M,100,0,90.30
BDI,M,100,1,8.21
BDI,M,100,2,1.03
BDI,M,100,3,0.32
BDI,M,100,4,0.12
BDI,M,100,5,0.00
BDI,M,100,6,0.00
BDI,M,100,7,0.00
BEL,F,15,0,0.01
BEL,F,15,1,0.01
BEL,F,15,2,3.19
BEL,F,15,3,73.07
BEL,F,15,4,23.68
BEL,F,15,5,0.03
BEL,F,15,6,0.00
BEL,F,15,7,0.00
BEL,F,20,0,0.01
BEL,F,20,1,0.01
BEL,F,20,2,3.58
BEL,F,20,3,12.85
BEL,F,20,4,62.38
BEL,F,20,5,11.32
BEL,F,20,6,6.25
BEL,F,20,7,3.59
BEL,F,25,0,0.00
BEL,F,25,1,0.01
BEL,F,25,2,4.00
BEL,F,25,3,11.43
BEL,F,25,4,46.23
BEL,F,25,5,24.66
BEL,F,25,6,1.18
BEL,F,25,7,12.48
BEL,F,30,0,0.01
BEL,F,30,1,0.01
BEL,F,30,2,5.62
BEL,F,30,3,14.99
BEL,F,30,4,42.69
BEL,F,30,5,24.06
BEL,F,30,6,0.16
BEL,F,30,7,12.47
BEL,F,35,0,0.30
BEL,F,35,1,0.01
BEL,F,35,2,4.85
BEL,F,35,3,16.83
BEL,F,35,4,43.79
BEL,F,35,5,23.53
BEL,F,35,6,0.07
BEL,F,35,7,10.63
BEL,F,40,0,0.75
BEL,F,40,1,0.01
BEL,F,40,2,5.40
BEL,F,40,3,14.00
BEL,F,40,4,46.13
BEL,F,40,5,23.40
BEL,F,40,6,0.03
BEL,F,40,7,10.29
BEL,F,45,0,1.20
BEL,F,45,1,0.01
BEL,F,45,2,5.88
BEL,F,45,3,16.07
BEL,F,45,4,44.72
BEL,F,45,5,21.71
BEL,F,45,6,0.02
BEL,F,45,7,10.38
BEL,F,50,0,1.66
BEL,F,50,1,0.01
BEL,F,50,2,6.51
BEL,F,50,3,20.54
BEL,F,50,4,42.07
BEL,F,50,5,19.19
BEL,F,50,6,0.01
BEL,F,50,7,10.01
BEL,F,55,0,2.13
BEL,F,55,1,0.01
BEL,F,55,2,8.71
BEL,F,55,3,25.92
BEL,F,55,4,36.36
BEL,F,55,5,17.30
BEL,F,55,6,0.00
BEL,F,55,7,9.57
BEL,F,60,0,2.72
BEL,F,60,1,0.01
BEL,F,60,2,11.49
BEL,F,60,3,27.86
BEL,F,60,4,33.02
BEL,F,60,5,15.96
BEL,F,60,6,0.00
BEL,F,60,7,8.92
BEL,F,65,0,3.33
BEL,F,65,1,0.01
BEL,F,65,2,13.58
BEL,F,65,3,28.95
BEL,F,65,4,30.46
BEL,F,65,5,15.70
BEL,F,65,6,0.00
BEL,F,65,7,7.98
BEL,F,70,0,4.72
BEL,F,70,1,0.01
BEL,F,70,2,17.60
BEL,F,70,3,28.44
BEL,F,70,4,26.39
BEL,F,70,5,14.81
BEL,F,70,6,0.00
BEL,F,70,7,8.04
BEL,F,75,0,6.20
BEL,F,75,1,0.01
BEL,F,75,2,23.32
BEL,F,75,3,27.30
BEL,F,75,4,22.19
BEL,F,75,5,12.66
BEL,F,75,6,0.00
BEL,F,75,7,8.33
BEL,F,80,0,8.53
BEL,F,80,1,0.01
BEL,F,80,2,30.35
BEL,F,80,3,26.26
BEL,F,80,4,18.47
BEL,F,80,5,9.14
BEL,F,80,6,0.00
BEL,F,80,7,7.23
BEL,F,85,0,9.05
BEL,F,85,1,0.01
BEL,F,85,2,34.19
BEL,F,85,3,25.70
BEL,F,85,4,17.87
BEL,F,85,5,6.74
BEL,F,85,6,0.00
BEL,F,85,7,6.44
BEL,F,90,0,8.88
BEL,F,90,1,0.01
BEL,F,90,2,38.24
BEL,F,90,3,24.03
BEL,F,90,4,17.23
BEL,F,90,5,5.39
BEL,F,90,6,0.00
BEL,F,90,7,6.21
BEL,F,95,0,12.32
BEL,F,95,1,0.01
BEL,F,95,2,45.67
BEL,F,95,3,20.80
BEL,F,95,4,12.68
BEL,F,95,5,3.56
BEL,F,95,6,0.00
BEL,F,95,7,4.95
BEL,F,100,0,14.21
BEL,F,100,1,0.01
BEL,F,100,2,50.69
BEL,F,100,3,18.19
BEL,F,100,4,10.41
BEL,F,100,5,2.43
BEL,F,100,6,0.00
BEL,F,100,7,4.07
BEL,M,15,0,0.01
BEL,M,15,1,0.01
BEL,M,15,2,2.63
BEL,M,15,3,71.45
BEL,M,15,4,25.87
BEL,M,15,5,0.03
BEL,M,15,6,0.00
BEL,M,15,7,0.00
BEL,M,20,0,0.01
BEL,M,20,1,0.01
BEL,M,20,2,2.97
BEL,M,20,3,11.50
BEL,M,20,4,59.11
BEL,M,20,5,14.59
BEL,M,20,6,7.01
BEL,M,20,7,4.80
BEL,M,25,0,0.00
BEL,M,25,1,0.01
BEL,M,25,2,3.35
BEL,M,25,3,10.27
BEL,M,25,4,41.55
BEL,M,25,5,28.76
BEL,M,25,6,1.07
BEL,M,25,7,14.99
BEL,M,30,0,0.01
BEL,M,30,1,0.01
BEL,M,30,2,4.68
BEL,M,30,3,12.51
BEL,M,30,4,39.99
BEL,M,30,5,28.74
BEL,M,30,6,0.15
BEL,M,30,7,13.92
BEL,M,35,0,0.28
BEL,M,35,1,0.01
BEL,M,35,2,4.19
BEL,M,35,3,13.32
BEL,M,35,4,41.36
BEL,M,35,5,29.14
BEL,M,35,6,0.07
BEL,M,35,7,11.63
BEL,M,40,0,0.73
BEL,M,40,1,0.01
BEL,M,40,2,4.71
BEL,M,40,3,11.49
BEL,M,40,4,43.05
BEL,M,40,5,29.19
BEL,M,40,6,0.04
BEL,M,40,7,10.78
BEL,M,45,0,1.18
BEL,M,45,1,0.01
BEL,M,45,2,5.20
BEL,M,45,3,14.06
BEL,M,45,4,42.73
BEL,M,45,5,26.87
BEL,M,45,6,0.02
BEL,M,45,7,9.93
BEL,M,50,0,1.64
BEL,M,50,1,0.01
BEL,M,50,2,5.96
BEL,M,50,3,18.51
BEL,M,50,4,41.30
BEL,M,50,5,23.41
BEL,M,50,6,0.01
BEL,M,50,7,9.15
BEL,M,55,0,2.26
BEL,M,55,1,0.01
BEL,M,55,2,8.36
BEL,M,55,3,24.02
BEL,M,55,4,36.41
BEL,M,55,5,20.60
BEL,M,55,6,0.00
BEL,M,55,7,8.35
BEL,M,60,0,3.00
BEL,M,60,1,0.01
BEL,M,60,2,11.35
BEL,M,60,3,27.09
BEL,M,60,4,33.03
BEL,M,60,5,18.40
BEL,M,60,6,0.00
BEL,M,60,7,7.10
BEL,M,65,0,3.69
BEL,M,65,1,0.01
BEL,M,65,2,13.84
BEL,M,65,3,29.48
BEL,M,65,4,29.87
BEL,M,65,5,17.23
BEL,M,65,6,0.00
BEL,M,65,7,5.87
BEL,M,70,0,5.14
BEL,M,70,1,0.01
BEL,M,70,2,18.87
BEL,M,70,3,29.89
BEL,M,70,4,25.07
BEL,M,70,5,15.69
BEL,M,70,6,0.00
BEL,M,70,7,5.34
BEL,M,75,0,6.75
BEL,M,75,1,0.01
BEL,M,75,2,25.56
BEL,M,75,3,29.10
BEL,M,75,4,20.54
BEL,M,75,5,12.93
BEL,M,75,6,0.00
BEL,M,75,7,5.12
BEL,M,80,0,8.91
BEL,M,80,1,0.01
BEL,M,80,2,32.51
BEL,M,80,3,27.91
BEL,M,80,4,17.13
BEL,M,80,5,9.37
BEL,M,80,6,0.00
BEL,M,80,7,4.15
BEL,M,85,0,9.53
BEL,M,85,1,0.01
BEL,M,85,2,37.11
BEL,M,85,3,27.27
BEL,M,85,4,16.04
BEL,M,85,5,6.65
BEL,M,85,6,0.00
BEL,M,85,7,3.38
BEL,M,90,0,9.66
BEL,M,90,1,0.01
BEL,M,90,2,42.68
BEL,M,90,3,25.19
BEL,M,90,4,14.41
BEL,M,90,5,5.09
BEL,M,90,6,0.01
BEL,M,90,7,2.96
BEL,M,95,0,12.99
BEL,M,95,1,0.01
BEL,M,95,2,49.87
BEL,M,95,3,21.42
BEL,M,95,4,10.27
BEL,M,95,5,3.27
BEL,M,95,6,0.01
BEL,M,95,7,2.16
BEL,M,100,0,14.96
BEL,M,100,1,0.01
BEL,M,100,2,55.07
BEL,M,100,3,18.27
BEL,M,100,4,7.93
BEL,M,100,5,2.14
BEL,M,100,6,0.02
BEL,M,100,7,1.60
BEN,F,15,0,17.88
BEN,F,15,1,14.70
BEN,F,15,2,41.98
BEN,F,15,3,20.48
BEN,F,15,4,4.85
BEN,F,15,5,0.00
BEN,F,15,6,0.00
BEN,F,15,7,0.00
BEN,F,20,0,23.40
BEN,F,20,1,16.25
BEN,F,20,2,23.27
BEN,F,20,3,20.78
BEN,F,20,4,13.98
BEN,F,20,5,0.00
BEN,F,20,6,0.00
BEN,F,20,7,0.00
BEN,F,25,0,34.25
BEN,F,25,1,15.92
BEN,F,25,2,21.03
BEN,F,25,3,12.46
BEN,F,25,4,13.12
BEN,F,25,5,0.00
BEN,F,25,6,0.00
BEN,F,25,7,0.00
BEN,F,30,0,54.51
BEN,F,30,1,14.38
BEN,F,30,2,14.39
BEN,F,30,3,7.51
BEN,F,30,4,7.24
BEN,F,30,5,0.00
BEN,F,30,6,0.00
BEN,F,30,7,0.00
BEN,F,35,0,65.51
BEN,F,35,1,14.71
BEN,F,35,2,10.05
BEN,F,35,3,4.63
BEN,F,35,4,3.78
BEN,F,35,5,0.00
BEN,F,35,6,0.00
BEN,F,35,7,0.00
BEN,F,40,0,72.54
BEN,F,40,1,13.06
BEN,F,40,2,8.73
BEN,F,40,3,2.72
BEN,F,40,4,2.08
BEN,F,40,5,0.00
BEN,F,40,6,0.00
BEN,F,40,7,0.00
BEN,F,45,0,72.48
BEN,F,45,1,13.24
BEN,F,45,2,10.21
BEN,F,45,3,2.46
BEN,F,45,4,0.88
BEN,F,45,5,0.00
BEN,F,45,6,0.00
BEN,F,45,7,0.00
BEN,F,50,0,71.79
BEN,F,50,1,10.32
BEN,F,50,2,10.91
BEN,F,50,3,5.03
BEN,F,50,4,1.06
BEN,F,50,5,0.00
BEN,F,50,6,0.00
BEN,F,50,7,0.00
BEN,F,55,0,75.76
BEN,F,55,1,8.69
BEN,F,55,2,7.26
BEN,F,55,3,4.88
BEN,F,55,4,2.54
BEN,F,55,5,0.00
BEN,F,55,6,0.00
BEN,F,55,7,0.00
BEN,F,60,0,83.26
BEN,F,60,1,7.46
BEN,F,60,2,4.43
BEN,F,60,3,2.86
BEN,F,60,4,1.37
BEN,F,60,5,0.00
BEN,F,60,6,0.00
BEN,F,60,7,0.00
BEN,F,65,0,84.83
BEN,F,65,1,5.30
BEN,F,65,2,5.22
BEN,F,65,3,2.24
BEN,F,65,4,1.25
BEN,F,65,5,0.00
BEN,F,65,6,0.00
BEN,F,65,7,0.00
BEN,F,70,0,87.36
BEN,F,70,1,4.78
BEN,F,70,2,5.03
BEN,F,70,3,1.21
BEN,F,70,4,0.45
BEN,F,70,5,0.00
BEN,F,70,6,0.00
BEN,F,70,7,0.00
BEN,F,75,0,90.12
BEN,F,75,1,3.68
BEN,F,75,2,3.89
BEN,F,75,3,1.00
BEN,F,75,4,0.39
BEN,F,75,5,0.00
BEN,F,75,6,0.00
BEN,F,75,7,0.00
BEN,F,80,0,91.87
BEN,F,80,1,3.04
BEN,F,80,2,3.20
BEN,F,80,3,0.82
BEN,F,80,4,0.32
BEN,F,80,5,0.00
BEN,F,80,6,0.00
BEN,F,80,7,0.00
BEN,F,85,0,93.31
BEN,F,85,1,2.51
BEN,F,85,2,2.67
BEN,F,85,3,0.65
BEN,F,85,4,0.24
BEN,F,85,5,0.00
BEN,F,85,6,0.00
BEN,F,85,7,0.00
BEN,F,90,0,94.66
BEN,F,90,1,2.04
BEN,F,90,2,2.25
BEN,F,90,3,0.42
BEN,F,90,4,0.12
BEN,F,90,5,0.00
BEN,F,90,6,0.00
BEN,F,90,7,0.00
BEN,F,95,0,95.70
BEN,F,95,1,1.66
BEN,F,95,2,1.86
BEN,F,95,3,0.31
BEN,F,95,4,0.08
BEN,F,95,5,0.00
BEN,F,95,6,0.00
BEN,F,95,7,0.00
BEN,F,100,0,96.55
BEN,F,100,1,1.34
BEN,F,100,2,1.53
BEN,F,100,3,0.22
BEN,F,100,4,0.05
BEN,F,100,5,0.00
BEN,F,100,6,0.00
BEN,F,100,7,0.00
BEN,M,15,0,11.29
BEN,M,15,1,11.02
BEN,M,15,2,48.13
BEN,M,15,3,24.28
BEN,M,15,4,4.98
BEN,M,15,5,0.00
BEN,M,15,6,0.00
BEN,M,15,7,0.00
BEN,M,20,0,15.86
BEN,M,20,1,13.14
BEN,M,20,2,17.80
BEN,M,20,3,28.86
BEN,M,20,4,19.28
BEN,M,20,5,0.00
BEN,M,20,6,0.00
BEN,M,20,7,0.00
BEN,M,25,0,20.55
BEN,M,25,1,14.16
BEN,M,25,2,18.95
BEN,M,25,3,13.54
BEN,M,25,4,21.93
BEN,M,25,5,0.00
BEN,M,25,6,0.00
BEN,M,25,7,0.00
BEN,M,30,0,26.68
BEN,M,30,1,15.71
BEN,M,30,2,17.87
BEN,M,30,3,12.64
BEN,M,30,4,16.09
BEN,M,30,5,0.00
BEN,M,30,6,0.00
BEN,M,30,7,0.00
BEN,M,35,0,36.73
BEN,M,35,1,19.30
BEN,M,35,2,15.80
BEN,M,35,3,9.28
BEN,M,35,4,11.25
BEN,M,35,5,0.00
BEN,M,35,6,0.00
BEN,M,35,7,0.00
BEN,M,40,0,41.56
BEN,M,40,1,21.80
BEN,M,40,2,17.74
BEN,M,40,3,7.27
BEN,M,40,4,6.23
BEN,M,40,5,0.00
BEN,M,40,6,0.00
BEN,M,40,7,0.00
BEN,M,45,0,43.82
BEN,M,45,1,22.40
BEN,M,45,2,18.49
BEN,M,45,3,7.65
BEN,M,45,4,4.45
BEN,M,45,5,0.00
BEN,M,45,6,0.00
BEN,M,45,7,0.00
BEN,M,50,0,45.60
BEN,M,50,1,16.21
BEN,M,50,2,20.04
BEN,M,50,3,9.43
BEN,M,50,4,5.41
BEN,M,50,5,0.00
BEN,M,50,6,0.00
BEN,M,50,7,0.00
BEN,M,55,0,49.85
BEN,M,55,1,15.99
BEN,M,55,2,13.74
BEN,M,55,3,9.51
BEN,M,55,4,6.70
BEN,M,55,5,0.00
BEN,M,55,6,0.00
BEN,M,55,7,0.00
BEN,M,60,0,55.95
BEN,M,60,1,16.47
BEN,M,60,2,12.08
BEN,M,60,3,6.77
BEN,M,60,4,5.17
BEN,M,60,5,0.00
BEN,M,60,6,0.00
BEN,M,60,7,0.00
BEN,M,65,0,61.10
BEN,M,65,1,14.39
BEN,M,65,2,11.80
BEN,M,65,3,5.50
BEN,M,65,4,4.08
BEN,M,65,5,0.00
BEN,M,65,6,0.00
BEN,M,65,7,0.00
BEN,M,70,0,66.20
BEN,M,70,1,13.07
BEN,M,70,2,10.94
BEN,M,70,3,4.34
BEN,M,70,4,3.35
BEN,M,70,5,0.00
BEN,M,70,6,0.00
BEN,M,70,7,0.00
BEN,M,75,0,69.69
BEN,M,75,1,11.40
BEN,M,75,2,10.81
BEN,M,75,3,3.10
BEN,M,75,4,2.90
BEN,M,75,5,0.00
BEN,M,75,6,0.00
BEN,M,75,7,0.00
BEN,M,80,0,78.72
BEN,M,80,1,8.30
BEN,M,80,2,8.17
BEN,M,80,3,2.17
BEN,M,80,4,1.41
BEN,M,80,5,0.00
BEN,M,80,6,0.00
BEN,M,80,7,0.00
BEN,M,85,0,85.08
BEN,M,85,1,5.81
BEN,M,85,2,5.77
BEN,M,85,3,1.47
BEN,M,85,4,1.01
BEN,M,85,5,0.00
BEN,M,85,6,0.00
BEN,M,85,7,0.00
BEN,M,90,0,87.30
BEN,M,90,1,5.03
BEN,M,90,2,5.29
BEN,M,90,3,1.04
BEN,M,90,4,0.71
BEN,M,90,5,0.00
BEN,M,90,6,0.00
BEN,M,90,7,0.00
BEN,M,95,0,90.53
BEN,M,95,1,3.79
BEN,M,95,2,4.11
BEN,M,95,3,0.69
BEN,M,95,4,0.46
BEN,M,95,5,0.00
BEN,M,95,6,0.00
BEN,M,95,7,0.00
BEN,M,100,0,92.86
BEN,M,100,1,2.89
BEN,M,100,2,3.21
BEN,M,100,3,0.46
BEN,M,100,4,0.29
BEN,M,100,5,0.00
BEN,M,100,6,0.00
BEN,M,100,7,0.00
BFA,F,15,0,50.76
BFA,F,15,1,21.74
BFA,F,15,2,17.73
BFA,F,15,3,8.29
BFA,F,15,4,1.48
BFA,F,15,5,0.00
BFA,F,15,6,0.00
BFA,F,15,7,0.00
BFA,F,20,0,59.13
BFA,F,20,1,19.20
BFA,F,20,2,8.63
BFA,F,20,3,10.75
BFA,F,20,4,2.10
BFA,F,20,5,0.00
BFA,F,20,6,0.00
BFA,F,20,7,0.00
BFA,F,25,0,66.83
BFA,F,25,1,17.50
BFA,F,25,2,6.64
BFA,F,25,3,4.49
BFA,F,25,4,3.76
BFA,F,25,5,0.00
BFA,F,25,6,0.00
BFA,F,25,7,0.00
BFA,F,30,0,73.37
BFA,F,30,1,16.07
BFA,F,30,2,4.78
BFA,F,30,3,3.08
BFA,F,30,4,2.18
BFA,F,30,5,0.00
BFA,F,30,6,0.00
BFA,F,30,7,0.00
BFA,F,35,0,78.97
BFA,F,35,1,9.22
BFA,F,35,2,5.12
BFA,F,35,3,3.90
BFA,F,35,4,2.20
BFA,F,35,5,0.00
BFA,F,35,6,0.00
BFA,F,35,7,0.00
BFA,F,40,0,83.98
BFA,F,40,1,4.96
BFA,F,40,2,3.51
BFA,F,40,3,5.22
BFA,F,40,4,1.76
BFA,F,40,5,0.00
BFA,F,40,6,0.00
BFA,F,40,7,0.00
BFA,F,45,0,86.58
BFA,F,45,1,4.06
BFA,F,45,2,2.82
BFA,F,45,3,4.16
BFA,F,45,4,1.70
BFA,F,45,5,0.00
BFA,F,45,6,0.00
BFA,F,45,7,0.00
BFA,F,50,0,90.15
BFA,F,50,1,2.94
BFA,F,50,2,2.31
BFA,F,50,3,2.71
BFA,F,50,4,1.19
BFA,F,50,5,0.00
BFA,F,50,6,0.00
BFA,F,50,7,0.00
BFA,F,55,0,91.45
BFA,F,55,1,2.57
BFA,F,55,2,2.18
BFA,F,55,3,2.09
BFA,F,55,4,0.92
BFA,F,55,5,0.00
BFA,F,55,6,0.00
BFA,F,55,7,0.00
BFA,F,60,0,92.94
BFA,F,60,1,2.32
BFA,F,60,2,2.08
BFA,F,60,3,1.49
BFA,F,60,4,0.62
BFA,F,60,5,0.00
BFA,F,60,6,0.00
BFA,F,60,7,0.00
BFA,F,65,0,94.56
BFA,F,65,1,1.79
BFA,F,65,2,1.70
BFA,F,65,3,1.10
BFA,F,65,4,0.44
BFA,F,65,5,0.00
BFA,F,65,6,0.00
BFA,F,65,7,0.00
BFA,F,70,0,96.62
BFA,F,70,1,1.13
BFA,F,70,2,0.97
BFA,F,70,3,0.77
BFA,F,70,4,0.28
BFA,F,70,5,0.00
BFA,F,70,6,0.00
BFA,F,70,7,0.00
BFA,F,75,0,97.99
BFA,F,75,1,0.81
BFA,F,75,2,0.56
BFA,F,75,3,0.39
BFA,F,75,4,0.14
BFA,F,75,5,0.00
BFA,F,75,6,0.00
BFA,F,75,7,0.00
BFA,F,80,0,98.52
BFA,F,80,1,0.66
BFA,F,80,2,0.42
BFA,F,80,3,0.27
BFA,F,80,4,0.07
BFA,F,80,5,0.00
BFA,F,80,6,0.00
BFA,F,80,7,0.00
BFA,F,85,0,99.14
BFA,F,85,1,0.40
BFA,F,85,2,0.25
BFA,F,85,3,0.16
BFA,F,85,4,0.03
BFA,F,85,5,0.00
BFA,F,85,6,0.00
BFA,F,85,7,0.00
BFA,F,90,0,99.34
BFA,F,90,1,0.33
BFA,F,90,2,0.17
BFA,F,90,3,0.11
BFA,F,90,4,0.03
BFA,F,90,5,0.00
BFA,F,90,6,0.00
BFA,F,90,7,0.00
BFA,F,95,0,99.48
BFA,F,95,1,0.25
BFA,F,95,2,0.13
BFA,F,95,3,0.09
BFA,F,95,4,0.03
BFA,F,95,5,0.00
BFA,F,95,6,0.00
BFA,F,95,7,0.00
BFA,M,15,0,46.77
BFA,M,15,1,26.27
BFA,M,15,2,16.22
BFA,M,15,3,8.60
BFA,M,15,4,2.11
BFA,M,15,5,0.00
BFA,M,15,6,0.00
BFA,M,15,7,0.00
BFA,M,20,0,51.91
BFA,M,20,1,25.10
BFA,M,20,2,8.33
BFA,M,20,3,11.32
BFA,M,20,4,2.97
BFA,M,20,5,0.00
BFA,M,20,6,0.00
BFA,M,20,7,0.00
