iso3,row,product,value
LTU,CPA_C29,CPA_G45,144.847
LTU,CPA_C29,CPA_G46,5.025
LTU,CPA_C29,CPA_G47,1.932
LTU,CPA_C29,CPA_H49,292.480
LTU,CPA_C29,CPA_H50,0.234
LTU,CPA_C29,CPA_H51,0.001
LTU,CPA_C29,CPA_H52,11.075
LTU,CPA_C29,CPA_H53,0.057
LTU,CPA_C29,CPA_I,0.747
LTU,CPA_C29,CPA_J58,0.213
LTU,CPA_C29,CPA_J59_60,0.019
LTU,CPA_C29,CPA_J61,0.073
LTU,CPA_C29,CPA_J62_63,1.373
LTU,CPA_C29,CPA_K64,0.046
LTU,CPA_C29,CPA_K65,1.185
LTU,CPA_C29,CPA_K66,0.069
LTU,CPA_C29,CPA_L,3.121
LTU,CPA_C29,CPA_M69_70,0.165
LTU,CPA_C29,CPA_M71,0.226
LTU,CPA_C29,CPA_M72,0.800
LTU,CPA_C29,CPA_M73,0.163
LTU,CPA_C29,CPA_M74_75,0.396
LTU,CPA_C29,CPA_N77,23.697
LTU,CPA_C29,CPA_N78,0.310
LTU,CPA_C29,CPA_N79,0.005
LTU,CPA_C29,CPA_N80-82,6.246
LTU,CPA_C29,CPA_O84,2.719
LTU,CPA_C29,CPA_P85,0.067
LTU,CPA_C29,CPA_Q86,0.097
LTU,CPA_C29,CPA_Q87_88,0.007
LTU,CPA_C29,CPA_R90-92,1.254
LTU,CPA_C29,CPA_R93,0.198
LTU,CPA_C29,CPA_S94,0.723
LTU,CPA_C29,CPA_S95,1.749
LTU,CPA_C29,CPA_S96,1.269
LTU,CPA_C29,CPA_T,0.000
LTU,CPA_C29,CPA_U,0.000
LTU,CPA_C30,CPA_A01,1.723
LTU,CPA_C30,CPA_A02,0.010
LTU,CPA_C30,CPA_A03,26.596
LTU,CPA_C30,CPA_B,0.128
LTU,CPA_C30,CPA_C10-12,0.051
LTU,CPA_C30,CPA_C13-15,0.000
LTU,CPA_C30,CPA_C16,0.901
LTU,CPA_C30,CPA_C17,0.886
LTU,CPA_C30,CPA_C18,0.002
LTU,CPA_C30,CPA_C19,2.742
LTU,CPA_C30,CPA_C20,0.116
LTU,CPA_C30,CPA_C21,0.000
LTU,CPA_C30,CPA_C22,0.003
LTU,CPA_C30,CPA_C23,0.273
LTU,CPA_C30,CPA_C24,0.001
LTU,CPA_C30,CPA_C25,1.091
LTU,CPA_C30,CPA_C26,0.023
LTU,CPA_C30,CPA_C27,0.018
LTU,CPA_C30,CPA_C28,0.593
LTU,CPA_C30,CPA_C29,1.065
LTU,CPA_C30,CPA_C30,48.904
LTU,CPA_C30,CPA_C31_32,0.095
LTU,CPA_C30,CPA_C33,41.251
LTU,CPA_C30,CPA_D35,0.154
LTU,CPA_C30,CPA_E36,0.000
LTU,CPA_C30,CPA_E37-39,0.185
LTU,CPA_C30,CPA_F,8.666
LTU,CPA_C30,CPA_G45,3.088
LTU,CPA_C30,CPA_G46,0.980
LTU,CPA_C30,CPA_G47,1.283
LTU,CPA_C30,CPA_H49,26.609
LTU,CPA_C30,CPA_H50,7.505
LTU,CPA_C30,CPA_H51,4.388
LTU,CPA_C30,CPA_H52,5.513
LTU,CPA_C30,CPA_H53,0.001
LTU,CPA_C30,CPA_I,0.020
LTU,CPA_C30,CPA_J58,0.000
LTU,CPA_C30,CPA_J59_60,0.001
LTU,CPA_C30,CPA_J61,0.243
LTU,CPA_C30,CPA_J62_63,0.516
LTU,CPA_C30,CPA_K64,0.909
LTU,CPA_C30,CPA_K65,0.000
LTU,CPA_C30,CPA_K66,0.415
LTU,CPA_C30,CPA_L,1.104
LTU,CPA_C30,CPA_M69_70,1.449
LTU,CPA_C30,CPA_M71,5.173
LTU,CPA_C30,CPA_M72,0.265
LTU,CPA_C30,CPA_M73,0.060
LTU,CPA_C30,CPA_M74_75,0.368
LTU,CPA_C30,CPA_N77,41.649
LTU,CPA_C30,CPA_N78,0.001
LTU,CPA_C30,CPA_N79,0.001
LTU,CPA_C30,CPA_N80-82,2.160
LTU,CPA_C30,CPA_O84,78.405
LTU,CPA_C30,CPA_P85,0.471
LTU,CPA_C30,CPA_Q86,0.104
LTU,CPA_C30,CPA_Q87_88,0.001
LTU,CPA_C30,CPA_R90-92,0.092
LTU,CPA_C30,CPA_R93,0.001
LTU,CPA_C30,CPA_S94,0.642
LTU,CPA_C30,CPA_S95,0.556
LTU,CPA_C30,CPA_S96,0.079
LTU,CPA_C30,CPA_T,0.000
LTU,CPA_C30,CPA_U,0.000
LTU,CPA_C31_32,CPA_A01,23.679
LTU,CPA_C31_32,CPA_A02,0.312
LTU,CPA_C31_32,CPA_A03,0.112
LTU,CPA_C31_32,CPA_B,0.309
LTU,CPA_C31_32,CPA_C10-12,4.407
LTU,CPA_C31_32,CPA_C13-15,4.012
LTU,CPA_C31_32,CPA_C16,2.603
LTU,CPA_C31_32,CPA_C17,0.106
LTU,CPA_C31_32,CPA_C18,0.732
LTU,CPA_C31_32,CPA_C19,25.213
LTU,CPA_C31_32,CPA_C20,12.064
LTU,CPA_C31_32,CPA_C21,0.582
LTU,CPA_C31_32,CPA_C22,1.792
LTU,CPA_C31_32,CPA_C23,1.536
LTU,CPA_C31_32,CPA_C24,0.029
LTU,CPA_C31_32,CPA_C25,4.322
LTU,CPA_C31_32,CPA_C26,0.388
LTU,CPA_C31_32,CPA_C27,0.091
LTU,CPA_C31_32,CPA_C28,0.553
LTU,CPA_C31_32,CPA_C29,0.171
LTU,CPA_C31_32,CPA_C30,1.804
LTU,CPA_C31_32,CPA_C31_32,83.050
LTU,CPA_C31_32,CPA_C33,1.736
LTU,CPA_C31_32,CPA_D35,5.025
LTU,CPA_C31_32,CPA_E36,1.623
LTU,CPA_C31_32,CPA_E37-39,4.148
LTU,CPA_C31_32,CPA_F,30.395
LTU,CPA_C31_32,CPA_G45,2.415
LTU,CPA_C31_32,CPA_G46,33.825
LTU,CPA_C31_32,CPA_G47,29.994
LTU,CPA_C31_32,CPA_H49,51.219
LTU,CPA_C31_32,CPA_H50,2.869
LTU,CPA_C31_32,CPA_H51,9.930
LTU,CPA_C31_32,CPA_H52,20.568
LTU,CPA_C31_32,CPA_H53,0.168
LTU,CPA_C31_32,CPA_I,9.847
LTU,CPA_C31_32,CPA_J58,1.049
LTU,CPA_C31_32,CPA_J59_60,9.628
LTU,CPA_C31_32,CPA_J61,5.069
LTU,CPA_C31_32,CPA_J62_63,18.498
LTU,CPA_C31_32,CPA_K64,14.418
LTU,CPA_C31_32,CPA_K65,5.889
LTU,CPA_C31_32,CPA_K66,2.637
LTU,CPA_C31_32,CPA_L,53.794
LTU,CPA_C31_32,CPA_M69_70,20.291
LTU,CPA_C31_32,CPA_M71,1.086
LTU,CPA_C31_32,CPA_M72,2.134
LTU,CPA_C31_32,CPA_M73,4.074
LTU,CPA_C31_32,CPA_M74_75,16.811
LTU,CPA_C31_32,CPA_N77,12.974
LTU,CPA_C31_32,CPA_N78,2.890
LTU,CPA_C31_32,CPA_N79,5.282
LTU,CPA_C31_32,CPA_N80-82,7.496
LTU,CPA_C31_32,CPA_O84,52.844
LTU,CPA_C31_32,CPA_P85,20.641
LTU,CPA_C31_32,CPA_Q86,161.937
LTU,CPA_C31_32,CPA_Q87_88,11.208
LTU,CPA_C31_32,CPA_R90-92,8.873
LTU,CPA_C31_32,CPA_R93,2.689
LTU,CPA_C31_32,CPA_S94,1.211
LTU,CPA_C31_32,CPA_S95,0.483
LTU,CPA_C31_32,CPA_S96,8.401
LTU,CPA_C31_32,CPA_T,0.000
LTU,CPA_C31_32,CPA_U,0.000
LTU,CPA_C33,CPA_A01,27.457
LTU,CPA_C33,CPA_A02,8.060
LTU,CPA_C33,CPA_A03,0.441
LTU,CPA_C33,CPA_B,6.829
LTU,CPA_C33,CPA_C10-12,55.287
LTU,CPA_C33,CPA_C13-15,5.246
LTU,CPA_C33,CPA_C16,36.078
LTU,CPA_C33,CPA_C17,9.246
LTU,CPA_C33,CPA_C18,1.193
LTU,CPA_C33,CPA_C19,5.090
LTU,CPA_C33,CPA_C20,4.341
LTU,CPA_C33,CPA_C21,0.362
LTU,CPA_C33,CPA_C22,10.964
LTU,CPA_C33,CPA_C23,21.950
LTU,CPA_C33,CPA_C24,0.759
LTU,CPA_C33,CPA_C25,12.606
LTU,CPA_C33,CPA_C26,2.227
LTU,CPA_C33,CPA_C27,2.302
LTU,CPA_C33,CPA_C28,3.165
LTU,CPA_C33,CPA_C29,2.993
LTU,CPA_C33,CPA_C30,5.321
LTU,CPA_C33,CPA_C31_32,40.193
LTU,CPA_C33,CPA_C33,52.195
LTU,CPA_C33,CPA_D35,29.141
LTU,CPA_C33,CPA_E36,5.321
LTU,CPA_C33,CPA_E37-39,13.013
LTU,CPA_C33,CPA_F,108.095
LTU,CPA_C33,CPA_G45,5.830
LTU,CPA_C33,CPA_G46,15.138
LTU,CPA_C33,CPA_G47,11.761
LTU,CPA_C33,CPA_H49,198.430
LTU,CPA_C33,CPA_H50,1.469
LTU,CPA_C33,CPA_H51,6.055
LTU,CPA_C33,CPA_H52,15.152
LTU,CPA_C33,CPA_H53,0.445
LTU,CPA_C33,CPA_I,2.126
LTU,CPA_C33,CPA_J58,0.060
LTU,CPA_C33,CPA_J59_60,0.438
LTU,CPA_C33,CPA_J61,1.994
LTU,CPA_C33,CPA_J62_63,2.787
LTU,CPA_C33,CPA_K64,1.694
LTU,CPA_C33,CPA_K65,0.006
LTU,CPA_C33,CPA_K66,0.289
LTU,CPA_C33,CPA_L,2.102
LTU,CPA_C33,CPA_M69_70,3.673
LTU,CPA_C33,CPA_M71,1.558
LTU,CPA_C33,CPA_M72,1.667
LTU,CPA_C33,CPA_M73,3.651
LTU,CPA_C33,CPA_M74_75,1.651
LTU,CPA_C33,CPA_N77,6.731
LTU,CPA_C33,CPA_N78,0.109
LTU,CPA_C33,CPA_N79,0.013
LTU,CPA_C33,CPA_N80-82,27.210
LTU,CPA_C33,CPA_O84,1.712
LTU,CPA_C33,CPA_P85,3.488
LTU,CPA_C33,CPA_Q86,24.898
LTU,CPA_C33,CPA_Q87_88,0.382
LTU,CPA_C33,CPA_R90-92,3.250
LTU,CPA_C33,CPA_R93,0.270
LTU,CPA_C33,CPA_S94,0.628
LTU,CPA_C33,CPA_S95,0.719
LTU,CPA_C33,CPA_S96,2.516
LTU,CPA_C33,CPA_T,0.000
LTU,CPA_C33,CPA_U,0.000
LTU,CPA_D35,CPA_A01,141.254
LTU,CPA_D35,CPA_A02,5.165
LTU,CPA_D35,CPA_A03,1.425
LTU,CPA_D35,CPA_B,9.015
LTU,CPA_D35,CPA_C10-12,231.799
LTU,CPA_D35,CPA_C13-15,56.003
LTU,CPA_D35,CPA_C16,61.647
LTU,CPA_D35,CPA_C17,46.845
LTU,CPA_D35,CPA_C18,8.219
LTU,CPA_D35,CPA_C19,39.373
LTU,CPA_D35,CPA_C20,118.122
LTU,CPA_D35,CPA_C21,4.415
LTU,CPA_D35,CPA_C22,67.598
LTU,CPA_D35,CPA_C23,74.437
LTU,CPA_D35,CPA_C24,6.108
LTU,CPA_D35,CPA_C25,50.695
LTU,CPA_D35,CPA_C26,39.156
LTU,CPA_D35,CPA_C27,16.370
LTU,CPA_D35,CPA_C28,15.256
LTU,CPA_D35,CPA_C29,13.686
LTU,CPA_D35,CPA_C30,6.443
LTU,CPA_D35,CPA_C31_32,79.950
LTU,CPA_D35,CPA_C33,9.807
LTU,CPA_D35,CPA_D35,102.944
LTU,CPA_D35,CPA_E36,11.442
LTU,CPA_D35,CPA_E37-39,12.867
LTU,CPA_D35,CPA_F,75.119
LTU,CPA_D35,CPA_G45,23.729
LTU,CPA_D35,CPA_G46,97.466
LTU,CPA_D35,CPA_G47,165.941
LTU,CPA_D35,CPA_H49,46.594
LTU,CPA_D35,CPA_H50,1.222
LTU,CPA_D35,CPA_H51,8.047
LTU,CPA_D35,CPA_H52,22.262
LTU,CPA_D35,CPA_H53,5.621
LTU,CPA_D35,CPA_I,66.845
LTU,CPA_D35,CPA_J58,2.447
LTU,CPA_D35,CPA_J59_60,5.635
LTU,CPA_D35,CPA_J61,24.595
LTU,CPA_D35,CPA_J62_63,51.020
LTU,CPA_D35,CPA_K64,18.226
LTU,CPA_D35,CPA_K65,6.124
LTU,CPA_D35,CPA_K66,7.642
LTU,CPA_D35,CPA_L,134.908
LTU,CPA_D35,CPA_M69_70,16.067
LTU,CPA_D35,CPA_M71,6.415
LTU,CPA_D35,CPA_M72,10.353
LTU,CPA_D35,CPA_M73,4.990
LTU,CPA_D35,CPA_M74_75,3.176
LTU,CPA_D35,CPA_N77,6.332
LTU,CPA_D35,CPA_N78,3.697
LTU,CPA_D35,CPA_N79,1.428
LTU,CPA_D35,CPA_N80-82,45.370
LTU,CPA_D35,CPA_O84,66.389
LTU,CPA_D35,CPA_P85,47.573
LTU,CPA_D35,CPA_Q86,48.552
LTU,CPA_D35,CPA_Q87_88,13.860
LTU,CPA_D35,CPA_R90-92,23.703
LTU,CPA_D35,CPA_R93,23.495
LTU,CPA_D35,CPA_S94,4.867
LTU,CPA_D35,CPA_S95,2.221
LTU,CPA_D35,CPA_S96,16.548
LTU,CPA_D35,CPA_T,0.000
LTU,CPA_D35,CPA_U,0.000
LTU,CPA_E36,CPA_A01,0.421
LTU,CPA_E36,CPA_A02,0.063
LTU,CPA_E36,CPA_A03,0.022
LTU,CPA_E36,CPA_B,0.113
LTU,CPA_E36,CPA_C10-12,9.223
LTU,CPA_E36,CPA_C13-15,1.589
LTU,CPA_E36,CPA_C16,0.244
LTU,CPA_E36,CPA_C17,0.167
LTU,CPA_E36,CPA_C18,0.089
LTU,CPA_E36,CPA_C19,1.571
LTU,CPA_E36,CPA_C20,0.985
LTU,CPA_E36,CPA_C21,0.111
LTU,CPA_E36,CPA_C22,0.334
LTU,CPA_E36,CPA_C23,3.180
LTU,CPA_E36,CPA_C24,0.042
LTU,CPA_E36,CPA_C25,0.296
LTU,CPA_E36,CPA_C26,0.398
LTU,CPA_E36,CPA_C27,0.088
LTU,CPA_E36,CPA_C28,0.152
LTU,CPA_E36,CPA_C29,0.051
LTU,CPA_E36,CPA_C30,0.203
LTU,CPA_E36,CPA_C31_32,0.249
LTU,CPA_E36,CPA_C33,0.080
LTU,CPA_E36,CPA_D35,18.728
LTU,CPA_E36,CPA_E36,0.593
LTU,CPA_E36,CPA_E37-39,0.574
LTU,CPA_E36,CPA_F,1.247
LTU,CPA_E36,CPA_G45,0.242
LTU,CPA_E36,CPA_G46,1.489
LTU,CPA_E36,CPA_G47,2.762
LTU,CPA_E36,CPA_H49,0.165
LTU,CPA_E36,CPA_H50,0.122
LTU,CPA_E36,CPA_H51,0.217
LTU,CPA_E36,CPA_H52,0.310
LTU,CPA_E36,CPA_H53,0.125
LTU,CPA_E36,CPA_I,3.695
LTU,CPA_E36,CPA_J58,0.036
LTU,CPA_E36,CPA_J59_60,0.023
LTU,CPA_E36,CPA_J61,0.063
LTU,CPA_E36,CPA_J62_63,0.387
LTU,CPA_E36,CPA_K64,0.177
LTU,CPA_E36,CPA_K65,0.163
LTU,CPA_E36,CPA_K66,0.148
LTU,CPA_E36,CPA_L,3.979
LTU,CPA_E36,CPA_M69_70,0.246
LTU,CPA_E36,CPA_M71,0.106
LTU,CPA_E36,CPA_M72,0.558
LTU,CPA_E36,CPA_M73,0.088
LTU,CPA_E36,CPA_M74_75,0.065
LTU,CPA_E36,CPA_N77,0.479
LTU,CPA_E36,CPA_N78,0.042
LTU,CPA_E36,CPA_N79,0.031
LTU,CPA_E36,CPA_N80-82,1.291
LTU,CPA_E36,CPA_O84,3.126
LTU,CPA_E36,CPA_P85,2.036
LTU,CPA_E36,CPA_Q86,1.068
LTU,CPA_E36,CPA_Q87_88,2.887
LTU,CPA_E36,CPA_R90-92,0.515
LTU,CPA_E36,CPA_R93,1.335
LTU,CPA_E36,CPA_S94,0.142
LTU,CPA_E36,CPA_S95,0.034
LTU,CPA_E36,CPA_S96,0.857
LTU,CPA_E36,CPA_T,0.000
LTU,CPA_E36,CPA_U,0.000
LTU,CPA_E37-39,CPA_A01,1.272
LTU,CPA_E37-39,CPA_A02,0.215
LTU,CPA_E37-39,CPA_A03,0.027
LTU,CPA_E37-39,CPA_B,0.320
LTU,CPA_E37-39,CPA_C10-12,9.874
LTU,CPA_E37-39,CPA_C13-15,0.520
LTU,CPA_E37-39,CPA_C16,1.455
LTU,CPA_E37-39,CPA_C17,3.680
LTU,CPA_E37-39,CPA_C18,0.172
LTU,CPA_E37-39,CPA_C19,15.983
LTU,CPA_E37-39,CPA_C20,1.609
LTU,CPA_E37-39,CPA_C21,0.144
LTU,CPA_E37-39,CPA_C22,2.667
LTU,CPA_E37-39,CPA_C23,1.956
LTU,CPA_E37-39,CPA_C24,0.058
LTU,CPA_E37-39,CPA_C25,0.693
LTU,CPA_E37-39,CPA_C26,0.232
LTU,CPA_E37-39,CPA_C27,0.176
LTU,CPA_E37-39,CPA_C28,0.308
LTU,CPA_E37-39,CPA_C29,0.240
LTU,CPA_E37-39,CPA_C30,0.391
LTU,CPA_E37-39,CPA_C31_32,2.764
LTU,CPA_E37-39,CPA_C33,1.805
LTU,CPA_E37-39,CPA_D35,43.422
LTU,CPA_E37-39,CPA_E36,1.844
LTU,CPA_E37-39,CPA_E37-39,39.701
LTU,CPA_E37-39,CPA_F,7.759
LTU,CPA_E37-39,CPA_G45,1.104
LTU,CPA_E37-39,CPA_G46,24.069
LTU,CPA_E37-39,CPA_G47,7.065
LTU,CPA_E37-39,CPA_H49,1.241
LTU,CPA_E37-39,CPA_H50,0.121
LTU,CPA_E37-39,CPA_H51,0.328
LTU,CPA_E37-39,CPA_H52,3.896
LTU,CPA_E37-39,CPA_H53,0.012
LTU,CPA_E37-39,CPA_I,2.159
LTU,CPA_E37-39,CPA_J58,0.027
LTU,CPA_E37-39,CPA_J59_60,0.016
LTU,CPA_E37-39,CPA_J61,0.121
LTU,CPA_E37-39,CPA_J62_63,0.567
LTU,CPA_E37-39,CPA_K64,0.130
LTU,CPA_E37-39,CPA_K65,0.068
LTU,CPA_E37-39,CPA_K66,0.217
LTU,CPA_E37-39,CPA_L,4.675
LTU,CPA_E37-39,CPA_M69_70,0.405
LTU,CPA_E37-39,CPA_M71,0.289
LTU,CPA_E37-39,CPA_M72,0.972
LTU,CPA_E37-39,CPA_M73,0.778
LTU,CPA_E37-39,CPA_M74_75,4.887
LTU,CPA_E37-39,CPA_N77,0.577
LTU,CPA_E37-39,CPA_N78,0.082
LTU,CPA_E37-39,CPA_N79,0.044
LTU,CPA_E37-39,CPA_N80-82,2.241
LTU,CPA_E37-39,CPA_O84,1.074
LTU,CPA_E37-39,CPA_P85,1.235
LTU,CPA_E37-39,CPA_Q86,2.186
LTU,CPA_E37-39,CPA_Q87_88,0.790
LTU,CPA_E37-39,CPA_R90-92,0.726
LTU,CPA_E37-39,CPA_R93,0.636
LTU,CPA_E37-39,CPA_S94,0.217
LTU,CPA_E37-39,CPA_S95,0.192
LTU,CPA_E37-39,CPA_S96,1.393
LTU,CPA_E37-39,CPA_T,0.000
LTU,CPA_E37-39,CPA_U,0.000
LTU,CPA_F,CPA_A01,85.178
LTU,CPA_F,CPA_A02,6.701
LTU,CPA_F,CPA_A03,5.878
LTU,CPA_F,CPA_B,5.685
LTU,CPA_F,CPA_C10-12,60.452
LTU,CPA_F,CPA_C13-15,9.214
LTU,CPA_F,CPA_C16,6.997
LTU,CPA_F,CPA_C17,9.750
LTU,CPA_F,CPA_C18,1.211
LTU,CPA_F,CPA_C19,42.900
LTU,CPA_F,CPA_C20,32.150
LTU,CPA_F,CPA_C21,1.488
LTU,CPA_F,CPA_C22,10.204
LTU,CPA_F,CPA_C23,12.294
LTU,CPA_F,CPA_C24,1.713
LTU,CPA_F,CPA_C25,22.084
LTU,CPA_F,CPA_C26,5.939
LTU,CPA_F,CPA_C27,2.155
LTU,CPA_F,CPA_C28,9.652
LTU,CPA_F,CPA_C29,10.089
LTU,CPA_F,CPA_C30,6.464
LTU,CPA_F,CPA_C31_32,19.990
LTU,CPA_F,CPA_C33,2.535
LTU,CPA_F,CPA_D35,107.797
LTU,CPA_F,CPA_E36,10.887
LTU,CPA_F,CPA_E37-39,20.108
LTU,CPA_F,CPA_F,6.335
LTU,CPA_F,CPA_G45,3.738
LTU,CPA_F,CPA_G46,63.443
LTU,CPA_F,CPA_G47,78.844
LTU,CPA_F,CPA_H49,40.744
LTU,CPA_F,CPA_H50,1.683
LTU,CPA_F,CPA_H51,3.365
LTU,CPA_F,CPA_H52,67.543
LTU,CPA_F,CPA_H53,0.628
LTU,CPA_F,CPA_I,10.708
LTU,CPA_F,CPA_J58,0.888
LTU,CPA_F,CPA_J59_60,2.433
LTU,CPA_F,CPA_J61,29.999
LTU,CPA_F,CPA_J62_63,34.564
LTU,CPA_F,CPA_K64,11.946
LTU,CPA_F,CPA_K65,1.611
LTU,CPA_F,CPA_K66,3.759
LTU,CPA_F,CPA_L,507.234
LTU,CPA_F,CPA_M69_70,1.526
LTU,CPA_F,CPA_M71,26.063
LTU,CPA_F,CPA_M72,6.275
LTU,CPA_F,CPA_M73,1.357
LTU,CPA_F,CPA_M74_75,3.202
LTU,CPA_F,CPA_N77,2.387
LTU,CPA_F,CPA_N78,0.640
LTU,CPA_F,CPA_N79,9.078
LTU,CPA_F,CPA_N80-82,14.246
LTU,CPA_F,CPA_O84,73.364
LTU,CPA_F,CPA_P85,24.430
LTU,CPA_F,CPA_Q86,17.332
LTU,CPA_F,CPA_Q87_88,17.739
LTU,CPA_F,CPA_R90-92,15.016
LTU,CPA_F,CPA_R93,5.798
LTU,CPA_F,CPA_S94,14.211
LTU,CPA_F,CPA_S95,2.520
LTU,CPA_F,CPA_S96,10.891
LTU,CPA_F,CPA_T,0.000
LTU,CPA_F,CPA_U,0.000
LTU,CPA_G45,CPA_A01,47.584
LTU,CPA_G45,CPA_A02,16.604
LTU,CPA_G45,CPA_A03,7.188
LTU,CPA_G45,CPA_B,7.800
LTU,CPA_G45,CPA_C10-12,47.658
LTU,CPA_G45,CPA_C13-15,11.541
LTU,CPA_G45,CPA_C16,27.089
LTU,CPA_G45,CPA_C17,13.205
LTU,CPA_G45,CPA_C18,6.368
LTU,CPA_G45,CPA_C19,19.844
LTU,CPA_G45,CPA_C20,30.755
LTU,CPA_G45,CPA_C21,1.928
LTU,CPA_G45,CPA_C22,19.440
LTU,CPA_G45,CPA_C23,16.888
LTU,CPA_G45,CPA_C24,5.383
LTU,CPA_G45,CPA_C25,23.758
LTU,CPA_G45,CPA_C26,18.360
LTU,CPA_G45,CPA_C27,10.001
LTU,CPA_G45,CPA_C28,14.946
LTU,CPA_G45,CPA_C29,15.227
LTU,CPA_G45,CPA_C30,9.325
LTU,CPA_G45,CPA_C31_32,33.425
LTU,CPA_G45,CPA_C33,17.767
LTU,CPA_G45,CPA_D35,17.059
LTU,CPA_G45,CPA_E36,4.509
LTU,CPA_G45,CPA_E37-39,13.923
LTU,CPA_G45,CPA_F,73.365
LTU,CPA_G45,CPA_G45,27.454
LTU,CPA_G45,CPA_G46,45.342
LTU,CPA_G45,CPA_G47,20.981
LTU,CPA_G45,CPA_H49,93.826
LTU,CPA_G45,CPA_H50,6.305
LTU,CPA_G45,CPA_H51,10.203
LTU,CPA_G45,CPA_H52,20.044
LTU,CPA_G45,CPA_H53,6.160
LTU,CPA_G45,CPA_I,13.428
LTU,CPA_G45,CPA_J58,4.602
LTU,CPA_G45,CPA_J59_60,7.825
LTU,CPA_G45,CPA_J61,4.646
LTU,CPA_G45,CPA_J62_63,15.949
LTU,CPA_G45,CPA_K64,5.335
LTU,CPA_G45,CPA_K65,5.121
LTU,CPA_G45,CPA_K66,7.380
LTU,CPA_G45,CPA_L,20.265
LTU,CPA_G45,CPA_M69_70,12.592
LTU,CPA_G45,CPA_M71,6.515
LTU,CPA_G45,CPA_M72,7.942
LTU,CPA_G45,CPA_M73,8.451
LTU,CPA_G45,CPA_M74_75,8.768
LTU,CPA_G45,CPA_N77,31.898
LTU,CPA_G45,CPA_N78,6.743
LTU,CPA_G45,CPA_N79,6.768
LTU,CPA_G45,CPA_N80-82,16.971
LTU,CPA_G45,CPA_O84,24.097
LTU,CPA_G45,CPA_P85,11.283
LTU,CPA_G45,CPA_Q86,29.617
LTU,CPA_G45,CPA_Q87_88,5.457
LTU,CPA_G45,CPA_R90-92,8.064
LTU,CPA_G45,CPA_R93,4.869
LTU,CPA_G45,CPA_S94,4.898
LTU,CPA_G45,CPA_S95,6.813
LTU,CPA_G45,CPA_S96,9.977
LTU,CPA_G45,CPA_T,0.000
LTU,CPA_G45,CPA_U,0.000
LTU,CPA_G46,CPA_A01,203.565
LTU,CPA_G46,CPA_A02,38.220
LTU,CPA_G46,CPA_A03,7.599
LTU,CPA_G46,CPA_B,14.732
LTU,CPA_G46,CPA_C10-12,368.627
LTU,CPA_G46,CPA_C13-15,89.509
LTU,CPA_G46,CPA_C16,124.732
LTU,CPA_G46,CPA_C17,41.858
LTU,CPA_G46,CPA_C18,12.898
LTU,CPA_G46,CPA_C19,128.516
LTU,CPA_G46,CPA_C20,202.181
LTU,CPA_G46,CPA_C21,13.396
LTU,CPA_G46,CPA_C22,67.892
LTU,CPA_G46,CPA_C23,58.232
LTU,CPA_G46,CPA_C24,10.102
LTU,CPA_G46,CPA_C25,123.085
LTU,CPA_G46,CPA_C26,66.531
LTU,CPA_G46,CPA_C27,24.624
LTU,CPA_G46,CPA_C28,49.502
LTU,CPA_G46,CPA_C29,48.880
LTU,CPA_G46,CPA_C30,26.293
LTU,CPA_G46,CPA_C31_32,223.396
LTU,CPA_G46,CPA_C33,187.330
LTU,CPA_G46,CPA_D35,65.456
LTU,CPA_G46,CPA_E36,2.396
LTU,CPA_G46,CPA_E37-39,22.388
LTU,CPA_G46,CPA_F,441.086
LTU,CPA_G46,CPA_G45,132.789
LTU,CPA_G46,CPA_G46,1313.750
LTU,CPA_G46,CPA_G47,242.950
LTU,CPA_G46,CPA_H49,224.320
LTU,CPA_G46,CPA_H50,3.450
LTU,CPA_G46,CPA_H51,39.914
LTU,CPA_G46,CPA_H52,54.391
LTU,CPA_G46,CPA_H53,2.097
LTU,CPA_G46,CPA_I,61.404
LTU,CPA_G46,CPA_J58,3.293
LTU,CPA_G46,CPA_J59_60,11.065
LTU,CPA_G46,CPA_J61,71.413
LTU,CPA_G46,CPA_J62_63,50.195
LTU,CPA_G46,CPA_K64,25.752
LTU,CPA_G46,CPA_K65,4.167
LTU,CPA_G46,CPA_K66,3.489
LTU,CPA_G46,CPA_L,66.865
LTU,CPA_G46,CPA_M69_70,11.849
LTU,CPA_G46,CPA_M71,3.406
LTU,CPA_G46,CPA_M72,14.045
LTU,CPA_G46,CPA_M73,5.443
LTU,CPA_G46,CPA_M74_75,10.727
LTU,CPA_G46,CPA_N77,25.936
LTU,CPA_G46,CPA_N78,1.094
LTU,CPA_G46,CPA_N79,0.846
LTU,CPA_G46,CPA_N80-82,37.390
LTU,CPA_G46,CPA_O84,52.568
LTU,CPA_G46,CPA_P85,21.639
LTU,CPA_G46,CPA_Q86,58.061
LTU,CPA_G46,CPA_Q87_88,13.926
LTU,CPA_G46,CPA_R90-92,11.045
LTU,CPA_G46,CPA_R93,35.913
LTU,CPA_G46,CPA_S94,4.074
LTU,CPA_G46,CPA_S95,15.286
LTU,CPA_G46,CPA_S96,21.053
LTU,CPA_G46,CPA_T,0.000
LTU,CPA_G46,CPA_U,0.000
LTU,CPA_G47,CPA_A01,100.909
LTU,CPA_G47,CPA_A02,13.814
LTU,CPA_G47,CPA_A03,11.723
LTU,CPA_G47,CPA_B,11.008
LTU,CPA_G47,CPA_C10-12,74.138
LTU,CPA_G47,CPA_C13-15,14.496
