iso3,row,product,value
CZE,CPA_K66,CPA_M73,2.627
CZE,CPA_K66,CPA_M74_75,5.233
CZE,CPA_K66,CPA_N77,1.539
CZE,CPA_K66,CPA_N78,0.013
CZE,CPA_K66,CPA_N79,0.284
CZE,CPA_K66,CPA_N80-82,1.388
CZE,CPA_K66,CPA_O84,2.053
CZE,CPA_K66,CPA_P85,0.146
CZE,CPA_K66,CPA_Q86,0.610
CZE,CPA_K66,CPA_Q87_88,0.054
CZE,CPA_K66,CPA_R90-92,3.270
CZE,CPA_K66,CPA_R93,0.122
CZE,CPA_K66,CPA_S94,0.479
CZE,CPA_K66,CPA_S95,0.477
CZE,CPA_K66,CPA_S96,0.022
CZE,CPA_K66,CPA_T,0.000
CZE,CPA_K66,CPA_U,0.000
CZE,CPA_L,CPA_A01,207.746
CZE,CPA_L,CPA_A02,40.429
CZE,CPA_L,CPA_A03,5.556
CZE,CPA_L,CPA_B,30.294
CZE,CPA_L,CPA_C10-12,140.909
CZE,CPA_L,CPA_C13-15,46.905
CZE,CPA_L,CPA_C16,33.090
CZE,CPA_L,CPA_C17,28.394
CZE,CPA_L,CPA_C18,25.018
CZE,CPA_L,CPA_C19,31.049
CZE,CPA_L,CPA_C20,42.254
CZE,CPA_L,CPA_C21,19.121
CZE,CPA_L,CPA_C22,80.291
CZE,CPA_L,CPA_C23,46.146
CZE,CPA_L,CPA_C24,29.240
CZE,CPA_L,CPA_C25,117.429
CZE,CPA_L,CPA_C26,70.116
CZE,CPA_L,CPA_C27,82.308
CZE,CPA_L,CPA_C28,104.620
CZE,CPA_L,CPA_C29,150.655
CZE,CPA_L,CPA_C30,25.741
CZE,CPA_L,CPA_C31_32,49.784
CZE,CPA_L,CPA_C33,144.527
CZE,CPA_L,CPA_D35,252.713
CZE,CPA_L,CPA_E36,179.387
CZE,CPA_L,CPA_E37-39,197.443
CZE,CPA_L,CPA_F,812.691
CZE,CPA_L,CPA_G45,231.208
CZE,CPA_L,CPA_G46,1469.984
CZE,CPA_L,CPA_G47,1512.764
CZE,CPA_L,CPA_H49,267.400
CZE,CPA_L,CPA_H50,5.037
CZE,CPA_L,CPA_H51,11.225
CZE,CPA_L,CPA_H52,543.840
CZE,CPA_L,CPA_H53,50.023
CZE,CPA_L,CPA_I,807.755
CZE,CPA_L,CPA_J58,50.022
CZE,CPA_L,CPA_J59_60,72.315
CZE,CPA_L,CPA_J61,196.886
CZE,CPA_L,CPA_J62_63,306.851
CZE,CPA_L,CPA_K64,479.897
CZE,CPA_L,CPA_K65,73.691
CZE,CPA_L,CPA_K66,79.996
CZE,CPA_L,CPA_L,1307.577
CZE,CPA_L,CPA_M69_70,560.561
CZE,CPA_L,CPA_M71,278.324
CZE,CPA_L,CPA_M72,77.628
CZE,CPA_L,CPA_M73,173.566
CZE,CPA_L,CPA_M74_75,169.833
CZE,CPA_L,CPA_N77,60.297
CZE,CPA_L,CPA_N78,39.207
CZE,CPA_L,CPA_N79,49.781
CZE,CPA_L,CPA_N80-82,230.537
CZE,CPA_L,CPA_O84,814.564
CZE,CPA_L,CPA_P85,359.060
CZE,CPA_L,CPA_Q86,305.660
CZE,CPA_L,CPA_Q87_88,85.952
CZE,CPA_L,CPA_R90-92,202.056
CZE,CPA_L,CPA_R93,97.678
CZE,CPA_L,CPA_S94,29.222
CZE,CPA_L,CPA_S95,26.837
CZE,CPA_L,CPA_S96,72.736
CZE,CPA_L,CPA_T,0.000
CZE,CPA_L,CPA_U,0.000
CZE,CPA_M69_70,CPA_A01,49.743
CZE,CPA_M69_70,CPA_A02,16.942
CZE,CPA_M69_70,CPA_A03,0.651
CZE,CPA_M69_70,CPA_B,15.749
CZE,CPA_M69_70,CPA_C10-12,157.388
CZE,CPA_M69_70,CPA_C13-15,28.060
CZE,CPA_M69_70,CPA_C16,34.222
CZE,CPA_M69_70,CPA_C17,46.460
CZE,CPA_M69_70,CPA_C18,15.602
CZE,CPA_M69_70,CPA_C19,39.072
CZE,CPA_M69_70,CPA_C20,74.077
CZE,CPA_M69_70,CPA_C21,57.496
CZE,CPA_M69_70,CPA_C22,105.816
CZE,CPA_M69_70,CPA_C23,61.510
CZE,CPA_M69_70,CPA_C24,74.767
CZE,CPA_M69_70,CPA_C25,160.981
CZE,CPA_M69_70,CPA_C26,327.260
CZE,CPA_M69_70,CPA_C27,172.073
CZE,CPA_M69_70,CPA_C28,288.520
CZE,CPA_M69_70,CPA_C29,729.568
CZE,CPA_M69_70,CPA_C30,48.811
CZE,CPA_M69_70,CPA_C31_32,43.649
CZE,CPA_M69_70,CPA_C33,63.984
CZE,CPA_M69_70,CPA_D35,252.329
CZE,CPA_M69_70,CPA_E36,9.216
CZE,CPA_M69_70,CPA_E37-39,21.732
CZE,CPA_M69_70,CPA_F,568.608
CZE,CPA_M69_70,CPA_G45,107.513
CZE,CPA_M69_70,CPA_G46,497.443
CZE,CPA_M69_70,CPA_G47,342.681
CZE,CPA_M69_70,CPA_H49,110.887
CZE,CPA_M69_70,CPA_H50,2.205
CZE,CPA_M69_70,CPA_H51,5.641
CZE,CPA_M69_70,CPA_H52,218.022
CZE,CPA_M69_70,CPA_H53,27.762
CZE,CPA_M69_70,CPA_I,198.569
CZE,CPA_M69_70,CPA_J58,25.698
CZE,CPA_M69_70,CPA_J59_60,54.813
CZE,CPA_M69_70,CPA_J61,70.359
CZE,CPA_M69_70,CPA_J62_63,167.744
CZE,CPA_M69_70,CPA_K64,141.439
CZE,CPA_M69_70,CPA_K65,16.599
CZE,CPA_M69_70,CPA_K66,39.219
CZE,CPA_M69_70,CPA_L,861.655
CZE,CPA_M69_70,CPA_M69_70,1217.708
CZE,CPA_M69_70,CPA_M71,169.963
CZE,CPA_M69_70,CPA_M72,70.908
CZE,CPA_M69_70,CPA_M73,119.448
CZE,CPA_M69_70,CPA_M74_75,158.483
CZE,CPA_M69_70,CPA_N77,60.411
CZE,CPA_M69_70,CPA_N78,77.771
CZE,CPA_M69_70,CPA_N79,15.572
CZE,CPA_M69_70,CPA_N80-82,145.541
CZE,CPA_M69_70,CPA_O84,179.586
CZE,CPA_M69_70,CPA_P85,106.178
CZE,CPA_M69_70,CPA_Q86,139.678
CZE,CPA_M69_70,CPA_Q87_88,13.549
CZE,CPA_M69_70,CPA_R90-92,29.621
CZE,CPA_M69_70,CPA_R93,15.687
CZE,CPA_M69_70,CPA_S94,8.436
CZE,CPA_M69_70,CPA_S95,8.265
CZE,CPA_M69_70,CPA_S96,16.762
CZE,CPA_M69_70,CPA_T,0.000
CZE,CPA_M69_70,CPA_U,0.000
CZE,CPA_M71,CPA_A01,11.875
CZE,CPA_M71,CPA_A02,2.462
CZE,CPA_M71,CPA_A03,0.018
CZE,CPA_M71,CPA_B,15.825
CZE,CPA_M71,CPA_C10-12,5.231
CZE,CPA_M71,CPA_C13-15,3.668
CZE,CPA_M71,CPA_C16,1.504
CZE,CPA_M71,CPA_C17,0.223
CZE,CPA_M71,CPA_C18,0.422
CZE,CPA_M71,CPA_C19,8.513
CZE,CPA_M71,CPA_C20,19.851
CZE,CPA_M71,CPA_C21,4.389
CZE,CPA_M71,CPA_C22,15.981
CZE,CPA_M71,CPA_C23,30.375
CZE,CPA_M71,CPA_C24,23.549
CZE,CPA_M71,CPA_C25,306.191
CZE,CPA_M71,CPA_C26,11.249
CZE,CPA_M71,CPA_C27,34.753
CZE,CPA_M71,CPA_C28,96.421
CZE,CPA_M71,CPA_C29,292.044
CZE,CPA_M71,CPA_C30,19.990
CZE,CPA_M71,CPA_C31_32,8.418
CZE,CPA_M71,CPA_C33,83.302
CZE,CPA_M71,CPA_D35,110.937
CZE,CPA_M71,CPA_E36,11.278
CZE,CPA_M71,CPA_E37-39,20.322
CZE,CPA_M71,CPA_F,4358.568
CZE,CPA_M71,CPA_G45,7.081
CZE,CPA_M71,CPA_G46,80.926
CZE,CPA_M71,CPA_G47,18.697
CZE,CPA_M71,CPA_H49,65.693
CZE,CPA_M71,CPA_H50,0.375
CZE,CPA_M71,CPA_H51,0.781
CZE,CPA_M71,CPA_H52,14.480
CZE,CPA_M71,CPA_H53,0.875
CZE,CPA_M71,CPA_I,8.790
CZE,CPA_M71,CPA_J58,0.845
CZE,CPA_M71,CPA_J59_60,0.435
CZE,CPA_M71,CPA_J61,4.343
CZE,CPA_M71,CPA_J62_63,23.789
CZE,CPA_M71,CPA_K64,0.116
CZE,CPA_M71,CPA_K65,0.010
CZE,CPA_M71,CPA_K66,0.809
CZE,CPA_M71,CPA_L,1461.137
CZE,CPA_M71,CPA_M69_70,37.617
CZE,CPA_M71,CPA_M71,1054.736
CZE,CPA_M71,CPA_M72,77.775
CZE,CPA_M71,CPA_M73,21.016
CZE,CPA_M71,CPA_M74_75,177.286
CZE,CPA_M71,CPA_N77,6.198
CZE,CPA_M71,CPA_N78,50.881
CZE,CPA_M71,CPA_N79,3.260
CZE,CPA_M71,CPA_N80-82,20.273
CZE,CPA_M71,CPA_O84,6.449
CZE,CPA_M71,CPA_P85,25.572
CZE,CPA_M71,CPA_Q86,11.014
CZE,CPA_M71,CPA_Q87_88,2.032
CZE,CPA_M71,CPA_R90-92,2.560
CZE,CPA_M71,CPA_R93,1.146
CZE,CPA_M71,CPA_S94,6.456
CZE,CPA_M71,CPA_S95,0.338
CZE,CPA_M71,CPA_S96,0.483
CZE,CPA_M71,CPA_T,0.000
CZE,CPA_M71,CPA_U,0.000
CZE,CPA_M72,CPA_A01,0.637
CZE,CPA_M72,CPA_A02,0.005
CZE,CPA_M72,CPA_A03,0.000
CZE,CPA_M72,CPA_B,0.103
CZE,CPA_M72,CPA_C10-12,0.463
CZE,CPA_M72,CPA_C13-15,1.223
CZE,CPA_M72,CPA_C16,0.277
CZE,CPA_M72,CPA_C17,0.618
CZE,CPA_M72,CPA_C18,0.097
CZE,CPA_M72,CPA_C19,2.053
CZE,CPA_M72,CPA_C20,10.778
CZE,CPA_M72,CPA_C21,3.431
CZE,CPA_M72,CPA_C22,13.683
CZE,CPA_M72,CPA_C23,2.012
CZE,CPA_M72,CPA_C24,2.472
CZE,CPA_M72,CPA_C25,6.654
CZE,CPA_M72,CPA_C26,19.292
CZE,CPA_M72,CPA_C27,32.809
CZE,CPA_M72,CPA_C28,33.268
CZE,CPA_M72,CPA_C29,536.994
CZE,CPA_M72,CPA_C30,19.456
CZE,CPA_M72,CPA_C31_32,4.140
CZE,CPA_M72,CPA_C33,7.933
CZE,CPA_M72,CPA_D35,17.063
CZE,CPA_M72,CPA_E36,0.044
CZE,CPA_M72,CPA_E37-39,0.222
CZE,CPA_M72,CPA_F,4.022
CZE,CPA_M72,CPA_G45,9.271
CZE,CPA_M72,CPA_G46,4.705
CZE,CPA_M72,CPA_G47,1.939
CZE,CPA_M72,CPA_H49,0.466
CZE,CPA_M72,CPA_H50,0.004
CZE,CPA_M72,CPA_H51,0.004
CZE,CPA_M72,CPA_H52,0.328
CZE,CPA_M72,CPA_H53,0.013
CZE,CPA_M72,CPA_I,0.576
CZE,CPA_M72,CPA_J58,2.860
CZE,CPA_M72,CPA_J59_60,0.035
CZE,CPA_M72,CPA_J61,0.096
CZE,CPA_M72,CPA_J62_63,23.525
CZE,CPA_M72,CPA_K64,42.520
CZE,CPA_M72,CPA_K65,0.000
CZE,CPA_M72,CPA_K66,0.283
CZE,CPA_M72,CPA_L,2.029
CZE,CPA_M72,CPA_M69_70,4.134
CZE,CPA_M72,CPA_M71,25.888
CZE,CPA_M72,CPA_M72,43.021
CZE,CPA_M72,CPA_M73,4.300
CZE,CPA_M72,CPA_M74_75,1.170
CZE,CPA_M72,CPA_N77,0.318
CZE,CPA_M72,CPA_N78,0.034
CZE,CPA_M72,CPA_N79,0.000
CZE,CPA_M72,CPA_N80-82,0.818
CZE,CPA_M72,CPA_O84,2.175
CZE,CPA_M72,CPA_P85,9.007
CZE,CPA_M72,CPA_Q86,1.737
CZE,CPA_M72,CPA_Q87_88,0.026
CZE,CPA_M72,CPA_R90-92,1.835
CZE,CPA_M72,CPA_R93,0.050
CZE,CPA_M72,CPA_S94,0.708
CZE,CPA_M72,CPA_S95,0.042
CZE,CPA_M72,CPA_S96,0.024
CZE,CPA_M72,CPA_T,0.000
CZE,CPA_M72,CPA_U,0.000
CZE,CPA_M73,CPA_A01,7.358
CZE,CPA_M73,CPA_A02,2.321
CZE,CPA_M73,CPA_A03,0.046
CZE,CPA_M73,CPA_B,6.383
CZE,CPA_M73,CPA_C10-12,356.998
CZE,CPA_M73,CPA_C13-15,11.680
CZE,CPA_M73,CPA_C16,6.053
CZE,CPA_M73,CPA_C17,3.337
CZE,CPA_M73,CPA_C18,4.650
CZE,CPA_M73,CPA_C19,8.206
CZE,CPA_M73,CPA_C20,25.921
CZE,CPA_M73,CPA_C21,55.578
CZE,CPA_M73,CPA_C22,16.921
CZE,CPA_M73,CPA_C23,20.272
CZE,CPA_M73,CPA_C24,4.875
CZE,CPA_M73,CPA_C25,18.915
CZE,CPA_M73,CPA_C26,17.687
CZE,CPA_M73,CPA_C27,16.647
CZE,CPA_M73,CPA_C28,20.825
CZE,CPA_M73,CPA_C29,221.001
CZE,CPA_M73,CPA_C30,9.421
CZE,CPA_M73,CPA_C31_32,20.677
CZE,CPA_M73,CPA_C33,22.649
CZE,CPA_M73,CPA_D35,92.946
CZE,CPA_M73,CPA_E36,1.808
CZE,CPA_M73,CPA_E37-39,13.369
CZE,CPA_M73,CPA_F,152.271
CZE,CPA_M73,CPA_G45,147.376
CZE,CPA_M73,CPA_G46,507.707
CZE,CPA_M73,CPA_G47,525.425
CZE,CPA_M73,CPA_H49,32.972
CZE,CPA_M73,CPA_H50,0.703
CZE,CPA_M73,CPA_H51,2.340
CZE,CPA_M73,CPA_H52,26.518
CZE,CPA_M73,CPA_H53,7.147
CZE,CPA_M73,CPA_I,77.604
CZE,CPA_M73,CPA_J58,96.311
CZE,CPA_M73,CPA_J59_60,47.997
CZE,CPA_M73,CPA_J61,77.731
CZE,CPA_M73,CPA_J62_63,95.649
CZE,CPA_M73,CPA_K64,184.256
CZE,CPA_M73,CPA_K65,12.248
CZE,CPA_M73,CPA_K66,14.107
CZE,CPA_M73,CPA_L,87.603
CZE,CPA_M73,CPA_M69_70,118.735
CZE,CPA_M73,CPA_M71,35.529
CZE,CPA_M73,CPA_M72,26.344
CZE,CPA_M73,CPA_M73,1818.174
CZE,CPA_M73,CPA_M74_75,91.060
CZE,CPA_M73,CPA_N77,13.703
CZE,CPA_M73,CPA_N78,25.731
CZE,CPA_M73,CPA_N79,28.530
CZE,CPA_M73,CPA_N80-82,41.246
CZE,CPA_M73,CPA_O84,24.172
CZE,CPA_M73,CPA_P85,37.571
CZE,CPA_M73,CPA_Q86,18.834
CZE,CPA_M73,CPA_Q87_88,1.399
CZE,CPA_M73,CPA_R90-92,132.618
CZE,CPA_M73,CPA_R93,19.282
CZE,CPA_M73,CPA_S94,3.669
CZE,CPA_M73,CPA_S95,4.636
CZE,CPA_M73,CPA_S96,3.811
CZE,CPA_M73,CPA_T,0.000
CZE,CPA_M73,CPA_U,0.000
CZE,CPA_M74_75,CPA_A01,219.094
CZE,CPA_M74_75,CPA_A02,8.549
CZE,CPA_M74_75,CPA_A03,0.533
CZE,CPA_M74_75,CPA_B,14.008
CZE,CPA_M74_75,CPA_C10-12,67.654
CZE,CPA_M74_75,CPA_C13-15,21.534
CZE,CPA_M74_75,CPA_C16,27.773
CZE,CPA_M74_75,CPA_C17,16.023
CZE,CPA_M74_75,CPA_C18,3.896
CZE,CPA_M74_75,CPA_C19,13.715
CZE,CPA_M74_75,CPA_C20,29.496
CZE,CPA_M74_75,CPA_C21,31.879
CZE,CPA_M74_75,CPA_C22,68.317
CZE,CPA_M74_75,CPA_C23,37.994
CZE,CPA_M74_75,CPA_C24,70.496
CZE,CPA_M74_75,CPA_C25,86.641
CZE,CPA_M74_75,CPA_C26,252.553
CZE,CPA_M74_75,CPA_C27,110.156
CZE,CPA_M74_75,CPA_C28,126.217
CZE,CPA_M74_75,CPA_C29,302.663
CZE,CPA_M74_75,CPA_C30,25.423
CZE,CPA_M74_75,CPA_C31_32,24.733
CZE,CPA_M74_75,CPA_C33,70.584
CZE,CPA_M74_75,CPA_D35,149.211
CZE,CPA_M74_75,CPA_E36,6.365
CZE,CPA_M74_75,CPA_E37-39,15.834
CZE,CPA_M74_75,CPA_F,213.147
CZE,CPA_M74_75,CPA_G45,38.606
CZE,CPA_M74_75,CPA_G46,194.477
CZE,CPA_M74_75,CPA_G47,121.167
CZE,CPA_M74_75,CPA_H49,11.542
CZE,CPA_M74_75,CPA_H50,0.315
CZE,CPA_M74_75,CPA_H51,0.707
CZE,CPA_M74_75,CPA_H52,35.460
CZE,CPA_M74_75,CPA_H53,0.850
CZE,CPA_M74_75,CPA_I,13.652
CZE,CPA_M74_75,CPA_J58,20.049
CZE,CPA_M74_75,CPA_J59_60,2.250
CZE,CPA_M74_75,CPA_J61,5.488
CZE,CPA_M74_75,CPA_J62_63,74.950
CZE,CPA_M74_75,CPA_K64,22.262
CZE,CPA_M74_75,CPA_K65,3.212
CZE,CPA_M74_75,CPA_K66,4.008
CZE,CPA_M74_75,CPA_L,219.572
CZE,CPA_M74_75,CPA_M69_70,202.425
CZE,CPA_M74_75,CPA_M71,242.016
CZE,CPA_M74_75,CPA_M72,41.758
CZE,CPA_M74_75,CPA_M73,369.998
CZE,CPA_M74_75,CPA_M74_75,412.577
CZE,CPA_M74_75,CPA_N77,16.805
CZE,CPA_M74_75,CPA_N78,24.149
CZE,CPA_M74_75,CPA_N79,31.246
CZE,CPA_M74_75,CPA_N80-82,107.495
CZE,CPA_M74_75,CPA_O84,94.200
CZE,CPA_M74_75,CPA_P85,86.105
CZE,CPA_M74_75,CPA_Q86,36.941
CZE,CPA_M74_75,CPA_Q87_88,4.031
CZE,CPA_M74_75,CPA_R90-92,28.046
CZE,CPA_M74_75,CPA_R93,25.900
CZE,CPA_M74_75,CPA_S94,10.130
CZE,CPA_M74_75,CPA_S95,8.823
CZE,CPA_M74_75,CPA_S96,5.513
CZE,CPA_M74_75,CPA_T,0.000
CZE,CPA_M74_75,CPA_U,0.000
CZE,CPA_N77,CPA_A01,5.835
CZE,CPA_N77,CPA_A02,0.990
CZE,CPA_N77,CPA_A03,0.025
CZE,CPA_N77,CPA_B,7.315
CZE,CPA_N77,CPA_C10-12,92.938
CZE,CPA_N77,CPA_C13-15,5.785
CZE,CPA_N77,CPA_C16,16.380
CZE,CPA_N77,CPA_C17,6.607
CZE,CPA_N77,CPA_C18,6.579
CZE,CPA_N77,CPA_C19,13.800
CZE,CPA_N77,CPA_C20,24.147
CZE,CPA_N77,CPA_C21,12.877
CZE,CPA_N77,CPA_C22,23.705
CZE,CPA_N77,CPA_C23,31.047
CZE,CPA_N77,CPA_C24,24.507
CZE,CPA_N77,CPA_C25,41.485
CZE,CPA_N77,CPA_C26,23.715
CZE,CPA_N77,CPA_C27,46.256
CZE,CPA_N77,CPA_C28,92.647
CZE,CPA_N77,CPA_C29,214.532
CZE,CPA_N77,CPA_C30,12.335
CZE,CPA_N77,CPA_C31_32,13.406
CZE,CPA_N77,CPA_C33,60.409
CZE,CPA_N77,CPA_D35,66.063
CZE,CPA_N77,CPA_E36,35.298
CZE,CPA_N77,CPA_E37-39,58.903
CZE,CPA_N77,CPA_F,403.213
CZE,CPA_N77,CPA_G45,31.391
CZE,CPA_N77,CPA_G46,191.194
CZE,CPA_N77,CPA_G47,137.591
CZE,CPA_N77,CPA_H49,396.593
CZE,CPA_N77,CPA_H50,2.234
CZE,CPA_N77,CPA_H51,20.917
CZE,CPA_N77,CPA_H52,77.333
CZE,CPA_N77,CPA_H53,24.288
CZE,CPA_N77,CPA_I,50.415
CZE,CPA_N77,CPA_J58,3.781
CZE,CPA_N77,CPA_J59_60,36.645
CZE,CPA_N77,CPA_J61,314.830
CZE,CPA_N77,CPA_J62_63,94.687
CZE,CPA_N77,CPA_K64,4.376
CZE,CPA_N77,CPA_K65,5.445
CZE,CPA_N77,CPA_K66,5.737
CZE,CPA_N77,CPA_L,85.775
CZE,CPA_N77,CPA_M69_70,41.652
CZE,CPA_N77,CPA_M71,23.668
CZE,CPA_N77,CPA_M72,16.943
CZE,CPA_N77,CPA_M73,25.695
CZE,CPA_N77,CPA_M74_75,17.638
CZE,CPA_N77,CPA_N77,72.340
CZE,CPA_N77,CPA_N78,1.571
CZE,CPA_N77,CPA_N79,15.644
CZE,CPA_N77,CPA_N80-82,37.286
CZE,CPA_N77,CPA_O84,7.799
CZE,CPA_N77,CPA_P85,13.443
CZE,CPA_N77,CPA_Q86,24.627
CZE,CPA_N77,CPA_Q87_88,1.348
CZE,CPA_N77,CPA_R90-92,118.523
CZE,CPA_N77,CPA_R93,13.252
CZE,CPA_N77,CPA_S94,1.180
CZE,CPA_N77,CPA_S95,3.534
CZE,CPA_N77,CPA_S96,8.542
CZE,CPA_N77,CPA_T,0.000
CZE,CPA_N77,CPA_U,0.000
CZE,CPA_N78,CPA_A01,1.323
CZE,CPA_N78,CPA_A02,0.243
CZE,CPA_N78,CPA_A03,0.003
CZE,CPA_N78,CPA_B,40.296
CZE,CPA_N78,CPA_C10-12,93.924
CZE,CPA_N78,CPA_C13-15,4.865
CZE,CPA_N78,CPA_C16,10.152
CZE,CPA_N78,CPA_C17,7.528
CZE,CPA_N78,CPA_C18,4.521
CZE,CPA_N78,CPA_C19,3.589
CZE,CPA_N78,CPA_C20,10.073
CZE,CPA_N78,CPA_C21,7.653
CZE,CPA_N78,CPA_C22,13.299
CZE,CPA_N78,CPA_C23,25.625
CZE,CPA_N78,CPA_C24,20.064
CZE,CPA_N78,CPA_C25,38.384
CZE,CPA_N78,CPA_C26,48.116
CZE,CPA_N78,CPA_C27,88.182
CZE,CPA_N78,CPA_C28,117.376
CZE,CPA_N78,CPA_C29,232.868
CZE,CPA_N78,CPA_C30,31.391
CZE,CPA_N78,CPA_C31_32,46.636
CZE,CPA_N78,CPA_C33,8.893
CZE,CPA_N78,CPA_D35,12.938
CZE,CPA_N78,CPA_E36,0.059
CZE,CPA_N78,CPA_E37-39,1.746
CZE,CPA_N78,CPA_F,5.695
CZE,CPA_N78,CPA_G45,7.457
CZE,CPA_N78,CPA_G46,55.131
CZE,CPA_N78,CPA_G47,83.751
CZE,CPA_N78,CPA_H49,5.435
CZE,CPA_N78,CPA_H50,0.416
CZE,CPA_N78,CPA_H51,0.743
CZE,CPA_N78,CPA_H52,44.733
CZE,CPA_N78,CPA_H53,19.347
CZE,CPA_N78,CPA_I,7.960
CZE,CPA_N78,CPA_J58,0.619
CZE,CPA_N78,CPA_J59_60,5.695
CZE,CPA_N78,CPA_J61,19.914
CZE,CPA_N78,CPA_J62_63,35.400
CZE,CPA_N78,CPA_K64,0.636
CZE,CPA_N78,CPA_K65,0.024
CZE,CPA_N78,CPA_K66,0.751
CZE,CPA_N78,CPA_L,8.281
CZE,CPA_N78,CPA_M69_70,12.437
CZE,CPA_N78,CPA_M71,4.017
CZE,CPA_N78,CPA_M72,13.009
CZE,CPA_N78,CPA_M73,6.679
CZE,CPA_N78,CPA_M74_75,0.928
CZE,CPA_N78,CPA_N77,3.058
CZE,CPA_N78,CPA_N78,20.957
CZE,CPA_N78,CPA_N79,0.488
CZE,CPA_N78,CPA_N80-82,68.391
CZE,CPA_N78,CPA_O84,2.638
CZE,CPA_N78,CPA_P85,0.549
CZE,CPA_N78,CPA_Q86,1.197
CZE,CPA_N78,CPA_Q87_88,0.195
CZE,CPA_N78,CPA_R90-92,0.975
CZE,CPA_N78,CPA_R93,0.179
CZE,CPA_N78,CPA_S94,0.157
CZE,CPA_N78,CPA_S95,14.466
CZE,CPA_N78,CPA_S96,1.987
CZE,CPA_N78,CPA_T,0.000
CZE,CPA_N78,CPA_U,0.000
CZE,CPA_N79,CPA_A01,0.004
CZE,CPA_N79,CPA_A02,0.009
CZE,CPA_N79,CPA_A03,0.001
CZE,CPA_N79,CPA_B,0.001
CZE,CPA_N79,CPA_C10-12,0.005
CZE,CPA_N79,CPA_C13-15,0.005
CZE,CPA_N79,CPA_C16,0.632
CZE,CPA_N79,CPA_C17,0.001
CZE,CPA_N79,CPA_C18,0.004
CZE,CPA_N79,CPA_C19,0.017
CZE,CPA_N79,CPA_C20,0.207
CZE,CPA_N79,CPA_C21,0.045
CZE,CPA_N79,CPA_C22,0.090
CZE,CPA_N79,CPA_C23,0.002
CZE,CPA_N79,CPA_C24,0.013
CZE,CPA_N79,CPA_C25,0.067
CZE,CPA_N79,CPA_C26,0.305
CZE,CPA_N79,CPA_C27,2.708
CZE,CPA_N79,CPA_C28,0.294
CZE,CPA_N79,CPA_C29,0.099
CZE,CPA_N79,CPA_C30,0.022
CZE,CPA_N79,CPA_C31_32,0.007
CZE,CPA_N79,CPA_C33,0.089
CZE,CPA_N79,CPA_D35,0.513
CZE,CPA_N79,CPA_E36,0.001
CZE,CPA_N79,CPA_E37-39,0.015
CZE,CPA_N79,CPA_F,0.354
CZE,CPA_N79,CPA_G45,0.123
CZE,CPA_N79,CPA_G46,0.257
CZE,CPA_N79,CPA_G47,4.000
CZE,CPA_N79,CPA_H49,0.960
CZE,CPA_N79,CPA_H50,0.045
CZE,CPA_N79,CPA_H51,0.016
CZE,CPA_N79,CPA_H52,1.227
CZE,CPA_N79,CPA_H53,0.000
CZE,CPA_N79,CPA_I,59.039
CZE,CPA_N79,CPA_J58,0.001
CZE,CPA_N79,CPA_J59_60,0.000
CZE,CPA_N79,CPA_J61,0.014
CZE,CPA_N79,CPA_J62_63,0.402
CZE,CPA_N79,CPA_K64,0.121
CZE,CPA_N79,CPA_K65,0.000
CZE,CPA_N79,CPA_K66,0.001
CZE,CPA_N79,CPA_L,2.416
CZE,CPA_N79,CPA_M69_70,2.871
CZE,CPA_N79,CPA_M71,0.783
CZE,CPA_N79,CPA_M72,2.162
CZE,CPA_N79,CPA_M73,0.136
CZE,CPA_N79,CPA_M74_75,0.024
CZE,CPA_N79,CPA_N77,0.056
CZE,CPA_N79,CPA_N78,0.021
CZE,CPA_N79,CPA_N79,1315.648
CZE,CPA_N79,CPA_N80-82,0.151
CZE,CPA_N79,CPA_O84,0.676
CZE,CPA_N79,CPA_P85,7.612
CZE,CPA_N79,CPA_Q86,1.834
CZE,CPA_N79,CPA_Q87_88,0.426
CZE,CPA_N79,CPA_R90-92,1.850
CZE,CPA_N79,CPA_R93,1.036
CZE,CPA_N79,CPA_S94,0.411
CZE,CPA_N79,CPA_S95,0.001
CZE,CPA_N79,CPA_S96,0.030
CZE,CPA_N79,CPA_T,0.000
CZE,CPA_N79,CPA_U,0.000
CZE,CPA_N80-82,CPA_A01,39.696
CZE,CPA_N80-82,CPA_A02,15.036
CZE,CPA_N80-82,CPA_A03,0.155
CZE,CPA_N80-82,CPA_B,40.593
CZE,CPA_N80-82,CPA_C10-12,43.122
CZE,CPA_N80-82,CPA_C13-15,9.459
CZE,CPA_N80-82,CPA_C16,52.075
CZE,CPA_N80-82,CPA_C17,22.633
CZE,CPA_N80-82,CPA_C18,7.142
CZE,CPA_N80-82,CPA_C19,14.791
CZE,CPA_N80-82,CPA_C20,27.718
CZE,CPA_N80-82,CPA_C21,8.342
CZE,CPA_N80-82,CPA_C22,12.367
CZE,CPA_N80-82,CPA_C23,45.189
CZE,CPA_N80-82,CPA_C24,21.874
CZE,CPA_N80-82,CPA_C25,84.337
CZE,CPA_N80-82,CPA_C26,23.776
CZE,CPA_N80-82,CPA_C27,65.844
CZE,CPA_N80-82,CPA_C28,70.001
CZE,CPA_N80-82,CPA_C29,109.928
CZE,CPA_N80-82,CPA_C30,19.241
CZE,CPA_N80-82,CPA_C31_32,49.968
CZE,CPA_N80-82,CPA_C33,43.772
