iso3,heading,value
JPN,1105000,135.753640
JPN,1107300,338.209760
JPN,1111000,147.859964
JPN,1501100,99.634440
JPN,1501200,250.941300
JPN,1501300,104.368809
JPN,9080000,97.160235
JPN,9120000,137.677685
JPN,9140000,122.958435
KAZ,1000000,48.002857
KAZ,1101000,64.231652
KAZ,1101100,63.347004
KAZ,1103000,86.819819
KAZ,1105000,66.209454
KAZ,1107300,51.769250
KAZ,1111000,47.027210
KAZ,1501100,84.767479
KAZ,1501200,47.448155
KAZ,1501300,80.418587
KAZ,9080000,24.258193
KAZ,9120000,29.203109
KAZ,9140000,35.754386
KEN,1000000,61.180163
KEN,1101000,92.819057
KEN,1101100,93.188194
KEN,1103000,50.504238
KEN,1105000,55.927144
KEN,1107300,83.160370
KEN,1111000,43.170441
KEN,1501100,104.857891
KEN,1501200,64.898011
KEN,1501300,99.389240
KEN,9080000,48.294193
KEN,9120000,50.649984
KEN,9140000,47.287337
KGZ,1000000,37.290063
KGZ,1101000,67.406200
KGZ,1101100,66.572624
KGZ,1103000,86.185304
KGZ,1105000,69.411916
KGZ,1107300,53.318511
KGZ,1111000,50.296715
KGZ,1501100,84.462347
KGZ,1501200,26.841452
KGZ,1501300,79.154985
KGZ,9080000,17.740775
KGZ,9120000,17.199056
KGZ,9140000,38.312836
KHM,1000000,55.165645
KHM,1101000,89.443366
KHM,1101100,89.554939
KHM,1103000,57.879690
KHM,1105000,63.310059
KHM,1107300,84.561294
KHM,1111000,46.638489
KHM,1501100,99.057719
KHM,1501200,38.176895
KHM,1501300,92.583903
KHM,9080000,30.092276
KHM,9120000,35.027053
KHM,9140000,51.028845
KNA,1000000,108.170188
KNA,1101000,153.006656
KNA,1101100,151.487925
KNA,1103000,242.388189
KNA,1105000,99.787023
KNA,1107300,238.406375
KNA,1111000,119.907087
KNA,1501100,111.550586
KNA,1501200,110.245839
KNA,1501300,128.260542
KNA,9080000,73.923535
KNA,9120000,56.215850
KNA,9140000,96.082006
KOR,1000000,114.590183
KOR,1101000,204.138322
KOR,1101100,208.844393
KOR,1103000,168.443416
KOR,1105000,117.446743
KOR,1107300,148.893712
KOR,1111000,141.718925
KOR,1501100,105.981184
KOR,1501200,127.559046
KOR,1501300,89.099308
KOR,9080000,80.733090
KOR,9120000,158.882708
KOR,9140000,101.177619
KWT,1000000,106.294904
KWT,1101000,129.264053
KWT,1101100,131.348116
KWT,1103000,130.557472
KWT,1105000,122.461755
KWT,1107300,143.977331
KWT,1111000,108.366984
KWT,1501100,109.826735
KWT,1501200,87.690619
KWT,1501300,102.438119
KWT,9080000,133.357382
KWT,9120000,188.088537
KWT,9140000,99.220320
LAO,1000000,49.535078
LAO,1101000,87.933710
LAO,1101100,88.572368
LAO,1103000,54.002525
LAO,1105000,59.821922
LAO,1107300,102.294990
LAO,1111000,47.971684
LAO,1501100,104.743279
LAO,1501200,45.915615
LAO,1501300,94.450796
LAO,9080000,21.696365
LAO,9120000,16.790331
LAO,9140000,50.039172
LBN,1000000,57.998825
LBN,1101000,114.780709
LBN,1101100,118.823298
LBN,1103000,113.915055
LBN,1105000,90.027638
LBN,1107300,84.536420
LBN,1111000,62.025018
LBN,1501100,136.246857
LBN,1501200,81.392882
LBN,1501300,121.316227
LBN,9080000,29.212666
LBN,9120000,27.490368
LBN,9140000,56.229888
LBR,1000000,69.097732
LBR,1101000,112.744537
LBR,1101100,112.287637
LBR,1103000,64.601684
LBR,1105000,61.273867
LBR,1107300,78.960492
LBR,1111000,69.925967
LBR,1501100,91.322445
LBR,1501200,84.711379
LBR,1501300,85.024001
LBR,9080000,43.520661
LBR,9120000,19.935706
LBR,9140000,57.794874
LBY,1000000,61.868069
LCA,1000000,86.764343
LCA,1101000,170.955617
LCA,1101100,173.338767
LCA,1103000,116.141427
LCA,1105000,100.590226
LCA,1107300,159.502361
LCA,1111000,103.241806
LCA,1501100,105.399928
LCA,1501200,98.714704
LCA,1501300,109.332696
LCA,9080000,80.326440
LCA,9120000,49.110356
LCA,9140000,94.763475
LKA,1000000,44.239993
LKA,1101000,76.128097
LKA,1101100,76.080813
LKA,1103000,38.192942
LKA,1105000,55.585172
LKA,1107300,44.994045
LKA,1111000,34.616150
LKA,1501100,107.374601
LKA,1501200,40.203167
LKA,1501300,96.972498
LKA,9080000,18.668036
LKA,9120000,21.289554
LKA,9140000,37.952808
LSO,1000000,66.412661
LSO,1101000,83.542356
LSO,1101100,83.026999
LSO,1103000,70.236165
LSO,1105000,51.139319
LSO,1107300,86.013968
LSO,1111000,66.645369
LSO,1501100,95.673021
LSO,1501200,79.866233
LSO,1501300,87.896329
LSO,9080000,51.392256
LSO,9120000,64.400041
LSO,9140000,44.316403
LTU,1000000,81.425445
LTU,1101000,103.671050
LTU,1101100,102.738973
LTU,1103000,134.421593
LTU,1105000,99.285681
LTU,1107300,158.001727
LTU,1111000,96.925509
LTU,1501100,84.089927
LTU,1501200,95.911059
LTU,1501300,82.604716
LTU,9080000,56.337967
LTU,9120000,69.453299
LTU,9140000,75.500537
LUX,1000000,153.584444
LUX,1101000,146.361639
LUX,1101100,150.455216
LUX,1103000,140.391255
LUX,1105000,148.447993
LUX,1107300,202.253692
LUX,1111000,178.189629
LUX,1501100,96.449582
LUX,1501200,170.515246
LUX,1501300,93.754015
LUX,9080000,176.271149
LUX,9120000,422.590086
LUX,9140000,158.257077
LVA,1000000,90.174042
LVA,1101000,114.098880
LVA,1101100,112.600524
LVA,1103000,135.458885
LVA,1105000,105.195322
LVA,1107300,138.518979
LVA,1111000,108.400749
LVA,1501100,88.947915
LVA,1501200,111.118379
LVA,1501300,82.400969
LVA,9080000,69.878961
LVA,9120000,70.268499
LVA,9140000,84.854165
MAC,1000000,96.930593
MAR,1000000,69.567600
MAR,1101000,92.759297
MAR,1101100,92.550800
MAR,1103000,67.582801
MAR,1105000,51.077334
MAR,1107300,95.373953
MAR,1111000,57.433951
MAR,1501100,84.534160
MAR,1501200,78.539528
MAR,1501300,77.305306
MAR,9080000,65.670045
MAR,9120000,63.500272
MAR,9140000,58.712284
MDA,1000000,53.292232
MDA,1101000,72.435416
MDA,1101100,71.375524
MDA,1103000,96.325687
MDA,1105000,77.200557
MDA,1107300,78.256050
MDA,1111000,58.655304
MDA,1501100,90.445851
MDA,1501200,49.679171
MDA,1501300,83.695159
MDA,9080000,33.234022
MDA,9120000,27.065070
MDA,9140000,50.810581
MDG,1000000,48.565042
MDG,1101000,68.683512
MDG,1101100,68.523445
MDG,1103000,42.099645
MDG,1105000,36.484706
MDG,1107300,57.490544
MDG,1111000,31.844968
MDG,1501100,102.004280
MDG,1501200,61.385483
MDG,1501300,93.708451
MDG,9080000,36.098984
MDG,9120000,26.969366
MDG,9140000,39.788734
MDV,1000000,84.616869
MDV,1101000,103.124464
MDV,1101100,103.531036
MDV,1103000,124.634556
MDV,1105000,86.011813
MDV,1107300,97.087408
MDV,1111000,68.965635
MDV,1501100,111.002108
MDV,1501200,70.913074
MDV,1501300,106.665405
MDV,9080000,52.778603
MDV,9120000,67.899002
MDV,9140000,79.112759
MEX,1000000,77.707008
MEX,1101000,100.188852
MEX,1101100,101.609666
MEX,1103000,87.988418
MEX,1105000,92.768842
MEX,1107300,125.846678
MEX,1111000,84.252425
MEX,1501100,97.525400
MEX,1501200,135.695653
MEX,1501300,94.087825
MEX,9080000,82.960559
MEX,9120000,20.675531
MEX,9140000,73.748210
MKD,1000000,53.961740
MKD,1101000,75.341701
MKD,1101100,75.910996
MKD,1103000,103.283331
MKD,1105000,71.995258
MKD,1107300,100.771273
MKD,1111000,56.462967
MKD,1501100,84.104783
MKD,1501200,67.592410
MKD,1501300,66.607746
MKD,9080000,33.788526
MKD,9120000,28.297527
MKD,9140000,49.055648
MLI,1000000,58.212867
MLI,1101000,84.253861
MLI,1101100,83.911409
MLI,1103000,59.603923
MLI,1105000,48.527479
MLI,1107300,142.613182
MLI,1111000,64.253962
MLI,1501100,141.592461
MLI,1501200,73.759964
MLI,1501300,127.993690
MLI,9080000,45.967039
MLI,9120000,46.696868
MLI,9140000,54.371541
MLT,1000000,103.525503
MLT,1101000,136.971831
MLT,1101100,136.608656
MLT,1103000,134.072279
MLT,1105000,120.954325
MLT,1107300,161.851414
MLT,1111000,124.676600
MLT,1501100,98.668604
MLT,1501200,113.212228
MLT,1501300,88.198240
MLT,9080000,92.299651
MLT,9120000,155.117108
MLT,9140000,93.424848
MMR,1000000,37.978645
MNE,1000000,61.183134
MNE,1101000,96.133575
MNE,1101100,95.000060
MNE,1103000,121.257356
MNE,1105000,86.122098
MNE,1107300,140.399828
MNE,1111000,78.019065
MNE,1501100,86.154800
MNE,1501200,75.270797
MNE,1501300,70.104111
MNE,9080000,35.639739
MNE,9120000,33.129014
MNE,9140000,59.281989
MNG,1000000,48.392765
MNG,1101000,75.823863
MNG,1101100,75.131902
MNG,1103000,60.023965
MNG,1105000,73.148024
MNG,1107300,57.411222
MNG,1111000,43.561309
MNG,1501100,101.889712
MNG,1501200,48.368112
MNG,1501300,92.492827
MNG,9080000,22.661308
MNG,9120000,24.973552
MNG,9140000,45.466655
MOZ,1000000,55.445648
MOZ,1101000,81.868336
MOZ,1101100,81.929743
MOZ,1103000,57.014168
MOZ,1105000,63.422446
MOZ,1107300,51.212265
MOZ,1111000,48.045586
MOZ,1501100,91.308172
MOZ,1501200,61.017901
MOZ,1501300,84.627643
MOZ,9080000,41.765314
MOZ,9120000,50.606242
MOZ,9140000,49.970784
MRT,1000000,52.879831
MRT,1101000,80.366072
MRT,1101100,80.904546
MRT,1103000,39.388418
MRT,1105000,58.613907
MRT,1107300,56.246113
MRT,1111000,56.943525
MRT,1501100,100.814776
MRT,1501200,76.909566
MRT,1501300,91.159135
MRT,9080000,37.226549
MRT,9120000,26.689526
MRT,9140000,40.166752
MUS,1000000,63.200352
MUS,1101000,103.318776
MUS,1101100,103.765075
MUS,1103000,78.551397
MUS,1105000,75.273988
MUS,1107300,59.876542
MUS,1111000,82.049170
MUS,1501100,88.098707
MUS,1501200,68.752020
MUS,1501300,80.506718
MUS,9080000,47.870167
MUS,9120000,62.434086
MUS,9140000,64.095203
MWI,1000000,58.427654
MWI,1101000,87.057026
MWI,1101100,86.523463
MWI,1103000,58.022114
MWI,1105000,60.530610
MWI,1107300,83.921686
MWI,1111000,53.362025
MWI,1501100,107.632036
MWI,1501200,70.420539
MWI,1501300,98.869442
MWI,9080000,52.270687
MWI,9120000,54.656293
MWI,9140000,50.989360
MYS,1000000,57.930438
MYS,1101000,82.347422
MYS,1101100,83.076600
MYS,1103000,58.804592
MYS,1105000,63.747222
MYS,1107300,65.425051
MYS,1111000,30.461291
MYS,1501100,105.112048
MYS,1501200,44.539987
MYS,1501300,95.468360
MYS,9080000,43.757737
MYS,9120000,77.777891
MYS,9140000,52.935922
NAM,1000000,72.018538
NAM,1101000,92.932693
NAM,1101100,92.447598
NAM,1103000,63.647061
NAM,1105000,61.039422
NAM,1107300,103.846119
NAM,1111000,65.313548
NAM,1501100,92.443435
NAM,1501200,60.663358
NAM,1501300,85.479398
NAM,9080000,70.255678
NAM,9120000,87.510581
NAM,9140000,56.156759
NER,1000000,60.831900
NER,1101000,98.650058
NER,1101100,97.783754
NER,1103000,45.691899
NER,1105000,65.532233
NER,1107300,68.187143
NER,1111000,66.651994
NER,1501100,118.892502
NER,1501200,63.406492
NER,1501300,102.722211
NER,9080000,54.642259
NER,9120000,39.109510
NER,9140000,47.930300
NGA,1000000,57.953405
NGA,1101000,100.468311
NGA,1101100,101.708100
NGA,1103000,40.844321
NGA,1105000,42.899038
NGA,1107300,78.530394
NGA,1111000,50.189053
NGA,1501100,114.724454
NGA,1501200,72.785909
NGA,1501300,103.689129
NGA,9080000,32.902839
NGA,9120000,50.491550
NGA,9140000,30.437972
NIC,1000000,47.507565
NIC,1101000,80.681439
NIC,1101100,81.533168
NIC,1103000,58.456187
NIC,1105000,50.056425
NIC,1107300,48.279370
NIC,1111000,48.307543
NIC,1501100,86.814521
NIC,1501200,45.519790
NIC,1501300,74.093448
NIC,9080000,28.862774
NIC,9120000,31.476601
NIC,9140000,55.342958
NLD,1000000,137.464041
NLD,1101000,114.686049
NLD,1101100,113.989055
NLD,1103000,130.276137
NLD,1105000,121.737366
NLD,1107300,256.170122
NLD,1111000,162.132522
NLD,1501100,100.792078
NLD,1501200,167.442023
NLD,1501300,95.486369
NLD,9080000,150.693702
NLD,9120000,156.289562
NLD,9140000,133.655831
NOR,1000000,165.254145
NOR,1101000,174.870403
NOR,1101100,177.194481
NOR,1103000,166.368936
NOR,1105000,145.148692
NOR,1107300,336.834831
NOR,1111000,219.563704
NOR,1501100,106.118400
NOR,1501200,207.403626
NOR,1501300,108.451416
NOR,9080000,204.037989
NOR,9120000,234.529532
NOR,9140000,176.253200
NPL,1000000,43.568112
NPL,1101000,66.621566
NPL,1101100,66.491035
NPL,1103000,43.613029
NPL,1105000,52.293336
NPL,1107300,67.949842
NPL,1111000,36.585699
NPL,1501100,97.883854
NPL,1501200,41.804744
NPL,1501300,89.263606
NPL,9080000,19.087624
NPL,9120000,24.384847
NPL,9140000,44.911305
NZL,1000000,163.156903
NZL,1101000,140.048312
NZL,1101100,142.506551
NZL,1103000,118.504196
NZL,1105000,130.487356
NZL,1107300,170.653868
NZL,1111000,173.369805
NZL,1501100,108.391427
NZL,1501200,361.975412
NZL,1501300,116.245661
NZL,9080000,112.747808
NZL,9120000,132.296165
NZL,9140000,134.897891
OMN,1000000,79.303255
OMN,1101000,109.450128
OMN,1101100,107.974567
OMN,1103000,94.947548
OMN,1105000,89.599474
OMN,1107300,94.998086
OMN,1111000,69.509123
OMN,1501100,93.579306
OMN,1501200,52.923277
OMN,1501300,85.871478
OMN,9080000,72.662410
OMN,9120000,109.161662
OMN,9140000,72.262962
PAK,1000000,42.326720
PAK,1101000,59.263161
PAK,1101100,59.374530
PAK,1103000,42.449193
PAK,1105000,44.792997
PAK,1107300,51.402758
PAK,1111000,35.363004
PAK,1501100,98.245379
PAK,1501200,39.993958
PAK,1501300,88.553279
PAK,9080000,27.982723
PAK,9120000,27.731759
PAK,9140000,41.516057
PAN,1000000,79.449867
PAN,1101000,108.571215
PAN,1101100,107.780775
PAN,1103000,74.158580
PAN,1105000,71.312507
PAN,1107300,58.333406
PAN,1111000,78.153448
PAN,1501100,80.709706
PAN,1501200,78.434750
PAN,1501300,65.291118
PAN,9080000,101.848832
PAN,9120000,102.105122
PAN,9140000,70.788400
PER,1000000,70.791265
PER,1101000,89.445473
PER,1101100,87.548604
PER,1103000,89.586926
PER,1105000,70.129724
PER,1107300,79.260635
PER,1111000,69.450735
PER,1501100,92.354667
PER,1501200,62.008147
PER,1501300,84.730101
PER,9080000,41.536695
PER,9120000,68.025243
PER,9140000,59.567618
PHL,1000000,62.331327
PHL,1101000,92.165366
PHL,1101100,93.149188
PHL,1103000,75.558207
PHL,1105000,64.289350
PHL,1107300,75.159857
PHL,1111000,47.967438
PHL,1501100,99.531918
PHL,1501200,49.265785
PHL,1501300,91.769987
PHL,9080000,49.507079
PHL,9120000,42.522192
PHL,9140000,57.769960
POL,1000000,70.721665
POL,1101000,84.742008
POL,1101100,83.901558
POL,1103000,118.070674
POL,1105000,91.426033
POL,1107300,123.089623
POL,1111000,98.018200
POL,1501100,81.280092
POL,1501200,90.170375
POL,1501300,72.770875
POL,9080000,46.310203
POL,9120000,58.405225
POL,9140000,60.789644
PRI,1000000,127.433836
PRT,1000000,100.754114
PRT,1101000,118.589677
PRT,1101100,117.832838
PRT,1103000,134.994744
PRT,1105000,114.565406
PRT,1107300,173.251710
PRT,1111000,93.925447
PRT,1501100,95.021836
PRT,1501200,104.556218
PRT,1501300,82.324956
PRT,9080000,92.844829
PRT,9120000,88.122387
PRT,9140000,95.663978
PRY,1000000,62.234477
PRY,1101000,79.157933
PRY,1101100,79.835087
PRY,1103000,124.931148
PRY,1105000,62.021975
PRY,1107300,74.824270
PRY,1111000,47.198513
PRY,1501100,91.619055
PRY,1501200,59.952853
PRY,1501300,89.330054
PRY,9080000,50.521130
PRY,9120000,45.413688
PRY,9140000,58.159621
PSE,1000000,102.873114
PSE,1101000,121.064932
PSE,1101100,119.823569
PSE,1103000,60.727011
PSE,1105000,109.382003
PSE,1107300,168.452002
PSE,1111000,116.923942
PSE,1501100,89.695670
PSE,1501200,101.961792
PSE,1501300,80.484461
PSE,9080000,63.747530
PSE,9120000,64.285013
PSE,9140000,77.028031
QAT,1000000,97.047285
QAT,1101000,126.532562
QAT,1101100,127.907183
QAT,1103000,122.867315
QAT,1105000,117.621832
QAT,1107300,152.404960
QAT,1111000,105.956165
QAT,1501100,118.622408
QAT,1501200,68.255927
QAT,9080000,88.562749
QAT,9120000,165.653115
QAT,9140000,90.141007
ROU,1000000,62.360716
ROU,1101000,81.409459
ROU,1101100,81.626538
ROU,1103000,110.945412
ROU,1105000,83.513023
ROU,1107300,114.977036
ROU,1111000,80.509323
ROU,1501100,90.338798
ROU,1501200,73.392626
ROU,1501300,76.016894
ROU,9080000,28.070123
ROU,9120000,38.843673
ROU,9140000,50.479708
RWA,1000000,48.087977
RWA,1101000,61.937106
RWA,1101100,60.941934
RWA,1103000,48.625493
RWA,1105000,34.815029
RWA,1107300,61.398882
RWA,1111000,51.498080
RWA,1501100,97.857632
RWA,1501200,62.184766
RWA,1501300,90.975712
RWA,9080000,34.108809
RWA,9120000,28.276791
RWA,9140000,41.386298
SAU,1000000,80.682079
SAU,1101000,128.849578
SAU,1101100,130.237261
SAU,1103000,116.313421
SAU,1105000,105.944778
SAU,1107300,133.441119
SAU,1111000,76.196011
SAU,1501100,84.095289
SAU,1501200,66.152740
SAU,1501300,75.896664
SAU,9080000,90.798200
SAU,9120000,101.211911
SAU,9140000,86.382649
SDN,1000000,36.633008
SDN,1101000,61.502084
SDN,1101100,62.345619
SDN,1103000,53.536849
SDN,1105000,31.821228
SDN,1107300,72.963517
SDN,1111000,28.682513
SDN,1501100,66.081812
SDN,1501200,44.993258
SDN,1501300,59.822321
SDN,9080000,17.843337
SDN,9120000,18.946699
SDN,9140000,35.331900
SEN,1000000,60.672572
SEN,1101000,97.775611
SEN,1101100,97.539813
SEN,1103000,41.340258
SEN,1105000,55.872525
SEN,1107300,75.296877
SEN,1111000,65.779881
SEN,1501100,93.864112
SEN,1501200,58.245490
SEN,1501300,87.672926
SEN,9080000,55.993509
SEN,9120000,46.903896
SEN,9140000,52.162515
SGP,1000000,95.616453
SGP,1101000,128.971134
SGP,1101100,130.745416
SGP,1103000,94.580198
SGP,1105000,105.519465
SGP,1107300,146.408196
SGP,1111000,69.653230
SGP,1501100,117.082167
SGP,1501200,97.633460
SGP,1501300,103.879412
SGP,9080000,130.044768
SGP,9120000,129.044538
SGP,9140000,98.866095
SLE,1000000,52.289905
SLE,1101000,88.538192
SLE,1101100,87.908663
SLE,1103000,46.985951
SLE,1105000,48.307796
SLE,1107300,66.433557
SLE,1111000,47.377886
SLE,1501100,124.517200
SLE,1501200,79.641407
SLE,1501300,110.571551
SLE,9080000,32.986117
SLE,9120000,24.500826
SLE,9140000,42.352723
SLV,1000000,68.053941
SLV,1101000,88.296401
SLV,1101100,87.721582
SLV,1103000,112.357916
SLV,1105000,64.034809
SLV,1107300,62.728739
SLV,1111000,75.011089
SLV,1501100,87.814643
SLV,1501200,51.657531
SLV,1501300,75.958538
SLV,9080000,54.302440
SLV,9120000,50.115510
SLV,9140000,60.593379
SMR,1000000,132.570220
SOM,1000000,62.486262
SOM,1101000,85.085112
SOM,1101100,85.376124
SOM,1103000,62.647104
SOM,1105000,59.888525
SOM,1107300,127.090699
SOM,1111000,53.089920
SOM,1501100,108.956724
SOM,1501200,75.445117
SOM,1501300,100.033070
SOM,9080000,39.571592
SOM,9120000,32.754604
SOM,9140000,55.502991
SRB,1000000,64.795802
SRB,1101000,99.935708
SRB,1101100,99.531044
SRB,1103000,120.711283
SRB,1105000,90.948703
SRB,1107300,139.972971
SRB,1111000,78.906621
SRB,1501100,93.443648
SRB,1501200,72.232183
SRB,1501300,72.790660
SRB,9080000,40.844327
SRB,9120000,27.356348
SRB,9140000,60.258587
SSD,1000000,65.554908
SSD,1101000,131.170867
SSD,1101100,131.740496
SSD,1103000,76.863078
SSD,1105000,68.509453
SSD,1107300,107.647615
SSD,1111000,50.735210
SSD,1501100,138.126414
SSD,1501200,58.532094
SSD,1501300,127.978333
SSD,9080000,29.365112
SSD,9120000,17.722269
SSD,9140000,48.952346
STP,1000000,65.793011
STP,1101000,124.796236
STP,1101100,124.835580
STP,1103000,71.585600
STP,1105000,59.370892
STP,1107300,88.568718
STP,1111000,61.976571
STP,1501100,115.646118
STP,1501200,79.675468
STP,1501300,104.127002
STP,9080000,40.011695
STP,9120000,26.549978
STP,9140000,54.929608
SUR,1000000,41.529192
SUR,1101000,80.477673
SUR,1101100,80.049620
SUR,1103000,59.554571
SUR,1105000,61.750147
SUR,1107300,76.037061
SUR,1111000,57.764958
SUR,1501100,60.786077
SUR,1501200,58.297239
SUR,1501300,58.827686
SUR,9080000,27.942854
SUR,9120000,23.315339
SUR,9140000,46.168440
SVK,1000000,91.259505
SVK,1101000,111.582983
SVK,1101100,111.439774
SVK,1103000,127.391231
SVK,1105000,101.323069
SVK,1107300,136.989377
SVK,1111000,106.732845
SVK,1501100,89.980683
SVK,1501200,107.390243
SVK,1501300,80.935046
SVK,9080000,58.015511
SVK,9120000,65.433557
SVK,9140000,82.346119
SVN,1000000,99.941628
SVN,1101000,116.782010
SVN,1101100,118.528761
SVN,1103000,125.917152
SVN,1105000,113.078434
SVN,1107300,203.334315
SVN,1111000,115.959414
SVN,1501100,92.358850
SVN,1501200,96.398299
SVN,1501300,79.547489
SVN,9080000,95.727934
SVN,9120000,109.920128
SVN,9140000,96.009071
SWE,1000000,153.515574
SWE,1101000,137.925209
SWE,1101100,138.261348
SWE,1103000,159.337449
SWE,1105000,135.807214
SWE,1107300,362.357220
SWE,1111000,176.275006
SWE,1501100,98.768753
SWE,1501200,218.874037
SWE,1501300,102.009972
SWE,9080000,172.722067
SWE,9120000,210.619805
SWE,9140000,148.427988
SWZ,1000000,63.188883
SWZ,1101000,82.537158
SWZ,1101100,81.579034
SWZ,1103000,55.157493
SWZ,1105000,56.165190
SWZ,1107300,68.222270
SWZ,1111000,67.610238
SWZ,1501100,102.734336
SWZ,1501200,60.347649
SWZ,1501300,96.496963
SWZ,9080000,59.467060
SWZ,9120000,73.972074
SWZ,9140000,43.731963
SXM,1000000,127.322404
SYC,1000000,79.190409
SYC,1101000,131.623554
SYC,1101100,129.764653
SYC,1103000,74.666819
SYC,1105000,70.508831
SYC,1107300,95.756641
SYC,1111000,124.164173
SYC,1501100,105.630000
SYC,1501200,81.833351
SYC,1501300,96.643297
SYC,9080000,56.731961
SYC,9120000,46.432715
SYC,9140000,64.261241
SYR,1000000,30.744714
SYR,1101000,72.373980
SYR,1101100,70.007680
SYR,1103000,41.673632
SYR,1105000,57.819637
SYR,1107300,15.642768
SYR,1111000,69.876604
SYR,1501100,192.659414
SYR,1501200,38.426189
SYR,1501300,176.967944
SYR,9080000,20.233955
SYR,9120000,36.940209
SYR,9140000,32.774321
TCA,1000000,172.827808
TCD,1000000,61.581355
TCD,1101000,86.400245
TCD,1101100,85.819766
TCD,1103000,61.458327
TCD,1105000,56.296307
TCD,1107300,98.965438
TCD,1111000,68.042140
TCD,1501100,112.110301
TCD,1501200,64.750158
TCD,1501300,103.357221
TCD,9080000,58.570232
TCD,9120000,36.248177
TCD,9140000,56.333911
TGO,1000000,57.770514
TGO,1101000,98.298878
TGO,1101100,97.832732
TGO,1103000,62.851540
TGO,1105000,50.155731
TGO,1107300,104.685256
TGO,1111000,74.187800
TGO,1501100,98.373369
TGO,1501200,52.867646
TGO,1501300,89.359152
TGO,9080000,45.579663
TGO,9120000,35.537787
TGO,9140000,46.798400
THA,1000000,55.235649
THA,1101000,84.958299
THA,1101100,84.211397
THA,1103000,66.503608
THA,1105000,79.090055
THA,1107300,66.704507
THA,1111000,41.624210
THA,1501100,107.370836
THA,1501200,41.700465
THA,1501300,97.425592
THA,9080000,39.900452
THA,9120000,41.461208
THA,9140000,54.069910
TJK,1000000,35.648910
TJK,1101000,71.150320
TJK,1101100,70.467313
TJK,1103000,80.920250
TJK,1105000,71.146645
TJK,1107300,58.889865
TJK,1111000,50.121523
TJK,1501100,78.529444
TJK,1501200,28.900658
TJK,1501300,75.451767
TJK,9080000,15.730023
TJK,9120000,13.332854
TJK,9140000,37.516367
TKM,1000000,67.986343
TTO,1000000,92.068076
TTO,1101000,134.289894
TTO,1101100,135.922940
TTO,1103000,100.147039
TTO,1105000,99.933604
TTO,1107300,129.387010
TTO,1111000,145.991559
TTO,1501100,129.588741
TTO,1501200,84.727097
TTO,1501300,129.506861
TTO,9080000,97.290540
TTO,9120000,83.810908
TTO,9140000,85.053997
TUN,1000000,49.747449
TUN,1101000,64.924531
TUN,1101100,65.397935
TUN,1103000,73.370298
TUN,1105000,64.686530
TUN,1107300,54.275128
TUN,1111000,33.213275
TUN,1501100,105.156294
TUN,1501200,54.053201
TUN,1501300,97.793562
TUN,9080000,42.885651
TUN,9120000,45.530393
TUN,9140000,47.793026
TUR,1000000,48.589364
TUR,1101000,74.136563
TUR,1101100,74.723295
TUR,1103000,59.440162
TUR,1105000,61.443912
TUR,1107300,92.264826
TUR,1111000,68.940346
TUR,1501100,88.292783
TUR,1501200,56.326210
TUR,1501300,59.789279
TUR,9080000,25.685885
TUR,9120000,10.849399
TUR,9140000,38.117523
TZA,1000000,52.613946
TZA,1101000,64.598077
TZA,1101100,64.642790
TZA,1103000,47.749533
TZA,1105000,49.652797
TZA,1107300,62.866144
TZA,1111000,33.600817
TZA,1501100,101.764105
TZA,1501200,71.537241
TZA,1501300,93.881480
TZA,9080000,39.170609
TZA,9120000,43.704799
TZA,9140000,39.086428
UGA,1000000,53.148562
UGA,1101000,76.253708
UGA,1101100,75.472954
UGA,1103000,52.797188
UGA,1105000,55.459343
UGA,1107300,64.159986
UGA,1111000,60.036186
UGA,1501100,84.225191
UGA,1501200,58.557624
UGA,1501300,77.065765
UGA,9080000,36.565693
UGA,9120000,26.990934
UGA,9140000,48.048277
UKR,1000000,42.418173
UKR,1101000,71.406477
UKR,1101100,71.141470
UKR,1103000,103.119567
UKR,1105000,54.997061
UKR,1107300,59.076501
UKR,1111000,44.506680
UKR,1501100,83.422673
UKR,1501200,34.989354
UKR,1501300,55.812868
UKR,9080000,19.373248
UKR,9120000,22.482651
UKR,9140000,31.654823
URY,1000000,102.294134
URY,1101000,139.426744
URY,1101100,137.458416
URY,1103000,125.271997
URY,1105000,105.974051
URY,1107300,136.269122
URY,1111000,87.647023
URY,1501100,131.157254
URY,1501200,115.455087
URY,1501300,119.518353
URY,9080000,105.305492
URY,9120000,93.707328
URY,9140000,81.723805
USA,1000000,158.454835
USA,1101000,116.516396
USA,1101100,117.519910
USA,1103000,122.796101
USA,1105000,114.440678
USA,1107300,151.885473
USA,1111000,142.001102
USA,1501100,83.270910
USA,1501200,307.839285
USA,1501300,102.702933
USA,9080000,207.910269
USA,9120000,254.722887
USA,9140000,143.878631
UZB,1000000,38.696988
UZB,1101000,73.181471
UZB,1101100,72.726852
UZB,1103000,83.758283
UZB,1105000,67.011124
UZB,1107300,38.300853
UZB,1111000,52.785226
UZB,1501100,90.304444
UZB,1501200,34.610107
UZB,1501300,84.578539
UZB,9080000,19.136320
UZB,9120000,15.384381
UZB,9140000,40.340286
VCT,1000000,84.517063
VCT,1101000,151.063097
VCT,1101100,146.193800
VCT,1103000,91.732627
VCT,1105000,110.949127
VCT,1107300,123.815000
VCT,1111000,126.933775
VCT,1501100,101.211412
VCT,1501200,84.672977
VCT,1501300,101.191414
