iso3,sex,age,qx,lx
ABW,female,0,0.0107626,100000
ABW,female,1,0.000962,98923.74
ABW,female,2,0.0005658,98828.575
ABW,female,3,0.00041197,98772.658
ABW,female,4,0.00036956,98731.967
ABW,female,5,0.00032789,98695.48
ABW,female,6,0.00027381,98663.118
ABW,female,7,0.00021883,98636.103
ABW,female,8,0.00017444,98614.519
ABW,female,9,0.00015217,98597.316
ABW,female,10,0.0001629,98582.313
ABW,female,11,0.00018898,98566.254
ABW,female,12,0.00021433,98547.627
ABW,female,13,0.00023594,98526.505
ABW,female,14,0.000225,98503.259
ABW,female,15,0.00020873,98481.096
ABW,female,16,0.00020223,98460.539
ABW,female,17,0.00020913,98440.628
ABW,female,18,0.00021632,98420.041
ABW,female,19,0.00022471,98398.751
ABW,female,20,0.00025252,98376.64
ABW,female,21,0.00031677,98351.798
ABW,female,22,0.00038329,98320.643
ABW,female,23,0.00042627,98282.958
ABW,female,24,0.00043932,98241.062
ABW,female,25,0.00045182,98197.903
ABW,female,26,0.00041562,98153.536
ABW,female,27,0.00043452,98112.742
ABW,female,28,0.00044595,98070.109
ABW,female,29,0.00044393,98026.375
ABW,female,30,0.0004442,97982.858
ABW,female,31,0.00046338,97939.334
ABW,female,32,0.000505,97893.951
ABW,female,33,0.0005611,97844.515
ABW,female,34,0.00062561,97789.615
ABW,female,35,0.00070381,97728.437
ABW,female,36,0.00080509,97659.654
ABW,female,37,0.00091461,97581.029
ABW,female,38,0.00103331,97491.781
ABW,female,39,0.00109328,97391.041
ABW,female,40,0.00111512,97284.565
ABW,female,41,0.00112127,97176.081
ABW,female,42,0.00114445,97067.12
ABW,female,43,0.00119751,96956.031
ABW,female,44,0.00132274,96839.925
ABW,female,45,0.00145778,96711.831
ABW,female,46,0.00159962,96570.846
ABW,female,47,0.00174001,96416.37
ABW,female,48,0.00187585,96248.604
ABW,female,49,0.00199773,96068.057
ABW,female,50,0.00212951,95876.139
ABW,female,51,0.00226523,95671.97
ABW,female,52,0.00244002,95455.251
ABW,female,53,0.00269112,95222.338
ABW,female,54,0.00299531,94966.083
ABW,female,55,0.00336058,94681.631
ABW,female,56,0.00379665,94363.446
ABW,female,57,0.00429605,94005.181
ABW,female,58,0.00483,93601.33
ABW,female,59,0.00543042,93149.235
ABW,female,60,0.00608501,92643.395
ABW,female,61,0.00682114,92079.659
ABW,female,62,0.00762458,91451.571
ABW,female,63,0.0082476,90754.291
ABW,female,64,0.00908757,90005.786
ABW,female,65,0.00997762,89187.852
ABW,female,66,0.01077257,88297.97
ABW,female,67,0.0117358,87346.774
ABW,female,68,0.01300019,86321.689
ABW,female,69,0.01464832,85199.491
ABW,female,70,0.01671056,83951.462
ABW,female,71,0.01918864,82548.586
ABW,female,72,0.02203348,80964.59
ABW,female,73,0.02521046,79180.658
ABW,female,74,0.02870934,77184.477
ABW,female,75,0.03268071,74968.562
ABW,female,76,0.03688093,72518.536
ABW,female,77,0.04220783,69843.985
ABW,female,78,0.04914178,66896.022
ABW,female,79,0.05801701,63608.632
ABW,female,80,0.06903749,59918.249
ABW,female,81,0.08197585,55781.644
ABW,female,82,0.09608404,51208.896
ABW,female,83,0.11038183,46288.538
ABW,female,84,0.1242818,41179.125
ABW,female,85,0.13820125,36061.309
ABW,female,86,0.15281569,31077.591
ABW,female,87,0.16922156,26328.448
ABW,female,88,0.18836728,21873.107
ABW,female,89,0.2101953,17752.929
ABW,female,90,0.23414457,14021.347
ABW,female,91,0.259316,10738.325
ABW,female,92,0.28399617,7953.705
ABW,female,93,0.30808289,5694.883
ABW,female,94,0.3320086,3940.387
ABW,female,95,0.36736756,2632.145
ABW,female,96,0.40146394,1665.18
ABW,female,97,0.43787985,996.67
ABW,female,98,0.47661761,560.249
ABW,female,99,0.51765007,293.224
ABW,female,100,1,141.437
ABW,male,0,0.01314082,100000
ABW,male,1,0.00087559,98685.918
ABW,male,2,0.00058662,98599.509
ABW,male,3,0.00049836,98541.668
ABW,male,4,0.00045657,98492.559
ABW,male,5,0.00040492,98447.591
ABW,male,6,0.00034371,98407.727
ABW,male,7,0.00028149,98373.904
ABW,male,8,0.00022681,98346.213
ABW,male,9,0.00018823,98323.907
ABW,male,10,0.0001741,98305.399
ABW,male,11,0.00017236,98288.284
ABW,male,12,0.00018506,98271.343
ABW,male,13,0.00021449,98253.157
ABW,male,14,0.00027449,98232.083
ABW,male,15,0.00034565,98205.119
ABW,male,16,0.00044759,98171.174
ABW,male,17,0.00059137,98127.234
ABW,male,18,0.0007471,98069.205
ABW,male,19,0.00084063,97995.937
ABW,male,20,0.00087372,97913.558
ABW,male,21,0.00082951,97828.009
ABW,male,22,0.00080768,97746.86
ABW,male,23,0.00079255,97667.912
ABW,male,24,0.00079265,97590.505
ABW,male,25,0.00081948,97513.15
ABW,male,26,0.00087853,97433.24
ABW,male,27,0.00095653,97347.641
ABW,male,28,0.00104247,97254.525
ABW,male,29,0.00111914,97153.141
ABW,male,30,0.00118533,97044.413
ABW,male,31,0.00124142,96929.383
ABW,male,32,0.00129007,96809.053
ABW,male,33,0.00133903,96684.162
ABW,male,34,0.00138695,96554.699
ABW,male,35,0.00144859,96420.782
ABW,male,36,0.00153649,96281.107
ABW,male,37,0.00172734,96133.173
ABW,male,38,0.00185589,95967.118
ABW,male,39,0.00201342,95789.013
ABW,male,40,0.00214249,95596.15
ABW,male,41,0.00225083,95391.336
ABW,male,42,0.00237002,95176.626
ABW,male,43,0.00248233,94951.055
ABW,male,44,0.00258572,94715.355
ABW,male,45,0.00280915,94470.448
ABW,male,46,0.00307089,94205.066
ABW,male,47,0.0033482,93915.773
ABW,male,48,0.00362514,93601.324
ABW,male,49,0.00392731,93262.006
ABW,male,50,0.00423358,92895.737
ABW,male,51,0.00456414,92502.455
ABW,male,52,0.00494812,92080.261
ABW,male,53,0.00541416,91624.637
ABW,male,54,0.00600253,91128.566
ABW,male,55,0.00671889,90581.564
ABW,male,56,0.00755429,89972.957
ABW,male,57,0.00849743,89293.275
ABW,male,58,0.00940784,88534.511
ABW,male,59,0.01039333,87701.593
ABW,male,60,0.01142691,86790.081
ABW,male,61,0.01255344,85798.339
ABW,male,62,0.0138096,84721.275
ABW,male,63,0.01544584,83551.308
ABW,male,64,0.01710284,82260.788
ABW,male,65,0.01891067,80853.894
ABW,male,66,0.02030263,79324.893
ABW,male,67,0.02168234,77714.39
ABW,male,68,0.02316403,76029.36
ABW,male,69,0.02488765,74268.213
ABW,male,70,0.02700343,72419.852
ABW,male,71,0.02970061,70464.268
ABW,male,72,0.03320952,68371.436
ABW,male,73,0.03779211,66100.854
ABW,male,74,0.04369689,63602.763
ABW,male,75,0.05111033,60823.52
ABW,male,76,0.05926036,57714.81
ABW,male,77,0.06944193,54294.609
ABW,male,78,0.08178965,50524.287
ABW,male,79,0.09627869,46391.923
ABW,male,80,0.11244594,41925.37
ABW,male,81,0.12975595,37211.032
ABW,male,82,0.14735245,32382.679
ABW,male,83,0.16461757,27611.012
ABW,male,84,0.18118236,23065.755
ABW,male,85,0.19717495,18886.647
ABW,male,86,0.21365013,15162.673
ABW,male,87,0.23153949,11923.166
ABW,male,88,0.25143143,9162.482
ABW,male,89,0.27350212,6858.746
ABW,male,90,0.2971435,4982.865
ABW,male,91,0.32207474,3502.239
ABW,male,92,0.34732946,2374.256
ABW,male,93,0.37219949,1549.607
ABW,male,94,0.39574937,972.844
ABW,male,95,0.4145523,587.842
ABW,male,96,0.43603479,344.151
ABW,male,97,0.45661429,194.089
ABW,male,98,0.47615977,105.465
ABW,male,99,0.49457199,55.247
ABW,male,100,1,27.923
AFG,female,0,0.04013565,100000
AFG,female,1,0.00497167,95986.435
AFG,female,2,0.00353178,95509.222
AFG,female,3,0.00255296,95171.905
AFG,female,4,0.00188912,94928.935
AFG,female,5,0.00144359,94749.603
AFG,female,6,0.00115071,94612.824
AFG,female,7,0.00096346,94503.952
AFG,female,8,0.00084839,94412.901
AFG,female,9,0.00078565,94332.802
AFG,female,10,0.0007622,94258.689
AFG,female,11,0.00077108,94186.845
AFG,female,12,0.00080825,94114.219
AFG,female,13,0.00087092,94038.151
AFG,female,14,0.00095603,93956.252
AFG,female,15,0.00105996,93866.427
AFG,female,16,0.00117701,93766.933
AFG,female,17,0.00129896,93656.568
AFG,female,18,0.00141787,93534.912
AFG,female,19,0.00152591,93402.292
AFG,female,20,0.00162025,93259.769
AFG,female,21,0.00170078,93108.664
AFG,female,22,0.00176996,92950.307
AFG,female,23,0.00183159,92785.789
AFG,female,24,0.00188877,92615.843
AFG,female,25,0.0019444,92440.914
AFG,female,26,0.00200048,92261.171
AFG,female,27,0.00205869,92076.605
AFG,female,28,0.00212059,91887.048
AFG,female,29,0.0021875,91692.193
AFG,female,30,0.00226028,91491.616
AFG,female,31,0.00233968,91284.82
AFG,female,32,0.00242629,91071.242
AFG,female,33,0.00252077,90850.277
AFG,female,34,0.00262381,90621.264
AFG,female,35,0.002736,90383.491
AFG,female,36,0.00285804,90136.202
AFG,female,37,0.00299072,89878.589
AFG,female,38,0.00313551,89609.788
AFG,female,39,0.00329418,89328.815
AFG,female,40,0.00346902,89034.55
AFG,female,41,0.00366295,88725.687
AFG,female,42,0.00387898,88400.689
AFG,female,43,0.00412046,88057.785
AFG,female,44,0.00439052,87694.947
AFG,female,45,0.00469203,87309.92
AFG,female,46,0.00502733,86900.259
AFG,female,47,0.00539824,86463.383
AFG,female,48,0.00580597,85996.633
AFG,female,49,0.00625084,85497.339
AFG,female,50,0.00673242,84962.909
AFG,female,51,0.00724962,84390.903
AFG,female,52,0.00780322,83779.101
AFG,female,53,0.00839616,83125.354
AFG,female,54,0.00903641,82427.42
AFG,female,55,0.00973759,81682.573
AFG,female,56,0.01051686,80887.181
AFG,female,57,0.01139526,80036.502
AFG,female,58,0.01239199,79124.465
AFG,female,59,0.01352288,78143.956
AFG,female,60,0.01479887,77087.225
AFG,female,61,0.01622405,75946.42
AFG,female,62,0.01780371,74714.262
AFG,female,63,0.01954594,73384.071
AFG,female,64,0.02146857,71949.71
AFG,female,65,0.02360414,70405.053
AFG,female,66,0.02599354,68743.202
AFG,female,67,0.02868715,66956.323
AFG,female,68,0.0317353,65035.537
AFG,female,69,0.03517164,62971.615
AFG,female,70,0.03901093,60756.799
AFG,female,71,0.04324456,58386.62
AFG,female,72,0.04786449,55861.717
AFG,female,73,0.05287551,53187.924
AFG,female,74,0.0583183,50375.585
AFG,female,75,0.06429288,47437.767
AFG,female,76,0.07092188,44387.857
AFG,female,77,0.07834566,41239.786
AFG,female,78,0.08668108,38008.828
AFG,female,79,0.09595858,34714.182
AFG,female,80,0.106145,31383.058
AFG,female,81,0.11710479,28051.903
AFG,female,82,0.12867845,24766.891
AFG,female,83,0.14075968,21579.926
AFG,female,84,0.15329719,18542.342
AFG,female,85,0.16637939,15699.854
AFG,female,86,0.18013735,13087.722
AFG,female,87,0.19471334,10730.134
AFG,female,88,0.21021031,8640.834
AFG,female,89,0.22657704,6824.441
AFG,female,90,0.24368514,5278.18
AFG,female,91,0.26129784,3991.966
AFG,female,92,0.27916531,2948.874
AFG,female,93,0.29713082,2125.65
AFG,female,94,0.31509476,1494.054
AFG,female,95,0.33308172,1023.286
AFG,female,96,0.35113605,682.448
AFG,female,97,0.36925882,442.816
AFG,female,98,0.38747844,279.302
AFG,female,99,0.40568181,171.079
AFG,female,100,1,101.675
AFG,male,0,0.04760575,100000
AFG,male,1,0.00457495,95239.425
AFG,male,2,0.00345231,94803.71
AFG,male,3,0.00264152,94476.418
AFG,male,4,0.00205315,94226.857
AFG,male,5,0.00163008,94033.395
AFG,male,6,0.00133236,93880.113
AFG,male,7,0.00112833,93755.031
AFG,male,8,0.00099368,93649.245
AFG,male,9,0.00091288,93556.188
AFG,male,10,0.00087573,93470.782
AFG,male,11,0.00087721,93388.927
AFG,male,12,0.00091502,93307.006
AFG,male,13,0.00099003,93221.628
AFG,male,14,0.00110202,93129.335
AFG,male,15,0.00124925,93026.705
AFG,male,16,0.0014257,92910.492
AFG,male,17,0.00162012,92778.03
AFG,male,18,0.00182153,92627.718
AFG,male,19,0.00201328,92458.994
AFG,male,20,0.00217761,92272.848
AFG,male,21,0.00229968,92071.914
AFG,male,22,0.00237276,91860.178
AFG,male,23,0.00240159,91642.216
AFG,male,24,0.00240076,91422.129
AFG,male,25,0.00238359,91202.646
AFG,male,26,0.00236432,90985.256
AFG,male,27,0.002356,90770.138
AFG,male,28,0.00236526,90556.284
AFG,male,29,0.00239656,90342.094
AFG,male,30,0.00245009,90125.584
AFG,male,31,0.0025243,89904.768
AFG,male,32,0.00261714,89677.822
AFG,male,33,0.00272584,89443.122
AFG,male,34,0.00284923,89199.315
AFG,male,35,0.00298764,88945.165
AFG,male,36,0.00314289,88679.428
AFG,male,37,0.00331778,88400.718
AFG,male,38,0.00351521,88107.424
AFG,male,39,0.00373837,87797.708
AFG,male,40,0.00399058,87469.487
AFG,male,41,0.00427528,87120.433
AFG,male,42,0.00459574,86747.968
AFG,male,43,0.0049557,86349.297
AFG,male,44,0.00535811,85921.376
AFG,male,45,0.00580466,85460.999
AFG,male,46,0.0062968,84964.928
AFG,male,47,0.00683575,84429.921
AFG,male,48,0.0074243,83852.779
AFG,male,49,0.00806694,83230.23
AFG,male,50,0.00877028,82558.817
AFG,male,51,0.00954328,81834.753
AFG,male,52,0.0103954,81053.781
AFG,male,53,0.01133682,80211.194
AFG,male,54,0.01237559,79301.854
AFG,male,55,0.01351689,78320.447
AFG,male,56,0.01476438,77261.799
AFG,male,57,0.01611992,76121.076
AFG,male,58,0.01758695,74894.01
AFG,male,59,0.01917158,73576.853
AFG,male,60,0.02088327,72166.269
AFG,male,61,0.02273611,70659.201
AFG,male,62,0.02474714,69052.686
AFG,male,63,0.02693705,67343.829
AFG,male,64,0.02932884,65529.784
AFG,male,65,0.03194815,63607.872
AFG,male,66,0.03482313,61575.718
AFG,male,67,0.03798413,59431.459
AFG,male,68,0.04146435,57174.007
AFG,male,69,0.04529595,54803.324
AFG,male,70,0.04950906,52320.955
AFG,male,71,0.05413225,49730.594
AFG,male,72,0.05919495,47038.564
AFG,male,73,0.06472893,44254.119
AFG,male,74,0.07077028,41389.597
AFG,male,75,0.07735796,38460.444
AFG,male,76,0.08453464,35485.223
AFG,male,77,0.09234894,32485.492
AFG,male,78,0.10086378,29485.491
AFG,male,79,0.11014757,26511.473
AFG,male,80,0.12026419,23591.299
AFG,male,81,0.13128082,20754.11
AFG,male,82,0.14325273,18029.494
AFG,male,83,0.1562079,15446.72
AFG,male,84,0.17014131,13033.82
AFG,male,85,0.18497973,10816.229
AFG,male,86,0.20061662,8815.446
AFG,male,87,0.2169256,7046.921
AFG,male,88,0.23377254,5518.263
AFG,male,89,0.25105964,4228.245
AFG,male,90,0.26870055,3166.703
AFG,male,91,0.28663893,2315.808
AFG,male,92,0.30482412,1652.007
AFG,male,93,0.32320991,1148.436
AFG,male,94,0.34174429,777.25
AFG,male,95,0.3603603,511.629
AFG,male,96,0.37897748,327.258
AFG,male,97,0.39747514,203.235
AFG,male,98,0.41571967,122.454
AFG,male,99,0.43353106,71.547
AFG,male,100,1,40.529
AGO,female,0,0.04378022,100000
AGO,female,1,0.00677422,95621.978
AGO,female,2,0.0040982,94974.213
AGO,female,3,0.00282788,94584.991
AGO,female,4,0.00205156,94317.516
AGO,female,5,0.00157496,94124.018
AGO,female,6,0.00129878,93975.776
AGO,female,7,0.00110409,93853.722
AGO,female,8,0.00096726,93750.099
AGO,female,9,0.0008795,93659.418
AGO,female,10,0.00083422,93577.045
AGO,female,11,0.00081825,93498.981
AGO,female,12,0.00083291,93422.475
AGO,female,13,0.00087606,93344.663
AGO,female,14,0.00094719,93262.887
AGO,female,15,0.00104321,93174.55
AGO,female,16,0.00115477,93077.35
AGO,female,17,0.00124719,92969.866
AGO,female,18,0.00134623,92853.915
AGO,female,19,0.00142494,92728.912
AGO,female,20,0.00149742,92596.779
AGO,female,21,0.00155896,92458.122
AGO,female,22,0.00162372,92313.984
AGO,female,23,0.00168689,92164.092
AGO,female,24,0.00175344,92008.622
AGO,female,25,0.00181803,91847.29
AGO,female,26,0.00188882,91680.309
AGO,female,27,0.00196227,91507.142
AGO,female,28,0.00204706,91327.58
AGO,female,29,0.00212625,91140.627
AGO,female,30,0.00223838,90946.84
AGO,female,31,0.00230551,90743.266
AGO,female,32,0.00244454,90534.057
AGO,female,33,0.00256637,90312.743
AGO,female,34,0.00270084,90080.967
AGO,female,35,0.00285557,89837.672
AGO,female,36,0.00301444,89581.135
AGO,female,37,0.0031714,89311.097
AGO,female,38,0.00338648,89027.856
AGO,female,39,0.00357088,88726.365
AGO,female,40,0.00382361,88409.534
AGO,female,41,0.00397819,88071.49
AGO,female,42,0.00428434,87721.125
AGO,female,43,0.00449317,87345.298
AGO,female,44,0.00474748,86952.841
AGO,female,45,0.00505888,86540.034
AGO,female,46,0.00534402,86102.239
AGO,female,47,0.00569104,85642.106
AGO,female,48,0.00613854,85154.713
AGO,female,49,0.00657607,84631.987
AGO,female,50,0.00718492,84075.442
AGO,female,51,0.0075638,83471.366
AGO,female,52,0.00826958,82840.005
AGO,female,53,0.00879737,82154.953
AGO,female,54,0.00944955,81432.206
AGO,female,55,0.01009692,80662.708
AGO,female,56,0.01087014,79848.263
AGO,female,57,0.01164917,78980.302
AGO,female,58,0.01271393,78060.247
AGO,female,59,0.0137663,77067.794
AGO,female,60,0.01535273,76006.856
AGO,female,61,0.0163914,74839.943
AGO,female,62,0.01823871,73613.212
AGO,female,63,0.01990327,72270.602
AGO,female,64,0.02178662,70832.18
AGO,female,65,0.02394115,69288.986
AGO,female,66,0.0259436,67630.128
AGO,female,67,0.02847876,65875.559
AGO,female,68,0.03144999,63999.505
AGO,female,69,0.03439557,61986.721
AGO,female,70,0.03879459,59854.653
AGO,female,71,0.04173906,57532.616
AGO,female,72,0.04685542,55131.258
AGO,female,73,0.05136147,52548.06
AGO,female,74,0.05659741,49849.114
AGO,female,75,0.06234312,47027.784
AGO,female,76,0.06811029,44095.925
AGO,female,77,0.07419245,41092.539
AGO,female,78,0.0819913,38043.783
AGO,female,79,0.08898013,34924.524
AGO,female,80,0.09843633,31816.935
AGO,female,81,0.1052254,28684.993
AGO,female,82,0.11689992,25666.603
AGO,female,83,0.12745352,22666.179
AGO,female,84,0.13958871,19777.295
AGO,female,85,0.15117439,17016.608
AGO,female,86,0.16382354,14444.132
AGO,female,87,0.17603716,12077.843
AGO,female,88,0.18955661,9951.694
AGO,female,89,0.2026214,8065.285
AGO,female,90,0.21978684,6431.085
AGO,female,91,0.23093868,5017.618
AGO,female,92,0.24868694,3858.856
AGO,female,93,0.26474158,2899.209
AGO,female,94,0.28196236,2131.668
AGO,female,95,0.30035002,1530.618
AGO,female,96,0.3171573,1070.897
AGO,female,97,0.33329704,731.254
AGO,female,98,0.34866304,487.529
AGO,female,99,0.3682389,317.546
AGO,female,100,1,200.613
AGO,male,0,0.05346762,100000
AGO,male,1,0.00738213,94653.238
AGO,male,2,0.00457178,93954.496
AGO,male,3,0.00318316,93524.957
AGO,male,4,0.00230009,93227.252
AGO,male,5,0.00177543,93012.821
AGO,male,6,0.00149601,92847.683
AGO,male,7,0.00130551,92708.782
AGO,male,8,0.00116181,92587.749
AGO,male,9,0.0010683,92480.18
AGO,male,10,0.00101555,92381.384
AGO,male,11,0.0009984,92287.566
AGO,male,12,0.0010228,92195.426
AGO,male,13,0.00108778,92101.129
AGO,male,14,0.00120531,92000.943
AGO,male,15,0.00136529,91890.054
AGO,male,16,0.00158736,91764.597
AGO,male,17,0.00182474,91618.933
AGO,male,18,0.00208035,91451.753
AGO,male,19,0.00227863,91261.501
AGO,male,20,0.00245468,91053.55
AGO,male,21,0.00260188,90830.042
AGO,male,22,0.00272271,90593.713
AGO,male,23,0.0028141,90347.053
AGO,male,24,0.0028876,90092.807
AGO,male,25,0.00295186,89832.656
AGO,male,26,0.00301878,89567.482
AGO,male,27,0.0030974,89297.097
AGO,male,28,0.00319347,89020.508
AGO,male,29,0.00330037,88736.224
AGO,male,30,0.0034466,88443.361
AGO,male,31,0.00355573,88138.533
AGO,male,32,0.00375068,87825.136
AGO,male,33,0.00392693,87495.732
AGO,male,34,0.00412677,87152.142
AGO,male,35,0.00436481,86792.486
AGO,male,36,0.00459448,86413.653
AGO,male,37,0.00484769,86016.627
AGO,male,38,0.00514589,85599.645
AGO,male,39,0.00543252,85159.159
AGO,male,40,0.00580795,84696.53
AGO,male,41,0.00607527,84204.616
AGO,male,42,0.0065245,83693.051
AGO,male,43,0.00688528,83146.995
AGO,male,44,0.00732588,82574.505
AGO,male,45,0.0078576,81969.574
AGO,male,46,0.00833394,81325.489
AGO,male,47,0.0089251,80647.728
AGO,male,48,0.00961157,79927.939
AGO,male,49,0.01032469,79159.706
AGO,male,50,0.01121037,78342.406
AGO,male,51,0.0118723,77464.159
AGO,male,52,0.0128706,76544.481
AGO,male,53,0.01373343,75559.308
AGO,male,54,0.01470573,74521.62
AGO,male,55,0.01569505,73425.725
AGO,male,56,0.01681678,72273.304
AGO,male,57,0.01799878,71057.9
AGO,male,58,0.01947874,69778.945
AGO,male,59,0.02100673,68419.738
AGO,male,60,0.02302577,66982.463
AGO,male,61,0.02459321,65440.14
AGO,male,62,0.02695538,63830.758
AGO,male,63,0.02916699,62110.175
AGO,male,64,0.03158225,60298.609
AGO,male,65,0.03427419,58394.243
AGO,male,66,0.03679504,56392.828
AGO,male,67,0.03992456,54317.852
AGO,male,68,0.04341818,52149.235
AGO,male,69,0.04703972,49885.01
AGO,male,70,0.05175305,47538.434
AGO,male,71,0.05553265,45078.175
AGO,male,72,0.06124316,42574.864
AGO,male,73,0.0665102,39967.445
AGO,male,74,0.07240912,37309.202
AGO,male,75,0.07879873,34607.675
AGO,male,76,0.08543044,31880.634
AGO,male,77,0.09243553,29157.058
AGO,male,78,0.10087176,26461.91
AGO,male,79,0.10888217,23792.65
AGO,male,80,0.11881679,21202.055
AGO,male,81,0.12708727,18682.895
AGO,male,82,0.13913331,16308.537
AGO,male,83,0.15032183,14039.476
AGO,male,84,0.16304089,11929.036
AGO,male,85,0.17478888,9984.116
AGO,male,86,0.18801177,8239.003
AGO,male,87,0.20104615,6689.974
AGO,male,88,0.21494925,5344.98
AGO,male,89,0.22862917,4196.081
AGO,male,90,0.24471331,3236.734
AGO,male,91,0.25758845,2444.662
AGO,male,92,0.27485261,1814.946
AGO,male,93,0.29088224,1316.103
AGO,male,94,0.30751533,933.272
AGO,male,95,0.32476859,646.277
AGO,male,96,0.34075658,436.386
AGO,male,97,0.35598795,287.685
AGO,male,98,0.37042025,185.272
AGO,male,99,0.38843228,116.644
AGO,male,100,1,71.336
ALB,female,0,0.00743717,100000
ALB,female,1,0.0004698,99256.283
ALB,female,2,0.00036702,99209.652
ALB,female,3,0.00028996,99173.24
ALB,female,4,0.00023457,99144.484
ALB,female,5,0.00019626,99121.228
ALB,female,6,0.00017257,99101.774
ALB,female,7,0.00016164,99084.672
ALB,female,8,0.00016159,99068.656
ALB,female,9,0.00017055,99052.648
ALB,female,10,0.00018665,99035.754
ALB,female,11,0.00020871,99017.269
ALB,female,12,0.00023412,98996.603
ALB,female,13,0.00025904,98973.426
ALB,female,14,0.00027971,98947.788
ALB,female,15,0.0002925,98920.111
ALB,female,16,0.00029589,98891.177
ALB,female,17,0.00029005,98861.917
ALB,female,18,0.00027746,98833.242
ALB,female,19,0.00026141,98805.819
ALB,female,20,0.00024561,98779.99
ALB,female,21,0.00023314,98755.729
ALB,female,22,0.00022557,98732.705
ALB,female,23,0.00022389,98710.434
ALB,female,24,0.00022786,98688.333
ALB,female,25,0.00023688,98665.846
ALB,female,26,0.00025001,98642.474
ALB,female,27,0.00026601,98617.812
ALB,female,28,0.00028434,98591.579
ALB,female,29,0.00030496,98563.545
ALB,female,30,0.00032883,98533.487
ALB,female,31,0.00035783,98501.086
ALB,female,32,0.00039379,98465.84
ALB,female,33,0.00043856,98427.065
ALB,female,34,0.00049269,98383.899
ALB,female,35,0.00055491,98335.426
ALB,female,36,0.00062243,98280.859
ALB,female,37,0.00069057,98219.686
ALB,female,38,0.00075558,98151.859
ALB,female,39,0.00081595,98077.697
ALB,female,40,0.00087317,97997.67
ALB,female,41,0.00093262,97912.102
ALB,female,42,0.00100004,97820.788
ALB,female,43,0.00108087,97722.963
ALB,female,44,0.00117877,97617.337
ALB,female,45,0.00129369,97502.269
ALB,female,46,0.00142359,97376.131
ALB,female,47,0.00156322,97237.507
ALB,female,48,0.00170643,97085.504
ALB,female,49,0.00184805,96919.834
ALB,female,50,0.00198403,96740.722
ALB,female,51,0.00211392,96548.785
ALB,female,52,0.00223973,96344.688
ALB,female,53,0.0023675,96128.902
ALB,female,54,0.00250623,95901.317
ALB,female,55,0.00266942,95660.966
ALB,female,56,0.00287217,95405.606
ALB,female,57,0.00312805,95131.585
ALB,female,58,0.00344878,94834.008
ALB,female,59,0.00383295,94506.947
ALB,female,60,0.00427061,94144.707
ALB,female,61,0.0047371,93742.652
ALB,female,62,0.00520249,93298.583
ALB,female,63,0.00566071,92813.198
ALB,female,64,0.00612521,92287.81
ALB,female,65,0.00666167,91722.528
ALB,female,66,0.00736708,91111.503
ALB,female,67,0.0083524,90440.277
ALB,female,68,0.00975771,89684.883
ALB,female,69,0.01168078,88809.764
ALB,female,70,0.01418684,87772.397
ALB,female,71,0.01722111,86527.185
ALB,female,72,0.0205699,85037.091
ALB,female,73,0.02399432,83287.886
ALB,female,74,0.02724908,81289.45
ALB,female,75,0.03031999,79074.387
ALB,female,76,0.03340154,76676.852
ALB,female,77,0.03677276,74115.727
ALB,female,78,0.04078933,71390.287
ALB,female,79,0.04567806,68478.325
ALB,female,80,0.05155982,65350.368
ALB,female,81,0.05841905,61980.915
ALB,female,82,0.06607772,58360.049
ALB,female,83,0.07438201,54503.75
ALB,female,84,0.0832207,50449.652
ALB,female,85,0.09262477,46251.197
ALB,female,86,0.10280581,41967.19
ALB,female,87,0.11399191,37652.719
ALB,female,88,0.1264081,33360.614
ALB,female,89,0.14014584,29143.562
ALB,female,90,0.15509253,25059.213
ALB,female,91,0.17105723,21172.716
ALB,female,92,0.18777744,17550.97
ALB,female,93,0.20513345,14255.294
ALB,female,94,0.22328079,11331.056
ALB,female,95,0.24266313,8801.049
ALB,female,96,0.26259202,6665.359
ALB,female,97,0.28306493,4915.089
ALB,female,98,0.30393342,3523.8
ALB,female,99,0.32503681,2452.799
ALB,female,100,1,1655.549
ALB,male,0,0.00879023,100000
ALB,male,1,0.00048045,99120.977
ALB,male,2,0.00036881,99073.354
ALB,male,3,0.00028597,99036.814
ALB,male,4,0.00022643,99008.493
ALB,male,5,0.00018426,98986.075
ALB,male,6,0.00015667,98967.835
ALB,male,7,0.00014171,98952.33
ALB,male,8,0.00013747,98938.308
ALB,male,9,0.00014202,98924.706
ALB,male,10,0.00015341,98910.657
ALB,male,11,0.00017341,98895.483
ALB,male,12,0.00020258,98878.333
ALB,male,13,0.00024123,98858.302
ALB,male,14,0.00028823,98834.455
ALB,male,15,0.00034012,98805.968
ALB,male,16,0.00039087,98772.362
ALB,male,17,0.00043246,98733.755
ALB,male,18,0.00045994,98691.057
ALB,male,19,0.00047173,98645.665
ALB,male,20,0.00047269,98599.131
ALB,male,21,0.00047019,98552.524
ALB,male,22,0.00047035,98506.186
ALB,male,23,0.0004782,98459.854
ALB,male,24,0.00049499,98412.77
ALB,male,25,0.00052028,98364.056
ALB,male,26,0.00055189,98312.88
ALB,male,27,0.0005865,98258.622
ALB,male,28,0.00062242,98200.993
ALB,male,29,0.00065936,98139.871
ALB,male,30,0.00069964,98075.161
ALB,male,31,0.00074786,98006.545
ALB,male,32,0.00080826,97933.25
