iso3,age,male,female
ATG,99,0.001,0.007
ATG,100,0,0.015
AUS,0,156.764,148.461
AUS,1,157.499,149.125
AUS,2,156.821,148.618
AUS,3,155.912,147.583
AUS,4,157.238,148.399
AUS,5,159.196,150.262
AUS,6,162.407,153.448
AUS,7,165.639,156.425
AUS,8,166.744,157.373
AUS,9,167.829,158.429
AUS,10,169.002,159.702
AUS,11,168.883,159.946
AUS,12,168.726,160.04
AUS,13,169.143,160.282
AUS,14,169.243,160.071
AUS,15,168.983,159.55
AUS,16,167.166,157.596
AUS,17,162.821,153.422
AUS,18,158.532,149.329
AUS,19,155.983,147.452
AUS,20,155.497,147.826
AUS,21,159.513,151.105
AUS,22,167.278,157.162
AUS,23,173.383,162.713
AUS,24,176.577,166.451
AUS,25,180.117,170.787
AUS,26,185.223,176.39
AUS,27,190.409,181.913
AUS,28,193.561,186.708
AUS,29,193.909,190.046
AUS,30,192.965,192.359
AUS,31,193.483,195.488
AUS,32,195.582,198.677
AUS,33,196.033,199.356
AUS,34,194.12,197.919
AUS,35,192.222,196.328
AUS,36,191.936,195.467
AUS,37,192.119,195.034
AUS,38,191.373,194.156
AUS,39,190.107,192.362
AUS,40,187.909,189.523
AUS,41,183.389,185.209
AUS,42,176.79,179.633
AUS,43,169.763,173.724
AUS,44,164.19,168.86
AUS,45,160.698,165.366
AUS,46,159.483,163.167
AUS,47,160.177,162.708
AUS,48,161.631,164.108
AUS,49,163.858,167.111
AUS,50,167.258,171.451
AUS,51,170.81,176.213
AUS,52,169.826,175.836
AUS,53,163.798,169.636
AUS,54,158.018,163.732
AUS,55,153.349,158.795
AUS,56,149.953,155.126
AUS,57,149.035,154.422
AUS,58,150.293,156.29
AUS,59,152.506,159.213
AUS,60,153.151,160.458
AUS,61,151.55,159.62
AUS,62,147.941,157.345
AUS,63,143.214,153.677
AUS,64,139.269,150.07
AUS,65,135.925,146.839
AUS,66,132.776,143.244
AUS,67,129.44,139.433
AUS,68,125.026,135.52
AUS,69,121.065,131.762
AUS,70,118.082,128.04
AUS,71,114.939,124.391
AUS,72,111.879,121.285
AUS,73,108.712,117.953
AUS,74,105.798,114.463
AUS,75,104.748,112.908
AUS,76,100.286,108.183
AUS,77,89.406,97.019
AUS,78,79.918,87.674
AUS,79,72.704,80.894
AUS,80,65.5,73.758
AUS,81,59.755,67.997
AUS,82,54.301,63.051
AUS,83,48.878,58.58
AUS,84,43.717,54.25
AUS,85,38.746,49.708
AUS,86,34.065,45.245
AUS,87,29.3,40.684
AUS,88,24.744,36.019
AUS,89,20.827,31.776
AUS,90,17.427,27.983
AUS,91,14.49,24.424
AUS,92,11.863,21.015
AUS,93,9.364,17.449
AUS,94,7.071,13.925
AUS,95,5.149,10.858
AUS,96,3.648,8.31
AUS,97,2.48,6.16
AUS,98,1.599,4.315
AUS,99,0.993,2.883
AUS,100,1.233,4.42
AUT,0,41.139,39.015
AUT,1,43.825,41.574
AUT,2,44.489,42.223
AUT,3,44.089,41.909
AUT,4,44.872,42.711
AUT,5,46.415,43.861
AUT,6,47.191,44.474
AUT,7,46.624,43.959
AUT,8,45.846,43.026
AUT,9,45.063,42.382
AUT,10,44.612,41.93
AUT,11,44.602,41.749
AUT,12,44.556,41.95
AUT,13,44.09,41.916
AUT,14,44.133,41.67
AUT,15,44.303,41.849
AUT,16,44.281,42.385
AUT,17,44.938,43.061
AUT,18,45.702,43.492
AUT,19,45.966,43.556
AUT,20,46.356,44.011
AUT,21,46.9,44.431
AUT,22,48.331,45.589
AUT,23,50.557,47.616
AUT,24,52.62,49.479
AUT,25,55.016,52.107
AUT,26,57.535,54.87
AUT,27,59.139,56.548
AUT,28,60.481,57.828
AUT,29,62.556,59.737
AUT,30,64.159,61.126
AUT,31,65.315,62.153
AUT,32,65.41,62.6
AUT,33,64.74,62.564
AUT,34,64.647,62.41
AUT,35,64.219,61.856
AUT,36,63.318,61.538
AUT,37,63.283,61.366
AUT,38,63.21,61.599
AUT,39,62.934,61.894
AUT,40,63.355,62.693
AUT,41,63.658,63.332
AUT,42,62.923,61.916
AUT,43,60.589,59.222
AUT,44,58.178,57.267
AUT,45,57.185,56.818
AUT,46,56.951,56.916
AUT,47,57.996,58.233
AUT,48,59.291,60.156
AUT,49,59.507,61.006
AUT,50,61.042,62.678
AUT,51,63.798,65.127
AUT,52,65.674,66.664
AUT,53,68.433,69.222
AUT,54,71.472,71.707
AUT,55,72.382,72.052
AUT,56,72.063,71.792
AUT,57,71.941,71.859
AUT,58,71.886,72.147
AUT,59,71.159,72.055
AUT,60,69.652,70.573
AUT,61,67.453,68.397
AUT,62,64.401,65.974
AUT,63,61.201,63.303
AUT,64,57.867,60.731
AUT,65,55.118,58.6
AUT,66,52.932,57.367
AUT,67,49.635,54.706
AUT,68,45.867,51.04
AUT,69,42.999,48.684
AUT,70,41.253,47.138
AUT,71,39.227,45.319
AUT,72,37.91,44.355
AUT,73,37.63,44.505
AUT,74,37.207,44.873
AUT,75,36.838,45.134
AUT,76,33.138,40.895
AUT,77,26.616,33.638
AUT,78,26.293,34.462
AUT,79,28.314,37.767
AUT,80,27.27,36.721
AUT,81,28.131,38.483
AUT,82,29.415,41.166
AUT,83,27.86,39.922
AUT,84,21.237,31.416
AUT,85,14.954,22.875
AUT,86,12.453,19.999
AUT,87,10.574,18.227
AUT,88,8.956,16.481
AUT,89,7.725,14.879
AUT,90,6.644,13.383
AUT,91,5.444,11.672
AUT,92,4.394,9.904
AUT,93,3.374,8.11
AUT,94,2.43,6.348
AUT,95,1.7,4.832
AUT,96,1.149,3.699
AUT,97,0.749,2.794
AUT,98,0.462,1.966
AUT,99,0.277,1.329
AUT,100,0.347,1.856
AZE,0,65.984,59.108
AZE,1,68.618,61.266
AZE,2,72.132,64.184
AZE,3,76.731,68.044
AZE,4,73.252,65.465
AZE,5,70.798,64.315
AZE,6,77.741,70.802
AZE,7,83.816,76.198
AZE,8,88.328,80.104
AZE,9,89.466,80.939
AZE,10,89.981,81.228
AZE,11,89.854,80.713
AZE,12,90.6,81.281
AZE,13,90.204,81.091
AZE,14,85.942,77.36
AZE,15,82.305,73.957
AZE,16,79.692,71.326
AZE,17,78.314,69.953
AZE,18,75.707,67.54
AZE,19,70.31,62.876
AZE,20,66.108,59.343
AZE,21,64.267,58.625
AZE,22,65.03,61.228
AZE,23,67.53,64.924
AZE,24,67.48,66.07
AZE,25,68.254,68.37
AZE,26,72.773,74.722
AZE,27,78.284,82.251
AZE,28,83.305,88.645
AZE,29,85.85,92.03
AZE,30,87.879,94.544
AZE,31,90.859,97.498
AZE,32,94.866,101.485
AZE,33,96.626,103.003
AZE,34,93.631,99.286
AZE,35,90.705,95.332
AZE,36,89.246,93.231
AZE,37,88.3,92.491
AZE,38,85.799,89.587
AZE,39,81.49,84.582
AZE,40,77.481,80.141
AZE,41,75.449,77.475
AZE,42,75.916,77.838
AZE,43,73.743,75.815
AZE,44,68.171,70.424
AZE,45,63.983,66.537
AZE,46,62.026,65.188
AZE,47,60.806,65.094
AZE,48,58.091,63.127
AZE,49,55.087,60.599
AZE,50,54.396,60.392
AZE,51,55.474,61.633
AZE,52,58.517,65.142
AZE,53,59.304,67.272
AZE,54,57.539,66.909
AZE,55,56.099,65.832
AZE,56,55.129,64.963
AZE,57,56.468,67.075
AZE,58,56.55,67.51
AZE,59,55.362,66.412
AZE,60,54.517,65.859
AZE,61,53.868,64.755
AZE,62,54.396,64.799
AZE,63,52.285,62.987
AZE,64,46.75,57.421
AZE,65,41.504,51.683
AZE,66,37.445,47.742
AZE,67,33.711,43.901
AZE,68,30.123,39.157
AZE,69,26.071,34.084
AZE,70,22.923,30.36
AZE,71,21.13,27.864
AZE,72,19.674,25.859
AZE,73,17.377,23.503
AZE,74,14.336,20.433
AZE,75,12.025,18.038
AZE,76,9.434,14.98
AZE,77,6.527,10.959
AZE,78,4.519,7.772
AZE,79,3.783,6.593
AZE,80,4.174,7.788
AZE,81,4.856,9.322
AZE,82,5.238,10.258
AZE,83,4.975,10.014
AZE,84,4.46,9.473
AZE,85,3.958,8.66
AZE,86,3.276,7.228
AZE,87,2.547,5.726
AZE,88,1.871,4.09
AZE,89,1.351,2.936
AZE,90,1.016,2.317
AZE,91,0.707,1.601
AZE,92,0.529,1.247
AZE,93,0.39,0.935
AZE,94,0.248,0.59
AZE,95,0.148,0.391
AZE,96,0.081,0.215
AZE,97,0.049,0.134
AZE,98,0.028,0.084
AZE,99,0.015,0.048
AZE,100,0.015,0.051
BDI,0,224.59,220.381
BDI,1,220.976,217.269
BDI,2,218.624,215.195
BDI,3,215.919,212.7
BDI,4,212.271,209.309
BDI,5,209.906,207.117
BDI,6,209.898,207.284
BDI,7,212.31,209.921
BDI,8,212.961,210.844
BDI,9,209.695,207.888
BDI,10,205.623,204.079
BDI,11,201.692,200.375
BDI,12,197.883,196.79
BDI,13,190.235,189.332
BDI,14,179.906,179.212
BDI,15,170.844,170.328
BDI,16,162.423,162.065
BDI,17,153.839,153.681
BDI,18,144.562,144.579
BDI,19,135.132,135.245
BDI,20,126.734,126.891
BDI,21,118.719,118.934
BDI,22,111.387,111.704
BDI,23,105.15,105.582
BDI,24,98.806,99.344
BDI,25,94.305,94.954
BDI,26,94.349,95.134
BDI,27,94.9,95.804
BDI,28,84.593,85.495
BDI,29,83.994,85.1
BDI,30,91.064,92.379
BDI,31,88.659,90.091
BDI,32,87.502,89.2
BDI,33,86.415,88.28
BDI,34,85.241,87.296
BDI,35,83.612,85.76
BDI,36,81.781,84.032
BDI,37,80.315,82.766
BDI,38,78.571,81.165
BDI,39,76.438,79.142
BDI,40,73.743,76.494
BDI,41,70.974,73.74
BDI,42,66.094,68.778
BDI,43,60.612,63.163
BDI,44,56.562,58.99
BDI,45,52.103,54.358
BDI,46,48.218,50.31
BDI,47,44.783,46.749
BDI,48,41.191,43.042
BDI,49,37.565,39.311
BDI,50,35.599,37.359
BDI,51,34.066,35.897
BDI,52,31.575,33.449
BDI,53,29.415,31.346
BDI,54,27.464,29.416
BDI,55,25.573,27.521
BDI,56,23.871,25.823
BDI,57,22.416,24.402
BDI,58,20.954,22.971
BDI,59,19.686,21.741
BDI,60,18.916,21.064
BDI,61,18.006,20.223
BDI,62,17.131,19.41
BDI,63,16.461,18.828
BDI,64,15.761,18.207
BDI,65,15.04,17.546
BDI,66,14.312,16.865
BDI,67,13.575,16.159
BDI,68,12.8,15.393
BDI,69,12.006,14.605
BDI,70,11.201,13.802
BDI,71,10.409,13.005
BDI,72,9.653,12.238
BDI,73,7.626,10.025
BDI,74,6.013,8.258
BDI,75,5.59,7.813
BDI,76,4.97,7.098
BDI,77,4.437,6.453
BDI,78,3.901,5.779
BDI,79,3.383,5.103
BDI,80,2.894,4.444
BDI,81,2.448,3.824
BDI,82,2.049,3.256
BDI,83,1.696,2.74
BDI,84,1.38,2.272
BDI,85,1.097,1.847
BDI,86,0.85,1.468
BDI,87,0.638,1.143
BDI,88,0.469,0.876
BDI,89,0.338,0.663
BDI,90,0.235,0.491
BDI,91,0.158,0.356
BDI,92,0.102,0.251
BDI,93,0.064,0.173
BDI,94,0.038,0.115
BDI,95,0.021,0.074
BDI,96,0.011,0.046
BDI,97,0.005,0.027
BDI,98,0.002,0.015
BDI,99,0.001,0.008
BDI,100,0.002,0.007
BEL,0,55.377,52.859
BEL,1,59.868,57.221
BEL,2,60.275,57.619
BEL,3,60.391,57.981
BEL,4,61.776,59.441
BEL,5,62.826,60.194
BEL,6,64.148,61.303
BEL,7,65.284,62.411
BEL,8,66.634,63.512
BEL,9,67.76,64.451
BEL,10,68.538,65.565
BEL,11,69.68,66.783
BEL,12,70.732,67.668
BEL,13,71.139,67.907
BEL,14,71.177,67.598
BEL,15,70.475,67.138
BEL,16,69.231,66.496
BEL,17,68.336,65.32
BEL,18,67.445,63.95
BEL,19,66.525,63.264
BEL,20,66.026,62.894
BEL,21,66.722,63.755
BEL,22,68.319,65.516
BEL,23,69.031,66.454
BEL,24,69.075,67.067
BEL,25,70.038,68.625
BEL,26,71.004,70.186
BEL,27,71.617,70.84
BEL,28,72.438,71.297
BEL,29,73.965,73.25
BEL,30,76.204,76.021
BEL,31,77.963,77.691
BEL,32,78.305,78.314
BEL,33,77.666,77.813
BEL,34,77.069,77.335
BEL,35,76.284,76.778
BEL,36,75.645,75.976
BEL,37,74.902,75.267
BEL,38,74.359,74.936
BEL,39,74.74,75.085
BEL,40,75.651,75.818
BEL,41,76.963,76.869
BEL,42,77.751,77.814
BEL,43,77.706,77.408
BEL,44,76.674,76.004
BEL,45,75.481,75.176
BEL,46,74.653,73.928
BEL,47,73.715,72.605
BEL,48,74.229,72.798
BEL,49,76.109,74.192
BEL,50,77.737,76.075
BEL,51,79.21,78.073
BEL,52,80.36,78.829
BEL,53,80.277,78.35
BEL,54,79.314,77.742
BEL,55,79.075,77.364
BEL,56,79.928,78.044
BEL,57,81.237,79.737
BEL,58,82.523,81.532
BEL,59,82.04,81.668
BEL,60,79.793,79.695
BEL,61,77.921,78.581
BEL,62,76.415,77.614
BEL,63,74.927,76.71
BEL,64,72.878,75.335
BEL,65,70.332,72.826
BEL,66,67.642,70.811
BEL,67,64.998,69.249
BEL,68,62.688,67.445
BEL,69,60.302,65.177
BEL,70,58.223,63.263
BEL,71,55.549,61.018
BEL,72,53.178,59.467
BEL,73,51.981,58.717
BEL,74,50.697,58.029
BEL,75,49.031,57.269
BEL,76,47.289,55.989
BEL,77,41.92,50.971
BEL,78,36.777,45.833
BEL,79,34.312,43.364
BEL,80,29.852,38.761
BEL,81,25.269,33.85
BEL,82,23.808,33.217
BEL,83,24.16,35.239
BEL,84,23.392,35.207
BEL,85,21.317,32.76
BEL,86,18.545,29.765
BEL,87,15.95,27.195
BEL,88,13.848,24.838
BEL,89,11.851,22.363
BEL,90,9.854,20.026
BEL,91,8.072,17.46
BEL,92,6.465,14.706
BEL,93,4.775,11.789
BEL,94,3.344,9.011
BEL,95,2.346,6.782
BEL,96,1.585,5.016
BEL,97,1.052,3.646
BEL,98,0.681,2.514
BEL,99,0.416,1.665
BEL,100,0.504,2.352
BEN,0,231.41,223.833
BEN,1,224.498,217.926
BEN,2,219.611,213.537
BEN,3,215.628,209.957
BEN,4,212.721,207.323
BEN,5,210.287,205.036
BEN,6,207.237,202.054
BEN,7,203.014,197.906
BEN,8,197.96,192.927
BEN,9,192.592,187.601
BEN,10,186.889,181.959
BEN,11,180.796,176.012
BEN,12,174.799,170.179
BEN,13,169.501,164.946
BEN,14,164.983,160.404
BEN,15,161.238,156.62
BEN,16,157.473,152.816
BEN,17,152.277,147.593
BEN,18,146.793,142.155
BEN,19,142.016,137.584
BEN,20,137.047,132.91
BEN,21,132.358,128.434
BEN,22,128.385,124.606
BEN,23,124.802,121.216
BEN,24,121.314,117.993
BEN,25,117.74,114.704
BEN,26,114.144,111.37
BEN,27,111.048,108.512
BEN,28,109.442,107.12
BEN,29,105.362,103.322
BEN,30,99.853,98.108
BEN,31,96.624,95.098
BEN,32,93.533,92.302
BEN,33,90.329,89.475
BEN,34,87.428,86.96
BEN,35,84.632,84.521
BEN,36,81.569,81.777
BEN,37,78.588,79.073
BEN,38,75.734,76.449
BEN,39,72.846,73.781
BEN,40,70.093,71.237
BEN,41,67.401,68.716
BEN,42,64.328,65.771
BEN,43,60.928,62.501
BEN,44,57.593,59.31
BEN,45,54.862,56.715
BEN,46,52.62,54.599
BEN,47,50.475,52.559
BEN,48,48.447,50.617
BEN,49,46.517,48.761
BEN,50,44.707,47.015
BEN,51,42.904,45.27
BEN,52,41.072,43.495
BEN,53,39.285,41.746
BEN,54,37.541,40.029
BEN,55,35.866,38.379
BEN,56,34.277,36.813
BEN,57,32.73,35.285
BEN,58,31.14,33.724
BEN,59,29.499,32.109
BEN,60,27.857,30.48
BEN,61,26.218,28.846
BEN,62,24.45,27.061
BEN,63,22.711,25.288
BEN,64,21.157,23.695
BEN,65,19.672,22.163
BEN,66,18.248,20.684
BEN,67,16.89,19.264
BEN,68,15.61,17.91
BEN,69,14.399,16.621
BEN,70,13.254,15.399
BEN,71,12.163,14.229
BEN,72,11.141,13.13
BEN,73,10.129,12.029
BEN,74,9.293,11.113
BEN,75,8.457,10.213
BEN,76,7.306,9.547
BEN,77,6.366,8.975
BEN,78,5.688,8.089
BEN,79,4.979,7.157
BEN,80,4.285,6.221
BEN,81,3.626,5.333
BEN,82,3.034,4.522
BEN,83,2.51,3.787
BEN,84,2.037,3.118
BEN,85,1.624,2.531
BEN,86,1.276,2.031
BEN,87,0.985,1.607
BEN,88,0.741,1.25
BEN,89,0.545,0.958
BEN,90,0.391,0.723
BEN,91,0.273,0.533
BEN,92,0.185,0.385
BEN,93,0.122,0.271
BEN,94,0.079,0.186
BEN,95,0.05,0.124
BEN,96,0.03,0.081
BEN,97,0.018,0.051
BEN,98,0.01,0.031
BEN,99,0.006,0.019
BEN,100,0.007,0.023
BFA,0,353.137,340.993
BFA,1,342.743,332.075
BFA,2,334.704,324.668
BFA,3,333.344,323.243
BFA,4,338.248,327.983
BFA,5,342.986,332.518
BFA,6,344.572,334.005
BFA,7,342.689,332.171
BFA,8,338.786,328.391
BFA,9,333.49,323.281
BFA,10,327.086,317.175
BFA,11,319.19,309.658
BFA,12,310.827,301.713
BFA,13,302.054,293.316
BFA,14,293.286,284.885
BFA,15,284.327,276.41
BFA,16,274.555,267.202
BFA,17,263.049,256.173
BFA,18,251.321,244.933
BFA,19,241.637,235.893
BFA,20,232.022,226.918
BFA,21,222.936,218.393
BFA,22,215.023,211.129
BFA,23,206.407,203.326
BFA,24,198.159,195.985
BFA,25,191.073,189.698
BFA,26,184.218,183.441
BFA,27,177.147,176.935
BFA,28,170.033,170.355
BFA,29,163.637,164.315
BFA,30,158.389,159.341
BFA,31,153.866,155.057
BFA,32,149.166,150.531
BFA,33,144.266,145.835
BFA,34,139.763,141.601
BFA,35,135.887,137.929
BFA,36,132.19,134.4
BFA,37,128.227,130.554
BFA,38,123.688,126.076
BFA,39,118.713,121.178
BFA,40,114.028,116.587
BFA,41,109.713,112.419
BFA,42,105.224,108.156
BFA,43,100.474,103.725
BFA,44,95.403,99.038
BFA,45,89.814,93.861
BFA,46,84.172,88.656
BFA,47,79.087,84.031
BFA,48,74.379,79.817
BFA,49,69.819,75.751
BFA,50,65.582,71.988
BFA,51,61.791,68.641
BFA,52,58.464,65.729
BFA,53,55.432,63.087
BFA,54,52.676,60.639
BFA,55,49.999,58.173
BFA,56,47.33,55.664
BFA,57,44.817,53.279
BFA,58,42.401,50.959
BFA,59,40.013,48.617
BFA,60,37.718,46.343
BFA,61,35.533,44.16
BFA,62,33.334,41.935
BFA,63,31.16,39.718
BFA,64,28.989,37.484
BFA,65,26.802,35.224
BFA,66,24.694,33.02
BFA,67,22.659,30.86
BFA,68,20.652,28.696
BFA,69,18.718,26.568
BFA,70,16.848,24.459
BFA,71,15.021,22.341
BFA,72,13.281,20.259
BFA,73,11.644,18.133
BFA,74,10.263,16.242
BFA,75,10.03,15.437
BFA,76,9.854,14.753
BFA,77,8.764,13.296
BFA,78,7.498,11.613
BFA,79,6.252,9.915
BFA,80,5.111,8.313
BFA,81,4.116,6.861
BFA,82,3.268,5.585
BFA,83,2.559,4.484
BFA,84,1.972,3.543
BFA,85,1.478,2.732
BFA,86,1.069,2.046
BFA,87,0.747,1.488
BFA,88,0.505,1.055
BFA,89,0.328,0.727
BFA,90,0.205,0.484
BFA,91,0.12,0.31
BFA,92,0.065,0.191
BFA,93,0.031,0.113
BFA,94,0.013,0.063
BFA,95,0.004,0.033
BFA,96,0.001,0.016
BFA,97,0.001,0.007
BFA,98,0,0.002
BFA,99,0,0.001
BFA,100,0,0.001
BGD,0,1743.466,1667.409
BGD,1,1722.273,1644.919
BGD,2,1690.629,1611.331
BGD,3,1659.205,1578.146
BGD,4,1635.6,1552.094
BGD,5,1618.252,1531.911
BGD,6,1608.579,1518.368
BGD,7,1608.501,1511.508
BGD,8,1617.725,1510.095
BGD,9,1636.59,1514.628
BGD,10,1664.422,1525.122
BGD,11,1696.648,1541.527
BGD,12,1726.328,1564.755
BGD,13,1747.88,1594.273
BGD,14,1758.759,1628.612
BGD,15,1758.018,1666.369
BGD,16,1745.101,1703.416
BGD,17,1719.59,1732.883
BGD,18,1681.882,1750.924
BGD,19,1631.318,1756.142
BGD,20,1568.861,1748.961
BGD,21,1502.025,1733.649
BGD,22,1443.498,1717.122
BGD,23,1401.838,1704.162
BGD,24,1379.142,1696.172
BGD,25,1374.076,1692.427
BGD,26,1376.762,1685.425
BGD,27,1373.832,1665.457
BGD,28,1357.391,1627.36
BGD,29,1323.12,1567.638
BGD,30,1273.11,1488.918
BGD,31,1218.107,1404.909
BGD,32,1173.872,1336.884
BGD,33,1150.329,1298.613
BGD,34,1148.723,1291.849
BGD,35,1169.144,1315.79
BGD,36,1201.585,1355.186
BGD,37,1226.966,1380.996
BGD,38,1233.639,1374.876
BGD,39,1219.187,1333.149
BGD,40,1185.504,1259.026
BGD,41,1137.512,1164.532
BGD,42,1084.549,1071.746
BGD,43,1033.873,996.607
BGD,44,986.573,941.784
BGD,45,943.116,906.66
BGD,46,903.585,885.942
BGD,47,867.746,869.804
BGD,48,835.74,852.283
BGD,49,807.178,831.964
BGD,50,782.198,809.152
BGD,51,758.209,782.639
BGD,52,734.877,753.745
BGD,53,713.826,725.236
BGD,54,693.626,696.463
BGD,55,673.577,667.078
BGD,56,653.083,637.223
BGD,57,632.227,608.045
BGD,58,611.635,580.962
BGD,59,591.298,556.035
BGD,60,570.972,532.682
BGD,61,550.563,510.296
BGD,62,530.04,488.192
BGD,63,509.639,466.203
BGD,64,489.523,444.425
BGD,65,469.745,422.975
BGD,66,450.032,401.682
BGD,67,429.809,388.939
BGD,68,406.216,381.878
BGD,69,378.796,369.995
BGD,70,349.279,354.531
BGD,71,317.133,335.763
BGD,72,286.647,311.274
BGD,73,256.224,278.214
BGD,74,232.339,251.636
BGD,75,222.154,240.741
BGD,76,210.385,228.902
BGD,77,191.877,210.845
BGD,78,172.069,191.925
BGD,79,152.215,172.986
BGD,80,133.278,154.542
BGD,81,115.645,136.942
BGD,82,99.471,120.44
BGD,83,84.812,105.445
BGD,84,71.644,91.801
BGD,85,59.636,78.904
BGD,86,48.677,66.737
BGD,87,39.015,55.605
BGD,88,30.837,45.801
BGD,89,24.006,37.245
BGD,90,18.257,29.743
BGD,91,13.497,23.259
BGD,92,9.685,17.736
BGD,93,6.734,13.159
BGD,94,4.508,9.478
BGD,95,2.889,6.588
BGD,96,1.754,4.399
BGD,97,0.986,2.808
BGD,98,0.488,1.699
BGD,99,0.186,0.963
BGD,100,0.152,1.002
BGR,0,32.581,30.753
BGR,1,31.604,29.954
BGR,2,30.479,28.892
BGR,3,31.331,29.722
BGR,4,32.298,30.506
BGR,5,33.081,31.232
BGR,6,33.727,32.07
BGR,7,34.228,32.313
BGR,8,34.802,32.789
BGR,9,34.414,32.766
BGR,10,34.418,32.624
BGR,11,35.438,33.237
BGR,12,35.779,33.7
BGR,13,36.565,34.896
BGR,14,36.752,35.039
BGR,15,35.666,33.565
BGR,16,34.855,32.751
BGR,17,34.099,32.218
BGR,18,33.459,31.747
BGR,19,32.864,31.105
BGR,20,32.324,30.256
BGR,21,32.16,30.058
BGR,22,32.917,31.19
BGR,23,33.778,32.334
BGR,24,32.026,30.561
BGR,25,29.79,27.921
BGR,26,30.849,28.862
BGR,27,32.282,30.576
BGR,28,33.831,32.258
BGR,29,36.767,34.908
BGR,30,39.098,36.87
BGR,31,41.69,39.444
BGR,32,45.028,42.822
BGR,33,47.809,45.612
BGR,34,49.563,47.031
BGR,35,49.571,47.005
BGR,36,49.41,47.026
BGR,37,49.459,46.767
BGR,38,49.432,46.162
BGR,39,49.669,46.347
BGR,40,49.508,46.15
BGR,41,49.891,46.218
BGR,42,50.429,46.949
BGR,43,52.108,48.648
BGR,44,53.27,50.164
BGR,45,53.878,51.244
BGR,46,55.362,52.582
BGR,47,55.836,53.078
BGR,48,56.414,54.005
BGR,49,55.042,53.257
BGR,50,51.482,49.709
BGR,51,50.407,48.392
BGR,52,51.467,49.593
BGR,53,52.329,50.916
BGR,54,51.576,51.123
BGR,55,47.337,47.473
BGR,56,43.623,43.923
BGR,57,43.149,44.005
BGR,58,43.62,45.327
BGR,59,44.021,46.167
BGR,60,43.651,46.581
BGR,61,43.699,47.45
BGR,62,43.581,47.865
BGR,63,42.145,47.354
BGR,64,41.002,47.337
BGR,65,40.419,47.836
BGR,66,40.201,48.718
BGR,67,39.706,49.593
BGR,68,38.109,48.94
BGR,69,36.961,48.193
BGR,70,35.632,47.8
BGR,71,33.386,46.49
BGR,72,33.672,48.498
BGR,73,33.699,49.932
BGR,74,30.97,47.313
BGR,75,28.073,44.465
BGR,76,26.505,42.865
BGR,77,24.05,39.868
BGR,78,20.235,34.531
BGR,79,17.941,31.501
BGR,80,16.4,29.639
BGR,81,14.582,27.024
BGR,82,12.985,24.586
BGR,83,11.222,21.915
BGR,84,9.592,19.436
BGR,85,8.504,17.584
BGR,86,7.469,15.825
BGR,87,6.368,13.691
BGR,88,5.486,11.949
BGR,89,4.523,10.018
BGR,90,3.547,7.93
BGR,91,2.579,5.84
BGR,92,1.79,4.221
BGR,93,1.283,3.1
BGR,94,0.888,2.164
BGR,95,0.579,1.466
BGR,96,0.373,0.949
BGR,97,0.244,0.624
BGR,98,0.156,0.399
BGR,99,0.091,0.228
BGR,100,0.095,0.245
BHR,0,9.534,9.185
BHR,1,9.143,8.805
BHR,2,9.437,9.096
BHR,3,9.87,9.531
BHR,4,10.217,9.883
BHR,5,10.486,10.152
BHR,6,10.675,10.335
BHR,7,10.79,10.422
BHR,8,10.827,10.414
BHR,9,10.789,10.311
BHR,10,10.669,10.123
BHR,11,10.457,9.879
BHR,12,10.145,9.61
BHR,13,9.727,9.332
BHR,14,9.22,9.046
BHR,15,8.71,8.759
BHR,16,8.377,8.483
BHR,17,8.406,8.218
BHR,18,8.87,7.968
BHR,19,9.761,7.737
BHR,20,10.986,7.554
BHR,21,12.326,7.502
BHR,22,13.57,7.659
BHR,23,14.626,8.068
BHR,24,15.489,8.724
BHR,25,16.221,9.565
BHR,26,16.997,10.445
BHR,27,18.003,11.219
BHR,28,19.326,11.824
BHR,29,20.982,12.252
BHR,30,22.91,12.512
BHR,31,24.913,12.636
BHR,32,26.738,12.665
BHR,33,28.248,12.618
BHR,34,29.406,12.501
BHR,35,30.148,12.315
BHR,36,30.391,12.075
BHR,37,30.104,11.803
BHR,38,29.3,11.508
BHR,39,28,11.191
BHR,40,26.306,10.857
BHR,41,24.448,10.507
BHR,42,22.634,10.147
BHR,43,20.963,9.77
BHR,44,19.45,9.373
BHR,45,18.078,8.958
BHR,46,16.837,8.518
BHR,47,15.698,8.058
BHR,48,14.646,7.581
BHR,49,13.677,7.093
BHR,50,12.78,6.608
BHR,51,11.932,6.175
BHR,52,11.117,5.821
BHR,53,10.329,5.554
BHR,54,9.567,5.373
BHR,55,8.828,5.257
BHR,56,8.116,5.151
BHR,57,7.438,5.02
BHR,58,6.801,4.84
BHR,59,6.205,4.612
BHR,60,5.654,4.354
BHR,61,5.152,4.073
BHR,62,4.7,3.793
BHR,63,4.292,3.523
BHR,64,3.93,3.257
BHR,65,3.598,2.995
BHR,66,3.272,2.727
BHR,67,2.936,2.454
BHR,68,2.589,2.181
BHR,69,2.232,1.903
BHR,70,1.874,1.633
BHR,71,1.549,1.391
BHR,72,1.288,1.192
BHR,73,1.101,1.04
BHR,74,0.982,0.945
BHR,75,0.919,0.89
BHR,76,0.885,0.848
BHR,77,0.85,0.807
BHR,78,0.803,0.757
BHR,79,0.738,0.697
BHR,80,0.663,0.633
BHR,81,0.583,0.569
