iso3,year,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49
CPV,2019,14.883,30.681,47.66,63.519,72.962,75.593,76.133,75.703,75.668,76.261,77.202,78.231,79.126,79.663,79.141,77.41,74.904,71.698,68.09,64.067,59.407,53.879,48.127,42.209,35.884,29.07,22.701,16.796,11.727,7.615,4.379,2.565,1.311,0.504,0.094
CPV,2020,13.128,27.252,42.503,56.823,65.468,68.072,68.804,68.675,68.976,69.943,71.361,73.001,74.524,75.681,75.757,74.61,72.489,69.486,65.922,61.827,57.083,51.631,46.022,40.325,34.339,28.051,22.031,16.387,11.513,7.535,4.305,2.519,1.289,0.511,0.112
CPV,2021,12.751,26.601,41.513,55.454,63.754,66.073,66.601,66.347,66.575,67.515,68.972,70.716,72.405,73.781,74.094,73.183,71.277,68.462,65.07,61.131,56.51,51.121,45.558,39.891,33.92,27.613,21.628,16.044,11.241,7.34,4.205,2.458,1.254,0.49,0.101
CPV,2022,12.517,26.213,40.919,54.605,62.647,64.723,65.071,64.704,64.864,65.784,67.283,69.138,71.004,72.611,73.167,72.49,70.788,68.139,64.897,61.085,56.55,51.171,45.594,39.895,33.87,27.464,21.447,15.865,11.087,7.227,4.168,2.441,1.248,0.488,0.1
CPV,2023,12.393,26.046,40.708,54.346,62.333,64.345,64.637,64.223,64.353,65.255,66.746,68.599,70.46,72.061,72.612,71.936,70.242,67.612,64.388,60.596,56.088,50.755,45.229,39.584,33.618,27.281,21.312,15.766,11.013,7.166,4.101,2.385,1.203,0.453,0.078
CRI,1950,26.339,50.809,88.096,136.932,188.577,239.212,279.772,308.557,326.309,333.71,333.011,325.786,316.646,306.631,295.695,283.726,271.913,260.292,249.521,239.069,226.626,210.366,192.13,172.136,150.216,125.863,102.276,79.291,58.913,41.751,28.456,19.011,12.525,8.426,5.068
CRI,1951,26.635,51.422,89.193,138.658,190.94,242.168,283.195,312.304,330.256,337.74,337.032,329.721,320.474,310.341,299.273,287.155,275.195,263.429,252.526,241.947,229.353,212.89,194.427,174.184,151.99,127.329,103.454,80.195,59.579,42.219,28.779,19.226,12.666,8.522,5.126
CRI,1952,26.9,51.946,90.106,140.076,192.879,244.604,286.024,315.409,333.528,341.079,340.36,332.973,323.634,313.402,302.224,289.984,277.903,266.017,255.005,244.323,231.604,214.97,196.316,175.865,153.443,128.524,104.411,80.927,60.116,42.596,29.039,19.4,12.782,8.6,5.173
CRI,1953,27.149,52.403,90.871,141.241,194.47,246.617,288.376,318,336.263,343.869,343.135,335.68,326.259,315.942,304.673,292.333,280.152,268.166,257.064,246.296,233.473,216.696,197.881,177.254,154.639,129.501,105.19,81.521,60.55,42.901,29.249,19.542,12.877,8.664,5.211
CRI,1954,27.339,52.717,91.363,141.959,195.447,247.87,289.852,319.636,337.993,345.63,344.881,337.375,327.897,317.524,306.197,293.796,281.552,269.504,258.345,247.525,234.636,217.766,198.845,178.104,155.363,130.083,105.647,81.864,60.798,43.073,29.37,19.625,12.933,8.703,5.235
CRI,1955,27.522,53.016,91.826,142.635,196.366,249.049,291.244,321.18,339.627,347.293,346.528,338.972,329.44,319.012,307.631,295.171,282.87,270.762,259.55,248.681,235.731,218.771,199.75,178.898,156.038,130.621,106.067,82.178,61.024,43.23,29.48,19.702,12.986,8.739,5.257
CRI,1956,27.693,53.302,92.278,143.299,197.271,250.208,292.609,322.692,341.225,348.919,348.138,340.534,330.949,320.469,309.034,296.517,284.157,271.991,260.727,249.81,236.8,219.752,200.632,179.673,156.694,131.141,106.472,82.48,61.24,43.38,29.587,19.776,13.038,8.775,5.279
CRI,1957,27.973,53.825,93.165,144.662,199.139,252.575,295.375,325.739,344.441,352.2,351.403,343.718,334.036,323.455,311.913,299.276,286.798,274.513,263.144,252.127,238.996,221.779,202.468,181.301,158.094,132.281,107.378,83.169,61.744,43.734,29.834,19.944,13.152,8.852,5.326
CRI,1958,28.238,54.279,93.895,145.751,200.632,254.489,297.63,328.239,347.086,354.896,354.079,346.319,336.552,325.885,314.254,301.521,288.947,276.567,265.112,254.015,240.785,223.426,203.957,182.616,159.218,133.19,108.095,83.711,62.139,44.01,30.029,20.078,13.244,8.916,5.365
CRI,1959,28.427,54.516,94.184,146.106,201.113,255.158,298.463,329.196,348.111,355.935,355.094,347.285,337.47,326.763,315.097,302.333,289.726,277.31,265.825,254.701,241.435,224.015,204.478,183.062,159.583,133.46,108.295,83.852,62.235,44.075,30.078,20.118,13.274,8.937,5.379
CRI,1960,28.492,54.474,93.952,145.622,200.442,254.389,297.634,328.335,347.222,355.015,354.15,346.33,336.517,325.825,314.188,301.466,288.898,276.515,265.064,253.976,240.747,223.363,203.863,182.49,159.06,132.987,107.889,83.524,61.983,43.895,29.96,20.046,13.232,8.91,5.363
CRI,1961,28.354,54.181,93.37,144.614,198.926,252.321,295.084,325.4,344.017,351.655,350.74,342.959,333.229,322.65,311.147,298.575,286.154,273.913,262.592,251.626,238.534,221.311,201.987,180.801,157.574,131.717,106.847,82.712,61.384,43.482,29.708,19.894,13.146,8.86,5.336
CRI,1962,27.914,53.549,92.386,143.083,196.578,248.921,290.725,320.251,338.322,345.669,344.678,336.998,327.44,317.079,305.814,293.495,281.326,269.331,258.235,247.479,234.631,217.704,198.704,177.866,155.012,129.551,105.086,81.357,60.397,42.812,29.313,19.659,13.017,8.79,5.3
CRI,1963,27.372,52.718,91.024,140.907,193.244,244.137,284.607,313.009,330.285,337.184,336.047,328.474,319.132,309.054,298.113,286.15,274.335,262.685,251.896,241.425,228.911,212.413,193.887,173.56,151.262,126.404,102.542,79.406,58.98,41.853,28.741,19.319,12.829,8.688,5.248
CRI,1964,26.752,51.735,89.388,138.28,189.221,238.368,277.185,304.145,320.372,326.644,325.26,317.764,308.637,298.863,288.283,276.734,265.324,254.065,243.614,233.448,221.321,205.362,187.444,167.789,146.236,122.211,99.163,76.823,57.111,40.591,27.982,18.869,12.582,8.554,5.181
CRI,1965,26.22,50.843,87.794,135.588,184.962,232.132,269.018,294.233,309.155,314.608,312.845,305.347,296.368,286.836,276.571,265.41,254.378,243.481,233.331,223.441,211.711,196.372,179.183,160.351,139.734,116.779,94.781,73.471,54.686,38.959,27.003,18.301,12.28,8.398,5.109
CRI,1966,26.072,50.559,86.877,133.437,180.896,225.57,260.071,283.197,296.606,301.162,299.015,291.547,282.723,273.402,263.398,252.557,241.834,231.235,221.326,211.659,200.316,185.654,169.288,151.407,131.888,110.201,89.447,69.365,51.684,36.903,25.716,17.525,11.838,8.14,4.971
CRI,1967,25.966,50.335,86.124,131.638,177.365,219.674,251.728,272.524,284.149,287.551,284.808,277.214,268.414,259.192,249.357,238.761,228.243,217.811,207.992,198.395,187.331,173.32,157.8,140.941,122.649,102.426,83.126,64.495,48.134,34.497,24.254,16.678,11.392,7.908,4.864
CRI,1968,26.528,51.177,86.5,130.59,173.67,212.239,240.53,257.867,266.922,268.735,265.215,257.493,248.739,239.625,229.957,219.592,209.249,198.941,189.18,179.652,168.96,155.787,141.378,125.88,109.23,90.929,73.676,57.161,42.777,30.898,22.183,15.568,10.893,7.711,4.808
CRI,1969,27.327,52.757,88.298,131.806,173.211,209.144,234.935,250.176,257.81,258.892,255.135,247.528,238.932,229.944,220.35,210.026,199.704,189.409,179.623,170.068,159.509,146.743,132.903,118.117,102.307,85.008,68.753,53.253,39.791,28.709,20.617,14.496,10.161,7.189,4.469
CRI,1970,27.951,54.056,89.587,132.147,171.46,204.318,227.242,240.105,246.138,246.403,242.383,234.908,226.483,217.622,208.111,197.842,187.562,177.307,167.536,158.016,147.687,135.455,122.335,108.434,93.663,77.576,62.578,48.371,36.098,26.055,18.812,13.318,9.405,6.679,4.154
CRI,1971,27.824,53.983,89.261,131.144,169.182,200.211,221.204,232.191,236.724,235.932,231.264,223.502,214.97,206.131,196.726,186.649,176.582,166.559,156.977,147.63,137.603,125.92,113.48,100.373,86.507,71.48,57.511,44.335,32.981,23.718,17.055,12.052,8.492,6.01,3.72
CRI,1972,27.747,54.029,89.085,130.274,167.003,196.175,215.32,224.623,227.869,226.224,221.062,213.104,204.501,195.671,186.33,176.38,166.483,156.674,147.288,138.14,128.432,117.281,105.487,93.123,80.085,66.009,52.962,40.704,30.164,21.586,15.427,10.861,7.62,5.363,3.295
CRI,1973,27.657,54.091,88.968,129.53,165.069,192.564,210.112,218.034,220.271,218.003,212.523,204.493,195.916,187.168,177.935,168.132,158.419,148.834,139.641,130.673,121.231,110.532,99.282,87.537,75.175,61.887,49.538,37.945,27.966,19.836,13.943,9.693,6.698,4.64,2.803
CRI,1974,28.253,55.303,90.283,130.258,164.461,190.032,206.001,212.865,214.545,212.173,206.855,199.147,190.87,182.353,173.268,163.549,153.922,144.438,135.315,126.398,117.059,106.608,95.681,84.322,72.369,59.58,47.602,36.335,26.6,18.635,12.748,8.681,5.836,3.914,2.299
CRI,1975,28.916,56.605,91.72,131.153,164.074,187.785,202.223,208.061,209.207,206.747,201.605,194.234,186.269,177.991,169.058,159.424,149.872,140.469,131.392,122.5,113.235,102.995,92.353,81.339,69.758,57.426,45.797,34.839,25.34,17.543,11.673,7.786,5.082,3.283,1.861
CRI,1976,29.673,58.07,93.357,132.261,163.947,185.912,199.087,204.303,205.293,203.047,198.251,191.244,183.537,175.385,166.465,156.757,147.189,137.841,128.852,120.077,110.961,100.922,90.514,79.75,68.39,56.286,44.799,33.955,24.512,16.725,10.746,6.969,4.363,2.663,1.424
CRI,1977,29.878,58.525,93.901,132.655,163.873,185.095,197.564,202.183,202.736,200.223,195.312,188.325,180.722,172.734,163.984,154.451,145.048,135.857,126.98,118.276,109.225,99.301,89.03,78.423,67.219,55.312,43.946,33.199,23.814,16.051,9.984,6.305,3.786,2.176,1.088
CRI,1978,30.22,59.114,94.569,133.172,163.96,184.516,196.343,200.407,200.547,197.77,192.737,185.759,178.245,170.404,161.814,152.446,143.194,134.136,125.354,116.709,107.713,97.874,87.708,77.222,66.141,54.386,43.134,32.492,23.19,15.487,9.397,5.818,3.379,1.838,0.856
CRI,1979,30.609,59.77,95.389,134.006,164.599,184.776,196.202,199.89,199.71,196.684,191.494,184.461,176.986,169.265,160.823,151.622,142.534,133.634,124.97,116.403,107.455,97.666,87.547,77.101,66.041,54.316,43.033,32.339,22.966,15.182,8.922,5.382,2.984,1.494,0.615
CRI,1980,30.262,58.964,94.198,132.566,163.055,183.213,194.331,197.422,196.646,193.125,187.684,180.691,173.439,166.08,158.045,149.273,140.416,131.556,122.765,113.949,104.758,94.875,84.751,74.399,63.562,52.229,41.306,30.976,21.948,14.479,8.446,5.083,2.804,1.388,0.56
CRI,1981,29.723,57.96,92.962,131.396,162.18,182.746,193.839,196.455,195.111,191.068,185.374,178.483,171.586,164.783,157.352,149.199,140.689,131.912,122.955,113.778,104.179,94.041,83.746,73.316,62.536,51.463,40.681,30.458,21.52,14.126,8.034,4.75,2.536,1.182,0.428
CRI,1982,29.227,57.106,92.01,130.657,161.836,182.852,193.935,196.067,194.146,189.573,183.618,176.819,170.26,163.991,157.138,149.573,141.379,132.654,123.506,113.948,103.92,93.496,82.998,72.457,61.695,50.836,40.165,30.032,21.174,13.852,7.72,4.504,2.345,1.04,0.339
CRI,1983,29.495,57.913,93.347,132.379,163.489,183.958,194.305,195.618,193.063,188.103,182.021,175.33,168.983,162.981,156.371,149.005,140.891,132.13,122.849,113.086,102.861,92.313,81.744,71.19,60.477,49.739,39.214,29.256,20.583,13.441,7.478,4.366,2.273,1,0.318
CRI,1984,29.691,58.559,94.463,133.877,165.006,185.098,194.872,195.5,192.379,187.035,180.792,174.158,167.992,162.254,155.906,148.781,140.808,132.089,122.75,112.849,102.473,91.825,81.192,70.609,59.907,49.24,38.77,28.876,20.267,13.188,7.25,4.199,2.148,0.903,0.253
CRI,1985,29.928,59.207,95.525,135.259,166.373,186.088,195.302,195.264,191.59,185.869,179.465,172.887,166.899,161.423,155.338,148.46,140.634,131.962,122.572,112.542,102.024,91.285,80.592,69.985,59.299,48.705,38.3,28.478,19.946,12.942,7.047,4.058,2.049,0.828,0.204
CRI,1986,30.056,59.324,95.403,134.658,165.179,184.281,193.201,193.199,189.654,184.062,177.649,170.866,164.573,158.725,152.277,145.049,137.071,128.433,119.288,109.672,99.605,89.144,78.677,68.241,57.636,46.933,36.675,27.119,18.89,12.2,6.742,3.915,2.009,0.831,0.218
CRI,1987,30.206,59.442,95.22,133.896,163.699,182.049,190.549,190.484,187.021,181.571,175.198,168.29,161.755,155.574,148.786,141.211,133.052,124.39,115.418,106.139,96.466,86.262,76.022,65.784,55.319,44.593,34.589,25.413,17.602,11.334,6.429,3.806,2.025,0.893,0.277
CRI,1988,30.197,59.224,94.546,132.54,161.646,179.382,187.608,187.605,184.29,178.985,172.629,165.564,158.78,152.293,145.215,137.37,129.121,120.539,111.833,102.971,93.749,83.854,73.876,63.853,53.526,42.775,32.962,24.072,16.569,10.605,6.091,3.633,1.958,0.872,0.276
CRI,1989,29.943,58.449,92.857,129.618,157.626,174.576,182.68,183.207,180.679,176.265,170.622,163.98,157.278,150.553,143.088,134.758,126.111,117.241,108.404,99.562,90.467,80.75,71.004,61.255,51.223,40.768,31.308,22.792,15.633,9.971,5.741,3.44,1.869,0.839,0.269
CRI,1990,29.779,57.875,91.499,127.166,154.159,170.337,178.284,179.265,177.469,173.917,168.986,162.785,156.177,149.215,141.346,132.497,123.391,114.147,105.083,96.164,87.109,77.5,67.929,58.416,48.665,38.502,29.426,21.334,14.583,9.291,5.437,3.315,1.858,0.879,0.315
CRI,1991,29.895,57.629,90.461,124.964,150.836,166.103,173.655,174.749,173.23,169.998,165.244,159.011,152.18,144.843,136.601,127.423,118.201,109.052,100.252,91.742,83.187,74.097,65.035,56.003,46.691,36.909,28.204,20.45,13.973,8.887,5.201,3.184,1.792,0.844,0.298
CRI,1992,30.396,58.289,90.73,124.239,148.777,162.577,169.251,170.138,168.792,165.986,161.665,155.756,149.055,141.656,133.26,123.868,114.542,105.401,96.724,88.437,80.176,71.387,62.636,53.918,44.896,35.354,26.931,19.466,13.246,8.378,4.89,3.002,1.689,0.774,0.255
CRI,1993,30.858,58.975,91.105,123.697,146.917,159.202,164.938,165.563,164.382,162.047,158.236,152.745,146.248,138.826,130.285,120.654,111.157,101.926,93.26,85.083,77.013,68.445,59.949,51.511,42.771,33.484,25.386,18.271,12.379,7.803,4.605,2.873,1.652,0.769,0.26
CRI,1994,31.199,59.5,91.304,122.994,144.939,155.769,160.617,161.009,159.983,158.072,154.71,149.575,143.248,135.807,127.149,117.334,107.749,98.534,89.985,82.017,74.219,65.934,57.734,49.593,41.126,32.069,24.231,17.378,11.717,7.332,4.302,2.685,1.535,0.686,0.206
CRI,1995,31.193,59.281,90.581,121.476,142.475,152.281,156.175,155.764,154.285,152.315,149.285,144.841,139.253,132.519,124.482,115.217,105.894,96.684,87.89,79.498,71.316,62.963,54.843,46.928,38.874,30.528,23.149,16.648,11.258,7.07,4.052,2.529,1.435,0.622,0.171
CRI,1996,30.82,58.531,89.19,119.191,139.207,148.019,151.086,150.067,148.25,146.221,143.382,139.35,134.222,127.953,120.355,111.498,102.46,93.417,84.682,76.275,68.098,59.875,51.948,44.291,36.579,28.689,21.702,15.565,10.497,6.579,3.752,2.359,1.348,0.579,0.152
CRI,1997,30.63,58.086,88.2,117.361,136.364,144.054,146.015,144.005,141.6,139.458,136.984,133.756,129.469,123.981,117.069,108.843,100.103,91.068,82.003,73.026,64.359,56.159,48.457,41.212,34.164,27.383,21.016,15.27,10.432,6.611,3.563,2.202,1.212,0.477,0.089
CRI,1998,30.553,57.799,87.636,116.47,135.147,142.521,144.162,141.827,139.09,136.614,133.842,130.366,125.945,120.441,113.598,105.488,96.92,88.091,79.297,70.638,62.27,54.219,46.626,39.458,32.447,25.577,19.358,13.876,9.351,5.86,3.241,2.054,1.173,0.481,0.104
CRI,1999,30.583,57.724,87.438,116.143,134.685,141.91,143.326,140.684,137.584,134.705,131.546,127.725,123.076,117.475,110.632,102.596,94.176,85.55,77.015,68.65,60.565,52.684,45.223,38.151,31.192,24.274,18.169,12.874,8.561,5.292,2.947,1.889,1.092,0.439,0.084
CRI,2000,30.583,57.617,86.962,115.023,132.76,139.099,139.799,136.658,133.232,130.189,127.014,123.31,118.869,113.546,107.015,99.302,91.204,82.887,74.648,66.561,58.731,51.048,43.763,36.851,30.028,23.199,17.248,12.13,7.994,4.89,2.711,1.748,1.011,0.385,0.052
CRI,2001,27.92,52.373,79.808,107.067,125.504,133.778,135.73,132.88,129.113,125.306,121.481,117.496,113.274,108.66,103.099,96.527,89.265,81.456,73.471,65.422,57.48,49.631,42.184,35.15,28.316,21.579,15.813,10.94,7.092,4.294,2.419,1.584,0.944,0.39,0.082
CRI,2002,25.695,48.316,73.929,99.62,117.239,125.455,127.55,124.904,121.244,117.438,113.615,109.695,105.669,101.392,96.295,90.293,83.624,76.414,69.019,61.541,54.124,46.735,39.7,33.038,26.553,20.131,14.682,10.103,6.506,3.911,2.207,1.441,0.856,0.349,0.07
CRI,2003,24.673,46.428,71.158,96.062,113.219,121.305,123.346,120.675,117.029,113.285,109.607,105.926,102.168,98.176,93.366,87.654,81.184,74.091,66.741,59.257,51.842,44.547,37.652,31.175,24.945,18.873,13.708,9.382,6.001,3.58,1.981,1.29,0.762,0.3,0.048
CRI,2004,24.069,45.298,69.262,93.226,109.608,117.207,119.29,117.153,114.158,111.055,107.819,104.319,100.525,96.315,91.229,85.219,78.61,71.54,64.369,57.196,50.135,43.146,36.53,30.299,24.256,18.293,13.254,9.043,5.751,3.391,1.83,1.161,0.668,0.254,0.034
CRI,2005,23.505,44.085,67.656,91.636,108.623,117.352,120.539,119.338,116.949,114.086,110.734,106.803,102.455,97.635,91.979,85.463,78.499,71.224,63.999,56.898,49.947,43.024,36.454,30.243,24.19,18.163,13.111,8.904,5.619,3.265,1.711,1.048,0.584,0.22,0.03
CRI,2006,23.341,43.542,66.243,88.887,104.459,111.882,114.347,113.037,110.839,108.351,105.382,101.762,97.605,92.857,87.241,80.747,73.911,66.866,59.968,53.27,46.76,40.245,34.064,28.22,22.493,16.723,11.968,8.051,5.02,2.875,1.519,0.955,0.551,0.21,0.028
CRI,2007,24.365,45.4,68.764,91.762,107.186,113.999,115.816,113.939,111.418,108.866,106.001,102.593,98.563,93.821,88.119,81.485,74.425,67.098,59.822,52.692,45.836,39.247,33.1,27.38,21.886,16.554,11.989,8.159,5.152,2.984,1.439,0.864,0.472,0.177,0.024
CRI,2008,25.514,47.439,71.392,94.527,109.508,115.397,116.466,114.141,111.442,108.953,106.284,103.14,99.357,94.817,89.238,82.635,75.568,68.196,60.872,53.688,46.758,40.03,33.738,27.873,22.211,16.659,11.967,8.064,5.029,2.869,1.353,0.806,0.441,0.165,0.022
CRI,2009,25.41,46.964,70.183,92.284,106.337,111.581,112.626,110.871,108.861,107.034,104.851,101.969,98.327,93.839,88.271,81.632,74.664,67.514,60.569,53.876,47.383,40.827,34.606,28.715,22.892,16.953,12.072,8.053,4.952,2.766,1.294,0.744,0.394,0.146,0.02
CRI,2010,23.507,43.157,64.503,85.037,98.321,103.555,104.482,102.404,100.112,98.168,96.297,94.254,91.74,88.581,84.36,79.044,72.917,66.142,59.177,52.156,45.243,38.485,32.179,26.343,20.791,15.435,10.945,7.253,4.438,2.495,1.146,0.686,0.379,0.142,0.019
CRI,2011,25.084,45.787,67.599,87.844,100.148,103.95,104.09,102.008,100.121,98.842,97.648,96.173,94.1,91.239,87.152,81.776,75.607,68.806,61.935,55.092,48.272,41.266,34.626,28.385,22.29,16.112,11.18,7.219,4.267,2.299,1.083,0.658,0.377,0.143,0.019
CRI,2012,25.649,46.245,67.774,87.607,99.575,103.132,102.834,100.141,97.696,96,94.669,93.383,91.631,89.177,85.544,80.688,74.841,68.177,61.178,54.006,46.882,39.935,33.458,27.476,21.797,16.371,11.716,7.826,4.834,2.744,1.118,0.63,0.322,0.118,0.016
CRI,2013,23.511,42.625,62.861,81.79,93.555,97.59,98.016,96.129,94.255,92.834,91.537,90.099,88.253,85.817,82.31,77.653,72.17,66.004,59.661,53.241,46.775,40.147,33.843,27.901,22.106,16.295,11.51,7.581,4.596,2.545,1.103,0.606,0.304,0.111,0.015
CRI,2014,22.476,40.981,60.965,80.09,92.43,97.293,98.258,96.565,94.771,93.408,92.295,91.224,89.848,87.945,84.922,80.678,75.324,69.023,62.345,55.438,48.425,41.346,34.662,28.426,22.452,16.628,11.762,7.752,4.71,2.626,1.114,0.598,0.289,0.104,0.014
CRI,2015,20.651,38.076,57.421,76.501,89.449,95.44,97.363,96.309,94.817,93.454,92.216,90.992,89.614,87.883,85.126,81.203,76.162,70.151,63.761,57.121,50.264,43.147,36.34,29.914,23.683,17.498,12.374,8.154,4.949,2.746,1.172,0.584,0.254,0.087,0.012
CRI,2016,18.862,35.209,53.78,72.528,85.688,92.346,94.881,94.263,92.992,91.65,90.32,88.948,87.485,85.76,83.083,79.297,74.438,68.64,62.512,56.16,49.556,42.574,35.856,29.478,23.256,16.995,11.911,7.772,4.66,2.551,1.16,0.581,0.256,0.088,0.012
CRI,2017,17.53,33.15,51.093,69.387,82.402,89.221,92.097,91.927,91.033,89.957,88.783,87.472,86.077,84.447,81.889,78.232,73.572,68.033,62.229,56.242,49.947,43.113,36.467,30.094,23.795,17.331,12.137,7.916,4.74,2.581,1.199,0.572,0.233,0.078,0.01
CRI,2018,16.286,31.121,48.391,66.247,79.305,86.664,90.426,91.359,91.378,90.91,89.954,88.471,86.756,84.728,81.788,77.769,72.987,67.549,62.086,56.615,50.809,44.194,37.648,31.258,24.786,17.899,12.488,8.118,4.832,2.595,1.265,0.567,0.208,0.065,0.009
CRI,2019,13.587,25.832,40.723,56.843,69.605,78.065,83.092,85.173,85.993,85.968,85.268,83.968,82.456,80.687,78.102,74.55,70.185,65.118,59.953,54.72,49.117,42.802,36.555,30.467,24.347,17.952,12.76,8.472,5.184,2.877,1.319,0.555,0.166,0.045,0.006
CRI,2020,10.48,19.878,31.809,45.288,56.814,65.546,71.483,74.852,76.829,77.727,77.763,77.07,76.115,74.886,72.872,69.925,66.131,61.601,56.969,52.258,47.103,41.158,35.234,29.432,23.583,17.452,12.46,8.317,5.127,2.872,1.328,0.542,0.147,0.036,0.005
CRI,2021,8.579,16.362,26.476,38.167,48.649,57.213,63.675,68.114,71.188,73.065,73.833,73.597,72.896,71.76,69.792,66.869,63.2,58.897,54.613,50.345,45.626,40.024,34.393,28.836,23.173,17.148,12.267,8.214,5.08,2.851,1.343,0.532,0.129,0.028,0.004
CRI,2022,7.941,15.31,25.079,36.543,46.947,55.557,62.02,66.399,69.433,71.322,72.217,72.244,71.869,71.098,69.486,66.905,63.454,59.253,54.954,50.576,45.72,40.064,34.408,28.859,23.257,17.399,12.551,8.479,5.304,3.019,1.369,0.534,0.118,0.023,0.003
CRI,2023,7.73,15.129,24.987,36.573,47,55.514,61.872,66.157,69.14,71.024,71.939,71.997,71.65,70.899,69.293,66.706,63.255,59.061,54.771,50.407,45.568,39.931,34.297,28.77,23.186,17.341,12.508,8.45,5.287,3.011,1.387,0.541,0.12,0.023,0.003
CUB,1950,49.12,96.954,152.327,208.758,247.746,265.916,269.625,261.463,249.055,234.232,217.581,199.216,180.848,162.894,145.646,129.476,116.385,106.28,97.46,89.6,82.944,77.347,71.577,65.288,58.167,50.627,41.843,32.564,23.633,15.5,7.72,4.291,2.02,0.716,0.097
CUB,1951,48.558,95.771,150.303,205.747,243.875,261.392,264.703,256.397,244.013,229.351,212.961,194.933,176.904,159.273,142.325,126.419,113.53,103.566,94.873,87.137,80.601,75.096,69.432,63.274,56.305,48.906,40.377,31.414,22.804,14.981,7.62,4.32,2.09,0.749,0.101
CUB,1952,48.732,96.203,150.923,206.422,244.371,261.49,264.411,255.772,243.175,228.423,212.029,194.048,176.065,158.463,141.522,125.597,112.68,102.677,93.956,86.205,79.672,74.16,68.503,62.365,55.426,48.033,39.609,30.807,22.369,14.719,7.654,4.426,2.2,0.797,0.108
CUB,1953,48.731,96.266,151.031,206.533,244.405,261.374,264.155,255.404,242.743,227.978,211.606,193.672,175.737,158.178,141.267,125.356,112.44,102.424,93.692,85.932,79.391,73.861,68.191,62.045,55.101,47.694,39.302,30.555,22.183,14.602,7.651,4.453,2.233,0.811,0.11
CUB,1954,48.751,96.362,151.18,206.689,244.485,261.3,263.936,255.069,242.341,227.56,211.207,193.314,175.423,157.904,141.022,125.122,112.204,102.173,93.428,85.658,79.108,73.557,67.871,61.715,54.765,47.342,38.979,30.289,21.985,14.479,7.639,4.471,2.263,0.837,0.126
CUB,1955,48.681,96.262,151.005,206.388,244.015,260.633,263.114,254.15,241.383,226.618,210.318,192.506,174.699,157.259,140.444,124.591,111.699,101.676,92.936,85.174,78.631,73.07,67.379,61.226,54.284,46.859,38.546,29.935,21.724,14.314,7.605,4.474,2.288,0.867,0.15
CUB,1956,48.685,96.338,151.125,206.499,244.026,260.458,262.772,253.678,240.839,226.061,209.789,192.028,174.277,156.888,140.109,124.273,111.383,101.345,92.595,84.826,78.277,72.696,66.988,60.825,53.878,46.436,38.159,29.615,21.486,14.166,7.583,4.486,2.318,0.9,0.175
CUB,1957,49.012,97.084,152.23,207.814,245.236,261.258,263.142,253.663,240.566,225.66,209.346,191.593,173.849,156.452,139.642,123.745,110.789,100.678,91.873,84.068,77.505,71.896,66.173,60.007,53.066,45.607,37.416,29.015,21.057,13.918,7.598,4.564,2.426,1.003,0.249
CUB,1958,48.997,97.145,152.422,208.179,245.756,261.898,263.862,254.422,241.341,226.435,210.11,192.34,174.584,157.181,140.361,124.446,111.468,101.332,92.5,84.667,78.065,72.403,66.623,60.397,53.39,45.857,37.598,29.138,21.128,13.947,7.586,4.541,2.399,0.977,0.231
CUB,1959,49.607,98.634,155.06,212.111,250.702,267.481,269.759,260.347,247.157,232.047,215.45,197.355,179.277,161.565,144.437,128.222,114.991,104.65,95.627,87.606,80.816,74.97,68.994,62.554,55.303,47.519,38.956,30.172,21.847,14.377,7.711,4.557,2.352,0.908,0.172
CUB,1960,50.533,100.821,158.83,217.6,257.467,274.956,277.536,268.074,254.693,239.303,222.357,203.85,185.355,167.231,149.685,133.052,119.467,108.836,99.544,91.266,84.225,78.138,71.908,65.196,57.639,49.535,40.599,31.425,22.724,14.911,7.896,4.612,2.327,0.85,0.118
CUB,1961,51.382,102.624,161.884,222.09,263.18,281.576,284.746,275.571,262.278,246.807,229.642,210.805,191.96,173.484,155.576,138.583,124.681,113.782,104.234,95.703,88.394,82.035,75.512,68.479,60.566,52.103,42.709,33.035,23.857,15.611,8.068,4.6,2.247,0.808,0.109
CUB,1962,52.473,104.874,165.583,227.386,269.779,289.087,292.855,283.992,270.821,255.306,237.941,218.765,199.532,180.641,162.293,144.849,130.557,119.331,109.487,100.677,93.078,86.413,79.556,72.158,63.832,54.937,45.031,34.813,25.122,16.414,8.359,4.69,2.241,0.8,0.108
CUB,1963,53.396,106.716,168.553,231.593,275.027,295.12,299.491,291.062,278.168,262.771,245.357,225.97,206.45,187.22,168.497,150.651,136.013,124.5,114.411,105.38,97.542,90.596,83.426,75.677,66.949,57.612,47.214,36.485,26.316,17.182,8.689,4.832,2.279,0.809,0.109
CUB,1964,53.804,107.256,169.104,232.014,275.176,294.877,298.83,289.996,276.789,261.186,243.672,224.271,204.771,185.578,166.901,149.092,134.464,122.93,112.828,103.799,95.979,89.019,81.85,74.123,65.435,56.097,45.882,35.436,25.573,16.75,8.804,5.076,2.517,0.911,0.123
