iso3,year,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49
ABW,1950,6.185,17.159,43.395,85.447,136.754,192.891,238.976,272.446,295.361,308.768,314.961,315.549,312.648,306.903,298.796,288.938,276.458,261.935,245.638,227.946,209.219,191.905,174.648,157.505,140.951,126.561,107.484,86.134,65.538,46.724,28.519,17.709,10.506,6.525,3.844
ABW,1951,6.056,16.856,42.825,84.524,135.434,191.151,236.836,269.941,292.551,305.72,311.741,312.217,309.261,303.512,295.445,285.655,273.267,258.852,242.694,225.17,206.627,189.464,172.361,155.378,138.986,124.722,105.891,84.85,64.574,46.073,28.214,17.564,10.463,6.53,3.862
ABW,1952,5.889,16.459,42.133,83.484,134.02,189.338,234.577,267.202,289.379,302.181,307.917,308.187,305.099,299.292,291.228,281.48,269.156,254.813,238.776,221.418,203.073,186.068,169.132,152.331,136.142,122.036,103.559,82.979,63.195,45.179,27.881,17.462,10.505,6.63,3.957
ABW,1953,5.7,15.977,41.2,81.953,131.805,186.384,230.889,262.816,284.405,296.747,302.151,302.206,299.001,293.166,285.148,275.498,263.304,249.112,233.282,216.184,198.141,181.396,164.734,148.225,132.348,118.503,100.513,80.54,61.386,43.985,27.368,17.255,10.488,6.697,4.035
ABW,1954,5.539,15.524,40.319,80.512,129.698,183.512,227.18,258.238,279.077,290.822,295.791,295.556,292.165,286.237,278.212,268.611,256.488,242.374,226.684,209.794,192.028,175.542,159.176,143.005,127.517,114.021,96.667,77.484,59.154,42.554,26.835,17.105,10.574,6.875,4.201
ABW,1955,5.382,15.069,39.413,79.007,127.468,180.445,223.208,253.336,273.377,284.491,289,288.456,284.867,278.84,270.804,261.251,249.199,235.169,219.634,202.973,185.51,169.3,153.246,137.428,122.347,109.209,92.53,74.19,56.744,41.007,26.251,16.941,10.666,7.069,4.381
ABW,1956,5.22,14.584,38.399,77.256,124.816,176.753,218.449,247.534,266.701,277.139,281.161,280.293,276.503,270.384,262.354,252.87,240.927,227.027,211.71,195.357,178.276,162.397,146.705,131.288,116.652,103.889,87.942,70.527,54.05,39.263,25.562,16.725,10.742,7.261,4.565
ABW,1957,5.106,14.167,37.503,75.699,122.403,173.297,213.844,241.735,259.884,269.525,272.964,271.695,267.63,261.346,253.251,243.762,231.838,217.964,202.781,186.675,169.943,154.357,139.01,123.997,109.838,97.473,82.396,66.105,50.826,37.224,24.859,16.608,10.978,7.625,4.883
ABW,1958,4.988,13.755,36.577,74.035,119.814,169.629,209.082,235.923,253.209,262.203,265.191,263.633,259.39,253.023,244.931,235.494,223.651,209.87,194.874,179.045,162.671,147.387,132.378,117.747,104.021,92.016,77.683,62.342,48.068,35.456,24.181,16.436,11.114,7.879,5.114
ABW,1959,4.89,13.439,35.898,72.848,118.011,167.124,205.872,232.039,248.768,257.339,260.025,258.267,253.898,247.472,239.381,229.979,218.198,204.491,189.634,174.011,157.892,142.814,128.029,113.647,100.197,88.412,74.562,59.846,46.236,34.28,23.73,16.326,11.212,8.056,5.273
ABW,1960,4.832,13.227,35.455,72.101,116.891,165.565,203.833,229.499,245.797,254.022,256.441,254.479,249.957,243.424,235.274,225.839,214.045,200.336,185.544,170.052,154.11,139.161,124.52,110.305,97.049,85.403,71.945,57.757,44.719,33.338,23.439,16.329,11.389,8.29,5.471
ABW,1961,5.244,14,36.363,72.795,116.797,164.136,201.082,225.568,240.97,248.588,250.567,248.261,243.435,236.619,228.194,218.484,206.491,192.662,177.863,162.473,146.734,132.013,117.683,103.856,91.025,79.786,66.994,53.64,41.449,30.875,21.753,15.183,10.626,7.767,5.143
ABW,1962,5.655,14.748,37.124,73.118,116.067,161.806,197.276,220.544,235.071,242.135,243.732,241.133,236.042,228.972,220.299,210.344,198.213,184.352,169.643,154.457,139.023,124.632,110.703,97.342,84.998,74.217,62.107,49.584,38.216,28.413,20.015,13.971,9.79,7.173,4.762
ABW,1963,6.083,15.527,37.893,73.39,115.219,159.3,193.296,215.413,229.147,235.745,237.038,234.204,228.883,221.572,212.654,202.454,190.191,176.318,161.717,146.753,131.639,117.598,104.088,91.204,79.347,69.027,57.566,45.815,35.202,26.096,18.338,12.778,8.947,6.562,4.363
ABW,1964,6.5,16.264,38.502,73.294,113.762,155.945,188.318,209.233,222.183,228.368,229.432,226.451,220.984,213.506,204.412,194.03,181.706,167.892,153.468,138.788,124.054,110.425,97.388,85.028,73.701,63.881,53.087,42.111,32.247,23.825,16.681,11.595,8.106,5.947,3.959
ABW,1965,6.881,17.044,39.27,73.502,112.769,153.219,184.103,203.916,216.165,222.01,222.914,219.857,214.298,206.691,197.441,186.882,174.471,160.666,146.343,131.853,117.401,104.102,91.463,79.558,68.698,59.34,49.139,38.848,29.641,21.816,15.2,10.531,7.343,5.386,3.589
ABW,1966,7.255,17.729,39.741,73.095,110.798,149.14,178.246,196.772,208.232,213.739,214.547,211.518,205.97,198.322,188.995,178.327,165.878,152.11,137.919,123.655,109.534,96.616,84.435,73.056,62.756,53.946,44.483,35.049,26.678,19.625,13.725,9.551,6.704,4.952,3.317
ABW,1967,7.509,18.161,39.813,72.156,108.244,144.523,171.932,189.272,200.023,205.245,206.016,203.095,197.664,190.11,180.85,170.225,157.875,144.264,130.289,116.3,102.526,90.003,78.278,67.41,57.636,49.351,40.526,31.805,24.111,17.666,12.293,8.531,5.979,4.419,2.965
ABW,1968,7.719,18.455,39.64,70.869,105.282,139.488,165.213,181.399,191.496,196.507,197.324,194.592,189.342,181.921,172.749,162.167,149.884,136.37,122.551,108.782,95.309,83.129,71.817,61.428,52.171,44.4,36.262,28.335,21.418,15.692,10.985,7.676,5.433,4.054,2.739
ABW,1969,7.793,18.496,39.123,69.198,101.995,134.278,158.459,173.597,183.077,187.853,188.671,186.093,181.029,173.796,164.8,154.38,142.3,129.029,115.489,102.036,88.927,77.144,66.277,56.373,47.612,40.335,32.773,25.476,19.15,13.951,9.686,6.735,4.75,3.545,2.4
ABW,1970,7.881,18.586,38.761,67.86,99.267,129.89,152.76,167.045,176.065,180.726,181.627,179.249,174.385,167.321,158.457,148.136,136.172,123.041,109.67,96.416,83.552,72.061,61.538,52.026,43.674,36.822,29.748,22.99,17.169,12.422,8.53,5.891,4.132,3.081,2.091
ABW,1971,7.986,18.762,38.612,66.924,97.155,126.338,148.068,161.608,170.219,174.764,175.723,173.512,168.826,161.924,153.196,142.989,131.165,118.205,105.015,91.955,79.316,68.099,57.89,48.724,40.723,34.241,27.535,21.156,15.671,11.206,7.506,5.09,3.501,2.581,1.746
ABW,1972,8.08,18.919,38.437,65.952,95.008,122.762,143.375,156.206,164.438,168.89,169.924,167.891,163.398,156.678,148.107,138.035,126.375,113.609,100.631,87.8,75.41,64.462,54.547,45.697,38.005,31.83,25.454,19.429,14.267,10.08,6.59,4.388,2.96,2.158,1.456
ABW,1973,8.117,18.988,38.283,65.267,93.487,120.179,139.929,152.162,160.017,164.28,165.224,163.152,158.66,151.974,143.435,133.37,121.765,109.096,96.305,83.735,71.614,60.814,51.048,42.353,34.787,28.637,22.541,16.951,12.27,8.572,5.612,3.741,2.544,1.881,1.284
ABW,1974,8.174,19.134,38.307,64.897,92.427,118.194,137.172,148.853,156.352,160.429,161.282,159.171,154.685,148.034,139.53,129.477,117.925,105.342,92.71,80.359,68.462,57.78,48.134,39.565,32.098,25.96,20.093,14.863,10.58,7.287,4.767,3.173,2.174,1.631,1.127
ABW,1975,8.198,19.232,38.324,64.624,91.615,116.634,134.937,146.069,153.149,156.928,157.569,155.312,150.751,144.091,135.614,125.605,114.161,101.739,89.321,77.221,65.582,55.092,45.631,37.241,29.922,23.87,18.211,13.263,9.27,6.258,4.017,2.629,1.78,1.34,0.934
ABW,1976,8.263,19.393,38.408,64.405,90.833,115.077,132.705,143.32,150.044,153.614,154.149,151.856,147.313,140.711,132.302,122.352,110.995,98.68,86.414,74.501,63.05,52.677,43.332,35.062,27.844,21.829,16.363,11.698,8.013,5.308,3.393,2.212,1.51,1.158,0.82
ABW,1977,8.334,19.561,38.539,64.318,90.303,113.911,130.948,141.066,147.402,150.693,151.031,148.607,143.995,137.383,128.996,119.092,107.833,95.662,83.576,71.87,60.636,50.44,41.269,33.167,26.096,20.184,14.905,10.476,7.026,4.543,2.844,1.819,1.23,0.953,0.685
ABW,1978,8.411,19.708,38.617,64.15,89.684,112.671,129.129,138.752,144.697,147.7,147.837,145.286,140.614,134.001,125.655,115.822,104.684,92.674,80.78,69.287,58.277,48.271,39.285,31.361,24.45,18.656,13.569,9.37,6.148,3.875,2.38,1.495,1.006,0.793,0.58
ABW,1979,8.501,19.868,38.722,64.04,89.17,111.595,127.512,136.657,142.214,144.923,144.852,142.165,137.427,130.808,122.501,112.74,101.722,89.87,78.159,66.865,56.065,46.245,37.441,29.693,22.942,17.274,12.373,8.391,5.377,3.296,1.983,1.222,0.821,0.662,0.496
ABW,1980,8.595,20.023,38.816,63.916,88.652,110.532,125.918,134.587,139.753,142.161,141.876,139.054,134.247,127.623,119.358,109.678,98.789,87.104,75.578,64.482,53.893,44.272,35.662,28.101,21.524,16.003,11.293,7.519,4.702,2.797,1.645,0.993,0.669,0.557,0.428
ABW,1981,8.725,20.269,39.096,64.107,88.58,110.037,124.978,133.215,138.013,140.128,139.621,136.642,131.734,125.061,116.79,107.143,96.332,84.762,73.37,62.42,51.996,42.543,34.1,26.705,20.286,14.906,10.366,6.776,4.129,2.374,1.358,0.799,0.54,0.468,0.372
ABW,1982,9.349,21.542,40.813,65.925,89.983,110.563,124.686,132.269,136.613,138.467,137.836,134.826,129.937,123.311,115.092,105.494,94.78,83.348,72.11,61.321,51.061,41.735,33.405,26.104,19.742,14.366,9.876,6.355,3.777,2.087,1.144,0.64,0.419,0.368,0.297
ABW,1983,10.182,23.268,43.249,68.716,92.514,112.266,125.589,132.525,136.436,138.07,137.359,134.357,129.504,122.921,114.722,105.11,94.412,83.02,71.834,61.104,50.904,41.597,33.276,25.972,19.575,14.111,9.596,6.084,3.53,1.875,0.991,0.527,0.334,0.295,0.237
ABW,1984,11.141,25.248,46.077,72.028,95.645,114.597,127.141,133.449,136.96,138.415,137.666,134.708,129.912,123.376,115.18,105.52,94.789,83.376,72.178,61.44,51.233,41.877,33.502,26.136,19.648,14.038,9.454,5.913,3.356,1.716,0.88,0.445,0.274,0.241,0.188
ABW,1985,12.063,27.113,48.697,75.036,98.422,116.578,128.38,134.122,137.283,138.593,137.82,134.903,130.157,123.657,115.46,105.757,95.01,83.605,72.433,61.729,51.556,42.187,33.789,26.385,19.822,14.081,9.425,5.843,3.261,1.613,0.803,0.381,0.217,0.182,0.137
ABW,1986,13.032,29.049,51.406,78.146,101.302,118.651,129.687,134.836,137.638,138.821,138.071,135.276,130.666,124.29,116.167,106.476,95.728,84.306,73.107,62.366,52.147,42.696,34.213,26.722,20.049,14.156,9.415,5.783,3.176,1.525,0.747,0.343,0.187,0.143,0.101
ABW,1987,13.957,30.871,53.975,81.152,104.191,120.914,131.336,135.995,138.494,139.557,138.811,136.093,131.572,125.275,117.186,107.477,96.703,85.244,74,63.202,52.921,43.382,34.808,27.224,20.439,14.403,9.559,5.851,3.189,1.503,0.724,0.317,0.155,0.097,0.059
ABW,1988,14.796,32.488,56.23,83.771,106.688,122.839,132.675,136.839,139.027,139.977,139.278,136.736,132.433,126.358,118.443,108.845,98.109,86.619,75.289,64.363,53.931,44.225,35.494,27.765,20.838,14.654,9.702,5.914,3.2,1.487,0.708,0.306,0.139,0.066,0.028
ABW,1989,15.379,33.561,57.766,85.666,108.681,124.667,134.234,138.082,140.027,140.837,140.127,137.7,133.576,127.719,119.997,110.553,99.876,88.354,76.914,65.812,55.174,45.275,36.367,28.478,21.411,15.121,10.047,6.148,3.344,1.565,0.715,0.293,0.113,0.037,0.005
ABW,1990,15.506,33.69,58.051,86.282,109.724,126.165,135.913,139.663,141.42,142.03,141.246,138.924,135.043,129.537,122.172,113.067,102.543,90.995,79.377,67.973,56.974,46.76,37.565,29.431,22.178,15.801,10.579,6.527,3.598,1.724,0.73,0.278,0.085,0.024,0.003
ABW,1991,14.611,31.721,55.401,83.559,107.694,125.438,136.016,139.992,141.649,141.979,141.068,138.925,135.508,130.714,124.131,115.827,105.756,94.319,82.526,70.715,59.185,48.513,38.905,30.425,22.949,16.534,11.166,6.953,3.895,1.928,0.757,0.279,0.07,0.016,0.002
ABW,1992,11.865,26.022,47.579,74.995,100.307,120.837,133.309,137.959,139.569,139.428,138.343,136.655,134.295,131.088,126.266,119.797,110.843,99.813,87.823,75.32,62.829,51.365,41.051,31.999,24.205,17.871,12.307,7.829,4.54,2.389,0.812,0.286,0.046,0.004,0
ABW,1993,11.096,24.375,44.574,70.289,94.271,114.089,126.873,132.799,136.009,137.565,137.949,137.375,135.688,132.725,127.883,121.196,112.01,100.773,88.652,76.094,63.569,52.109,41.822,32.816,25.064,18.809,13.188,8.582,5.125,2.78,0.874,0.305,0.041,0,0
ABW,1994,10.237,22.623,41.59,65.896,88.977,108.621,122.278,129.995,135.07,138.275,139.68,139.375,137.371,133.61,127.804,120.075,110.214,98.687,86.67,74.544,62.559,51.499,41.551,32.806,25.182,18.859,13.258,8.675,5.202,2.807,0.92,0.32,0.043,0,0
ABW,1995,10.888,23.429,41.69,64.408,85.661,103.658,117.25,126.474,133.346,138.212,140.615,140.459,138.182,133.849,127.347,118.754,108.622,97.356,86.298,75.646,65.033,54.303,44.339,35.256,26.799,18.705,12.435,7.614,4.146,1.937,0.975,0.3,0.04,0,0
ABW,1996,11.471,23.714,40.791,61.49,80.607,96.714,109.505,119.066,126.758,132.717,136.218,137.052,135.596,131.904,125.889,117.609,107.782,96.808,86.135,75.93,65.676,55.002,45.01,35.832,27.165,18.616,12.185,7.304,3.857,1.737,1.03,0.302,0.041,0,0
ABW,1997,11.6,23.823,40.16,59.34,76.527,90.549,101.918,110.838,118.445,124.777,128.927,130.576,129.843,126.734,121.224,113.42,104.048,93.523,83.183,73.217,63.234,53.08,43.64,35.024,26.95,19.191,13.038,8.205,4.659,2.329,1.03,0.339,0.046,0,0
ABW,1998,10.378,21.267,36.632,55.404,72.791,87.384,98.312,105.722,111.596,116.296,119.441,120.909,120.528,118.216,113.774,107.307,98.861,88.862,78.496,68.079,57.677,47.79,38.816,30.856,23.774,17.636,12.341,8.032,4.801,2.61,0.987,0.377,0.084,0.016,0.002
ABW,1999,11.948,24.398,40.425,58.611,74.03,85.585,94.225,100.347,105.525,109.936,112.832,113.906,113.031,110.155,105.227,98.368,90.092,80.768,71.44,62.321,53.303,44.522,36.479,29.245,22.61,16.515,11.453,7.39,4.356,2.309,0.96,0.377,0.098,0.024,0.003
ABW,2000,13.54,27.975,45.096,63.051,76.643,85.127,91.694,97.001,101.941,106.413,109.195,109.758,108.21,104.572,98.932,91.395,83.184,74.59,66.569,59.167,51.869,44.128,36.808,29.963,23.242,16.294,10.999,6.885,3.871,1.89,0.987,0.348,0.078,0.015,0.002
ABW,2001,11.753,24.469,40.506,58.333,72.959,83.407,91.378,97.263,102.01,105.643,107.404,107.011,104.987,101.408,96.186,89.319,81.843,73.987,66.735,60.077,53.327,45.687,38.277,31.185,24.068,16.408,10.832,6.585,3.541,1.612,1.055,0.313,0.042,0,0
ABW,2002,10.468,21.758,37.033,55.05,70.92,83.399,92.622,98.759,103.07,105.766,106.568,105.437,103.122,99.72,94.964,88.77,81.847,74.393,67.411,60.894,54.154,46.383,38.786,31.476,24.152,16.25,10.59,6.322,3.302,1.432,1.031,0.281,0.038,0,0
ABW,2003,10.355,21.334,36.354,54.246,70.241,83.072,92.58,98.907,103.4,106.296,107.339,106.499,104.413,101.158,96.478,90.317,83.263,75.542,68.168,61.181,54.005,46.025,38.319,30.999,23.794,16.246,10.699,6.473,3.456,1.561,0.967,0.284,0.038,0,0
ABW,2004,11.203,22.793,37.882,55.211,70.287,82.105,91.558,98.824,104.514,108.582,110.296,109.445,106.815,102.573,96.758,89.39,81.605,73.622,66.428,59.975,53.45,45.933,38.594,31.52,24.359,16.556,10.927,6.652,3.559,1.563,0.939,0.259,0.035,0,0
ABW,2005,11.119,23.438,39.386,57.547,73.064,84.91,94.468,101.939,107.774,111.847,113.261,111.745,108.281,103.108,96.4,88.214,80.024,72.027,65.112,59.161,53.21,46.132,39.13,32.269,25.146,17.157,11.429,7.066,3.838,1.673,0.913,0.244,0.033,0,0
ABW,2006,11.247,23.569,39.969,59.064,75.706,88.647,98.46,105.305,110.133,113.013,113.395,111.156,107.317,102.101,95.575,87.769,79.879,72.089,65.196,59.109,53.007,45.954,39.003,32.217,25.248,17.604,11.943,7.55,4.239,1.956,0.882,0.261,0.035,0,0
ABW,2007,10.845,22.705,39.368,59.553,77.704,92.216,102.213,107.819,111.013,112.254,111.617,109.225,105.889,101.722,96.44,89.997,82.862,75.23,67.901,60.906,53.792,46.104,38.684,31.618,24.673,17.548,12.025,7.668,4.383,2.125,0.841,0.266,0.036,0,0
ABW,2008,10.591,22.052,38.714,59.392,78.404,93.969,104.35,109.591,112.012,112.237,110.714,107.734,104.225,100.293,95.482,89.681,83.097,75.895,68.844,61.981,54.887,47.15,39.629,32.426,25.342,18.082,12.429,7.952,4.562,2.218,0.819,0.26,0.035,0,0
ABW,2009,10.493,22.174,39.022,59.76,78.505,93.449,103.016,107.362,109.186,109.217,107.962,105.694,103.023,99.958,95.91,90.761,84.457,77.193,69.768,62.299,54.586,46.506,38.781,31.516,24.555,17.718,12.24,7.865,4.558,2.282,0.811,0.266,0.036,0,0
ABW,2010,10.359,21.915,38.632,59.235,77.787,92.444,101.439,104.993,106.209,105.947,104.853,103.225,101.354,99.155,95.921,91.535,85.6,78.341,70.541,62.412,54.031,45.69,37.861,30.648,23.968,17.819,12.584,8.281,4.972,2.64,0.806,0.276,0.037,0,0
ABW,2011,10.316,21.78,38.022,57.76,75.354,89.134,97.863,101.793,103.679,104.262,104.013,103.151,101.901,100.162,97.238,93.015,87.191,80.002,72.28,64.228,55.866,47.436,39.488,32.134,25.261,18.86,13.397,8.882,5.377,2.871,0.833,0.286,0.039,0,0
ABW,2012,9.236,19.755,35.366,54.979,73.184,88.24,98.226,103.233,105.874,106.885,106.861,106.107,105,103.463,100.748,96.714,91.005,83.856,76.151,68.084,59.591,50.865,42.563,34.815,27.505,20.61,14.726,9.838,5.999,3.206,0.878,0.302,0.041,0,0
ABW,2013,8.448,18.118,32.989,52.139,70.501,86.352,97.431,103.691,107.386,109.17,109.632,109.104,108.163,106.77,104.14,100.091,94.348,87.14,79.502,71.585,63.117,54.018,45.245,36.955,28.993,21.18,14.824,9.677,5.727,2.946,0.933,0.312,0.042,0,0
ABW,2014,7.311,16.203,30.613,49.732,68.473,84.979,96.272,102.284,105.791,107.613,108.535,108.941,109.036,108.676,106.943,103.664,98.105,90.552,82.091,73.009,63.369,53.627,44.453,36.012,28.24,21.175,15.075,10.015,6.095,3.302,0.983,0.341,0.046,0,0
ABW,2015,6.634,15.095,28.601,46.383,63.881,79.495,91.04,98.393,103.456,106.742,108.581,109.202,108.994,107.908,105.313,101.102,95.067,87.493,79.455,71.148,62.36,53.195,44.47,36.334,28.644,21.329,15.17,10.092,6.134,3.283,1.044,0.359,0.049,0,0
ABW,2016,6.076,14.036,26.829,43.754,60.584,75.838,87.571,95.592,101.294,105.038,107.006,107.393,106.824,105.322,102.36,97.826,91.801,84.537,77.116,69.648,61.679,52.967,44.536,36.539,28.774,21.023,14.761,9.69,5.782,3.006,1.084,0.365,0.049,0,0
ABW,2017,5.043,11.952,24.012,40.704,57.926,74.064,86.268,94.221,99.498,102.564,103.867,103.729,102.889,101.385,98.627,94.47,88.815,81.892,74.761,67.534,59.776,51.257,42.997,35.154,27.563,19.989,13.931,9.061,5.354,2.771,1.115,0.375,0.051,0,0
ABW,2018,4.027,9.829,20.843,36.747,53.814,70.432,83.216,91.716,97.325,100.486,101.718,101.401,100.404,98.806,96.049,91.986,86.513,79.848,73.035,66.165,58.744,50.483,42.429,34.744,27.266,19.742,13.759,8.951,5.29,2.736,1.134,0.382,0.052,0,0
ABW,2019,3.504,8.774,19.053,34.102,50.56,66.936,79.991,89.2,95.452,99.051,100.426,99.952,98.744,96.944,94.047,89.884,84.585,78.334,72.187,66.151,59.49,51.583,43.704,36.021,28.322,20.206,13.964,9.011,5.248,2.628,1.147,0.375,0.051,0,0
ABW,2020,3.354,8.382,17.778,31.31,46.147,61.09,73.796,83.743,91.062,95.803,98.078,98.14,97.215,95.487,92.555,88.255,83.067,77.16,71.623,66.388,60.465,52.905,45.21,37.552,29.644,20.948,14.424,9.28,5.369,2.636,1.19,0.381,0.052,0,0
ABW,2021,2.651,7.014,15.473,27.898,41.951,56.591,69.68,80.605,88.896,94.425,97.141,97.259,96.212,94.25,91.083,86.556,81.414,75.807,70.824,66.323,61.089,53.909,46.441,38.861,30.83,21.712,14.969,9.661,5.595,2.72,1.225,0.387,0.052,0,0
ABW,2022,2.578,6.904,15.305,27.648,41.588,56.087,69.043,79.853,88.058,93.533,96.224,96.342,95.306,93.365,90.228,85.741,80.647,75.094,70.16,65.703,60.521,53.408,46.011,38.501,30.543,21.506,14.824,9.566,5.539,2.692,1.217,0.385,0.052,0,0
ABW,2023,2.513,6.806,15.158,27.433,41.28,55.663,68.511,79.226,87.358,92.786,95.454,95.571,94.545,92.621,89.51,85.058,80.005,74.496,69.603,65.185,60.047,52.991,45.652,38.2,30.303,21.332,14.702,9.486,5.491,2.667,1.209,0.382,0.052,0,0
AFG,1950,54.16,94.52,143.599,198.369,249.454,293.803,326.284,346.466,356.612,357.812,352.616,342.32,330.211,317.294,304.701,292.585,281.758,271.964,262.574,253.14,242.695,230.01,214.876,197.295,177.888,156.264,133.137,108.658,86.104,66.393,50.916,38.272,28.578,21.146,13.655
AFG,1951,54.125,94.506,143.512,198.107,248.969,293.1,325.56,345.926,356.337,357.842,352.931,342.874,330.951,318.161,305.639,293.546,282.736,272.96,263.591,254.176,243.725,231.003,215.819,198.177,178.681,156.949,133.685,109.055,86.351,66.497,50.876,38.167,28.442,21.009,13.548
AFG,1952,54.054,94.38,143.209,197.505,248.053,291.915,324.323,344.861,355.532,357.341,352.719,342.912,331.187,318.54,306.108,294.059,283.285,273.544,264.21,254.825,244.38,231.644,216.439,198.768,179.22,157.427,134.064,109.319,86.492,66.519,50.762,38.005,28.26,20.837,13.418
AFG,1953,54.04,94.338,143.014,197.035,247.302,290.934,323.321,344.052,354.995,357.11,352.772,343.208,331.67,319.154,306.802,294.789,284.045,274.333,265.025,255.658,245.209,232.454,217.221,199.514,179.908,158.051,134.576,109.695,86.724,66.608,50.691,37.871,28.096,20.676,13.295
AFG,1954,53.945,94.097,142.461,196.025,245.867,289.179,321.489,342.381,353.579,355.994,351.945,342.64,331.313,318.953,306.712,294.77,284.086,274.43,265.169,255.841,245.412,232.673,217.456,199.762,180.156,158.305,134.78,109.825,86.763,66.548,50.498,37.644,27.861,20.46,13.135
AFG,1955,53.958,94.085,142.298,195.587,245.154,288.253,320.555,341.647,353.118,355.838,352.072,343.008,331.865,319.63,307.464,295.558,284.903,275.274,266.032,256.713,246.272,233.519,218.283,200.563,180.911,159.019,135.385,110.285,87.064,66.688,50.45,37.521,27.7,20.298,13.01
AFG,1956,53.952,94.05,142.106,195.115,244.401,287.276,319.56,340.843,352.584,355.608,352.127,343.31,332.355,320.248,308.159,296.291,285.665,276.066,266.843,257.53,247.077,234.317,219.07,201.334,181.65,159.733,135.998,110.757,87.376,66.834,50.401,37.394,27.533,20.13,12.88
AFG,1957,53.873,93.869,141.677,194.302,243.216,285.799,318.018,339.465,351.46,354.788,351.6,343.046,332.298,320.338,308.346,296.537,285.961,276.408,267.217,257.922,247.473,234.731,219.503,201.785,182.108,160.216,136.421,111.078,87.571,66.891,50.277,37.209,27.321,19.928,12.728
AFG,1958,53.889,93.835,141.449,193.745,242.348,284.705,316.911,338.561,350.835,354.474,351.579,343.279,332.724,320.894,308.982,297.217,286.677,277.158,267.985,258.691,248.229,235.489,220.264,202.544,182.853,160.965,137.079,111.595,87.921,67.066,50.236,37.083,27.151,19.755,12.594
AFG,1959,53.939,93.831,141.234,193.177,241.461,283.601,315.811,337.68,350.246,354.204,351.604,343.56,333.197,321.495,309.663,297.945,287.442,277.958,268.8,259.504,249.024,236.29,221.068,203.349,183.647,161.772,137.795,112.163,88.314,67.273,50.211,36.968,26.987,19.585,12.462
AFG,1960,53.994,93.824,141.008,192.59,240.554,282.484,314.698,336.781,349.629,353.897,351.584,343.789,333.614,322.036,310.282,298.612,288.147,278.698,269.554,260.251,249.753,237.03,221.821,204.114,184.416,162.573,138.515,112.741,88.719,67.489,50.189,36.853,26.822,19.414,12.329
AFG,1961,54.013,93.764,140.71,191.912,239.533,281.228,313.425,335.706,348.83,353.407,351.387,343.852,333.873,322.425,310.754,299.138,288.716,279.307,270.179,260.871,250.357,237.656,222.473,204.793,185.115,163.328,139.205,113.299,89.11,67.696,50.156,36.729,26.648,19.236,12.191
AFG,1962,54.031,93.741,140.504,191.389,238.708,280.18,312.366,334.846,348.249,353.143,351.424,344.156,334.375,323.054,311.46,299.888,289.5,280.124,271.002,261.678,251.139,238.456,223.294,205.634,185.971,164.234,140.031,113.973,89.596,67.976,50.175,36.64,26.499,19.075,12.064
AFG,1963,54.003,93.698,140.322,190.943,237.981,279.213,311.366,334.031,347.711,352.935,351.536,344.554,334.985,323.798,312.28,300.746,290.387,281.039,271.921,262.576,252.008,239.342,224.203,206.565,186.916,165.23,140.941,114.721,90.143,68.303,50.226,36.573,26.365,18.926,11.945
AFG,1964,53.891,93.536,139.985,190.304,237.01,277.939,310.013,332.832,346.781,352.343,351.282,344.612,335.278,324.244,312.818,301.334,291.014,281.704,272.596,263.237,252.652,240.019,224.921,207.326,187.717,166.111,141.76,115.399,90.637,68.592,50.249,36.485,26.215,18.765,11.819
AFG,1965,53.779,93.375,139.67,189.728,236.147,276.815,308.812,331.749,345.915,351.758,350.984,344.583,335.451,324.545,313.194,301.755,291.47,282.195,273.089,263.705,253.096,240.51,225.471,207.94,188.398,166.912,142.528,116.048,91.118,68.876,50.269,36.397,26.067,18.607,11.695
AFG,1966,53.769,93.373,139.554,189.373,235.527,275.961,307.935,331.069,345.53,351.725,351.294,345.201,336.293,325.521,314.243,302.838,292.577,283.327,274.212,264.793,254.145,241.579,226.568,209.064,189.544,168.127,143.65,116.986,91.827,69.334,50.415,36.4,25.984,18.495,11.601
AFG,1967,53.834,93.447,139.498,189.051,234.942,275.179,307.166,330.526,345.298,351.846,351.753,345.958,337.264,326.617,315.407,304.036,293.799,284.57,275.442,265.979,255.286,242.741,227.755,210.276,190.78,169.436,144.864,118.006,92.606,69.85,50.604,36.438,25.927,18.403,11.519
AFG,1968,54.001,93.633,139.547,188.82,234.465,274.559,306.608,330.233,345.336,352.239,352.476,346.967,338.471,327.934,316.782,305.442,295.225,286.013,276.863,267.346,256.598,244.068,229.102,211.641,192.164,170.895,146.217,119.147,93.488,70.448,50.853,36.523,25.908,18.338,11.456
AFG,1969,54.22,93.866,139.628,188.598,233.997,273.975,306.111,330.017,345.459,352.715,353.274,348.044,339.738,329.302,318.204,306.897,296.699,287.502,278.327,268.75,257.942,245.43,230.486,213.046,193.594,172.411,147.63,120.348,94.423,71.095,51.141,36.642,25.916,18.295,11.407
AFG,1970,54.383,93.938,139.4,187.893,232.913,272.696,304.874,329.046,344.82,352.432,353.326,348.394,340.301,329.991,318.976,307.734,297.583,288.425,279.244,269.627,258.783,246.316,231.429,214.047,194.665,173.617,148.787,121.346,95.207,71.634,51.356,36.714,25.895,18.233,11.348
