iso3,year,q5,srb
ABW,1950,110.3089,104.3
ABW,1951,103.668,104.3
ABW,1952,97.4022,104.3
ABW,1953,91.512,104.3
ABW,1954,85.9203,104.3
ABW,1955,80.6895,104.3
ABW,1956,75.8146,104.3
ABW,1957,71.3746,104.3
ABW,1958,67.3553,104.3
ABW,1959,63.7691,104.3
ABW,1960,60.559,104.3
ABW,1961,57.6606,104.3
ABW,1962,55.0831,104.3
ABW,1963,52.7385,104.3
ABW,1964,50.5696,104.3
ABW,1965,48.5326,104.3
ABW,1966,46.5939,104.2
ABW,1967,44.73,104.2
ABW,1968,42.9308,104.2
ABW,1969,41.1875,104.2
ABW,1970,39.5051,104.2
ABW,1971,37.8868,104.2
ABW,1972,36.3379,104.2
ABW,1973,34.8646,104.2
ABW,1974,33.4665,104.2
ABW,1975,32.1435,104.2
ABW,1976,30.892,104.2
ABW,1977,29.7127,104.2
ABW,1978,28.6053,104.2
ABW,1979,27.5778,104.2
ABW,1980,26.6382,104.2
ABW,1981,25.7961,104.2
ABW,1982,25.0614,104.1
ABW,1983,24.4341,104.1
ABW,1984,23.9159,104.2
ABW,1985,23.4965,104.2
ABW,1986,23.1634,104.3
ABW,1987,22.899,104.3
ABW,1988,22.6872,104.3
ABW,1989,22.5145,104.3
ABW,1990,22.369,104.4
ABW,1991,22.2436,104.4
ABW,1992,22.1292,104.4
ABW,1993,22.0225,104.4
ABW,1994,21.9201,104.4
ABW,1995,21.8197,104.4
ABW,1996,21.7151,104.4
ABW,1997,21.6038,104.4
ABW,1998,21.4762,104.4
ABW,1999,21.3279,104.4
ABW,2000,21.1515,104.3
ABW,2001,20.9462,104.3
ABW,2002,20.705,104.3
ABW,2003,20.4294,104.3
ABW,2004,20.1241,104.3
ABW,2005,19.7945,104.3
ABW,2006,19.4486,104.3
ABW,2007,19.0934,104.2
ABW,2008,18.7369,104.2
ABW,2009,18.3842,104.3
ABW,2010,18.0387,104.3
ABW,2011,17.7041,104.3
ABW,2012,17.3815,104.3
ABW,2013,17.07,104.3
ABW,2014,16.7693,104.4
ABW,2015,16.4774,104.4
ABW,2016,16.1919,104.4
ABW,2017,15.9118,104.4
ABW,2018,15.6352,104.3
ABW,2019,15.3639,104.4
ABW,2020,15.0952,104.3
ABW,2021,15.2445,104.3
ABW,2022,14.5676,104.3
ABW,2023,14.3108,104.3
AFG,1950,413.7014,104.9
AFG,1951,407.9939,104.9
AFG,1952,402.24,104.9
AFG,1953,396.4229,104.9
AFG,1954,391.5887,104.9
AFG,1955,384.4414,104.9
AFG,1956,378.4591,104.9
AFG,1957,372.1603,104.9
AFG,1958,366.1019,104.9
AFG,1959,360.0998,104.9
AFG,1960,354.452,104.9
AFG,1961,348.7335,104.9
AFG,1962,343.2186,104.9
AFG,1963,338.0092,104.9
AFG,1964,332.5331,104.9
AFG,1965,327.3154,104.9
AFG,1966,322.1359,104.9
AFG,1967,316.9564,104.9
AFG,1968,311.7126,104.9
AFG,1969,306.5237,104.9
AFG,1970,301.2696,104.9
AFG,1971,296.0995,104.9
AFG,1972,290.9405,105
AFG,1973,285.3993,105
AFG,1974,279.9998,105
AFG,1975,274.4467,105
AFG,1976,268.9411,105
AFG,1977,263.1268,105
AFG,1978,263.9394,105
AFG,1979,266.508,105
AFG,1980,261.1878,105
AFG,1981,257.0977,105
AFG,1982,271.3529,105.1
AFG,1983,265.5844,105.1
AFG,1984,293.9678,105.1
AFG,1985,286.6748,105.2
AFG,1986,245.7409,105.3
AFG,1987,240.0805,105.3
AFG,1988,214.8586,105.4
AFG,1989,205.7027,105.4
AFG,1990,199.388,105.5
AFG,1991,194.169,105.6
AFG,1992,183.3971,105.6
AFG,1993,165.1757,105.6
AFG,1994,158.3224,105.7
AFG,1995,153.9471,105.8
AFG,1996,148.7353,106
AFG,1997,145.7963,106.2
AFG,1998,144.0929,106.4
AFG,1999,136.398,106.5
AFG,2000,131.9071,106.5
AFG,2001,127.8353,106.5
AFG,2002,124.0226,106.5
AFG,2003,117.8265,106.5
AFG,2004,113.3739,106.4
AFG,2005,109.4739,106.3
AFG,2006,105.3774,106.3
AFG,2007,100.5294,106.3
AFG,2008,96.2567,106.3
AFG,2009,93.6144,106.2
AFG,2010,90.2386,106.1
AFG,2011,86.3166,105.9
AFG,2012,82.906,105.8
AFG,2013,79.7818,105.7
AFG,2014,78.2069,105.6
AFG,2015,76.5487,105.6
AFG,2016,73.9115,105.5
AFG,2017,67.6953,105.4
AFG,2018,65.3379,105.3
AFG,2019,64.0056,105.3
AFG,2020,62.8769,105.2
AFG,2021,61.3673,105.2
AFG,2022,58.0385,105.2
AFG,2023,56.162,105.1
AGO,1950,341.0534,102.9
AGO,1951,338.8005,102.9
AGO,1952,336.6555,102.9
AGO,1953,334.3478,102.9
AGO,1954,331.9652,102.9
AGO,1955,329.4406,102.9
AGO,1956,326.7551,102.9
AGO,1957,323.9751,102.9
AGO,1958,321.0038,102.9
AGO,1959,317.7917,102.9
AGO,1960,314.3568,102.8
AGO,1961,310.8718,102.9
AGO,1962,307.2344,102.9
AGO,1963,303.5392,102.9
AGO,1964,299.6594,102.9
AGO,1965,295.7144,102.9
AGO,1966,291.6667,102.9
AGO,1967,287.4935,102.9
AGO,1968,283.3344,102.9
AGO,1969,279.1594,102.9
AGO,1970,275.0598,102.9
AGO,1971,270.9271,102.9
AGO,1972,266.8901,102.9
AGO,1973,262.9494,102.9
AGO,1974,259.1208,102.9
AGO,1975,258.815,102.9
AGO,1976,256.8061,102.9
AGO,1977,253.3044,102.9
AGO,1978,249.9568,102.9
AGO,1979,246.8155,102.9
AGO,1980,243.8302,102.9
AGO,1981,241.0335,102.9
AGO,1982,238.3982,102.9
AGO,1983,241.0967,102.9
AGO,1984,238.7939,102.9
AGO,1985,236.7923,103
AGO,1986,234.8228,103
AGO,1987,243.165,103
AGO,1988,239.6274,103
AGO,1989,238.1348,103
AGO,1990,237.0894,103
AGO,1991,228.1624,103.1
AGO,1992,236.285,103.1
AGO,1993,227.1633,103.1
AGO,1994,220.559,103.1
AGO,1995,219.0588,103.1
AGO,1996,216.8255,103.1
AGO,1997,213.9935,103
AGO,1998,216.5059,103
AGO,1999,208.403,103
AGO,2000,206.4443,102.9
AGO,2001,197.8211,102.9
AGO,2002,193.5538,102.9
AGO,2003,180.1555,102.9
AGO,2004,171.9159,102.9
AGO,2005,163.1828,102.9
AGO,2006,155.1122,102.8
AGO,2007,145.26,102.7
AGO,2008,136.1749,102.7
AGO,2009,127.5082,102.6
AGO,2010,119.4591,102.5
AGO,2011,112.0602,102.4
AGO,2012,104.9639,102.4
AGO,2013,98.6452,102.4
AGO,2014,93.2296,102.4
AGO,2015,88.6086,102.4
AGO,2016,84.4116,102.5
AGO,2017,80.6111,102.5
AGO,2018,77.3498,102.6
AGO,2019,74.3898,102.6
AGO,2020,71.5789,102.7
AGO,2021,69.0846,102.7
AGO,2022,66.5883,102.7
AGO,2023,64.3385,102.7
ALB,1950,300.7187,105.8
ALB,1951,291.6589,105.8
ALB,1952,283.0679,105.8
ALB,1953,274.4217,105.9
ALB,1954,265.4402,105.9
ALB,1955,255.955,105.8
ALB,1956,245.953,105.9
ALB,1957,235.661,105.9
ALB,1958,225.0618,105.9
ALB,1959,214.2501,105.9
ALB,1960,203.3144,105.9
ALB,1961,192.3993,105.9
ALB,1962,181.8163,105.9
ALB,1963,171.2632,105.9
ALB,1964,160.9548,105.9
ALB,1965,150.9114,106
ALB,1966,141.1831,106
ALB,1967,131.8537,106
ALB,1968,122.8804,106
ALB,1969,114.4011,106
ALB,1970,106.5109,106
ALB,1971,99.1553,106.2
ALB,1972,92.2945,106.1
ALB,1973,86.1205,106.2
ALB,1974,80.6094,106.5
ALB,1975,75.729,106.5
ALB,1976,71.4772,106.5
ALB,1977,67.8404,106.9
ALB,1978,64.7641,107.1
ALB,1979,62.2686,107.8
ALB,1980,60.0545,108.6
ALB,1981,58.1897,108.8
ALB,1982,56.4954,108.6
ALB,1983,54.8507,108.7
ALB,1984,53.1462,108
ALB,1985,51.4587,107.8
ALB,1986,49.3948,108
ALB,1987,47.3715,108
ALB,1988,45.3098,107.8
ALB,1989,43.282,107.7
ALB,1990,41.3707,108
ALB,1991,39.5974,108.4
ALB,1992,37.9968,107.9
ALB,1993,36.4014,107.7
ALB,1994,35.0366,107.6
ALB,1995,33.6247,107.8
ALB,1996,32.2833,108.3
ALB,1997,33.0025,108.9
ALB,1998,29.6179,109.5
ALB,1999,28.2784,109.9
ALB,2000,26.893,110.3
ALB,2001,25.4977,111.1
ALB,2002,24.1214,112
ALB,2003,22.6614,112.5
ALB,2004,21.2232,112.8
ALB,2005,19.8112,112.9
ALB,2006,18.3726,112.9
ALB,2007,17.0064,112.6
ALB,2008,15.7091,112.1
ALB,2009,14.5053,111.8
ALB,2010,13.4151,111.2
ALB,2011,12.4553,110.4
ALB,2012,11.6436,109.9
ALB,2013,10.9774,109.6
ALB,2014,10.4555,109.4
ALB,2015,10.0714,109.1
ALB,2016,9.803,108.8
ALB,2017,9.6185,108.7
ALB,2018,9.5087,108.4
ALB,2019,9.5617,108.1
ALB,2020,9.4437,107.8
ALB,2021,9.4391,107.5
ALB,2022,9.9792,107.2
ALB,2023,9.4866,107
AND,1950,51.5406,106.3
AND,1951,49.3579,106.3
AND,1952,47.1539,106.3
AND,1953,43.6206,106.3
AND,1954,40.1677,106.3
AND,1955,37.509,106.3
AND,1956,35.3432,106.2
AND,1957,33.4617,106.2
AND,1958,31.1807,106.2
AND,1959,29.3735,106.2
AND,1960,27.551,106.2
AND,1961,25.9997,106.2
AND,1962,24.6912,106.2
AND,1963,23.7616,106.2
AND,1964,22.7455,106.2
AND,1965,22.0219,106.2
AND,1966,21.4405,106.2
AND,1967,21.0436,106.2
AND,1968,20.6121,106.2
AND,1969,20.2518,106.2
AND,1970,19.6955,106.2
AND,1971,19.157,106.2
AND,1972,18.4498,106.2
AND,1973,17.8271,106.2
AND,1974,17.2027,106.2
AND,1975,16.6443,106.2
AND,1976,16.0182,106.3
AND,1977,15.4259,106.3
AND,1978,14.7725,106.3
AND,1979,14.1403,106.3
AND,1980,13.5533,106.3
AND,1981,13.0858,106.3
AND,1982,12.6878,106.3
AND,1983,12.4073,106.3
AND,1984,12.1799,106.3
AND,1985,12.0156,106.3
AND,1986,11.8273,106.2
AND,1987,11.6776,106.2
AND,1988,11.4013,106.2
AND,1989,11.1146,106.2
AND,1990,10.5995,106.2
AND,1991,10.1195,106.2
AND,1992,9.5517,106.3
AND,1993,9.0794,106.3
AND,1994,8.6762,106.3
AND,1995,8.5156,106.4
AND,1996,8.319,106.4
AND,1997,8.1921,106.4
AND,1998,8.0811,106.4
AND,1999,7.8541,106.3
AND,2000,7.6064,106.3
AND,2001,7.3806,106.3
AND,2002,7.1858,106.3
AND,2003,7.006,106.2
AND,2004,6.9605,106.2
AND,2005,6.7505,106.2
AND,2006,6.5282,106.2
AND,2007,6.3149,106.1
AND,2008,6.1385,106.1
AND,2009,5.9593,106
AND,2010,5.9034,106
AND,2011,5.8851,106
AND,2012,5.8646,106
AND,2013,5.8382,106
AND,2014,5.8045,106
AND,2015,5.7902,106.1
AND,2016,5.837,106.1
AND,2017,5.9241,106.2
AND,2018,6.0034,106.3
AND,2019,6.0963,106.3
AND,2020,6.4904,106.3
AND,2021,6.1654,106.3
AND,2022,6.1378,106.2
AND,2023,6.1175,106.2
ARE,1950,301.6741,104.3
ARE,1951,291.9437,104.3
ARE,1952,282.2813,104.3
ARE,1953,272.5654,104.3
ARE,1954,262.743,104.3
ARE,1955,252.7554,104.3
ARE,1956,242.5656,104.3
ARE,1957,232.2018,104.3
ARE,1958,221.7129,104.3
ARE,1959,211.1062,104.3
ARE,1960,200.4148,104.3
ARE,1961,189.7493,104.3
ARE,1962,179.1115,104.3
ARE,1963,168.4836,104.2
ARE,1964,157.8686,104.2
ARE,1965,147.2822,104.2
ARE,1966,136.6305,104.2
ARE,1967,126.2316,104.1
ARE,1968,116.079,104.1
ARE,1969,106.2229,104.1
ARE,1970,96.8245,104
ARE,1971,88.0757,104
ARE,1972,79.9266,103.9
ARE,1973,72.4145,103.9
ARE,1974,65.5302,103.8
ARE,1975,59.2413,103.7
ARE,1976,53.5163,103.6
ARE,1977,48.2482,103.5
ARE,1978,43.5387,103.3
ARE,1979,39.3179,103.2
ARE,1980,35.5675,103
ARE,1981,32.265,102.4
ARE,1982,29.3781,103.1
ARE,1983,26.8994,103.5
ARE,1984,24.7627,103.7
ARE,1985,22.9173,104
ARE,1986,21.3271,104.1
ARE,1987,19.9258,104.2
ARE,1988,18.7031,104.3
ARE,1989,17.6206,104.4
ARE,1990,16.6578,104.5
ARE,1991,15.7997,104.7
ARE,1992,15.0348,104.8
ARE,1993,14.3493,104.6
ARE,1994,13.7396,104.6
ARE,1995,13.2146,104.5
ARE,1996,12.7316,104.5
ARE,1997,12.2883,104.5
ARE,1998,11.8939,104.5
ARE,1999,11.5437,104.6
ARE,2000,11.2204,104.7
ARE,2001,10.9179,104.4
ARE,2002,10.5887,104.2
ARE,2003,10.2833,104.2
ARE,2004,9.9943,104.2
ARE,2005,9.775,104.3
ARE,2006,9.5815,104.3
ARE,2007,9.3586,104.3
ARE,2008,9.1217,104.3
ARE,2009,8.8832,104.3
ARE,2010,8.6459,104.2
ARE,2011,8.4137,104.1
ARE,2012,8.1926,104.2
ARE,2013,7.9824,104.6
ARE,2014,7.7805,104.9
ARE,2015,7.5831,105.3
ARE,2016,7.385,105.4
ARE,2017,7.1835,105.1
ARE,2018,6.9788,104.8
ARE,2019,6.7722,104.7
ARE,2020,6.5151,104.7
ARE,2021,6.3501,104.6
ARE,2022,6.1544,104.6
ARE,2023,5.9736,104.6
ARG,1950,87.9088,104.7
ARG,1951,85.7343,104.6
ARG,1952,83.7073,104.7
ARG,1953,81.7766,104.6
ARG,1954,80.0283,104.5
ARG,1955,78.4587,104.4
ARG,1956,77.2162,104.3
ARG,1957,76.2132,104.3
ARG,1958,75.684,104.2
ARG,1959,74.5024,104.2
ARG,1960,73.7733,104.3
ARG,1961,72.8935,104.3
ARG,1962,71.9022,104.3
ARG,1963,70.8705,104.2
ARG,1964,69.7466,104.2
ARG,1965,68.5799,104.2
ARG,1966,67.4817,104.1
ARG,1967,66.3386,104
ARG,1968,65.0674,103.8
ARG,1969,63.6947,103.6
ARG,1970,62.1917,103.7
ARG,1971,60.4514,104
ARG,1972,58.5802,104.2
ARG,1973,56.693,104.5
ARG,1974,54.6499,104.7
ARG,1975,52.4699,104.9
ARG,1976,50.4365,105.1
ARG,1977,48.4321,105.3
ARG,1978,46.166,105.5
ARG,1979,43.8641,105.1
ARG,1980,41.7949,104.8
ARG,1981,39.6554,104.6
ARG,1982,37.8959,104.4
ARG,1983,36.3024,104.7
ARG,1984,34.9447,104.9
ARG,1985,33.8203,105.1
ARG,1986,32.8092,105.3
ARG,1987,31.9201,105.3
ARG,1988,31.1321,105.4
ARG,1989,30.3585,105.4
ARG,1990,29.7242,105.4
ARG,1991,28.9717,105.4
ARG,1992,28.1888,105.4
ARG,1993,27.371,105.4
ARG,1994,26.5223,105.5
ARG,1995,25.6561,105.5
ARG,1996,24.7817,105.4
ARG,1997,23.9224,105.4
ARG,1998,23.0525,105.5
ARG,1999,22.221,105.5
ARG,2000,21.4278,105.5
ARG,2001,20.6514,105.4
ARG,2002,19.8984,105.4
ARG,2003,19.2006,105.5
ARG,2004,18.5162,105.6
ARG,2005,17.8537,105.9
ARG,2006,17.2979,106.2
ARG,2007,16.7378,106.3
ARG,2008,16.1851,106.2
ARG,2009,15.6769,106.1
ARG,2010,15.162,106.1
ARG,2011,14.6421,106.2
ARG,2012,14.2495,106.2
ARG,2013,13.8034,106
ARG,2014,13.342,105.9
ARG,2015,12.8914,105.7
ARG,2016,12.5275,105.6
ARG,2017,12.1924,105.3
ARG,2018,11.8426,105.3
ARG,2019,11.52,105.2
ARG,2020,11.1995,105.2
ARG,2021,10.8863,105.2
ARG,2022,10.5896,105.1
ARG,2023,10.2947,105.1
ARM,1950,182.0599,106.4
ARM,1951,177.4761,106.5
ARM,1952,172.9873,106.5
ARM,1953,168.5546,106.5
ARM,1954,164.1752,106.5
ARM,1955,159.8349,106.5
ARM,1956,155.5249,106.4
ARM,1957,151.2564,106.4
ARM,1958,147.0373,106.4
ARM,1959,142.862,106.4
ARM,1960,138.7475,106.4
ARM,1961,134.7124,106.4
ARM,1962,130.769,106.4
ARM,1963,126.9273,106.4
ARM,1964,123.2058,106.4
ARM,1965,119.6114,106.4
ARM,1966,116.1424,106.4
ARM,1967,112.8,106.4
ARM,1968,109.5806,106.4
ARM,1969,106.4777,106.4
ARM,1970,103.4746,106.4
ARM,1971,100.5628,106.4
ARM,1972,97.7268,106.4
ARM,1973,94.9034,106.4
ARM,1974,92.0127,106.4
ARM,1975,89.0632,106.4
ARM,1976,86.0421,106.4
ARM,1977,82.9083,106.4
ARM,1978,79.7267,106.4
ARM,1979,76.5977,106.4
ARM,1980,73.513,106.4
ARM,1981,70.54,106.4
ARM,1982,67.7257,106.4
ARM,1983,65.0283,106.4
ARM,1984,62.4431,106.4
ARM,1985,59.9617,106.4
ARM,1986,57.5749,106.4
ARM,1987,55.2942,106.5
ARM,1988,101.5664,106.3
ARM,1989,50.8685,106.2
ARM,1990,48.7859,105.9
ARM,1991,46.6897,105.9
ARM,1992,44.801,106.6
ARM,1993,42.7503,108
ARM,1994,40.8393,109.8
ARM,1995,38.9566,111.3
ARM,1996,37.1662,112.9
ARM,1997,35.4862,114.5
ARM,1998,33.8233,116.1
ARM,1999,32.2345,117
ARM,2000,30.7065,117.3
ARM,2001,29.2402,117.2
ARM,2002,27.8428,117.1
ARM,2003,26.494,116.9
ARM,2004,25.2109,116.7
ARM,2005,23.9753,116.3
ARM,2006,22.8045,115.9
ARM,2007,21.6831,115.6
ARM,2008,20.6202,115.3
ARM,2009,19.6073,114.9
ARM,2010,18.6449,114.6
ARM,2011,17.7304,114.2
ARM,2012,16.8839,113.8
ARM,2013,16.045,113.4
ARM,2014,15.263,112.9
ARM,2015,14.5571,112.4
ARM,2016,13.832,111.8
ARM,2017,13.1595,111.2
ARM,2018,12.5302,110.8
ARM,2019,11.9316,110.4
ARM,2020,11.3614,110
ARM,2021,10.818,109.5
ARM,2022,10.2998,109.1
ARM,2023,9.8251,108.7
ASM,1950,105.7177,106
ASM,1951,99.954,106
ASM,1952,94.5057,106
ASM,1953,89.2883,106
ASM,1954,84.273,106
ASM,1955,79.4448,106
ASM,1956,74.8095,106
ASM,1957,70.4092,106
ASM,1958,66.295,106
ASM,1959,62.4852,106
ASM,1960,58.9979,106
ASM,1961,55.7958,106
ASM,1962,52.8908,106
ASM,1963,50.2415,106
ASM,1964,47.8014,106
ASM,1965,45.5347,106
ASM,1966,82.2586,106
ASM,1967,41.4238,106
ASM,1968,39.5628,106
ASM,1969,37.8293,106
ASM,1970,36.2055,106
ASM,1971,34.6696,106
ASM,1972,33.1887,106
ASM,1973,31.7256,106
ASM,1974,30.2456,106
ASM,1975,28.7463,106
ASM,1976,27.2599,106
ASM,1977,25.7943,106
ASM,1978,24.3677,106
ASM,1979,22.9954,106
ASM,1980,21.6815,106
ASM,1981,20.4954,106
ASM,1982,19.4418,106
ASM,1983,18.5303,106
ASM,1984,17.7743,106
ASM,1985,17.1734,106
ASM,1986,16.7108,106
ASM,1987,16.3639,106
ASM,1988,16.1066,106
ASM,1989,15.9145,106
ASM,1990,15.758,106
ASM,1991,15.6129,106
ASM,1992,15.4753,106
ASM,1993,15.3431,106
ASM,1994,15.2053,106
ASM,1995,15.0631,106
ASM,1996,14.8978,106
ASM,1997,14.7151,106
ASM,1998,14.5141,106
ASM,1999,14.2898,106
ASM,2000,14.0278,106
ASM,2001,13.7281,106
ASM,2002,13.3798,106
ASM,2003,15.2072,106
ASM,2004,12.595,106
ASM,2005,12.2083,106
ASM,2006,11.8571,106
ASM,2007,11.5652,106
ASM,2008,11.3443,106
ASM,2009,16.4362,106
ASM,2010,11.1038,106
ASM,2011,11.0565,106
ASM,2012,11.0353,106
ASM,2013,11.0324,106
ASM,2014,11.039,106
ASM,2015,11.0451,106
ASM,2016,11.0422,106
ASM,2017,11.0248,106
ASM,2018,10.9885,106
ASM,2019,10.9325,106
ASM,2020,10.8585,106
ASM,2021,10.7762,106
ASM,2022,10.6805,106
ASM,2023,10.587,106
ATG,1950,119.5438,103.2
ATG,1951,115.4568,103.2
ATG,1952,111.8358,103.2
ATG,1953,108.2433,103.2
ATG,1954,104.6886,103.2
ATG,1955,101.1594,103.2
ATG,1956,97.5783,103.2
ATG,1957,93.8744,103.2
ATG,1958,89.9086,103.1
ATG,1959,85.5873,103.1
ATG,1960,81.2367,103.1
ATG,1961,75.7493,103.1
ATG,1962,70.3158,103.1
ATG,1963,64.694,103.1
ATG,1964,59.0487,103.1
ATG,1965,53.564,103.1
ATG,1966,48.4051,103.1
ATG,1967,43.6901,103.1
ATG,1968,39.4895,103.1
ATG,1969,35.8252,103.1
ATG,1970,32.676,103.1
ATG,1971,29.9971,103.1
ATG,1972,27.7089,103
ATG,1973,25.7419,103
ATG,1974,24.0155,103
ATG,1975,22.4469,103
ATG,1976,20.9864,103
ATG,1977,19.61,103
ATG,1978,18.3182,103
ATG,1979,17.1299,103.1
ATG,1980,16.067,103.1
ATG,1981,15.1475,103.1
ATG,1982,14.3968,103
ATG,1983,13.8142,103
ATG,1984,13.3928,102.9
ATG,1985,13.1252,103
ATG,1986,12.9981,102.9
ATG,1987,12.9968,102.9
ATG,1988,13.1056,102.9
ATG,1989,13.6743,102.9
ATG,1990,13.5821,102.8
ATG,1991,13.9005,102.8
ATG,1992,14.2455,102.8
ATG,1993,14.5782,102.8
ATG,1994,14.8716,102.8
ATG,1995,15.4431,102.8
ATG,1996,15.23,102.9
ATG,1997,15.2578,102.9
ATG,1998,15.5136,102.9
ATG,1999,15.3457,103
ATG,2000,14.7894,103
ATG,2001,14.5107,103
ATG,2002,14.2034,103.1
ATG,2003,13.8844,103.1
ATG,2004,13.5666,103.1
ATG,2005,13.2584,103.1
ATG,2006,12.9612,103.1
ATG,2007,12.6799,103.1
ATG,2008,12.4143,103.1
ATG,2009,12.1633,103.1
ATG,2010,11.9262,103.1
ATG,2011,11.7037,103.2
ATG,2012,11.4927,103.2
ATG,2013,11.2948,103.2
ATG,2014,11.1071,103.2
ATG,2015,10.9244,103.2
ATG,2016,10.743,103.2
ATG,2017,10.6943,103.2
ATG,2018,10.3682,103.2
ATG,2019,10.1633,103.2
ATG,2020,10.0788,103.2
ATG,2021,9.72,103.2
ATG,2022,9.4897,103.2
ATG,2023,9.3275,103.2
AUS,1950,31.0248,105.4
AUS,1951,31.9295,105.5
AUS,1952,30.3798,105.3
AUS,1953,29.4461,105.1
AUS,1954,28.2306,105.2
AUS,1955,27.8782,105.4
AUS,1956,26.982,106
AUS,1957,27.0062,105.7
AUS,1958,25.1711,105.3
AUS,1959,26.1587,105.3
AUS,1960,24.5346,105.6
AUS,1961,24.0516,105.6
AUS,1962,24.1593,105.9
AUS,1963,23.2141,105.9
AUS,1964,22.6258,106
AUS,1965,22.3594,105.8
AUS,1966,21.847,105.7
AUS,1967,21.6135,105.5
AUS,1968,21.5971,105.4
AUS,1969,22.0171,105.2
AUS,1970,22.2027,105.1
AUS,1971,21.1571,104.8
AUS,1972,19.9373,105.3
AUS,1973,19.0272,105.4
AUS,1974,18.9485,105.8
AUS,1975,16.8465,105.8
AUS,1976,16.2693,105.6
AUS,1977,14.9093,105.8
AUS,1978,14.6192,105.5
AUS,1979,13.4055,105.6
AUS,1980,12.7639,105.7
AUS,1981,12.6374,105.6
AUS,1982,12.3792,105.6
AUS,1983,11.6955,105.4
AUS,1984,11.4213,105.2
AUS,1985,11.848,105.2
AUS,1986,10.6219,105.4
AUS,1987,10.6935,105.4
AUS,1988,9.8744,105.3
AUS,1989,10.1905,105.3
AUS,1990,9.4945,105.7
AUS,1991,8.2093,105.5
AUS,1992,8.4371,105.5
AUS,1993,7.5691,105.5
AUS,1994,7.3541,105.6
AUS,1995,7.0528,105.5
AUS,1996,7.1186,105.6
AUS,1997,6.7977,105.4
AUS,1998,6.4582,105.3
AUS,1999,6.9311,105.1
AUS,2000,6.1658,105.3
AUS,2001,6.1375,105.3
AUS,2002,6.0264,105.3
AUS,2003,5.8962,105.6
AUS,2004,5.7318,105.6
AUS,2005,6.02,105.6
AUS,2006,5.6419,105.7
AUS,2007,5.1245,105.6
AUS,2008,5.0524,105.6
AUS,2009,4.9293,105.6
AUS,2010,4.8369,105.5
AUS,2011,4.4856,105.6
AUS,2012,4.0303,105.7
AUS,2013,4.3421,105.9
AUS,2014,3.9709,105.5
AUS,2015,3.7587,105.7
AUS,2016,3.6949,105.8
AUS,2017,3.9411,106
AUS,2018,3.6722,105.9
AUS,2019,3.7867,105.8
AUS,2020,3.5937,105.8
AUS,2021,3.8577,105.7
AUS,2022,4.5079,105.6
AUS,2023,3.8113,105.6
AUT,1950,75.9786,106.3
AUT,1951,69.965,106
AUT,1952,59.8689,106.1
AUT,1953,56.6281,105.8
AUT,1954,55.7795,105.7
AUT,1955,53.3296,105.5
AUT,1956,50.7812,105.4
AUT,1957,51.0253,105.8
AUT,1958,46.6112,105.6
AUT,1959,46.4606,105.9
AUT,1960,43.4212,105.8
AUT,1961,38.3644,105.7
AUT,1962,37.4193,105.3
AUT,1963,36.1206,104.8
AUT,1964,33.9837,104.7
AUT,1965,32.3432,104.9
AUT,1966,32.2602,105.1
AUT,1967,30.1762,105.4
AUT,1968,29.1896,105.6
AUT,1969,28.8751,105.4
AUT,1970,28.8866,105.7
AUT,1971,29.0671,105.7
AUT,1972,28.1755,105.7
AUT,1973,26.2592,105.7
AUT,1974,26.7094,105.7
AUT,1975,23.4193,105.7
AUT,1976,20.5892,105.8
AUT,1977,19.2993,105.7
AUT,1978,17.9103,105.7
AUT,1979,17.3048,105.7
AUT,1980,17.3228,105.6
AUT,1981,14.9802,105.1
AUT,1982,14.8648,104.6
AUT,1983,13.3784,104.8
AUT,1984,13.5015,104.7
AUT,1985,13.0595,105.5
AUT,1986,11.9738,105.2
AUT,1987,11.3691,105.3
AUT,1988,9.4952,105.7
AUT,1989,10.0463,105.5
AUT,1990,9.5982,105.6
AUT,1991,9.1316,105.7
AUT,1992,9.0649,105.8
AUT,1993,7.6979,105.3
AUT,1994,7.5972,105.3
AUT,1995,6.5856,105.1
AUT,1996,6.2364,105.1
AUT,1997,5.7109,104.9
AUT,1998,5.916,105.2
AUT,1999,5.3837,105.1
AUT,2000,5.6839,105.1
AUT,2001,5.6823,104.9
AUT,2002,4.9825,105
AUT,2003,5.5639,105.3
AUT,2004,5.1672,105.1
AUT,2005,5.0048,104.6
AUT,2006,4.4749,104.5
AUT,2007,4.3318,104.8
AUT,2008,4.5061,105.6
AUT,2009,4.5993,105.3
AUT,2010,4.7465,105.6
AUT,2011,4.2802,106.5
AUT,2012,3.8154,106.8
AUT,2013,3.803,106.7
AUT,2014,3.7031,106.6
AUT,2015,3.6708,106.6
AUT,2016,3.7723,106.1
AUT,2017,3.6086,106.2
AUT,2018,3.1819,105.4
AUT,2019,3.7313,105.4
AUT,2020,3.7202,105.4
AUT,2021,3.3338,105.5
AUT,2022,3.7944,105.5
AUT,2023,3.4975,105.5
AZE,1950,219.3252,106.4
AZE,1951,214.8236,106.4
AZE,1952,210.6893,106.4
AZE,1953,206.4102,106.4
AZE,1954,202.0937,106.4
AZE,1955,197.4811,106.4
AZE,1956,192.8945,106.4
AZE,1957,188.728,106.4
AZE,1958,183.9325,106.4
AZE,1959,179.1916,106.4
AZE,1960,174.1925,106.4
AZE,1961,169.0272,106.4
AZE,1962,164.0265,106.4
