iso3,year,activity,status,value,source
KOR,2020,P,3,237.166,LFS - Economically Active Population Survey
KOR,2020,P,TOTAL,1797.563,LFS - Economically Active Population Survey
KOR,2020,Q,2,74.514,LFS - Economically Active Population Survey
KOR,2020,Q,3,10.348,LFS - Economically Active Population Survey
KOR,2020,Q,TOTAL,2336.251,LFS - Economically Active Population Survey
KOR,2020,R,2,28.146,LFS - Economically Active Population Survey
KOR,2020,R,3,128.904,LFS - Economically Active Population Survey
KOR,2020,R,TOTAL,496.124,LFS - Economically Active Population Survey
KOR,2020,S,2,65.526,LFS - Economically Active Population Survey
KOR,2020,S,3,403.281,LFS - Economically Active Population Survey
KOR,2020,S,TOTAL,1189.228,LFS - Economically Active Population Survey
KOR,2020,T,3,3.837,LFS - Economically Active Population Survey
KOR,2020,T,TOTAL,98.253,LFS - Economically Active Population Survey
KOR,2020,TOTAL,2,1372.218,LFS - Economically Active Population Survey
KOR,2020,TOTAL,3,4158.483,LFS - Economically Active Population Survey
KOR,2020,TOTAL,TOTAL,27024.243,LFS - Economically Active Population Survey
KOR,2020,U,TOTAL,16.971,LFS - Economically Active Population Survey
KOR,2020,X,TOTAL,119.912,LFS - Economically Active Population Survey
KOR,2021,A,2,55.451,LFS - Economically Active Population Survey
KOR,2021,A,3,886.216,LFS - Economically Active Population Survey
KOR,2021,A,TOTAL,1458.275,LFS - Economically Active Population Survey
KOR,2021,B,TOTAL,11.724,LFS - Economically Active Population Survey
KOR,2021,C,2,145.959,LFS - Economically Active Population Survey
KOR,2021,C,3,211.986,LFS - Economically Active Population Survey
KOR,2021,C,TOTAL,4367.846,LFS - Economically Active Population Survey
KOR,2021,D,3,1.359,LFS - Economically Active Population Survey
KOR,2021,D,TOTAL,71.423,LFS - Economically Active Population Survey
KOR,2021,E,2,3.657,LFS - Economically Active Population Survey
KOR,2021,E,3,8.968,LFS - Economically Active Population Survey
KOR,2021,E,TOTAL,168.785,LFS - Economically Active Population Survey
KOR,2021,F,2,101.863,LFS - Economically Active Population Survey
KOR,2021,F,3,266.533,LFS - Economically Active Population Survey
KOR,2021,F,TOTAL,2090.387,LFS - Economically Active Population Survey
KOR,2021,G,2,304.693,LFS - Economically Active Population Survey
KOR,2021,G,3,752.897,LFS - Economically Active Population Survey
KOR,2021,G,TOTAL,3352.951,LFS - Economically Active Population Survey
KOR,2021,H,2,23.344,LFS - Economically Active Population Survey
KOR,2021,H,3,654.636,LFS - Economically Active Population Survey
KOR,2021,H,TOTAL,1585.829,LFS - Economically Active Population Survey
KOR,2021,I,2,304.456,LFS - Economically Active Population Survey
KOR,2021,I,3,353.56,LFS - Economically Active Population Survey
KOR,2021,I,TOTAL,2097.658,LFS - Economically Active Population Survey
KOR,2021,J,2,16.826,LFS - Economically Active Population Survey
KOR,2021,J,3,44.77,LFS - Economically Active Population Survey
KOR,2021,J,TOTAL,900.467,LFS - Economically Active Population Survey
KOR,2021,K,2,5.536,LFS - Economically Active Population Survey
KOR,2021,K,3,17.409,LFS - Economically Active Population Survey
KOR,2021,K,TOTAL,759.114,LFS - Economically Active Population Survey
KOR,2021,L,2,21.476,LFS - Economically Active Population Survey
KOR,2021,L,3,116.37,LFS - Economically Active Population Survey
KOR,2021,L,TOTAL,530.939,LFS - Economically Active Population Survey
KOR,2021,M,2,63.508,LFS - Economically Active Population Survey
KOR,2021,M,3,94.246,LFS - Economically Active Population Survey
KOR,2021,M,TOTAL,1219.331,LFS - Economically Active Population Survey
KOR,2021,N,2,35.124,LFS - Economically Active Population Survey
KOR,2021,N,3,56.761,LFS - Economically Active Population Survey
KOR,2021,N,TOTAL,1396.521,LFS - Economically Active Population Survey
KOR,2021,O,TOTAL,1183.542,LFS - Economically Active Population Survey
KOR,2021,P,2,65.838,LFS - Economically Active Population Survey
KOR,2021,P,3,215.712,LFS - Economically Active Population Survey
KOR,2021,P,TOTAL,1839.894,LFS - Economically Active Population Survey
KOR,2021,Q,2,77.503,LFS - Economically Active Population Survey
KOR,2021,Q,3,6.616,LFS - Economically Active Population Survey
KOR,2021,Q,TOTAL,2534.013,LFS - Economically Active Population Survey
KOR,2021,R,2,19.424,LFS - Economically Active Population Survey
KOR,2021,R,3,124.204,LFS - Economically Active Population Survey
KOR,2021,R,TOTAL,467.355,LFS - Economically Active Population Survey
KOR,2021,S,2,62.459,LFS - Economically Active Population Survey
KOR,2021,S,3,392.704,LFS - Economically Active Population Survey
KOR,2021,S,TOTAL,1134.684,LFS - Economically Active Population Survey
KOR,2021,T,3,0.935,LFS - Economically Active Population Survey
KOR,2021,T,TOTAL,87.345,LFS - Economically Active Population Survey
KOR,2021,TOTAL,2,1307.115,LFS - Economically Active Population Survey
KOR,2021,TOTAL,3,4205.88,LFS - Economically Active Population Survey
KOR,2021,TOTAL,TOTAL,27400.584,LFS - Economically Active Population Survey
KOR,2021,U,TOTAL,14.709,LFS - Economically Active Population Survey
KOR,2021,X,TOTAL,127.794,LFS - Economically Active Population Survey
KOR,2022,A,2,59.89,LFS - Economically Active Population Survey
KOR,2022,A,3,949.051,LFS - Economically Active Population Survey
KOR,2022,A,TOTAL,1525.745,LFS - Economically Active Population Survey
KOR,2022,B,TOTAL,9.255,LFS - Economically Active Population Survey
KOR,2022,C,2,160.919,LFS - Economically Active Population Survey
KOR,2022,C,3,191.601,LFS - Economically Active Population Survey
KOR,2022,C,TOTAL,4503.186,LFS - Economically Active Population Survey
KOR,2022,D,2,0.587,LFS - Economically Active Population Survey
KOR,2022,D,TOTAL,80.156,LFS - Economically Active Population Survey
KOR,2022,E,2,3.245,LFS - Economically Active Population Survey
KOR,2022,E,3,9.889,LFS - Economically Active Population Survey
KOR,2022,E,TOTAL,154.266,LFS - Economically Active Population Survey
KOR,2022,F,2,112.008,LFS - Economically Active Population Survey
KOR,2022,F,3,267.254,LFS - Economically Active Population Survey
KOR,2022,F,TOTAL,2122.969,LFS - Economically Active Population Survey
KOR,2022,G,2,309.176,LFS - Economically Active Population Survey
KOR,2022,G,3,720.318,LFS - Economically Active Population Survey
KOR,2022,G,TOTAL,3312.526,LFS - Economically Active Population Survey
KOR,2022,H,2,28.589,LFS - Economically Active Population Survey
KOR,2022,H,3,699.582,LFS - Economically Active Population Survey
KOR,2022,H,TOTAL,1655.238,LFS - Economically Active Population Survey
KOR,2022,I,2,305.394,LFS - Economically Active Population Survey
KOR,2022,I,3,349.067,LFS - Economically Active Population Survey
KOR,2022,I,TOTAL,2181.989,LFS - Economically Active Population Survey
KOR,2022,J,2,17.296,LFS - Economically Active Population Survey
KOR,2022,J,3,47.212,LFS - Economically Active Population Survey
KOR,2022,J,TOTAL,980.715,LFS - Economically Active Population Survey
KOR,2022,K,2,7.023,LFS - Economically Active Population Survey
KOR,2022,K,3,18.13,LFS - Economically Active Population Survey
KOR,2022,K,TOTAL,728.313,LFS - Economically Active Population Survey
KOR,2022,L,2,24.735,LFS - Economically Active Population Survey
KOR,2022,L,3,117.176,LFS - Economically Active Population Survey
KOR,2022,L,TOTAL,552.266,LFS - Economically Active Population Survey
KOR,2022,M,2,66.613,LFS - Economically Active Population Survey
KOR,2022,M,3,102.78,LFS - Economically Active Population Survey
KOR,2022,M,TOTAL,1287.853,LFS - Economically Active Population Survey
KOR,2022,N,2,37.125,LFS - Economically Active Population Survey
KOR,2022,N,3,63.831,LFS - Economically Active Population Survey
KOR,2022,N,TOTAL,1422.962,LFS - Economically Active Population Survey
KOR,2022,O,TOTAL,1258.735,LFS - Economically Active Population Survey
KOR,2022,P,2,67.919,LFS - Economically Active Population Survey
KOR,2022,P,3,226.592,LFS - Economically Active Population Survey
KOR,2022,P,TOTAL,1901.496,LFS - Economically Active Population Survey
KOR,2022,Q,2,80.526,LFS - Economically Active Population Survey
KOR,2022,Q,3,8.965,LFS - Economically Active Population Survey
KOR,2022,Q,TOTAL,2714.157,LFS - Economically Active Population Survey
KOR,2022,R,2,22.324,LFS - Economically Active Population Survey
KOR,2022,R,3,138.978,LFS - Economically Active Population Survey
KOR,2022,R,TOTAL,482.215,LFS - Economically Active Population Survey
KOR,2022,S,2,62.039,LFS - Economically Active Population Survey
KOR,2022,S,3,354.205,LFS - Economically Active Population Survey
KOR,2022,S,TOTAL,1119.002,LFS - Economically Active Population Survey
KOR,2022,T,3,1.958,LFS - Economically Active Population Survey
KOR,2022,T,TOTAL,79.939,LFS - Economically Active Population Survey
KOR,2022,TOTAL,2,1365.408,LFS - Economically Active Population Survey
KOR,2022,TOTAL,3,4266.625,LFS - Economically Active Population Survey
KOR,2022,TOTAL,TOTAL,28229.341,LFS - Economically Active Population Survey
KOR,2022,U,TOTAL,16.132,LFS - Economically Active Population Survey
KOR,2022,X,TOTAL,140.226,LFS - Economically Active Population Survey
KOR,2023,A,2,53.486,LFS - Economically Active Population Survey
KOR,2023,A,3,974.472,LFS - Economically Active Population Survey
KOR,2023,A,TOTAL,1512.977,LFS - Economically Active Population Survey
KOR,2023,B,3,0.732,LFS - Economically Active Population Survey
KOR,2023,B,TOTAL,7.655,LFS - Economically Active Population Survey
KOR,2023,C,2,176.814,LFS - Economically Active Population Survey
KOR,2023,C,3,191.776,LFS - Economically Active Population Survey
KOR,2023,C,TOTAL,4460.566,LFS - Economically Active Population Survey
KOR,2023,D,3,0.177,LFS - Economically Active Population Survey
KOR,2023,D,TOTAL,88.807,LFS - Economically Active Population Survey
KOR,2023,E,2,3.48,LFS - Economically Active Population Survey
KOR,2023,E,3,8.267,LFS - Economically Active Population Survey
KOR,2023,E,TOTAL,146.72,LFS - Economically Active Population Survey
KOR,2023,F,2,114.204,LFS - Economically Active Population Survey
KOR,2023,F,3,277.656,LFS - Economically Active Population Survey
KOR,2023,F,TOTAL,2113.726,LFS - Economically Active Population Survey
KOR,2023,G,2,297.102,LFS - Economically Active Population Survey
KOR,2023,G,3,702.193,LFS - Economically Active Population Survey
KOR,2023,G,TOTAL,3275.472,LFS - Economically Active Population Survey
KOR,2023,H,2,36.505,LFS - Economically Active Population Survey
KOR,2023,H,3,694.551,LFS - Economically Active Population Survey
KOR,2023,H,TOTAL,1644.396,LFS - Economically Active Population Survey
KOR,2023,I,2,330.923,LFS - Economically Active Population Survey
KOR,2023,I,3,338.476,LFS - Economically Active Population Survey
KOR,2023,I,TOTAL,2296.292,LFS - Economically Active Population Survey
KOR,2023,J,2,21.192,LFS - Economically Active Population Survey
KOR,2023,J,3,57.215,LFS - Economically Active Population Survey
KOR,2023,J,TOTAL,1037.398,LFS - Economically Active Population Survey
KOR,2023,K,2,9.413,LFS - Economically Active Population Survey
KOR,2023,K,3,25.345,LFS - Economically Active Population Survey
KOR,2023,K,TOTAL,750.556,LFS - Economically Active Population Survey
KOR,2023,L,2,26.968,LFS - Economically Active Population Survey
KOR,2023,L,3,105.855,LFS - Economically Active Population Survey
KOR,2023,L,TOTAL,534.105,LFS - Economically Active Population Survey
KOR,2023,M,2,81.599,LFS - Economically Active Population Survey
KOR,2023,M,3,95.629,LFS - Economically Active Population Survey
KOR,2023,M,TOTAL,1357.44,LFS - Economically Active Population Survey
KOR,2023,N,2,40.867,LFS - Economically Active Population Survey
KOR,2023,N,3,68.048,LFS - Economically Active Population Survey
KOR,2023,N,TOTAL,1431.035,LFS - Economically Active Population Survey
KOR,2023,O,TOTAL,1269.715,LFS - Economically Active Population Survey
KOR,2023,P,2,65.299,LFS - Economically Active Population Survey
KOR,2023,P,3,231.039,LFS - Economically Active Population Survey
KOR,2023,P,TOTAL,1895.739,LFS - Economically Active Population Survey
KOR,2023,Q,2,73.542,LFS - Economically Active Population Survey
KOR,2023,Q,3,13.545,LFS - Economically Active Population Survey
KOR,2023,Q,TOTAL,2857.616,LFS - Economically Active Population Survey
KOR,2023,R,2,28.157,LFS - Economically Active Population Survey
KOR,2023,R,3,128.437,LFS - Economically Active Population Survey
KOR,2023,R,TOTAL,512.172,LFS - Economically Active Population Survey
KOR,2023,S,2,60.089,LFS - Economically Active Population Survey
KOR,2023,S,3,350.984,LFS - Economically Active Population Survey
KOR,2023,S,TOTAL,1129.492,LFS - Economically Active Population Survey
KOR,2023,T,3,4.697,LFS - Economically Active Population Survey
KOR,2023,T,TOTAL,77.093,LFS - Economically Active Population Survey
KOR,2023,TOTAL,2,1419.639,LFS - Economically Active Population Survey
KOR,2023,TOTAL,3,4269.091,LFS - Economically Active Population Survey
KOR,2023,TOTAL,TOTAL,28548.989,LFS - Economically Active Population Survey
KOR,2023,U,TOTAL,17.325,LFS - Economically Active Population Survey
KOR,2023,X,TOTAL,132.693,LFS - Economically Active Population Survey
KOR,2024,A,2,59.141,LFS - Economically Active Population Survey
KOR,2024,A,3,948.615,LFS - Economically Active Population Survey
KOR,2024,A,TOTAL,1485.015,LFS - Economically Active Population Survey
KOR,2024,B,3,0.166,LFS - Economically Active Population Survey
KOR,2024,B,TOTAL,7.525,LFS - Economically Active Population Survey
KOR,2024,C,2,185.149,LFS - Economically Active Population Survey
KOR,2024,C,3,197.905,LFS - Economically Active Population Survey
KOR,2024,C,TOTAL,4454.976,LFS - Economically Active Population Survey
KOR,2024,D,3,3.03,LFS - Economically Active Population Survey
KOR,2024,D,TOTAL,91.523,LFS - Economically Active Population Survey
KOR,2024,E,2,3.329,LFS - Economically Active Population Survey
KOR,2024,E,3,8.242,LFS - Economically Active Population Survey
KOR,2024,E,TOTAL,141.915,LFS - Economically Active Population Survey
KOR,2024,F,2,124.065,LFS - Economically Active Population Survey
KOR,2024,F,3,272.787,LFS - Economically Active Population Survey
KOR,2024,F,TOTAL,2064.768,LFS - Economically Active Population Survey
KOR,2024,G,2,283.698,LFS - Economically Active Population Survey
KOR,2024,G,3,667.555,LFS - Economically Active Population Survey
KOR,2024,G,TOTAL,3214.702,LFS - Economically Active Population Survey
KOR,2024,H,2,36.576,LFS - Economically Active Population Survey
KOR,2024,H,3,692.145,LFS - Economically Active Population Survey
KOR,2024,H,TOTAL,1700.799,LFS - Economically Active Population Survey
KOR,2024,I,2,327.491,LFS - Economically Active Population Survey
KOR,2024,I,3,333.629,LFS - Economically Active Population Survey
KOR,2024,I,TOTAL,2321.555,LFS - Economically Active Population Survey
KOR,2024,J,2,23.658,LFS - Economically Active Population Survey
KOR,2024,J,3,70.786,LFS - Economically Active Population Survey
KOR,2024,J,TOTAL,1109.441,LFS - Economically Active Population Survey
KOR,2024,K,2,7.624,LFS - Economically Active Population Survey
KOR,2024,K,3,26.381,LFS - Economically Active Population Survey
KOR,2024,K,TOTAL,766.898,LFS - Economically Active Population Survey
KOR,2024,L,2,30.897,LFS - Economically Active Population Survey
KOR,2024,L,3,110.526,LFS - Economically Active Population Survey
KOR,2024,L,TOTAL,519.46,LFS - Economically Active Population Survey
KOR,2024,M,2,79.52,LFS - Economically Active Population Survey
KOR,2024,M,3,103.566,LFS - Economically Active Population Survey
KOR,2024,M,TOTAL,1422.189,LFS - Economically Active Population Survey
KOR,2024,N,2,31.332,LFS - Economically Active Population Survey
KOR,2024,N,3,63.123,LFS - Economically Active Population Survey
KOR,2024,N,TOTAL,1379.096,LFS - Economically Active Population Survey
KOR,2024,O,TOTAL,1307.64,LFS - Economically Active Population Survey
KOR,2024,P,2,64.942,LFS - Economically Active Population Survey
KOR,2024,P,3,238.453,LFS - Economically Active Population Survey
KOR,2024,P,TOTAL,1900.306,LFS - Economically Active Population Survey
KOR,2024,Q,2,70.611,LFS - Economically Active Population Survey
KOR,2024,Q,3,15.468,LFS - Economically Active Population Survey
KOR,2024,Q,TOTAL,2940.475,LFS - Economically Active Population Survey
KOR,2024,R,2,34.743,LFS - Economically Active Population Survey
KOR,2024,R,3,131.944,LFS - Economically Active Population Survey
KOR,2024,R,TOTAL,522.22,LFS - Economically Active Population Survey
KOR,2024,S,2,68.546,LFS - Economically Active Population Survey
KOR,2024,S,3,338.253,LFS - Economically Active Population Survey
KOR,2024,S,TOTAL,1130.512,LFS - Economically Active Population Survey
KOR,2024,T,3,2.71,LFS - Economically Active Population Survey
KOR,2024,T,TOTAL,79.36,LFS - Economically Active Population Survey
KOR,2024,TOTAL,2,1431.829,LFS - Economically Active Population Survey
KOR,2024,TOTAL,3,4225.282,LFS - Economically Active Population Survey
KOR,2024,TOTAL,TOTAL,28695.214,LFS - Economically Active Population Survey
KOR,2024,U,TOTAL,15.145,LFS - Economically Active Population Survey
KOR,2024,X,TOTAL,119.695,LFS - Economically Active Population Survey
KOR,2025,A,2,55.608,LFS - Economically Active Population Survey
KOR,2025,A,3,876.516,LFS - Economically Active Population Survey
KOR,2025,A,TOTAL,1377.969,LFS - Economically Active Population Survey
KOR,2025,B,TOTAL,9.033,LFS - Economically Active Population Survey
KOR,2025,C,2,187.349,LFS - Economically Active Population Survey
KOR,2025,C,3,204.324,LFS - Economically Active Population Survey
KOR,2025,C,TOTAL,4382.321,LFS - Economically Active Population Survey
KOR,2025,D,3,5.581,LFS - Economically Active Population Survey
KOR,2025,D,TOTAL,96.487,LFS - Economically Active Population Survey
KOR,2025,E,2,3.719,LFS - Economically Active Population Survey
KOR,2025,E,3,8.24,LFS - Economically Active Population Survey
KOR,2025,E,TOTAL,148.024,LFS - Economically Active Population Survey
KOR,2025,F,2,127.974,LFS - Economically Active Population Survey
KOR,2025,F,3,261.421,LFS - Economically Active Population Survey
KOR,2025,F,TOTAL,1939.841,LFS - Economically Active Population Survey
KOR,2025,G,2,280.622,LFS - Economically Active Population Survey
KOR,2025,G,3,666.005,LFS - Economically Active Population Survey
KOR,2025,G,TOTAL,3213.37,LFS - Economically Active Population Survey
KOR,2025,H,2,25.802,LFS - Economically Active Population Survey
KOR,2025,H,3,673.8,LFS - Economically Active Population Survey
KOR,2025,H,TOTAL,1716.858,LFS - Economically Active Population Survey
KOR,2025,I,2,338.939,LFS - Economically Active Population Survey
KOR,2025,I,3,346.824,LFS - Economically Active Population Survey
KOR,2025,I,TOTAL,2318.904,LFS - Economically Active Population Survey
KOR,2025,J,2,18.823,LFS - Economically Active Population Survey
KOR,2025,J,3,82.794,LFS - Economically Active Population Survey
KOR,2025,J,TOTAL,1139.35,LFS - Economically Active Population Survey
KOR,2025,K,2,7.084,LFS - Economically Active Population Survey
KOR,2025,K,3,23.546,LFS - Economically Active Population Survey
KOR,2025,K,TOTAL,810.891,LFS - Economically Active Population Survey
KOR,2025,L,2,29.248,LFS - Economically Active Population Survey
KOR,2025,L,3,111.225,LFS - Economically Active Population Survey
KOR,2025,L,TOTAL,527.694,LFS - Economically Active Population Survey
KOR,2025,M,2,70.991,LFS - Economically Active Population Survey
KOR,2025,M,3,120.515,LFS - Economically Active Population Survey
KOR,2025,M,TOTAL,1475.688,LFS - Economically Active Population Survey
KOR,2025,N,2,27.775,LFS - Economically Active Population Survey
KOR,2025,N,3,64.728,LFS - Economically Active Population Survey
KOR,2025,N,TOTAL,1373.592,LFS - Economically Active Population Survey
KOR,2025,O,TOTAL,1328.921,LFS - Economically Active Population Survey
KOR,2025,P,2,75.048,LFS - Economically Active Population Survey
KOR,2025,P,3,255.254,LFS - Economically Active Population Survey
KOR,2025,P,TOTAL,1943.451,LFS - Economically Active Population Survey
KOR,2025,Q,2,71.222,LFS - Economically Active Population Survey
KOR,2025,Q,3,9.715,LFS - Economically Active Population Survey
KOR,2025,Q,TOTAL,3177.222,LFS - Economically Active Population Survey
KOR,2025,R,2,42.244,LFS - Economically Active Population Survey
KOR,2025,R,3,130.025,LFS - Economically Active Population Survey
KOR,2025,R,TOTAL,553.159,LFS - Economically Active Population Survey
KOR,2025,S,2,69.721,LFS - Economically Active Population Survey
KOR,2025,S,3,344.837,LFS - Economically Active Population Survey
KOR,2025,S,TOTAL,1145.355,LFS - Economically Active Population Survey
KOR,2025,T,3,1.945,LFS - Economically Active Population Survey
KOR,2025,T,TOTAL,78.101,LFS - Economically Active Population Survey
KOR,2025,TOTAL,2,1432.244,LFS - Economically Active Population Survey
KOR,2025,TOTAL,3,4187.341,LFS - Economically Active Population Survey
KOR,2025,TOTAL,TOTAL,28880.992,LFS - Economically Active Population Survey
KOR,2025,U,TOTAL,12.667,LFS - Economically Active Population Survey
KOR,2025,X,TOTAL,112.095,LFS - Economically Active Population Survey
LAO,2015,A,2,1.93,PC - Population Census
LAO,2015,A,3,1070.82,PC - Population Census
LAO,2015,A,TOTAL,2426.96,PC - Population Census
LAO,2015,B,2,0.19,PC - Population Census
LAO,2015,B,3,3.99,PC - Population Census
LAO,2015,B,TOTAL,11.91,PC - Population Census
LAO,2015,C,2,2.94,PC - Population Census
LAO,2015,C,3,32.14,PC - Population Census
LAO,2015,C,TOTAL,111.25,PC - Population Census
LAO,2015,D,2,0.26,PC - Population Census
LAO,2015,D,3,0.83,PC - Population Census
LAO,2015,D,TOTAL,11.2,PC - Population Census
LAO,2015,E,2,5.89,PC - Population Census
LAO,2015,E,3,18,PC - Population Census
LAO,2015,E,TOTAL,94.26,PC - Population Census
LAO,2015,F,2,2.18,PC - Population Census
LAO,2015,F,3,122.44,PC - Population Census
LAO,2015,F,TOTAL,182.71,PC - Population Census
LAO,2015,G,2,0.7,PC - Population Census
LAO,2015,G,3,8.37,PC - Population Census
LAO,2015,G,TOTAL,27.3,PC - Population Census
LAO,2015,H,2,0.91,PC - Population Census
LAO,2015,H,3,5.74,PC - Population Census
LAO,2015,H,TOTAL,19.59,PC - Population Census
LAO,2015,I,2,0.13,PC - Population Census
LAO,2015,I,3,0.67,PC - Population Census
LAO,2015,I,TOTAL,7.68,PC - Population Census
LAO,2015,J,2,0.13,PC - Population Census
LAO,2015,J,3,0.37,PC - Population Census
LAO,2015,J,TOTAL,11.94,PC - Population Census
LAO,2015,K,3,0.05,PC - Population Census
LAO,2015,K,TOTAL,0.29,PC - Population Census
LAO,2015,L,2,0.11,PC - Population Census
LAO,2015,L,3,1.19,PC - Population Census
LAO,2015,L,TOTAL,14.5,PC - Population Census
LAO,2015,M,2,0.33,PC - Population Census
LAO,2015,M,3,1.29,PC - Population Census
LAO,2015,M,TOTAL,13.22,PC - Population Census
LAO,2015,N,2,0.09,PC - Population Census
LAO,2015,N,3,0.4,PC - Population Census
LAO,2015,N,TOTAL,151.95,PC - Population Census
LAO,2015,O,2,0.08,PC - Population Census
LAO,2015,O,3,0.31,PC - Population Census
LAO,2015,O,TOTAL,75.99,PC - Population Census
LAO,2015,P,3,0.53,PC - Population Census
LAO,2015,P,TOTAL,16.31,PC - Population Census
LAO,2015,Q,2,0.16,PC - Population Census
LAO,2015,Q,3,0.84,PC - Population Census
LAO,2015,Q,TOTAL,4.36,PC - Population Census
LAO,2015,R,2,1.33,PC - Population Census
LAO,2015,R,3,14.66,PC - Population Census
LAO,2015,R,TOTAL,39.4,PC - Population Census
LAO,2015,S,2,0.34,PC - Population Census
LAO,2015,S,3,0.5,PC - Population Census
LAO,2015,S,TOTAL,1.94,PC - Population Census
LAO,2015,T,TOTAL,3.15,PC - Population Census
LAO,2015,TOTAL,2,19.94,PC - Population Census
LAO,2015,TOTAL,3,1299.36,PC - Population Census
LAO,2015,TOTAL,TOTAL,3289.74,PC - Population Census
LAO,2015,X,2,2.2,PC - Population Census
LAO,2015,X,3,16.22,PC - Population Census
LAO,2015,X,TOTAL,63.83,PC - Population Census
LAO,2017,A,2,3.48,LFS - Labour Force Survey
LAO,2017,A,3,1112.399,LFS - Labour Force Survey
LAO,2017,A,TOTAL,1548.61,LFS - Labour Force Survey
LAO,2017,B,2,0.276,LFS - Labour Force Survey
LAO,2017,B,3,1.354,LFS - Labour Force Survey
LAO,2017,B,TOTAL,8.43,LFS - Labour Force Survey
LAO,2017,C,2,4.596,LFS - Labour Force Survey
LAO,2017,C,3,45.918,LFS - Labour Force Survey
LAO,2017,C,TOTAL,139.513,LFS - Labour Force Survey
LAO,2017,D,3,1.016,LFS - Labour Force Survey
LAO,2017,D,TOTAL,10.246,LFS - Labour Force Survey
LAO,2017,E,TOTAL,5.792,LFS - Labour Force Survey
LAO,2017,F,2,2.501,LFS - Labour Force Survey
LAO,2017,F,3,52.213,LFS - Labour Force Survey
LAO,2017,F,TOTAL,82.992,LFS - Labour Force Survey
LAO,2017,G,2,2.941,LFS - Labour Force Survey
LAO,2017,G,3,152.389,LFS - Labour Force Survey
LAO,2017,G,TOTAL,329.052,LFS - Labour Force Survey
LAO,2017,H,2,0.995,LFS - Labour Force Survey
LAO,2017,H,3,16.874,LFS - Labour Force Survey
LAO,2017,H,TOTAL,39.183,LFS - Labour Force Survey
LAO,2017,I,2,0.904,LFS - Labour Force Survey
LAO,2017,I,3,16.078,LFS - Labour Force Survey
LAO,2017,I,TOTAL,40.673,LFS - Labour Force Survey
LAO,2017,J,3,1.255,LFS - Labour Force Survey
LAO,2017,J,TOTAL,8.115,LFS - Labour Force Survey
LAO,2017,K,TOTAL,10.557,LFS - Labour Force Survey
LAO,2017,M,3,1.198,LFS - Labour Force Survey
LAO,2017,M,TOTAL,3.841,LFS - Labour Force Survey
LAO,2017,N,3,1.793,LFS - Labour Force Survey
LAO,2017,N,TOTAL,10.588,LFS - Labour Force Survey
LAO,2017,O,3,1.298,LFS - Labour Force Survey
LAO,2017,O,TOTAL,156.498,LFS - Labour Force Survey
LAO,2017,P,3,0.814,LFS - Labour Force Survey
LAO,2017,P,TOTAL,84.874,LFS - Labour Force Survey
LAO,2017,Q,TOTAL,22.338,LFS - Labour Force Survey
LAO,2017,R,2,0.565,LFS - Labour Force Survey
LAO,2017,R,3,0.989,LFS - Labour Force Survey
LAO,2017,R,TOTAL,9.335,LFS - Labour Force Survey
LAO,2017,S,3,10.582,LFS - Labour Force Survey
LAO,2017,S,TOTAL,24.417,LFS - Labour Force Survey
LAO,2017,T,TOTAL,0.816,LFS - Labour Force Survey
LAO,2017,TOTAL,2,19.761,LFS - Labour Force Survey
LAO,2017,TOTAL,3,1489.05,LFS - Labour Force Survey
LAO,2017,TOTAL,TOTAL,2751.486,LFS - Labour Force Survey
LAO,2017,X,2,1.248,LFS - Labour Force Survey
LAO,2017,X,3,70.92,LFS - Labour Force Survey
LAO,2017,X,TOTAL,214.672,LFS - Labour Force Survey
LAO,2022,A,2,8.685,LFS - Labour Force Survey
LAO,2022,A,3,600.577,LFS - Labour Force Survey
LAO,2022,A,TOTAL,1408.702,LFS - Labour Force Survey
LAO,2022,B,3,2.313,LFS - Labour Force Survey
LAO,2022,B,TOTAL,8.787,LFS - Labour Force Survey
LAO,2022,C,2,2.995,LFS - Labour Force Survey
LAO,2022,C,3,31.413,LFS - Labour Force Survey
LAO,2022,C,TOTAL,83.331,LFS - Labour Force Survey
LAO,2022,D,TOTAL,0.935,LFS - Labour Force Survey
LAO,2022,E,TOTAL,2.144,LFS - Labour Force Survey
LAO,2022,F,2,6.18,LFS - Labour Force Survey
LAO,2022,F,3,15.22,LFS - Labour Force Survey
LAO,2022,F,TOTAL,121.856,LFS - Labour Force Survey
LAO,2022,G,2,3.936,LFS - Labour Force Survey
LAO,2022,G,3,134.947,LFS - Labour Force Survey
LAO,2022,G,TOTAL,301.144,LFS - Labour Force Survey
LAO,2022,H,2,1.551,LFS - Labour Force Survey
LAO,2022,H,3,10.64,LFS - Labour Force Survey
LAO,2022,H,TOTAL,59.707,LFS - Labour Force Survey
LAO,2022,I,3,2.482,LFS - Labour Force Survey
LAO,2022,I,TOTAL,8.741,LFS - Labour Force Survey
LAO,2022,J,TOTAL,5.108,LFS - Labour Force Survey
LAO,2022,K,TOTAL,24.39,LFS - Labour Force Survey
LAO,2022,M,3,1.603,LFS - Labour Force Survey
LAO,2022,M,TOTAL,58.212,LFS - Labour Force Survey
LAO,2022,N,TOTAL,16.89,LFS - Labour Force Survey
LAO,2022,O,2,1.053,LFS - Labour Force Survey
LAO,2022,O,3,1.003,LFS - Labour Force Survey
LAO,2022,O,TOTAL,132.516,LFS - Labour Force Survey
