iso3,year,activity,status,value,source
COL,2020,M,2,22.348,LFS - Gran Encuesta Integrada de Hogares
COL,2020,M,3,239.813,LFS - Gran Encuesta Integrada de Hogares
COL,2020,M,TOTAL,494.405,LFS - Gran Encuesta Integrada de Hogares
COL,2020,N,2,7.136,LFS - Gran Encuesta Integrada de Hogares
COL,2020,N,3,354.35,LFS - Gran Encuesta Integrada de Hogares
COL,2020,N,TOTAL,721.639,LFS - Gran Encuesta Integrada de Hogares
COL,2020,O,3,170.163,LFS - Gran Encuesta Integrada de Hogares
COL,2020,O,TOTAL,617.473,LFS - Gran Encuesta Integrada de Hogares
COL,2020,P,2,4.256,LFS - Gran Encuesta Integrada de Hogares
COL,2020,P,3,136.523,LFS - Gran Encuesta Integrada de Hogares
COL,2020,P,TOTAL,811.906,LFS - Gran Encuesta Integrada de Hogares
COL,2020,Q,2,11.315,LFS - Gran Encuesta Integrada de Hogares
COL,2020,Q,3,196.641,LFS - Gran Encuesta Integrada de Hogares
COL,2020,Q,TOTAL,777.17,LFS - Gran Encuesta Integrada de Hogares
COL,2020,R,2,3.193,LFS - Gran Encuesta Integrada de Hogares
COL,2020,R,3,114.726,LFS - Gran Encuesta Integrada de Hogares
COL,2020,R,TOTAL,230.836,LFS - Gran Encuesta Integrada de Hogares
COL,2020,S,2,19.633,LFS - Gran Encuesta Integrada de Hogares
COL,2020,S,3,663.422,LFS - Gran Encuesta Integrada de Hogares
COL,2020,S,TOTAL,855.851,LFS - Gran Encuesta Integrada de Hogares
COL,2020,T,3,2.145,LFS - Gran Encuesta Integrada de Hogares
COL,2020,T,TOTAL,495.514,LFS - Gran Encuesta Integrada de Hogares
COL,2020,TOTAL,2,621.749,LFS - Gran Encuesta Integrada de Hogares
COL,2020,TOTAL,3,8537.462,LFS - Gran Encuesta Integrada de Hogares
COL,2020,TOTAL,TOTAL,19049.197,LFS - Gran Encuesta Integrada de Hogares
COL,2020,U,3,1.2,LFS - Gran Encuesta Integrada de Hogares
COL,2020,U,TOTAL,5.978,LFS - Gran Encuesta Integrada de Hogares
COL,2020,X,3,2.168,LFS - Gran Encuesta Integrada de Hogares
COL,2020,X,TOTAL,5.874,LFS - Gran Encuesta Integrada de Hogares
COL,2021,A,2,126.493,LFS - Gran Encuesta Integrada de Hogares
COL,2021,A,3,1783.672,LFS - Gran Encuesta Integrada de Hogares
COL,2021,A,TOTAL,3303.472,LFS - Gran Encuesta Integrada de Hogares
COL,2021,B,2,2.712,LFS - Gran Encuesta Integrada de Hogares
COL,2021,B,3,65.045,LFS - Gran Encuesta Integrada de Hogares
COL,2021,B,TOTAL,187.1,LFS - Gran Encuesta Integrada de Hogares
COL,2021,C,2,102.606,LFS - Gran Encuesta Integrada de Hogares
COL,2021,C,3,734.501,LFS - Gran Encuesta Integrada de Hogares
COL,2021,C,TOTAL,2244.295,LFS - Gran Encuesta Integrada de Hogares
COL,2021,D,3,4.969,LFS - Gran Encuesta Integrada de Hogares
COL,2021,D,TOTAL,70.596,LFS - Gran Encuesta Integrada de Hogares
COL,2021,E,2,0.836,LFS - Gran Encuesta Integrada de Hogares
COL,2021,E,3,84.581,LFS - Gran Encuesta Integrada de Hogares
COL,2021,E,TOTAL,179.912,LFS - Gran Encuesta Integrada de Hogares
COL,2021,F,2,67.494,LFS - Gran Encuesta Integrada de Hogares
COL,2021,F,3,673.969,LFS - Gran Encuesta Integrada de Hogares
COL,2021,F,TOTAL,1496.704,LFS - Gran Encuesta Integrada de Hogares
COL,2021,G,2,173.399,LFS - Gran Encuesta Integrada de Hogares
COL,2021,G,3,2020.952,LFS - Gran Encuesta Integrada de Hogares
COL,2021,G,TOTAL,4028.717,LFS - Gran Encuesta Integrada de Hogares
COL,2021,H,2,17.425,LFS - Gran Encuesta Integrada de Hogares
COL,2021,H,3,1025.89,LFS - Gran Encuesta Integrada de Hogares
COL,2021,H,TOTAL,1513.561,LFS - Gran Encuesta Integrada de Hogares
COL,2021,I,2,83.468,LFS - Gran Encuesta Integrada de Hogares
COL,2021,I,3,671.513,LFS - Gran Encuesta Integrada de Hogares
COL,2021,I,TOTAL,1501.01,LFS - Gran Encuesta Integrada de Hogares
COL,2021,J,2,5.292,LFS - Gran Encuesta Integrada de Hogares
COL,2021,J,3,83.273,LFS - Gran Encuesta Integrada de Hogares
COL,2021,J,TOTAL,311.597,LFS - Gran Encuesta Integrada de Hogares
COL,2021,K,2,2.506,LFS - Gran Encuesta Integrada de Hogares
COL,2021,K,3,34.102,LFS - Gran Encuesta Integrada de Hogares
COL,2021,K,TOTAL,286.773,LFS - Gran Encuesta Integrada de Hogares
COL,2021,L,2,2.764,LFS - Gran Encuesta Integrada de Hogares
COL,2021,L,3,41.969,LFS - Gran Encuesta Integrada de Hogares
COL,2021,L,TOTAL,264.745,LFS - Gran Encuesta Integrada de Hogares
COL,2021,M,2,24.133,LFS - Gran Encuesta Integrada de Hogares
COL,2021,M,3,265.305,LFS - Gran Encuesta Integrada de Hogares
COL,2021,M,TOTAL,518.664,LFS - Gran Encuesta Integrada de Hogares
COL,2021,N,2,7.214,LFS - Gran Encuesta Integrada de Hogares
COL,2021,N,3,430.549,LFS - Gran Encuesta Integrada de Hogares
COL,2021,N,TOTAL,812.454,LFS - Gran Encuesta Integrada de Hogares
COL,2021,O,3,195.175,LFS - Gran Encuesta Integrada de Hogares
COL,2021,O,TOTAL,640.003,LFS - Gran Encuesta Integrada de Hogares
COL,2021,P,2,5.177,LFS - Gran Encuesta Integrada de Hogares
COL,2021,P,3,155.454,LFS - Gran Encuesta Integrada de Hogares
COL,2021,P,TOTAL,816.671,LFS - Gran Encuesta Integrada de Hogares
COL,2021,Q,2,10.111,LFS - Gran Encuesta Integrada de Hogares
COL,2021,Q,3,229.665,LFS - Gran Encuesta Integrada de Hogares
COL,2021,Q,TOTAL,819.784,LFS - Gran Encuesta Integrada de Hogares
COL,2021,R,2,4.513,LFS - Gran Encuesta Integrada de Hogares
COL,2021,R,3,123.212,LFS - Gran Encuesta Integrada de Hogares
COL,2021,R,TOTAL,244.023,LFS - Gran Encuesta Integrada de Hogares
COL,2021,S,2,21.102,LFS - Gran Encuesta Integrada de Hogares
COL,2021,S,3,717.888,LFS - Gran Encuesta Integrada de Hogares
COL,2021,S,TOTAL,925.782,LFS - Gran Encuesta Integrada de Hogares
COL,2021,T,3,1.418,LFS - Gran Encuesta Integrada de Hogares
COL,2021,T,TOTAL,566.595,LFS - Gran Encuesta Integrada de Hogares
COL,2021,TOTAL,2,657.346,LFS - Gran Encuesta Integrada de Hogares
COL,2021,TOTAL,3,9346.81,LFS - Gran Encuesta Integrada de Hogares
COL,2021,TOTAL,TOTAL,20741.208,LFS - Gran Encuesta Integrada de Hogares
COL,2021,U,3,3.477,LFS - Gran Encuesta Integrada de Hogares
COL,2021,U,TOTAL,7.793,LFS - Gran Encuesta Integrada de Hogares
COL,2021,X,3,0.233,LFS - Gran Encuesta Integrada de Hogares
COL,2021,X,TOTAL,0.958,LFS - Gran Encuesta Integrada de Hogares
COL,2022,A,2,127.719,LFS - Gran Encuesta Integrada de Hogares
COL,2022,A,3,1806.636,LFS - Gran Encuesta Integrada de Hogares
COL,2022,A,TOTAL,3224.136,LFS - Gran Encuesta Integrada de Hogares
COL,2022,B,2,3.289,LFS - Gran Encuesta Integrada de Hogares
COL,2022,B,3,118.437,LFS - Gran Encuesta Integrada de Hogares
COL,2022,B,TOTAL,281.895,LFS - Gran Encuesta Integrada de Hogares
COL,2022,C,2,88.408,LFS - Gran Encuesta Integrada de Hogares
COL,2022,C,3,763.994,LFS - Gran Encuesta Integrada de Hogares
COL,2022,C,TOTAL,2343.552,LFS - Gran Encuesta Integrada de Hogares
COL,2022,D,2,0.271,LFS - Gran Encuesta Integrada de Hogares
COL,2022,D,3,5.332,LFS - Gran Encuesta Integrada de Hogares
COL,2022,D,TOTAL,80.348,LFS - Gran Encuesta Integrada de Hogares
COL,2022,E,2,2.151,LFS - Gran Encuesta Integrada de Hogares
COL,2022,E,3,115.333,LFS - Gran Encuesta Integrada de Hogares
COL,2022,E,TOTAL,225.577,LFS - Gran Encuesta Integrada de Hogares
COL,2022,F,2,56.898,LFS - Gran Encuesta Integrada de Hogares
COL,2022,F,3,693.128,LFS - Gran Encuesta Integrada de Hogares
COL,2022,F,TOTAL,1546.654,LFS - Gran Encuesta Integrada de Hogares
COL,2022,G,2,161.943,LFS - Gran Encuesta Integrada de Hogares
COL,2022,G,3,1812.471,LFS - Gran Encuesta Integrada de Hogares
COL,2022,G,TOTAL,3970.354,LFS - Gran Encuesta Integrada de Hogares
COL,2022,H,2,11.543,LFS - Gran Encuesta Integrada de Hogares
COL,2022,H,3,1020.919,LFS - Gran Encuesta Integrada de Hogares
COL,2022,H,TOTAL,1595.131,LFS - Gran Encuesta Integrada de Hogares
COL,2022,I,2,77.476,LFS - Gran Encuesta Integrada de Hogares
COL,2022,I,3,558.891,LFS - Gran Encuesta Integrada de Hogares
COL,2022,I,TOTAL,1482.663,LFS - Gran Encuesta Integrada de Hogares
COL,2022,J,2,7.349,LFS - Gran Encuesta Integrada de Hogares
COL,2022,J,3,67.831,LFS - Gran Encuesta Integrada de Hogares
COL,2022,J,TOTAL,382.817,LFS - Gran Encuesta Integrada de Hogares
COL,2022,K,2,3.691,LFS - Gran Encuesta Integrada de Hogares
COL,2022,K,3,42.497,LFS - Gran Encuesta Integrada de Hogares
COL,2022,K,TOTAL,419.009,LFS - Gran Encuesta Integrada de Hogares
COL,2022,L,2,6.074,LFS - Gran Encuesta Integrada de Hogares
COL,2022,L,3,46.685,LFS - Gran Encuesta Integrada de Hogares
COL,2022,L,TOTAL,221.282,LFS - Gran Encuesta Integrada de Hogares
COL,2022,M,2,28.794,LFS - Gran Encuesta Integrada de Hogares
COL,2022,M,3,310.475,LFS - Gran Encuesta Integrada de Hogares
COL,2022,M,TOTAL,665.777,LFS - Gran Encuesta Integrada de Hogares
COL,2022,N,2,7.674,LFS - Gran Encuesta Integrada de Hogares
COL,2022,N,3,499.745,LFS - Gran Encuesta Integrada de Hogares
COL,2022,N,TOTAL,1067.814,LFS - Gran Encuesta Integrada de Hogares
COL,2022,O,3,219.725,LFS - Gran Encuesta Integrada de Hogares
COL,2022,O,TOTAL,746.628,LFS - Gran Encuesta Integrada de Hogares
COL,2022,P,2,5.097,LFS - Gran Encuesta Integrada de Hogares
COL,2022,P,3,162.284,LFS - Gran Encuesta Integrada de Hogares
COL,2022,P,TOTAL,952.496,LFS - Gran Encuesta Integrada de Hogares
COL,2022,Q,2,16.031,LFS - Gran Encuesta Integrada de Hogares
COL,2022,Q,3,262.503,LFS - Gran Encuesta Integrada de Hogares
COL,2022,Q,TOTAL,966.28,LFS - Gran Encuesta Integrada de Hogares
COL,2022,R,2,6.397,LFS - Gran Encuesta Integrada de Hogares
COL,2022,R,3,122.828,LFS - Gran Encuesta Integrada de Hogares
COL,2022,R,TOTAL,261.626,LFS - Gran Encuesta Integrada de Hogares
COL,2022,S,2,23.134,LFS - Gran Encuesta Integrada de Hogares
COL,2022,S,3,646.083,LFS - Gran Encuesta Integrada de Hogares
COL,2022,S,TOTAL,913.447,LFS - Gran Encuesta Integrada de Hogares
COL,2022,T,3,17.071,LFS - Gran Encuesta Integrada de Hogares
COL,2022,T,TOTAL,666.864,LFS - Gran Encuesta Integrada de Hogares
COL,2022,TOTAL,2,634.14,LFS - Gran Encuesta Integrada de Hogares
COL,2022,TOTAL,3,9297.835,LFS - Gran Encuesta Integrada de Hogares
COL,2022,TOTAL,TOTAL,22032.18,LFS - Gran Encuesta Integrada de Hogares
COL,2022,U,3,1.008,LFS - Gran Encuesta Integrada de Hogares
COL,2022,U,TOTAL,9.46,LFS - Gran Encuesta Integrada de Hogares
COL,2022,X,3,3.958,LFS - Gran Encuesta Integrada de Hogares
COL,2022,X,TOTAL,8.373,LFS - Gran Encuesta Integrada de Hogares
COL,2023,A,2,124.838,LFS - Gran Encuesta Integrada de Hogares
COL,2023,A,3,1855.162,LFS - Gran Encuesta Integrada de Hogares
COL,2023,A,TOTAL,3280.426,LFS - Gran Encuesta Integrada de Hogares
COL,2023,B,2,3.127,LFS - Gran Encuesta Integrada de Hogares
COL,2023,B,3,106.823,LFS - Gran Encuesta Integrada de Hogares
COL,2023,B,TOTAL,278.785,LFS - Gran Encuesta Integrada de Hogares
COL,2023,C,2,80.669,LFS - Gran Encuesta Integrada de Hogares
COL,2023,C,3,747.667,LFS - Gran Encuesta Integrada de Hogares
COL,2023,C,TOTAL,2401.175,LFS - Gran Encuesta Integrada de Hogares
COL,2023,D,3,4.079,LFS - Gran Encuesta Integrada de Hogares
COL,2023,D,TOTAL,91.633,LFS - Gran Encuesta Integrada de Hogares
COL,2023,E,2,2.496,LFS - Gran Encuesta Integrada de Hogares
COL,2023,E,3,108.024,LFS - Gran Encuesta Integrada de Hogares
COL,2023,E,TOTAL,218.617,LFS - Gran Encuesta Integrada de Hogares
COL,2023,F,2,50.544,LFS - Gran Encuesta Integrada de Hogares
COL,2023,F,3,711.675,LFS - Gran Encuesta Integrada de Hogares
COL,2023,F,TOTAL,1565.361,LFS - Gran Encuesta Integrada de Hogares
COL,2023,G,2,171.585,LFS - Gran Encuesta Integrada de Hogares
COL,2023,G,3,1732.572,LFS - Gran Encuesta Integrada de Hogares
COL,2023,G,TOTAL,4019.701,LFS - Gran Encuesta Integrada de Hogares
COL,2023,H,2,15.528,LFS - Gran Encuesta Integrada de Hogares
COL,2023,H,3,1087.454,LFS - Gran Encuesta Integrada de Hogares
COL,2023,H,TOTAL,1706.425,LFS - Gran Encuesta Integrada de Hogares
COL,2023,I,2,87.469,LFS - Gran Encuesta Integrada de Hogares
COL,2023,I,3,595.255,LFS - Gran Encuesta Integrada de Hogares
COL,2023,I,TOTAL,1638.979,LFS - Gran Encuesta Integrada de Hogares
COL,2023,J,2,5.573,LFS - Gran Encuesta Integrada de Hogares
COL,2023,J,3,65.75,LFS - Gran Encuesta Integrada de Hogares
COL,2023,J,TOTAL,402.939,LFS - Gran Encuesta Integrada de Hogares
COL,2023,K,2,3.659,LFS - Gran Encuesta Integrada de Hogares
COL,2023,K,3,41.416,LFS - Gran Encuesta Integrada de Hogares
COL,2023,K,TOTAL,422.257,LFS - Gran Encuesta Integrada de Hogares
COL,2023,L,2,5.295,LFS - Gran Encuesta Integrada de Hogares
COL,2023,L,3,48.529,LFS - Gran Encuesta Integrada de Hogares
COL,2023,L,TOTAL,275.264,LFS - Gran Encuesta Integrada de Hogares
COL,2023,M,2,30.522,LFS - Gran Encuesta Integrada de Hogares
COL,2023,M,3,335.06,LFS - Gran Encuesta Integrada de Hogares
COL,2023,M,TOTAL,727.179,LFS - Gran Encuesta Integrada de Hogares
COL,2023,N,2,10.559,LFS - Gran Encuesta Integrada de Hogares
COL,2023,N,3,561.667,LFS - Gran Encuesta Integrada de Hogares
COL,2023,N,TOTAL,1094.743,LFS - Gran Encuesta Integrada de Hogares
COL,2023,O,3,237.476,LFS - Gran Encuesta Integrada de Hogares
COL,2023,O,TOTAL,762.648,LFS - Gran Encuesta Integrada de Hogares
COL,2023,P,2,6.671,LFS - Gran Encuesta Integrada de Hogares
COL,2023,P,3,163.869,LFS - Gran Encuesta Integrada de Hogares
COL,2023,P,TOTAL,967.39,LFS - Gran Encuesta Integrada de Hogares
COL,2023,Q,2,13.964,LFS - Gran Encuesta Integrada de Hogares
COL,2023,Q,3,280.01,LFS - Gran Encuesta Integrada de Hogares
COL,2023,Q,TOTAL,1008.179,LFS - Gran Encuesta Integrada de Hogares
COL,2023,R,2,5.678,LFS - Gran Encuesta Integrada de Hogares
COL,2023,R,3,132.562,LFS - Gran Encuesta Integrada de Hogares
COL,2023,R,TOTAL,281.22,LFS - Gran Encuesta Integrada de Hogares
COL,2023,S,2,18.463,LFS - Gran Encuesta Integrada de Hogares
COL,2023,S,3,688.571,LFS - Gran Encuesta Integrada de Hogares
COL,2023,S,TOTAL,964.164,LFS - Gran Encuesta Integrada de Hogares
COL,2023,T,3,5.293,LFS - Gran Encuesta Integrada de Hogares
COL,2023,T,TOTAL,670.009,LFS - Gran Encuesta Integrada de Hogares
COL,2023,TOTAL,2,636.793,LFS - Gran Encuesta Integrada de Hogares
COL,2023,TOTAL,3,9511.388,LFS - Gran Encuesta Integrada de Hogares
COL,2023,TOTAL,TOTAL,22788.394,LFS - Gran Encuesta Integrada de Hogares
COL,2023,U,3,1.685,LFS - Gran Encuesta Integrada de Hogares
COL,2023,U,TOTAL,9.192,LFS - Gran Encuesta Integrada de Hogares
COL,2023,X,3,0.791,LFS - Gran Encuesta Integrada de Hogares
COL,2023,X,TOTAL,2.111,LFS - Gran Encuesta Integrada de Hogares
COL,2024,A,2,115.114,LFS - Gran Encuesta Integrada de Hogares
COL,2024,A,3,1847.11,LFS - Gran Encuesta Integrada de Hogares
COL,2024,A,TOTAL,3283.432,LFS - Gran Encuesta Integrada de Hogares
COL,2024,B,2,2.685,LFS - Gran Encuesta Integrada de Hogares
COL,2024,B,3,96.502,LFS - Gran Encuesta Integrada de Hogares
COL,2024,B,TOTAL,293.005,LFS - Gran Encuesta Integrada de Hogares
COL,2024,C,2,75.29,LFS - Gran Encuesta Integrada de Hogares
COL,2024,C,3,723.996,LFS - Gran Encuesta Integrada de Hogares
COL,2024,C,TOTAL,2467.22,LFS - Gran Encuesta Integrada de Hogares
COL,2024,D,3,4.615,LFS - Gran Encuesta Integrada de Hogares
COL,2024,D,TOTAL,91.188,LFS - Gran Encuesta Integrada de Hogares
COL,2024,E,2,1.28,LFS - Gran Encuesta Integrada de Hogares
COL,2024,E,3,104.764,LFS - Gran Encuesta Integrada de Hogares
COL,2024,E,TOTAL,218.036,LFS - Gran Encuesta Integrada de Hogares
COL,2024,F,2,46.014,LFS - Gran Encuesta Integrada de Hogares
COL,2024,F,3,669.112,LFS - Gran Encuesta Integrada de Hogares
COL,2024,F,TOTAL,1542.705,LFS - Gran Encuesta Integrada de Hogares
COL,2024,G,2,164.722,LFS - Gran Encuesta Integrada de Hogares
COL,2024,G,3,1738.763,LFS - Gran Encuesta Integrada de Hogares
COL,2024,G,TOTAL,4055.551,LFS - Gran Encuesta Integrada de Hogares
COL,2024,H,2,17.784,LFS - Gran Encuesta Integrada de Hogares
COL,2024,H,3,1073.154,LFS - Gran Encuesta Integrada de Hogares
COL,2024,H,TOTAL,1708.216,LFS - Gran Encuesta Integrada de Hogares
COL,2024,I,2,88.307,LFS - Gran Encuesta Integrada de Hogares
COL,2024,I,3,577.37,LFS - Gran Encuesta Integrada de Hogares
COL,2024,I,TOTAL,1691.338,LFS - Gran Encuesta Integrada de Hogares
COL,2024,J,2,6.694,LFS - Gran Encuesta Integrada de Hogares
COL,2024,J,3,71.317,LFS - Gran Encuesta Integrada de Hogares
COL,2024,J,TOTAL,405.999,LFS - Gran Encuesta Integrada de Hogares
COL,2024,K,2,3.649,LFS - Gran Encuesta Integrada de Hogares
COL,2024,K,3,45.463,LFS - Gran Encuesta Integrada de Hogares
COL,2024,K,TOTAL,421.651,LFS - Gran Encuesta Integrada de Hogares
COL,2024,L,2,5.627,LFS - Gran Encuesta Integrada de Hogares
COL,2024,L,3,48.383,LFS - Gran Encuesta Integrada de Hogares
COL,2024,L,TOTAL,304.942,LFS - Gran Encuesta Integrada de Hogares
COL,2024,M,2,27.261,LFS - Gran Encuesta Integrada de Hogares
COL,2024,M,3,340.136,LFS - Gran Encuesta Integrada de Hogares
COL,2024,M,TOTAL,753.932,LFS - Gran Encuesta Integrada de Hogares
COL,2024,N,2,8.969,LFS - Gran Encuesta Integrada de Hogares
COL,2024,N,3,551.802,LFS - Gran Encuesta Integrada de Hogares
COL,2024,N,TOTAL,1043.298,LFS - Gran Encuesta Integrada de Hogares
COL,2024,O,3,252.322,LFS - Gran Encuesta Integrada de Hogares
COL,2024,O,TOTAL,764.382,LFS - Gran Encuesta Integrada de Hogares
COL,2024,P,2,5.223,LFS - Gran Encuesta Integrada de Hogares
COL,2024,P,3,172.285,LFS - Gran Encuesta Integrada de Hogares
COL,2024,P,TOTAL,979.95,LFS - Gran Encuesta Integrada de Hogares
COL,2024,Q,2,16.41,LFS - Gran Encuesta Integrada de Hogares
COL,2024,Q,3,303.841,LFS - Gran Encuesta Integrada de Hogares
COL,2024,Q,TOTAL,1026.637,LFS - Gran Encuesta Integrada de Hogares
COL,2024,R,2,4.76,LFS - Gran Encuesta Integrada de Hogares
COL,2024,R,3,125.128,LFS - Gran Encuesta Integrada de Hogares
COL,2024,R,TOTAL,268.603,LFS - Gran Encuesta Integrada de Hogares
COL,2024,S,2,19.917,LFS - Gran Encuesta Integrada de Hogares
COL,2024,S,3,712.263,LFS - Gran Encuesta Integrada de Hogares
COL,2024,S,TOTAL,1000.624,LFS - Gran Encuesta Integrada de Hogares
COL,2024,T,3,1.633,LFS - Gran Encuesta Integrada de Hogares
COL,2024,T,TOTAL,706.636,LFS - Gran Encuesta Integrada de Hogares
COL,2024,TOTAL,2,609.729,LFS - Gran Encuesta Integrada de Hogares
COL,2024,TOTAL,3,9461.446,LFS - Gran Encuesta Integrada de Hogares
COL,2024,TOTAL,TOTAL,23036.043,LFS - Gran Encuesta Integrada de Hogares
COL,2024,U,3,1.411,LFS - Gran Encuesta Integrada de Hogares
COL,2024,U,TOTAL,8.1,LFS - Gran Encuesta Integrada de Hogares
COL,2024,X,TOTAL,0.595,LFS - Gran Encuesta Integrada de Hogares
COL,2025,A,2,92.941,LFS - Gran Encuesta Integrada de Hogares
COL,2025,A,3,1903.123,LFS - Gran Encuesta Integrada de Hogares
COL,2025,A,TOTAL,3386.103,LFS - Gran Encuesta Integrada de Hogares
COL,2025,B,2,1.502,LFS - Gran Encuesta Integrada de Hogares
COL,2025,B,3,122.391,LFS - Gran Encuesta Integrada de Hogares
COL,2025,B,TOTAL,306.103,LFS - Gran Encuesta Integrada de Hogares
COL,2025,C,2,80.693,LFS - Gran Encuesta Integrada de Hogares
COL,2025,C,3,765.203,LFS - Gran Encuesta Integrada de Hogares
COL,2025,C,TOTAL,2609.324,LFS - Gran Encuesta Integrada de Hogares
COL,2025,D,2,0.197,LFS - Gran Encuesta Integrada de Hogares
COL,2025,D,3,5.474,LFS - Gran Encuesta Integrada de Hogares
COL,2025,D,TOTAL,84.321,LFS - Gran Encuesta Integrada de Hogares
COL,2025,E,2,2.009,LFS - Gran Encuesta Integrada de Hogares
COL,2025,E,3,96.911,LFS - Gran Encuesta Integrada de Hogares
COL,2025,E,TOTAL,226.312,LFS - Gran Encuesta Integrada de Hogares
COL,2025,F,2,60.601,LFS - Gran Encuesta Integrada de Hogares
COL,2025,F,3,700.22,LFS - Gran Encuesta Integrada de Hogares
COL,2025,F,TOTAL,1604.607,LFS - Gran Encuesta Integrada de Hogares
COL,2025,G,2,152.286,LFS - Gran Encuesta Integrada de Hogares
COL,2025,G,3,1725.616,LFS - Gran Encuesta Integrada de Hogares
COL,2025,G,TOTAL,4104.403,LFS - Gran Encuesta Integrada de Hogares
COL,2025,H,2,14.482,LFS - Gran Encuesta Integrada de Hogares
COL,2025,H,3,1167.406,LFS - Gran Encuesta Integrada de Hogares
COL,2025,H,TOTAL,1819.744,LFS - Gran Encuesta Integrada de Hogares
COL,2025,I,2,83.886,LFS - Gran Encuesta Integrada de Hogares
COL,2025,I,3,636.515,LFS - Gran Encuesta Integrada de Hogares
COL,2025,I,TOTAL,1834.417,LFS - Gran Encuesta Integrada de Hogares
COL,2025,J,2,3.193,LFS - Gran Encuesta Integrada de Hogares
COL,2025,J,3,76.046,LFS - Gran Encuesta Integrada de Hogares
COL,2025,J,TOTAL,406.199,LFS - Gran Encuesta Integrada de Hogares
COL,2025,K,2,2.652,LFS - Gran Encuesta Integrada de Hogares
COL,2025,K,3,47.813,LFS - Gran Encuesta Integrada de Hogares
COL,2025,K,TOTAL,436.213,LFS - Gran Encuesta Integrada de Hogares
COL,2025,L,2,4.565,LFS - Gran Encuesta Integrada de Hogares
COL,2025,L,3,46.196,LFS - Gran Encuesta Integrada de Hogares
COL,2025,L,TOTAL,321.96,LFS - Gran Encuesta Integrada de Hogares
COL,2025,M,2,25.8,LFS - Gran Encuesta Integrada de Hogares
COL,2025,M,3,331.576,LFS - Gran Encuesta Integrada de Hogares
COL,2025,M,TOTAL,716.257,LFS - Gran Encuesta Integrada de Hogares
COL,2025,N,2,9.972,LFS - Gran Encuesta Integrada de Hogares
COL,2025,N,3,575.679,LFS - Gran Encuesta Integrada de Hogares
COL,2025,N,TOTAL,1095.589,LFS - Gran Encuesta Integrada de Hogares
COL,2025,O,3,296.691,LFS - Gran Encuesta Integrada de Hogares
COL,2025,O,TOTAL,827.214,LFS - Gran Encuesta Integrada de Hogares
COL,2025,P,2,5.426,LFS - Gran Encuesta Integrada de Hogares
COL,2025,P,3,188.654,LFS - Gran Encuesta Integrada de Hogares
COL,2025,P,TOTAL,1027.261,LFS - Gran Encuesta Integrada de Hogares
COL,2025,Q,2,17.154,LFS - Gran Encuesta Integrada de Hogares
COL,2025,Q,3,292.99,LFS - Gran Encuesta Integrada de Hogares
COL,2025,Q,TOTAL,1029.024,LFS - Gran Encuesta Integrada de Hogares
COL,2025,R,2,5.559,LFS - Gran Encuesta Integrada de Hogares
COL,2025,R,3,132.426,LFS - Gran Encuesta Integrada de Hogares
COL,2025,R,TOTAL,275.244,LFS - Gran Encuesta Integrada de Hogares
COL,2025,S,2,18.68,LFS - Gran Encuesta Integrada de Hogares
COL,2025,S,3,724.556,LFS - Gran Encuesta Integrada de Hogares
COL,2025,S,TOTAL,988.998,LFS - Gran Encuesta Integrada de Hogares
COL,2025,T,3,0.475,LFS - Gran Encuesta Integrada de Hogares
COL,2025,T,TOTAL,716.664,LFS - Gran Encuesta Integrada de Hogares
COL,2025,TOTAL,2,581.815,LFS - Gran Encuesta Integrada de Hogares
COL,2025,TOTAL,3,9840.609,LFS - Gran Encuesta Integrada de Hogares
COL,2025,TOTAL,TOTAL,23827.434,LFS - Gran Encuesta Integrada de Hogares
COL,2025,U,3,4.527,LFS - Gran Encuesta Integrada de Hogares
COL,2025,U,TOTAL,10.615,LFS - Gran Encuesta Integrada de Hogares
COL,2025,X,TOTAL,0.864,LFS - Gran Encuesta Integrada de Hogares
COM,2021,A,2,2.266,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,A,3,66.97,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,A,TOTAL,81.728,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,B,3,1.01,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,B,TOTAL,1.686,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,C,2,0.932,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,C,3,9.464,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,C,TOTAL,13.668,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,D,TOTAL,2.171,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,E,TOTAL,0.613,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,F,2,0.863,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,F,3,3.7,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,F,TOTAL,15.97,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,G,2,1.238,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,G,3,15.17,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
COM,2021,G,TOTAL,20.247,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel
