iso3,year,activity,occupation,value,source
ARG,2019,A,1,8.355,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,A,2,4.167,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,A,3,2.254,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,A,4,6.762,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,A,5,5.038,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,A,6,17.949,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,A,7,1.394,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,A,8,6.213,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,A,9,12.908,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,A,TOTAL,66.357,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,A,X,1.317,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,B,1,2.108,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,B,2,7.031,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,B,3,6.492,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,B,4,5.571,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,B,5,0.702,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,B,7,7.156,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,B,8,14.475,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,B,9,2.065,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,B,TOTAL,48.28,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,B,X,2.681,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,C,1,77.632,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,C,2,33.242,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,C,3,85.939,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,C,4,91.195,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,C,5,140.813,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,C,6,0.349,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,C,7,424.132,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,C,8,377.111,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,C,9,105.354,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,C,TOTAL,1366.432,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,C,X,30.667,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,D,1,2.368,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,D,2,4.233,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,D,3,8.7,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,D,4,10.19,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,D,5,1.134,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,D,7,8.825,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,D,8,4.1,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,D,9,1.368,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,D,TOTAL,42.668,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,D,X,1.751,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,E,1,0.822,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,E,2,1.81,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,E,3,5.516,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,E,4,5.355,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,E,5,2.13,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,E,7,8.472,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,E,8,10.286,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,E,9,18.315,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,E,TOTAL,54.351,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,E,X,1.646,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,F,1,60.583,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,F,2,20.346,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,F,3,38.596,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,F,4,29.036,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,F,5,5.124,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,F,7,692.454,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,F,8,23.53,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,F,9,212.558,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,F,TOTAL,1088.14,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,F,X,5.913,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,G,1,162.494,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,G,2,23.987,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,G,3,86.988,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,G,4,179.358,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,G,5,1178.016,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,G,6,2.714,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,G,7,182.852,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,G,8,72.593,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,G,9,266.383,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,G,TOTAL,2184.819,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,G,X,29.436,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,H,1,20.533,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,H,2,5.193,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,H,3,32.825,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,H,4,69.116,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,H,5,24.103,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,H,7,25.003,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,H,8,403.635,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,H,9,48.306,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,H,TOTAL,640.661,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,H,X,11.948,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,I,1,31.19,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,I,2,2.476,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,I,3,10.198,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,I,4,29.085,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,I,5,311.998,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,I,7,16.469,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,I,8,20.416,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,I,9,35.119,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,I,TOTAL,463.072,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,I,X,6.121,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,J,1,17.451,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,J,2,55.02,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,J,3,102.631,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,J,4,33.77,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,J,5,10.796,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,J,7,10.167,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,J,8,5.788,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,J,9,2.927,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,J,TOTAL,250.324,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,J,X,11.777,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,K,1,16.602,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,K,2,45.609,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,K,3,29.69,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,K,4,118.107,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,K,5,32.408,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,K,7,1.021,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,K,8,0.491,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,K,9,2.485,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,K,TOTAL,254.431,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,K,X,8.018,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,L,1,9.298,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,L,2,3.013,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,L,3,30.677,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,L,4,14.729,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,L,5,9.243,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,L,7,2.014,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,L,9,11.256,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,L,TOTAL,81.394,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,L,X,1.164,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,M,1,49.449,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,M,2,252.226,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,M,3,61.682,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,M,4,86.121,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,M,5,12.038,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,M,6,2.234,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,M,7,7.346,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,M,8,4.119,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,M,9,3.941,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,M,TOTAL,499.316,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,M,X,20.161,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,N,1,17.039,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,N,2,9.643,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,N,3,35.958,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,N,4,58.977,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,N,5,192.564,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,N,7,8.078,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,N,8,14.07,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,N,9,125.413,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,N,TOTAL,470.127,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,N,X,8.284,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,O,0,18.807,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,O,1,19.402,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,O,2,148.892,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,O,3,154.166,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,O,4,315.205,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,O,5,145.759,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,O,6,6.203,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,O,7,40.217,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,O,8,28.557,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,O,9,74.066,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,O,TOTAL,981.762,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,O,X,30.488,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,P,1,39.339,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,P,2,570.359,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,P,3,20.314,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,P,4,59.638,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,P,5,68.854,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,P,7,10.175,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,P,8,0.984,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,P,9,74.444,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,P,TOTAL,849.334,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,P,X,4.847,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,Q,1,32.717,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,Q,2,225.536,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,Q,3,238.807,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,Q,4,113.66,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,Q,5,83.541,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,Q,7,8.151,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,Q,8,10.637,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,Q,9,32.432,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,Q,TOTAL,757.999,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,Q,X,12.46,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,R,1,8.722,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,R,2,41.507,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,R,3,69.86,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,R,4,20.37,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,R,5,45.672,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,R,6,0.562,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,R,7,7.801,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,R,8,0.711,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,R,9,23.326,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,R,TOTAL,224.181,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,R,X,5.652,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,S,1,19.537,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,S,2,12.662,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,S,3,50.044,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,S,4,35.266,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,S,5,189.992,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,S,7,71.295,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,S,8,18.471,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,S,9,56.279,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,S,TOTAL,466.304,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,S,X,12.692,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,T,3,3.915,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,T,5,249.523,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,T,7,0.332,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,T,9,664.136,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,T,TOTAL,925.465,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,T,X,7.074,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,TOTAL,0,19.071,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,TOTAL,1,614.019,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,TOTAL,2,1579.882,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,TOTAL,3,1094.014,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,TOTAL,4,1324.581,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,TOTAL,5,2741.38,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,TOTAL,6,30.759,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,TOTAL,7,1552.306,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,TOTAL,8,1035.616,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,TOTAL,9,1792.149,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,TOTAL,TOTAL,12041.135,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,TOTAL,X,257.359,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,U,TOTAL,2.406,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,X,1,18.159,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,X,2,112.535,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,X,3,18.407,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,X,4,42.044,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,X,5,31.936,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,X,6,0.131,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,X,7,18.951,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,X,8,19.175,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,X,9,19.071,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,X,TOTAL,323.314,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2019,X,X,42.643,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,A,1,3.944,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,A,2,2.383,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,A,3,2.23,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,A,4,3.748,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,A,5,2.524,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,A,6,9.043,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,A,7,1.16,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,A,8,2.832,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,A,9,8.839,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,A,TOTAL,51.117,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,A,X,14.416,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,B,1,0.617,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,B,2,7.85,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,B,3,5.723,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,B,4,7.083,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,B,5,0.642,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,B,7,3.336,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,B,8,7.963,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,B,9,4.167,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,B,TOTAL,52.084,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,B,X,14.705,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,C,1,47.866,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,C,2,35.978,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,C,3,62.1,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,C,4,56.04,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,C,5,129.454,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,C,6,0.427,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,C,7,307.97,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,C,8,277.095,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,C,9,75.031,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,C,TOTAL,1316.654,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,C,X,324.694,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,D,1,1.758,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,D,2,0.818,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,D,3,9.027,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,D,4,3.865,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,D,5,0.375,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,D,7,7.343,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,D,8,1.47,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,D,9,1.05,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,D,TOTAL,35.299,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,D,X,9.593,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,E,1,1.539,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,E,2,1.124,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,E,3,4.139,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,E,4,5.519,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,E,5,5.74,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,E,7,10.891,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,E,8,10.263,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,E,9,14.242,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,E,TOTAL,65.322,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,E,X,11.866,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,F,1,28.213,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,F,2,7.367,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,F,3,30.79,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,F,4,14.825,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,F,5,3.286,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,F,7,458.771,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,F,8,18.205,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,F,9,145.963,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,F,TOTAL,939.112,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,F,X,231.694,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,G,1,86.898,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,G,2,13.397,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,G,3,50.151,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,G,4,115.388,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,G,5,802.823,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,G,7,125.862,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,G,8,57.624,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,G,9,170.561,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,G,TOTAL,1905.961,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,G,X,483.145,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,H,1,15.635,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,H,2,3.159,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,H,3,21.13,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,H,4,50.288,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,H,5,14.364,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,H,7,19.747,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,H,8,229.442,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,H,9,34.543,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,H,TOTAL,532.933,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,H,X,144.626,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,I,1,13.894,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,I,2,2.429,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,I,3,5.059,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,I,4,15.503,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,I,5,185.767,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,I,7,11.191,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,I,8,11.279,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,I,9,22.707,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,I,TOTAL,366.581,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,I,X,98.754,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,J,1,8.428,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,J,2,44.603,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,J,3,83.641,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,J,4,24.661,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,J,5,4.61,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,J,7,9.568,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,J,8,5.855,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,J,9,5.651,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,J,TOTAL,250.393,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,J,X,63.375,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,K,1,16.428,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,K,2,34.469,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,K,3,27.268,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,K,4,83.414,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,K,5,27.732,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,K,7,3.412,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,K,8,0.497,"LFS - Encuesta Permanente de Hogares, Urbano"
ARG,2020,K,9,1.663,"LFS - Encuesta Permanente de Hogares, Urbano"
