iso3,year,activity,occupation,value,source
DNK,2020,B,TOTAL,5.159,LFS - EU Labour Force Survey
DNK,2020,C,1,10.634,LFS - EU Labour Force Survey
DNK,2020,C,2,51.227,LFS - EU Labour Force Survey
DNK,2020,C,3,80.31,LFS - EU Labour Force Survey
DNK,2020,C,4,14.331,LFS - EU Labour Force Survey
DNK,2020,C,5,8.601,LFS - EU Labour Force Survey
DNK,2020,C,6,0.752,LFS - EU Labour Force Survey
DNK,2020,C,7,56.214,LFS - EU Labour Force Survey
DNK,2020,C,8,63.478,LFS - EU Labour Force Survey
DNK,2020,C,9,33.185,LFS - EU Labour Force Survey
DNK,2020,C,TOTAL,321.301,LFS - EU Labour Force Survey
DNK,2020,C,X,2.572,LFS - EU Labour Force Survey
DNK,2020,D,1,0.777,LFS - EU Labour Force Survey
DNK,2020,D,2,5.586,LFS - EU Labour Force Survey
DNK,2020,D,3,5.86,LFS - EU Labour Force Survey
DNK,2020,D,4,1.606,LFS - EU Labour Force Survey
DNK,2020,D,7,1.294,LFS - EU Labour Force Survey
DNK,2020,D,8,0.697,LFS - EU Labour Force Survey
DNK,2020,D,9,0.541,LFS - EU Labour Force Survey
DNK,2020,D,TOTAL,16.769,LFS - EU Labour Force Survey
DNK,2020,D,X,0.316,LFS - EU Labour Force Survey
DNK,2020,E,2,1.543,LFS - EU Labour Force Survey
DNK,2020,E,3,2.658,LFS - EU Labour Force Survey
DNK,2020,E,4,1.074,LFS - EU Labour Force Survey
DNK,2020,E,5,0.416,LFS - EU Labour Force Survey
DNK,2020,E,7,1.089,LFS - EU Labour Force Survey
DNK,2020,E,8,4.195,LFS - EU Labour Force Survey
DNK,2020,E,9,4.624,LFS - EU Labour Force Survey
DNK,2020,E,TOTAL,15.941,LFS - EU Labour Force Survey
DNK,2020,F,1,4.265,LFS - EU Labour Force Survey
DNK,2020,F,2,3.787,LFS - EU Labour Force Survey
DNK,2020,F,3,34.973,LFS - EU Labour Force Survey
DNK,2020,F,4,5.653,LFS - EU Labour Force Survey
DNK,2020,F,5,1.334,LFS - EU Labour Force Survey
DNK,2020,F,6,0.571,LFS - EU Labour Force Survey
DNK,2020,F,7,98.465,LFS - EU Labour Force Survey
DNK,2020,F,8,7.759,LFS - EU Labour Force Survey
DNK,2020,F,9,20.753,LFS - EU Labour Force Survey
DNK,2020,F,TOTAL,177.943,LFS - EU Labour Force Survey
DNK,2020,F,X,0.383,LFS - EU Labour Force Survey
DNK,2020,G,1,12.875,LFS - EU Labour Force Survey
DNK,2020,G,2,29.474,LFS - EU Labour Force Survey
DNK,2020,G,3,89.955,LFS - EU Labour Force Survey
DNK,2020,G,4,28.479,LFS - EU Labour Force Survey
DNK,2020,G,5,160.964,LFS - EU Labour Force Survey
DNK,2020,G,6,0.557,LFS - EU Labour Force Survey
DNK,2020,G,7,31.969,LFS - EU Labour Force Survey
DNK,2020,G,8,10.531,LFS - EU Labour Force Survey
DNK,2020,G,9,57.499,LFS - EU Labour Force Survey
DNK,2020,G,TOTAL,423.494,LFS - EU Labour Force Survey
DNK,2020,G,X,1.191,LFS - EU Labour Force Survey
DNK,2020,H,1,3.183,LFS - EU Labour Force Survey
DNK,2020,H,2,5.936,LFS - EU Labour Force Survey
DNK,2020,H,3,24.693,LFS - EU Labour Force Survey
DNK,2020,H,4,18.335,LFS - EU Labour Force Survey
DNK,2020,H,5,8.285,LFS - EU Labour Force Survey
DNK,2020,H,7,2.664,LFS - EU Labour Force Survey
DNK,2020,H,8,45.316,LFS - EU Labour Force Survey
DNK,2020,H,9,17.124,LFS - EU Labour Force Survey
DNK,2020,H,TOTAL,126.292,LFS - EU Labour Force Survey
DNK,2020,H,X,0.758,LFS - EU Labour Force Survey
DNK,2020,I,1,3.349,LFS - EU Labour Force Survey
DNK,2020,I,2,1.433,LFS - EU Labour Force Survey
DNK,2020,I,3,6.777,LFS - EU Labour Force Survey
DNK,2020,I,4,5.387,LFS - EU Labour Force Survey
DNK,2020,I,5,44.615,LFS - EU Labour Force Survey
DNK,2020,I,7,0.562,LFS - EU Labour Force Survey
DNK,2020,I,8,1.155,LFS - EU Labour Force Survey
DNK,2020,I,9,36.246,LFS - EU Labour Force Survey
DNK,2020,I,TOTAL,100.128,LFS - EU Labour Force Survey
DNK,2020,J,1,6.393,LFS - EU Labour Force Survey
DNK,2020,J,2,64.157,LFS - EU Labour Force Survey
DNK,2020,J,3,31.917,LFS - EU Labour Force Survey
DNK,2020,J,4,6.748,LFS - EU Labour Force Survey
DNK,2020,J,5,0.945,LFS - EU Labour Force Survey
DNK,2020,J,7,0.797,LFS - EU Labour Force Survey
DNK,2020,J,9,2.644,LFS - EU Labour Force Survey
DNK,2020,J,TOTAL,114.772,LFS - EU Labour Force Survey
DNK,2020,J,X,1.099,LFS - EU Labour Force Survey
DNK,2020,K,1,4.183,LFS - EU Labour Force Survey
DNK,2020,K,2,38.715,LFS - EU Labour Force Survey
DNK,2020,K,3,26.778,LFS - EU Labour Force Survey
DNK,2020,K,4,8.919,LFS - EU Labour Force Survey
DNK,2020,K,5,0.858,LFS - EU Labour Force Survey
DNK,2020,K,7,0.658,LFS - EU Labour Force Survey
DNK,2020,K,8,0.395,LFS - EU Labour Force Survey
DNK,2020,K,9,0.724,LFS - EU Labour Force Survey
DNK,2020,K,TOTAL,81.787,LFS - EU Labour Force Survey
DNK,2020,K,X,0.556,LFS - EU Labour Force Survey
DNK,2020,L,1,0.938,LFS - EU Labour Force Survey
DNK,2020,L,2,3.866,LFS - EU Labour Force Survey
DNK,2020,L,3,13.959,LFS - EU Labour Force Survey
DNK,2020,L,4,4.581,LFS - EU Labour Force Survey
DNK,2020,L,5,11.714,LFS - EU Labour Force Survey
DNK,2020,L,6,0.269,LFS - EU Labour Force Survey
DNK,2020,L,7,1.66,LFS - EU Labour Force Survey
DNK,2020,L,9,2.945,LFS - EU Labour Force Survey
DNK,2020,L,TOTAL,40.212,LFS - EU Labour Force Survey
DNK,2020,M,1,4.416,LFS - EU Labour Force Survey
DNK,2020,M,2,95.634,LFS - EU Labour Force Survey
DNK,2020,M,3,45.159,LFS - EU Labour Force Survey
DNK,2020,M,4,13.013,LFS - EU Labour Force Survey
DNK,2020,M,5,2.25,LFS - EU Labour Force Survey
DNK,2020,M,7,2.873,LFS - EU Labour Force Survey
DNK,2020,M,8,0.561,LFS - EU Labour Force Survey
DNK,2020,M,9,3.399,LFS - EU Labour Force Survey
DNK,2020,M,TOTAL,170.019,LFS - EU Labour Force Survey
DNK,2020,M,X,2.562,LFS - EU Labour Force Survey
DNK,2020,N,1,3.378,LFS - EU Labour Force Survey
DNK,2020,N,2,11.346,LFS - EU Labour Force Survey
DNK,2020,N,3,20.882,LFS - EU Labour Force Survey
DNK,2020,N,4,13.756,LFS - EU Labour Force Survey
DNK,2020,N,5,11.63,LFS - EU Labour Force Survey
DNK,2020,N,6,6.43,LFS - EU Labour Force Survey
DNK,2020,N,7,4.887,LFS - EU Labour Force Survey
DNK,2020,N,8,2.71,LFS - EU Labour Force Survey
DNK,2020,N,9,40.581,LFS - EU Labour Force Survey
DNK,2020,N,TOTAL,116.746,LFS - EU Labour Force Survey
DNK,2020,N,X,1.147,LFS - EU Labour Force Survey
DNK,2020,O,0,14.101,LFS - EU Labour Force Survey
DNK,2020,O,1,4.942,LFS - EU Labour Force Survey
DNK,2020,O,2,60.429,LFS - EU Labour Force Survey
DNK,2020,O,3,34.273,LFS - EU Labour Force Survey
DNK,2020,O,4,20.385,LFS - EU Labour Force Survey
DNK,2020,O,5,13.825,LFS - EU Labour Force Survey
DNK,2020,O,7,2.233,LFS - EU Labour Force Survey
DNK,2020,O,8,0.841,LFS - EU Labour Force Survey
DNK,2020,O,9,1.974,LFS - EU Labour Force Survey
DNK,2020,O,TOTAL,154.125,LFS - EU Labour Force Survey
DNK,2020,O,X,0.866,LFS - EU Labour Force Survey
DNK,2020,P,1,7.588,LFS - EU Labour Force Survey
DNK,2020,P,2,175.013,LFS - EU Labour Force Survey
DNK,2020,P,3,13.296,LFS - EU Labour Force Survey
DNK,2020,P,4,16.959,LFS - EU Labour Force Survey
DNK,2020,P,5,34.876,LFS - EU Labour Force Survey
DNK,2020,P,6,0.456,LFS - EU Labour Force Survey
DNK,2020,P,7,1.805,LFS - EU Labour Force Survey
DNK,2020,P,8,0.765,LFS - EU Labour Force Survey
DNK,2020,P,9,8.722,LFS - EU Labour Force Survey
DNK,2020,P,TOTAL,260.177,LFS - EU Labour Force Survey
DNK,2020,P,X,0.697,LFS - EU Labour Force Survey
DNK,2020,Q,1,6.756,LFS - EU Labour Force Survey
DNK,2020,Q,2,222.798,LFS - EU Labour Force Survey
DNK,2020,Q,3,50.715,LFS - EU Labour Force Survey
DNK,2020,Q,4,14.324,LFS - EU Labour Force Survey
DNK,2020,Q,5,193.333,LFS - EU Labour Force Survey
DNK,2020,Q,7,1.126,LFS - EU Labour Force Survey
DNK,2020,Q,8,0.788,LFS - EU Labour Force Survey
DNK,2020,Q,9,25.858,LFS - EU Labour Force Survey
DNK,2020,Q,TOTAL,517.063,LFS - EU Labour Force Survey
DNK,2020,Q,X,1.19,LFS - EU Labour Force Survey
DNK,2020,R,1,2.244,LFS - EU Labour Force Survey
DNK,2020,R,2,18.501,LFS - EU Labour Force Survey
DNK,2020,R,3,17.329,LFS - EU Labour Force Survey
DNK,2020,R,4,8.764,LFS - EU Labour Force Survey
DNK,2020,R,5,7.346,LFS - EU Labour Force Survey
DNK,2020,R,6,0.915,LFS - EU Labour Force Survey
DNK,2020,R,7,0.506,LFS - EU Labour Force Survey
DNK,2020,R,9,8.092,LFS - EU Labour Force Survey
DNK,2020,R,TOTAL,64.275,LFS - EU Labour Force Survey
DNK,2020,R,X,0.428,LFS - EU Labour Force Survey
DNK,2020,S,1,1.356,LFS - EU Labour Force Survey
DNK,2020,S,2,18.924,LFS - EU Labour Force Survey
DNK,2020,S,3,12.175,LFS - EU Labour Force Survey
DNK,2020,S,4,4.964,LFS - EU Labour Force Survey
DNK,2020,S,5,21.562,LFS - EU Labour Force Survey
DNK,2020,S,6,1.094,LFS - EU Labour Force Survey
DNK,2020,S,7,2.712,LFS - EU Labour Force Survey
DNK,2020,S,8,0.835,LFS - EU Labour Force Survey
DNK,2020,S,9,8.567,LFS - EU Labour Force Survey
DNK,2020,S,TOTAL,72.578,LFS - EU Labour Force Survey
DNK,2020,S,X,0.39,LFS - EU Labour Force Survey
DNK,2020,T,5,1.48,LFS - EU Labour Force Survey
DNK,2020,T,9,0.669,LFS - EU Labour Force Survey
DNK,2020,T,TOTAL,2.425,LFS - EU Labour Force Survey
DNK,2020,TOTAL,0,14.212,LFS - EU Labour Force Survey
DNK,2020,TOTAL,1,78.431,LFS - EU Labour Force Survey
DNK,2020,TOTAL,2,813.895,LFS - EU Labour Force Survey
DNK,2020,TOTAL,3,517.064,LFS - EU Labour Force Survey
DNK,2020,TOTAL,4,190.059,LFS - EU Labour Force Survey
DNK,2020,TOTAL,5,526.454,LFS - EU Labour Force Survey
DNK,2020,TOTAL,6,42.805,LFS - EU Labour Force Survey
DNK,2020,TOTAL,7,213.539,LFS - EU Labour Force Survey
DNK,2020,TOTAL,8,146.23,LFS - EU Labour Force Survey
DNK,2020,TOTAL,9,291.648,LFS - EU Labour Force Survey
DNK,2020,TOTAL,TOTAL,2853.026,LFS - EU Labour Force Survey
DNK,2020,TOTAL,X,18.688,LFS - EU Labour Force Survey
DNK,2020,U,2,1.601,LFS - EU Labour Force Survey
DNK,2020,U,3,0.642,LFS - EU Labour Force Survey
DNK,2020,U,4,0.377,LFS - EU Labour Force Survey
DNK,2020,U,TOTAL,2.987,LFS - EU Labour Force Survey
DNK,2020,X,2,0.649,LFS - EU Labour Force Survey
DNK,2020,X,3,0.952,LFS - EU Labour Force Survey
DNK,2020,X,5,0.617,LFS - EU Labour Force Survey
DNK,2020,X,7,0.311,LFS - EU Labour Force Survey
DNK,2020,X,8,0.658,LFS - EU Labour Force Survey
DNK,2020,X,9,1.523,LFS - EU Labour Force Survey
DNK,2020,X,TOTAL,9.031,LFS - EU Labour Force Survey
DNK,2020,X,X,3.747,LFS - EU Labour Force Survey
DNK,2021,A,1,0.708,LFS - EU Labour Force Survey
DNK,2021,A,2,1.549,LFS - EU Labour Force Survey
DNK,2021,A,3,1.199,LFS - EU Labour Force Survey
DNK,2021,A,4,1.238,LFS - EU Labour Force Survey
DNK,2021,A,5,1.056,LFS - EU Labour Force Survey
DNK,2021,A,6,32.063,LFS - EU Labour Force Survey
DNK,2021,A,7,1.309,LFS - EU Labour Force Survey
DNK,2021,A,8,4.019,LFS - EU Labour Force Survey
DNK,2021,A,9,15.548,LFS - EU Labour Force Survey
DNK,2021,A,TOTAL,59.021,LFS - EU Labour Force Survey
DNK,2021,A,X,0.332,LFS - EU Labour Force Survey
DNK,2021,B,2,1.109,LFS - EU Labour Force Survey
DNK,2021,B,3,0.702,LFS - EU Labour Force Survey
DNK,2021,B,8,1.063,LFS - EU Labour Force Survey
DNK,2021,B,9,0.329,LFS - EU Labour Force Survey
DNK,2021,B,TOTAL,3.69,LFS - EU Labour Force Survey
DNK,2021,C,1,10.253,LFS - EU Labour Force Survey
DNK,2021,C,2,57.962,LFS - EU Labour Force Survey
DNK,2021,C,3,81.982,LFS - EU Labour Force Survey
DNK,2021,C,4,16.834,LFS - EU Labour Force Survey
DNK,2021,C,5,8.532,LFS - EU Labour Force Survey
DNK,2021,C,7,54.187,LFS - EU Labour Force Survey
DNK,2021,C,8,65.813,LFS - EU Labour Force Survey
DNK,2021,C,9,34.361,LFS - EU Labour Force Survey
DNK,2021,C,TOTAL,332.43,LFS - EU Labour Force Survey
DNK,2021,C,X,2.127,LFS - EU Labour Force Survey
DNK,2021,D,1,0.439,LFS - EU Labour Force Survey
DNK,2021,D,2,6.102,LFS - EU Labour Force Survey
DNK,2021,D,3,5.059,LFS - EU Labour Force Survey
DNK,2021,D,4,1.41,LFS - EU Labour Force Survey
DNK,2021,D,7,0.934,LFS - EU Labour Force Survey
DNK,2021,D,8,1.071,LFS - EU Labour Force Survey
DNK,2021,D,9,0.369,LFS - EU Labour Force Survey
DNK,2021,D,TOTAL,15.63,LFS - EU Labour Force Survey
DNK,2021,E,2,1.429,LFS - EU Labour Force Survey
DNK,2021,E,3,1.999,LFS - EU Labour Force Survey
DNK,2021,E,4,1.105,LFS - EU Labour Force Survey
DNK,2021,E,5,0.5,LFS - EU Labour Force Survey
DNK,2021,E,7,0.538,LFS - EU Labour Force Survey
DNK,2021,E,8,3.855,LFS - EU Labour Force Survey
DNK,2021,E,9,4.223,LFS - EU Labour Force Survey
DNK,2021,E,TOTAL,13.946,LFS - EU Labour Force Survey
DNK,2021,F,1,5.558,LFS - EU Labour Force Survey
DNK,2021,F,2,4.423,LFS - EU Labour Force Survey
DNK,2021,F,3,34.723,LFS - EU Labour Force Survey
DNK,2021,F,4,5.237,LFS - EU Labour Force Survey
DNK,2021,F,5,1.636,LFS - EU Labour Force Survey
DNK,2021,F,6,1.209,LFS - EU Labour Force Survey
DNK,2021,F,7,108.971,LFS - EU Labour Force Survey
DNK,2021,F,8,8.857,LFS - EU Labour Force Survey
DNK,2021,F,9,23.356,LFS - EU Labour Force Survey
DNK,2021,F,TOTAL,194.63,LFS - EU Labour Force Survey
DNK,2021,F,X,0.659,LFS - EU Labour Force Survey
DNK,2021,G,1,14.478,LFS - EU Labour Force Survey
DNK,2021,G,2,31.491,LFS - EU Labour Force Survey
DNK,2021,G,3,91.33,LFS - EU Labour Force Survey
DNK,2021,G,4,28.574,LFS - EU Labour Force Survey
DNK,2021,G,5,163.054,LFS - EU Labour Force Survey
DNK,2021,G,6,0.454,LFS - EU Labour Force Survey
DNK,2021,G,7,29.062,LFS - EU Labour Force Survey
DNK,2021,G,8,9.154,LFS - EU Labour Force Survey
DNK,2021,G,9,57.76,LFS - EU Labour Force Survey
DNK,2021,G,TOTAL,427.572,LFS - EU Labour Force Survey
DNK,2021,G,X,2.214,LFS - EU Labour Force Survey
DNK,2021,H,1,2.776,LFS - EU Labour Force Survey
DNK,2021,H,2,5.478,LFS - EU Labour Force Survey
DNK,2021,H,3,24.88,LFS - EU Labour Force Survey
DNK,2021,H,4,16.401,LFS - EU Labour Force Survey
DNK,2021,H,5,6.739,LFS - EU Labour Force Survey
DNK,2021,H,7,2.193,LFS - EU Labour Force Survey
DNK,2021,H,8,48.93,LFS - EU Labour Force Survey
DNK,2021,H,9,14.987,LFS - EU Labour Force Survey
DNK,2021,H,TOTAL,123.98,LFS - EU Labour Force Survey
DNK,2021,H,X,1.437,LFS - EU Labour Force Survey
DNK,2021,I,1,3.096,LFS - EU Labour Force Survey
DNK,2021,I,2,1.056,LFS - EU Labour Force Survey
DNK,2021,I,3,7.956,LFS - EU Labour Force Survey
DNK,2021,I,4,5.546,LFS - EU Labour Force Survey
DNK,2021,I,5,40.754,LFS - EU Labour Force Survey
DNK,2021,I,7,0.533,LFS - EU Labour Force Survey
DNK,2021,I,8,1.691,LFS - EU Labour Force Survey
DNK,2021,I,9,36.134,LFS - EU Labour Force Survey
DNK,2021,I,TOTAL,97.611,LFS - EU Labour Force Survey
DNK,2021,I,X,0.755,LFS - EU Labour Force Survey
DNK,2021,J,1,5.964,LFS - EU Labour Force Survey
DNK,2021,J,2,68.327,LFS - EU Labour Force Survey
DNK,2021,J,3,35.041,LFS - EU Labour Force Survey
DNK,2021,J,4,6.3,LFS - EU Labour Force Survey
DNK,2021,J,5,1.621,LFS - EU Labour Force Survey
DNK,2021,J,7,0.378,LFS - EU Labour Force Survey
DNK,2021,J,9,3.707,LFS - EU Labour Force Survey
DNK,2021,J,TOTAL,122.756,LFS - EU Labour Force Survey
DNK,2021,J,X,1.224,LFS - EU Labour Force Survey
DNK,2021,K,1,3.332,LFS - EU Labour Force Survey
DNK,2021,K,2,43.458,LFS - EU Labour Force Survey
DNK,2021,K,3,24.897,LFS - EU Labour Force Survey
DNK,2021,K,4,8.717,LFS - EU Labour Force Survey
DNK,2021,K,5,0.389,LFS - EU Labour Force Survey
DNK,2021,K,7,0.747,LFS - EU Labour Force Survey
DNK,2021,K,9,0.579,LFS - EU Labour Force Survey
DNK,2021,K,TOTAL,82.737,LFS - EU Labour Force Survey
DNK,2021,K,X,0.618,LFS - EU Labour Force Survey
DNK,2021,L,1,1.584,LFS - EU Labour Force Survey
DNK,2021,L,2,3.002,LFS - EU Labour Force Survey
DNK,2021,L,3,13.33,LFS - EU Labour Force Survey
DNK,2021,L,4,5.187,LFS - EU Labour Force Survey
DNK,2021,L,5,11.532,LFS - EU Labour Force Survey
DNK,2021,L,6,0.707,LFS - EU Labour Force Survey
DNK,2021,L,7,1.632,LFS - EU Labour Force Survey
DNK,2021,L,9,2.93,LFS - EU Labour Force Survey
DNK,2021,L,TOTAL,40.071,LFS - EU Labour Force Survey
DNK,2021,M,1,5.004,LFS - EU Labour Force Survey
DNK,2021,M,2,94.325,LFS - EU Labour Force Survey
DNK,2021,M,3,45.085,LFS - EU Labour Force Survey
DNK,2021,M,4,11.515,LFS - EU Labour Force Survey
DNK,2021,M,5,1.814,LFS - EU Labour Force Survey
DNK,2021,M,7,2.897,LFS - EU Labour Force Survey
DNK,2021,M,8,0.554,LFS - EU Labour Force Survey
DNK,2021,M,9,3.381,LFS - EU Labour Force Survey
DNK,2021,M,TOTAL,167.436,LFS - EU Labour Force Survey
DNK,2021,M,X,2.611,LFS - EU Labour Force Survey
DNK,2021,N,1,3.63,LFS - EU Labour Force Survey
DNK,2021,N,2,11.729,LFS - EU Labour Force Survey
DNK,2021,N,3,21.806,LFS - EU Labour Force Survey
DNK,2021,N,4,12.52,LFS - EU Labour Force Survey
DNK,2021,N,5,13.667,LFS - EU Labour Force Survey
DNK,2021,N,6,6.811,LFS - EU Labour Force Survey
DNK,2021,N,7,3.886,LFS - EU Labour Force Survey
DNK,2021,N,8,2.928,LFS - EU Labour Force Survey
DNK,2021,N,9,40.804,LFS - EU Labour Force Survey
DNK,2021,N,TOTAL,118.294,LFS - EU Labour Force Survey
DNK,2021,N,X,0.514,LFS - EU Labour Force Survey
DNK,2021,O,0,9.652,LFS - EU Labour Force Survey
DNK,2021,O,1,5.425,LFS - EU Labour Force Survey
DNK,2021,O,2,62.851,LFS - EU Labour Force Survey
DNK,2021,O,3,38.923,LFS - EU Labour Force Survey
DNK,2021,O,4,22.251,LFS - EU Labour Force Survey
DNK,2021,O,5,14.326,LFS - EU Labour Force Survey
DNK,2021,O,7,1.833,LFS - EU Labour Force Survey
DNK,2021,O,9,1.24,LFS - EU Labour Force Survey
DNK,2021,O,TOTAL,158.275,LFS - EU Labour Force Survey
DNK,2021,O,X,1.676,LFS - EU Labour Force Survey
DNK,2021,P,1,6.443,LFS - EU Labour Force Survey
DNK,2021,P,2,173.793,LFS - EU Labour Force Survey
DNK,2021,P,3,14.006,LFS - EU Labour Force Survey
DNK,2021,P,4,15.286,LFS - EU Labour Force Survey
DNK,2021,P,5,35.483,LFS - EU Labour Force Survey
DNK,2021,P,6,0.877,LFS - EU Labour Force Survey
DNK,2021,P,7,1.209,LFS - EU Labour Force Survey
DNK,2021,P,8,0.337,LFS - EU Labour Force Survey
DNK,2021,P,9,10.162,LFS - EU Labour Force Survey
DNK,2021,P,TOTAL,263.732,LFS - EU Labour Force Survey
DNK,2021,P,X,6.061,LFS - EU Labour Force Survey
DNK,2021,Q,1,7.925,LFS - EU Labour Force Survey
DNK,2021,Q,2,194.676,LFS - EU Labour Force Survey
DNK,2021,Q,3,59.017,LFS - EU Labour Force Survey
DNK,2021,Q,4,16.438,LFS - EU Labour Force Survey
DNK,2021,Q,5,192.409,LFS - EU Labour Force Survey
DNK,2021,Q,7,1.063,LFS - EU Labour Force Survey
DNK,2021,Q,8,1.177,LFS - EU Labour Force Survey
DNK,2021,Q,9,27.349,LFS - EU Labour Force Survey
DNK,2021,Q,TOTAL,533.663,LFS - EU Labour Force Survey
DNK,2021,Q,X,33.342,LFS - EU Labour Force Survey
DNK,2021,R,1,1.434,LFS - EU Labour Force Survey
DNK,2021,R,2,16.279,LFS - EU Labour Force Survey
DNK,2021,R,3,18.62,LFS - EU Labour Force Survey
DNK,2021,R,4,7.128,LFS - EU Labour Force Survey
DNK,2021,R,5,9.337,LFS - EU Labour Force Survey
DNK,2021,R,6,1.213,LFS - EU Labour Force Survey
DNK,2021,R,7,0.717,LFS - EU Labour Force Survey
DNK,2021,R,9,6.951,LFS - EU Labour Force Survey
DNK,2021,R,TOTAL,62.383,LFS - EU Labour Force Survey
DNK,2021,R,X,0.527,LFS - EU Labour Force Survey
DNK,2021,S,1,1.738,LFS - EU Labour Force Survey
DNK,2021,S,2,19.551,LFS - EU Labour Force Survey
DNK,2021,S,3,10.729,LFS - EU Labour Force Survey
DNK,2021,S,4,4.987,LFS - EU Labour Force Survey
DNK,2021,S,5,20.591,LFS - EU Labour Force Survey
DNK,2021,S,6,1.732,LFS - EU Labour Force Survey
DNK,2021,S,7,3.547,LFS - EU Labour Force Survey
DNK,2021,S,8,0.494,LFS - EU Labour Force Survey
DNK,2021,S,9,8.066,LFS - EU Labour Force Survey
DNK,2021,S,TOTAL,72.181,LFS - EU Labour Force Survey
DNK,2021,S,X,0.748,LFS - EU Labour Force Survey
DNK,2021,T,5,0.878,LFS - EU Labour Force Survey
DNK,2021,T,TOTAL,1.324,LFS - EU Labour Force Survey
DNK,2021,TOTAL,0,9.904,LFS - EU Labour Force Survey
DNK,2021,TOTAL,1,80.095,LFS - EU Labour Force Survey
DNK,2021,TOTAL,2,802.229,LFS - EU Labour Force Survey
DNK,2021,TOTAL,3,533.475,LFS - EU Labour Force Survey
DNK,2021,TOTAL,4,188.1,LFS - EU Labour Force Survey
DNK,2021,TOTAL,5,525.911,LFS - EU Labour Force Survey
DNK,2021,TOTAL,6,46.098,LFS - EU Labour Force Survey
DNK,2021,TOTAL,7,216.126,LFS - EU Labour Force Survey
DNK,2021,TOTAL,8,150.984,LFS - EU Labour Force Survey
DNK,2021,TOTAL,9,294.908,LFS - EU Labour Force Survey
DNK,2021,TOTAL,TOTAL,2907.513,LFS - EU Labour Force Survey
DNK,2021,TOTAL,X,59.683,LFS - EU Labour Force Survey
DNK,2021,U,2,1.879,LFS - EU Labour Force Survey
DNK,2021,U,4,0.671,LFS - EU Labour Force Survey
DNK,2021,U,TOTAL,2.807,LFS - EU Labour Force Survey
DNK,2021,X,2,1.684,LFS - EU Labour Force Survey
DNK,2021,X,3,2.036,LFS - EU Labour Force Survey
DNK,2021,X,4,0.542,LFS - EU Labour Force Survey
DNK,2021,X,5,1.593,LFS - EU Labour Force Survey
DNK,2021,X,8,0.571,LFS - EU Labour Force Survey
DNK,2021,X,9,2.265,LFS - EU Labour Force Survey
DNK,2021,X,TOTAL,13.345,LFS - EU Labour Force Survey
DNK,2021,X,X,4.404,LFS - EU Labour Force Survey
DNK,2022,A,1,0.677,LFS - EU Labour Force Survey
DNK,2022,A,2,1.99,LFS - EU Labour Force Survey
DNK,2022,A,3,2.515,LFS - EU Labour Force Survey
DNK,2022,A,4,1.481,LFS - EU Labour Force Survey
DNK,2022,A,5,1.07,LFS - EU Labour Force Survey
DNK,2022,A,6,35.02,LFS - EU Labour Force Survey
DNK,2022,A,7,1.222,LFS - EU Labour Force Survey
DNK,2022,A,8,3.392,LFS - EU Labour Force Survey
DNK,2022,A,9,15.655,LFS - EU Labour Force Survey
DNK,2022,A,TOTAL,63.163,LFS - EU Labour Force Survey
DNK,2022,B,2,0.47,LFS - EU Labour Force Survey
DNK,2022,B,3,1.726,LFS - EU Labour Force Survey
DNK,2022,B,7,0.468,LFS - EU Labour Force Survey
DNK,2022,B,8,0.59,LFS - EU Labour Force Survey
DNK,2022,B,TOTAL,3.691,LFS - EU Labour Force Survey
DNK,2022,C,1,9.572,LFS - EU Labour Force Survey
DNK,2022,C,2,58.191,LFS - EU Labour Force Survey
DNK,2022,C,3,78.211,LFS - EU Labour Force Survey
DNK,2022,C,4,18.317,LFS - EU Labour Force Survey
DNK,2022,C,5,8.221,LFS - EU Labour Force Survey
DNK,2022,C,6,0.496,LFS - EU Labour Force Survey
DNK,2022,C,7,56.618,LFS - EU Labour Force Survey
DNK,2022,C,8,66.74,LFS - EU Labour Force Survey
DNK,2022,C,9,38.23,LFS - EU Labour Force Survey
DNK,2022,C,TOTAL,337.117,LFS - EU Labour Force Survey
DNK,2022,C,X,2.521,LFS - EU Labour Force Survey
DNK,2022,D,1,0.745,LFS - EU Labour Force Survey
DNK,2022,D,2,5.954,LFS - EU Labour Force Survey
DNK,2022,D,3,7.796,LFS - EU Labour Force Survey
DNK,2022,D,4,1.583,LFS - EU Labour Force Survey
DNK,2022,D,7,0.675,LFS - EU Labour Force Survey
DNK,2022,D,8,0.52,LFS - EU Labour Force Survey
DNK,2022,D,9,0.369,LFS - EU Labour Force Survey
DNK,2022,D,TOTAL,17.965,LFS - EU Labour Force Survey
DNK,2022,E,2,1.718,LFS - EU Labour Force Survey
DNK,2022,E,3,3.352,LFS - EU Labour Force Survey
DNK,2022,E,4,1.394,LFS - EU Labour Force Survey
DNK,2022,E,7,0.733,LFS - EU Labour Force Survey
DNK,2022,E,8,3.946,LFS - EU Labour Force Survey
DNK,2022,E,9,4.155,LFS - EU Labour Force Survey
DNK,2022,E,TOTAL,15.956,LFS - EU Labour Force Survey
DNK,2022,F,1,5.093,LFS - EU Labour Force Survey
DNK,2022,F,2,5.384,LFS - EU Labour Force Survey
DNK,2022,F,3,37.524,LFS - EU Labour Force Survey
DNK,2022,F,4,6.02,LFS - EU Labour Force Survey
DNK,2022,F,5,1.54,LFS - EU Labour Force Survey
DNK,2022,F,6,0.86,LFS - EU Labour Force Survey
