iso3,year,activity,occupation,value,source
CHE,2021,O,TOTAL,36.08,LFS - Enquête sur la Population Active
CHE,2021,O,X,38.35,LFS - Enquête sur la Population Active
CHE,2021,P,1,38.45,LFS - Enquête sur la Population Active
CHE,2021,P,2,29.88,LFS - Enquête sur la Population Active
CHE,2021,P,3,28.8,LFS - Enquête sur la Population Active
CHE,2021,P,4,27.72,LFS - Enquête sur la Population Active
CHE,2021,P,5,25.34,LFS - Enquête sur la Population Active
CHE,2021,P,6,49.53,LFS - Enquête sur la Population Active
CHE,2021,P,7,32.62,LFS - Enquête sur la Population Active
CHE,2021,P,8,12.72,LFS - Enquête sur la Population Active
CHE,2021,P,9,21.07,LFS - Enquête sur la Population Active
CHE,2021,P,TOTAL,29.48,LFS - Enquête sur la Population Active
CHE,2021,P,X,26.33,LFS - Enquête sur la Population Active
CHE,2021,Q,1,40.04,LFS - Enquête sur la Population Active
CHE,2021,Q,2,33.67,LFS - Enquête sur la Population Active
CHE,2021,Q,3,31.48,LFS - Enquête sur la Population Active
CHE,2021,Q,4,28.47,LFS - Enquête sur la Population Active
CHE,2021,Q,5,31.34,LFS - Enquête sur la Population Active
CHE,2021,Q,6,33.3,LFS - Enquête sur la Population Active
CHE,2021,Q,7,32.11,LFS - Enquête sur la Population Active
CHE,2021,Q,8,28.56,LFS - Enquête sur la Population Active
CHE,2021,Q,9,26.73,LFS - Enquête sur la Population Active
CHE,2021,Q,TOTAL,32.05,LFS - Enquête sur la Population Active
CHE,2021,Q,X,28.81,LFS - Enquête sur la Population Active
CHE,2021,R,1,35.57,LFS - Enquête sur la Population Active
CHE,2021,R,2,27.99,LFS - Enquête sur la Population Active
CHE,2021,R,3,27.48,LFS - Enquête sur la Population Active
CHE,2021,R,4,25.17,LFS - Enquête sur la Population Active
CHE,2021,R,5,25.16,LFS - Enquête sur la Population Active
CHE,2021,R,6,43.68,LFS - Enquête sur la Population Active
CHE,2021,R,7,29.98,LFS - Enquête sur la Population Active
CHE,2021,R,9,22.55,LFS - Enquête sur la Population Active
CHE,2021,R,TOTAL,28.14,LFS - Enquête sur la Population Active
CHE,2021,R,X,25.84,LFS - Enquête sur la Population Active
CHE,2021,S,1,35.25,LFS - Enquête sur la Population Active
CHE,2021,S,2,32.28,LFS - Enquête sur la Population Active
CHE,2021,S,3,27.56,LFS - Enquête sur la Population Active
CHE,2021,S,4,27.03,LFS - Enquête sur la Population Active
CHE,2021,S,5,28.9,LFS - Enquête sur la Population Active
CHE,2021,S,6,41.23,LFS - Enquête sur la Population Active
CHE,2021,S,7,37.33,LFS - Enquête sur la Population Active
CHE,2021,S,8,27.09,LFS - Enquête sur la Population Active
CHE,2021,S,9,20.08,LFS - Enquête sur la Population Active
CHE,2021,S,TOTAL,29.82,LFS - Enquête sur la Population Active
CHE,2021,S,X,30.7,LFS - Enquête sur la Population Active
CHE,2021,T,1,49.98,LFS - Enquête sur la Population Active
CHE,2021,T,2,17.4,LFS - Enquête sur la Population Active
CHE,2021,T,3,35.92,LFS - Enquête sur la Population Active
CHE,2021,T,4,33.44,LFS - Enquête sur la Population Active
CHE,2021,T,5,22.59,LFS - Enquête sur la Population Active
CHE,2021,T,6,46.51,LFS - Enquête sur la Population Active
CHE,2021,T,7,36.84,LFS - Enquête sur la Population Active
CHE,2021,T,8,42.03,LFS - Enquête sur la Population Active
CHE,2021,T,9,16.24,LFS - Enquête sur la Population Active
CHE,2021,T,TOTAL,22.7,LFS - Enquête sur la Population Active
CHE,2021,T,X,28.83,LFS - Enquête sur la Population Active
CHE,2021,TOTAL,0,50.46,LFS - Enquête sur la Population Active
CHE,2021,TOTAL,1,41.85,LFS - Enquête sur la Population Active
CHE,2021,TOTAL,2,35.24,LFS - Enquête sur la Population Active
CHE,2021,TOTAL,3,35.45,LFS - Enquête sur la Population Active
CHE,2021,TOTAL,4,33.32,LFS - Enquête sur la Population Active
CHE,2021,TOTAL,5,30.46,LFS - Enquête sur la Population Active
CHE,2021,TOTAL,6,46.78,LFS - Enquête sur la Population Active
CHE,2021,TOTAL,7,38.92,LFS - Enquête sur la Population Active
CHE,2021,TOTAL,8,38.23,LFS - Enquête sur la Population Active
CHE,2021,TOTAL,9,28.13,LFS - Enquête sur la Population Active
CHE,2021,TOTAL,TOTAL,35.29,LFS - Enquête sur la Population Active
CHE,2021,TOTAL,X,32.31,LFS - Enquête sur la Population Active
CHE,2021,U,1,39.23,LFS - Enquête sur la Population Active
CHE,2021,U,2,39.44,LFS - Enquête sur la Population Active
CHE,2021,U,3,42.07,LFS - Enquête sur la Population Active
CHE,2021,U,4,39.3,LFS - Enquête sur la Population Active
CHE,2021,U,TOTAL,40.49,LFS - Enquête sur la Population Active
CHE,2021,X,2,18.6,LFS - Enquête sur la Population Active
CHE,2021,X,3,31.82,LFS - Enquête sur la Population Active
CHE,2021,X,4,24.07,LFS - Enquête sur la Population Active
CHE,2021,X,5,21.87,LFS - Enquête sur la Population Active
CHE,2021,X,9,23.38,LFS - Enquête sur la Population Active
CHE,2021,X,TOTAL,25.6,LFS - Enquête sur la Population Active
CHE,2021,X,X,29.04,LFS - Enquête sur la Population Active
CHE,2022,A,1,40.59,LFS - Enquête sur la Population Active
CHE,2022,A,2,39.23,LFS - Enquête sur la Population Active
CHE,2022,A,3,36.37,LFS - Enquête sur la Population Active
CHE,2022,A,4,27.41,LFS - Enquête sur la Population Active
CHE,2022,A,5,25.08,LFS - Enquête sur la Population Active
CHE,2022,A,6,50.76,LFS - Enquête sur la Population Active
CHE,2022,A,7,41.45,LFS - Enquête sur la Population Active
CHE,2022,A,8,33.31,LFS - Enquête sur la Population Active
CHE,2022,A,9,31.89,LFS - Enquête sur la Population Active
CHE,2022,A,TOTAL,44.59,LFS - Enquête sur la Population Active
CHE,2022,A,X,34.74,LFS - Enquête sur la Population Active
CHE,2022,B,8,39.32,LFS - Enquête sur la Population Active
CHE,2022,B,TOTAL,39.75,LFS - Enquête sur la Population Active
CHE,2022,C,1,43.21,LFS - Enquête sur la Population Active
CHE,2022,C,2,40.49,LFS - Enquête sur la Population Active
CHE,2022,C,3,39.52,LFS - Enquête sur la Population Active
CHE,2022,C,4,35.34,LFS - Enquête sur la Population Active
CHE,2022,C,5,31.51,LFS - Enquête sur la Population Active
CHE,2022,C,6,29.82,LFS - Enquête sur la Population Active
CHE,2022,C,7,39.33,LFS - Enquête sur la Population Active
CHE,2022,C,8,39.52,LFS - Enquête sur la Population Active
CHE,2022,C,9,36.63,LFS - Enquête sur la Population Active
CHE,2022,C,TOTAL,39.27,LFS - Enquête sur la Population Active
CHE,2022,C,X,38.18,LFS - Enquête sur la Population Active
CHE,2022,D,1,35.3,LFS - Enquête sur la Population Active
CHE,2022,D,2,41.07,LFS - Enquête sur la Population Active
CHE,2022,D,3,40.7,LFS - Enquête sur la Population Active
CHE,2022,D,4,32.57,LFS - Enquête sur la Population Active
CHE,2022,D,5,35.05,LFS - Enquête sur la Population Active
CHE,2022,D,7,40.66,LFS - Enquête sur la Population Active
CHE,2022,D,9,17.9,LFS - Enquête sur la Population Active
CHE,2022,D,TOTAL,38.6,LFS - Enquête sur la Population Active
CHE,2022,E,1,38.48,LFS - Enquête sur la Population Active
CHE,2022,E,2,33.78,LFS - Enquête sur la Population Active
CHE,2022,E,3,40.61,LFS - Enquête sur la Population Active
CHE,2022,E,4,33.78,LFS - Enquête sur la Population Active
CHE,2022,E,7,44.27,LFS - Enquête sur la Population Active
CHE,2022,E,8,43.65,LFS - Enquête sur la Population Active
CHE,2022,E,9,34.08,LFS - Enquête sur la Population Active
CHE,2022,E,TOTAL,38.55,LFS - Enquête sur la Population Active
CHE,2022,F,1,43.64,LFS - Enquête sur la Population Active
CHE,2022,F,2,39.71,LFS - Enquête sur la Population Active
CHE,2022,F,3,41.53,LFS - Enquête sur la Population Active
CHE,2022,F,4,29.06,LFS - Enquête sur la Population Active
CHE,2022,F,5,31.43,LFS - Enquête sur la Population Active
CHE,2022,F,6,39.02,LFS - Enquête sur la Population Active
CHE,2022,F,7,39.82,LFS - Enquête sur la Population Active
CHE,2022,F,8,43.68,LFS - Enquête sur la Population Active
CHE,2022,F,9,37.3,LFS - Enquête sur la Population Active
CHE,2022,F,TOTAL,39.35,LFS - Enquête sur la Population Active
CHE,2022,F,X,38.28,LFS - Enquête sur la Population Active
CHE,2022,G,1,41.6,LFS - Enquête sur la Population Active
CHE,2022,G,2,38.42,LFS - Enquête sur la Population Active
CHE,2022,G,3,36.62,LFS - Enquête sur la Population Active
CHE,2022,G,4,34.03,LFS - Enquête sur la Population Active
CHE,2022,G,5,32.27,LFS - Enquête sur la Population Active
CHE,2022,G,6,39.27,LFS - Enquête sur la Population Active
CHE,2022,G,7,39.5,LFS - Enquête sur la Population Active
CHE,2022,G,8,37.24,LFS - Enquête sur la Population Active
CHE,2022,G,9,29.42,LFS - Enquête sur la Population Active
CHE,2022,G,TOTAL,35.92,LFS - Enquête sur la Population Active
CHE,2022,G,X,32.79,LFS - Enquête sur la Population Active
CHE,2022,H,1,42.02,LFS - Enquête sur la Population Active
CHE,2022,H,2,39.9,LFS - Enquête sur la Population Active
CHE,2022,H,3,38.7,LFS - Enquête sur la Population Active
CHE,2022,H,4,36.99,LFS - Enquête sur la Population Active
CHE,2022,H,5,36.44,LFS - Enquête sur la Population Active
CHE,2022,H,7,39.27,LFS - Enquête sur la Population Active
CHE,2022,H,8,40.44,LFS - Enquête sur la Population Active
CHE,2022,H,9,31.57,LFS - Enquête sur la Population Active
CHE,2022,H,TOTAL,38.29,LFS - Enquête sur la Population Active
CHE,2022,H,X,34.96,LFS - Enquête sur la Population Active
CHE,2022,I,1,46.72,LFS - Enquête sur la Population Active
CHE,2022,I,2,36.4,LFS - Enquête sur la Population Active
CHE,2022,I,3,39.62,LFS - Enquête sur la Population Active
CHE,2022,I,4,34.46,LFS - Enquête sur la Population Active
CHE,2022,I,5,34,LFS - Enquête sur la Population Active
CHE,2022,I,6,42.27,LFS - Enquête sur la Population Active
CHE,2022,I,7,38.33,LFS - Enquête sur la Population Active
CHE,2022,I,8,27.87,LFS - Enquête sur la Population Active
CHE,2022,I,9,32.2,LFS - Enquête sur la Population Active
CHE,2022,I,TOTAL,35.82,LFS - Enquête sur la Population Active
CHE,2022,I,X,29.9,LFS - Enquête sur la Population Active
CHE,2022,J,1,42.06,LFS - Enquête sur la Population Active
CHE,2022,J,2,37.56,LFS - Enquête sur la Population Active
CHE,2022,J,3,37.82,LFS - Enquête sur la Population Active
CHE,2022,J,4,33.68,LFS - Enquête sur la Population Active
CHE,2022,J,5,32.81,LFS - Enquête sur la Population Active
CHE,2022,J,7,35.15,LFS - Enquête sur la Population Active
CHE,2022,J,8,29.74,LFS - Enquête sur la Population Active
CHE,2022,J,9,23.84,LFS - Enquête sur la Population Active
CHE,2022,J,TOTAL,37.51,LFS - Enquête sur la Population Active
CHE,2022,J,X,31.24,LFS - Enquête sur la Population Active
CHE,2022,K,1,43.44,LFS - Enquête sur la Population Active
CHE,2022,K,2,40.44,LFS - Enquête sur la Population Active
CHE,2022,K,3,39.56,LFS - Enquête sur la Population Active
CHE,2022,K,4,37.82,LFS - Enquête sur la Population Active
CHE,2022,K,5,28.16,LFS - Enquête sur la Population Active
CHE,2022,K,7,37.96,LFS - Enquête sur la Population Active
CHE,2022,K,8,34.56,LFS - Enquête sur la Population Active
CHE,2022,K,9,22.31,LFS - Enquête sur la Population Active
CHE,2022,K,TOTAL,39.11,LFS - Enquête sur la Population Active
CHE,2022,K,X,35.2,LFS - Enquête sur la Population Active
CHE,2022,L,1,39.9,LFS - Enquête sur la Population Active
CHE,2022,L,2,35.98,LFS - Enquête sur la Population Active
CHE,2022,L,3,35.36,LFS - Enquête sur la Population Active
CHE,2022,L,4,29.83,LFS - Enquête sur la Population Active
CHE,2022,L,5,21.75,LFS - Enquête sur la Population Active
CHE,2022,L,7,37.17,LFS - Enquête sur la Population Active
CHE,2022,L,9,21.4,LFS - Enquête sur la Population Active
CHE,2022,L,TOTAL,30.61,LFS - Enquête sur la Population Active
CHE,2022,L,X,15.79,LFS - Enquête sur la Population Active
CHE,2022,M,1,42.51,LFS - Enquête sur la Population Active
CHE,2022,M,2,38.37,LFS - Enquête sur la Population Active
CHE,2022,M,3,36.82,LFS - Enquête sur la Population Active
CHE,2022,M,4,29.89,LFS - Enquête sur la Population Active
CHE,2022,M,5,30.21,LFS - Enquête sur la Population Active
CHE,2022,M,6,40.83,LFS - Enquête sur la Population Active
CHE,2022,M,7,38.73,LFS - Enquête sur la Population Active
CHE,2022,M,8,37.63,LFS - Enquête sur la Population Active
CHE,2022,M,9,25.13,LFS - Enquête sur la Population Active
CHE,2022,M,TOTAL,37.08,LFS - Enquête sur la Population Active
CHE,2022,M,X,32.3,LFS - Enquête sur la Population Active
CHE,2022,N,1,42.11,LFS - Enquête sur la Population Active
CHE,2022,N,2,38.67,LFS - Enquête sur la Population Active
CHE,2022,N,3,35.82,LFS - Enquête sur la Population Active
CHE,2022,N,4,32.17,LFS - Enquête sur la Population Active
CHE,2022,N,5,32.39,LFS - Enquête sur la Population Active
CHE,2022,N,6,41.06,LFS - Enquête sur la Population Active
CHE,2022,N,7,38.44,LFS - Enquête sur la Population Active
CHE,2022,N,8,39.42,LFS - Enquête sur la Population Active
CHE,2022,N,9,27.97,LFS - Enquête sur la Population Active
CHE,2022,N,TOTAL,34.35,LFS - Enquête sur la Population Active
CHE,2022,N,X,29.96,LFS - Enquête sur la Population Active
CHE,2022,O,0,51.23,LFS - Enquête sur la Population Active
CHE,2022,O,1,39.01,LFS - Enquête sur la Population Active
CHE,2022,O,2,34.91,LFS - Enquête sur la Population Active
CHE,2022,O,3,36.74,LFS - Enquête sur la Population Active
CHE,2022,O,4,33.76,LFS - Enquête sur la Population Active
CHE,2022,O,5,38.14,LFS - Enquête sur la Population Active
CHE,2022,O,6,32.96,LFS - Enquête sur la Population Active
CHE,2022,O,7,39.27,LFS - Enquête sur la Population Active
CHE,2022,O,8,33.36,LFS - Enquête sur la Population Active
CHE,2022,O,9,27.57,LFS - Enquête sur la Population Active
CHE,2022,O,TOTAL,35.69,LFS - Enquête sur la Population Active
CHE,2022,O,X,33.06,LFS - Enquête sur la Population Active
CHE,2022,P,1,37.9,LFS - Enquête sur la Population Active
CHE,2022,P,2,29.63,LFS - Enquête sur la Population Active
CHE,2022,P,3,30.21,LFS - Enquête sur la Population Active
CHE,2022,P,4,29.66,LFS - Enquête sur la Population Active
CHE,2022,P,5,25.47,LFS - Enquête sur la Population Active
CHE,2022,P,6,50.34,LFS - Enquête sur la Population Active
CHE,2022,P,7,27.14,LFS - Enquête sur la Population Active
CHE,2022,P,9,21.21,LFS - Enquête sur la Population Active
CHE,2022,P,TOTAL,29.48,LFS - Enquête sur la Population Active
CHE,2022,P,X,26.01,LFS - Enquête sur la Population Active
CHE,2022,Q,1,38.44,LFS - Enquête sur la Population Active
CHE,2022,Q,2,33.74,LFS - Enquête sur la Population Active
CHE,2022,Q,3,32.24,LFS - Enquête sur la Population Active
CHE,2022,Q,4,29.08,LFS - Enquête sur la Population Active
CHE,2022,Q,5,32.01,LFS - Enquête sur la Population Active
CHE,2022,Q,6,37.54,LFS - Enquête sur la Population Active
CHE,2022,Q,7,33.6,LFS - Enquête sur la Population Active
CHE,2022,Q,8,31.04,LFS - Enquête sur la Population Active
CHE,2022,Q,9,26.95,LFS - Enquête sur la Population Active
CHE,2022,Q,TOTAL,32.43,LFS - Enquête sur la Population Active
CHE,2022,Q,X,28.46,LFS - Enquête sur la Population Active
CHE,2022,R,1,39.27,LFS - Enquête sur la Population Active
CHE,2022,R,2,29.76,LFS - Enquête sur la Population Active
CHE,2022,R,3,27.4,LFS - Enquête sur la Population Active
CHE,2022,R,4,26.18,LFS - Enquête sur la Population Active
CHE,2022,R,5,28.17,LFS - Enquête sur la Population Active
CHE,2022,R,6,44.06,LFS - Enquête sur la Population Active
CHE,2022,R,7,29.94,LFS - Enquête sur la Population Active
CHE,2022,R,9,26.88,LFS - Enquête sur la Population Active
CHE,2022,R,TOTAL,29.45,LFS - Enquête sur la Population Active
CHE,2022,R,X,25.62,LFS - Enquête sur la Population Active
CHE,2022,S,1,37.4,LFS - Enquête sur la Population Active
CHE,2022,S,2,31.38,LFS - Enquête sur la Population Active
CHE,2022,S,3,29.51,LFS - Enquête sur la Population Active
CHE,2022,S,4,29.51,LFS - Enquête sur la Population Active
CHE,2022,S,5,28.94,LFS - Enquête sur la Population Active
CHE,2022,S,7,33.57,LFS - Enquête sur la Population Active
CHE,2022,S,8,31.44,LFS - Enquête sur la Population Active
CHE,2022,S,9,19.79,LFS - Enquête sur la Population Active
CHE,2022,S,TOTAL,30.23,LFS - Enquête sur la Population Active
CHE,2022,S,X,31.94,LFS - Enquête sur la Population Active
CHE,2022,T,1,34.48,LFS - Enquête sur la Population Active
CHE,2022,T,2,19.44,LFS - Enquête sur la Population Active
CHE,2022,T,3,30.88,LFS - Enquête sur la Population Active
CHE,2022,T,4,33.41,LFS - Enquête sur la Population Active
CHE,2022,T,5,22.69,LFS - Enquête sur la Population Active
CHE,2022,T,6,34.76,LFS - Enquête sur la Population Active
CHE,2022,T,7,38.63,LFS - Enquête sur la Population Active
CHE,2022,T,8,35,LFS - Enquête sur la Population Active
CHE,2022,T,9,17.7,LFS - Enquête sur la Population Active
CHE,2022,T,TOTAL,21.77,LFS - Enquête sur la Population Active
CHE,2022,T,X,18.1,LFS - Enquête sur la Population Active
CHE,2022,TOTAL,0,52.6,LFS - Enquête sur la Population Active
CHE,2022,TOTAL,1,41.9,LFS - Enquête sur la Population Active
CHE,2022,TOTAL,2,35.38,LFS - Enquête sur la Population Active
CHE,2022,TOTAL,3,36,LFS - Enquête sur la Population Active
CHE,2022,TOTAL,4,33.63,LFS - Enquête sur la Population Active
CHE,2022,TOTAL,5,31.68,LFS - Enquête sur la Population Active
CHE,2022,TOTAL,6,47.28,LFS - Enquête sur la Population Active
CHE,2022,TOTAL,7,39.15,LFS - Enquête sur la Population Active
CHE,2022,TOTAL,8,39.02,LFS - Enquête sur la Population Active
CHE,2022,TOTAL,9,29.08,LFS - Enquête sur la Population Active
CHE,2022,TOTAL,TOTAL,35.61,LFS - Enquête sur la Population Active
CHE,2022,TOTAL,X,31.61,LFS - Enquête sur la Population Active
CHE,2022,U,2,40.24,LFS - Enquête sur la Population Active
CHE,2022,U,3,39.42,LFS - Enquête sur la Population Active
CHE,2022,U,4,39.27,LFS - Enquête sur la Population Active
CHE,2022,U,TOTAL,39.71,LFS - Enquête sur la Population Active
CHE,2022,X,2,22.69,LFS - Enquête sur la Population Active
CHE,2022,X,3,25.73,LFS - Enquête sur la Population Active
CHE,2022,X,5,28.31,LFS - Enquête sur la Population Active
CHE,2022,X,7,37.15,LFS - Enquête sur la Population Active
CHE,2022,X,9,24.54,LFS - Enquête sur la Population Active
CHE,2022,X,TOTAL,30.1,LFS - Enquête sur la Population Active
CHE,2022,X,X,33.21,LFS - Enquête sur la Population Active
CHE,2023,A,1,43.62,LFS - Enquête sur la Population Active
CHE,2023,A,2,39.5,LFS - Enquête sur la Population Active
CHE,2023,A,3,39.73,LFS - Enquête sur la Population Active
CHE,2023,A,4,21.04,LFS - Enquête sur la Population Active
CHE,2023,A,5,27.07,LFS - Enquête sur la Population Active
CHE,2023,A,6,51.5,LFS - Enquête sur la Population Active
CHE,2023,A,7,41.49,LFS - Enquête sur la Population Active
CHE,2023,A,8,39.03,LFS - Enquête sur la Population Active
CHE,2023,A,9,31.5,LFS - Enquête sur la Population Active
CHE,2023,A,TOTAL,44.58,LFS - Enquête sur la Population Active
CHE,2023,A,X,30.83,LFS - Enquête sur la Population Active
CHE,2023,B,8,42.67,LFS - Enquête sur la Population Active
CHE,2023,B,TOTAL,39.3,LFS - Enquête sur la Population Active
CHE,2023,C,1,43.46,LFS - Enquête sur la Population Active
CHE,2023,C,2,40.13,LFS - Enquête sur la Population Active
CHE,2023,C,3,39.39,LFS - Enquête sur la Population Active
CHE,2023,C,4,34.71,LFS - Enquête sur la Population Active
CHE,2023,C,5,30.62,LFS - Enquête sur la Population Active
CHE,2023,C,7,39.44,LFS - Enquête sur la Population Active
CHE,2023,C,8,39.13,LFS - Enquête sur la Population Active
CHE,2023,C,9,37.36,LFS - Enquête sur la Population Active
CHE,2023,C,TOTAL,39.2,LFS - Enquête sur la Population Active
CHE,2023,C,X,38.16,LFS - Enquête sur la Population Active
CHE,2023,D,1,42.36,LFS - Enquête sur la Population Active
CHE,2023,D,2,36.89,LFS - Enquête sur la Population Active
CHE,2023,D,3,40.02,LFS - Enquête sur la Population Active
CHE,2023,D,4,32.52,LFS - Enquête sur la Population Active
CHE,2023,D,7,39.26,LFS - Enquête sur la Population Active
CHE,2023,D,9,26.27,LFS - Enquête sur la Population Active
CHE,2023,D,TOTAL,37.74,LFS - Enquête sur la Population Active
CHE,2023,E,1,37.97,LFS - Enquête sur la Population Active
CHE,2023,E,2,38.9,LFS - Enquête sur la Population Active
CHE,2023,E,3,41.33,LFS - Enquête sur la Population Active
CHE,2023,E,4,39.5,LFS - Enquête sur la Population Active
CHE,2023,E,7,39.72,LFS - Enquête sur la Population Active
CHE,2023,E,8,42.13,LFS - Enquête sur la Population Active
CHE,2023,E,9,42.15,LFS - Enquête sur la Population Active
CHE,2023,E,TOTAL,40.77,LFS - Enquête sur la Population Active
CHE,2023,E,X,42.59,LFS - Enquête sur la Population Active
CHE,2023,F,1,45.05,LFS - Enquête sur la Population Active
CHE,2023,F,2,41,LFS - Enquête sur la Population Active
CHE,2023,F,3,41.45,LFS - Enquête sur la Population Active
CHE,2023,F,4,29.41,LFS - Enquête sur la Population Active
CHE,2023,F,5,35.43,LFS - Enquête sur la Population Active
CHE,2023,F,6,38.03,LFS - Enquête sur la Population Active
CHE,2023,F,7,39.37,LFS - Enquête sur la Population Active
CHE,2023,F,8,41.84,LFS - Enquête sur la Population Active
CHE,2023,F,9,38.09,LFS - Enquête sur la Population Active
CHE,2023,F,TOTAL,39.2,LFS - Enquête sur la Population Active
CHE,2023,F,X,31.46,LFS - Enquête sur la Population Active
CHE,2023,G,1,42.02,LFS - Enquête sur la Population Active
CHE,2023,G,2,38.07,LFS - Enquête sur la Population Active
CHE,2023,G,3,36.62,LFS - Enquête sur la Population Active
CHE,2023,G,4,33.61,LFS - Enquête sur la Population Active
CHE,2023,G,5,32.09,LFS - Enquête sur la Population Active
CHE,2023,G,6,36.74,LFS - Enquête sur la Population Active
CHE,2023,G,7,38.86,LFS - Enquête sur la Population Active
CHE,2023,G,8,39.45,LFS - Enquête sur la Population Active
CHE,2023,G,9,30.87,LFS - Enquête sur la Population Active
CHE,2023,G,TOTAL,35.79,LFS - Enquête sur la Population Active
CHE,2023,G,X,29.71,LFS - Enquête sur la Population Active
CHE,2023,H,1,42.81,LFS - Enquête sur la Population Active
CHE,2023,H,2,38.87,LFS - Enquête sur la Population Active
CHE,2023,H,3,38.69,LFS - Enquête sur la Population Active
CHE,2023,H,4,36.73,LFS - Enquête sur la Population Active
CHE,2023,H,5,34.82,LFS - Enquête sur la Population Active
CHE,2023,H,7,41.75,LFS - Enquête sur la Population Active
CHE,2023,H,8,39.64,LFS - Enquête sur la Population Active
CHE,2023,H,9,33.96,LFS - Enquête sur la Population Active
CHE,2023,H,TOTAL,38.16,LFS - Enquête sur la Population Active
CHE,2023,H,X,34.48,LFS - Enquête sur la Population Active
CHE,2023,I,1,42.75,LFS - Enquête sur la Population Active
CHE,2023,I,2,41.41,LFS - Enquête sur la Population Active
CHE,2023,I,3,43.06,LFS - Enquête sur la Population Active
CHE,2023,I,4,34.4,LFS - Enquête sur la Population Active
CHE,2023,I,5,32.92,LFS - Enquête sur la Population Active
CHE,2023,I,7,36.15,LFS - Enquête sur la Population Active
CHE,2023,I,8,29.29,LFS - Enquête sur la Population Active
CHE,2023,I,9,31.96,LFS - Enquête sur la Population Active
CHE,2023,I,TOTAL,35.13,LFS - Enquête sur la Population Active
CHE,2023,I,X,30.45,LFS - Enquête sur la Population Active
CHE,2023,J,1,41.02,LFS - Enquête sur la Population Active
CHE,2023,J,2,38.15,LFS - Enquête sur la Population Active
CHE,2023,J,3,36.46,LFS - Enquête sur la Population Active
CHE,2023,J,4,30.6,LFS - Enquête sur la Population Active
CHE,2023,J,5,32.45,LFS - Enquête sur la Population Active
CHE,2023,J,7,37.1,LFS - Enquête sur la Population Active
CHE,2023,J,9,21.6,LFS - Enquête sur la Population Active
CHE,2023,J,TOTAL,37.47,LFS - Enquête sur la Population Active
CHE,2023,J,X,33.13,LFS - Enquête sur la Population Active
CHE,2023,K,1,45.15,LFS - Enquête sur la Population Active
CHE,2023,K,2,40.17,LFS - Enquête sur la Population Active
CHE,2023,K,3,39.35,LFS - Enquête sur la Population Active
CHE,2023,K,4,38.07,LFS - Enquête sur la Population Active
CHE,2023,K,5,35.42,LFS - Enquête sur la Population Active
CHE,2023,K,7,43.03,LFS - Enquête sur la Population Active
CHE,2023,K,8,35.68,LFS - Enquête sur la Population Active
CHE,2023,K,9,23.7,LFS - Enquête sur la Population Active
CHE,2023,K,TOTAL,39.49,LFS - Enquête sur la Population Active
CHE,2023,K,X,38.07,LFS - Enquête sur la Population Active
CHE,2023,L,1,32.58,LFS - Enquête sur la Population Active
CHE,2023,L,2,36.06,LFS - Enquête sur la Population Active
CHE,2023,L,3,34.78,LFS - Enquête sur la Population Active
CHE,2023,L,4,30.79,LFS - Enquête sur la Population Active
CHE,2023,L,5,18.29,LFS - Enquête sur la Population Active
CHE,2023,L,7,34.1,LFS - Enquête sur la Population Active
CHE,2023,L,9,21.99,LFS - Enquête sur la Population Active
CHE,2023,L,TOTAL,29.4,LFS - Enquête sur la Population Active
CHE,2023,L,X,12.94,LFS - Enquête sur la Population Active
CHE,2023,M,1,42.63,LFS - Enquête sur la Population Active
CHE,2023,M,2,37.37,LFS - Enquête sur la Population Active
CHE,2023,M,3,36.88,LFS - Enquête sur la Population Active
CHE,2023,M,4,28.99,LFS - Enquête sur la Population Active
CHE,2023,M,5,33.29,LFS - Enquête sur la Population Active
CHE,2023,M,6,43.71,LFS - Enquête sur la Population Active
CHE,2023,M,7,37.45,LFS - Enquête sur la Population Active
CHE,2023,M,8,38.47,LFS - Enquête sur la Population Active
CHE,2023,M,9,25.26,LFS - Enquête sur la Population Active
CHE,2023,M,TOTAL,36.67,LFS - Enquête sur la Population Active
CHE,2023,M,X,33.05,LFS - Enquête sur la Population Active
CHE,2023,N,1,40.66,LFS - Enquête sur la Population Active
CHE,2023,N,2,37.95,LFS - Enquête sur la Population Active
CHE,2023,N,3,38.05,LFS - Enquête sur la Population Active
CHE,2023,N,4,32.04,LFS - Enquête sur la Population Active
CHE,2023,N,5,32.81,LFS - Enquête sur la Population Active
CHE,2023,N,6,40.52,LFS - Enquête sur la Population Active
CHE,2023,N,7,40.22,LFS - Enquête sur la Population Active
CHE,2023,N,8,39.85,LFS - Enquête sur la Population Active
CHE,2023,N,9,28.11,LFS - Enquête sur la Population Active
CHE,2023,N,TOTAL,34.43,LFS - Enquête sur la Population Active
CHE,2023,N,X,28.66,LFS - Enquête sur la Population Active
CHE,2023,O,0,50.39,LFS - Enquête sur la Population Active
CHE,2023,O,1,37.74,LFS - Enquête sur la Population Active
CHE,2023,O,2,34.65,LFS - Enquête sur la Population Active
CHE,2023,O,3,36.5,LFS - Enquête sur la Population Active
CHE,2023,O,4,33.09,LFS - Enquête sur la Population Active
CHE,2023,O,5,39.63,LFS - Enquête sur la Population Active
CHE,2023,O,6,46.65,LFS - Enquête sur la Population Active
CHE,2023,O,7,38.77,LFS - Enquête sur la Population Active
CHE,2023,O,8,32.12,LFS - Enquête sur la Population Active
