iso3,year,sex,age,disabled,total,source
EST,2019,F,55-64,13.628,93.74,HIES - EU Statistics on Income and Living Conditions
EST,2019,F,GE65,42.941,166.341,HIES - EU Statistics on Income and Living Conditions
EST,2019,M,15-24,1.909,57.647,HIES - EU Statistics on Income and Living Conditions
EST,2019,M,25-54,17.329,276.744,HIES - EU Statistics on Income and Living Conditions
EST,2019,M,55-64,9.701,78.621,HIES - EU Statistics on Income and Living Conditions
EST,2019,M,GE65,19.584,87.726,HIES - EU Statistics on Income and Living Conditions
EST,2020,F,15-24,1.486,54.713,HIES - EU Statistics on Income and Living Conditions
EST,2020,F,25-54,12.682,264.109,HIES - EU Statistics on Income and Living Conditions
EST,2020,F,55-64,10.255,92.946,HIES - EU Statistics on Income and Living Conditions
EST,2020,F,GE65,33.871,168.711,HIES - EU Statistics on Income and Living Conditions
EST,2020,M,15-24,2.22,57.414,HIES - EU Statistics on Income and Living Conditions
EST,2020,M,25-54,14.397,277.593,HIES - EU Statistics on Income and Living Conditions
EST,2020,M,55-64,10.326,79.037,HIES - EU Statistics on Income and Living Conditions
EST,2020,M,GE65,18.22,89.912,HIES - EU Statistics on Income and Living Conditions
EST,2021,F,15-24,1.342,54.906,HIES - EU Statistics on Income and Living Conditions
EST,2021,F,25-54,10.589,262.367,HIES - EU Statistics on Income and Living Conditions
EST,2021,F,55-64,11.828,91.559,HIES - EU Statistics on Income and Living Conditions
EST,2021,F,GE65,42.701,170.449,HIES - EU Statistics on Income and Living Conditions
EST,2021,M,15-24,1.399,57.618,HIES - EU Statistics on Income and Living Conditions
EST,2021,M,25-54,15.767,277.418,HIES - EU Statistics on Income and Living Conditions
EST,2021,M,55-64,10.854,78.365,HIES - EU Statistics on Income and Living Conditions
EST,2021,M,GE65,21.232,91.906,HIES - EU Statistics on Income and Living Conditions
EST,2022,F,15-24,1.465,55.348,HIES - EU Statistics on Income and Living Conditions
EST,2022,F,25-54,9.825,261.296,HIES - EU Statistics on Income and Living Conditions
EST,2022,F,55-64,10.085,90.487,HIES - EU Statistics on Income and Living Conditions
EST,2022,F,GE65,38.52,172.137,HIES - EU Statistics on Income and Living Conditions
EST,2022,M,15-24,1.029,58.271,HIES - EU Statistics on Income and Living Conditions
EST,2022,M,25-54,13.194,278.083,HIES - EU Statistics on Income and Living Conditions
EST,2022,M,55-64,10.435,78.281,HIES - EU Statistics on Income and Living Conditions
EST,2022,M,GE65,15.949,93.284,HIES - EU Statistics on Income and Living Conditions
EST,2023,F,15-24,1.329,59.081,HIES - EU Statistics on Income and Living Conditions
EST,2023,F,25-54,10.574,270.908,HIES - EU Statistics on Income and Living Conditions
EST,2023,F,55-64,10.516,90.813,HIES - EU Statistics on Income and Living Conditions
EST,2023,F,GE65,45.479,174.1,HIES - EU Statistics on Income and Living Conditions
EST,2023,M,15-24,1.936,61.064,HIES - EU Statistics on Income and Living Conditions
EST,2023,M,25-54,14.326,283.302,HIES - EU Statistics on Income and Living Conditions
EST,2023,M,55-64,12.701,78.529,HIES - EU Statistics on Income and Living Conditions
EST,2023,M,GE65,20.167,94.816,HIES - EU Statistics on Income and Living Conditions
EST,2024,F,15-24,1.503,61.895,HIES - EU Statistics on Income and Living Conditions
EST,2024,F,25-54,10.786,271.673,HIES - EU Statistics on Income and Living Conditions
EST,2024,F,55-64,8.172,90.447,HIES - EU Statistics on Income and Living Conditions
EST,2024,F,GE65,41.884,175.652,HIES - EU Statistics on Income and Living Conditions
EST,2024,M,15-24,1.595,63.926,HIES - EU Statistics on Income and Living Conditions
EST,2024,M,25-54,12.641,284.082,HIES - EU Statistics on Income and Living Conditions
EST,2024,M,55-64,10.682,78.956,HIES - EU Statistics on Income and Living Conditions
EST,2024,M,GE65,20.852,96.638,HIES - EU Statistics on Income and Living Conditions
EST,2025,F,15-24,1.614,63.892,HIES - EU Statistics on Income and Living Conditions
EST,2025,F,25-54,11.597,268.377,HIES - EU Statistics on Income and Living Conditions
EST,2025,F,55-64,8.809,89.62,HIES - EU Statistics on Income and Living Conditions
EST,2025,F,GE65,43.652,177.213,HIES - EU Statistics on Income and Living Conditions
EST,2025,M,15-24,2.016,66.524,HIES - EU Statistics on Income and Living Conditions
EST,2025,M,25-54,14.969,280.751,HIES - EU Statistics on Income and Living Conditions
EST,2025,M,55-64,13.43,78.874,HIES - EU Statistics on Income and Living Conditions
EST,2025,M,GE65,20.674,98.692,HIES - EU Statistics on Income and Living Conditions
ETH,2013,F,15-24,142.256,7612.675,LFS - National Labor Force Survey
ETH,2013,F,25-54,425.535,12356.239,LFS - National Labor Force Survey
ETH,2013,F,55-64,149.95,1468.364,LFS - National Labor Force Survey
ETH,2013,F,GE65,275.512,1251.676,LFS - National Labor Force Survey
ETH,2013,M,15-24,183.334,7339.957,LFS - National Labor Force Survey
ETH,2013,M,25-54,447.342,11548.591,LFS - National Labor Force Survey
ETH,2013,M,55-64,134.498,1569.681,LFS - National Labor Force Survey
ETH,2013,M,GE65,298.848,1555.413,LFS - National Labor Force Survey
ETH,2021,F,15-24,75.273,9265.833,LFS - National Labor Force Survey
ETH,2021,F,25-54,188.489,15742.419,LFS - National Labor Force Survey
ETH,2021,F,55-64,86.982,1777.752,LFS - National Labor Force Survey
ETH,2021,F,GE65,201.577,1853.457,LFS - National Labor Force Survey
ETH,2021,M,15-24,96.194,8884.85,LFS - National Labor Force Survey
ETH,2021,M,25-54,200.405,14802.763,LFS - National Labor Force Survey
ETH,2021,M,55-64,70.038,1908.027,LFS - National Labor Force Survey
ETH,2021,M,GE65,234.687,2263.504,LFS - National Labor Force Survey
FIN,2010,F,15-24,2.597,278.183,HIES - EU Statistics on Income and Living Conditions
FIN,2010,F,25-54,28.046,1026.788,HIES - EU Statistics on Income and Living Conditions
FIN,2010,F,55-64,20.85,395.104,HIES - EU Statistics on Income and Living Conditions
FIN,2010,F,GE65,76.103,517.739,HIES - EU Statistics on Income and Living Conditions
FIN,2010,M,15-24,3.383,297.952,HIES - EU Statistics on Income and Living Conditions
FIN,2010,M,25-54,27.906,1050.372,HIES - EU Statistics on Income and Living Conditions
FIN,2010,M,55-64,27.334,381.842,HIES - EU Statistics on Income and Living Conditions
FIN,2010,M,GE65,33.089,368.245,HIES - EU Statistics on Income and Living Conditions
FIN,2011,F,15-24,2.802,286.701,HIES - EU Statistics on Income and Living Conditions
FIN,2011,F,25-54,19.963,1022.098,HIES - EU Statistics on Income and Living Conditions
FIN,2011,F,55-64,21.332,395.922,HIES - EU Statistics on Income and Living Conditions
FIN,2011,F,GE65,78.024,532.824,HIES - EU Statistics on Income and Living Conditions
FIN,2011,M,15-24,1.413,297.693,HIES - EU Statistics on Income and Living Conditions
FIN,2011,M,25-54,27.717,1046.672,HIES - EU Statistics on Income and Living Conditions
FIN,2011,M,55-64,26.41,381.665,HIES - EU Statistics on Income and Living Conditions
FIN,2011,M,GE65,36.833,384.551,HIES - EU Statistics on Income and Living Conditions
FIN,2012,F,15-24,2.896,288.317,HIES - EU Statistics on Income and Living Conditions
FIN,2012,F,25-54,24.044,1017.593,HIES - EU Statistics on Income and Living Conditions
FIN,2012,F,55-64,22.071,392.412,HIES - EU Statistics on Income and Living Conditions
FIN,2012,F,GE65,64.767,551.895,HIES - EU Statistics on Income and Living Conditions
FIN,2012,M,15-24,2.46,301.888,HIES - EU Statistics on Income and Living Conditions
FIN,2012,M,25-54,31.306,1042.825,HIES - EU Statistics on Income and Living Conditions
FIN,2012,M,55-64,21.14,378.131,HIES - EU Statistics on Income and Living Conditions
FIN,2012,M,GE65,35.153,404.441,HIES - EU Statistics on Income and Living Conditions
FIN,2013,F,15-24,2.411,289.559,HIES - EU Statistics on Income and Living Conditions
FIN,2013,F,25-54,25.859,1014.516,HIES - EU Statistics on Income and Living Conditions
FIN,2013,F,55-64,22.294,387.345,HIES - EU Statistics on Income and Living Conditions
FIN,2013,F,GE65,85.706,571.05,HIES - EU Statistics on Income and Living Conditions
FIN,2013,M,15-24,1.518,299.827,HIES - EU Statistics on Income and Living Conditions
FIN,2013,M,25-54,35.669,1041.004,HIES - EU Statistics on Income and Living Conditions
FIN,2013,M,55-64,21.931,373.053,HIES - EU Statistics on Income and Living Conditions
FIN,2013,M,GE65,43.67,424.573,HIES - EU Statistics on Income and Living Conditions
FIN,2014,F,15-24,4.618,285.236,HIES - EU Statistics on Income and Living Conditions
FIN,2014,F,25-54,26.21,1014.823,HIES - EU Statistics on Income and Living Conditions
FIN,2014,F,55-64,15.294,380.694,HIES - EU Statistics on Income and Living Conditions
FIN,2014,F,GE65,77.213,590.326,HIES - EU Statistics on Income and Living Conditions
FIN,2014,M,15-24,1.801,298.93,HIES - EU Statistics on Income and Living Conditions
FIN,2014,M,25-54,29.359,1042.106,HIES - EU Statistics on Income and Living Conditions
FIN,2014,M,55-64,20.587,366.312,HIES - EU Statistics on Income and Living Conditions
FIN,2014,M,GE65,45.918,444.257,HIES - EU Statistics on Income and Living Conditions
FIN,2015,F,15-24,1.846,284.129,HIES - EU Statistics on Income and Living Conditions
FIN,2015,F,25-54,27.647,1013.468,HIES - EU Statistics on Income and Living Conditions
FIN,2015,F,55-64,16.348,376.216,HIES - EU Statistics on Income and Living Conditions
FIN,2015,F,GE65,74.027,607.476,HIES - EU Statistics on Income and Living Conditions
FIN,2015,M,15-24,1.566,294.794,HIES - EU Statistics on Income and Living Conditions
FIN,2015,M,25-54,32.942,1041.28,HIES - EU Statistics on Income and Living Conditions
FIN,2015,M,55-64,22.386,361.639,HIES - EU Statistics on Income and Living Conditions
FIN,2015,M,GE65,45.075,462.461,HIES - EU Statistics on Income and Living Conditions
FIN,2016,F,15-24,4.763,280.494,HIES - EU Statistics on Income and Living Conditions
FIN,2016,F,25-54,23.088,1011.551,HIES - EU Statistics on Income and Living Conditions
FIN,2016,F,55-64,15.773,373.079,HIES - EU Statistics on Income and Living Conditions
FIN,2016,F,GE65,85.455,622.657,HIES - EU Statistics on Income and Living Conditions
FIN,2016,M,15-24,4.199,285.439,HIES - EU Statistics on Income and Living Conditions
FIN,2016,M,25-54,34.119,1041.212,HIES - EU Statistics on Income and Living Conditions
FIN,2016,M,55-64,18.851,358.244,HIES - EU Statistics on Income and Living Conditions
FIN,2016,M,GE65,39.923,478.975,HIES - EU Statistics on Income and Living Conditions
FIN,2017,F,15-24,3.593,276.018,HIES - EU Statistics on Income and Living Conditions
FIN,2017,F,25-54,30.089,1009.967,HIES - EU Statistics on Income and Living Conditions
FIN,2017,F,55-64,17.333,371.592,HIES - EU Statistics on Income and Living Conditions
FIN,2017,F,GE65,76.674,635.707,HIES - EU Statistics on Income and Living Conditions
FIN,2017,M,15-24,2.969,289.674,HIES - EU Statistics on Income and Living Conditions
FIN,2017,M,25-54,27.154,1042.409,HIES - EU Statistics on Income and Living Conditions
FIN,2017,M,55-64,19.677,356.873,HIES - EU Statistics on Income and Living Conditions
FIN,2017,M,GE65,45.756,492.754,HIES - EU Statistics on Income and Living Conditions
FIN,2018,F,15-24,2.592,272.323,HIES - EU Statistics on Income and Living Conditions
FIN,2018,F,25-54,35.657,1008.454,HIES - EU Statistics on Income and Living Conditions
FIN,2018,F,55-64,18.27,368.599,HIES - EU Statistics on Income and Living Conditions
FIN,2018,F,GE65,72.436,650.056,HIES - EU Statistics on Income and Living Conditions
FIN,2018,M,15-24,2.177,283.854,HIES - EU Statistics on Income and Living Conditions
FIN,2018,M,25-54,29.028,1043.025,HIES - EU Statistics on Income and Living Conditions
FIN,2018,M,55-64,22.948,354.759,HIES - EU Statistics on Income and Living Conditions
FIN,2018,M,GE65,45.411,507.473,HIES - EU Statistics on Income and Living Conditions
FIN,2019,F,15-24,6.133,265.315,HIES - EU Statistics on Income and Living Conditions
FIN,2019,F,25-54,28.077,1006.163,HIES - EU Statistics on Income and Living Conditions
FIN,2019,F,55-64,16.77,367.549,HIES - EU Statistics on Income and Living Conditions
FIN,2019,F,GE65,66.808,662.651,HIES - EU Statistics on Income and Living Conditions
FIN,2019,M,15-24,3.947,282.199,HIES - EU Statistics on Income and Living Conditions
FIN,2019,M,25-54,33.888,1042.259,HIES - EU Statistics on Income and Living Conditions
FIN,2019,M,55-64,18.913,354.539,HIES - EU Statistics on Income and Living Conditions
FIN,2019,M,GE65,53.511,520.366,HIES - EU Statistics on Income and Living Conditions
FIN,2020,F,15-24,6.999,262.572,HIES - EU Statistics on Income and Living Conditions
FIN,2020,F,25-54,23.386,1005.9,HIES - EU Statistics on Income and Living Conditions
FIN,2020,F,55-64,14.884,365.461,HIES - EU Statistics on Income and Living Conditions
FIN,2020,F,GE65,66.201,676.422,HIES - EU Statistics on Income and Living Conditions
FIN,2020,M,15-24,3.061,277.653,HIES - EU Statistics on Income and Living Conditions
FIN,2020,M,25-54,23.421,1043.965,HIES - EU Statistics on Income and Living Conditions
FIN,2020,M,55-64,21.539,354.374,HIES - EU Statistics on Income and Living Conditions
FIN,2020,M,GE65,50.287,533.161,HIES - EU Statistics on Income and Living Conditions
FIN,2021,F,15-24,4.71,262.309,HIES - EU Statistics on Income and Living Conditions
FIN,2021,F,25-54,22.522,1006.551,HIES - EU Statistics on Income and Living Conditions
FIN,2021,F,55-64,21.065,363.45,HIES - EU Statistics on Income and Living Conditions
FIN,2021,F,GE65,75.366,688.789,HIES - EU Statistics on Income and Living Conditions
FIN,2021,M,15-24,4.466,275.016,HIES - EU Statistics on Income and Living Conditions
FIN,2021,M,25-54,21.545,1046.977,HIES - EU Statistics on Income and Living Conditions
FIN,2021,M,55-64,19.026,353.188,HIES - EU Statistics on Income and Living Conditions
FIN,2021,M,GE65,56.141,545.764,HIES - EU Statistics on Income and Living Conditions
FIN,2022,F,15-24,7.375,258.699,HIES - EU Statistics on Income and Living Conditions
FIN,2022,F,25-54,30.794,1005.857,HIES - EU Statistics on Income and Living Conditions
FIN,2022,F,55-64,18.449,361.022,HIES - EU Statistics on Income and Living Conditions
FIN,2022,F,GE65,90.735,700.453,HIES - EU Statistics on Income and Living Conditions
FIN,2022,M,15-24,4.779,278.287,HIES - EU Statistics on Income and Living Conditions
FIN,2022,M,25-54,33.191,1050.589,HIES - EU Statistics on Income and Living Conditions
FIN,2022,M,55-64,20.143,351.609,HIES - EU Statistics on Income and Living Conditions
FIN,2022,M,GE65,53.168,557.259,HIES - EU Statistics on Income and Living Conditions
FIN,2023,F,15-24,4.447,257.438,HIES - EU Statistics on Income and Living Conditions
FIN,2023,F,25-54,22.062,1009.041,HIES - EU Statistics on Income and Living Conditions
FIN,2023,F,55-64,19.37,359.432,HIES - EU Statistics on Income and Living Conditions
FIN,2023,F,GE65,82.804,708.393,HIES - EU Statistics on Income and Living Conditions
FIN,2023,M,15-24,4.535,283.133,HIES - EU Statistics on Income and Living Conditions
FIN,2023,M,25-54,26.793,1056.559,HIES - EU Statistics on Income and Living Conditions
FIN,2023,M,55-64,18.395,350.636,HIES - EU Statistics on Income and Living Conditions
FIN,2023,M,GE65,56.369,565.317,HIES - EU Statistics on Income and Living Conditions
FIN,2024,F,15-24,5.894,266.995,HIES - EU Statistics on Income and Living Conditions
FIN,2024,F,25-54,29.655,1018.867,HIES - EU Statistics on Income and Living Conditions
FIN,2024,F,55-64,16.55,359.24,HIES - EU Statistics on Income and Living Conditions
FIN,2024,F,GE65,71.236,715.874,HIES - EU Statistics on Income and Living Conditions
FIN,2024,M,15-24,3.769,282.517,HIES - EU Statistics on Income and Living Conditions
FIN,2024,M,25-54,33.755,1067.241,HIES - EU Statistics on Income and Living Conditions
FIN,2024,M,55-64,23.708,350.748,HIES - EU Statistics on Income and Living Conditions
FIN,2024,M,GE65,41.642,572.259,HIES - EU Statistics on Income and Living Conditions
FIN,2025,F,15-24,8.115,272.196,HIES - EU Statistics on Income and Living Conditions
FIN,2025,F,25-54,36.332,1028.236,HIES - EU Statistics on Income and Living Conditions
FIN,2025,F,55-64,19.039,355.582,HIES - EU Statistics on Income and Living Conditions
FIN,2025,F,GE65,76.776,725.552,HIES - EU Statistics on Income and Living Conditions
FIN,2025,M,15-24,4.917,285.228,HIES - EU Statistics on Income and Living Conditions
FIN,2025,M,25-54,44.663,1076.39,HIES - EU Statistics on Income and Living Conditions
FIN,2025,M,55-64,23.204,347.729,HIES - EU Statistics on Income and Living Conditions
FIN,2025,M,GE65,52.712,581.24,HIES - EU Statistics on Income and Living Conditions
FJI,2011,F,15-24,1.556,68.426,"LFS - Employment, Unemployment Survey"
FJI,2011,F,25-54,7.974,168.746,"LFS - Employment, Unemployment Survey"
FJI,2011,F,55-64,5.656,28.947,"LFS - Employment, Unemployment Survey"
FJI,2011,F,GE65,5.644,20.154,"LFS - Employment, Unemployment Survey"
FJI,2011,M,15-24,1.752,75.695,"LFS - Employment, Unemployment Survey"
FJI,2011,M,25-54,9.383,175.242,"LFS - Employment, Unemployment Survey"
FJI,2011,M,55-64,6.308,29.805,"LFS - Employment, Unemployment Survey"
FJI,2011,M,GE65,6.268,19.423,"LFS - Employment, Unemployment Survey"
FJI,2016,F,15-24,1.67,68.203,"LFS - Employment, Unemployment Survey"
FJI,2016,F,25-54,9.872,170.029,"LFS - Employment, Unemployment Survey"
FJI,2016,F,55-64,9.062,35.849,"LFS - Employment, Unemployment Survey"
FJI,2016,F,GE65,10.802,25.637,"LFS - Employment, Unemployment Survey"
FJI,2016,M,15-24,1.171,70.031,"LFS - Employment, Unemployment Survey"
FJI,2016,M,25-54,11.619,171.125,"LFS - Employment, Unemployment Survey"
FJI,2016,M,55-64,8.19,31.468,"LFS - Employment, Unemployment Survey"
FJI,2016,M,GE65,10.008,21.278,"LFS - Employment, Unemployment Survey"
FJI,2024,F,15-24,0.268,57.832,"LFS - Employment, Unemployment Survey"
FJI,2024,F,25-54,1.999,166.499,"LFS - Employment, Unemployment Survey"
FJI,2024,F,55-64,1.427,41.507,"LFS - Employment, Unemployment Survey"
FJI,2024,F,GE65,4.084,36.476,"LFS - Employment, Unemployment Survey"
FJI,2024,M,15-24,0.344,64.952,"LFS - Employment, Unemployment Survey"
FJI,2024,M,25-54,2.74,178.459,"LFS - Employment, Unemployment Survey"
FJI,2024,M,55-64,2.01,41.341,"LFS - Employment, Unemployment Survey"
FJI,2024,M,GE65,3.506,27.767,"LFS - Employment, Unemployment Survey"
FRA,2010,F,15-24,44.225,3344.678,HIES - EU Statistics on Income and Living Conditions
FRA,2010,F,25-54,708.892,12353.52,HIES - EU Statistics on Income and Living Conditions
FRA,2010,F,55-64,461.151,4198.205,HIES - EU Statistics on Income and Living Conditions
FRA,2010,F,GE65,1515.49,5862.991,HIES - EU Statistics on Income and Living Conditions
FRA,2010,M,15-24,62.382,3410.357,HIES - EU Statistics on Income and Living Conditions
FRA,2010,M,25-54,553.906,11817.329,HIES - EU Statistics on Income and Living Conditions
FRA,2010,M,55-64,423.879,4032.667,HIES - EU Statistics on Income and Living Conditions
FRA,2010,M,GE65,942.183,4268.247,HIES - EU Statistics on Income and Living Conditions
FRA,2011,F,15-24,56.445,3300.827,HIES - EU Statistics on Income and Living Conditions
FRA,2011,F,25-54,631.474,12304.857,HIES - EU Statistics on Income and Living Conditions
FRA,2011,F,55-64,498.724,4360.242,HIES - EU Statistics on Income and Living Conditions
FRA,2011,F,GE65,1376.905,5919.13,HIES - EU Statistics on Income and Living Conditions
FRA,2011,M,15-24,78.393,3410.7,HIES - EU Statistics on Income and Living Conditions
FRA,2011,M,25-54,626.174,11881.608,HIES - EU Statistics on Income and Living Conditions
FRA,2011,M,55-64,447.593,4089.847,HIES - EU Statistics on Income and Living Conditions
FRA,2011,M,GE65,877.587,4347.145,HIES - EU Statistics on Income and Living Conditions
FRA,2012,F,15-24,44.889,3340.165,HIES - EU Statistics on Income and Living Conditions
FRA,2012,F,25-54,530.794,12234.175,HIES - EU Statistics on Income and Living Conditions
FRA,2012,F,55-64,483.592,4437.786,HIES - EU Statistics on Income and Living Conditions
FRA,2012,F,GE65,1451.75,6062.295,HIES - EU Statistics on Income and Living Conditions
FRA,2012,M,15-24,74.367,3387.719,HIES - EU Statistics on Income and Living Conditions
FRA,2012,M,25-54,508.443,11943.414,HIES - EU Statistics on Income and Living Conditions
FRA,2012,M,55-64,390.19,4044.717,HIES - EU Statistics on Income and Living Conditions
FRA,2012,M,GE65,864.338,4488.63,HIES - EU Statistics on Income and Living Conditions
FRA,2013,F,15-24,70.775,3258.544,HIES - EU Statistics on Income and Living Conditions
FRA,2013,F,25-54,595.587,12291.725,HIES - EU Statistics on Income and Living Conditions
FRA,2013,F,55-64,533.464,4402.239,HIES - EU Statistics on Income and Living Conditions
FRA,2013,F,GE65,1328.527,6187.945,HIES - EU Statistics on Income and Living Conditions
FRA,2013,M,15-24,87.268,3360.262,HIES - EU Statistics on Income and Living Conditions
FRA,2013,M,25-54,579.052,11912.585,HIES - EU Statistics on Income and Living Conditions
FRA,2013,M,55-64,491.201,4077.054,HIES - EU Statistics on Income and Living Conditions
FRA,2013,M,GE65,842.076,4673.805,HIES - EU Statistics on Income and Living Conditions
FRA,2014,F,15-24,53.169,3512.669,HIES - EU Statistics on Income and Living Conditions
FRA,2014,F,25-54,658.199,12497.628,HIES - EU Statistics on Income and Living Conditions
FRA,2014,F,55-64,575.493,4391.277,HIES - EU Statistics on Income and Living Conditions
FRA,2014,F,GE65,1402.328,6406.98,HIES - EU Statistics on Income and Living Conditions
FRA,2014,M,15-24,91.948,3561.198,HIES - EU Statistics on Income and Living Conditions
FRA,2014,M,25-54,620.411,12206.23,HIES - EU Statistics on Income and Living Conditions
FRA,2014,M,55-64,442.267,4082.982,HIES - EU Statistics on Income and Living Conditions
FRA,2014,M,GE65,861.393,4892.697,HIES - EU Statistics on Income and Living Conditions
FRA,2015,F,15-24,40.611,3572.278,HIES - EU Statistics on Income and Living Conditions
FRA,2015,F,25-54,604.555,12345.665,HIES - EU Statistics on Income and Living Conditions
FRA,2015,F,55-64,547.946,4493.934,HIES - EU Statistics on Income and Living Conditions
FRA,2015,F,GE65,1339.486,6568.161,HIES - EU Statistics on Income and Living Conditions
FRA,2015,M,15-24,80.101,3646.374,HIES - EU Statistics on Income and Living Conditions
FRA,2015,M,25-54,540.942,12121.724,HIES - EU Statistics on Income and Living Conditions
FRA,2015,M,55-64,426.651,4124.629,HIES - EU Statistics on Income and Living Conditions
FRA,2015,M,GE65,940.664,5035.057,HIES - EU Statistics on Income and Living Conditions
FRA,2016,F,15-24,76.523,3559.142,HIES - EU Statistics on Income and Living Conditions
FRA,2016,F,25-54,625.235,12286.5,HIES - EU Statistics on Income and Living Conditions
FRA,2016,F,55-64,471.535,4487.668,HIES - EU Statistics on Income and Living Conditions
FRA,2016,F,GE65,1443.482,6736.347,HIES - EU Statistics on Income and Living Conditions
FRA,2016,M,15-24,101.252,3507.189,HIES - EU Statistics on Income and Living Conditions
FRA,2016,M,25-54,517.463,12034.664,HIES - EU Statistics on Income and Living Conditions
FRA,2016,M,55-64,375.479,4155.625,HIES - EU Statistics on Income and Living Conditions
FRA,2016,M,GE65,989.961,5183.937,HIES - EU Statistics on Income and Living Conditions
FRA,2017,F,15-24,60.336,3495.815,HIES - EU Statistics on Income and Living Conditions
FRA,2017,F,25-54,663.777,12300.538,HIES - EU Statistics on Income and Living Conditions
FRA,2017,F,55-64,487.318,4561.285,HIES - EU Statistics on Income and Living Conditions
FRA,2017,F,GE65,1457.118,6734.854,HIES - EU Statistics on Income and Living Conditions
FRA,2017,M,15-24,55.778,3647.595,HIES - EU Statistics on Income and Living Conditions
FRA,2017,M,25-54,651.065,12156.99,HIES - EU Statistics on Income and Living Conditions
FRA,2017,M,55-64,355.08,4103.123,HIES - EU Statistics on Income and Living Conditions
FRA,2017,M,GE65,1049.924,5353.072,HIES - EU Statistics on Income and Living Conditions
FRA,2018,F,15-24,73.544,3528.251,HIES - EU Statistics on Income and Living Conditions
FRA,2018,F,25-54,653.91,12285.118,HIES - EU Statistics on Income and Living Conditions
FRA,2018,F,55-64,567.9,4553.472,HIES - EU Statistics on Income and Living Conditions
FRA,2018,F,GE65,1455.233,7052.54,HIES - EU Statistics on Income and Living Conditions
FRA,2018,M,15-24,91.635,3625.716,HIES - EU Statistics on Income and Living Conditions
FRA,2018,M,25-54,626.816,12092.939,HIES - EU Statistics on Income and Living Conditions
FRA,2018,M,55-64,344.207,4095.127,HIES - EU Statistics on Income and Living Conditions
FRA,2018,M,GE65,1102.764,5520.579,HIES - EU Statistics on Income and Living Conditions
FRA,2019,F,15-24,86.955,3404.002,HIES - EU Statistics on Income and Living Conditions
FRA,2019,F,25-54,730.003,12022.98,HIES - EU Statistics on Income and Living Conditions
FRA,2019,F,55-64,420.883,4539.174,HIES - EU Statistics on Income and Living Conditions
FRA,2019,F,GE65,1380.632,7088.435,HIES - EU Statistics on Income and Living Conditions
FRA,2019,M,15-24,77.327,3287.637,HIES - EU Statistics on Income and Living Conditions
FRA,2019,M,25-54,635.134,11626.349,HIES - EU Statistics on Income and Living Conditions
FRA,2019,M,55-64,389.574,4056.086,HIES - EU Statistics on Income and Living Conditions
FRA,2019,M,GE65,1010.539,5535.762,HIES - EU Statistics on Income and Living Conditions
FRA,2020,F,15-24,67.931,3141.534,HIES - EU Statistics on Income and Living Conditions
FRA,2020,F,25-54,629.177,11808.183,HIES - EU Statistics on Income and Living Conditions
FRA,2020,F,55-64,516.332,4481.358,HIES - EU Statistics on Income and Living Conditions
FRA,2020,F,GE65,1504.189,7479.282,HIES - EU Statistics on Income and Living Conditions
FRA,2020,M,15-24,73.781,3438.875,HIES - EU Statistics on Income and Living Conditions
FRA,2020,M,25-54,566.755,11332.06,HIES - EU Statistics on Income and Living Conditions
FRA,2020,M,55-64,479.248,4142.558,HIES - EU Statistics on Income and Living Conditions
FRA,2020,M,GE65,1007.125,5834.328,HIES - EU Statistics on Income and Living Conditions
FRA,2021,F,15-24,48.785,3375.011,HIES - EU Statistics on Income and Living Conditions
FRA,2021,F,25-54,569.888,11729.804,HIES - EU Statistics on Income and Living Conditions
FRA,2021,F,55-64,516.6,4587.637,HIES - EU Statistics on Income and Living Conditions
FRA,2021,F,GE65,1330.635,7758.493,HIES - EU Statistics on Income and Living Conditions
FRA,2021,M,15-24,63.916,3496.575,HIES - EU Statistics on Income and Living Conditions
FRA,2021,M,25-54,457.643,11315.545,HIES - EU Statistics on Income and Living Conditions
FRA,2021,M,55-64,450.263,4169.495,HIES - EU Statistics on Income and Living Conditions
FRA,2021,M,GE65,876.452,6176.563,HIES - EU Statistics on Income and Living Conditions
FRA,2022,F,15-24,89.982,3522.965,HIES - EU Statistics on Income and Living Conditions
FRA,2022,F,25-54,766.801,12240.849,HIES - EU Statistics on Income and Living Conditions
FRA,2022,F,55-64,520.847,4577.888,HIES - EU Statistics on Income and Living Conditions
FRA,2022,F,GE65,1550.053,8032.765,HIES - EU Statistics on Income and Living Conditions
FRA,2022,M,15-24,89.791,3574.184,HIES - EU Statistics on Income and Living Conditions
FRA,2022,M,25-54,583.671,11833.157,HIES - EU Statistics on Income and Living Conditions
FRA,2022,M,55-64,440.503,4188.832,HIES - EU Statistics on Income and Living Conditions
FRA,2022,M,GE65,1134.028,6311.29,HIES - EU Statistics on Income and Living Conditions
FRA,2023,F,15-24,90.274,3475.019,HIES - EU Statistics on Income and Living Conditions
FRA,2023,F,25-54,848.235,12486.181,HIES - EU Statistics on Income and Living Conditions
FRA,2023,F,55-64,591.875,4472.601,HIES - EU Statistics on Income and Living Conditions
FRA,2023,F,GE65,1602.128,8164.902,HIES - EU Statistics on Income and Living Conditions
FRA,2023,M,15-24,102.796,3678.476,HIES - EU Statistics on Income and Living Conditions
FRA,2023,M,25-54,592.013,11884.215,HIES - EU Statistics on Income and Living Conditions
FRA,2023,M,55-64,479.299,4167.146,HIES - EU Statistics on Income and Living Conditions
