iso3,year,sex,age,disabled,total,source
HRV,2025,F,15-24,1.281,165.838,HIES - EU Statistics on Income and Living Conditions
HRV,2025,F,25-54,12.299,711.774,HIES - EU Statistics on Income and Living Conditions
HRV,2025,F,55-64,14.926,274.908,HIES - EU Statistics on Income and Living Conditions
HRV,2025,F,GE65,81.068,489.882,HIES - EU Statistics on Income and Living Conditions
HRV,2025,M,15-24,2.069,181.842,HIES - EU Statistics on Income and Living Conditions
HRV,2025,M,25-54,17.568,755.322,HIES - EU Statistics on Income and Living Conditions
HRV,2025,M,55-64,17.171,250.466,HIES - EU Statistics on Income and Living Conditions
HRV,2025,M,GE65,43.819,358.965,HIES - EU Statistics on Income and Living Conditions
HUN,2010,F,15-24,5.727,602.874,HIES - EU Statistics on Income and Living Conditions
HUN,2010,F,25-54,99.989,2058.788,HIES - EU Statistics on Income and Living Conditions
HUN,2010,F,55-64,79.445,786.719,HIES - EU Statistics on Income and Living Conditions
HUN,2010,F,GE65,232.967,970.166,HIES - EU Statistics on Income and Living Conditions
HUN,2010,M,15-24,8.651,622.191,HIES - EU Statistics on Income and Living Conditions
HUN,2010,M,25-54,88.89,2017.499,HIES - EU Statistics on Income and Living Conditions
HUN,2010,M,55-64,79.734,658.56,HIES - EU Statistics on Income and Living Conditions
HUN,2010,M,GE65,115.139,557.649,HIES - EU Statistics on Income and Living Conditions
HUN,2011,F,15-24,8.22,576.245,HIES - EU Statistics on Income and Living Conditions
HUN,2011,F,25-54,84.06,2013.257,HIES - EU Statistics on Income and Living Conditions
HUN,2011,F,55-64,77.954,812.245,HIES - EU Statistics on Income and Living Conditions
HUN,2011,F,GE65,231.904,1002.789,HIES - EU Statistics on Income and Living Conditions
HUN,2011,M,15-24,6.227,576.398,HIES - EU Statistics on Income and Living Conditions
HUN,2011,M,25-54,68.893,1991.64,HIES - EU Statistics on Income and Living Conditions
HUN,2011,M,55-64,76.449,695.414,HIES - EU Statistics on Income and Living Conditions
HUN,2011,M,GE65,101.39,582.644,HIES - EU Statistics on Income and Living Conditions
HUN,2012,F,15-24,6.558,573.275,HIES - EU Statistics on Income and Living Conditions
HUN,2012,F,25-54,80.873,1970.584,HIES - EU Statistics on Income and Living Conditions
HUN,2012,F,55-64,77.894,860.964,HIES - EU Statistics on Income and Living Conditions
HUN,2012,F,GE65,215.571,987.664,HIES - EU Statistics on Income and Living Conditions
HUN,2012,M,15-24,6.496,585.546,HIES - EU Statistics on Income and Living Conditions
HUN,2012,M,25-54,72.235,1945.242,HIES - EU Statistics on Income and Living Conditions
HUN,2012,M,55-64,81.459,739.557,HIES - EU Statistics on Income and Living Conditions
HUN,2012,M,GE65,107.038,576.052,HIES - EU Statistics on Income and Living Conditions
HUN,2013,F,15-24,4.905,542.677,HIES - EU Statistics on Income and Living Conditions
HUN,2013,F,25-54,63.337,1943.026,HIES - EU Statistics on Income and Living Conditions
HUN,2013,F,55-64,83.319,890.109,HIES - EU Statistics on Income and Living Conditions
HUN,2013,F,GE65,216.227,997.344,HIES - EU Statistics on Income and Living Conditions
HUN,2013,M,15-24,8.723,576.639,HIES - EU Statistics on Income and Living Conditions
HUN,2013,M,25-54,61.575,1920.941,HIES - EU Statistics on Income and Living Conditions
HUN,2013,M,55-64,83.898,771.353,HIES - EU Statistics on Income and Living Conditions
HUN,2013,M,GE65,114.044,584.589,HIES - EU Statistics on Income and Living Conditions
HUN,2014,F,15-24,3.553,525.006,HIES - EU Statistics on Income and Living Conditions
HUN,2014,F,25-54,60.929,1960.743,HIES - EU Statistics on Income and Living Conditions
HUN,2014,F,55-64,77.845,877.076,HIES - EU Statistics on Income and Living Conditions
HUN,2014,F,GE65,226.922,1008.742,HIES - EU Statistics on Income and Living Conditions
HUN,2014,M,15-24,10.91,562.403,HIES - EU Statistics on Income and Living Conditions
HUN,2014,M,25-54,67.996,1926.031,HIES - EU Statistics on Income and Living Conditions
HUN,2014,M,55-64,65.116,780.091,HIES - EU Statistics on Income and Living Conditions
HUN,2014,M,GE65,99.377,579.435,HIES - EU Statistics on Income and Living Conditions
HUN,2015,F,15-24,5.622,484.425,HIES - EU Statistics on Income and Living Conditions
HUN,2015,F,25-54,65.132,1961.563,HIES - EU Statistics on Income and Living Conditions
HUN,2015,F,55-64,77.208,886.232,HIES - EU Statistics on Income and Living Conditions
HUN,2015,F,GE65,240.208,1007.93,HIES - EU Statistics on Income and Living Conditions
HUN,2015,M,15-24,8.09,533.359,HIES - EU Statistics on Income and Living Conditions
HUN,2015,M,25-54,69.079,1939.456,HIES - EU Statistics on Income and Living Conditions
HUN,2015,M,55-64,87.623,770.769,HIES - EU Statistics on Income and Living Conditions
HUN,2015,M,GE65,102.674,585.647,HIES - EU Statistics on Income and Living Conditions
HUN,2016,F,15-24,4.476,492.373,HIES - EU Statistics on Income and Living Conditions
HUN,2016,F,25-54,61.427,1940.904,HIES - EU Statistics on Income and Living Conditions
HUN,2016,F,55-64,76.236,845.889,HIES - EU Statistics on Income and Living Conditions
HUN,2016,F,GE65,203.392,1030.335,HIES - EU Statistics on Income and Living Conditions
HUN,2016,M,15-24,5.954,510.474,HIES - EU Statistics on Income and Living Conditions
HUN,2016,M,25-54,55.723,1936.11,HIES - EU Statistics on Income and Living Conditions
HUN,2016,M,55-64,65.045,735.855,HIES - EU Statistics on Income and Living Conditions
HUN,2016,M,GE65,94.518,616.999,HIES - EU Statistics on Income and Living Conditions
HUN,2017,F,15-24,5.759,482.732,HIES - EU Statistics on Income and Living Conditions
HUN,2017,F,25-54,64.028,1951.912,HIES - EU Statistics on Income and Living Conditions
HUN,2017,F,55-64,82.71,800.166,HIES - EU Statistics on Income and Living Conditions
HUN,2017,F,GE65,210.197,1045.729,HIES - EU Statistics on Income and Living Conditions
HUN,2017,M,15-24,7.01,510.969,HIES - EU Statistics on Income and Living Conditions
HUN,2017,M,25-54,65.908,1941.348,HIES - EU Statistics on Income and Living Conditions
HUN,2017,M,55-64,64.984,679.381,HIES - EU Statistics on Income and Living Conditions
HUN,2017,M,GE65,109.985,647.918,HIES - EU Statistics on Income and Living Conditions
HUN,2018,F,15-24,9.581,491.573,HIES - EU Statistics on Income and Living Conditions
HUN,2018,F,25-54,57.19,1881.468,HIES - EU Statistics on Income and Living Conditions
HUN,2018,F,55-64,76.793,769.33,HIES - EU Statistics on Income and Living Conditions
HUN,2018,F,GE65,212.205,1093.348,HIES - EU Statistics on Income and Living Conditions
HUN,2018,M,15-24,5.916,503.113,HIES - EU Statistics on Income and Living Conditions
HUN,2018,M,25-54,56.403,1878.833,HIES - EU Statistics on Income and Living Conditions
HUN,2018,M,55-64,55.705,678.714,HIES - EU Statistics on Income and Living Conditions
HUN,2018,M,GE65,115.423,700.23,HIES - EU Statistics on Income and Living Conditions
HUN,2019,F,15-24,2.971,496.603,HIES - EU Statistics on Income and Living Conditions
HUN,2019,F,25-54,61.06,1862.356,HIES - EU Statistics on Income and Living Conditions
HUN,2019,F,55-64,62.687,743.75,HIES - EU Statistics on Income and Living Conditions
HUN,2019,F,GE65,182.207,1051.562,HIES - EU Statistics on Income and Living Conditions
HUN,2019,M,15-24,6.899,481.467,HIES - EU Statistics on Income and Living Conditions
HUN,2019,M,25-54,55.173,1855.96,HIES - EU Statistics on Income and Living Conditions
HUN,2019,M,55-64,70.759,719.429,HIES - EU Statistics on Income and Living Conditions
HUN,2019,M,GE65,105.534,660.248,HIES - EU Statistics on Income and Living Conditions
HUN,2020,F,15-24,6.857,462.637,HIES - EU Statistics on Income and Living Conditions
HUN,2020,F,25-54,50.449,1885.307,HIES - EU Statistics on Income and Living Conditions
HUN,2020,F,55-64,48.793,758.787,HIES - EU Statistics on Income and Living Conditions
HUN,2020,F,GE65,172.858,1065.352,HIES - EU Statistics on Income and Living Conditions
HUN,2020,M,15-24,6.557,489.348,HIES - EU Statistics on Income and Living Conditions
HUN,2020,M,25-54,51.182,1883.044,HIES - EU Statistics on Income and Living Conditions
HUN,2020,M,55-64,68.089,690.837,HIES - EU Statistics on Income and Living Conditions
HUN,2020,M,GE65,92.976,670.956,HIES - EU Statistics on Income and Living Conditions
HUN,2021,F,15-24,8.545,463.292,HIES - EU Statistics on Income and Living Conditions
HUN,2021,F,25-54,48.521,1856.564,HIES - EU Statistics on Income and Living Conditions
HUN,2021,F,55-64,44.138,743.166,HIES - EU Statistics on Income and Living Conditions
HUN,2021,F,GE65,160.917,1088.815,HIES - EU Statistics on Income and Living Conditions
HUN,2021,M,15-24,4.924,488.41,HIES - EU Statistics on Income and Living Conditions
HUN,2021,M,25-54,49.244,1873.548,HIES - EU Statistics on Income and Living Conditions
HUN,2021,M,55-64,54.489,663.243,HIES - EU Statistics on Income and Living Conditions
HUN,2021,M,GE65,88.874,708.749,HIES - EU Statistics on Income and Living Conditions
HUN,2022,F,15-24,5.84,439.227,HIES - EU Statistics on Income and Living Conditions
HUN,2022,F,25-54,47.709,1830.256,HIES - EU Statistics on Income and Living Conditions
HUN,2022,F,55-64,52.306,715.323,HIES - EU Statistics on Income and Living Conditions
HUN,2022,F,GE65,187.063,1107.762,HIES - EU Statistics on Income and Living Conditions
HUN,2022,M,15-24,5.121,451.777,HIES - EU Statistics on Income and Living Conditions
HUN,2022,M,25-54,45.387,1898.917,HIES - EU Statistics on Income and Living Conditions
HUN,2022,M,55-64,53.907,629.487,HIES - EU Statistics on Income and Living Conditions
HUN,2022,M,GE65,110.68,706.036,HIES - EU Statistics on Income and Living Conditions
HUN,2023,F,15-24,6.273,445.049,HIES - EU Statistics on Income and Living Conditions
HUN,2023,F,25-54,40.531,1861.023,HIES - EU Statistics on Income and Living Conditions
HUN,2023,F,55-64,51.096,692.134,HIES - EU Statistics on Income and Living Conditions
HUN,2023,F,GE65,180.872,1135.471,HIES - EU Statistics on Income and Living Conditions
HUN,2023,M,15-24,5.498,472.052,HIES - EU Statistics on Income and Living Conditions
HUN,2023,M,25-54,46.154,1904.786,HIES - EU Statistics on Income and Living Conditions
HUN,2023,M,55-64,43.365,615.688,HIES - EU Statistics on Income and Living Conditions
HUN,2023,M,GE65,103.651,729.043,HIES - EU Statistics on Income and Living Conditions
HUN,2024,F,15-24,9.63,455.59,HIES - EU Statistics on Income and Living Conditions
HUN,2024,F,25-54,34.578,1835.662,HIES - EU Statistics on Income and Living Conditions
HUN,2024,F,55-64,39.481,677,HIES - EU Statistics on Income and Living Conditions
HUN,2024,F,GE65,189.276,1160.61,HIES - EU Statistics on Income and Living Conditions
HUN,2024,M,15-24,7.76,473.297,HIES - EU Statistics on Income and Living Conditions
HUN,2024,M,25-54,50.905,1898.645,HIES - EU Statistics on Income and Living Conditions
HUN,2024,M,55-64,38.591,614.916,HIES - EU Statistics on Income and Living Conditions
HUN,2024,M,GE65,102.784,746.456,HIES - EU Statistics on Income and Living Conditions
HUN,2025,F,15-24,5.013,452.78,HIES - EU Statistics on Income and Living Conditions
HUN,2025,F,25-54,42.932,1824.224,HIES - EU Statistics on Income and Living Conditions
HUN,2025,F,55-64,42.205,670.181,HIES - EU Statistics on Income and Living Conditions
HUN,2025,F,GE65,187.856,1162.37,HIES - EU Statistics on Income and Living Conditions
HUN,2025,M,15-24,10.18,488.195,HIES - EU Statistics on Income and Living Conditions
HUN,2025,M,25-54,48.321,1875.442,HIES - EU Statistics on Income and Living Conditions
HUN,2025,M,55-64,46.469,625.802,HIES - EU Statistics on Income and Living Conditions
HUN,2025,M,GE65,100.908,744.385,HIES - EU Statistics on Income and Living Conditions
IDN,2010,F,15-24,52.5,20019.14,PC - Population Census
IDN,2010,F,25-54,206.68,50378.16,PC - Population Census
IDN,2010,F,55-64,108.17,7171.98,PC - Population Census
IDN,2010,F,GE65,464.07,6627.62,PC - Population Census
IDN,2010,M,15-24,66.18,20214.38,PC - Population Census
IDN,2010,M,25-54,244.72,50751.02,PC - Population Census
IDN,2010,M,55-64,96.89,7307.63,PC - Population Census
IDN,2010,M,GE65,281.59,5364.81,PC - Population Census
IDN,2016,F,15-24,109.939,21477.063,LFS - National Labour Force Survey
IDN,2016,F,25-54,395.08,55306.188,LFS - National Labour Force Survey
IDN,2016,F,55-64,289.149,9828.268,LFS - National Labour Force Survey
IDN,2016,F,GE65,993.642,7738.119,LFS - National Labour Force Survey
IDN,2016,M,15-24,155.243,22237.952,LFS - National Labour Force Survey
IDN,2016,M,25-54,537.336,55362.893,LFS - National Labour Force Survey
IDN,2016,M,55-64,271.059,9945.182,LFS - National Labour Force Survey
IDN,2016,M,GE65,633.303,6453.015,LFS - National Labour Force Survey
IDN,2017,F,15-24,105.599,21121.797,LFS - National Labour Force Survey
IDN,2017,F,25-54,386.57,56328.035,LFS - National Labour Force Survey
IDN,2017,F,55-64,274.839,10377.003,LFS - National Labour Force Survey
IDN,2017,F,GE65,951.804,8000.205,LFS - National Labour Force Survey
IDN,2017,M,15-24,145.303,22501.894,LFS - National Labour Force Survey
IDN,2017,M,25-54,476.014,55718.792,LFS - National Labour Force Survey
IDN,2017,M,55-64,235.394,10543.215,LFS - National Labour Force Survey
IDN,2017,M,GE65,648.329,6742.728,LFS - National Labour Force Survey
IDN,2018,F,15-24,114.981,21665.98,LFS - National Labour Force Survey
IDN,2018,F,25-54,364.831,56788.546,LFS - National Labour Force Survey
IDN,2018,F,55-64,269.964,10938.943,LFS - National Labour Force Survey
IDN,2018,F,GE65,964.361,8588.493,LFS - National Labour Force Survey
IDN,2018,M,15-24,146.044,22331.442,LFS - National Labour Force Survey
IDN,2018,M,25-54,497.757,57267.232,LFS - National Labour Force Survey
IDN,2018,M,55-64,242.316,10908.066,LFS - National Labour Force Survey
IDN,2018,M,GE65,592.071,7347.037,LFS - National Labour Force Survey
IDN,2019,F,15-24,108.275,21824.411,LFS - National Labour Force Survey
IDN,2019,F,25-54,360.093,57620.687,LFS - National Labour Force Survey
IDN,2019,F,55-64,268.148,11504.039,LFS - National Labour Force Survey
IDN,2019,F,GE65,892.934,9288.622,LFS - National Labour Force Survey
IDN,2019,M,15-24,159.28,22249.101,LFS - National Labour Force Survey
IDN,2019,M,25-54,458.222,58541.933,LFS - National Labour Force Survey
IDN,2019,M,55-64,234.733,11441.887,LFS - National Labour Force Survey
IDN,2019,M,GE65,605.137,8014.426,LFS - National Labour Force Survey
IDN,2020,F,15-24,77.037,21827.272,LFS - National Labour Force Survey
IDN,2020,F,25-54,305.387,58193.461,LFS - National Labour Force Survey
IDN,2020,F,55-64,223.914,11940.948,LFS - National Labour Force Survey
IDN,2020,F,GE65,801.686,9702.723,LFS - National Labour Force Survey
IDN,2020,M,15-24,127.271,22261.444,LFS - National Labour Force Survey
IDN,2020,M,25-54,410.051,59112.833,LFS - National Labour Force Survey
IDN,2020,M,55-64,203.296,11837.294,LFS - National Labour Force Survey
IDN,2020,M,GE65,546.328,8408.788,LFS - National Labour Force Survey
IDN,2021,F,15-24,79.026,21810.644,LFS - National Labour Force Survey
IDN,2021,F,25-54,264.312,58725.57,LFS - National Labour Force Survey
IDN,2021,F,55-64,202.204,12374.709,LFS - National Labour Force Survey
IDN,2021,F,GE65,730.13,10148.918,LFS - National Labour Force Survey
IDN,2021,M,15-24,100.437,22269.145,LFS - National Labour Force Survey
IDN,2021,M,25-54,390.302,59647.319,LFS - National Labour Force Survey
IDN,2021,M,55-64,182.404,12226.717,LFS - National Labour Force Survey
IDN,2021,M,GE65,477.966,8831.348,LFS - National Labour Force Survey
IDN,2022,F,15-24,89.997,21747.858,LFS - National Labour Force Survey
IDN,2022,F,25-54,391.296,59579.239,LFS - National Labour Force Survey
IDN,2022,F,55-64,382.237,12680.478,LFS - National Labour Force Survey
IDN,2022,F,GE65,1205.897,10170.911,LFS - National Labour Force Survey
IDN,2022,M,15-24,136.431,22645.597,LFS - National Labour Force Survey
IDN,2022,M,25-54,492.796,60646.441,LFS - National Labour Force Survey
IDN,2022,M,55-64,351.477,12500.708,LFS - National Labour Force Survey
IDN,2022,M,GE65,835.409,9011.004,LFS - National Labour Force Survey
IDN,2023,F,15-24,115.238,21595.82,LFS - National Labour Force Survey
IDN,2023,F,25-54,436.284,60498.74,LFS - National Labour Force Survey
IDN,2023,F,55-64,391.308,13018.191,LFS - National Labour Force Survey
IDN,2023,F,GE65,1212.092,10248.799,LFS - National Labour Force Survey
IDN,2023,M,15-24,133.79,22923.403,LFS - National Labour Force Survey
IDN,2023,M,25-54,567.707,61818.828,LFS - National Labour Force Survey
IDN,2023,M,55-64,333.545,12792.649,LFS - National Labour Force Survey
IDN,2023,M,GE65,845.245,9191.729,LFS - National Labour Force Survey
IRL,2010,F,15-24,2.202,248.433,HIES - EU Statistics on Income and Living Conditions
IRL,2010,F,25-54,23.277,955.006,HIES - EU Statistics on Income and Living Conditions
IRL,2010,F,55-64,15.044,258.252,HIES - EU Statistics on Income and Living Conditions
IRL,2010,F,GE65,40.845,281.912,HIES - EU Statistics on Income and Living Conditions
IRL,2010,M,15-24,7.472,299.778,HIES - EU Statistics on Income and Living Conditions
IRL,2010,M,25-54,30.726,869.908,HIES - EU Statistics on Income and Living Conditions
IRL,2010,M,55-64,26.352,278.012,HIES - EU Statistics on Income and Living Conditions
IRL,2010,M,GE65,27.034,230.656,HIES - EU Statistics on Income and Living Conditions
IRL,2011,F,15-24,2.301,241.511,HIES - EU Statistics on Income and Living Conditions
IRL,2011,F,25-54,27.944,952.2,HIES - EU Statistics on Income and Living Conditions
IRL,2011,F,55-64,14.947,252.608,HIES - EU Statistics on Income and Living Conditions
IRL,2011,F,GE65,39.904,298.625,HIES - EU Statistics on Income and Living Conditions
IRL,2011,M,15-24,5.994,274.398,HIES - EU Statistics on Income and Living Conditions
IRL,2011,M,25-54,27.801,867.881,HIES - EU Statistics on Income and Living Conditions
IRL,2011,M,55-64,19.4,279.72,HIES - EU Statistics on Income and Living Conditions
IRL,2011,M,GE65,28.427,251.278,HIES - EU Statistics on Income and Living Conditions
IRL,2012,F,25-54,30.045,994.764,HIES - EU Statistics on Income and Living Conditions
IRL,2012,F,55-64,15.801,243.67,HIES - EU Statistics on Income and Living Conditions
IRL,2012,F,GE65,33.458,300.221,HIES - EU Statistics on Income and Living Conditions
IRL,2012,M,15-24,4.162,289.987,HIES - EU Statistics on Income and Living Conditions
IRL,2012,M,25-54,30.034,914.937,HIES - EU Statistics on Income and Living Conditions
IRL,2012,M,55-64,21.126,267.322,HIES - EU Statistics on Income and Living Conditions
IRL,2012,M,GE65,35.958,253.048,HIES - EU Statistics on Income and Living Conditions
IRL,2013,F,15-24,3.929,270.085,HIES - EU Statistics on Income and Living Conditions
IRL,2013,F,25-54,31.327,972.773,HIES - EU Statistics on Income and Living Conditions
IRL,2013,F,55-64,20.118,250.44,HIES - EU Statistics on Income and Living Conditions
IRL,2013,F,GE65,47.264,310.234,HIES - EU Statistics on Income and Living Conditions
IRL,2013,M,15-24,7.12,291.131,HIES - EU Statistics on Income and Living Conditions
IRL,2013,M,25-54,30.349,895.336,HIES - EU Statistics on Income and Living Conditions
IRL,2013,M,55-64,18.044,278.155,HIES - EU Statistics on Income and Living Conditions
IRL,2013,M,GE65,36.192,264.162,HIES - EU Statistics on Income and Living Conditions
IRL,2014,F,15-24,2.643,272.617,HIES - EU Statistics on Income and Living Conditions
IRL,2014,F,25-54,40.055,975.839,HIES - EU Statistics on Income and Living Conditions
IRL,2014,F,55-64,21.682,257.773,HIES - EU Statistics on Income and Living Conditions
IRL,2014,F,GE65,43.786,318.726,HIES - EU Statistics on Income and Living Conditions
IRL,2014,M,15-24,6.136,295.247,HIES - EU Statistics on Income and Living Conditions
IRL,2014,M,25-54,29.756,883.547,HIES - EU Statistics on Income and Living Conditions
IRL,2014,M,55-64,28.808,292.425,HIES - EU Statistics on Income and Living Conditions
IRL,2014,M,GE65,33.488,273.579,HIES - EU Statistics on Income and Living Conditions
IRL,2015,F,15-24,4.448,268.726,HIES - EU Statistics on Income and Living Conditions
IRL,2015,F,25-54,37.615,967.531,HIES - EU Statistics on Income and Living Conditions
IRL,2015,F,55-64,17.696,277.021,HIES - EU Statistics on Income and Living Conditions
IRL,2015,F,GE65,43,328.2,HIES - EU Statistics on Income and Living Conditions
IRL,2015,M,15-24,4.557,299.39,HIES - EU Statistics on Income and Living Conditions
IRL,2015,M,25-54,31.516,896.693,HIES - EU Statistics on Income and Living Conditions
IRL,2015,M,55-64,20.173,287.836,HIES - EU Statistics on Income and Living Conditions
IRL,2015,M,GE65,30.899,284.67,HIES - EU Statistics on Income and Living Conditions
IRL,2016,F,15-24,2.777,276.366,HIES - EU Statistics on Income and Living Conditions
IRL,2016,F,25-54,26.067,991.151,HIES - EU Statistics on Income and Living Conditions
IRL,2016,F,55-64,20.479,264.386,HIES - EU Statistics on Income and Living Conditions
IRL,2016,F,GE65,41.796,338.426,HIES - EU Statistics on Income and Living Conditions
IRL,2016,M,15-24,8.358,311.505,HIES - EU Statistics on Income and Living Conditions
IRL,2016,M,25-54,32.453,894.714,HIES - EU Statistics on Income and Living Conditions
IRL,2016,M,55-64,20.953,292.266,HIES - EU Statistics on Income and Living Conditions
IRL,2016,M,GE65,30.607,295.201,HIES - EU Statistics on Income and Living Conditions
IRL,2017,F,15-24,4.699,276.227,HIES - EU Statistics on Income and Living Conditions
IRL,2017,F,25-54,36.028,999.996,HIES - EU Statistics on Income and Living Conditions
IRL,2017,F,55-64,24.275,274.553,HIES - EU Statistics on Income and Living Conditions
IRL,2017,F,GE65,43.972,348.396,HIES - EU Statistics on Income and Living Conditions
IRL,2017,M,15-24,5.909,310.707,HIES - EU Statistics on Income and Living Conditions
IRL,2017,M,25-54,31.854,912.288,HIES - EU Statistics on Income and Living Conditions
IRL,2017,M,55-64,23.923,293.29,HIES - EU Statistics on Income and Living Conditions
IRL,2017,M,GE65,37.186,305.421,HIES - EU Statistics on Income and Living Conditions
IRL,2018,F,15-24,3.097,283.696,HIES - EU Statistics on Income and Living Conditions
IRL,2018,F,25-54,33.627,997.054,HIES - EU Statistics on Income and Living Conditions
IRL,2018,F,55-64,15.707,277.351,HIES - EU Statistics on Income and Living Conditions
IRL,2018,F,GE65,45.754,361.941,HIES - EU Statistics on Income and Living Conditions
IRL,2018,M,15-24,4.56,317.098,HIES - EU Statistics on Income and Living Conditions
IRL,2018,M,25-54,31.679,921.381,HIES - EU Statistics on Income and Living Conditions
IRL,2018,M,55-64,16.279,303.494,HIES - EU Statistics on Income and Living Conditions
IRL,2018,M,GE65,33.513,315.62,HIES - EU Statistics on Income and Living Conditions
IRL,2019,F,15-24,9.941,272.704,HIES - EU Statistics on Income and Living Conditions
IRL,2019,F,25-54,31.98,1048.234,HIES - EU Statistics on Income and Living Conditions
IRL,2019,F,55-64,18.544,273.45,HIES - EU Statistics on Income and Living Conditions
IRL,2019,F,GE65,45.188,352.929,HIES - EU Statistics on Income and Living Conditions
IRL,2019,M,15-24,4.816,285.863,HIES - EU Statistics on Income and Living Conditions
IRL,2019,M,25-54,41.108,1010.704,HIES - EU Statistics on Income and Living Conditions
IRL,2019,M,55-64,16.509,266.415,HIES - EU Statistics on Income and Living Conditions
IRL,2019,M,GE65,32.924,318.123,HIES - EU Statistics on Income and Living Conditions
IRL,2020,F,15-24,8.867,276.151,HIES - EU Statistics on Income and Living Conditions
IRL,2020,F,25-54,32.34,1031.754,HIES - EU Statistics on Income and Living Conditions
IRL,2020,F,55-64,24.035,275.327,HIES - EU Statistics on Income and Living Conditions
IRL,2020,F,GE65,40.873,357.405,HIES - EU Statistics on Income and Living Conditions
IRL,2020,M,15-24,10.848,285.699,HIES - EU Statistics on Income and Living Conditions
IRL,2020,M,25-54,33.91,994.125,HIES - EU Statistics on Income and Living Conditions
IRL,2020,M,55-64,20.509,266.699,HIES - EU Statistics on Income and Living Conditions
IRL,2020,M,GE65,32.641,323.055,HIES - EU Statistics on Income and Living Conditions
IRL,2021,F,15-24,4.404,285.251,HIES - EU Statistics on Income and Living Conditions
IRL,2021,F,25-54,35.419,1070.59,HIES - EU Statistics on Income and Living Conditions
IRL,2021,F,55-64,20.915,290.059,HIES - EU Statistics on Income and Living Conditions
IRL,2021,F,GE65,37.868,364.672,HIES - EU Statistics on Income and Living Conditions
IRL,2021,M,15-24,10.365,298.261,HIES - EU Statistics on Income and Living Conditions
IRL,2021,M,25-54,38.589,1027.009,HIES - EU Statistics on Income and Living Conditions
IRL,2021,M,55-64,21.477,277.509,HIES - EU Statistics on Income and Living Conditions
IRL,2021,M,GE65,30.588,336.025,HIES - EU Statistics on Income and Living Conditions
IRL,2022,F,15-24,6.551,284.763,HIES - EU Statistics on Income and Living Conditions
IRL,2022,F,25-54,36.668,1094.359,HIES - EU Statistics on Income and Living Conditions
IRL,2022,F,55-64,13.35,290.715,HIES - EU Statistics on Income and Living Conditions
IRL,2022,F,GE65,47.656,389.887,HIES - EU Statistics on Income and Living Conditions
IRL,2022,M,15-24,10.632,293.781,HIES - EU Statistics on Income and Living Conditions
IRL,2022,M,25-54,30.543,1046.261,HIES - EU Statistics on Income and Living Conditions
IRL,2022,M,55-64,21.494,298.496,HIES - EU Statistics on Income and Living Conditions
IRL,2022,M,GE65,42.295,338.851,HIES - EU Statistics on Income and Living Conditions
IRL,2023,F,15-24,6.769,277.719,HIES - EU Statistics on Income and Living Conditions
IRL,2023,F,25-54,32.905,1105.152,HIES - EU Statistics on Income and Living Conditions
IRL,2023,F,55-64,15.519,289.205,HIES - EU Statistics on Income and Living Conditions
IRL,2023,F,GE65,47.472,399.997,HIES - EU Statistics on Income and Living Conditions
IRL,2023,M,15-24,10.181,281.344,HIES - EU Statistics on Income and Living Conditions
IRL,2023,M,25-54,34.567,1046.096,HIES - EU Statistics on Income and Living Conditions
IRL,2023,M,55-64,24.179,289.842,HIES - EU Statistics on Income and Living Conditions
IRL,2023,M,GE65,38.893,362.014,HIES - EU Statistics on Income and Living Conditions
IRL,2024,F,15-24,6.951,294.73,HIES - EU Statistics on Income and Living Conditions
IRL,2024,F,25-54,34.424,1127.646,HIES - EU Statistics on Income and Living Conditions
IRL,2024,F,55-64,19.84,307.412,HIES - EU Statistics on Income and Living Conditions
IRL,2024,F,GE65,44.721,411.857,HIES - EU Statistics on Income and Living Conditions
IRL,2024,M,15-24,7.729,299.253,HIES - EU Statistics on Income and Living Conditions
IRL,2024,M,25-54,32.97,1064.511,HIES - EU Statistics on Income and Living Conditions
IRL,2024,M,55-64,21.52,295.218,HIES - EU Statistics on Income and Living Conditions
IRL,2024,M,GE65,36.813,370.196,HIES - EU Statistics on Income and Living Conditions
IRL,2025,F,15-24,5.243,302.12,HIES - EU Statistics on Income and Living Conditions
IRL,2025,F,25-54,43.176,1143.476,HIES - EU Statistics on Income and Living Conditions
IRL,2025,F,55-64,19.185,313.563,HIES - EU Statistics on Income and Living Conditions
IRL,2025,F,GE65,45.516,428.227,HIES - EU Statistics on Income and Living Conditions
IRL,2025,M,15-24,9.807,326.085,HIES - EU Statistics on Income and Living Conditions
IRL,2025,M,25-54,45.485,1085.886,HIES - EU Statistics on Income and Living Conditions
IRL,2025,M,55-64,15.848,302.172,HIES - EU Statistics on Income and Living Conditions
IRL,2025,M,GE65,36.501,384.021,HIES - EU Statistics on Income and Living Conditions
IRQ,2012,F,15-24,35.733,3376.884,HIES - Household Socio-Economic Survey
IRQ,2012,F,25-54,102.524,5477.636,HIES - Household Socio-Economic Survey
IRQ,2012,F,55-64,29.558,859.583,HIES - Household Socio-Economic Survey
IRQ,2012,F,GE65,70.476,607.248,HIES - Household Socio-Economic Survey
IRQ,2012,M,15-24,70.029,3530.435,HIES - Household Socio-Economic Survey
IRQ,2012,M,25-54,185.347,5044.775,HIES - Household Socio-Economic Survey
IRQ,2012,M,55-64,53.809,747.1,HIES - Household Socio-Economic Survey
IRQ,2012,M,GE65,65.765,538.556,HIES - Household Socio-Economic Survey
