iso3,year,sex,class,employed,source
BEN,2019,M,TOTAL,2134.97,HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages
BEN,2022,F,1,426.335,HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages
BEN,2022,F,2,20.413,HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages
BEN,2022,F,3,1626.589,HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages
BEN,2022,F,5,763.52,HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages
BEN,2022,F,TOTAL,2837.43,HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages
BEN,2022,M,1,617.358,HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages
BEN,2022,M,2,50.045,HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages
BEN,2022,M,3,1562.559,HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages
BEN,2022,M,5,376.572,HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages
BEN,2022,M,TOTAL,2607.609,HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages
BFA,2014,F,1,229.349,HIES - Enquête Multisectorielle Continue
BFA,2014,F,2,8.067,HIES - Enquête Multisectorielle Continue
BFA,2014,F,3,989.984,HIES - Enquête Multisectorielle Continue
BFA,2014,F,4,10.561,HIES - Enquête Multisectorielle Continue
BFA,2014,F,5,1369.897,HIES - Enquête Multisectorielle Continue
BFA,2014,F,6,17.237,HIES - Enquête Multisectorielle Continue
BFA,2014,F,TOTAL,2625.095,HIES - Enquête Multisectorielle Continue
BFA,2014,M,1,410.723,HIES - Enquête Multisectorielle Continue
BFA,2014,M,2,27.942,HIES - Enquête Multisectorielle Continue
BFA,2014,M,3,1555.813,HIES - Enquête Multisectorielle Continue
BFA,2014,M,4,19.034,HIES - Enquête Multisectorielle Continue
BFA,2014,M,5,898.523,HIES - Enquête Multisectorielle Continue
BFA,2014,M,6,9.565,HIES - Enquête Multisectorielle Continue
BFA,2014,M,TOTAL,2921.599,HIES - Enquête Multisectorielle Continue
BFA,2018,F,1,295.762,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2018,F,2,24.819,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2018,F,3,1320.613,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2018,F,5,317.996,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2018,F,TOTAL,1959.916,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2018,M,1,811.867,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2018,M,2,69.648,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2018,M,3,1272.031,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2018,M,5,192.154,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2018,M,TOTAL,2346.582,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2019,F,1,388.683,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2019,F,2,18.936,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2019,F,3,1312.911,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2019,F,5,2412.795,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2019,F,TOTAL,4133.325,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2019,M,1,787.892,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2019,M,2,84.9,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2019,M,3,2123.144,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2019,M,5,1008.188,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2019,M,TOTAL,4004.123,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2022,F,1,550.057,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2022,F,2,13.543,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2022,F,3,2261.599,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2022,F,5,74.095,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2022,F,6,1176.277,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2022,F,TOTAL,4075.572,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2022,M,1,993.968,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2022,M,2,43.065,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2022,M,3,2314.706,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2022,M,5,50.678,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2022,M,6,567.995,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2022,M,TOTAL,3970.411,HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages
BFA,2023,F,1,357.199,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2023,F,2,75.423,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2023,F,3,1600.079,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2023,F,5,532.469,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2023,F,TOTAL,2566.432,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2023,M,1,950.001,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2023,M,2,135.944,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2023,M,3,1352.513,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2023,M,5,283.444,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2023,M,6,3.392,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2023,M,TOTAL,2725.294,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel
BFA,2024,F,1,325.824,LFS - Enquête sur la Population Active
BFA,2024,F,2,99.65,LFS - Enquête sur la Population Active
BFA,2024,F,3,2274.36,LFS - Enquête sur la Population Active
BFA,2024,F,5,1192.11,LFS - Enquête sur la Population Active
BFA,2024,F,TOTAL,3891.944,LFS - Enquête sur la Population Active
BFA,2024,M,1,676.078,LFS - Enquête sur la Population Active
BFA,2024,M,2,230.225,LFS - Enquête sur la Population Active
BFA,2024,M,3,2488.844,LFS - Enquête sur la Population Active
BFA,2024,M,5,590.455,LFS - Enquête sur la Population Active
BFA,2024,M,TOTAL,3985.602,LFS - Enquête sur la Population Active
BFA,2025,F,1,369.89,LFS - Enquête sur la Population Active
BFA,2025,F,2,102.597,LFS - Enquête sur la Population Active
BFA,2025,F,3,2403.659,LFS - Enquête sur la Population Active
BFA,2025,F,5,842.805,LFS - Enquête sur la Population Active
BFA,2025,F,6,2.391,LFS - Enquête sur la Population Active
BFA,2025,F,TOTAL,3721.343,LFS - Enquête sur la Population Active
BFA,2025,M,1,808.519,LFS - Enquête sur la Population Active
BFA,2025,M,2,227.557,LFS - Enquête sur la Population Active
BFA,2025,M,3,2480.3,LFS - Enquête sur la Population Active
BFA,2025,M,5,368.737,LFS - Enquête sur la Population Active
BFA,2025,M,TOTAL,3886.022,LFS - Enquête sur la Population Active
BGD,2010,F,1,2988.976,LFS - Labour Force Survey
BGD,2010,F,2,30.247,LFS - Labour Force Survey
BGD,2010,F,3,4067.018,LFS - Labour Force Survey
BGD,2010,F,5,9115.615,LFS - Labour Force Survey
BGD,2010,F,TOTAL,16201.855,LFS - Labour Force Survey
BGD,2010,M,1,17378.777,LFS - Labour Force Survey
BGD,2010,M,2,88.908,LFS - Labour Force Survey
BGD,2010,M,3,17756.078,LFS - Labour Force Survey
BGD,2010,M,5,2657.909,LFS - Labour Force Survey
BGD,2010,M,TOTAL,37881.672,LFS - Labour Force Survey
BGD,2013,F,1,6296.364,LFS - Labour Force Survey
BGD,2013,F,2,17.07,LFS - Labour Force Survey
BGD,2013,F,3,2073.836,LFS - Labour Force Survey
BGD,2013,F,5,8444.259,LFS - Labour Force Survey
BGD,2013,F,6,14.645,LFS - Labour Force Survey
BGD,2013,F,TOTAL,16846.173,LFS - Labour Force Survey
BGD,2013,M,1,17051.575,LFS - Labour Force Survey
BGD,2013,M,2,496.43,LFS - Labour Force Survey
BGD,2013,M,3,21531.986,LFS - Labour Force Survey
BGD,2013,M,5,2106.331,LFS - Labour Force Survey
BGD,2013,M,6,40.442,LFS - Labour Force Survey
BGD,2013,M,TOTAL,41226.763,LFS - Labour Force Survey
BGD,2016,F,1,5069.825,LFS - Labour Force Survey
BGD,2016,F,2,68.152,LFS - Labour Force Survey
BGD,2016,F,3,5880.742,LFS - Labour Force Survey
BGD,2016,F,5,6679.773,LFS - Labour Force Survey
BGD,2016,F,6,70.345,LFS - Labour Force Survey
BGD,2016,F,TOTAL,17768.837,LFS - Labour Force Survey
BGD,2016,M,1,18220.904,LFS - Labour Force Survey
BGD,2016,M,2,1553.275,LFS - Labour Force Survey
BGD,2016,M,3,19861.36,LFS - Labour Force Survey
BGD,2016,M,5,1933.964,LFS - Labour Force Survey
BGD,2016,M,6,191.479,LFS - Labour Force Survey
BGD,2016,M,TOTAL,41760.982,LFS - Labour Force Survey
BGD,2017,F,1,5816.746,LFS - Labour Force Survey
BGD,2017,F,2,120.253,LFS - Labour Force Survey
BGD,2017,F,3,7191.252,LFS - Labour Force Survey
BGD,2017,F,5,5430.993,LFS - Labour Force Survey
BGD,2017,F,6,86.599,LFS - Labour Force Survey
BGD,2017,F,TOTAL,18645.844,LFS - Labour Force Survey
BGD,2017,M,1,17958.652,LFS - Labour Force Survey
BGD,2017,M,2,2584.802,LFS - Labour Force Survey
BGD,2017,M,3,19573.534,LFS - Labour Force Survey
BGD,2017,M,5,1754.692,LFS - Labour Force Survey
BGD,2017,M,6,310.088,LFS - Labour Force Survey
BGD,2017,M,TOTAL,42181.767,LFS - Labour Force Survey
BGD,2022,F,1,4441.775,LFS - Labour Force Survey
BGD,2022,F,2,161.593,LFS - Labour Force Survey
BGD,2022,F,3,16739.094,LFS - Labour Force Survey
BGD,2022,F,5,3346.973,LFS - Labour Force Survey
BGD,2022,F,6,165.125,LFS - Labour Force Survey
BGD,2022,F,TOTAL,24854.56,LFS - Labour Force Survey
BGD,2022,M,1,22372.547,LFS - Labour Force Survey
BGD,2022,M,2,2492.404,LFS - Labour Force Survey
BGD,2022,M,3,18602.691,LFS - Labour Force Survey
BGD,2022,M,5,1739.942,LFS - Labour Force Survey
BGD,2022,M,6,398.88,LFS - Labour Force Survey
BGD,2022,M,TOTAL,45606.464,LFS - Labour Force Survey
BGD,2023,F,1,4611.672,LFS - Labour Force Survey
BGD,2023,F,2,140.811,LFS - Labour Force Survey
BGD,2023,F,3,16741.424,LFS - Labour Force Survey
BGD,2023,F,5,2921.039,LFS - Labour Force Survey
BGD,2023,F,6,88.229,LFS - Labour Force Survey
BGD,2023,F,TOTAL,24503.174,LFS - Labour Force Survey
BGD,2023,M,1,22291.382,LFS - Labour Force Survey
BGD,2023,M,2,2467.653,LFS - Labour Force Survey
BGD,2023,M,3,19775.202,LFS - Labour Force Survey
BGD,2023,M,5,1612.909,LFS - Labour Force Survey
BGD,2023,M,6,326.203,LFS - Labour Force Survey
BGD,2023,M,TOTAL,46473.348,LFS - Labour Force Survey
BGD,2024,F,1,4170.194,LFS - Labour Force Survey
BGD,2024,F,2,107.743,LFS - Labour Force Survey
BGD,2024,F,3,15546.65,LFS - Labour Force Survey
BGD,2024,F,5,3008.5,LFS - Labour Force Survey
BGD,2024,F,6,27.451,LFS - Labour Force Survey
BGD,2024,F,TOTAL,22860.538,LFS - Labour Force Survey
BGD,2024,M,1,21816.547,LFS - Labour Force Survey
BGD,2024,M,2,2625.059,LFS - Labour Force Survey
BGD,2024,M,3,20208.258,LFS - Labour Force Survey
BGD,2024,M,5,1390.124,LFS - Labour Force Survey
BGD,2024,M,6,167.767,LFS - Labour Force Survey
BGD,2024,M,TOTAL,46207.754,LFS - Labour Force Survey
BGR,2010,F,1,1290.224,LFS - EU Labour Force Survey
BGR,2010,F,3,126.104,LFS - EU Labour Force Survey
BGR,2010,F,5,19.065,LFS - EU Labour Force Survey
BGR,2010,F,TOTAL,1435.393,LFS - EU Labour Force Survey
BGR,2010,M,1,1392.584,LFS - EU Labour Force Survey
BGR,2010,M,3,235.077,LFS - EU Labour Force Survey
BGR,2010,M,5,12.21,LFS - EU Labour Force Survey
BGR,2010,M,TOTAL,1639.871,LFS - EU Labour Force Survey
BGR,2011,F,1,1261.564,LFS - EU Labour Force Survey
BGR,2011,F,3,117.285,LFS - EU Labour Force Survey
BGR,2011,F,5,19.256,LFS - EU Labour Force Survey
BGR,2011,F,TOTAL,1398.106,LFS - EU Labour Force Survey
BGR,2011,M,1,1346.5,LFS - EU Labour Force Survey
BGR,2011,M,3,208.577,LFS - EU Labour Force Survey
BGR,2011,M,5,12.004,LFS - EU Labour Force Survey
BGR,2011,M,TOTAL,1567.081,LFS - EU Labour Force Survey
BGR,2012,F,1,1272.806,LFS - EU Labour Force Survey
BGR,2012,F,3,104.742,LFS - EU Labour Force Survey
BGR,2012,F,5,14.72,LFS - EU Labour Force Survey
BGR,2012,F,TOTAL,1392.268,LFS - EU Labour Force Survey
BGR,2012,M,1,1321.187,LFS - EU Labour Force Survey
BGR,2012,M,3,211.076,LFS - EU Labour Force Survey
BGR,2012,M,5,9.443,LFS - EU Labour Force Survey
BGR,2012,M,TOTAL,1541.706,LFS - EU Labour Force Survey
BGR,2013,F,1,1268.196,LFS - EU Labour Force Survey
BGR,2013,F,3,106.367,LFS - EU Labour Force Survey
BGR,2013,F,5,13.517,LFS - EU Labour Force Survey
BGR,2013,F,TOTAL,1388.079,LFS - EU Labour Force Survey
BGR,2013,M,1,1322.381,LFS - EU Labour Force Survey
BGR,2013,M,3,216.898,LFS - EU Labour Force Survey
BGR,2013,M,5,7.575,LFS - EU Labour Force Survey
BGR,2013,M,TOTAL,1546.853,LFS - EU Labour Force Survey
BGR,2014,F,1,1269.318,LFS - EU Labour Force Survey
BGR,2014,F,3,120.851,LFS - EU Labour Force Survey
BGR,2014,F,5,14.094,LFS - EU Labour Force Survey
BGR,2014,F,TOTAL,1404.263,LFS - EU Labour Force Survey
BGR,2014,M,1,1332.006,LFS - EU Labour Force Survey
BGR,2014,M,3,239.781,LFS - EU Labour Force Survey
BGR,2014,M,5,5.333,LFS - EU Labour Force Survey
BGR,2014,M,TOTAL,1577.119,LFS - EU Labour Force Survey
BGR,2015,F,1,1294.133,LFS - EU Labour Force Survey
BGR,2015,F,3,115.253,LFS - EU Labour Force Survey
BGR,2015,F,5,14.954,LFS - EU Labour Force Survey
BGR,2015,F,TOTAL,1424.34,LFS - EU Labour Force Survey
BGR,2015,M,1,1365.141,LFS - EU Labour Force Survey
BGR,2015,M,3,235.381,LFS - EU Labour Force Survey
BGR,2015,M,5,6.998,LFS - EU Labour Force Survey
BGR,2015,M,TOTAL,1607.52,LFS - EU Labour Force Survey
BGR,2016,F,1,1291.418,LFS - EU Labour Force Survey
BGR,2016,F,3,106.183,LFS - EU Labour Force Survey
BGR,2016,F,5,11.553,LFS - EU Labour Force Survey
BGR,2016,F,TOTAL,1409.155,LFS - EU Labour Force Survey
BGR,2016,M,1,1376.648,LFS - EU Labour Force Survey
BGR,2016,M,3,222.723,LFS - EU Labour Force Survey
BGR,2016,M,5,8.278,LFS - EU Labour Force Survey
BGR,2016,M,TOTAL,1607.648,LFS - EU Labour Force Survey
BGR,2017,F,1,1331.626,LFS - EU Labour Force Survey
BGR,2017,F,3,122.465,LFS - EU Labour Force Survey
BGR,2017,F,5,13.589,LFS - EU Labour Force Survey
BGR,2017,F,TOTAL,1467.681,LFS - EU Labour Force Survey
BGR,2017,M,1,1444.119,LFS - EU Labour Force Survey
BGR,2017,M,3,230.414,LFS - EU Labour Force Survey
BGR,2017,M,5,8.037,LFS - EU Labour Force Survey
BGR,2017,M,TOTAL,1682.57,LFS - EU Labour Force Survey
BGR,2018,F,1,1339.439,LFS - EU Labour Force Survey
BGR,2018,F,3,111.372,LFS - EU Labour Force Survey
BGR,2018,F,5,16.529,LFS - EU Labour Force Survey
BGR,2018,F,TOTAL,1467.341,LFS - EU Labour Force Survey
BGR,2018,M,1,1435.025,LFS - EU Labour Force Survey
BGR,2018,M,3,238.809,LFS - EU Labour Force Survey
BGR,2018,M,5,11.487,LFS - EU Labour Force Survey
BGR,2018,M,TOTAL,1685.322,LFS - EU Labour Force Survey
BGR,2019,F,1,1299.49,LFS - EU Labour Force Survey
BGR,2019,F,3,107.32,LFS - EU Labour Force Survey
BGR,2019,F,5,14.016,LFS - EU Labour Force Survey
BGR,2019,F,TOTAL,1420.827,LFS - EU Labour Force Survey
BGR,2019,M,1,1395.886,LFS - EU Labour Force Survey
BGR,2019,M,3,219.955,LFS - EU Labour Force Survey
BGR,2019,M,5,7.48,LFS - EU Labour Force Survey
BGR,2019,M,TOTAL,1623.322,LFS - EU Labour Force Survey
BGR,2020,F,1,1257.119,LFS - EU Labour Force Survey
BGR,2020,F,3,96.956,LFS - EU Labour Force Survey
BGR,2020,F,5,11.759,LFS - EU Labour Force Survey
BGR,2020,F,TOTAL,1365.834,LFS - EU Labour Force Survey
BGR,2020,M,1,1360.703,LFS - EU Labour Force Survey
BGR,2020,M,3,201.619,LFS - EU Labour Force Survey
BGR,2020,M,5,4.333,LFS - EU Labour Force Survey
BGR,2020,M,TOTAL,1566.655,LFS - EU Labour Force Survey
BGR,2021,F,1,1229.045,LFS - EU Labour Force Survey
BGR,2021,F,3,100.319,LFS - EU Labour Force Survey
BGR,2021,F,5,12.266,LFS - EU Labour Force Survey
BGR,2021,F,TOTAL,1341.631,LFS - EU Labour Force Survey
BGR,2021,M,1,1325.177,LFS - EU Labour Force Survey
BGR,2021,M,3,205.12,LFS - EU Labour Force Survey
BGR,2021,M,5,5.278,LFS - EU Labour Force Survey
BGR,2021,M,TOTAL,1535.575,LFS - EU Labour Force Survey
BGR,2022,F,1,1269.576,LFS - EU Labour Force Survey
BGR,2022,F,3,101.001,LFS - EU Labour Force Survey
BGR,2022,F,5,8.888,LFS - EU Labour Force Survey
BGR,2022,F,TOTAL,1379.464,LFS - EU Labour Force Survey
BGR,2022,M,1,1356.561,LFS - EU Labour Force Survey
BGR,2022,M,3,196.13,LFS - EU Labour Force Survey
BGR,2022,M,5,8.433,LFS - EU Labour Force Survey
BGR,2022,M,TOTAL,1561.124,LFS - EU Labour Force Survey
BGR,2023,F,1,1256.719,LFS - EU Labour Force Survey
BGR,2023,F,3,111.724,LFS - EU Labour Force Survey
BGR,2023,F,5,9.983,LFS - EU Labour Force Survey
BGR,2023,F,TOTAL,1378.426,LFS - EU Labour Force Survey
BGR,2023,M,1,1335.702,LFS - EU Labour Force Survey
BGR,2023,M,3,211.707,LFS - EU Labour Force Survey
BGR,2023,M,5,6.064,LFS - EU Labour Force Survey
BGR,2023,M,TOTAL,1553.473,LFS - EU Labour Force Survey
BGR,2024,F,1,1263.033,LFS - EU Labour Force Survey
BGR,2024,F,3,111.689,LFS - EU Labour Force Survey
BGR,2024,F,5,4.027,LFS - EU Labour Force Survey
BGR,2024,F,TOTAL,1378.749,LFS - EU Labour Force Survey
BGR,2024,M,1,1345.472,LFS - EU Labour Force Survey
BGR,2024,M,3,203.79,LFS - EU Labour Force Survey
BGR,2024,M,5,4.875,LFS - EU Labour Force Survey
BGR,2024,M,TOTAL,1554.136,LFS - EU Labour Force Survey
BGR,2025,F,1,1240.799,LFS - EU Labour Force Survey
BGR,2025,F,2,53.928,LFS - EU Labour Force Survey
BGR,2025,F,3,78.47,LFS - EU Labour Force Survey
BGR,2025,F,5,4.467,LFS - EU Labour Force Survey
BGR,2025,F,TOTAL,1377.664,LFS - EU Labour Force Survey
BGR,2025,M,1,1305.917,LFS - EU Labour Force Survey
BGR,2025,M,2,111.337,LFS - EU Labour Force Survey
BGR,2025,M,3,130.593,LFS - EU Labour Force Survey
BGR,2025,M,5,4.6,LFS - EU Labour Force Survey
BGR,2025,M,TOTAL,1552.447,LFS - EU Labour Force Survey
BHR,2010,F,1,141.639,PC - Population Census
BHR,2010,F,2,3.186,PC - Population Census
BHR,2010,F,3,0.438,PC - Population Census
BHR,2010,F,TOTAL,145.263,PC - Population Census
BHR,2010,M,1,546.617,PC - Population Census
BHR,2010,M,2,8.105,PC - Population Census
BHR,2010,M,3,3.222,PC - Population Census
BHR,2010,M,TOTAL,557.944,PC - Population Census
BHR,2015,F,1,157.377,OE - Estimates of Central informatics organization
BHR,2015,F,2,3.598,OE - Estimates of Central informatics organization
BHR,2015,F,3,0.496,OE - Estimates of Central informatics organization
BHR,2015,F,TOTAL,161.471,OE - Estimates of Central informatics organization
BHR,2015,M,1,594.853,OE - Estimates of Central informatics organization
BHR,2015,M,2,9.406,OE - Estimates of Central informatics organization
BHR,2015,M,3,3.889,OE - Estimates of Central informatics organization
BHR,2015,M,TOTAL,608.148,OE - Estimates of Central informatics organization
BHS,2011,F,1,19.17,LFS - Labour Force & Household Survey
BHS,2011,F,3,4.19,LFS - Labour Force & Household Survey
BHS,2011,F,5,0.05,LFS - Labour Force & Household Survey
BHS,2011,F,TOTAL,23.41,LFS - Labour Force & Household Survey
BHS,2011,M,1,101.56,LFS - Labour Force & Household Survey
BHS,2011,M,3,14.665,LFS - Labour Force & Household Survey
BHS,2011,M,5,0.27,LFS - Labour Force & Household Survey
BHS,2011,M,6,0.61,LFS - Labour Force & Household Survey
BHS,2011,M,TOTAL,117.105,LFS - Labour Force & Household Survey
BHS,2019,F,1,91.367,LFS - Labour Force & Household Survey
BHS,2019,F,2,1.856,LFS - Labour Force & Household Survey
BHS,2019,F,3,8.117,LFS - Labour Force & Household Survey
BHS,2019,F,6,0.282,LFS - Labour Force & Household Survey
BHS,2019,F,TOTAL,101.704,LFS - Labour Force & Household Survey
BHS,2019,M,1,88.892,LFS - Labour Force & Household Survey
BHS,2019,M,2,7.222,LFS - Labour Force & Household Survey
BHS,2019,M,3,13.094,LFS - Labour Force & Household Survey
BHS,2019,M,5,0.196,LFS - Labour Force & Household Survey
BHS,2019,M,TOTAL,109.621,LFS - Labour Force & Household Survey
BHS,2023,F,1,91.035,LFS - Labour Force & Household Survey
BHS,2023,F,2,2.402,LFS - Labour Force & Household Survey
BHS,2023,F,3,8.719,LFS - Labour Force & Household Survey
BHS,2023,F,5,0.196,LFS - Labour Force & Household Survey
BHS,2023,F,6,0.316,LFS - Labour Force & Household Survey
BHS,2023,F,TOTAL,102.668,LFS - Labour Force & Household Survey
BHS,2023,M,1,84.347,LFS - Labour Force & Household Survey
BHS,2023,M,2,7.141,LFS - Labour Force & Household Survey
BHS,2023,M,3,13.23,LFS - Labour Force & Household Survey
BHS,2023,M,5,0.529,LFS - Labour Force & Household Survey
BHS,2023,M,6,0.283,LFS - Labour Force & Household Survey
BHS,2023,M,TOTAL,105.531,LFS - Labour Force & Household Survey
BHS,2024,F,1,78.875,LFS - Labour Force & Household Survey
BHS,2024,F,2,1.521,LFS - Labour Force & Household Survey
BHS,2024,F,3,7.461,LFS - Labour Force & Household Survey
BHS,2024,F,5,1.488,LFS - Labour Force & Household Survey
BHS,2024,F,6,0.251,LFS - Labour Force & Household Survey
BHS,2024,F,TOTAL,89.595,LFS - Labour Force & Household Survey
BHS,2024,M,1,71.647,LFS - Labour Force & Household Survey
BHS,2024,M,2,4.017,LFS - Labour Force & Household Survey
BHS,2024,M,3,11.253,LFS - Labour Force & Household Survey
BHS,2024,M,5,1.261,LFS - Labour Force & Household Survey
BHS,2024,M,6,0.556,LFS - Labour Force & Household Survey
BHS,2024,M,TOTAL,88.735,LFS - Labour Force & Household Survey
BIH,2010,F,1,223.742,LFS - Labour Force Survey
BIH,2010,F,2,10.53,LFS - Labour Force Survey
BIH,2010,F,3,41.466,LFS - Labour Force Survey
BIH,2010,F,5,34.678,LFS - Labour Force Survey
BIH,2010,F,TOTAL,310.417,LFS - Labour Force Survey
BIH,2010,M,1,392.16,LFS - Labour Force Survey
BIH,2010,M,2,30.422,LFS - Labour Force Survey
BIH,2010,M,3,92.777,LFS - Labour Force Survey
BIH,2010,M,5,12.864,LFS - Labour Force Survey
BIH,2010,M,TOTAL,528.223,LFS - Labour Force Survey
BIH,2011,F,1,225.341,LFS - Labour Force Survey
BIH,2011,F,2,10.185,LFS - Labour Force Survey
BIH,2011,F,3,36.038,LFS - Labour Force Survey
BIH,2011,F,5,31.196,LFS - Labour Force Survey
BIH,2011,F,TOTAL,302.76,LFS - Labour Force Survey
BIH,2011,M,1,384.632,LFS - Labour Force Survey
BIH,2011,M,2,25.028,LFS - Labour Force Survey
BIH,2011,M,3,91.991,LFS - Labour Force Survey
BIH,2011,M,5,11.625,LFS - Labour Force Survey
BIH,2011,M,TOTAL,513.276,LFS - Labour Force Survey
BIH,2012,F,1,217.044,LFS - Labour Force Survey
BIH,2012,F,2,9.88,LFS - Labour Force Survey
BIH,2012,F,3,46.01,LFS - Labour Force Survey
BIH,2012,F,5,26.868,LFS - Labour Force Survey
BIH,2012,F,TOTAL,299.802,LFS - Labour Force Survey
BIH,2012,M,1,373.756,LFS - Labour Force Survey
BIH,2012,M,2,30.968,LFS - Labour Force Survey
BIH,2012,M,3,98.038,LFS - Labour Force Survey
BIH,2012,M,5,11.119,LFS - Labour Force Survey
BIH,2012,M,TOTAL,513.881,LFS - Labour Force Survey
BIH,2013,F,1,232.716,LFS - Labour Force Survey
BIH,2013,F,2,9.84,LFS - Labour Force Survey
BIH,2013,F,3,36.766,LFS - Labour Force Survey
BIH,2013,F,5,27.192,LFS - Labour Force Survey
BIH,2013,F,TOTAL,306.515,LFS - Labour Force Survey
BIH,2013,M,1,379.959,LFS - Labour Force Survey
BIH,2013,M,2,30.802,LFS - Labour Force Survey
BIH,2013,M,3,92.948,LFS - Labour Force Survey
BIH,2013,M,5,11.377,LFS - Labour Force Survey
BIH,2013,M,TOTAL,515.085,LFS - Labour Force Survey
BIH,2014,F,1,233.978,LFS - Labour Force Survey
BIH,2014,F,2,10.116,LFS - Labour Force Survey
BIH,2014,F,3,33.216,LFS - Labour Force Survey
BIH,2014,F,5,23.728,LFS - Labour Force Survey
BIH,2014,F,TOTAL,301.037,LFS - Labour Force Survey
BIH,2014,M,1,390.924,LFS - Labour Force Survey
BIH,2014,M,2,27.069,LFS - Labour Force Survey
BIH,2014,M,3,84.441,LFS - Labour Force Survey
BIH,2014,M,5,8.559,LFS - Labour Force Survey
BIH,2014,M,TOTAL,510.994,LFS - Labour Force Survey
BIH,2015,F,1,239.722,LFS - Labour Force Survey
BIH,2015,F,2,7.596,LFS - Labour Force Survey
BIH,2015,F,3,39.066,LFS - Labour Force Survey
BIH,2015,F,5,20.176,LFS - Labour Force Survey
BIH,2015,F,TOTAL,306.56,LFS - Labour Force Survey
BIH,2015,M,1,382.802,LFS - Labour Force Survey
BIH,2015,M,2,25.36,LFS - Labour Force Survey
BIH,2015,M,3,97.835,LFS - Labour Force Survey
