iso3,year,function,sex,share,source
EST,2022,pension,T,1.0000,ILO - Social Security Inquiry Database
ETH,2019,disab,F,0.0110,ILO - Social Security Inquiry Database
ETH,2019,disab,M,0.0140,ILO - Social Security Inquiry Database
ETH,2019,disab,T,0.0130,ILO - Social Security Inquiry Database
ETH,2019,pension,F,0.0380,ILO - Social Security Inquiry Database
ETH,2019,pension,M,0.0460,ILO - Social Security Inquiry Database
ETH,2019,pension,T,0.0420,ILO - Social Security Inquiry Database
ETH,2024,disab,F,0.0010,ILO - Social Security Inquiry Database
ETH,2024,disab,M,0.0050,ILO - Social Security Inquiry Database
ETH,2024,disab,T,0.0030,ILO - Social Security Inquiry Database
ETH,2024,pension,F,0.0180,ILO - Social Security Inquiry Database
ETH,2024,pension,M,0.0710,ILO - Social Security Inquiry Database
ETH,2024,pension,T,0.0420,ILO - Social Security Inquiry Database
FIN,2013,disab,F,1.0000,ILO - Social Security Inquiry Database
FIN,2013,disab,M,1.0000,ILO - Social Security Inquiry Database
FIN,2013,disab,T,1.0000,ILO - Social Security Inquiry Database
FIN,2013,pension,F,1.0000,ILO - Social Security Inquiry Database
FIN,2013,pension,M,1.0000,ILO - Social Security Inquiry Database
FIN,2013,pension,T,1.0000,ILO - Social Security Inquiry Database
FIN,2014,disab,F,1.0000,ILO - Social Security Inquiry Database
FIN,2014,disab,M,1.0000,ILO - Social Security Inquiry Database
FIN,2014,disab,T,1.0000,ILO - Social Security Inquiry Database
FIN,2014,pension,F,1.0000,ILO - Social Security Inquiry Database
FIN,2014,pension,M,1.0000,ILO - Social Security Inquiry Database
FIN,2014,pension,T,1.0000,ILO - Social Security Inquiry Database
FIN,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
FIN,2016,disab,F,1.0000,ILO - Social Security Inquiry Database
FIN,2016,disab,M,1.0000,ILO - Social Security Inquiry Database
FIN,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
FIN,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
FIN,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
FIN,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
FIN,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
FIN,2018,pension,F,1.0000,ILO - Social Security Inquiry Database
FIN,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
FIN,2018,pension,T,1.0000,ILO - Social Security Inquiry Database
FIN,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
FIN,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
FIN,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
FIN,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
FIN,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
FIN,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
FIN,2022,disab,F,1.0000,ILO - Social Security Inquiry Database
FIN,2022,disab,M,1.0000,ILO - Social Security Inquiry Database
FIN,2022,disab,T,1.0000,ILO - Social Security Inquiry Database
FIN,2022,pension,F,1.0000,ILO - Social Security Inquiry Database
FIN,2022,pension,M,1.0000,ILO - Social Security Inquiry Database
FIN,2022,pension,T,1.0000,ILO - Social Security Inquiry Database
FJI,2010,pension,T,0.1060,ILO - Social Security Inquiry Database
FJI,2015,pension,T,0.6540,ILO - Social Security Inquiry Database
FJI,2018,disab,T,0.2010,ILO - Social Security Inquiry Database
FJI,2019,pension,T,0.9210,ILO - Social Security Inquiry Database
FJI,2021,pension,F,1.0000,ILO - Social Security Inquiry Database
FJI,2021,pension,M,1.0000,ILO - Social Security Inquiry Database
FJI,2021,pension,T,1.0000,ILO - Social Security Inquiry Database
FJI,2022,disab,T,0.4560,ILO - Social Security Inquiry Database
FJI,2022,pension,F,1.0000,ILO - Social Security Inquiry Database
FJI,2022,pension,M,1.0000,ILO - Social Security Inquiry Database
FJI,2022,pension,T,1.0000,ILO - Social Security Inquiry Database
FRA,2013,disab,F,1.0000,ILO - Social Security Inquiry Database
FRA,2013,disab,M,1.0000,ILO - Social Security Inquiry Database
FRA,2013,disab,T,1.0000,ILO - Social Security Inquiry Database
FRA,2013,pension,F,1.0000,ILO - Social Security Inquiry Database
FRA,2013,pension,M,1.0000,ILO - Social Security Inquiry Database
FRA,2013,pension,T,1.0000,ILO - Social Security Inquiry Database
FRA,2014,disab,F,1.0000,ILO - Social Security Inquiry Database
FRA,2014,disab,M,1.0000,ILO - Social Security Inquiry Database
FRA,2014,disab,T,1.0000,ILO - Social Security Inquiry Database
FRA,2014,pension,F,1.0000,ILO - Social Security Inquiry Database
FRA,2014,pension,M,1.0000,ILO - Social Security Inquiry Database
FRA,2014,pension,T,1.0000,ILO - Social Security Inquiry Database
FRA,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
FRA,2016,disab,F,1.0000,ILO - Social Security Inquiry Database
FRA,2016,disab,M,1.0000,ILO - Social Security Inquiry Database
FRA,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
FRA,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
FRA,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
FRA,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
FRA,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
FRA,2018,pension,F,1.0000,ILO - Social Security Inquiry Database
FRA,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
FRA,2018,pension,T,1.0000,ILO - Social Security Inquiry Database
FRA,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
FRA,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
FRA,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
FRA,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
FRA,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
FRA,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
FRA,2021,disab,F,1.0000,ILO - Social Security Inquiry Database
FRA,2021,disab,M,1.0000,ILO - Social Security Inquiry Database
FRA,2021,disab,T,1.0000,ILO - Social Security Inquiry Database
FRA,2021,pension,F,1.0000,ILO - Social Security Inquiry Database
FRA,2021,pension,M,1.0000,ILO - Social Security Inquiry Database
FRA,2021,pension,T,1.0000,ILO - Social Security Inquiry Database
FSM,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
FSM,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
FSM,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
FSM,2020,pension,F,1.0000,ILO - Social Security Inquiry Database
FSM,2020,pension,M,1.0000,ILO - Social Security Inquiry Database
FSM,2020,pension,T,1.0000,ILO - Social Security Inquiry Database
FSM,2021,disab,T,0.1610,ILO - Social Security Inquiry Database
FSM,2021,pension,F,0.9700,ILO - Social Security Inquiry Database
FSM,2021,pension,M,0.9690,ILO - Social Security Inquiry Database
FSM,2021,pension,T,0.9700,ILO - Social Security Inquiry Database
GAB,2010,pension,T,0.3880,ILO - Social Security Inquiry Database
GBR,2013,pension,F,1.0000,ILO - Social Security Inquiry Database
GBR,2013,pension,M,1.0000,ILO - Social Security Inquiry Database
GBR,2013,pension,T,1.0000,ILO - Social Security Inquiry Database
GBR,2014,pension,F,1.0000,ILO - Social Security Inquiry Database
GBR,2014,pension,M,1.0000,ILO - Social Security Inquiry Database
GBR,2014,pension,T,1.0000,ILO - Social Security Inquiry Database
GBR,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
GBR,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
GBR,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
GBR,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
GBR,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
GBR,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
GBR,2018,pension,F,1.0000,ILO - Social Security Inquiry Database
GBR,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
GBR,2018,pension,T,1.0000,ILO - Social Security Inquiry Database
GBR,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
GBR,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
GBR,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
GBR,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
GBR,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
GBR,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
GBR,2023,disab,F,1.0000,ILO - Social Security Inquiry Database
GBR,2023,disab,M,1.0000,ILO - Social Security Inquiry Database
GBR,2023,disab,T,1.0000,ILO - Social Security Inquiry Database
GBR,2023,pension,F,1.0000,ILO - Social Security Inquiry Database
GBR,2023,pension,M,1.0000,ILO - Social Security Inquiry Database
GBR,2023,pension,T,1.0000,ILO - Social Security Inquiry Database
GEO,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
GEO,2015,pension,F,0.8970,ILO - Social Security Inquiry Database
GEO,2015,pension,M,0.9770,ILO - Social Security Inquiry Database
GEO,2015,pension,T,0.9190,ILO - Social Security Inquiry Database
GEO,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
GEO,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
GEO,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
GEO,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
GEO,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
GEO,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
GEO,2020,disab,F,1.0000,ILO - Social Security Inquiry Database
GEO,2020,disab,M,1.0000,ILO - Social Security Inquiry Database
GEO,2020,disab,T,1.0000,ILO - Social Security Inquiry Database
GEO,2020,pension,F,1.0000,ILO - Social Security Inquiry Database
GEO,2020,pension,M,0.9870,ILO - Social Security Inquiry Database
GEO,2020,pension,T,0.9900,ILO - Social Security Inquiry Database
GEO,2022,disab,F,1.0000,ILO - Social Security Inquiry Database
GEO,2022,disab,M,1.0000,ILO - Social Security Inquiry Database
GEO,2022,disab,T,1.0000,ILO - Social Security Inquiry Database
GEO,2022,pension,F,1.0000,ILO - Social Security Inquiry Database
GEO,2022,pension,M,1.0000,ILO - Social Security Inquiry Database
GEO,2022,pension,T,1.0000,ILO - Social Security Inquiry Database
GHA,2015,pension,T,0.1640,ILO - Social Security Inquiry Database
GHA,2016,pension,T,0.1690,ILO - Social Security Inquiry Database
GHA,2019,disab,T,0.0020,ILO - Social Security Inquiry Database
GHA,2019,pension,F,0.0720,ILO - Social Security Inquiry Database
GHA,2019,pension,M,0.2120,ILO - Social Security Inquiry Database
GHA,2019,pension,T,0.1800,ILO - Social Security Inquiry Database
GHA,2022,disab,T,0.0010,ILO - Social Security Inquiry Database
GHA,2022,pension,F,0.0780,ILO - Social Security Inquiry Database
GHA,2022,pension,M,0.2310,ILO - Social Security Inquiry Database
GHA,2022,pension,T,0.1570,ILO - Social Security Inquiry Database
GIN,2019,pension,T,0.0200,ILO - Social Security Inquiry Database
GIN,2021,disab,T,0.0000,ILO - Social Security Inquiry Database
GIN,2021,pension,T,0.0250,ILO - Social Security Inquiry Database
GMB,2015,pension,T,0.1700,ILO - Social Security Inquiry Database
GNB,2020,disab,T,0.0400,ILO - Social Security Inquiry Database
GNB,2020,pension,T,0.1470,ILO - Social Security Inquiry Database
GNQ,2021,disab,T,0.0010,ILO - Social Security Inquiry Database
GNQ,2021,pension,T,0.0370,ILO - Social Security Inquiry Database
GRC,2010,pension,F,0.5460,ILO - Social Security Inquiry Database
GRC,2010,pension,M,1.0000,ILO - Social Security Inquiry Database
GRC,2010,pension,T,0.7740,ILO - Social Security Inquiry Database
GRC,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
GRC,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
GRC,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
GRC,2018,pension,F,0.7910,ILO - Social Security Inquiry Database
GRC,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
GRC,2018,pension,T,0.9580,ILO - Social Security Inquiry Database
GRC,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
GRC,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
GRC,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
GRC,2020,pension,F,0.8540,ILO - Social Security Inquiry Database
GRC,2020,pension,M,1.0000,ILO - Social Security Inquiry Database
GRC,2020,pension,T,0.9920,ILO - Social Security Inquiry Database
GRD,2010,pension,T,0.3400,ILO - Social Security Inquiry Database
GRD,2019,pension,T,0.4780,ILO - Social Security Inquiry Database
GRD,2020,disab,T,0.2220,ILO - Social Security Inquiry Database
GRD,2020,pension,T,0.5350,ILO - Social Security Inquiry Database
GRL,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
GRL,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
GRL,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
GRL,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
GRL,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
GRL,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
GRL,2020,disab,F,1.0000,ILO - Social Security Inquiry Database
GRL,2020,disab,M,1.0000,ILO - Social Security Inquiry Database
GRL,2020,disab,T,1.0000,ILO - Social Security Inquiry Database
GRL,2020,pension,F,1.0000,ILO - Social Security Inquiry Database
GRL,2020,pension,M,1.0000,ILO - Social Security Inquiry Database
GRL,2020,pension,T,1.0000,ILO - Social Security Inquiry Database
GRL,2021,pension,F,1.0000,ILO - Social Security Inquiry Database
GRL,2021,pension,M,1.0000,ILO - Social Security Inquiry Database
GRL,2021,pension,T,1.0000,ILO - Social Security Inquiry Database
GRL,2022,disab,F,1.0000,ILO - Social Security Inquiry Database
GRL,2022,disab,M,1.0000,ILO - Social Security Inquiry Database
GRL,2022,disab,T,1.0000,ILO - Social Security Inquiry Database
GTM,2015,disab,T,0.0230,ILO - Social Security Inquiry Database
GTM,2015,pension,T,0.0830,ILO - Social Security Inquiry Database
GTM,2017,disab,F,0.0180,ILO - Social Security Inquiry Database
GTM,2017,disab,M,0.0450,ILO - Social Security Inquiry Database
GTM,2017,disab,T,0.0330,ILO - Social Security Inquiry Database
GTM,2019,disab,T,0.0220,ILO - Social Security Inquiry Database
GTM,2019,pension,F,0.1150,ILO - Social Security Inquiry Database
GTM,2019,pension,M,0.2310,ILO - Social Security Inquiry Database
GTM,2019,pension,T,0.1670,ILO - Social Security Inquiry Database
GTM,2021,disab,T,0.0210,ILO - Social Security Inquiry Database
GTM,2022,disab,F,0.0090,ILO - Social Security Inquiry Database
GTM,2022,disab,M,0.0270,ILO - Social Security Inquiry Database
GTM,2022,disab,T,0.0210,ILO - Social Security Inquiry Database
GTM,2022,pension,F,0.1340,ILO - Social Security Inquiry Database
GTM,2022,pension,M,0.2750,ILO - Social Security Inquiry Database
GTM,2022,pension,T,0.2330,ILO - Social Security Inquiry Database
GUY,2012,pension,F,1.0000,ILO - Social Security Inquiry Database
GUY,2012,pension,M,1.0000,ILO - Social Security Inquiry Database
GUY,2012,pension,T,1.0000,ILO - Social Security Inquiry Database
GUY,2019,disab,T,0.3840,ILO - Social Security Inquiry Database
GUY,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
GUY,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
GUY,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
GUY,2020,disab,T,0.4510,ILO - Social Security Inquiry Database
GUY,2020,pension,F,1.0000,ILO - Social Security Inquiry Database
GUY,2020,pension,M,1.0000,ILO - Social Security Inquiry Database
GUY,2020,pension,T,1.0000,ILO - Social Security Inquiry Database
HKG,2019,disab,T,0.6860,ILO - Social Security Inquiry Database
HKG,2019,pension,T,0.7320,ILO - Social Security Inquiry Database
HKG,2023,disab,T,0.7740,ILO - Social Security Inquiry Database
HKG,2023,pension,T,0.8250,ILO - Social Security Inquiry Database
HND,2012,pension,T,0.0750,ILO - Social Security Inquiry Database
HND,2015,pension,T,0.0750,ILO - Social Security Inquiry Database
HND,2019,disab,T,0.0350,ILO - Social Security Inquiry Database
HND,2019,pension,T,0.1070,ILO - Social Security Inquiry Database
HND,2021,disab,T,0.0360,ILO - Social Security Inquiry Database
HND,2021,pension,T,0.1190,ILO - Social Security Inquiry Database
HND,2022,disab,T,0.0380,ILO - Social Security Inquiry Database
HND,2022,pension,T,0.1460,ILO - Social Security Inquiry Database
HRV,2010,pension,F,0.4420,ILO - Social Security Inquiry Database
HRV,2010,pension,M,0.8510,ILO - Social Security Inquiry Database
HRV,2010,pension,T,0.5760,ILO - Social Security Inquiry Database
HRV,2015,disab,F,1.0000,ILO - Social Security Inquiry Database
HRV,2015,disab,M,1.0000,ILO - Social Security Inquiry Database
HRV,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
HRV,2016,pension,F,0.7390,ILO - Social Security Inquiry Database
HRV,2016,pension,M,1.0000,ILO - Social Security Inquiry Database
HRV,2016,pension,T,0.9280,ILO - Social Security Inquiry Database
HRV,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
HRV,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
HRV,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
HRV,2018,pension,F,0.7060,ILO - Social Security Inquiry Database
HRV,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
HRV,2018,pension,T,0.9090,ILO - Social Security Inquiry Database
HRV,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
HRV,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
HRV,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
HRV,2021,disab,F,1.0000,ILO - Social Security Inquiry Database
HRV,2021,disab,M,1.0000,ILO - Social Security Inquiry Database
HRV,2021,disab,T,1.0000,ILO - Social Security Inquiry Database
HRV,2022,pension,F,0.7390,ILO - Social Security Inquiry Database
HRV,2022,pension,M,1.0000,ILO - Social Security Inquiry Database
HRV,2022,pension,T,0.9320,ILO - Social Security Inquiry Database
HTI,2019,pension,T,0.0040,ILO - Social Security Inquiry Database
HTI,2022,pension,T,0.0100,ILO - Social Security Inquiry Database
HUN,2013,disab,F,0.8980,ILO - Social Security Inquiry Database
HUN,2013,disab,M,0.8040,ILO - Social Security Inquiry Database
HUN,2013,disab,T,0.8530,ILO - Social Security Inquiry Database
HUN,2013,pension,F,1.0000,ILO - Social Security Inquiry Database
HUN,2013,pension,M,1.0000,ILO - Social Security Inquiry Database
HUN,2013,pension,T,1.0000,ILO - Social Security Inquiry Database
HUN,2014,disab,F,0.9390,ILO - Social Security Inquiry Database
HUN,2014,disab,M,0.8390,ILO - Social Security Inquiry Database
HUN,2014,disab,T,0.8910,ILO - Social Security Inquiry Database
HUN,2014,pension,F,1.0000,ILO - Social Security Inquiry Database
HUN,2014,pension,M,1.0000,ILO - Social Security Inquiry Database
HUN,2014,pension,T,1.0000,ILO - Social Security Inquiry Database
HUN,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
HUN,2016,disab,F,1.0000,ILO - Social Security Inquiry Database
HUN,2016,disab,M,1.0000,ILO - Social Security Inquiry Database
HUN,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
HUN,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
HUN,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
HUN,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
HUN,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
HUN,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
HUN,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
HUN,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
HUN,2021,disab,F,1.0000,ILO - Social Security Inquiry Database
HUN,2021,disab,M,1.0000,ILO - Social Security Inquiry Database
HUN,2021,disab,T,1.0000,ILO - Social Security Inquiry Database
HUN,2021,pension,F,1.0000,ILO - Social Security Inquiry Database
HUN,2021,pension,M,0.9730,ILO - Social Security Inquiry Database
HUN,2021,pension,T,0.9900,ILO - Social Security Inquiry Database
IDN,2015,pension,T,0.1400,ILO - Social Security Inquiry Database
IDN,2019,disab,T,0.0250,ILO - Social Security Inquiry Database
IDN,2019,pension,T,0.1480,ILO - Social Security Inquiry Database
IDN,2021,pension,T,0.3120,ILO - Social Security Inquiry Database
IMN,2022,disab,F,1.0000,ILO - Social Security Inquiry Database
IMN,2022,disab,M,1.0000,ILO - Social Security Inquiry Database
IMN,2022,disab,T,1.0000,ILO - Social Security Inquiry Database
IMN,2022,pension,F,1.0000,ILO - Social Security Inquiry Database
IMN,2022,pension,M,1.0000,ILO - Social Security Inquiry Database
IMN,2022,pension,T,1.0000,ILO - Social Security Inquiry Database
IND,2011,pension,T,0.2410,ILO - Social Security Inquiry Database
IND,2015,disab,T,0.0540,ILO - Social Security Inquiry Database
IND,2016,pension,F,0.2170,ILO - Social Security Inquiry Database
IND,2016,pension,M,0.2890,ILO - Social Security Inquiry Database
IND,2016,pension,T,0.2520,ILO - Social Security Inquiry Database
IND,2019,disab,T,0.0560,ILO - Social Security Inquiry Database
IND,2019,pension,F,0.3660,ILO - Social Security Inquiry Database
IND,2019,pension,M,0.4880,ILO - Social Security Inquiry Database
IND,2019,pension,T,0.4250,ILO - Social Security Inquiry Database
IND,2022,disab,T,0.1830,ILO - Social Security Inquiry Database
IND,2022,pension,F,0.3950,ILO - Social Security Inquiry Database
IND,2022,pension,M,0.5260,ILO - Social Security Inquiry Database
IND,2022,pension,T,0.4590,ILO - Social Security Inquiry Database
IRL,2013,disab,F,1.0000,ILO - Social Security Inquiry Database
IRL,2013,disab,M,1.0000,ILO - Social Security Inquiry Database
IRL,2013,disab,T,1.0000,ILO - Social Security Inquiry Database
IRL,2014,disab,F,1.0000,ILO - Social Security Inquiry Database
IRL,2014,disab,M,1.0000,ILO - Social Security Inquiry Database
IRL,2014,disab,T,1.0000,ILO - Social Security Inquiry Database
IRL,2014,pension,F,0.8790,ILO - Social Security Inquiry Database
IRL,2014,pension,M,1.0000,ILO - Social Security Inquiry Database
IRL,2014,pension,T,0.9580,ILO - Social Security Inquiry Database
IRL,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
IRL,2016,disab,F,1.0000,ILO - Social Security Inquiry Database
IRL,2016,disab,M,1.0000,ILO - Social Security Inquiry Database
IRL,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
IRL,2016,pension,F,0.8760,ILO - Social Security Inquiry Database
IRL,2016,pension,M,1.0000,ILO - Social Security Inquiry Database
IRL,2016,pension,T,0.9550,ILO - Social Security Inquiry Database
IRL,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
IRL,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
IRL,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
IRL,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
IRL,2018,pension,F,0.8780,ILO - Social Security Inquiry Database
IRL,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
IRL,2018,pension,T,0.9520,ILO - Social Security Inquiry Database
IRL,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
IRL,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
IRL,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
IRL,2022,disab,F,1.0000,ILO - Social Security Inquiry Database
IRL,2022,disab,M,1.0000,ILO - Social Security Inquiry Database
IRL,2022,disab,T,1.0000,ILO - Social Security Inquiry Database
IRL,2022,pension,F,0.9030,ILO - Social Security Inquiry Database
IRL,2022,pension,M,1.0000,ILO - Social Security Inquiry Database
IRL,2022,pension,T,0.9580,ILO - Social Security Inquiry Database
IRN,2010,pension,T,0.2640,ILO - Social Security Inquiry Database
IRN,2017,disab,T,0.0600,ILO - Social Security Inquiry Database
IRN,2019,disab,T,0.0930,ILO - Social Security Inquiry Database
IRN,2019,pension,T,0.8720,ILO - Social Security Inquiry Database
IRN,2023,disab,T,0.0870,ILO - Social Security Inquiry Database
IRQ,2022,disab,F,0.3080,ILO - Social Security Inquiry Database
IRQ,2022,disab,M,0.3310,ILO - Social Security Inquiry Database
IRQ,2022,disab,T,0.3190,ILO - Social Security Inquiry Database
IRQ,2022,pension,F,0.2470,ILO - Social Security Inquiry Database
IRQ,2022,pension,M,0.7330,ILO - Social Security Inquiry Database
IRQ,2022,pension,T,0.4890,ILO - Social Security Inquiry Database
ISL,2013,disab,F,1.0000,ILO - Social Security Inquiry Database
ISL,2013,disab,M,1.0000,ILO - Social Security Inquiry Database
ISL,2013,disab,T,1.0000,ILO - Social Security Inquiry Database
ISL,2013,pension,T,0.7130,ILO - Social Security Inquiry Database
ISL,2014,disab,F,1.0000,ILO - Social Security Inquiry Database
ISL,2014,disab,M,1.0000,ILO - Social Security Inquiry Database
ISL,2014,disab,T,1.0000,ILO - Social Security Inquiry Database
ISL,2014,pension,F,0.8400,ILO - Social Security Inquiry Database
ISL,2014,pension,M,0.7640,ILO - Social Security Inquiry Database
ISL,2014,pension,T,0.8040,ILO - Social Security Inquiry Database
ISL,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
ISL,2016,disab,F,1.0000,ILO - Social Security Inquiry Database
ISL,2016,disab,M,1.0000,ILO - Social Security Inquiry Database
ISL,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
ISL,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
ISL,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
ISL,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
ISL,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
ISL,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
ISL,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
ISL,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
ISL,2021,disab,F,1.0000,ILO - Social Security Inquiry Database
ISL,2021,disab,M,1.0000,ILO - Social Security Inquiry Database
ISL,2021,disab,T,1.0000,ILO - Social Security Inquiry Database
ISL,2021,pension,F,0.8700,ILO - Social Security Inquiry Database
ISL,2021,pension,M,0.7730,ILO - Social Security Inquiry Database
ISL,2021,pension,T,0.8240,ILO - Social Security Inquiry Database
ISR,2013,disab,T,0.9200,ILO - Social Security Inquiry Database
ISR,2013,pension,T,0.8110,ILO - Social Security Inquiry Database
ISR,2014,disab,T,0.9360,ILO - Social Security Inquiry Database
ISR,2014,pension,T,0.8500,ILO - Social Security Inquiry Database
ISR,2015,disab,T,0.9040,ILO - Social Security Inquiry Database
ISR,2015,pension,T,0.9910,ILO - Social Security Inquiry Database
ISR,2017,disab,T,0.8920,ILO - Social Security Inquiry Database
ISR,2018,pension,F,1.0000,ILO - Social Security Inquiry Database
ISR,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
ISR,2018,pension,T,1.0000,ILO - Social Security Inquiry Database
ISR,2019,disab,T,0.8920,ILO - Social Security Inquiry Database
ISR,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
ISR,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
ISR,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
ISR,2022,disab,F,1.0000,ILO - Social Security Inquiry Database
ISR,2022,disab,M,1.0000,ILO - Social Security Inquiry Database
ISR,2022,disab,T,1.0000,ILO - Social Security Inquiry Database
ISR,2022,pension,F,1.0000,ILO - Social Security Inquiry Database
ISR,2022,pension,M,1.0000,ILO - Social Security Inquiry Database
ISR,2022,pension,T,1.0000,ILO - Social Security Inquiry Database
ITA,2013,pension,F,0.8330,ILO - Social Security Inquiry Database
ITA,2013,pension,M,0.9930,ILO - Social Security Inquiry Database
ITA,2013,pension,T,0.9020,ILO - Social Security Inquiry Database
ITA,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
ITA,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
ITA,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
ITA,2018,pension,F,0.8020,ILO - Social Security Inquiry Database
ITA,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
